,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,palm_ingredients,link,producer_info,origin_detail
725,Tarte citron meringuée - Carrefour - 680g,3276550569343,680 g,"['Frais', 'Plastique', 'Décongelé']",['Carrefour'],"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Réfrigérés', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Tartes au citron meringuées']",['Décongelé'],,,,['Carrefour'],['France'],"['Garniture ou citron 43,9 % : ŒUFS frais', 'sucre', 'graisse végétale de palme', 'eau', 'jus de citron concentré pulpe de citron gélifiant : pectines', 'acidifiant : acide citrique', ""jus d'orange concentré"", 'extrait de citron', '\rPâte sablée 28,9 % : Farine de BLÉ', 'sucre', 'BEURRE concentré 5,4 %', 'ŒUFS frais', 'poudres à lever : diphosphates et carbonates de sodium ', 'contient BLÉ', ' Meringue 27,2 % : Sucre', ""blancs d'ŒUFS "", 'eau', ""blancs d'ŒUFS en poudre"", 'stabilisant : gomme xanthane']","['Huile de palme', 'Non végétalien']",?,,383,+10%,18,+22%,48,+2%,"5,6",+10%,D,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,18 g,en quantité modérée,9.7 g,en quantité élevée,39 g,en quantité élevée,0.2 g,en faible quantité,1602 kj(383 kcal),+10%,"9,7",+8%,39,+16%,"0,2",-7%,"0,08",-7%,19,-1%,E,-1%,"['E440 - Pectines', 'E330 - Acide citrique', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E415 - Gomme xanthane']",4,"['Œufs', 'Gluten', 'Lait']",,['Huile de palme'],,,
726,Tropézienne -,3276550576440,,,,"['Tartes', 'Tartes sucrées', 'Tartes tropéziennes']",,,,,,['France'],[],[],?,,245,-11%,"8,12",-20%,36,-8%,"6,8",+60%,,,,,,,,,8.12 g,en quantité modérée,4.19 g,en quantité modérée,14.9 g,en quantité élevée,0.2 g,en faible quantité,1025 kj(245 kcal),-11%,"4,19",-39%,"14,87",-26%,"0,2",-60%,"0,08",-60%,6,-60%,C,-60%,,,,,,,,
727,Purée Amande complète,3276551091621,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['Fabriqué en France'],,,,,['France'],[],[],?,,665,+5%,"58,3",+8%,"5,1",-40%,"21,8",-0%,,,,,,,,,58.3 g,en quantité élevée,4.9 g,en quantité modérée,4.6 g,en faible quantité,0.02 g,en faible quantité,2782 kj(665 kcal),+5%,"4,9",+9%,"4,6",-7%,"0,02",+20%,"0,008",+20%,13,+238%,D,+238%,,,,,,,,
728,Poulet Carrouf,3276552167943,,,,,,,,,,['France'],[],[],?,,3,,0,,33,,3,,,,,,,,,,,,,,,,,,13 kj(3 kcal),,0,,3,,3,,"1,2",,,,,,,,,,,,,
729,Oignon Jaune - condichef - 500g,3276554575777,500 g,"['Filet', 'Plastique']",['Condichef'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,['France'],,,,['France'],[],[],?,,?,,?,,?,,?,,A,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,OIGNON Oignons rouges,3276554577979,,,,,,,,,,['France'],[],[],?,,31,,"5,68",,"5,7",,"1,35",,,,,,,,,,,,,,,,,,130 kj(31 kcal),,1,,"1,57",,0,,0,,,,,,,,,,,,,
731,Pois gourmands barquette,3276554781321,,,,,,,,,,['France'],[],[],?,,38,,"0,1",,6,,"3,1",,,,,,,,,,,,,,,,,,159 kj(38 kcal),,"0,02",,"1,65",,,,,,,,,,,,,,,,,
732,Pomme Golden,3276554835079,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Pommes sucrées', 'Pommes Golden Delicious']",,,,,,['France'],[],[],?,,5,-86%,"0,01",-97%,2,-76%,44,+2853%,B,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,0.01 g,en faible quantité,1e-06 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,21 kj(5 kcal),-86%,0,-100%,1,-73%,0,-100%,0,-100%,-10,,A,,,,,,,,,
733,Prunes - Sans marque - 500g,3276554975485,500 g,"['Barquette', 'Sachet', 'Plastique']","['Sans marque', 'Cancel Fruits']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Prunes', 'Prunes fraîches']",['Catégorie I'],['France'],['France'],,,['France'],"['Prunes Angeleno', ' Cat 1', ' Cal 40/50 mm']",[],?,,?,,?,,?,,?,,B,92.5%,0.0%,0.0%,3.3%,3.2%,1.0%,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,"Moules vivantes prêtes à cuire - Les Coquillages de la Baie d'Isigny - 1,4kg",3276555063341,"1,4 kg","['Barquette', 'Plastique']","[""Les Coquillages de la Baie d'Isigny""]","['Produits de la mer', 'Mollusques', 'Moules']",['Pêché à la drague'],"['Atlantique Nord-Est', 'FAO 27', 'FAO 27 VIID']",,"['FR 14.298.113 CE', 'Géfosse-Fontenay (Calvados, France)']",['Carrefour Market'],['France'],['Moules'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,126,-17%,"1,5",-82%,4,+4%,12,-17%,C,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,1.5 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,,,527 kj(126 kcal),-16%,1,-36%,0,-100%,,,,,,,,,,1,['Mollusques'],,,,,
735,Pave de saumon,3276555285194,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,['ASC-C-00355'],,['France'],[],[],?,,?,,?,,?,,?,,E,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Abricot,3276555700185,,,,,,,,,,['France'],[],[],?,,2,,"0,2",,"0,2",,"0,2",,,,,,,,,,,,,,,,,,8 kj(2 kcal),,"0,2",,"0,2",,"0,2",,"0,08",,,,,,,,,,,,,
737,2 truites roses vidées - Filière Qualité Carrefour - 400g,3276556280761,400 g,"['Barquette', 'Plastique', 'Frais']","['Filière Qualité Carrefour', 'Carrefour']","['Produits de la mer', 'Poissons', 'Truites']",['Sans OGM'],['France'],['France'],"['FR 40.245.003 CE', 'Roquefort (Landes, France)', 'EMB 40245C', 'Roquefort (Landes, France)']",['Carrefour'],['France'],"['Truite arc-en-ciel ', 'Oncorhynchys mykiss']","['Non végétalien', 'Non végétarien']",?,,106,-35%,"3,3",-58%,0,-100%,19,-15%,D,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,3.3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,,444 kj(106 kcal),-35%,0,-100%,0,-100%,,,,,,,,,,1,['Poisson'],,,,,
738,Pain pavé tranché 500 g Label Rouge - Carrefour,3276556645560,500 g,"['sachet papier/plastique', 'Sachet']",['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de tradition française']","['Certifié par Ocacia', 'Label Rouge']",,,,['Carrefour'],['France'],"['Farine de blé pour pain de tradition française ', 'blé', 'gluten', 'malt', 'enzyme : amylase', 'eau de source', 'pâte fermentée ', 'farine de blé', 'eau de source', 'sel', 'levure', 'sel', 'levure']",[],?,,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,0 kj(0 kcal),-100%,0,-100%,0,-100%,,,,,,,,,['E1100 - Amylases'],4,['Gluten'],Pain pavé tranché 500g Label Rouge,,,,
739,Pavé de saumon - Carrefour,3276556976138,,,['Carrefour'],"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,,['Carrefour'],['France'],[],[],?,,198,+4%,13,+10%,"0,2",-52%,20,-1%,E,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,13 g,en quantité modérée,2.2 g,en quantité modérée,0.05 g,en faible quantité,0.4 g,en quantité modérée,828 kj(198 kcal),+4%,"2,2",+8%,"0,05",-72%,"0,4",+10%,"0,16",+10%,0,,B,,,,,,,,,
740,Pavé de truite - Carrefour,3276557247695,,,['Carrefour'],,,,,"['EMB 40245C', 'Roquefort (Landes, France)']",['Carrefour'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Saumon - Carrefour - 2pavés,3276557403909,2 pavés,"['Frais', 'Barquette', 'Plastique']",['Carrefour'],"['Produits de la mer', 'Poissons', 'Saumons', ""Saumons d'élevage""]","['Nourri sans OGM', 'Point Vert']",['Norvège'],,"['FR 62.160.729 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'EMB 62160', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'ASC-C-00355']",['Carrefour'],['France'],"['Saumon Atlantique ', 'Salmo salar']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,?,,?,,?,,?,,D,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,1,['Poisson'],,,,,
742,Champignons blancs de Paris -,3276557915334,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Champignons de Paris', 'Champignons de Paris entiers']",,,,,,['France'],[],[],?,,15,-35%,"0,2",-40%,"0,2",-86%,"2,7",+21%,B,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,0.2 g,en faible quantité,0.04 g,en faible quantité,0 g,en faible quantité,0.8 g,en quantité modérée,63 kj(15 kcal),-33%,"0,04",-58%,0,-100%,"0,8",+116%,"0,32",+116%,-3,,A,,,,,,,,,
743,Pain Vivarais - Carrefour - 500g,3276558806686,500g,,['Carrefour'],,,,,,['Carrefour'],['France'],[],[],?,,0,,?,,?,,?,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,0,,0,,,,,,,,,,,,,
744,Salade ou laitue iceberg - Primafor,3276558851587,,,['Primafor'],,,,,,,['France'],"['Primaflor LAITUE ICEBERG EMBALLÉ POUR PLA-PARCELA C YILLANUEVA DE CASTELLON 46270', 'VALENClA', ' A-17 Orlglne: Espagne Se recomienda mantener en frio àgen']",[],?,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,4 kj(1 kcal),,1,,1,,1,,"0,4",,,,,,,,,,,,,
745,Napopizza 1/2 410g - Raynaud,3276620202125,,,['Raynaud'],,,,,,,['France'],"['Tomates concassées', 'concentré de tomates', 'oignons ,huile de tournesol,amidon modifié E1422', 'seI', ' épices', 'ail ', 'anhydride Sulfureux et sulfites', ' et arôme naturel']",[],?,,54,,"1,5",,"8,7",,"1,5",,,,,,,,,,,,,,,,,,226 kj(54 kcal),,"0,2",,"4,9",,"0,875",,"0,35",,,,,,"['E1422 - Adipate de diamidon acétylé', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",4,['Anhydride sulfureux et sulfites'],,,,,
746,Chèvre des Alpes - Fromagerie Ebrard,3276640678023,,,['Fromagerie Ebrard'],,,,,,,['France'],[],[],?,,365,,29,,2,,"23,94",,,,,,,,,,,,,,,,,,1527 kj(365 kcal),,"20,9",,"0,2",,1,,"0,4",,,,,,,,,,,,,
747,La champsaurette FROMAGERIE EBRARD,3276646779908,,,['Fromagerie ebrard'],,,,,"['FR 05.029.004 CE', 'Chabottes (Hautes-Alpes, France)']",,['France'],"['Lait entier pasteurisé de vache origine France,fruits sur sucre 16% ', 'pêche sucre', 'conservateur : sorbate de potassium', 'gélifiants : carraghenanes et pectine', 'arôme', ' sucre 2,4%', 'ferments lactiques']",['Non végétalien'],?,,118,,"5,1",,"14,7",,"3,7",,,,,,,,,,,,,,,,,,494 kj(118 kcal),,"3,4",,"10,7",,1,,"0,4",,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines']",4,['Lait'],,,,,
748,Riz Rond - Vivien Paille - 1kg,3276650010011,1 kg,['boîte'],['Vivien Paille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz à grain court']",,['Union européenne'],,,,['France'],['Riz'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,345,-2%,1,+23%,"77,5",-0%,"5,8",-17%,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,1 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,1.4 g,en quantité modérée,1443 kj(345 kcal),-2%,"0,2",-1%,"0,1",-56%,"1,4",+26875%,"0,56",+26875%,7,,C,,,1,,,,,,
749,Brisure de rie parfumé,3276650011445,,,,,,,,,,['France'],[],[],?,,100,,20,,50,,20,,,,,,,,,,,,,,,,,,418 kj(100 kcal),,20,,10,,20,,8,,,,,,,,,,,,,
750,Riz Thai,3276650013418,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï']",,,,,,['France'],[],[],?,,350,0%,"0,82",-22%,"78,18",+4%,"7,05",-4%,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,0.82 g,en faible quantité,0.19 g,en faible quantité,0.04 g,en faible quantité,0.01 g,en faible quantité,1464 kj(350 kcal),-0%,"0,19",-26%,"0,04",-84%,"0,01",-11%,"0,004",-11%,0,,B,,,,,,,,,
751,Riz Long Surinam - Riz du Monde - 1kg,3276650014019,1 kg,"['Sachet', 'Plastique']","['Riz du Monde', 'Haudecœur']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain', 'Riz Surinam']",,['Suriname'],,,['Auchan'],['France'],['Riz long Surinam qualité supérieure'],[],?,,350,+4%,"0,8",-25%,80,+9%,7,-4%,B,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,0.8 g,en faible quantité,0.19 g,en faible quantité,0.12 g,en faible quantité,0 g,en faible quantité,1464 kj(350 kcal),+3%,"0,19",-21%,"0,12",-58%,0,-100%,0,-100%,0,,B,,,,,,,,,
752,Lingots Blancs - Légumor - 1kg,3276650021017,1 kg,"['Sachet plastique', 'Sachet', 'Plastique']","['Légumor', 'Haudecœur']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes secs', 'Haricots', 'Haricots blancs']",['Point Vert'],['Argentine'],,,['Franprix'],['France'],['Lingots blancs'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,375,+159%,"0,85",-17%,60,+247%,23,+154%,,,,,,,,,0.85 g,en faible quantité,0.21 g,en faible quantité,2 g,en faible quantité,0.04 g,en faible quantité,1569 kj(375 kcal),+165%,"0,21",-13%,2,+68%,"0,04",-93%,"0,016",-93%,-6,,A,,,1,,Haricots blancs,,http://www.haudecoeur.fr,,
753,"Lingots Import 500G Cello, - Légumor",3276650021031,,,['Légumor'],,,,,,,['France'],[],[],?,,360,,0,,60,,24,,,,,,,,,,,,,,,,,,1506 kj(360 kcal),,0,,0,,0,,0,,,,,,,,,,,,,
754,Pois Casses Pays - Légumor - 500g,3276650044030,500g,,['Légumor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",,,,,,['France'],[],[],?,,350,+5%,3,+97%,55,+13%,22,-2%,B,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,3 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1464 kj(350 kcal),+5%,0,-100%,0,-100%,0,-100%,0,-100%,-1,,A,,,,,,,,,
755,"Fevettes Decortiquees 1 Kg,",3276650048014,,,,,,,,,,['France'],[],[],?,,341,,"1,53",,"33,29",,"26,12",,,,,,,,,,,,,,,,,,1427 kj(341 kcal),,"0,25",,"5,7",,"0,3",,"0,12",,,,,,,,,,,,,
756,1KG Feves H-coeur - Legumor - 1kg,3276650049011,1 kg,['Plastique'],['Legumor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Fèves', 'Fèves séchées']",,['Chine'],,,['Carrefour'],['France'],[],[],?,,341,+120%,"1,5",-45%,58,+226%,26,+160%,B,70.7%,0.0%,16.4%,8.4%,4.6%,0.0%,96,1.5 g,en faible quantité,0.25 g,en faible quantité,6 g,en quantité modérée,0.03 g,en faible quantité,1427 kj(341 kcal),+109%,"0,25",-34%,6,+184%,"0,03",-92%,"0,012",-92%,-5,,A,,,,,,,,,
