,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,eco_score,generic_name,categories,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,link,palm_ingredients,ingredients_origins,traceability_code,brand_owner,origin_detail
1911,Moutarde au raifort d'alsace - ALELOR - 205g,3279024202005,['ALELOR'],,['France'],[],[],?,167,699 kj(167 kcal),12,1,7,"2,5","7,6","6,7","2,68",205g,,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,,12 g,en quantité modérée,1 g,en faible quantité,2.5 g,en faible quantité,6.7 g,en quantité élevée,,-2%,-2%,+11%,+22%,+1%,-35%,+16%,+42%,+42%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,
1912,Gingembre confit,3481010098305,,,['France'],[],[],?,370,1548 kj(370 kcal),0,0,91,74,0,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Le Poiret,5430000042130,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,279,1167 kj(279 kcal),"0,5",0,76,0,1,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Confiture de myrtille sauvages - Les Confituriers de Haute-Provence - 240g,3324492501522,['Les Confituriers de Haute-Provence'],['Cuisiné en France'],['France'],"['Myrtilles 65%', 'sucre de canne', 'gélifiant: pectine de fruits', 'acidifiant: Jus concentré de citron']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,226,946 kj(226 kcal),"0,32",0,"55,46","55,46","0,4",0,0,240 g,"['Pot', 'Verre']",C,Confiture de myrtille sauvages,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']","['Peyruis', 'France', 'Provence']",,['E440 - Pectines'],,4,0.32 g,en faible quantité,0 g,en faible quantité,55.5 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,+23%,-100%,+4%,+9%,+3%,-100%,-100%,10,+8%,C,+8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,
1915,Bifteck - Charal,0292471020995,['Charal'],,['France'],[],[],?,113,473 kj(113 kcal),"2,3","0,8",0,0,23,"0,2","0,08",,,,,"['Viandes', 'Bœuf']",,,,,,2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,,-37%,-37%,-76%,-80%,-100%,-100%,+14%,-82%,-82%,-4,-176%,A,-176%,,,,,,,,,,,,,
1916,Dressing. Ciboulette - Delhaize - 270ml,5400111015965,['Delhaize'],,"['Belgique', 'France']",[],[],?,202,845 kj(202 kcal),16,"1,3","12,9","8,7","1,2","1,7","0,68",270 ml,,B,,"['Epicerie', 'Sauces', 'Sauces salades', 'Sauces au yaourt']",,['Delhaize'],,,,16 g,en quantité modérée,1.3 g,en faible quantité,8.7 g,en quantité modérée,1.7 g,en quantité élevée,,-5%,-5%,-18%,-39%,+93%,+104%,-16%,+9%,+9%,11,+9%,D,+9%,58.6%,17.6%,9.9%,8.6%,4.2%,1.1%,88,,,,,,
1917,Marrons glacés,3457680030525,,,['France'],[],[],?,312,1305 kj(312 kcal),"0,5",0,76,58,"0,9",0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Confiseries de fruits à coques', 'Marrons glacés']",,,,,,0.5 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,-44%,-100%,+2%,+15%,-12%,-100%,-100%,13,+10%,D,+10%,,,,,,,,,,,,,
1918,Mini Panettone - 100g,24023115,,,['France'],[],[],?,365,1527 kj(365 kcal),14,"8,5",51,25,"7,6","0,49","0,196",100 g,,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,,14 g,en quantité modérée,8.5 g,en quantité élevée,25 g,en quantité élevée,0.49 g,en quantité modérée,,-2%,-2%,-7%,-5%,-1%,-3%,+11%,+11%,+11%,19,+2%,E,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,
1919,Punjabi Butter Chicken Sauce -,7178604000030,,,['France'],[],[],?,179,749 kj(179 kcal),"15,8","4,9","6,2","4,4","1,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Lean Bagel - Prozis,5600499508787,['Prozis'],,"['France', 'Espagne']",[],[],?,238,996 kj(238 kcal),"7,3","1,7",20,"4,8",16,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Bloc de foie gras de canard - Cellier Sarlat,3760190200808,['Cellier Sarlat'],,['France'],[],[],?,471,1971 kj(471 kcal),"48,8",18,2,"1,5","5,6","1,5","0,6",,,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,,,,48.8 g,en quantité élevée,18 g,en quantité élevée,1.5 g,en faible quantité,1.5 g,en quantité modérée,,-4%,-3%,-4%,-16%,-6%,+13%,-8%,+23%,+23%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,
1922,Poffertjes Mix - Koopmans - 400g,8710479306009,['Koopmans'],,"['France', 'Allemagne']","['Tarwebloem', 'boekweitmeel', 'rijsmiddelen', 'zout']",[],?,155,649 kj(155 kcal),3,1,25,"3,5","6,4","0,5","0,2",400g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,"Maître truffout "" truffles""",9002859038747,,"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Fabriqué en France']","['France', 'États-Unis']","['Palm oil', 'sugar', 'low fat', 'cocoa', 'whey powder', 'cocoa powder', 'hazelnut flavor', 'soy lecithin', 'vanilla extract']",[],?,611,2556 kj(611 kcal),48,35,39,37,"4,2","0,35","0,14",,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,,,,,48 g,en quantité élevée,35 g,en quantité élevée,37 g,en quantité élevée,0.35 g,en quantité modérée,,+18%,+17%,+58%,+112%,-27%,-21%,-31%,+79%,+79%,21,-14%,E,-14%,,,,,,,,,,,,MAITRE TRUFFOUT,
1924,Trung Nguyen G7 Coffee 24 20 0.56Z,8935024143360,,,['France'],[],[],?,70,293 kj(70 kcal),"2,5",0,12,9,0,"0,1","0,04",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,+43%,+19%,+67%,-100%,+44%,+87%,-100%,-30%,-30%,,,,,,,,,,,,,,,,,
1925,Xocolata desfeta,8413907607401,,['en:gluten-free'],['France'],[],[],?,377,1577 kj(377 kcal),"2,5","1,1",80,60,"4,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Crème glacée caramel beurre salé - Erhard,3428420004076,['Erhard'],,['France'],[],[],?,248,1038 kj(248 kcal),12,"8,1",31,22,"3,2","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Soupe de poissons - 790g,3700857601005,,,['France'],[],[],?,34,142 kj(34 kcal),"2,1","0,7","0,5","0,4","3,8","0,9","0,36",790 g,,E,,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,,,2.1 g,en faible quantité,0.7 g,en faible quantité,0.4 g,en faible quantité,0.9 g,en quantité modérée,,-29%,-29%,+11%,+56%,-73%,-39%,-26%,+2%,+2%,1,+15%,B,+15%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,
1928,Truffes fantaisies rhum,3520300000007,,,['France'],[],[],?,541,2264 kj(541 kcal),34,23,46,44,"4,8","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Sablés aux épices de noël Reaute,3643000000006,,,['France'],[],[],?,423,1770 kj(423 kcal),"18,3","11,9","59,7","29,3","5,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Shaken Udder Chocolush Milkshake 330Ml,5060048309003,['Shaken Udder'],"['Végétarien', 'Sans arômes artificiels', 'Sans conservateur artificiel', 'Sans gluten', 'Source de calcium', 'Contient du lait', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Produit pasteurisé', 'Source de vitamine B12', 'en:Protein source']","['France', 'Royaume-Uni']","['Semi Skimmed Milk ', '93%', 'Sugar', 'Milk Chocolate ', '1', '5%', 'Chocolate Powder ', 'Sugar', 'Cocoa', 'Whole Milk Powder', 'Cocoa Butter', 'Skimmed Milk Powder', 'Fat Reduced Cocoa Powder', 'Stabilisers ', 'Cellulose Gum', 'Carrageenan', 'Natural Flavourings', 'Salt']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",310,74,310 kj(74 kcal),"2,1","1,5",10,"8,4","3,5","0,2","0,08",330ml,['pet-bottle'],B,High temperature pasteurised milk drink with chocolate,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés', 'Milkshakes']",['United Kingdom'],['Tesco'],"['E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,2.1 g,en quantité modérée,1.5 g,en quantité modérée,8.4 g,en quantité élevée,0.2 g,en quantité modérée,,-65%,-63%,-49%,+13%,-60%,-48%,-67%,-41%,-41%,0,,B,,71.6%,1.7%,9.9%,9.5%,5.7%,1.5%,49,https://shakenudder.com/what-we-make/330ml-milkshakes/chocolush/,,"['Belgique', 'Royaume-Uni']",['UK MZ005 EC'],,
1931,Pan de hamburguesa 8 cereales thins,8412600029763,,,['France'],[],[],?,254,1063 kj(254 kcal),"2,4","0,7",34,10,14,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Crema bigusto nocciola e latte - Dolciando,8017596009791,['Dolciando'],,"['France', 'Italie']",[],[],?,47.799999237061,200 kj(47 kcal),30,4,63,62,4,"0,14","0,056",,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",,,,,,30 g,en quantité élevée,4 g,en quantité modérée,62 g,en quantité élevée,0.14 g,en faible quantité,,-91%,-91%,-7%,-51%,+25%,+42%,-36%,-23%,-23%,13,-37%,D,-37%,,,,,,,,,,,,,
1933,"Assiette spaghetti bolognaise U_TOUT_PETITS Bio - 12mois, 230g",3256226762131,['U'],"['Bio', 'Viande Française', 'en:FSC', 'Fabriqué en France', 'Viande-bovine-francaise']",['France'],"['Carotte*', 'pâte cuite* 19', '25% ', 'eau', 'semoule de BLE dur*', ""poudre de blanc d'OEUF*"", 'eau', 'purée de tomate* 17%', 'viande de boeuf* ', 'origine : France', ' 8%', 'oignon* 8%', 'fécule de manioc*', 'huile de tournesol*', 'huile de colza*', 'persil*', 'ail*', 'basilic*', 'origan*', 'poivre noir *', "" *Ingrédients issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",283,67,283 kj(67 kcal),"1,8","0,5",9,"3,2",3,"0,08","0,032","12 mois, 230 g",['dès'],,,"['Aliments pour bébé', 'Dès 12 mois']",,['Magasins U'],,"['Œufs', 'Gluten']",3,,,,,,,,,-0%,-41%,-31%,-25%,-30%,-28%,-16%,+2%,-62%,-62%,,,,,,,,,,,,,,,,,
1934,The,7616800812175,,,['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,8","5,8",0,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Calabaza Halloween,8421699222191,,['en:gluten-free'],['France'],[],[],?,555,2322 kj(555 kcal),35,"21,1","52,1","51,1","7,09","0,21","0,084",,,,,"[""Aliments et boissons d'Halloween""]",,,,,,35 g,en quantité élevée,21.1 g,en quantité élevée,51.1 g,en quantité élevée,0.21 g,en faible quantité,,+38%,+38%,+258%,+332%,-28%,-7%,+88%,-13%,-13%,26,+49%,E,+49%,,,,,,,,,,,,,
1936,Jus de carotte - Atelier Patrick Font,3760131162073,['Atelier Patrick Font'],"['Sans additifs', 'Sans conservateurs']",['France'],[],[],?,32,134 kj(32 kcal),"0,6","0,2","6,3",5,0,"0,08","0,032",,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Jus et nectars', 'Boissons aux légumes', 'Jus de légumes', 'Jus de carotte']",,,,,,0.6 g,en faible quantité,0.2 g,en faible quantité,5 g,en quantité modérée,0.08 g,en faible quantité,,+7%,+4%,+221%,+452%,-7%,-17%,-100%,-16%,-16%,-1,,B,,,,,,,,,,,,"['EMB 42283A', 'Saint-Romain-en-Jarez (Loire, France)']",,
1937,Escargots préparés surgelés,3576280114005,,,['France'],[],[],?,277,1159 kj(277 kcal),25,17,"3,5","2,5","8,6","1,5","0,6",,,C,,"['Viandes', 'Escargots']",,,,,,25 g,en quantité élevée,17 g,en quantité élevée,2.5 g,en faible quantité,1.5 g,en quantité modérée,,-2%,-2%,+7%,+10%,-23%,+194%,-17%,+18%,+18%,19,+33%,E,+33%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,,,"['FR 43.262.002 CE', 'Vieille-Brioude (Haute-Loire, France)']",,
1938,Lentilles vertes bio du Larzac,3760007220005,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,331,1385 kj(331 kcal),"0,2","0,2",49,"1,4",25,"0,012","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Mini chocolat noir dégustation,3250392557249,,,['France'],[],[],?,565,2364 kj(565 kcal),"39,8","25,2","36,8","25,9","9,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,Chutney de mangues,3500543691514,,,['France'],[],[],?,172,720 kj(172 kcal),"0,2",0,"44,1","37,3","0,6",0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit', 'Chutneys de mangue']",,,,,,0.2 g,en faible quantité,0 g,en faible quantité,37.3 g,en quantité élevée,0 g,en faible quantité,,-4%,-6%,-51%,-100%,+3%,-7%,+11%,-100%,-100%,10,-17%,C,-17%,,,,,,,,,,,,,
1941,Petits bonhommes en pain d'epice - Fortwenger,3279130112687,['Fortwenger'],,['France'],[],[],?,391,1636 kj(391 kcal),"11,1","6,7","65,1","32,7","5,8","0,2","0,08",,,B,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]",,,,,,11.1 g,en quantité modérée,6.7 g,en quantité élevée,32.7 g,en quantité élevée,0.2 g,en faible quantité,,+16%,+15%,+218%,+440%,-8%,-19%,+34%,-54%,-54%,17,+21%,D,+21%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,
