,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,additives,allergens,nova_score,generic_name,packaging,markets,traceability_code,ingredients_origins,labels,palm_ingredients,manufacturing,link,brand_owner,origin_detail,producer_info
1768,Galettes de maïs - Carrefour,3560070675852,['France'],[],[],?,381,1594 kj(381 kcal),"3,2","1,4",77,0,"9,1","0,27","0,108",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",3.2 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,0.27 g,en faible quantité,,-4%,-4%,-21%,+75%,-3%,-100%,+18%,-37%,-37%,1,-33%,B,-33%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,['Carrefour'],,,,,,['Carrefour'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
1769,Gingembre en lamelles - Carrefour,3560070677634,['France'],"['Gingembre en lamelles', 'eau', 'sucre', 'sel', 'acidifiants: acide acétique et acide citrique', 'affermissant : chlorure de calcium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,83,347 kj(83 kcal),"0,5","0,2",18,16,"0,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],"['E260 - Acide acétique', 'E330 - Acide citrique', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,4,,,['Carrefour'],"['EMB 56185E', 'Quéven (Morbihan, France)']",,,,,,,,
1770,Glace Tiramisu,3560070681969,['France'],[],[],?,214,895 kj(214 kcal),"8,7","6,6",30,24,"3,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Tartelettes Purée de Fraise - Carrefour - 127g (4sachets de 31.8g pour deux tartelettes),3560070682652,['France'],"['Farine de blé', 'nappage à la fraise 40% ', 'sirop de glucose-fructose de blé', 'purée et purée à base de concentré de fraise 63% ', ""soit du produit 25% sur l'ensemble"", 'stabilisant : glycérol', 'arôme', ""correcteur d'acidité : citrate trisodique"", 'gélifiant : pectine amidée', 'acidifiant : acide citrique', 'beurre concentré ', 'soit 11% en beurre reconstitué', 'sirop de glucose de blé', 'sucre', 'œufs', ""poudre d'amandes"", 'sel', ""poudre à lever : carbonate acide de sodium - carbonate acide d'ammonium - phosphate monocalcique"", 'protéines de lait', 'poudre de lait écrémé', 'arômes']",['Non végétalien'],1713,?,1713 kj(409 kcal),10,"6,6",73,30,"5,1","0,584","0,234",,"['Tartes', 'Tartelettes']",10 g,en quantité modérée,6.6 g,en quantité élevée,30 g,en quantité élevée,0.584 g,en quantité modérée,+4%,,+13%,-34%,-22%,+45%,+6%,+13%,+96%,+96%,18,+5%,D,+5%,,,,,,,,127g (4 sachets de 31.8g pour deux tartelettes),['Carrefour'],"['E422 - Glycérol', 'E331iii - Citrate trisodique', 'E440ii - Pectine amidée', 'E330 - Acide citrique', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E341i - Phosphate monocalcique']","['Œufs', 'Gluten', 'Lait']",4,Tartelette,"['Boîte', 'Carton', 'Plastique']",['Carrefour'],"['EMB 82121', 'Montauban (Tarn-et-Garonne, France)']",['France'],,,,http://www.carrefour.fr,,,
1772,Galettes de maïs - Carrefour,3560070684847,['France'],"['Maïs bio 99,7 contenir des traces de gluten', 'de soja et de lupin']",[],?,381,1594 kj(381 kcal),"3,2","1,4",77,"0,5","9,1","0,27","0,108",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",3.2 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,0.27 g,en faible quantité,,-4%,-4%,-21%,+75%,-3%,-71%,+18%,-37%,-37%,-3,-301%,A,-301%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,['Carrefour'],,,,,,['Carrefour'],,,['Bio'],,,,,,
1773,Mini tosades 125g. - Carrefour,3560070685448,['France'],"['Farine de blé', 'sucre', 'beurre concentré ', 'colorant : caroténoïdes', 'graisses et huile végétales ', 'palme', 'coprah Colza', 'colorant : caroténoïdes', 'fibres de blé', 'sel']","['Huile de palme', 'Non végétalien']",?,537,2247 kj(537 kcal),30,18,59,19,"5,4","0,8","0,32",,"['Snacks', 'Snacks sucrés']",30 g,en quantité élevée,18 g,en quantité élevée,19 g,en quantité élevée,0.8 g,en quantité modérée,,+20%,+20%,+48%,+81%,+3%,-46%,-10%,+110%,+110%,20,+5%,E,+5%,,,,,,,,,['Carrefour'],['E160 - Caroténoïdes'],"['Gluten', 'Lait']",4,,,['Carrefour'],,,,['Huile de palme'],,,,,
1774,Le petit croquant - Carrefour - 150g,3560070691159,['France'],"['Farine de blé 72 %', 'sucre', 'graisse de palme', 'sirop de glucose de blé', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', 'diphosphate disodique', 'sel', 'arôme', 'poudre de lait écrémé', 'lactosérum en poudre', 'protéines de lait']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",1806,?,1806 kj(432 kcal),10,"4,8",76,25,7,"0,864","0,345",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Petits beurres']",10 g,en quantité modérée,4.8 g,en quantité modérée,25 g,en quantité élevée,0.864 g,en quantité modérée,-9%,,-9%,-46%,-59%,+12%,-12%,-1%,+11%,+11%,14,-35%,D,-35%,75.0%,14.2%,4.8%,3.0%,2.9%,0.0%,71,150 g,['Carrefour'],"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E450i - Pyrophosphate de sodium acide']","['Gluten', 'Lait']",4,,"['Plastique', 'Carton']","['Carrefour Market', 'Carrefour']","['EMB 49281', 'Saint-Georges-des-Gardes (Maine-et-Loire, France)']",,"['Labels de distributeurs', 'Qualité Carrefour']",['Huile de palme'],['France'],,,,
1775,Soda cola sans caféine - Carrefour,3560070692484,['France'],[],[],?,0,0 kj(0 kcal),?,"0,01",?,"0,01","0,01","0,02","0,008",,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light', 'Sodas au cola sans caféine', 'Sodas au cola light']",,,0.01 g,en faible quantité,0.01 g,en faible quantité,0.02 g,en faible quantité,,-100%,-100%,,+154%,,-100%,-45%,+247%,+247%,,,,,,,,,,,,,['Carrefour'],,,,,,['Carrefour'],,,,,,,,,
1776,Pâtes duo de colin et de saumon - Carrefour,3560070693047,['France'],"['Pâtes 28% ', 'eau', 'semoule de blé dur', 'eau', ""colin d'Alaska 11%"", 'saumon 9%', 'carottes 8,5%', 'courgette 8,5%', 'tomates 8%', 'crème', 'emmental', 'préparation à base de jus concentré de citron ', 'eau', 'jus de citron concentré', 'pulpe de citron', 'acidifiant : acide citrique', 'conservateur : sorbate de potassium', 'extraits de plantes et de citron', 'vin blanc 0,9%', 'bouillon de poisson ', 'sirop de glucose', 'sel', 'poisson en poudre', 'extrait de levures', 'huile de colza', 'oignon en poudre', 'poivre blanc', 'macis', 'amidon de tapioca', 'ciboulette', 'huile de colza', 'échalotes', 'lait écrémé en poudre', 'sel', 'zeste de citron râpé', 'oignon en poudre', 'poivre blanc', 'épaississant : gomme xanthane', 'colorant : caroténoïdes']","['Non végétalien', 'Non végétarien']",?,107,448 kj(107 kcal),"3,9","1,8",11,"1,9","6,3","0,67","0,268",,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Plats au saumon']",3.9 g,en quantité modérée,1.8 g,en quantité modérée,1.9 g,en faible quantité,0.67 g,en quantité modérée,,-28%,-27%,-45%,-25%,-10%,+6%,-10%,-8%,-8%,0,-100%,B,-100%,,,,,,,,,['Carrefour'],"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E160 - Caroténoïdes']","['Poisson', 'Lait']",4,,,['Carrefour'],,,,,,,,,
1777,Pâtes à la provençale  - Carrefour - 300g,3560070693894,['France'],"['Pâtes torsades précuites 43% ', 'eau', 'semoule de blé dur', ""blanc d'œuf"", 'huile de colza', 'sel', 'eau', 'concentré de tomates 8%', 'tomates 7%', 'poivrons rouges et verts 3%', ""huile d'olive vierge extra"", 'courgettes 2%', 'tomates concassées ', 'tomates', 'jus de tomates', 'acidifiant : acide citrique', 'oignons 1,7%', 'sucre', 'huile de colza', 'aubergines 1%', 'ail', 'sel', 'persil', 'épaississants : gomme xanthane et gomme guar', 'basilic 0,2%', 'origan', 'poivre']",['Non végétalien'],537,?,537 kj(128 kcal),"5,3","0,6","15,2","4,9","3,7","0,9","0,36",,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes instantanées', 'Plats préparés à réchauffer au micro-ondes', 'Box']",5.3 g,en quantité modérée,0.6 g,en faible quantité,4.9 g,en faible quantité,0.9 g,en quantité modérée,-14%,,-16%,-14%,-78%,-12%,+190%,-39%,+23%,+23%,1,-61%,B,-61%,,,,,,,,300 g,['Carrefour'],"['E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Œufs', 'Gluten']",4,Pâtes torsades cuisinées à la tomate et aux légumes,"['Box', 'Carton']",['Carrefour'],"['EMB 85222D', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,['Fabriqué en France'],,['France'],,,,
1778,100% pur fruit pressé Pamplemousse Rose - Grand Jury - 1L,3560070698141,['France'],[],[],?,37,155 kj(37 kcal),"0,5",0,"8,5","8,5","0,6","0,03","0,012",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'Jus de pamplemousse rose', 'en:pure-grapefruit-juice']",0.5 g,en faible quantité,0 g,en faible quantité,8.5 g,en quantité élevée,0.03 g,en faible quantité,,-5%,-4%,+189%,-100%,-2%,+3%,+21%,+208%,+208%,2,+5%,C,+5%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 L,['Grand Jury'],,,,,"['Bouteille', 'Plastique']","['Proxi', '8 à Huit']",,,,,,,,,
1779,Huile d'olive vierge extra - Carrefour,3560070698950,['France'],[],[],?,824,3448 kj(824 kcal),"99,8","13,7",0,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",99.8 g,en quantité élevée,13.7 g,en quantité élevée,0 g,en faible quantité,,,,-4%,-4%,+5%,-2%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Carrefour'],,,,,,['Carrefour'],"['EMB 13214', 'Marseille 14e  Arrondissement (Bouches-du-Rhône, France)']",,['Point Vert'],,,,,,
1780,Pommes noisettes,3560070699407,['France'],[],[],?,168,703 kj(168 kcal),"6,5",1,"23,5",1,2,"0,8","0,32",,"['Chips et frites', 'Pommes noisettes']",6.5 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,0.8 g,en quantité modérée,,-7%,-8%,-9%,+11%,-6%,+75%,-19%,-13%,-13%,4,+5%,C,+5%,,,,,,,,,,,,,,,,,,,,,,,,
1781,Tapenade - Carrefour - 100g,3560070705658,['France'],[],[],?,?,,?,,?,,?,,,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades']",,,,,,,,,,,,,,,,,,,,,,,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,100 g,['Carrefour'],,,,,,['Carrefour'],,,['Sans conservateurs'],,,,,,
1782,Instant Gourmand  - Carrefour - 1L,3560070706013,['France'],[],[],?,?,,?,,?,,?,,,,['Jus de pomme mangue et citron'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1L,['Carrefour'],,,,,,['Carrefour'],,,,,,,,,
1783,Jus d'orange sans pulpe pressée - Carrefour - 1.75l,3560070706075,['France'],"[""Jus d'orange""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,38,159 kj(38 kcal),0,0,"9,1","9,1","0,5","0,03","0,012",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0.03 g,en faible quantité,,-12%,-13%,-100%,-100%,-6%,-1%,-21%,+237%,+237%,3,+1%,C,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1.75 l,['Carrefour'],,,1,,"['Brique', 'Carton']",['Carrefour'],['RGSEAA 21-00330-MU'],['Espagne'],['Fabriqué en Espagne'],,['Espagne'],,,,
1784,Grand Jury,3560070710386,['France'],[],[],?,286,1197 kj(286 kcal),13,"9,5",36,24,"4,3","0,26","0,104",E,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Tiramisu']",13 g,en quantité modérée,9.5 g,en quantité élevée,24 g,en quantité élevée,0.26 g,en faible quantité,,+9%,+9%,+9%,+19%,+12%,+13%,+4%,+49%,+49%,17,+24%,D,+24%,84.5%,12.9%,0.8%,1.3%,0.4%,0.1%,11,,['Grand Jury'],,,,,,"['Proxi', '8 à Huit']",,,,,,,,,
1785,Pain au chocolat -,3560070711925,['France'],[],[],?,419,1753 kj(419 kcal),22,12,47,13,"6,9",1,"0,4",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",22 g,en quantité élevée,12 g,en quantité élevée,13 g,en quantité élevée,1 g,en quantité modérée,,+6%,+6%,+0%,-10%,+11%,+8%,-4%,+11%,+11%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,,,
1786,Wrap Poulet Crudités - Grand Jury - 180g,3560070711963,['France'],[],[],?,252,1054 kj(252 kcal),13,1,24,"1,8","8,7","1,3","0,52",C,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet', 'Wraps']",13 g,en quantité modérée,1 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,,+9%,+10%,+44%,-56%,-7%,-26%,-0%,+13%,+13%,0,-100%,B,-100%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,180 g,['Grand Jury'],,,,,"['Carton', 'Plastique']","['Proxi', '8 à Huit']",,['Union européenne'],,,,,,,
1787,Pains au chocolat - Grand Jury - 360g (8 * 45g),3560070713172,['France'],"['Farine de blé 45,6 %', 'huiles et graisses végétales ', 'palme 14,7 %', 'coprah', 'colza', ' en proportion variable', 'chocolat 12 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille', 'eau', 'sucre', 'beurre concentré', 'levure', 'sel', 'gluten de blé', ""émulsifiants : mono et diglycérides d'acides gras et esters monoacétyltartrique et diacétyltartrique des mono et digtycérides d'acides gras"", 'arômes ', 'contient lait et alcool', 'poudre de lait écrémé', 'épaississants : gomme de cellulose et gomme de xanthane', 'farine de colorant : caroténoïdes', 'antioxydant : acide ascorbique', 'œufs']","['Huile de palme', 'Non végétalien']",?,406,1699 kj(406 kcal),22,13,44,10,"6,5","0,99","0,396",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",22 g,en quantité élevée,13 g,en quantité élevée,10 g,en quantité modérée,0.99 g,en quantité modérée,,+3%,+2%,+0%,-2%,+4%,-17%,-9%,+10%,+10%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,360 g (8 * 45 g),['Grand Jury'],"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E160 - Caroténoïdes', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,,"['Sachet', 'Plastique']","['Proxi', '8 à Huit']",,,['Huile de palme durable'],['Huile de palme'],,,,,
1788,Orange d'Espagne 100% pur fruit pressé avec pulpe - Carrefour - 25cl,3560070716043,['France'],"[""Jus d'orange"", 'pulpe ', '3%']",['Sans huile de palme'],173,?,173 kj(41 kcal),~ 0,~ 0,"9,3","8,8","0,7",~ 0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité élevée,0 g,en faible quantité,-5%,,-5%,-100%,-100%,-4%,-4%,+11%,-100%,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,25 cl,['Carrefour'],,,1,Jus d'orange avec pulpe. Flash pasteurisé.,"['Bouteille', 'Plastique']",['Carrefour'],,['Espagne'],['Fabriqué en Espagne'],,,,,,
1789,Haricots rouges - Carrefour Bio,3560070719471,['France'],[],[],?,107,448 kj(107 kcal),0,0,15,"1,8","7,7","0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",0 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,0.5 g,en quantité modérée,,-31%,-33%,-100%,-100%,-30%,+25%,-32%,+27%,+27%,-1,,A,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,"['Carrefour Bio', 'Carrefour']",,,,,,['Carrefour'],,,['Bio'],,,,,,
1790,Haricots blancs bio 215g égouttés - Carrefour,3560070719532,['France'],[],[],?,406,1699 kj(406 kcal),"0,6","0,1",14,"0,5","6,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,['Carrefour'],,,"['Bio', 'Fabriqué en Belgique']",,,,,,
1791,L'Abbaye velours - Carrefour - 6x25cl,3560070719570,['France'],"['Eau', ""malt d'orge"", 'fructose', 'blé', 'dextrose', 'arôme', 'arôme naturel de sureau', 'acidifiant : acide citrique', 'houblon', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits', ""Bières d'abbayes""]",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,6x25 cl,['Carrefour'],"['E330 - Acide citrique', 'E300 - Acide ascorbique']",['Gluten'],4,Bière d'abbaye,"['Carton', 'Bouteille', 'Verre']",['Carrefour'],"['EMB 59178', 'Douai (Nord, France)']",,"['Labels de distributeurs', 'Qualité Carrefour']",,,,,,
1792,La Charnue Blonde - Carrefour - 33cl,3560070719648,['France'],"['Eau', ""malts d'orge"", 'sucre', 'houblons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,['Carrefour'],,['Gluten'],3,,"['Bouteille', 'Verre']",['Carrefour'],"['EMB 62107', 'Bénifontaine (Pas-de-Calais, France)']",,"['Labels de distributeurs', 'Qualité Carrefour']",,['France'],,,,
1793,Carrefour,3560070720064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,['Carrefour'],,,,,,,,,
1794,Cabillaud sauce citron et son riz aux petits légumes - Carrefour - 250g,3560070721962,['France'],[],[],?,?,,?,,?,,?,,,,"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats préparés à réchauffer au micro-ondes', 'Plats au cabillaud']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,['Carrefour'],,,,,"['Barquette', 'Carton', 'Plastique']",['Carrefour'],,,"['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans colorants', 'Sans exhausteur de goût']",,,,,,
1795,Préparation pour boisson cacaotée - Carrefour Discount - 800g e,3560070722075,['France'],"['Sucre', 'cacao maigre en poudre 15 %', 'dextrose', 'émulsifiant : lécithines de tourneols', 'sel', 'arôme']",[],?,381,1594 kj(381 kcal),"2,3","1,1",84,83,"3,4","0,31","0,124",C,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",,,,,,,,,,+15%,+11%,-47%,-57%,+32%,+47%,-46%,+48%,+48%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,800 g e,"['Carrefour Discount', 'Carrefour']",['E322i - Lécithine'],,4,,"['Carton', 'boîte']",['Carrefour'],,,['en:gluten-free'],,,,,,
1796,Pop corn caramel - Saxo,3560070723461,['France'],[],[],?,409,1711 kj(409 kcal),"5,4","0,7",85,57,"3,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Saxo'],,,,,,,"['EMB 17331', 'Saint-Genis-de-Saintonge (Charente-Maritime, France)']",,,,,,,,
1797,Légumes et Jambon Bio - Carrefour Baby - 400g (2 * 200g e),3560070725496,['France'],"['Carotte bio 32 %', 'pomme de terre bio 30 %', 'eau', 'viande de jambon de porc bio petits pois bio 8 %', 'oignon bio', 'huile de colza vierge bio', 'huile de tournesol vierge bio', 'farine de riz bio']",[],?,66,276 kj(66 kcal),"2,3","0,3","7,8","1,7","2,7","0,05","0,02",,"['Plats préparés', 'Aliments pour bébé', 'Dès 8 mois', 'Plats principaux pour bébé', 'Plats préparés à réchauffer au micro-ondes']",,,,,,,,,,-40%,-27%,+20%,-40%,-39%,-58%,-2%,-56%,-56%,,,,,,,,,,,,400 g (2 * 200 g e),"['Carrefour Baby', 'Carrefour']",,,3,,"['Carton', 'Plastique']",['Carrefour'],"['FR 23.131.001 CE', 'Mérinchal (Creuse, France)', 'EMB 23131', 'Mérinchal (Creuse, France)']",['France'],"['Bio', 'Bio européen', 'Viande Française', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman']",,['France'],,,,
1798,"Nectar de pomme biologique - Carrefour - 1,5L",3560070727506,['France'],[],[],200,?,200 kj(48 kcal),"0,1","0,01","11,4","11,4","0,1","0,025","0,01",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pomme']",0.1 g,en faible quantité,0.01 g,en faible quantité,11.4 g,en quantité élevée,0.025 g,en faible quantité,+20%,,+23%,-44%,-69%,+21%,+29%,-67%,+157%,+157%,15,+66%,E,+66%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"1,5 L",['Carrefour'],,,,,"['Pack', 'Carton']",['Carrefour'],,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'AB Agriculture Biologique']",,,,,,
1799,"Multifruits - Carrefour Bio - 1,5l",3560070727537,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"1,5 l","['Carrefour Bio', 'Carrefour']",,,,,"['Carton', 'Brique']",['Carrefour'],,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,
1800,Pistaches  carrefour  grillées  salées,3560070728473,['France'],[],[],?,150,628 kj(150 kcal),13,"3,2",10,"1,7",26,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,['Carrefour'],,,,,,,,,
1801,Terrine de campagne - Carrefour,3560070728701,['France'],"['Foie de porc 26%', 'gras de porc', 'eau', 'couenne de porc', 'champignons noirs 3,6%', 'farine de blé', 'arôme naturel', 'sel', 'oignon déshydraté', 'gélatine de porc', 'sucre', 'arôme', 'coriandre', 'poivre', 'antioxydant : Othorbate de sodium', 'colorant caramel ordinaire', 'conservateur : nitrite de sodium', ' Peutmntenir des traces de lait?tdœufs', ' Conservation :']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,285,1192 kj(285 kcal),23,"9,3","3,6","0,8",16,"1,5","0,6",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",23 g,en quantité élevée,9.3 g,en quantité élevée,0.8 g,en faible quantité,1.5 g,en quantité modérée,,-12%,-12%,-19%,-14%,+57%,-8%,+14%,-6%,-6%,18,-7%,D,-7%,,,,,,,,,['Carrefour'],"['E428 - Gélatine', 'E150a - Caramel E150a', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,['Carrefour'],,,,,,,,,
