,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,traceability_code,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,markets,palm_ingredients,allergens,ingredients_origins,link,brand_owner
1682,Organic whole almond roasted nut butter -,5055052619187,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans sucre ajouté']",['France'],[],"['Végétalien', 'Végétarien']",?,640,2678 kj(640 kcal),51,"3,7",20,"4,8",21,"0,002","0,001",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Fruits à coques et dérivés', 'Fruits à coques', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux amandes']",,+19%,+39%,-46%,+100%,,,,,,,,,,,,51 g,en quantité élevée,3.7 g,en quantité modérée,4.8 g,en faible quantité,0.0025 g,en faible quantité,+22%,-43%,-85%,-99%,-99%,11,-24%,D,-24%,,,,,,,,
1683,Purée de noisette - Perl'Amande,3267110001021,,['France'],[],[],?,674,2820 kj(674 kcal),61,"53,7","15,6",0,"15,4","0,003","0,001",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Purées de noisette']",,+2%,+2%,+42%,+3%,,,,,,,,"[""Perl'Amande""]",,,,61 g,en quantité élevée,53.7 g,en quantité élevée,0 g,en faible quantité,0.003 g,en faible quantité,+1%,+1010%,-100%,-89%,-89%,18,+149%,D,+149%,,,,,,,,
1684,Noisettes scintillantes chocolat,3266054147390,,['France'],[],[],?,564,2360 kj(564 kcal),36,16,51,50,"6,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Escargots de BOURGOGNE,3274613033053,,['France'],[],[],?,79,331 kj(79 kcal),"1,13","0,23","2,42","0,1","15,11","1,45","0,58",,C,,"['Viandes', 'Escargots', 'Escargots de Bourgogne']",,-69%,-94%,+4%,+36%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,,,,1.13 g,en faible quantité,0.23 g,en faible quantité,0.1 g,en faible quantité,1.45 g,en quantité modérée,-69%,-98%,-85%,+22%,+22%,1,-92%,B,-92%,,,,,,,,
1686,L'Aligot de l'Aubrac - ALIGOT DE L'AUBRAC CREMERIE - 500g,321271192278,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['France'],"['Purée de pommes de terre ', 'origine France', ' 59%', ""TOME fraîche de l'Aubrac au LAIT cru 31% "", 'FROMAGE à pâte pressée non salé', 'CRÈME de LACTOSÉRUM', 'sel']",[],750,?,750 kj(179 kcal),13,"8,6","8,3","0,5","7,5","0,77","0,308",['Plastique'],B,500 g,"['Plats préparés', 'Aligots']",-14%,,+5%,-23%,-16%,73.0%,13.9%,4.3%,4.6%,2.4%,1.7%,67,"[""ALIGOT DE L'AUBRAC CREMERIE""]","['FR 12.119.054 CE', 'Laguiole (Aveyron, France)']",,,13 g,en quantité modérée,8.6 g,en quantité élevée,0.5 g,en faible quantité,0.77 g,en quantité modérée,-9%,+8%,-13%,-22%,-22%,12,-2%,D,-2%,Plat cuisiné aux pommes de terre et à la Tome fraîche de l'Aubrac au lait cru,"['Laguiole', 'France']",,,"['Lait', 'TOME']",['France'],,
1687,CHIPOLATAS BOYAU NATUREL - Carrefour,2280347023292,,['France'],[],[],?,188,787 kj(188 kcal),14,"5,6","3,1",3,13,"2,2","0,88",,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,-21%,-26%,+165%,-16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,['Carrefour'],"['FR 74.225.052 CE', 'Rumilly (Haute-Savoie, France)']",,,14 g,en quantité modérée,5.6 g,en quantité élevée,3 g,en faible quantité,2.2 g,en quantité élevée,-21%,-22%,+375%,+22%,+22%,16,-4%,D,-4%,,,['Carrefour'],,,,,
1688,Torchetti,3660861900368,,['France'],[],[],?,355,1485 kj(355 kcal),"1,9","0,3",70,6,13,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Thé noir parfum pêche blanche,3124880185132,['Sans conservateurs'],['France'],[],[],?,20,84 kj(20 kcal),0,0,"4,7","4,7",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Baguette de campagne,0206062005254,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Plateau potée,2298482061406,,['France'],[],[],?,199,833 kj(199 kcal),"14,5","5,2",5,4,"15,2","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Amaretti di sassello,3760071160276,,['France'],[],[],?,437,1828 kj(437 kcal),19,"1,4",52,52,10,"0,113","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Topinambour -,3197000453169,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais']",,,,,,,,,,,,,,"['EMB 44198E', 'Sorinières (Loire-Atlantique, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Andouille vire au lard,2486690038772,,['France'],[],[],?,246,1029 kj(246 kcal),18,9,"0,2","0,2",19,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Raclette suisse - Mifroma,7617067049441,['Bio'],['France'],[],[],?,354,1481 kj(354 kcal),28,17,0,0,25,2,"0,8",,,,,,,,,,,,,,,,,['Mifroma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Salade de quinoa,3570250023694,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,AÏOLI AIL DES OURS,3770011014118,,['France'],[],[],?,555,2322 kj(555 kcal),"58,2","5,4","1,7","0,2","0,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Chouquettes,2004431430007,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Dessert soja saveur vanille,3450391318494,['Bio'],['France'],[],[],?,79,331 kj(79 kcal),"1,7","0,3",13,10,3,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Dessert soja saveur vanille,3450391318494,['Bio'],['France'],[],[],?,79,331 kj(79 kcal),"1,7","0,3",13,10,3,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Pizza,0207392044616,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Sesame bar,59593485,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Bavette daloyau a griller,2298829019688,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Croûtons croustillants nature,54634053,,['France'],[],[],?,547,2289 kj(547 kcal),"33,4","3,4","50,3",4,8,"1,5","0,6",,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,+16%,+63%,-14%,-15%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,33.4 g,en quantité élevée,3.4 g,en quantité modérée,4 g,en faible quantité,1.5 g,en quantité modérée,+16%,+13%,+8%,-23%,-23%,15,+3%,D,+3%,,,,,,,,
1705,Torrone Morbido,8004718710260,"['Bio', 'en:gluten-free']",['France'],[],[],?,447,1870 kj(447 kcal),"24,37","1,85","53,58","45,67","10,53","0,06","0,024",,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,0%,+48%,-18%,+47%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,24.4 g,en quantité élevée,1.85 g,en quantité modérée,45.7 g,en quantité élevée,0.06 g,en faible quantité,0%,-7%,-16%,-20%,-20%,16,0%,D,0%,,,,,,,,
1706,Glace des alpes Bulgare - Glaces des Alpes,3576370710247,,['France'],[],[],?,181,757 kj(181 kcal),"5,9",5,"28,1","27,6","3,8","0,17","0,068",,,,,,,,,,,,,,,,,['Glaces des Alpes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Anisbredele,3347437054525,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],?,445,1862 kj(445 kcal),6,"0,9",70,51,"9,3","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Caprice à la poire - Biscuiterie du Quercy,3281580200388,"['Point Vert', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,396,1657 kj(396 kcal),"1,1","0,02","95,3","84,1","3,3",0,0,,,,,,,,,,,,,,,,,['Biscuiterie du Quercy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Quatre quarts,3413910092978,,['France'],[],[],?,478,2000 kj(478 kcal),"21,8","14,3","63,7","26,3","5,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Vinaigre Balsamique de Modene Bio,2110521005007,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,['Italie'],,
1711,Noix de coco morceaux,0291439018241,,['France'],[],[],?,365,1527 kj(365 kcal),"33,5","29,73","7,15","6,23","3,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Sucre vanillé a la vanille bourbon,19554432,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,398,1665 kj(398 kcal),"0,31","0,01","98,4","97,8","0,2","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Figatellu,2639651028538,,['France'],[],[],?,430,1799 kj(430 kcal),"36,3","14,88","2,14",0,"23,7","3,15","1,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Pain d'épices toast,3517471283001,,['France'],[],[],?,332,1389 kj(332 kcal),"2,3","0,31",73,"41,7","4,7","0,56","0,224",,B,,"['Biscuits et gâteaux', ""Pains d'épices""]",,-1%,-34%,+3%,+8%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,2.3 g,en faible quantité,0.31 g,en faible quantité,41.7 g,en quantité élevée,0.56 g,en quantité modérée,-2%,-75%,+3%,+28%,+28%,15,+6%,D,+6%,,,,,,,,
1715,Noix de coco,0273969010896,,['France'],[],[],?,374,1565 kj(374 kcal),35,31,"3,8","3,8","6,6","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Limonade de tradition,3700238353837,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Lemonade - Spar,5010358202396,['Sans sucre ajouté'],['France'],[],[],?,1,4 kj(1 kcal),"0,1","0,1","0,1","0,1","0,1","0,1","0,04",,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",,-97%,+23%,-99%,-2%,,,,,,,,['Spar'],,,,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,-97%,+429%,-99%,+652%,+652%,2,-80%,C,-80%,,,,,,,,
1718,Flan rik et rok,3454560298679,,['France'],[],[],?,97,406 kj(97 kcal),"0,9","0,6","19,5","17,7","2,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,M &M'S Pretzel Family Pack,0040000511380,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'soy lecithin', 'salt', 'artificial flavors', 'sugar', 'pretzel [enriched flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'food starch-modified', 'salt', 'vegetable oil ', 'canola oil and/or soybean oil', 'corn syrup', 'malt extract', 'leavening ', 'contains yeast', 'sodium bicarbonate and/or ammonium bicarbonate', ']', 'less than 2% - cornstarch', 'corn syrup', 'dextrin', 'salt', 'coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'blue 2', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 2 lake', 'gum acacia']",['Non végétalien'],?,462,1933 kj(462 kcal),"15,38","8,97","74,36","53,85","5,13","0,738","0,295",,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+10%,+5%,+12%,+22%,,,,,,,,,,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,15.4 g,en quantité modérée,8.97 g,en quantité élevée,53.9 g,en quantité élevée,0.738 g,en quantité modérée,+10%,+39%,+9%,+402%,+402%,24,+32%,E,+32%,,,,,"['Gluten', 'Lait', 'Soja']",,,Mars Chocolate North America LLC
1720,Rillettes au jambon fumé - Les Terrines du Val de Sée,3460778566769,,['France'],[],[],?,410,1715 kj(410 kcal),"38,1","14,5","0,5","0,4","16,3","1,9","0,76",,,,,,,,,,,,,,,,,['Les Terrines du Val de Sée'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,2 Escalopes extra fines - Auchan,2600253021258,,['France'],[],[],?,114,477 kj(114 kcal),"1,3","0,4","0,5","0,5",25,"0,1","0,04",,,,['Escalopes'],,-18%,-8%,-90%,+13%,,,,,,,,['Auchan'],,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,-18%,-24%,-64%,-85%,-85%,-4,,A,,,,['Auchan'],,,,,
1722,Cantal jeune,0201404023026,,['France'],[],[],?,372,1556 kj(372 kcal),30,22,"1,5",0,24,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Pizza 3 fromages -,3577370001175,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,273,1142 kj(273 kcal),"13,1","7,61","23,1","1,9","14,1","1,49","0,596",,B,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage']",,+12%,+37%,-15%,+27%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,13.1 g,en quantité modérée,7.61 g,en quantité élevée,1.9 g,en faible quantité,1.49 g,en quantité modérée,+12%,+53%,-33%,+21%,+21%,16,+61%,D,+61%,,,,,,,,
1724,Paquet sisteron,0269462076484,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,"['FR 04.209.010 CE', 'Sisteron (Alpes-de-Haute-Provence, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Marrons - 1000g,3760115413030,,['France'],[],[],?,?,,?,,?,,?,,,['Filet'],,1000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Rôti Filet de porc,2167400004972,,['France'],[],[],?,2,8 kj(2 kcal),"3,5","1,3","0,5","0,5",23,"0,15","0,06",,E,,"['Viandes', 'Porc', 'Rôtis de porc']",,-99%,-30%,-39%,+3%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,3.5 g,en quantité modérée,1.3 g,en faible quantité,0.5 g,en faible quantité,0.15 g,en faible quantité,-99%,-38%,-20%,-91%,-91%,-4,-156%,A,-156%,,,,,,,,
1727,Buchettes Glacees Vanille/Noix de Pecan - Leaderprice,3263858562510,,['France'],[],[],?,318,1331 kj(318 kcal),23,11,24,19,"3,5","0,11","0,044",,,,,,,,,,,,,,,,,['Leaderprice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Poulet fermier label rouge - Loué,0217230058712,"['IGP', 'Label Rouge']",['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Viandes', 'Volailles', 'Poulets']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Loué'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Terrine campagnarde aux cèpes - La Table d'Antan,3280950001853,,['France'],[],[],?,258,1079 kj(258 kcal),21,"7,6","2,5","0,8",15,"1,7","0,68",,,,,,,,,,,,,,,,,"[""La Table d'Antan""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Chaussons aux pommes Morceaux,0260218009183,,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Pur ju de pomm' cassis,3408130010017,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Ginger beer,6664536436326,,['France'],[],[],?,57,238 kj(57 kcal),0,0,14,14,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,truffes fantaisie - Mathez - 500g,3481290036790,,['France'],[],[],?,600,2510 kj(600 kcal),46,39,39,37,"4,5","0,12","0,048",,,500g,,,,,,,,,,,,,,['Mathez'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Lov Organic Rooibos Vert,3760118779997,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,['Lov organic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,2265781066715,2265781066715,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Fruits secs deshydrates,3770009563130,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,310,1297 kj(310 kcal),"0,5","0,5","83,2",65,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Gilles De Morban Rouge Aovdqs,3419845010209,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Ketchup,0743639833426,,['France'],[],[],?,118,494 kj(118 kcal),0,0,"23,5","23,5",0,"2,39","0,956",,B,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,+11%,-100%,+4%,-100%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,0 g,en faible quantité,0 g,en faible quantité,23.5 g,en quantité élevée,2.39 g,en quantité élevée,+13%,-100%,+20%,+20%,+20%,16,+32%,D,+32%,,,,,,,,
1739,Poulet fermier loué,0217004050386,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Choux légers,3404160000004,,['France'],[],[],?,226,946 kj(226 kcal),14,"8,4",22,14,3,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,"Ättika, Perstorp - 300ml",7320081190302,,"['France', 'Suède']",[],[],?,?,,?,,?,,?,,,['Vinäger och ättika'],,300 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Ginger crunch biscuits,0044936068352,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Frankfurter - Delhaize,5400113593942,,"['Belgique', 'France']",[],[],?,103,431 kj(103 kcal),21,"8,4",1,1,13,"1,9","0,76",,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
1744,Nougat traditionnel - La Cure Gourmande,3760145861528,,['France'],[],[],?,446,1866 kj(446 kcal),14,"1,1",72,60,5,"0,13","0,052",,E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,-0%,-15%,+10%,-30%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['La Cure Gourmande'],,,,14 g,en quantité modérée,1.1 g,en faible quantité,60 g,en quantité élevée,0.13 g,en faible quantité,-0%,-44%,+10%,+73%,+73%,16,0%,D,0%,,,,,,,,
1745,Flocons de pomme de terre,3506070030727,"['Bio', 'Bio européen', 'FR-BIO-09']",['France'],[],[],?,332,1389 kj(332 kcal),"0,01","0,01","82,7","0,01","0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Macro munch,5055950610897,,['France'],[],[],?,363,1519 kj(363 kcal),14,6,25,4,32,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Ananas premium gold,7443018630068,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Trois-pistoles 9% (18+),0772285101009,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Aloe Vera Gold Original,9120027415456,,['France'],[],[],?,41,172 kj(41 kcal),0,0,10,"9,2",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Khodri dattes,6287005470159,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,274,1146 kj(274 kcal),1,0,75,70,"2,8",2,"0,8",,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']",,-8%,+253%,+9%,+30%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,1 g,en faible quantité,0 g,en faible quantité,70 g,en quantité élevée,2 g,en quantité élevée,-8%,-100%,+19%,+9117%,+9117%,15,+207%,D,+207%,,,,,,,,
1751,Thé vert marrakesh nights bio,3760283190788,"['Bio', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Twix Boite Métal,5000159437721,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,['Twix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Mes crêpes aux oeufs - Jock,3107400001143,,['France'],[],[],?,360,1506 kj(360 kcal),2,"0,5","73,4","0,3",11,1,"0,4",,,,,,,,,,,,,,,,,['Jock'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Pâte de fruits d'Auvergne - Cruzilles,3339900078039,,['France'],[],[],?,327,1368 kj(327 kcal),"0,2","0,02",80,71,"0,8","0,15","0,06",,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,+4%,-41%,+5%,+23%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,['Cruzilles'],,,,0.2 g,en faible quantité,0.02 g,en faible quantité,71 g,en quantité élevée,0.15 g,en faible quantité,+4%,-83%,+7%,+25%,+25%,9,+9%,C,+9%,,,,,,,,
1755,Lachs,4028855006653,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,E,,"['Produits de la mer', 'Poissons', 'Saumons']",,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Smoothie Eis,4260159531091,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Vegan Protein Pancakes,8718774021849,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",['France'],[],"['Végétalien', 'Végétarien']",?,371,1552 kj(371 kcal),"4,3","0,7","40,7","0,5","40,5","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Erdbeeren,4039876070134,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Filets de poulet rôties - Maître Coq,0215779031296,['Sans conservateurs'],['France'],[],[],?,148,619 kj(148 kcal),"5,8","1,4",0,0,24,"1,4","0,56",,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,+13%,+101%,-100%,+5%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Maître Coq'],,,,5.8 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,+14%,+88%,-100%,+87%,+87%,3,,C,,,,,,,,,
1760,Dicke Bohnen,5413508005418,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Foie gras de canard entier du Sud-Ouest - Labeyrie,3033610030812,,['France'],[],[],?,534,2234 kj(534 kcal),55,23,"2,4","1,9","7,3","1,2","0,48",,,,,,,,,,,,,,,,,['Labeyrie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
