,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,packaging,generic_name,ingredients_origins,manufacturing,allergens,nova_score,link,brand_owner,additives
1519,Tamaris Vinaigre Balsamique,3304953100303,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Rosé Pamplemousse  Arome Natureelle,3267683233768,['France'],[],[],?,2,8 kj(2 kcal),5,2,3,1,3,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Jambon,2879620015026,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Cookie chocolat blanc  framboise,3760270051368,['France'],[],[],?,502,2100 kj(502 kcal),"25,9",0,59,"31,5","6,47","1,01","0,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Un air de vacances,004000002202,['France'],[],[],?,546,2284 kj(546 kcal),33,17,50,38,"8,4","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Mango-Ingwer Chutney - Rajah - 340g,5015821144388,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,['Rajah'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,['Glas'],,,,,,,,
1525,Filetes de caballa aceite de oliva extra virgen,8412439285989,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Demi graines,0277106028348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,126g,102330202,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126 g,,,,,,,,,,,
1528,Tripoux tradition,3306112300043,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Pain au chocolat pur beurre,2030506546564,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Pitta - La William,5410426115618,['France'],[],[],?,643,2690 kj(643 kcal),"67,9","5,7",6,"4,3","1,7",1,"0,4",,['La William'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Jambon cuit supérieur,2100103002029,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Baikal,4038745602575,['France'],[],[],?,40,167 kj(40 kcal),0,0,10,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Magdalenas gigantes originales y ecológicas - La Granja - 25g,8421660065147,['France'],[],[],?,442,1849 kj(442 kcal),25,"3,2",46,25,"6,9","0,58","0,232",['Bio'],['La Granja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 g,,,,,,,,,,,
1534,"Détox Hibiscus, Menthe poivrée, Pissenlit",3535400016957,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Spéculoos - 240g,3380881153147,['France'],[],[],?,487,2038 kj(487 kcal),18,9,74,34,"5,7","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 g,,,,,,,,,,,
1536,Piment oiseau rouge,3760089087114,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Miellerie des alpilles,74277445,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Thrombareduct Sandoz,00858384,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Château la becade haut médoc 2008,3303291907551,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Foie Gras De Canard Entier,3428390001600,['France'],[],[],?,544,2276 kj(544 kcal),56,24,"2,2","0,9","7,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Saucisse aux pommes de terre traditionnelle,2468512037323,['France'],[],[],?,670,2803 kj(670 kcal),"8,7","3,3","8,2","0,9",12,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Swiss Chocolate - Confiland,7640107060014,['France'],[],[],?,574,2402 kj(574 kcal),33,18,55,54,6,0,0,,['Confiland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Pomme Golden,3760198975128,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Pains au chocolat pur beurre,0223600026175,['France'],[],[],?,386,1615 kj(386 kcal),21,14,41,"7,2","6,7","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Riesling,3332750008157,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Saint nectaire fermiers,0255054035625,['France'],[],[],?,360,1506 kj(360 kcal),"29,8","19,8",12,"0,5","21,8","1,1","0,44",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-Nectaire fermier']",29.8 g,en quantité élevée,19.8 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,+9%,+9%,+5%,+1%,+1043%,+53%,0%,-6%,-6%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1547,Tonic concombre,3439495405934,['France'],[],[],?,29,121 kj(29 kcal),0,0,"7,3","7,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Filet de dorade sebaste,0209448040801,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Perle au chorizo - Bonduelle,3083681020212,['France'],[],[],?,659,2757 kj(659 kcal),6,"1,3",19,2,"5,5","0,9","0,36",,['Bonduelle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Flan nature,0202098013126,['France'],[],[],?,200,837 kj(200 kcal),"7,2","4,3",30,21,"3,3","0,19","0,076",,,B,"['Produits laitiers', 'Desserts', 'Biscuits et gâteaux', 'Desserts lactés', 'Pâtisseries', 'Flans gélifiés', 'Flans pâtissiers']",7.2 g,en quantité modérée,4.3 g,en quantité modérée,21 g,en quantité élevée,0.19 g,en faible quantité,,-4%,-5%,-7%,-8%,+3%,+19%,-10%,-22%,-22%,8,-17%,C,-17%,71.0%,14.6%,7.1%,3.5%,3.7%,0.0%,81,,,,,,,,,,,,
1551,Tramier,2959534146367,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Gelée de cidre au calvados,3760025640052,['France'],[],[],?,241,1008 kj(241 kcal),"0,5","0,5",60,60,"0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Farigoulette,3183280019614,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Coockies chocolat Leclerc,0207028023619,['France'],[],[],?,366,1531 kj(366 kcal),2,"0,6",79,45,7,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Freshline,8711118008568,['France'],[],[],?,73,305 kj(73 kcal),"0,3","0,2","14,4","0,4","1,8","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Cervelas en salade,0218000027228,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 19.027.063 CE', 'Bonnefond (Corrèze, France)']",,,,,,,,,
1557,Macarons - Brioche Pasquier,3187670004280,['France'],[],[],?,427,1787 kj(427 kcal),15,"2,9",62,60,"9,5","0,2","0,08",,"['Brioche Pasquier', 'Pasquier']",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",15 g,en quantité modérée,2.9 g,en quantité modérée,60 g,en quantité élevée,0.2 g,en faible quantité,,+0%,+0%,-16%,-36%,+12%,+19%,+11%,+40%,+40%,17,-3%,D,-3%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,
1558,Pur brebie bleu des Basques,0285307024601,['France'],[],[],?,376,1573 kj(376 kcal),"35,2","21,8",1,"0,4","20,5","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Rosette pierre bertrand,2212398013847,['France'],[],[],?,376,1573 kj(376 kcal),"30,2","11,6","1,4",1,"24,7","4,7","1,88","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 22136A', ""Loudéac (Côtes-d'Armor, France)"", 'FR 22.136.007 CE', ""Loudéac (Côtes-d'Armor, France)""]",,,,,,,,,
1560,Gaspacho betterave orange,3760020050320,['France'],[],[],?,26,109 kj(26 kcal),"0,59","0,08","3,7","3,45","0,88","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Queso elaborado con leche pasteurizada de vaca,8410297141409,['France'],[],[],?,352,1473 kj(352 kcal),28,"18,9",1,1,24,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Terrine gourmande à la moutarde à l'ancienne - Duc De Pressac,3432770039510,['France'],[],[],?,305,1276 kj(305 kcal),26,"9,1","2,7",0,15,"1,8","0,72",,['Duc De Pressac'],,['Terrines'],26 g,en quantité élevée,9.1 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+1%,+2%,+1%,-4%,+24%,-100%,+7%,+18%,+18%,19,+7%,E,+7%,,,,,,,,,,,,,,,,,,,
1563,Lazos,8412945010358,['France'],[],[],?,526,2201 kj(526 kcal),31,15,56,30,4,"0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Époisses Perrière,2728233009727,['France'],[],[],?,291,1218 kj(291 kcal),24,17,0,0,18,"1,8","0,72",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Époisses']",24 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+2%,+2%,+1%,+1%,-100%,-100%,+6%,-2%,-2%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1565,Mousse au chocolat sauerkirsch-chili - Moser Roth,4061458021524,['France'],[],[],?,546,2284 kj(546 kcal),"38,2","23,9",39,"28,5","7,3","0,15","0,06",,['Moser Roth'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Boudin noir aux oignons,2696418027258,['France'],[],[],?,220,920 kj(220 kcal),17,"6,6","5,5","2,9",10,"1,8","0,72",,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons']",17 g,en quantité modérée,6.6 g,en quantité élevée,2.9 g,en faible quantité,1.8 g,en quantité élevée,,-14%,-13%,-21%,-21%,+82%,+44%,-14%,+35%,+35%,15,-4%,D,-4%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,,
1567,petit pois,3036851377210,['France'],[],[],?,88,368 kj(88 kcal),"0,9","0,2",11,"3,7","5,8","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,sesame & sea salt,4300067422224,['France'],[],[],?,407,1703 kj(407 kcal),10,"1,2","64,3",0,12,"1,28","0,512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Coeur de saumon - Carrefour,0244954062589,['France'],[],[],?,?,,?,,?,,?,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,
1570,Miel de Haute Loire,3760139810211,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Brisures de violette sans sucre - La Confiserie Bressaude,3389683001663,['France'],[],[],?,236,987 kj(236 kcal),0,0,98,0,0,0,0,,['La Confiserie Bressaude'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Le foie gras de canard entier à la fleur de sel de Guérande - Les Saveurs du Hameau - 230g,3760082240912,['France'],"['Foie gras de canard entier origine France 98%', 'sel et fleur de sel de Guerande', 'poivre de Sichuan', 'sélection de poivres']","['Non végétalien', 'Non végétarien']",?,570,2385 kj(570 kcal),59,26,"2,5","1,5","6,8","0,1","0,04","['Concours général agricole', ""Médaille d'argent du Concours général agricole"", ""Médaille d'argent du concours général agricole 2018""]","['Les Saveurs du Hameau', 'Le Hameau des Saveurs']",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",59 g,en quantité élevée,26 g,en quantité élevée,1.5 g,en faible quantité,0.1 g,en faible quantité,,+8%,+8%,+9%,+12%,+5%,+14%,-10%,-92%,-92%,17,-18%,D,-18%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,230 g,,,,,,,,3,,,
1573,Amande en poudre - Bedros Et Savino,3580281210475,['France'],[],[],?,607,2540 kj(607 kcal),53,"5,1","3,9","3,5",22,"0,03","0,012",,['Bedros Et Savino'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",53 g,en quantité élevée,5.1 g,en quantité élevée,3.5 g,en faible quantité,0.03 g,en faible quantité,,-3%,-2%,-1%,+21%,-55%,-17%,-5%,+16%,+16%,12,+115%,D,+115%,,,,,,,,,,,,,,,,,,,
1574,Jambonneau cuit en demi - Leforgeais,2452970033522,['France'],"['porc', 'sel: Dextrose de mais : stabilisant E451 E452 ', ' antioxydant : E316 ', ' arômes conservateur: E250']","['Non végétalien', 'Non végétarien']",?,405,1695 kj(405 kcal),13,"4,5","0,1","0,1",23,"1,8","0,72",,['Leforgeais'],E,"['Viandes', 'Charcuteries', 'Jambons', 'Charcuteries cuites', 'Jambons braisés', 'Jambonneau cuit']",13 g,en quantité modérée,4.5 g,en quantité modérée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,+138%,+140%,+54%,+49%,-80%,-74%,+3%,-9%,-9%,16,+39%,D,+39%,80.2%,11.7%,4.9%,1.6%,0.9%,0.6%,26,,,"['FR 50.499.001 CE', 'Saint-Laurent-de-Cuves (Manche, France)']",['Frais'],,,,,4,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']"
1575,Ambra miel de masuis d'automne,3760103260127,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Mikolápiz helado de cacao con relleno helado,8436575290805,['France'],[],[],?,216,904 kj(216 kcal),"10,7","6,4",26,22,"3,3","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Eau de mer intégrale,3578070143448,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Thé noir saveur fraise,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Creme de cassis,3548510004301,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Tradition leclerc,2050940052568,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Chocolat,5420038148737,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Juver 100% Free,8410707443444,['France'],[],[],?,49,205 kj(49 kcal),"0,1",0,"11,8","9,6","0,1","0,01","0,004",,['Juver'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Coquelet rústico de corral -,8423729001806,['France'],[],[],?,?,,?,,?,,?,,,,,,['Coquelets'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ES 10.04017/L CE'],,,['Espagne'],,,,,,
1584,Fanta Orange Soda Caffeine Free,0049000050257,['France'],[],[],?,160,669 kj(160 kcal),0,0,44,44,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Crème dessert chocolat noir extra - Mont Blanc - 125. g,62229852,['France'],[],[],?,117,490 kj(117 kcal),"4,4","2,6",14,12,"3,7","0,24","0,096","['Sans colorants', 'Sans conservateurs']",['Mont Blanc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125. g,,,,,,,,,,,
1586,Chocolate arancia e cannella -,8008743045410,['France'],[],[],?,568,2377 kj(568 kcal),"36,6","20,5",52,"47,3","4,8","0,04","0,016",['Fabriqué en Italie'],,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",36.6 g,en quantité élevée,20.5 g,en quantité élevée,47.3 g,en quantité élevée,0.04 g,en faible quantité,,+7%,+8%,+14%,+18%,-1%,-0%,-18%,-74%,-74%,27,+11%,E,+11%,,,,,,,,,,,,,,,,,,,
1587,Piccolo Spring Greens,5060452490045,['France'],[],[],?,57,238 kj(57 kcal),"0,5","0,1",10,"6,8","1,9","0,02","0,008",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Mega pencils. Blue raspberry,8413178316439,['France'],[],[],?,380,1590 kj(380 kcal),"4,4","2,4",83,63,"1,5","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Epicerie / Plats Et Produits Cuisinés / Préparations Desserts - 340g,3760214024069,['France'],[],[],?,405,1695 kj(405 kcal),"9,6","2,4","74,2","34,2",8,"0,18","0,072","['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,,,,,,,,,
1590,Sirop saveut citron zéro sucre,6250382393502,['France'],[],[],?,15,63 kj(15 kcal),"0,5","0,1","0,5","0,5","0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Arbois poulsard,3000000000113,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Le petit Aquitain,0654479008243,['France'],[],[],?,461,1929 kj(461 kcal),17,11,70,37,"6,4","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Huile de tournesol,3780000370019,['France'],[],[],?,899,3761 kj(899 kcal),"85,2",11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Beignets framboise - 750g,0208169032140,['France'],[],['Sans huile de palme'],?,318,1331 kj(318 kcal),"9,7","1,5",50,20,"6,7","0,73","0,292",['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750 g,,,,,,,,,,,
1595,Les Jardins de Léognan,3455441378503,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Chocolat with milk,8437002070816,['France'],[],[],?,564,2360 kj(564 kcal),36,23,52,48,"7,1","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Empanada de pollo y setas,8423975613013,['France'],[],[],?,220,920 kj(220 kcal),"8,9","3,9",29,"0,7","8,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Olives à la Rimaine,2609806014693,['France'],[],[],?,719,3008 kj(719 kcal),18,"3,2","1,8","0,6","1,4","4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Noix de macadamia décortiquées - 175g,3760270950173,['France'],[],[],?,718,3004 kj(718 kcal),76,12,"13,8","4,57","7,91",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 g,,,,,,,,,,,
1600,Chocolat with caramel,8437002070847,['France'],[],[],?,566,2368 kj(566 kcal),37,22,50,49,8,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Gallette et palais,3760269151161,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Algues,3662317006051,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Infusion plantes detox citron citronnelle curcuma gingembre - Artisans du Monde,3413880015731,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen']",['Artisans du Monde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Cookies,0202333013126,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Bordeaux moelleux,3251091709380,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Patatas corte tradicional - El Corte Ingles,8433329090483,['France'],[],[],?,129,540 kj(129 kcal),"3,5","0,4",21,"0,4","2,5","0,1","0,04",,['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Fini Friandises,8410525129964,['France'],[],[],?,334,1397 kj(334 kcal),0,0,79,64,"4,5","0,1","0,04",,['Fini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Andouille de Vire fumée,3700118308292,['France'],[],[],?,161,674 kj(161 kcal),10,"4,3",0,0,16,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Quenelles de foie,2606724041855,['France'],[],[],?,196,820 kj(196 kcal),"8,5","4,5","18,9","17,5","11,6","1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Ananas 1/2 - Carrefour,0200560020535,['France'],[],[],?,?,,?,,?,,?,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,
1611,Marshmallows Horroween,5414196843627,['France'],[],[],?,340,1423 kj(340 kcal),0,0,81,69,"3,7","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Caillettes aux châtaignes - Gueze,2246505036863,['France'],[],[],?,275,1151 kj(275 kcal),"21,4","8,2","9,1","2,8","12,7","2,39","0,956",,['Gueze'],,['Caillettes'],21.4 g,en quantité élevée,8.2 g,en quantité élevée,2.8 g,en faible quantité,2.39 g,en quantité élevée,,+5%,+6%,+5%,+4%,+67%,+77%,-5%,+10%,+10%,21,+12%,E,+12%,,,,,,,,,,,,,,,,,,,
1613,Chocome Raffinee Gourmet Chocolate Dragée (120G) - 120g,5999562065884,['France'],[],[],?,563,2356 kj(563 kcal),38,23,46,45,"7,7","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 g,,,,,,,,,,,
1614,Fleur d'ajonc,3760268610874,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Caramels au beurre sale - 150g,3760068500085,['France'],[],[],?,432,1807 kj(432 kcal),"14,8","9,5",73,50,"1,9","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,
1616,Granit lait aux amandes caramélisées,3595179510377,['France'],[],['Sans huile de palme'],?,570,2385 kj(570 kcal),41,13,20,16,13,"0,11","0,044",['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Le Noir 72%,2010053290011,['France'],[],[],?,535,2238 kj(535 kcal),"41,2","24,7",33,"27,2","8,2",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Turrón de fruta,8412115007102,['France'],[],[],?,417,1745 kj(417 kcal),15,"1,2",63,57,"6,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Infusion d'hiver,3770000660340,['France'],[],[],?,?,,?,,?,,?,,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
