,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,traceability_code,eco_score,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,ingredients_origins,link
1736,Cordon bleu de dinde - ID Halal,3378740302348,['ID Halal'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']",['Halal'],['France'],"['DE DINDE TRAITÉE EN QISON', 'FOURRÉENJJAMBONDEDINDEETAU Fi FONDU', 'ET CUITE', ' Ingrédients ', 'à ', ' mise en œuvre', ' de dinde traitée en salaisc 55% ', 'viande de dinde 57%t peau de volaille', 'eau', 'bambou', 'dextrose', 'sel', ' Panure 25% ', 'Farine BLEI eau', 'sel', 'levures', 'épices : paprika', 'curcuma', ' Jarnbon de dinde cuit goût fumé 1096 ', 'Viande de dinde 7896', 'eau', 'dextrose', 'fibres de bambou', 'sel', 'arôme de fumée', 'protéines de SOJA', 'conservateur : E250', ' FROMAGE fondu 1096 ', 'FROMAGE', 'BEURRE', 'eau', 'protéines de LAIT', 'poudre de LAIT écrémé', 'sels de fonte : E452t E341ii ,E339ii', 'poudre de LACTOSERUM', 'sel', 'épaississant : E407', 'amidon modifié de pomme de terre', 'acidifianWE330', ' Huile de tournesol', 'Viande origine France', ' ,0%57']",['Non végétalien'],15 g,en quantité modérée,3.9 g,en quantité modérée,1.7 g,en faible quantité,1.27 g,en quantité modérée,?,,241,+8%,1008 kj(241 kcal),+8%,15,+23%,"3,9",+23%,13,-10%,"1,7",-3%,12,-5%,"1,27",-5%,"0,508",-5%,9,+27%,C,+27%,,,D,4,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E339ii - Phosphate disodique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Lait', 'Soja']",,,,
1737,Cordon bleu de dinde - Réghalal - 1kg,3378740303864,['Réghalal'],"['Viandes', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Préparations à la dinde', 'Cordons bleus', 'Cordons bleus de dinde']","['Halal', 'Viande-francaise', ""Contrôle de la mosquée d'Évry-Courcouronnes"", 'Volaille-francaise']",['France'],"['Viande de dinde traitée en salaison 55% ', 'viande de dinde 57%', 'peaux de volaille', 'eau', 'fibres de bambou', 'dextrose', 'sel', '\rPanure 25% ', 'farine de blé', 'eau', 'sel', 'levures', 'épices : curcuma et paprika', '\rJambon de dinde goût fumé 10% ', 'viande rouge de dinde 66%', 'eau', 'amidon de maïs', 'dextrose', 'sel', 'arôme de fumée', 'stabilisants : diphosphates et triphosphates', 'conservateur : nitrite de sodium', '\rFromage fondu 10% ', 'fromage', 'beurre', 'eau', 'protéines de lait', 'poudre de lait écrémé', 'sels émulsifiants : polyphosphates', 'diphosphates', 'citrates de sodium', 'phosphates de calcium et phosphates de sodium', 'poudre de lactosérum', 'sel', 'épaississants : carraghénanes', 'amidon modifié de pomme de terre', 'acidifiant : acide citrique', '\rHuile de tournesol']","['Non végétalien', 'Non végétarien']",15 g,en quantité modérée,3.9 g,en quantité modérée,1.7 g,en faible quantité,1.29 g,en quantité modérée,1006,+10%,241,+8%,1006 kj(241 kcal),+8%,15,+23%,"3,9",+23%,13,-10%,"1,7",-3%,12,-5%,"1,29",-3%,"0,516",-3%,11,+55%,D,+55%,1 kg,"['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)', 'EMB 56222', 'Saint-Jean-Brévelay (Morbihan, France)']",C,4,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,Cordon bleu de dindonneau pané cuit,"['Barquete', 'Plastique']",['Cora'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E330 - Acide citrique']","['Gluten', 'Lait']",['France'],,['France'],
1738,Jambon de dinde - Id Halal,3378740307916,['Id Halal'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",['Halal'],['France'],[],[],3.5 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en faible quantité,2.94 g,en quantité élevée,?,,1,-99%,4 kj(1 kcal),-99%,"3,5",+60%,"0,9",+38%,"3,3",+143%,"0,8",-9%,14,-30%,"2,94",+56%,"1,176",+56%,5,+4%,C,+4%,,,,,,,,,,,,,,,,,,,,
1739,Cachir de volaille - Id halal,3378740474229,['Id halal'],,['Halal'],['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,17,,"5,4",,"9,1",,"1,3",,"9,7",,"2,57",,"1,028",,,,,,,,,,,,,,,,,,,,,,,,,
1740,Cachir de volaille gout piquant,3378740474243,,,['Halal'],['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,17,,"5,4",,"9,1",,"1,3",,"9,7",,"2,57",,"1,028",,,,,,,,,,,,,,,,,,,,,,,,,
1741,Cachir de volaille halal -  - 450g,3378740474267,,,['Halal'],['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,17,,"5,4",,"9,1",,"1,3",,"9,7",,"2,57",,"1,028",,,,,,450 g,,,,,,,,,,,,,,,,,,,
1742,Cachir de volaille,3378740474274,,,['Halal'],['France'],[],[],,,,,,,,,?,,210,,879 kj(210 kcal),,15,,"4,3",,"9,1",,"1,2",,"9,6",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,
1743,Croc de volaille façon bolognaise - Id Halal,3378740475042,['Id Halal'],,['Halal'],['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,16,,"3,9",,15,,2,,11,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1744,Emincés de filet de poulet rôti,3378740479989,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,['France'],[],[],2.8 g,en faible quantité,0.8 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en quantité modérée,?,,118,-19%,494 kj(118 kcal),-19%,"2,8",-48%,"0,8",-41%,"1,9",+229%,"0,7",+62%,"22,5",-5%,"1,4",+4%,"0,56",+4%,2,-22%,B,-22%,,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
1745,Nuggets de volaille - Completement Dinde - 400g,3378740534817,['Completement Dinde'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Nuggets de volaille', 'Préparations à la dinde', 'Dindes panées', 'Nuggets de dinde']","['Viande-francaise', 'Volaille-francaise']",['France'],"['viande de volaille traitée en salaison 70% ', 'viande de dinde 50% ', 'origine France', ' eau', 'peau de volaille fibres de bambou', 'amidon de maïs', 'arômes', 'stabilisants : E450', 'E451', ' Panure 30% ', 'eau', ' farine de BLE', ' sel', 'levures', 'épices : curcuma et paprika', ' Huile de tournesol']","['Non végétalien', 'Non végétarien']",17 g,en quantité modérée,3.5 g,en quantité modérée,1 g,en faible quantité,0.88 g,en quantité modérée,1144,+16%,268,+12%,1144 kj(268 kcal),+13%,17,+23%,"3,5",+21%,15,-4%,1,-5%,13,+6%,"0,88",-23%,"0,352",-23%,4,+2%,C,+2%,400 g,,C,4,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,"['Barquette', 'Plastique']",,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",['Gluten'],,,['France'],
1746,Jambon de dinde - ID'HALAL - 180g,3378740699479,"[""ID'HALAL""]","['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",['Halal'],['France'],"['DE DINDE CUIT STANDARD TRAITÉ EN SALAISON Ingrédients à la mise en Œuvre :Viande de cuisse de dinde 67%', 'eau', 'amidon de maïs', 'antioxydants : lactate de sodium et ascorbate de sodium', 'sel', 'dextrose', 'protéines de soja', 'arômes naturels', 'stabilisants : diphosphates et triphosphates', 'gélifiant : carraghénanes', 'conservateur : nitrite de sodium', ' Fabrique dans un atelier utilisant du lait', ' Viande origine France']","['Non végétalien', 'Non végétarien']",3.5 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en faible quantité,2.94 g,en quantité élevée,?,,100,-7%,418 kj(100 kcal),-7%,"3,5",+60%,"0,9",+38%,"3,3",+143%,"0,8",-9%,14,-30%,"2,94",+56%,"1,176",+56%,11,+129%,D,+129%,180 g,,,4,,,,,,,,,,,"['E325 - Lactate de sodium', 'E301 - Ascorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,
1747,Sauci'hlal - Biladi,3378740761510,['Biladi'],,['Halal'],['France'],"['amylacée cuite à base de viande de volailtes: : viande séparée mécaniquement de poulet 5 ict:ose', 'stabilisants : E450', 'E451 ', 'épices et plante î21', 'antioxydants : E301 ', 'E300', 'conservateur : E250F soja et du lait']",[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,1,,1,,0,,0,,0,,,,,,,,,4,,,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique']",['Lait'],,,,
1748,Cordon Bleu Poulet Halal -  - 800g,3378740764351,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Cordons bleus', 'Cordons bleus de poulet']","['Halal', 'A Votre Service']",['France'],[],[],7.9 g,en quantité modérée,1.2 g,en faible quantité,1.2 g,en faible quantité,1.19 g,en quantité modérée,?,,187,-11%,782 kj(187 kcal),-12%,"7,9",-28%,"1,2",-58%,15,+8%,"1,2",-28%,14,+2%,"1,19",-8%,"0,476",-8%,3,-42%,C,-42%,800 g,,D,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,
1749,Burger de Filet de Poulet Halal - Biladi - 800g,3378740764399,['Biladi'],"['Viandes', 'Surgelés', 'Plats préparés', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Plats préparés surgelés', 'Poulets panés']",['Halal'],['France'],"['Filet de poulet traité en salaison 65 % ', 'filet de poulet ', 'origine UE', ' 75 %', 'eau', 'amidon de maïs', 'dextrose', 'sel', ' Pâte à beignet 35 % ', 'farine de BLÉ', 'farine de BLÉ dur', 'sel', 'dextrine de manioc', 'dextrose', 'levures', 'poudres à lever : E 450i', 'E500ii', 'colorants E160c', 'E160ai', ' Huile de tournesol']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",6 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,1.14 g,en quantité modérée,709,-23%,?,,709 kj(169 kcal),-24%,6,-46%,"0,8",-62%,15,-6%,"1,8",+41%,13,-4%,"1,14",-3%,"0,456",-3%,2,-47%,B,-47%,800 g,"['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)']",D,4,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,Préparation panée formée de filet de poulet traitée en salaison enrobée d'une pâte à beignet cuite. - Burger de Filet de Poulet Halal,"['Sachet', 'Plastique', 'surgelé']",,"['E1400 - Dextrines', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E160c - Extrait de paprika', 'E160ai - Bêta-carotène']",['Gluten'],['France'],,['Union européenne'],
1750,Milanese de volaille - Id Halal - 1kg,3378740764924,['Id Halal'],,['Halal'],['France'],"['VIANDE DE VOLAILLE TRAITÉE EN SALAISON', 'RECONSTITUÉE', 'PANÉE ET CUITE Ingrédients ', 'à la mise en oeuvre', ' : viande traitée en salaison 60% ', 'viande de filet de dinde 45%', 'viande de poulet 28%', 'eau', 'peau de poulet', 'sel', 'amidon modifié de manioc : E1442 arôme naturel', 'antioxydant : E300', ' Enrobage 40% ', 'farine de blé', 'eau', 'levures', 'sel', 'épices amidon modifié de maïs : E1422', 'amidon de maïs', ' Huile de tournesol', ' Fabriqué dans ur atelier utilisant du lait et du soja', ' Viande origine UE']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,291,,1218 kj(291 kcal),,18,,"3,1",,20,,"0,8",,11,,"1,25",,"0,5",,,,,,1 kg,,,4,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E300 - Acide ascorbique', 'E1422 - Adipate de diamidon acétylé']","['Gluten', 'Soja']",,,,
1751,Jambon de dinde - Id Halal - 480g (16x30g),3378740765884,['Id Halal'],"['Viandes', 'Charcuteries', 'Jambons', 'Charcuteries cuites', 'Blancs de volaille en tranches']",['Halal'],['France'],"['J DE DINDE CUIT STANDARD TRAITÉ EN SALAISON Ingrédients à la mse en œuvre : Viande de cuisse de dinde 67%', 'eau', 'amidon de maïs', 'antioxydants : lactate de sodium et ascorbate de sodium', 'sel', 'dextrose', 'protéines de soja', 'arômes naturels', 'stabilisants : diphosphates et \\ triphosphates', 'gélifiant : carraghénanes conservateur : nitrite de Fabrique dans un atelier utilisant du lait', 'Viande origine France']","['Non végétalien', 'Non végétarien']",3.5 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en faible quantité,2.9 g,en quantité élevée,?,,100,-7%,418 kj(100 kcal),-7%,"3,5",+60%,"0,9",+38%,"3,3",+143%,"0,8",-9%,14,-30%,"2,9",+53%,"1,16",+53%,11,+129%,D,+129%,480 g (16x30g),"['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)']",,4,,,,,,,,,,,"['E325 - Lactate de sodium', 'E301 - Ascorbate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",,,,,
1752,Nuggets de dinde,3378740849379,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Dindes', 'Nuggets de volaille', 'Préparations à la dinde', 'Dindes panées', 'Nuggets de dinde']",['Halal'],['France'],[],[],17 g,en quantité modérée,3.5 g,en quantité modérée,1 g,en faible quantité,0.88 g,en quantité modérée,?,,268,+12%,1121 kj(268 kcal),+11%,17,+23%,"3,5",+21%,15,-4%,1,-5%,13,+6%,"0,88",-23%,"0,352",-23%,4,+2%,C,+2%,,,D,,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,,,,
1753,Cordon de volaille - Id Halal,3378740940120,['Id Halal'],,['Halal'],['France'],[],[],,,,,,,,,?,,258,,1079 kj(258 kcal),,17,,"4,2",,13,,"1,3",,10,,"1,17",,"0,468",,,,,,,,,,,,,,,,,,,,,,,,,
1754,Spicy Filet's de Poulet goût relevé - ID'HALAL - 1kg,3378764763996,"[""ID'HALAL""]","['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']",['Halal'],['France'],"['Filets de poulet 80% ', 'filets de poulet 84%', 'eau', 'amidon de maïs', 'sel', 'piment fort 0,1%', ' panure 20% ', 'farine de blé', 'amidon modifié de blé', 'eau', 'gluten de blé', 'sel', 'levure', 'extrait de levure', 'sucre', ""extrait d'épices"", 'poivre noir', 'dextrose', ""poudre d'ail"", ""extrait d'herbes"", 'antioxydant : E300', 'poudres à lever : E450 et E500', ' Huile de tournesol']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",8.2 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,1.56 g,en quantité élevée,771,-16%,184,-17%,771 kj(184 kcal),-17%,"8,2",-26%,1,-52%,10,-37%,"0,5",-61%,17,+25%,"1,56",+32%,"0,624",+32%,3,-21%,C,-21%,1 kg,"['FR 56.222.002 CE', 'Saint-Jean-Brévelay (Morbihan, France)']",D,4,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,Filets de poulet traités en salaison reconstitués cuits panés,"['Barquette', 'Plastique']",,"['E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",['Gluten'],,,['Union européenne'],
1755,Pommes Golden Delicious -  - 2fruits,3378850001001,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,2 fruits,,A,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,"['Film', 'Plastique', 'Carton']",,,,,,,
1756,Pomme panachée,3378850001025,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,20,,20,,"0,5",,"0,5",,20,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1757,Pomme golden - Viale & Dumay - 1pomme,3378850001063,['Viale & Dumay'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes fraîches']",,['France'],['Pomme golden'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,1 pomme,,B,1,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,Pomme golden,['Plastique'],['Autoroute'],,,,,['France'],
1758,Tomates cerises rondes,3378850010027,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Piment vert au Combava - PSP - 90g,3379140001206,['PSP'],,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,17,,2,,28,,13,,0,,"10,8",,"4,32",,,,,,90 g,,,,,,,,,,,,"['Pot', 'Verre']",,,,,,,
1760,Sauce Rougail Tomate,3379140001466,,,,['France'],[],[],,,,,,,,,?,,83,,347 kj(83 kcal),,"4,84",,"0,54",,"7,7",,"3,64",,"1,4",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1761,Crème de Gingembre,3379140001633,,,,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,22,,"3,7",,14,,"1,4",,"2,4",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,
1762,Tartinable du monde,3379140001640,,,,['France'],[],[],,,,,,,,,?,,122,,510 kj(122 kcal),,"9,5",,"1,3",,"7,1",,4,,"2,2",,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,
1763,Papad de Cumin -,3379140002890,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pappadums']",,['France'],[],[],0.56 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,1.39 g,en quantité modérée,?,,326,-8%,1364 kj(326 kcal),-8%,"0,56",-92%,"0,5",-45%,"59,02",+29%,0,-100%,"20,94",+16%,"1,39",-55%,"0,556",-55%,5,-57%,C,-57%,,,,,,,,,,,,,,,,,,,,
1764,Melange exotique,3379140015913,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,['France'],[],[],13.9 g,en quantité modérée,12.3 g,en quantité élevée,60.3 g,en quantité élevée,0.21 g,en faible quantité,?,,421,-5%,1761 kj(421 kcal),-4%,"13,9",-33%,"12,3",+139%,"69,3",+39%,"60,3",+52%,"1,7",-81%,"0,21",+71%,"0,084",+71%,19,+149%,E,+149%,,,,,,,,,,,,,,,,,,,,
1765,Sauce siave - Le Pekinois - 623ml,3379140076549,['Le Pekinois'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,['France'],"['Eau', 'Soja', 'Farine de blé', 'Sel', 'Sucre', 'Conservateur ', 'E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,20,-82%,84 kj(20 kcal),-82%,0,-100%,0,-100%,3,-83%,2,-84%,1,-84%,0,-100%,0,-100%,0,-100%,B,-100%,623 ml,['181015'],A,3,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,['Bouteille'],,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Soja']",['Chine'],,['Chine'],
1766,Pate de doja pigmente - Eaglobe,3379140105348,"['Eaglobe', 'Aglobe']",,,['France'],"['pnreded', ' uÂlChampiqnon Noir Seche FI']",[],,,,,,,,,?,,199,,833 kj(199 kcal),,"2,4",,"0,7",,"67,5",,"0,1",,"10,6",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1767,Épis de maïs -,3379140107519,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs en épi']",,"['France', 'Martinique']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Sauce de Soja Supérieur,3379140107854,,,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,0,,0,,3,,2,,1,,"9,7",,"3,88",,,,,,,,,,,,,,,,,,,,,,,,,
1769,The Vert Green Gunpowder,3379140108790,,['Boissons'],,['France'],[],[],3.5 g,en quantité modérée,1.1 g,en quantité modérée,20.3 g,en quantité élevée,0.019 g,en faible quantité,?,,328,+486%,1372 kj(328 kcal),+469%,"3,5",+909%,"1,1",+832%,"44,4",+293%,"20,3",+115%,"23,2",+4577%,"0,019",-54%,"0,008",-54%,21,+174%,E,+174%,,,,,,,,,,,,,,,,,,,,
1770,Champignon Parfumé 100G - EAGLOBE,3379140116535,['EAGLOBE'],,,['France'],"['Champignon Shiitake ', 'Lentinus edodes']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,280,,1172 kj(280 kcal),,"2,2",,"0,4",,"26,4",,"0,7",,"19,9",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1771,Prunes En Saumure - Aglob - 380g,3379140122734,['Aglob'],,,['France'],"['Prune 79%', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,32,,134 kj(32 kcal),,"0,24",,"0,15",,"6,96",,"0,15",,"0,5",,11,,"4,4",,,,,,380 g,,,,,,,,,,,,,,,,,,,
1772,Pousses de Bambou entières au naturel - PSP - 540g (300g égoutté),3379140122833,['PSP'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Pousses', 'Pousses en conserve', 'Pousses de bambou']",,['France'],"['Pousses de bambou', 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,50,,?,,50 kj(12 kcal),-54%,0,-100%,0,-100%,2,-18%,0,-100%,1,-32%,0,-100%,0,-100%,-2,-613%,A,-613%,540 g (300 g égoutté),,B,1,87.9%,0.0%,0.0%,4.8%,5.7%,1.5%,80,,['Conserve'],,,,,,,
1773,Noodles crab - Kailo Brand - 85g,3379140122888,['Kailo Brand'],,,['France'],"['Nouilles: Farine de blé', 'Huile de palme', 'Sel', ""Régulateurs d'acidité "", 'E500', 'i', 'E501 ', 'i', "" Sachet d'huiles: Huile d'assaisonnemeng "", 'échalote', 'ail', 'huile de nb', 'Arôme crabe ', 'huile de s', 'Qiì', 'vanilline', 'épaississant ', 'E1420', 'extrait de crabe ', 'crustacé', "" Sachet d'assaisonnement?"", ' Sel', 'Sucre', 'Exhausteurs de goût ', 'E621', '627', 'E631', 'Arôme ', 'extrait de ', 'crustacé', 'sel', 'exhausteur de goût ', 'E621', 'amidon tapioca', 'sucre', 'Caramel en poudre', 'Sauce de poudre ', 'SQL maltodextrine', 'colorant ', 'E150a', 'exhausteurs de goût ', 'E627', 'E631', 'sel', 'Ciboulette déshydratée', 'Ail', 'Protéine de hydrolysée', 'Poivre', 'Gingembre', "" Conseils de l'allergie: pour allergènes"", ' voir ingrédients soulignés']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,492,,2059 kj(492 kcal),,"26,4",,"10,7",,"54,8",,2,,"10,1",,"5,5",,"2,2",,,,,,85 g,,,4,,,,,,,,,,,"['E500i - Carbonate de sodium', 'E501i - Carbonate de potassium', 'E1420 - Amidon acétylé', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E150a - Caramel E150a', 'E627 - Guanylate disodique']",['Crustacés'],,['Huile de palme'],,
