,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,brand,labels,quantity,packaging,additives,allergens,ingredients_origins,traceability_code,markets,generic_name,manufacturing,brand_owner,link
1857,Pandoro -,8017596054241,['France'],"['farina di FRUMENTO', 'UOVA fresche da allevamento a terra 17,8%', 'crema al cioccolato 17% [sciroppo di glucosio', 'acqua', 'zucchero', 'cioccolato 8% ', 'zucchero', 'cacao magro', 'burro di cacao', 'destrosio', 'olio di semi di girasole', 'LATTE scremato in polvere', 'alcol etilico', 'aromi', 'stabilizzante: pectine', ' conservante: sorbato di potassio', ' sale]', 'zucchero', 'BURRO', 'lievito naturale ', 'farina di FRUMENTO', 'acqua', 'emulsionanti: mono - e digliceridi degli acidi grassi', 'sciroppo di glucosio', 'LATTE scremato in polvere', 'sale', 'burro di cacao', 'aromi', ' Può contenere tracce di FRUTTA A GUSCIO e SOIA', ' Contiene una bustina di zucchera impalpabile da 30 g ', 'ingredienti: zucchero', 'amido di FRUMENTO', 'aromi']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,386,18,49,6,1615 kj(386 kcal),12,27,"0,4","0,16","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Pandoro']",18 g,en quantité modérée,12 g,en quantité élevée,27 g,en quantité élevée,0.4 g,en quantité modérée,20,E,C,,-3%,-3%,-6%,-1%,+1%,+28%,-18%,-24%,-24%,+1%,+1%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,4,,,,,"['E1510 - Éthanol', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Lait']",,,,,,,
1858,Apéro Wiener Würstchen,2531837004148,['France'],[],[],?,251,"21,8","0,4","15,6",1050 kj(251 kcal),"8,8","0,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,0205411013643,0205411013643,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,['République dominicaine'],['FCC-162-XIV'],['Casino'],,['République Dominicaine'],,
1860,Raspberry,96123935,['France'],[],[],?,122,"5,2","13,8","4,7",510 kj(122 kcal),"3,4","13,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Baguette sole - Carrefour,3523680372023,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,['Carrefour'],,,,
1862,Peanut butter,82363680,['France'],[],[],?,596,"50,3","12,4","23,3",2494 kj(596 kcal),9,"6,5","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Graines de Quinnoa bio,3539829812671,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,
1864,Radio rose bio,3539829812541,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,
1865,4kids meatballs in gravy,5000232904256,['France'],[],[],?,79,"1,9",10,"4,9",331 kj(79 kcal),"0,5","0,8","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Tisane ventre plat,3554744437136,['France'],[],[],?,0,"0,1","0,2","0,05",0 kj(0 kcal),0,"0,05","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Peaches with Courvoisier,5010392010872,['France'],[],[],?,93,"0,5",23,"0,5",389 kj(93 kcal),"0,1",22,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Fleur de coco / noix - crusauvage.com - 42g,3770008811010,['France'],"['beurre et poudre de cacao cru* ', '67%', 'fleur de coco*', 'noix du diois*', 'sel']",['Non végétalien'],?,558,"42,98",35,"10,5",2335 kj(558 kcal),"21,9","24,9","0,1","0,04","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",43 g,en quantité élevée,21.9 g,en quantité élevée,24.9 g,en quantité élevée,0.1 g,en faible quantité,21,E,,,+1%,+2%,+18%,+4%,-24%,-39%,+45%,-28%,-28%,-11%,-11%,,,,,,,,3,['crusauvage.com'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",42 g,"['Carton', 'Plastique']",,['Lait'],,,,Chocolat cru,"['SAS Cru Sauvage', ""6 viol de l'hôpital"", '26410', 'Châtillon en diois', 'France']",,
1869,Noisettes koki,3335770001238,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Nuts about choc,5391525350653,['France'],[],[],?,641,"55,6","20,7","11,2",2682 kj(641 kcal),"4,4","13,5","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Bio baguette blanche,,['France'],[],[],?,251,"0,7","51,7",8,1050 kj(251 kcal),"0,2","2,9","1,26","0,504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'LU-BIO-04']",,,,,,,,,,,
1872,Dukat Mlijeko Cafe - 1000g,3850354002567,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 g,,,,,,,,,,
1873,Meggle Bar Latte - 1000g,3858890470475,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 g,['Kunststoff'],,,,,,,,,
1874,Tout mymy,3770012185015,['France'],[],[],?,437,22,45,11,1828 kj(437 kcal),"2,2",26,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,
1875,Bugnes Briochées,0261041022899,['France'],[],[],?,391,16,53,"7,9",1636 kj(391 kcal),"4,4","8,6","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Miel de Tilleul,3760223370478,['France'],[],[],?,?,?,?,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",,,,,,,,,,,B,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1877,"Douceur à base d'""Aceto balsamico di Modena"" - Monari Federzoni",8003185001321,['France'],"['jus de raisin concentré*', 'Aceto Balsamico di Modena IGP* 35% ', 'vinaigre de vin*', 'moût de raisin concentré*', 'colorant E150d*', 'sirop de glucose - fructose', 'vinaigre de vin*', 'amidon modifié', 'colorant E150d*', ' Centient des sulfites']",[],?,237,0,55,"1,5",992 kj(237 kcal),0,47,"0,25","0,1","['Epicerie', 'Condiments', 'Crèmes de vinaigre']",0 g,en faible quantité,0 g,en faible quantité,47 g,en quantité élevée,0.25 g,en faible quantité,13,D,,,+12%,+12%,-100%,-100%,+10%,+12%,+125%,+97%,+97%,+19%,+19%,,,,,,,,4,['Monari Federzoni'],,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E14XX - Amidons modifiés']",,,,,,,,
1878,Chocolate Hazelnut,0607766354745,['France'],[],[],?,110,11,10,1,460 kj(110 kcal),8,10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Vanille de Tahiti,3760130771009,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Brioche suisse,0201327027880,['France'],[],[],?,330,"7,3",58,"6,7",1381 kj(330 kcal),"1,2",27,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Petits Oignons Croquants Au Vinaigre 200g,3248650018472,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 34010A', 'Aniane (Hérault, France)']",,,,,
1882,Yerba Mate,7840243000022,['France'],[],[],?,40,0,6,"4,2",167 kj(40 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Bahslen Pick Up Choco & Caramel,4017100239120,['France'],[],[],?,501,24,64,6,2096 kj(501 kcal),13,38,"0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Bloc des Vosges,3048281921222,['France'],[],[],?,398,"0,4",92,"0,01",1665 kj(398 kcal),"0,4",83,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Escargot de bourgogne - Metro Chef,3439495003956,['France'],[],[],?,78,"1,4","1,1",15,326 kj(78 kcal),"0,2","0,5",1,"0,4","['Viandes', 'Escargots', 'Escargots de Bourgogne']",1.4 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1 g,en quantité modérée,-1,A,C,,-69%,-69%,-93%,-99%,-53%,-27%,+35%,-16%,-16%,-108%,-108%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,['Metro Chef'],,,,,,,,,,,,
1886,Brebis,0200144036938,['France'],[],[],?,413,"35,9","0,2","22,3",1728 kj(413 kcal),"22,5","0,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Fizzy rainbow pencils,00328876,['France'],[],[],?,369,"1,4",87,"1,4",1544 kj(369 kcal),"0,9",63,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Moelleux individuels assortiment x4,0202525032805,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,"Cranberries séchées en moitiés - Épiceries d'ici et d'ailleurs - 0,314kg",2600298020407,['France'],"['cranberries', 'sucre', 'huile de tournesol']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,"0,5","83,2","0,1",1485 kj(355 kcal),"0,5",65,"0,01","0,004","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,0.01 g,en faible quantité,4,C,,,+5%,+5%,-29%,+102%,+5%,-2%,-64%,-56%,-56%,-45%,-45%,,,,,,,,3,"[""Épiceries d'ici et d'ailleurs""]",,"0,314kg",['boîte en plastique'],,,,,,,,,
1890,"Skittles Fruits 125G,Bonbons,Dragees,6 Dosen Merken",4009900500159,['France'],[],[],?,404,"4,2","90,7",0,1690 kj(404 kcal),"1,5","89,8","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,FucoDy’ - Metagenics - 180,5400433254097,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Metagenics'],,180,,,,,,,,,,
1892,Escalope de dinde extra fine - Carrefour,0289054019682,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,D,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Carrefour'],,,,,,,,['Carrefour'],,,,
1893,Escalope de veau milanaise -,0270231016334,['France'],[],[],?,?,?,?,?,,,,,,"['Viandes', 'Produits panés', 'Viandes de veau']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Préparation de fruits - St. Dalfour,3492390014991,['France'],[],[],?,214,"0,8",52,"0,5",895 kj(214 kcal),"0,01","50,8","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['St. Dalfour'],,,,,,,,,,,,
1895,Riz long incollable,3258565120542,['France'],[],[],?,359,"0,3",81,"7,4",1502 kj(359 kcal),"0,2","0,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Poulet fermier,2211513012475,['France'],[],[],?,167,9,0,21,699 kj(167 kcal),2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,
1897,Raise the bar,7310861040637,['France'],[],[],?,390,12,38,28,1632 kj(390 kcal),"5,8",28,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Mini beignets fourrés -,3123456003542,['France'],[],[],?,?,?,?,?,,,,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 62820', 'Tincques (Pas-de-Calais, France)']",,Beignets fourré à la purée de pomme,,,
1899,Donut chocolat,,['France'],[],[],?,?,?,?,?,,,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,,,,,,B,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
1900,Couscous volaille merguez - Rochambeau,3439497012673,['France'],[],[],?,158,"5,2",19,"7,5",661 kj(158 kcal),"1,5","1,9","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rochambeau'],,,,,,,,,,,,
1901,Fromage pur brebis,2446416036017,['France'],[],[],?,341,28,"2,3",20,1427 kj(341 kcal),18,"0,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Brochette de lapin (yeux noirs),2937453004409,['France'],[],[],?,189,"11,6","0,66","20,4",791 kj(189 kcal),"4,74",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Eau Minérale,8411395591639,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Gold,8696000003572,['France'],[],[],?,447,25,"53,8","8,9",1870 kj(447 kcal),"2,6",46,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,"Lapin grilladou (spécial GRILL, découpe sans cuisse)",2937469004387,['France'],[],[],?,189,"11,6","0,66","20,4",791 kj(189 kcal),"4,74",0,"0,14","0,056","['Viandes', 'Viande de lapin']",11.6 g,en quantité modérée,4.74 g,en quantité modérée,0 g,en faible quantité,0.14 g,en faible quantité,1,B,D,,+23%,+19%,+47%,+99%,-5%,-100%,+4%,-72%,-72%,+64%,+64%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
1906,Mandarine feuille,3661030059238,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,Tarte poireaux chevre,3250391892655,['France'],[],[],?,?,?,?,?,,,,,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",,,,,,,,,,,C,,,,,,,,,,,,,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,,,,,,,"['FR 42.127.001 CE', 'Mably (Loire, France)', 'EMB 42127A', 'Mably (Loire, France)']",,,,,
1908,Chitarrina abruzzese all'uovo - De Cecco,8001250007278,['France'],[],[],?,365,"3,5",69,13,1527 kj(365 kcal),1,"2,4","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['De Cecco'],['Fabriqué en Italie'],,,,,,,,,,,
1909,Holunder - Bionade,4014472004202,['France'],[],[],?,22,"0,5",5,"0,5",92 kj(22 kcal),"0,1",5,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bionade'],,,,,,,,,,,,
1910,Pain aux olives vertes & noires,0260070011812,['France'],[],[],?,252,"2,4",48,"8,2",1054 kj(252 kcal),"0,4","2,2","1,63","0,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Cerneaux de noix en vrac,2296888017324,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,,,,,,,,,,D,,,,,,,,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,,
1912,Spiced chai latte,5060072970859,['France'],[],[],?,453,"15,5","70,5","7,4",1895 kj(453 kcal),"13,9","48,4","0,87","0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Abricots sec,2600110033134,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,,,,D,,,,,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,,
1914,Le barista blend,3700994202066,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,Zesty Ginger Green Organic green Tea,0813427000955,['France'],[],[],?,?,?,?,?,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,B,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
1916,Houmous,5014044007265,['France'],[],"['Végétalien', 'Végétarien']",?,180,"10,5",11,"6,4",753 kj(180 kcal),"1,2","0,5","0,5","0,2","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",10.5 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,2,B,B,,-32%,-32%,-48%,-51%,+4%,-63%,-1%,-52%,-52%,-60%,-60%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
1917,Saucisson pur boeuf charolais - Casino - 200g,3222476932181,['France'],"['Viande de boeuf charolais ', 'origine : france', ' - gras de boeuf charolais ', 'origine : france', ' - sel - lactose - sucre - dextrose - épices et plantes aromatiques - poivre en grain - conservateur : nitrate de potassium - colorant : carmins - ferments - poudres de fleurage : carbonate de calcium', 'farine de riz - boyau naturel de bœuf', ' 152g de viande mis en œuvre pour de produit 100g']","['Non végétalien', 'Non végétarien']",1527,368,27,"0,9",31,1527 kj(368 kcal),12,"0,9","4,3","1,72","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur-bœuf']",27 g,en quantité élevée,12 g,en quantité élevée,0.9 g,en faible quantité,4.3 g,en quantité élevée,24,E,C,-12%,-9%,-10%,-15%,-2%,-60%,-34%,+12%,-8%,-8%,0%,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,4,['Casino'],,200 g,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E170i - Carbonate de calcium']",['Lait'],,,['Casino'],Saucisson sec pur boeuf charolais,,,
1918,Rillettes au haddock - Auchan,13937195,['France'],[],[],?,187,14,"2,7",11,782 kj(187 kcal),"1,2","1,5","1,5","0,6","['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",14 g,en quantité modérée,1.2 g,en faible quantité,1.5 g,en faible quantité,1.5 g,en quantité modérée,4,C,D,,-15%,-15%,-17%,-79%,+20%,+51%,-20%,+38%,+38%,-59%,-59%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,['Auchan'],"['Sans colorants', 'Sans conservateurs']",,,,,,,['Auchan'],,,,
1919,Saumon sauvage avec peau sans aretes,4056489021674,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,
1920,Milk-shake choco,8717185470574,['France'],[],[],?,507,"27,4","56,5","7,8",2121 kj(507 kcal),"16,8","32,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Quatre épices,3102870040159,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Mélange bien être,2600289032730,['France'],[],[],?,500,31,37,13,2092 kj(500 kcal),"0,8",33,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Protein bar extra chocolate - Foodspring,4260363485296,"['France', 'Espagne']",[],[],?,345,14,30,31,1443 kj(345 kcal),"6,6",3,"0,55","0,22","['Snacks', 'Snacks sucrés', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",14 g,en quantité modérée,6.6 g,en quantité élevée,3 g,en faible quantité,0.55 g,en quantité modérée,12,D,,,-7%,-7%,+8%,+12%,-8%,-77%,+6%,+12%,+12%,+17%,+17%,,,,,,,,,['Foodspring'],,,,,,,,,,,,
1924,Vihannessekoitus - Apetit - 250g,6430104920104,"['Finlande', 'France']",[],[],?,45,"0,3","6,5","2,5",188 kj(45 kcal),"0,08","4,8","0,03","0,012","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', ""Mélanges d'aliments à base de plantes surgelés"", 'Mélanges de légumes surgelés']",0.3 g,en faible quantité,0.08 g,en faible quantité,4.8 g,en faible quantité,0.03 g,en faible quantité,-5,A,,,-18%,-17%,-80%,-73%,+13%,+84%,+24%,-86%,-86%,,,,,,,,,,,['Apetit'],"['Riche en fibres', 'Riche en protéines']",250g,,,,,,,,,,
1925,Filet mignon de porc,2209252006732,['France'],[],[],?,116,"3,5",0,21,485 kj(116 kcal),"1,6",0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Sweet party,5413128345444,['France'],[],[],?,336,"0,2","77,3","5,4",1406 kj(336 kcal),"0,2","63,5","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Massa De Pimento,5604260261352,['France'],[],[],?,98,1,"3,2","1,1",410 kj(98 kcal),"0,6","0,6","14,2","5,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Courgettes en rondelles,3593344070114,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Saucisses nature volailles bio,2444012029266,['France'],[],[],?,136,"6,2","0,7",19,569 kj(136 kcal),"1,7","0,7","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,"['FR 79.195.001 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
1930,Coconut jam,8888015666662,['France'],[],[],?,311,"9,4","51,3","3,8",1301 kj(311 kcal),"8,1","51,3","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Filet de poulet sans OGM - Auchan,2600254028607,['France'],[],[],?,110,"1,3","0,4",24,460 kj(110 kcal),"0,4","0,4","0,1","0,04","['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,-4,A,D,,-16%,-15%,-55%,-46%,-16%,+65%,+5%,-87%,-87%,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Auchan'],,,,,,,,['Auchan'],,,,
1932,Piccadilly - Fortnum & Mason,5053826534377,['France'],[],[],?,73,"2,3","8,3","2,8",305 kj(73 kcal),"0,2",7,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fortnum & Mason'],,,,,,,,,,,,
1933,Chocolat - Chevaliers d'Argouges,3421371513741,['France'],[],[],?,552,34,55,"6,4",2310 kj(552 kcal),15,46,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Chevaliers d'Argouges""]",,,,,,,,,,,,
1934,Lardons de pancetta,2340389002201,['France'],[],[],?,360,31,"0,5",17,1506 kj(360 kcal),12,"0,5","3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'IT-BIO-009']",,,,,,,,,,,
1935,Compote Poki Bio Pomme-Mangue,2431596992758,['France'],[],[],?,63,"0,2","13,9","0,3",264 kj(63 kcal),0,11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté']",,,,,,,,,,,
1936,Thé Bouddha Bleu,3700286549176,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Piperade basquaise - Biraben,3292320041116,['France'],[],[],?,35,"0,5","5,4","1,4",146 kj(35 kcal),"0,1","5,4","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Biraben'],,,,,,,,,,,,
1938,Pommes de terre,3338510050015,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
