,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,link,markets,allergens,nova_score,additives,palm_ingredients,ingredients_origins
1778,Thé Jardin Méditerranéen,3760267670367,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Crema gianduja intensa,8034049735199,['France'],[],[],?,?,?,?,?,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Confit de figues au Porto,5420058012537,['France'],[],[],?,206,"0,2",50,"0,2",,862 kj(206 kcal),0,"49,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Mozzarella di bufala - 250g,8051411460237,['France'],[],[],?,309,27,"1,4",15,250 g,1293 kj(309 kcal),18,"1,3","0,65","0,26",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",27 g,en quantité élevée,18 g,en quantité élevée,1.3 g,en faible quantité,0.65 g,en quantité modérée,,+15%,+15%,+17%,+14%,+88%,+112%,+4%,+6%,+6%,10,-2%,C,-2%,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1782,Chocolate bar,080004739458001,['France'],[],[],?,382,"11,6","39,4","24,8",,1598 kj(382 kcal),4,"30,2","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Hazel-nuts,4337182055549,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Poudre d'amande - Mosaïque,3700483801381,['France'],[],[],?,?,?,?,?,,,,,0,0,,['Mosaïque'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,
1785,Pain au chocolat,0204055025586,['France'],[],[],?,324,19,33,"5,5",,1356 kj(324 kcal),12,"9,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Brioche vendéenne - Nos Régions ont du Talent,3564709573465,['France'],[],[],?,380,16,49,"9,1",,1590 kj(380 kcal),12,15,"0,84","0,336",,['Nos Régions ont du Talent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Crepes,0203473012796,['France'],[],[],?,253,"3,3",48,"7,7",,1059 kj(253 kcal),"1,2","1,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Café aromatique 100% arabica moulu,3303850000228,['France'],[],[],?,1,0,"0,3","0,2",,4 kj(1 kcal),0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,-98%,-98%,-100%,-100%,-96%,-100%,-90%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,
1789,Madeleine_citron_mistral,3250392918293,['France'],[],[],?,382,20,44,"5,6",,1598 kj(382 kcal),12,25,"0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Paper clips,8718158015341,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,3760210760770,3760210760770,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Huile d'olive,8437017947233,['France'],[],[],?,822,91,0,2,,3439 kj(822 kcal),16,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,+14%,,,,-100%,-100%,6,-2%,C,-2%,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
1793,Huile vierge de tournesol bio,3760056220049,['France'],[],[],?,?,?,?,?,,,,,,,['Bio'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",,,,,,,,,,,,,,,,,,,,,,,,D,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,,,
1794,Pave de truite,0207388023090,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,tropicks,7640130035270,['France'],[],[],?,342,"4,5",69,"3,2",,1431 kj(342 kcal),"3,7",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Power Bar,7290113624009,['France'],[],[],?,417,26,47,"10,2",,1745 kj(417 kcal),3,"10,9","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Gélules selection de baies plus +,080004974951001,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Chocolatine beurre,3478920041156,['France'],[],[],?,426,22,47,"8,4",,1782 kj(426 kcal),15,13,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Cookie tout chocolat,3045470033100,['France'],[],[],?,498,25,60,"6,5",,2084 kj(498 kcal),13,27,"1,33","0,532",['Fabriqué en France'],,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']",25 g,en quantité élevée,13 g,en quantité élevée,27 g,en quantité élevée,1.33 g,en quantité modérée,,+1%,+1%,+7%,+10%,-4%,-17%,-1%,+141%,+141%,26,+21%,E,+21%,,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,
1800,Feuille de ravioli - 250g,3760211080099,['France'],[],[],?,278,"1,5",52,15,250 g,1163 kj(278 kcal),"0,3","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Crevettes nature décortiquées Bio - 100g,3061433029881,['France'],[],[],?,81,"0,9","0,6",18,100 g,339 kj(81 kcal),"0,3","0,6","1,7","0,68","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,The mille et une nuits,3700451309413,['France'],[],[],?,1,0,"0,2","0,1",,4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,18 burger de poulet crispy,5902082425472,['France'],[],[],?,134,1,16,16,,561 kj(134 kcal),"0,4","1,1","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Baies Pastilles,080005597706001,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Aiguillettes de Poulet jaune,0253099015091,['France'],[],[],?,104,"1,3",0,23,,435 kj(104 kcal),"0,4",0,"0,11","0,044",,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-75%,-75%,-4,,A,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1806,Torrone alla mandorla - 150g,47859265,['France'],[],[],?,463,19,"59,1","11,2",150 g,1937 kj(463 kcal),"2,7","58,1","0,8","0,32",,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",19 g,en quantité modérée,2.7 g,en quantité modérée,58.1 g,en quantité élevée,0.8 g,en quantité modérée,,+4%,+4%,+15%,+36%,-10%,+7%,+56%,+964%,+964%,20,+25%,E,+25%,,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,
1807,Tartelette mirabelle vergeoise x2,2090000180817,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
1808,Saucisson,2225884035889,['France'],[],[],?,371.1,"26,2",3,"30,9",,1553 kj(371 kcal),"10,5","0,7","4,5","1,8",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Jambon fumé grill,0201533037130,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Mix balls,7290017418025,['France'],[],[],?,560,28,72,4,,2343 kj(560 kcal),14,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Poulet Fermier Landes,2188047002817,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Chorizo vela,3700118301064,['France'],[],[],?,344,"27,2","2,7","22,7",,1439 kj(344 kcal),"9,2","1,3",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 12.063.025 CE', 'Cavalerie (Aveyron, France)']",,,,,,,,,,,,,,,,,,
1813,Filet de rouget-barbet cinnabare,3760121992116,['France'],[],[],?,75,"0,5",0,"17,6",,314 kj(75 kcal),0,0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Compote de pomme fraise,3448555012531,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Yaourt fermier à boire vanille,3701248300231,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Edulcorant,4052700709956,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Sandwich jambon beurre ou jambon emmental,2901142003264,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Perles de vinaigre Tomates poivron piment d'espelette - Popol - 50g,3700600309592,['France'],[],[],?,46,"0,14","8,4","0,63",50g,192 kj(46 kcal),"0,03","7,8","0,2","0,08",,['Popol'],"['Epicerie', 'Condiments']",0.14 g,en faible quantité,0.03 g,en faible quantité,7.8 g,en quantité modérée,0.2 g,en faible quantité,,-67%,-68%,-98%,-95%,-36%,+14%,-85%,-96%,-96%,1,-90%,B,-90%,,,,,,,,,,,['Bocal'],,,,,,,,
1819,Beurre demi-sel,3218660390134,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,,,,,,,,,,,,,,,,,,,,,,E,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,
1820,Truite fumée Bio,2602890059953,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,,,,,,,,,,,,,,,,,,,D,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,
1821,"Filets de poulet avec peau, saumurés et rôtis",2227548032999,['France'],[],[],?,168,"7,1","0,8",25,,703 kj(168 kcal),"1,9","0,7","1,4","0,56",,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",7.1 g,en quantité modérée,1.9 g,en quantité modérée,0.7 g,en faible quantité,1.4 g,en quantité modérée,,+16%,+16%,+32%,+40%,+39%,+62%,+6%,+4%,+4%,4,+56%,C,+56%,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']",D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1822,Ananas 250g,2600326016402,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Glace - 438g,3760316040110,['France'],[],[],?,243,0,14,0,438 g,1017 kj(243 kcal),0,"4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Filet mignon de porc,2106660006258,['France'],[],[],?,119,"4,1","0,4",20,,498 kj(119 kcal),"1,6","0,4","0,12","0,048","['Viande Française', 'Viande Porcine Française']",,"['Viandes', 'Porc', 'Filets mignons de porc']",4.1 g,en quantité modérée,1.6 g,en quantité modérée,0.4 g,en faible quantité,0.12 g,en faible quantité,,-6%,-6%,+10%,+7%,+48%,+123%,-8%,-69%,-69%,-3,,A,,,,,,,,,,,,,,,,,,,,
1825,Glace speculoos,3770009384346,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,20066512,20066512,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Épice bouillon aux légumes,3760303500887,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Saussices,2352965011507,['France'],[],[],?,306,27,"2,8",13,,1280 kj(306 kcal),"9,9","0,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Pomme noisette,3448270003005,['France'],[],[],?,184,"7,5",25,"2,6",,770 kj(184 kcal),"0,9","0,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Colorant Naturel Vert,3102870046618,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,cookies pepites de chocolat - 135g,3551101426024,['France'],[],[],?,484,"19,6","75,9","0,5",135 g,2025 kj(484 kcal),"10,4","25,6",0,0,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",19.6 g,en quantité modérée,10.4 g,en quantité élevée,25.6 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,-22%,-16%,+27%,-19%,-92%,-100%,-100%,21,-7%,E,-7%,,C,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,,,,,
1832,Absolu De Colleygèneeieir,3701026302853,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Organic cacao powder,5055950601970,['France'],[],[],?,1471,11,"19,52","27,8",,6155 kj(1471 kcal),"6,83","2,45","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Hydratid,3760304100024,['France'],[],[],?,265,0,"49,8",0,,1109 kj(265 kcal),0,"48,2","3,42","1,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Tomates entières pelées,3069538103062,['France'],[],[],?,27,"0,5","4,2","1,1",,113 kj(27 kcal),"0,1","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Pita breaks - 90g,5208056471071,['France'],[],[],?,397,9,"74,8",6,90 g,1661 kj(397 kcal),"3,4","15,9","3,7","1,48",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Raisin Golden,2600186015157,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Biscuits raisin,4739561326439,['France'],[],[],?,437,"1,5",64,"8,3",,1828 kj(437 kcal),"1,3",20,"0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Film en plastique']",,,,,,,,
1839,Lait noisette entière,2600397010118,['France'],[],[],?,559,37,45,"9,3",,2339 kj(559 kcal),14,43,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Sucre glace - Patisdecor,3700105283595,['France'],[],[],?,397,"5,2","86,9","0,1",,1661 kj(397 kcal),"2,1","86,7","0,1","0,04","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['Patisdecor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Shape body shake - Women's Best,9010128015801,['France'],[],[],?,380,"9,3","26,5","39,2",,1590 kj(380 kcal),"3,4",9,"0,7","0,28",,"[""Women's Best""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Beotechusa 100% pure whey - BiotechUSA,5999076227181,['France'],[],[],?,50,"5,5",5,78,,209 kj(50 kcal),"3,9","3,8","0,8","0,32",,['BiotechUSA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Sauce tomate au basilic frais,8056737783077,['France'],[],[],?,42,"0,8","6,5","1,3",,176 kj(42 kcal),"0,1","5,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Brioche sucre,0202572023610,['France'],[],[],?,409,18,53,"7,9",,1711 kj(409 kcal),11,25,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Nems au poulet,3364699139197,['France'],[],[],?,739,5,26,8,,3092 kj(739 kcal),"1,3","1,8","1,2","0,48",,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",5 g,en quantité modérée,1.3 g,en faible quantité,1.8 g,en faible quantité,1.2 g,en quantité modérée,,+270%,+273%,-37%,+2%,+14%,-32%,+12%,-5%,-5%,15,+255%,D,+255%,,C,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,
1846,Mushroom Vegetarian Sauce 300ML Healthy,8850206220120,['France'],[],[],?,92,0,20,"2,9",,385 kj(92 kcal),0,13,"9,9","3,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Torsades choco x4,3500002008334,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Jambon a l'ancienne,2602657026570,['France'],[],[],?,123,"3,3","0,5",23,,515 kj(123 kcal),"1,7","0,5","2,1","0,84",,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,2.1 g,en quantité élevée,,-19%,-19%,-46%,-29%,+1%,+3%,+3%,+8%,+8%,11,+13%,D,+13%,"['FR 80.798.003 CE', 'Villers-Bocage (Somme, France)']",E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,['Picard'],,,,,
1849,Biscuit,0990000000035,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Coulis de tomates - 180g,3760019911199,['France'],[],[],?,70,"4,1","6,5","1,1",180 g,293 kj(70 kcal),0,"4,9","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 86137', 'Loudun (Vienne, France)']",,,,,,,,,,,,,,,,,,
1851,Jus de pomme pétillant,3760172130246,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme', 'Jus de pomme pétillants']",,,,,,,,,,,,,,,,,,,,,,,,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,
1852,Sauce mayonnaise,3574310260043,['France'],[],[],?,329,34,"3,6","2,1",,1377 kj(329 kcal),"3,8",2,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Mini muffins chocolat - 140g,3700569003234,['France'],[],[],?,407,22,"44,9",6,140 g,1703 kj(407 kcal),"3,7","28,4","0,28","0,112",,,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",22 g,en quantité élevée,3.7 g,en quantité modérée,28.4 g,en quantité élevée,0.28 g,en faible quantité,,+3%,+3%,+9%,-1%,-8%,+6%,+16%,-62%,-62%,15,-3%,D,-3%,,,,,,,,,,,,,,,,,,,
1854,Pommes frites,3250003000,['France'],[],[],?,326,"31,1","10,6","0,7",,1364 kj(326 kcal),"2,4","6,5","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Dates -,2609923040544,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Sauce tomates au basilic,3760019911205,['France'],[],[],?,101,"6,5","7,4","1,3",,423 kj(101 kcal),"0,7","5,6","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Foie de lapin,2685419038837,['France'],[],[],?,131,"3,23","5,4","18,7",,548 kj(131 kcal),1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Köfte à la Turka - 10x 45g,4260174655864,['France'],[],[],?,197,13,5,16,10 x 45 g,824 kj(197 kcal),"6,2","2,1","1,9","0,76",['Sans additifs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Crème caramel au beurre salé,3760185190534,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Figue lerida,2600122025783,['France'],[],[],?,251,"1,4","50,4","3,4",,1050 kj(251 kcal),"0,3","48,1","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Farine,3572520000206,['France'],[],[],?,350,"1,2",70,11,,1464 kj(350 kcal),"0,5","2,6",,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Bâtonnets Citron et Orange - 480g,0176296151167,['France'],[],[],?,81,0,20,"0,1",480 g,339 kj(81 kcal),0,19,0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-008']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Compotes pommes clémentines - Babybio,3288131510958,['France'],[],[],?,47,"0,4",11,"0,4",,197 kj(47 kcal),"0,1",11,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Babybio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Capsule en métal', 'Pot en verre']",,,,,,,,
1864,10 mini feuilletés saucisse,3760197637706,['France'],[],[],?,302,"20,3","20,9","8,2",,1264 kj(302 kcal),10,"2,2","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Miel de Garrigue du Languedoc,3701162012814,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1866,Fruity wholegrain porridge,3041091431981,['France'],[],[],?,424,"11,7","60,9","15,9",,1774 kj(424 kcal),"4,8","30,5","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Les dragées coeur pétale d'amour,3660523327557,['France'],[],[],?,464,"15,6","77,3","3,56",,1941 kj(464 kcal),"9,2","71,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 45145A', 'Ferrières-en-Gâtinais (Loiret, France)']",,,,,,,,,,,,,,,,,,
1868,Banane,0202615012533,['France'],[],[],?,94,1,20,1,,393 kj(94 kcal),0,15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Riz Complet Étuvé,3039820218101,['France'],[],[],?,355,"2,2",75,"7,7",,1485 kj(355 kcal),"0,7",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Haricot cornille,3396400002193,['France'],[],[],?,82,"0,4","11,5","5,5",,343 kj(82 kcal),"0,1","0,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Dessert végétal noisette,3431590014776,['France'],[],[],?,194,15,"13,5","1,2",,812 kj(194 kcal),"1,4",12,"0,1","0,04","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,jambon serrano - 300g,8412954021253,['France'],[],[],?,232,12,0,31,300 g,971 kj(232 kcal),"3,1",0,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Petits salés,2477860034571,['France'],[],[],?,263,20,"0,6",20,,1100 kj(263 kcal),"8,1","0,6","2,5",1,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.090.007 CE', 'Connerré (Sarthe, France)']",,,,,,,,,,,,,,,,,,
1874,TAMARIN CONFIT,8852646011726,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
