,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,additives,generic_name,link,origin_detail,palm_ingredients
1916,Basilic Thaï bio,5400357009346,,,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Biscuits caramel,3760211202828,,,['France'],[],[],?,439,1837 kj(439 kcal),"17,2","11,5","63,8","23,3","4,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Stringhetti alla Curcuma,8030583002230,,,['France'],[],[],?,366,1531 kj(366 kcal),"3,9",2,"68,7","2,5",14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Filets de poulet,2201270023883,,,['France'],[],[],?,40,167 kj(40 kcal),9,5,"5,5",0,4,0,0,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,9 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,-69%,-69%,+212%,+570%,+1048%,-100%,-82%,-100%,-100%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,
1920,Filleti di Acciughe,8033462274353,,,['France'],[],[],?,230,962 kj(230 kcal),"16,1","2,8","0,1",0,"23,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Cookies sans sucre,5060309490860,,,['France'],[],[],?,534,2234 kj(534 kcal),31,18,56,"7,6",5,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Fleischschnacka - Tempé,3301091932612,,['Tempé'],['France'],[],[],?,203,849 kj(203 kcal),"7,6","2,7",20,1,13,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Guma Balonowa,80920779,,,['France'],[],[],?,177,741 kj(177 kcal),"0,1","0,1",72,72,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,Palette à la diable,2657317081406,,,['France'],[],[],?,120,502 kj(120 kcal),"7,7",3,"0,7","0,5",12,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Ananas morceaux,2803171031099,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Noix de Cajou à la Truffe Noire,2430000003288,,,['France'],[],[],?,620,2594 kj(620 kcal),48,"6,4",21,"5,5",24,"1,3","0,52",E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou', 'Noix de cajou à la truffe noire']",,,,,,,48 g,en quantité élevée,6.4 g,en quantité élevée,5.5 g,en quantité modérée,1.3 g,en quantité modérée,,+4%,+4%,+4%,-25%,-18%,-15%,+28%,+107%,+107%,9,+19%,C,+19%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,
1927,Confiture de melon Didier Challet,,,,['France'],[],[],?,242,1013 kj(242 kcal),0,0,63,63,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Crème a tartiner d’amande,8059617191269,,,['France'],[],[],?,599,2506 kj(599 kcal),"43,1","10,5","44,1","43,9","7,5","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,Boudins blancs au porto,2700000007563,,,['France'],[],[],?,204,854 kj(204 kcal),16,"7,3",1,1,14,1,"0,4",,,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",,,,,,,16 g,en quantité modérée,7.3 g,en quantité élevée,1 g,en faible quantité,1 g,en quantité modérée,,-16%,-16%,-21%,-7%,-77%,-49%,+36%,-33%,-33%,13,-19%,D,-19%,,,,,,,,,,,,,
1930,Boulettes de porc,5410919050013,,,['France'],[],[],?,300,1255 kj(300 kcal),23,"8,5","9,1","0,5",13,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,Fiefs Vendéens Mareuils,3760112870034,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,['AOC'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,Confits de canard,3760027910269,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,LEONTINE CACAO flow-pack 70 pieces,3700350711249,,,['France'],[],[],?,572,2393 kj(572 kcal),"40,7","17,75",47,"36,3","10,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,Tuiles au chocolat x 24,2030500022712,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Donut,0201380025915,,,['France'],[],[],?,465,1946 kj(465 kcal),28,"13,8","46,3",18,6,"0,649","0,26",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,,,28 g,en quantité élevée,13.8 g,en quantité élevée,18 g,en quantité élevée,0.649 g,en quantité modérée,,+14%,+14%,+23%,+30%,+3%,+7%,+1%,-32%,-32%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,
1936,Poulet entier,2142041003645,,,['France'],[],[],?,172,720 kj(172 kcal),10,"2,9","0,5","0,5",20,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Pain au maïs,0209561010828,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,BASTONCINI AGLIO OLIO PEPERONCINO,8056098780630,,,['France'],[],[],?,439,1837 kj(439 kcal),16,"1,7",62,0,"10,7","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Blinis,3439496604220,,,['France'],[],[],?,261,1092 kj(261 kcal),"9,4",1,38,"7,2","5,9","1,7","0,68",,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 56119D', 'Locoal-Mendon (Morbihan, France)']",,,,,
1940,Reblochon,0206231023225,,,['France'],[],[],?,299,1251 kj(299 kcal),25,20,0,0,18,"1,4","0,56",D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,,,,,25 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,-8%,-7%,-7%,+6%,-100%,-100%,-10%,+4%,+4%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,
