,name,bar_code,packaging,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,ingredients_origins,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,producer_info,brand_owner,origin_detail
1620,"Coleslow - Salade de choux blancs, carottes et oignons assaisonnée - LEADER PRICE - 500g",3263859185527,['barquette plastique jetable'],['LEADER PRICE'],['Leader Price'],['France'],"['choux blancs 40% - carottes 28% - eau - huile de colza - oignons 4% - sucre liquide - moutarde de Dijon ', 'eau - graines de moutarde - vinaigre - sel', "" - vinaigre d'alcool - oeuf entier liquide pasteurisé salé - sel - amidon transformé de pomme de terre - épaississants : gomme xanthane"", 'gomme guar - antioxydant: acide ascorbique - arôme naturel de poivre - conservateur: sorbate de potassium', ' Traces de céréales contenant du gluten', 'crustacé', 'poisson', 'lait', 'céleri', 'mollusque', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,104,435 kj(104 kcal),8,"0,6",6,"5,5",1,"0,76","0,304",500 g,"['Plats préparés', 'Légumes préparés']",,,"['EMB 29241B', 'Rosporden (Finistère, France)']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E300 - Acide ascorbique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Moutarde']",4,8 g,en quantité modérée,0.6 g,en faible quantité,5.5 g,en quantité modérée,0.76 g,en quantité modérée,,+16%,+17%,+75%,-16%,-13%,+74%,-51%,+5%,+5%,1,+154%,B,+154%,,,,,,,,,,,,,,,
1621,Beurre demi-sel - Leader Price - 250g,3263859334413,"['Film', 'Plastique', 'Frais']",['Leader Price'],['Leader Price'],"['France', 'Royaume-Uni']","['Beurre ', 'contient lait', 'sel ', '2%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,727,3042 kj(727 kcal),80,55,1,"0,6","0,7",2,"0,8",250 g,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,,"['FR 63.113.051 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)', 'FR 29.232.091 CE', 'Quimper (Finistère, France)']",,['Lait'],2,80 g,en quantité élevée,55 g,en quantité élevée,0.6 g,en faible quantité,2 g,en quantité élevée,,+1%,+1%,+1%,+2%,+34%,-3%,+3%,-3%,-3%,27,+2%,E,+2%,,D,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,Beurre pasteurisé doux 82% de mat.gr,,,,,
1622,Camembert de Normandie au lait cru moulé à la louche - Franprix - 250g,3263859340810,['Bois'],['Franprix'],['Franprix'],['France'],"['Lait cru de vache', 'ferments ', 'dont lait', 'sel', 'chlorure de calcium', 'présure animale']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1154,?,1154 kj(276 kcal),22,"15,6",~ 0,~ 0,20,"1,65","0,66",250 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages au lait cru', 'Camemberts au lait cru', 'Camemberts de Normandie']",['AOP'],,"['FR 14.478.001 CE', 'Orbec (Calvados, France)', 'EMB 14478', 'Orbec (Calvados, France)']",,['Lait'],3,22 g,en quantité élevée,15.6 g,en quantité élevée,0 g,en faible quantité,1.65 g,en quantité élevée,+0%,,-1%,+3%,+8%,-100%,-100%,-4%,-3%,-3%,15,+1%,D,+1%,,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,Camembert au lait cru AOP,"['France', 'Normandie']",,,,
1623,Emmental Français Râpé (28 % MG) - Leader Price - 100g,3263859350512,"['Frais', 'Sachet plastique', 'Sous atmosphère protectrice']","['Leader Price', 'DLP (Distribution Leader Price)', 'Groupe Casino']",['Leader Price'],['France'],"['Lait de vache pasteurisé', 'sel', 'ferments', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1495,?,1495 kj(357 kcal),28,20,~ 0,~ 0,27,"0,9","0,36",100 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Réfrigérés', 'Emmentals français', 'Fromages pasteurisés', 'Fromages râpés', 'Emmentals râpés', 'Fromages industriels']",['Fabriqué en France'],['France'],"['FR 53.061.001 CE', 'Charchigné (Mayenne, France)', 'EMB 53061', 'Charchigné (Mayenne, France)', 'FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)', 'EMB 44023', 'Bouvron (Loire-Atlantique, France)']",,,3,28 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,-4%,,-4%,-3%,+2%,-100%,-100%,-1%,+19%,+19%,12,+1%,D,+1%,,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"Emmental français râpé, fromage à pâte pressée cuite (28 % MG) - Emmental Français Râpé (28 % MG)","['Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné', 'Mayenne', 'Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron', 'Loire-Atlantique', 'Pays de la Loire', 'France']",,,,
1624,Ossau-iraty Fromage pur brebis des Pyrénées - Leader Price - 220g,3263859362010,['Plastique'],['Leader Price'],['Leader Price'],['France'],['Lait pasteurisé de brebis - sel - présure - ferments lactiques'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,404,1690 kj(404 kcal),34,25,"1,5","0,5",23,"1,7","0,68",220g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']","['Fabriqué en France', 'AOP', 'AOC']",,"['FR 31.582.001 CE', 'Villefranche-de-Lauragais (Haute-Garonne, France)']",,['Lait'],3,34 g,en quantité élevée,25 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-4%,-4%,-5%,+1%,+59%,+71%,-2%,-4%,-4%,17,-3%,D,-3%,,E,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,
1625,Jambon cru - LE PRIX GAGNANT ! - 180g,3263859443412,"['Barquette', 'Plastique']",['LE PRIX GAGNANT !'],,['France'],"['Jambon de porc ', 'porc origine UE', ' - sel - ail - dextrose - acidifiant : acide citrique - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",929,223,929 kj(223 kcal),15,"6,2",1,1,21,"4,5","1,8",180 g,"['Viandes', 'Charcuteries', 'Jambons', 'en:raw-cured-ham']",,['Union européenne'],"['DE EV 107 EG', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']","['E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,15 g,en quantité modérée,6.2 g,en quantité élevée,1 g,en faible quantité,4.5 g,en quantité élevée,-8%,-7%,-7%,+11%,+20%,+54%,+130%,-27%,-8%,-8%,18,+6%,D,+6%,,,,,,,,,,,,,,,
1626,Jambon supérieur découenné dégraissé -25 % de sel - Leader Price - 160g,3263859446017,"['Barquette', 'Plastique', 'Frais']",['Leader Price'],['Leader Price'],['France'],"['Jambon de porc français', 'bouillon ', 'eau', 'os et viande de porc', 'épices et plantes aromatiques', 'sel', 'dextrose', 'conservateurs : chlorure de potassium', 'nitrite de sodium', 'sirop de glucose', 'antioxydant : érythorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",482,114,482 kj(114 kcal),3,"1,1","0,8","0,7",21,"1,4","0,56",160 g,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']","['Peu ou pas de sel', 'Peu de sel', 'Allégé en sel', 'Moins 25% de sel', 'Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise']",['France'],"['FR 87.065.001 CE', 'Feytiat (Haute-Vienne, France)', 'EMB 87065', 'Feytiat (Haute-Vienne, France)']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,4,3 g,en quantité modérée,1.1 g,en faible quantité,0.7 g,en faible quantité,1.4 g,en quantité modérée,+1%,+2%,+1%,+4%,+2%,+25%,+13%,-0%,-1%,-1%,3,+26%,C,+26%,,C,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,['France'],,,,
1627,Pâte à Pizza - Leader Price - 230g,3263859464615,"['Papier cuisson et film plastique à jeter', 'Étui carton à recycler', 'Triman', 'Frais', 'Atmosphère protectrice', 'Pensez au tri!', 'Carton', 'Plastique']",['Leader Price'],['Leader Price'],['France'],"['Farine de blé', 'margarine végétale 17,5 % ', 'graisses et huiles végétales ', 'palme', 'coprah', 'colza', 'tournesol', 'palmiste', 'eau', 'emulsifiant ', ""mono - et diglycérides d'acides gras"", 'sel', ""correcteur d'acidité "", 'acide citrique', 'colorant ', 'beta-carotène', 'eau', ' huile de colza', 'dextrose', 'alcool', 'sel', ""vinaigre d'alcool"", 'arôme']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1523,364,1523 kj(364 kcal),"17,1","8,5","44,9","3,6","6,8","0,975","0,39",230 g,['Pâtes à pizza'],"['Point Vert', 'Triman']",,"['FR 01.451.003 CE', 'Viriat (Ain, France)', 'EMB 01451A', 'Viriat (Ain, France)']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160ai - Bêta-carotène']",['Gluten'],4,17.1 g,en quantité modérée,8.5 g,en quantité élevée,3.6 g,en faible quantité,0.975 g,en quantité modérée,+26%,+30%,+29%,+204%,+673%,-4%,+122%,-6%,-37%,-37%,16,+123%,D,+123%,['Huile de palme'],B,36.8%,19.3%,11.5%,8.6%,5.0%,18.8%,92,Pâte à Pizza,,,,,
1628,Hachés au Colin d'Alaska et au persil - Leader Price - 200g,3263859480523,"['Frais', 'Plastique']",['Leader Price'],['Leader Price'],['France'],"[""Colin d'Alaska "", 'theragra chalcogramma', ' 75% - huiles végétales ', 'tournesol-colza', ' - crème - pommes de terre préfrites ', 'pommes de terre - huile de tournesol', "" - blanc d'œuf déshydraté - farine de blé - oignons préfrits "", 'oignons-huile de tournesol', ' - flocons de pommes de terre - persil 0,5% - sel - arôme naturel de citron', ' [% exprimés sur la totalité du produit', ']']","['Non végétalien', 'Non végétarien']",?,143,598 kj(143 kcal),"6,5","1,8","3,6","0,9","17,1",1,"0,4",200 g,"['Plats préparés', 'Plats préparés au poisson', 'Réfrigérés', 'Plats préparés à réchauffer au micro-ondes', 'Plats préparés réfrigérés', 'Hachés de poissons']","['Point Vert', 'Triman']",,"['EMB 56094C', 'Kervignac (Morbihan, France)', 'FR 56.094.004 CE', 'Kervignac (Morbihan, France)']",,"['Œufs', 'Poisson', 'Gluten', 'Lait']",4,6.5 g,en quantité modérée,1.8 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,,-21%,-21%,-29%,-36%,-76%,-59%,+128%,-3%,-3%,1,-80%,B,-80%,,,,,,,,,,,,,,,
1629,Jambon emmental - Sandwich au pain de mie complet - Leader Price - 145g,3263859494018,['Plastique'],['Leader Price'],['Leader Price'],['France'],"['pain de mie complet 51% ', 'farine complète de blé 31,6% - eau - huile de colza - gluten de blé - sucre - sel - dextrose - levure - farine de blé - émulsifiant: E471 - agent de traitement de la farine: E300', ' - jambon cuit choix 31,7% ', 'jambon de porc 24,4% ', 'origine : UE', ' - eau - sel - dextrose - arômes - stabilisants E451', 'E450 - antioxydant E301 - conservateur E250', ' emmental 10,3% - beurre', ' \rTraces de crustacés', 'moutarde', 'œuf', 'poisson', 'graines de sésame et soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,266,1113 kj(266 kcal),12,"5,3",26,"2,6",12,"1,52","0,608",145 g,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', ""Sandwichs à l'emmental"", 'Sandwichs Jambon Fromage']",['Point Vert'],,"['EMB 49331H', 'Segré (Maine-et-Loire, France)']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,12 g,en quantité modérée,5.3 g,en quantité élevée,2.6 g,en faible quantité,1.52 g,en quantité élevée,,+6%,+7%,+12%,+58%,+2%,-20%,+7%,+3%,+3%,13,+42%,D,+42%,,D,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,Sandwich au pain de mie complet garni de jambon cuit choix et d'emmental,['France'],,,,
1630,Nuggets de poulet - Leader Price - 1kg,3263859581916,,['Leader Price'],['Leader Price'],['France'],"['Préparation à base de viande de poulet traitée cn salaison', 'panée et cuite Viande de poulet traitée en salaison 68% ', 'viande de poulet 49% - eau peaux de poulet - fibres de blé - dextrose • arôme naturel • antioxydant ascorbate de sodium', ' - panure 32% ', 'eau - farine de blé - sel levure épices', ""Friture à l'huile de tournesol""]","['Non végétalien', 'Non végétarien']",?,260,1088 kj(260 kcal),16,"3,4","16,2","1,6","11,5","1,075","0,43",1 kg,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",['Point Vert'],,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)', 'FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",['E301 - Ascorbate de sodium'],['Gluten'],4,16 g,en quantité modérée,3.4 g,en quantité modérée,1.6 g,en faible quantité,1.07 g,en quantité modérée,,+16%,+16%,+43%,+70%,-4%,+22%,-10%,-8%,-8%,5,+36%,C,+36%,,D,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,,,,
1631,Spécialité au Soja aux fruits - Leader Price - 800g,3263859618018,['8x100g'],['Leader Price'],['Leader Price'],"['Belgique', 'France']","['jus de soja 77', '9% ', 'eau - graines de soja 8', '7%', ' - fruits 10% [fraise ou fruits rouges ', 'fraise 3', '6% - groseille 2', '7% - sureau 2', '3% - framboise 1', '4%', ' ou abricots ou pêche] - sucre 9', '7% - amidons transformés de tapioca et de maïs - phosphate tricalcique - colorants : anthocyanes', 'extraits de paprika', 'caroténoïdes - arômes - épaississant : farine de graines de caroube - sel - conservateur des fruits : sorbate de potassium - ferments']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,78,326 kj(78 kcal),"1,7","0,3",12,11,"3,2","0,1","0,04",800g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Yaourts végétaux', 'Yaourts au soja', 'Yaourts de soja aux fruits', 'Desserts au soja', 'Yaourts', 'Yaourts aux fruits', 'Yaourts soja aux fruits mixés', 'Yaourts soja aux fruits rouges']",,,"['EMB 35164C', 'Marcillé-Raoul (Ille-et-Vilaine, France)']","['E14XX - Amidons modifiés', 'E163 - Anthocyanes', 'E160c - Extrait de paprika', 'E160 - Caroténoïdes', 'E410 - Gomme de caroube', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Soja'],4,1.7 g,en faible quantité,0.3 g,en faible quantité,11 g,en quantité modérée,0.1 g,en faible quantité,,-1%,-3%,-17%,-10%,+8%,+7%,-11%,+15%,+15%,0,-100%,B,-100%,,B,24.3%,36.0%,14.5%,14.8%,8.1%,2.2%,96,,,,,,
1632,Fromage blanc nature Fine Ligne 0% M.G - Leader Price - 800g,3263859710811,"['Carton', 'Pots', 'Plastique']",['Leader Price'],"['Franprix', 'Leader Price']",['France'],"['Lait écrémé pasteurisé', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",194,46,194 kj(46 kcal),0,0,"4,1","4,1","7,3","0,13","0,052",800 g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']","['Peu ou pas de matière grasse', 'Sans matière grasse']",,,,['Lait'],3,0 g,en faible quantité,0 g,en faible quantité,4.1 g,en faible quantité,0.13 g,en faible quantité,-40%,-44%,-43%,-100%,-100%,-1%,+5%,+6%,+26%,+26%,-4,,A,,,C,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,Fromage frais nature au lait pasteurisé,,,,,
1633,Tzatziki - Leader Price - 200g,3263859731816,['Plastique'],['Leader Price'],"['Franprix', 'Leader Price']",['France'],"['fromage frais à 0% de matière grasse 66%', 'concombres 20%', 'huile de colza', 'persil surgelé', ""vinaigre d'alcool"", 'sel', 'aneth surgelé', 'ail déshydraté', 'conservateur ', 'sorbate de potassium', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,173,724 kj(173 kcal),15,1,3,"2,3",6,"0,8","0,32",200g,"['Epicerie', 'Sauces', 'Tzatzíki']",,,"['FR 14.712.042', 'Troarn (Calvados, France)']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],3,15 g,en quantité modérée,1 g,en faible quantité,2.3 g,en faible quantité,0.8 g,en quantité modérée,,+24%,+25%,+35%,-65%,-21%,-16%,+21%,-8%,-8%,1,-79%,B,-79%,,,,,,,,,,fromage frais au concombre,,,,,
1634,"6 Pitas - Leader Price - 400g, 6pitas de 66.7g",3263859762018,"['Sachet plastique à jeter', 'Green dot', 'Pensez au tri!']",['Leader Price'],['Leader Price'],['France'],"['farine de blé', 'eau', 'lévure', 'sel', 'dextrose']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1046,?,1046 kj(250 kcal),1,"0,2","49,7","2,3","8,2","1,06","0,424","400g, 6 pitas de 66.7 g","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Pains spéciaux', 'Pains Pita']",['Point Vert'],,"['EMB 75109Z', 'Paris 9e  Arrondissement (Paris, France)']",,['Gluten'],4,1 g,en faible quantité,0.2 g,en faible quantité,2.3 g,en faible quantité,1.06 g,en quantité modérée,-6%,,-1%,-33%,-12%,+1%,-12%,-1%,-2%,-2%,-1,-209%,A,-209%,,B,49.6%,26.4%,15.7%,7.2%,1.0%,0.0%,95,Pains spéciaux à garnir,,,,,
1635,Boule Tranchée Complète - Leader Price,3263859764913,,['Leader Price'],['Leader Price'],['France'],"['Farine de blé 52%', 'eau', 'farine complète de blé TI50 10%', 'levure', 'sel', 'son de blé 1', '2%', ""émulsifiants: mono et diglycérides d'acides gras"", 'stéaroyl-2', 'lactylate de sodium', 'levain de seigle déshydraté désactivé', 'conservateur', ' propionate de calcium', ""farine d'orge malté torréfié 0"", '25%', 'gluten de blé', 'farine de fève', 'farine de blé malté', 'antioxydant: acide ascorbique', 'alcool éthylique']","[""Pourrait contenir de l'huile de palme""]",?,257,1075 kj(257 kcal),"2,1","1,1","48,9","2,2","8,3","1,4","0,56",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E1510 - Éthanol']",['Gluten'],4,2.1 g,en faible quantité,1.1 g,en faible quantité,2.2 g,en faible quantité,1.4 g,en quantité modérée,,-3%,-4%,-53%,+70%,+7%,-58%,-1%,+23%,+23%,1,-31%,B,-31%,,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,,,
1636,Filets Meunière de Colin d'Alaska - Leader Price - 600g,3263859839314,"['Sachet', 'Plastique', 'Surgelé']",['Leader Price'],"['Franprix', 'Leader Price']",['France'],"[""Filets de colin d'Alaska 80% - Enrobage 20% : huiles végétales de tournesol et colza - farine de bit"", "" 30% - eau - fécule de pomme de terre - amidon modifié de mais - gluten de blé - sel - jus de citron vert - arômes - suce - de’xtrose - persil déshydraté 0,4% - poudre d'œuf entier -  methylcellulose"", 'gomme de guar', 'gomme xanthane - poudres à lever: diphosphate disodique', 'carbonate de sodium - lactose et protéines de lait - amidon transformé de tapioca']","['Non végétalien', 'Non végétarien']",?,145,607 kj(145 kcal),"6,9","0,7","7,4","1,3","13,3","0,78","0,312",600 g,"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés', 'Colins']",,['Océan Pacifique'],"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)', 'EMB 56094C', 'Kervignac (Morbihan, France)']","['E14XX - Amidons modifiés', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E450i - Pyrophosphate de sodium acide', 'E500i - Carbonate de sodium']","['Gluten', 'Lait']",4,6.9 g,en quantité modérée,0.7 g,en faible quantité,1.3 g,en faible quantité,0.78 g,en quantité modérée,,+16%,+19%,+76%,+30%,+17%,+106%,-7%,+42%,+42%,-1,,A,,,,,,,,,,,Steaks de thon albacore congelés,,,,,
1637,Poêlée Périgourdine - Leader Price - 900g,3263859842413,"['Sachet', 'Plastique', 'Surgelé']",['Leader Price'],"['Leader Price', 'Franprix']",['France'],[],[],650,?,650 kj(155 kcal),"7,8","2,4",14,"1,8","6,1","0,6","0,24",900 g,"['Surgelés', 'Plats préparés', 'Poêlées', 'Plats préparés surgelés', 'Poêlées périgourdines']",['Point Vert'],,"['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)', 'EMB 14630A', 'Saint-Martin-des-Entrées (Calvados, France)']",,,,7.8 g,en quantité modérée,2.4 g,en quantité modérée,1.8 g,en faible quantité,0.6 g,en quantité modérée,+62%,,+59%,+88%,+111%,+44%,-5%,+94%,+4%,+4%,0,,B,,,,,,,,,,,"Mélange de pommes de terre enrobées de sauce à la graisse de canard, de lardons cuits fumés, de gésiers de canard confits et d'émincés de canard cuit fumé traité en salaison, surgelé",['France'],,,,
