,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,allergens,nova_score,ingredients_origins,manufacturing,markets,additives,traceability_code,palm_ingredients,link
1513,Plateau creole - Un Brin D’evasion - 340g,3663219003346,['Un Brin D’evasion'],['France'],"['Nems poulet créole : Galette de riz 41% ', 'eau', 'farine de riz', 'sel', 'épice', 'émulsifiant Lécithine de soja', 'viande de poulet 20', '1% ', 'origine: UE', ' oignons', 'eau', 'carottes', ""chataigne d'eau"", 'protéines de soja', 'noix de coco 1', '8%', 'huile de tournesol', ' sucre', 'sel', ' amidon modifié de pomme de terre', 'jus de citron concentré', 'épices', 'curry 0', '2%', 'persil', ' \rAcras de poisson : Eau', 'poisson blanc 17', '3%', 'farine de blé', 'flocons de pomme de terre', ' oignons', 'poivrons rouges 6%', 'poivrons verts 6%', ' jus de citron 2,5% ', 'eau', ' jus de citron concentré', 'persil', 'sel', 'épice', ' \rSamossa poulet créole: Galette de blé 45% ', 'eau', 'farine de blé', 'huile de tournesol', 'sel', ' émulsifiant: Lécithine de soja', 'viande de poulet 18', '7% ', 'origine: UE', 'oignons', 'eau', 'carottes', ""chataigne d'eau"", 'protéines de soja', 'noix de coco 1', '7%', 'huile de tournesol', 'sucre', 'sel', 'amidon modifié de pomme de terre', 'jus de citron concentré', ' épices', 'curry 0', '2%', ' persil', ' Friture : huile de tournesol', ' \rSauce aigre douce : Eau', 'sucre', 'vinaigre d´alcool', 'coulis de tomates', 'amidon modifié de maïs', 'jus de citron concentré', 'sel ', ' épices', 'épaississant : E415', ' \rSauce nuoc mâm: eau', 'sucre', 'sel', 'vinaigre d alcool', 'sauce nuoc mâm: 3', '5% ', 'poisson', 'sel', 'eau', 'sauce soja ', 'eau', 'graines de soja', 'sel', 'farine de blé', ' \rPrésence éventuelle: Crustacés', 'oeufs', 'lait', 'fruits à coques', 'céleri', 'moutarde', 'graines de sésame', 'Lupin', 'mollusques']","['Non végétalien', 'Non végétarien']",?,249,1042 kj(249 kcal),"12,5","2,9","23,9","3,6","8,8","1,2","0,48",['Fabriqué en France'],340 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lupin', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Soja']",4,,['France'],,"['E14XX - Amidons modifiés', 'E322i - Lécithine', 'E415 - Gomme xanthane']","['FR 29.254.022 CE', 'Saint-Martin-des-Champs (Finistère, France)']",,
1514,Tarte chevre tomate basilic -  - 180g,3663219003520,,['France'],"['Garniture 76% : eau', 'oeufs entiers frais 14%', 'fromage blanc ', 'lait', 'tomates I I fromage de chèvtre ', 'lait', 'emmental ', 'lait', 'lait écrémé en poudre', ""basilic 1 huile d'olive"", 'amidon', 'amidon modifié', 'fibre végétale', 'épaississants : alginate de sodium', 'phosphates de sodium', 'diphosphates', 'sulfate de calcium ', ' sel poivre', ' Pâte brisée pur beurre 24% : farine de blé', 'beurre 5,5% ', 'lait', 'eau', 'oeufs entiers frais 1,4%', 'sucre', 'sel Pourcentages exprimés sur le produit fini', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques', ' Peut contenir des traces de soja', 'fruits à coque', 'céleri et poisson']",['Non végétalien'],?,206,862 kj(206 kcal),"11,5","5,9","17,6","2,7","7,1","0,63","0,252",,180 g,C,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",11.5 g,en quantité modérée,5.9 g,en quantité élevée,2.7 g,en faible quantité,0.63 g,en quantité modérée,,-20%,-20%,-24%,-30%,-12%,+15%,-19%,-32%,-32%,5,-62%,C,-62%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,['Lait'],4,,,['LIDL'],"['E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,
1515,Quiche lorraine - Dessaint - 180g,3663219003537,['Dessaint'],['France'],"['Garniture 75 % : eau', 'œufs entiers frais 15,5 %', 'fromage blanc ', 'lait', 'lardons fumés cuirs 8 % ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', 'jambon cuit standard 5,5 % ', 'jambon de porc', 'eau', 'couenne', 'sel', 'plasma de porc', 'gélatine', 'stabilisants : carraghénanes', 'polyphosphates', 'sirop de glucose', 'dextrose', 'arômes', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', 'emmental 5 % ', 'lait', 'poitrine fumée 4 % ', 'poitrine de porc', 'eau', 'sel', 'dextrose', 'sirop de glucose', 'arôme naturel', 'conservateur : nitrite de sodium', 'lait écrémé en poudre', 'amidon', 'amidon modifié', 'fibre végétale', 'épaississants : alginate de sodium', 'phosphates de sodium', 'diphosphates', 'sulfate de calcium', 'sel', 'poivre', ' Pâte brisée pur beurre 25 % : farine de blé ', 'gluten', 'beurre 6 % ', 'lait', 'eau', 'œufs entiers frais 1,4 %', 'sucre', 'sel']","['Non végétalien', 'Non végétarien']",981,?,981 kj(234 kcal),"13,3","7,1","18,2","3,3","10,1","1,1","0,44",,180 g,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",13.3 g,en quantité modérée,7.1 g,en quantité élevée,3.3 g,en faible quantité,1.1 g,en quantité modérée,-7%,,-11%,-18%,-18%,-6%,+43%,+9%,+6%,+6%,13,-8%,D,-8%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,"Tarte salée au fromage blanc, aux lardons cuits fumés et au jambon cuit standard","['Barquette', 'Plastique']","['Œufs', 'Gluten', 'Lait']",4,,,['LIDL'],"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,,
1516,Tarte Poulet façon Tajine - Sélection Fan de Barbecue - 180g,3663219003544,['Sélection Fan de Barbecue'],['France'],"['Garniture 75% : eau', 'poulet rôti traité en salaison 13,5% ', 'viande de poulet*', 'saumure ', 'eau', 'fécule de pomme de terre', 'stabilisants : diphosphates', 'triphosphates', 'dextrose', 'arôme', 'sel', 'acidifiants : lactate de potassium', 'acétates de sodium', 'œufs entiers frais 13,5%', 'fromage blanc ', 'lait', 'figue déshydratées 6% ', 'figues', ""agent d'enrobage : farine de riz"", 'abricots 6% ', 'abricot', ""correcteur d'acidité : acide citrique"", 'antioxydant : acide ascorbique', 'lait écrémé en poudre', 'amande effilées 1,9% ', 'fruit à coque', 'oignons', 'amidon', 'amidon modifié', 'fibre végétale', 'épices et plantes aromatiques', ""extraits d'épices"", 'épaississants : alginate de sodium', 'phosphates de sodium', 'diphosphates', 'sulfate de calcium', 'sel', 'poivre', '\rPâte brisée pur beurre 25% : farine de blé', 'beurre 6% ', 'lait', 'eau', 'œufs entiers frais 1,4%', 'sucre', 'sel', ' Pourcentages exprimés sur le produit fini']","['Non végétalien', 'Non végétarien']",925,?,925 kj(221 kcal),"10,3","5,3",22,"7,1",9,"0,86","0,344",,180 g,,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Quiches', 'Chicken pies']",10.3 g,en quantité modérée,5.3 g,en quantité élevée,7.1 g,en quantité modérée,0.86 g,en quantité modérée,-7%,,-12%,-33%,-35%,+14%,+211%,+10%,-11%,-11%,11,-14%,D,-14%,,,,,,,,,"['Barquette', 'Plastique']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,['LIDL'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",,,
1517,Ficelle picard crepes - Dessaint Traiteur,3663219003575,"['Dessaint Traiteur', 'Lidl']",['France'],"['NDARD ET IIAMPIGNONS champignons 11,5% ', 'champignons', 'eau', 'sel', 'acidifiant : ocidc c', 'fi igue', 'Jambon cuit standard 11 % ', 'jambon de porc*', ' cati', ""couen 'ne de porc"", 'sirop de glucose', 'dextrose', 'gélifiant : carra*hénanc s', 'arômes', 'conservateurs : érythorbate dc sodium', 'nitrite de sc écrémé cn poudre', 'crèmc fraiche 3% ', 'lait', 'amidon modific', ' b cèpe ', 'cèpe et jus dc cuisson de champignon de Paris', 'sel', ' blé 13,5%', ""jaune d'œUfs"", 'lait écrémé en poudre']","['Non végétalien', 'Non végétarien']",?,168,703 kj(168 kcal),"6,7","3,3","17,8","2,9","8,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",4,['Union européenne'],,['Lidl'],,,,
1518,Pancakes Moelleux Pur Beurre - Dessaint Traiteur,3663219003599,['Dessaint Traiteur'],['France'],[],[],?,291,1218 kj(291 kcal),11,"6,7",43,19,"5,8","0,7","0,28","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Tarte Normande Aux Pommes -,3663219003643,,['France'],[],[],?,317,1326 kj(317 kcal),?,"9,6",?,"20,5","4,8","0,1","0,04",['Sans conservateurs'],,,"['Tartes', 'Tartes sucrées', 'Tartes normandes']",,,9.6 g,en quantité élevée,20.5 g,en quantité élevée,0.1 g,en faible quantité,,+17%,+17%,,+31%,,+1%,+33%,-50%,-50%,,,,,,,,,,,,,,,,,,['LIDL'],,,,
1520,Accras de morue,3663219003872,,['France'],[],[],?,220,920 kj(220 kcal),"11,1","1,2",22,"3,7",7,"1,98","0,792",['Fabriqué en France'],,E,"['Snacks', 'Snacks salés', 'Produits de la mer', 'Apéritif', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Acras de morue', 'en:preparations-made-from-fish-meat']",11.1 g,en quantité modérée,1.2 g,en faible quantité,3.7 g,en faible quantité,1.98 g,en quantité élevée,,+0%,+1%,+20%,-8%,+7%,+50%,-33%,+10%,+10%,11,+59%,D,+59%,87.7%,2.6%,1.3%,5.3%,0.6%,2.4%,22,,,,,,,,,,,
1521,samossas au boeuf - un brin d’evasion,3663219003889,['un brin d’evasion'],['France'],"['Galette de blé 44% ', 'eau', 'farine de blé', 'huile de tournesol', 'sel', 'émulsifiant: Lécithine de \rsoja', 'viande de boeuf 19% ', ""Pays de naissance / Pays d'élevage / Pays d'abattage: Allemagne"", '\rBelgique', 'France', 'Italie', 'Luxembourg', ' Pays-Bas', 'Danemark', ' Irlande', ' Espagne', 'Autriche', 'Finlande', 'Suède', ' \rpignons', 'vermicelle de pois réhydraté', 'protéines de soja', 'eau', 'huile de tournesol', 'fécule de pomme de\rterre', 'sucre', 'épices', ' sel', ' Friture: huile de tournesol', ' \rSauce salsa: coulis de tomate ', '41%', ' eau', ' huile de colza', ' sucre', 'mix épices salsa ', 'épices et plantes \raromatiques', 'dextrose', ' sel', 'tomate', 'maltodextrine', ' huile de tournesol', ' arôme naturel', 'vinaigre de vin \rrouge', 'vinaigre d´alcool', 'sel', 'amidons transformés', 'poivre', 'épaississant: E415', ' \rPrésence éventuelle: crustacés', 'oeufs', 'poissons', 'Lait', 'fruits à coques', 'céleri', 'moutarde', ' graines de sésame', 'sulfites', 'Lupin', 'mollusques']","['Non végétalien', 'Non végétarien']",?,240,1004 kj(240 kcal),"12,3","3,9","22,3","2,5","8,1","0,81","0,324","['Ne pas recongeler', 'Fabriqué en France']",,E,"['Plats préparés', 'Samoussas']",12.3 g,en quantité modérée,3.9 g,en quantité modérée,2.5 g,en faible quantité,0.81 g,en quantité modérée,,+13%,+13%,+26%,+101%,-4%,-32%,+11%,-25%,-25%,-1,-120%,A,-120%,94.1%,2.8%,0.7%,0.7%,0.4%,1.4%,7,,,"['Céleri', 'Œufs', 'Poisson', 'Gluten', 'Lupin', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Anhydride sulfureux et sulfites']",4,,,,"['E322i - Lécithine', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,
1522,Falafels,3663219004497,,['France'],[],[],?,245,1025 kj(245 kcal),"10,3","1,1","26,7","2,4","7,9","1,16","0,464",['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Crêpes moelleuses - Le Temps des Crêpes - 300g,3663219004541,"['Le Temps des Crêpes', 'Dessaint Crêpes']",['France'],"['Lait entier en poudre réhydraté', 'farine de blé', 'bière 18 % ', 'eau', ""malts d'orge"", 'sucre', 'malt de blé', 'houblons', 'sucre 6 %', 'œufs entiers frais', 'huile de colza', 'amidon transformé', 'sel', 'poudres à lever ', 'E450', 'E500']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,229,958 kj(229 kcal),"10,5","2,53",29,11,"4,8","0,52","0,208","['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Farine de blé français', 'Triman', 'en:lait-francais-french-milk']",300 g,B,"['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées']",10.5 g,en quantité modérée,2.53 g,en quantité modérée,11 g,en quantité modérée,0.52 g,en quantité modérée,,-30%,-30%,-10%,-39%,-38%,-51%,-32%,-29%,-29%,6,-54%,C,-54%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,"['Plastique', 'Sous-vide', 'Frais']","['Œufs', 'Gluten', 'Lait']",4,['France'],"['France', 'Arras']",,"['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']","['EMB 62873', 'Wancourt (Pas-de-Calais, France)']",,
1524,Crêpes moelleuses sucrées,3663219004633,,['France'],[],[],?,254,1063 kj(254 kcal),"9,4","2,2",36,21,"5,7","0,49","0,196",,,B,"['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées']",9.4 g,en quantité modérée,2.2 g,en quantité modérée,21 g,en quantité élevée,0.49 g,en quantité modérée,,-22%,-22%,-20%,-47%,-23%,-7%,-19%,-33%,-33%,11,-15%,D,-15%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,,,,
1525,Crepes moelleuses sucrées au speculoos - Dessaint,3663219004640,['Dessaint'],['France'],[],[],?,261,1092 kj(261 kcal),11,"3,2",35,18,"5,7","0,62","0,248",['Sans conservateurs'],,B,"['Crêpes et galettes', 'Crêpes', 'Crêpes sucrées']",11 g,en quantité modérée,3.2 g,en quantité modérée,18 g,en quantité élevée,0.62 g,en quantité modérée,,-20%,-20%,-6%,-23%,-25%,-20%,-19%,-16%,-16%,11,-15%,D,-15%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,,,,
1526,Les petites galettes - Dessaint traiteur,3663219004664,['Dessaint traiteur'],['France'],"['Garniture 63% : Jambon cuit choix 255% ', 'jambon de porc*', 'eau', 'sel', 'sirop de glucose', 'stabilisants : triphosphates', 'diphosphates', ' arômes naturels', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', 'eau', 'emmental râpé français 1055% ', 'lait', 'crème fraiche ', 'lait', 'beurre concentré amidon modifiéï muscade', 'sel', 'poivre', 'arôme naturel ', 'lait', ' Galette 37% : eau', 'farine de sarrasin 7%5 farine de blé', 'jaune d*œufsaait écrémé en poudre', 'sel', ' * Porc origine Franca Pourcentages exprimés sur le produitfini', ' Information allergènes : Les informationsentgras somt destineesaux persotynes_ Iihplûantes ou allergiques', "" PeütC0iiteoir des traces de fruits à coq%'tsojqëéleri-ètpoisson""]","['Non végétalien', 'Non végétarien']",?,193,808 kj(193 kcal),"8,8","5,3","16,3","1,4","11,5","1,6","0,64","['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],4,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,
1527,"Les Petites Galettes ""Chèvre Tomates Cuisinées"" - Dessaint Traiteur - (200g) 8 * 25g",3663219004671,['Dessaint Traiteur'],['France'],"['Garniture 62 % : Tomates et tomates semi-déshydratées 22,5 %', 'purée de tomate', 'fromage de chèvre 11,5 % ', 'lait', ""huile d'olive} amidon sucre"", 'plantes aromatiques', 'ail', 'sel', '\rGalette 38% : eau', 'farine de sarrasin 7,5 %', 'farine de blé', ""jaune d'œufs"", 'lait écrémé en poudre', 'sel']",['Non végétalien'],?,198,828 kj(198 kcal),9,"3,3","21,2","5,1","6,7","1,2","0,48",,(200 g) 8 * 25 g,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",9 g,en quantité modérée,3.3 g,en quantité modérée,5.1 g,en quantité modérée,1.2 g,en quantité modérée,,-57%,-58%,-55%,-39%,-64%,+30%,-32%,-40%,-40%,9,-42%,C,-42%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,"['boîte', 'Plastique', 'Frais', 'Carton']","['Œufs', 'Gluten', 'Lait']",3,,,,,,,http://www.dessaintfoodservices.fr/les-petites-galettes.php
1528,Petites bouchées courgette menthe - Dessaint,3663219005074,"['Dessaint', 'Dessaint Traiteur']",['France'],"['Bouchées courgette menthe : courgettes 26%', 'pois cassés réhydratés', 'flocons de pommes de terre', 'eau', 'oignons', 'graines de millet', 'farine de blé', 'coriandre', 'huile de tournesol', 'menthe 2%', 'sel', 'poivre', ' Friture : huile de tournesol', ' Sauce curry acidulée : eau', 'sucre', ""vinaigre d'alcool"", 'coulis de tomate', 'amidon modifié de mais', 'jus de citron concentré', 'sel', 'curry 0,8%', 'épaississant : E415', ' Traces éventuelles de crustacés', 'soja', 'oeufs', 'poisson', 'lait', 'fruits à coque', 'céleri', 'moutarde', 'graines de sésame', 'lupin et mollusques']","['Végétalien', 'Végétarien']",?,285,1192 kj(285 kcal),"15,6","1,7",28,"3,7",6,"1,11","0,444","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,
1529,Les petites bouchées 100% végétal - Dessaint Traiteur,3663219005081,['Dessaint Traiteur'],['France'],[],"['Végétalien', 'Végétarien']",?,304,1272 kj(304 kcal),"16,3","1,9","30,5","4,6","6,6","1,15","0,46","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Falafel quinoa - Dessaint,3663219005098,['Dessaint'],['France'],[],"['Végétalien', 'Végétarien']",?,261,1092 kj(261 kcal),"12,4","1,5","27,2","2,8","7,7","1,73","0,692","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.254.022 CE', 'Saint-Martin-des-Champs (Finistère, France)']",,
1531,4 nems au poulet 65g et 1 sauce nuoc nâm - 100g,3663219005715,,['France'],[],[],?,211,883 kj(211 kcal),"11,6","3,7","18,4","3,5","7,5","1,87","0,748",,100 g,C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",11.6 g,en quantité modérée,3.7 g,en quantité modérée,3.5 g,en faible quantité,1.87 g,en quantité élevée,,+6%,+7%,+47%,+191%,-19%,+33%,+5%,+48%,+48%,13,+208%,D,+208%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,,,
1532,Melon Charentais -,3663269000142,,['France'],['Melon charentais'],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons Cantaloup', 'Melons Charentais', 'Melons frais']",,,,,,,,,,,,,,,,,,,,,,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,['France'],,['Cora'],,,,
1533,Bubble Gum,3663273071602,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,P'tits chocos,3663290100729,,['France'],[],[],?,470,1966 kj(470 kcal),15,"9,7",76,54,"4,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Dragées - 400g,3663290101337,,['France'],[],[],?,477,1996 kj(477 kcal),16,"1,4",73,69,"5,8","0,03","0,012",,400 g,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Dragées']",16 g,en quantité modérée,1.4 g,en faible quantité,69 g,en quantité élevée,0.03 g,en faible quantité,,+2%,+1%,-12%,-72%,+8%,+11%,-5%,+27%,+27%,16,-19%,D,-19%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,"['EMB 13211N', 'Marseille 11e  Arrondissement (Bouches-du-Rhône, France)']",,
1536,Sucre pétillant,3663299000204,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Pâte d'amande rouge,3663299000600,,['France'],[],[],?,417,1745 kj(417 kcal),"10,7","1,1","75,7","72,9","3,6","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Œufs de mouette - 180g,3663301100236,,['France'],[],[],?,506,2117 kj(506 kcal),22,14,69,59,"4,3","0,2","0,08",,180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 13211N', 'Marseille 11e  Arrondissement (Bouches-du-Rhône, France)']",,
1539,Dragées extra delicious,3663301101554,,['France'],[],[],?,477,1996 kj(477 kcal),16,"1,4",73,69,"5,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Fruits secs noix de coco - Trésors Du Chefs - 800g,3663327000107,['Trésors Du Chefs'],['France'],"['Oix de coco râpée Sri Lanka', ' Ingrédient : noix de coco ', '10006', ' Origine Poids Net : 800 g']",[],?,683,2858 kj(683 kcal),"65,1","57,1","9,2","7,3","6,6","0,08","0,032",,800 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Coulis aux 3 fruits rouges - Trésors de Chefs,3663327000404,['Trésors de Chefs'],['France'],"['Purée de framboises 40%', 'purée de fraises 20%', 'purée de groseilles 20% sucre de canne 20%']",[],?,118,494 kj(118 kcal),"0,3",0,28,28,"0,9","0,006","0,002","['Sans colorants', 'Sans conservateurs']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de fruits rouges']",0.3 g,en faible quantité,0 g,en faible quantité,28 g,en quantité élevée,0.0058 g,en faible quantité,,+2%,+1%,+61%,-100%,+6%,+13%,+30%,-25%,-25%,5,+116%,C,+116%,,,,,,,,,,,1,,,,,,,
1542,Coulis d'abricots - Trésors de Chefs,3663327000411,['Trésors de Chefs'],['France'],"[""Purée d'abricots 80%"", 'sucre de canne 20%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,119,498 kj(119 kcal),"0,2",0,29,29,"0,7","0,004","0,002",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', ""Coulis d'abricot""]",0.2 g,en faible quantité,0 g,en faible quantité,29 g,en quantité élevée,0.0045 g,en faible quantité,,-6%,-6%,+10%,-100%,-2%,+1%,+2%,-79%,-79%,5,+17%,C,+17%,,,,,,,,,,,3,,,,,,,
1543,Noix de coco râpée,3663327000596,,['France'],[],[],?,683,2858 kj(683 kcal),"65,1","57,1","9,2","7,3","6,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Graines de sesame - Tresors De Chefs,3663327000602,['Tresors De Chefs'],['France'],[],[],?,644,2694 kj(644 kcal),"56,4","7,6","9,3","0,45","17,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Fruits confits en cubes,3663327000787,,['France'],[],[],?,280,1172 kj(280 kcal),"0,48","0,3",72,60,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Décor chocolat noir - Tresors De Chefs,3663327000817,['Tresors De Chefs'],['France'],[],[],?,519,2171 kj(519 kcal),"30,3","18,2","51,9","49,4","5,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Décor Feuilletine - Trésors de Chefs - 250g,3663327000862,['Trésors de Chefs'],['France'],"['farine de blé', 'sucre', 'beurre concentré ', '6,2 %', 'poudre de lait écrémé', ""malt d'orge"", 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,424,1774 kj(424 kcal),"7,5","4,4",83,"44,5","5,5",1,"0,4",,250 g,,"['Aides culinaires', 'Décorations alimentaires']",7.5 g,en quantité modérée,4.4 g,en quantité modérée,44.5 g,en quantité élevée,1 g,en quantité modérée,,+3%,+5%,-11%,-2%,+5%,-36%,+161%,+871%,+871%,22,+23%,E,+23%,,,,,,,,,"['Sachet', 'Plastique', 'Doypack']","['Gluten', 'Lait']",3,,,,,,,
1548,Pralin Grain - Tresors De Chefs,3663327000886,['Tresors De Chefs'],['France'],[],[],?,506,2117 kj(506 kcal),"33,2","2,8","52,8","51,2","10,2","0,01","0,004",,,,['Aides culinaires'],33.2 g,en quantité élevée,2.8 g,en quantité modérée,51.2 g,en quantité élevée,0.01 g,en faible quantité,,+54%,+53%,+341%,-3%,-5%,+51%,+127%,-98%,-98%,18,+46%,D,+46%,,,,,,,,,,,,,,,,,,
