,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,labels,traceability_code,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,additives,allergens,nova_score,markets,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner,origin_detail
1595,Piadina,8002234730373,['France'],[],[],?,315,1318 kj(315 kcal),"11,4","1,7",45,"0,9","6,9","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Chou farci au foie gras de canard,3461951012684,['France'],[],[],?,105,439 kj(105 kcal),7,3,2,2,5,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Sel de mer,3700238371169,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Oeuf de plein air,3770016964005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,GRANIONS Resveratrol 200mg,3760155210507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Bouillon bio légumes,4613468649474,['France'],[],[],?,164,686 kj(164 kcal),2,"0,3",27,"9,3","3,8",1,"0,4",,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Sauce de soja aigre douce,3760030144460,['France'],[],[],?,286.6667,1199 kj(286 kcal),"0,667",0,70,"69,333","0,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Fuoco d'amore,8007548003885,['France'],[],[],?,276,1155 kj(276 kcal),27,"5,8","6,6","1,6","0,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Le maxi filet de poulet sans ogm,2276751025397,['France'],[],[],?,107,448 kj(107 kcal),"1,3","0,4",0,0,23,"0,18","0,072",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-18%,-55%,-100%,+1%,,,D,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,-17%,-46%,-100%,-76%,-76%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1604,Chicken nuggets,5902767603027,['France'],[],[],?,198,828 kj(198 kcal),"11,1","1,5","11,4","0,5","12,4","0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Ultra fine oats,000113405,['France'],[],[],?,1500,6276 kj(1500 kcal),"8,1","1,6","61,3","1,5",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Amande en poudre,3429220003603,['France'],[],[],?,626.2,2620 kj(626 kcal),"53,4","4,04","1,5","1,08","25,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Terrine de Sanglier,3342630005008,['France'],[],[],?,361,1510 kj(361 kcal),34,13,"1,8",0,13,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Crémant de Bordeaux,3760311850059,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Menthe douce du Piémont du Vercors infusions,3398984220390,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,Couronne pépites chocolat,0209084032475,['France'],[],[],?,306,1280 kj(306 kcal),"7,6","3,5",52,39,7,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Roma jambon speck,13808785,['France'],[],[],?,213,891 kj(213 kcal),11,"1,5",20,"5,2","7,2","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,8422410329809,8422410329809,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Tomates cerises mozzarella et basilic,3106520008261,['France'],[],[],?,165,690 kj(165 kcal),14,"4,2","4,2","4,2","5,8","0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Gallien de chateau dubon,3700066619235,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Gruyere,0201982016731,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Gaperon des bois noirs à l’ail des ours,3760014992049,['France'],[],[],?,310,1297 kj(310 kcal),26,19,1,1,19,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Saucisses de volaille Bio -,2444013037529,['France'],[],[],?,158,661 kj(158 kcal),"9,3","2,7","0,4","0,3",18,"1,7","0,68",,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,-12%,-21%,-68%,+9%,"['Bio', 'Viande Française', 'Volaille-francaise']",,E,9.3 g,en quantité modérée,2.7 g,en quantité modérée,0.3 g,en faible quantité,1.7 g,en quantité élevée,-13%,-26%,-42%,-4%,-4%,5,-49%,C,-49%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,
1618,Sauce taïlandaise,3760275572363,['France'],[],[],?,166,695 kj(166 kcal),"0,5","0,1",59,46,9,"10,9","4,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Mini Saucisses Sèches à croquer,3560071268565,['France'],[],[],?,476,1992 kj(476 kcal),40,17,"2,3","2,3",27,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Choucroute cuite -,2891740007675,['France'],[],[],?,41,172 kj(41 kcal),"2,3",1,3,"2,3","1,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choucroute cuisinée,,,,,,,,,,
1621,Farina pe pizza integrale,8009355000293,['France'],[],[],?,366,1531 kj(366 kcal),"2,8","0,4",65,"2,2","13,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Extrait de yuzu 50 ml,3700105235853,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Compote pomme abricot,3263859696412,['France'],[],[],?,49,205 kj(49 kcal),0,0,11,10,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,00647069,00647069,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,lomo de bellota,0004005007057,['France'],[],[],?,1269,5309 kj(1269 kcal),17,"5,2","0,9","0,7","36,5",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,2 hampes -,2464890039164,['France'],[],[],?,153,640 kj(153 kcal),"8,6","3,9",0,0,"0,19","3,7","1,48",,,,,,,,,,"['Viande Française', 'Nutriscore', 'Nutriscore A', 'Viande-bovine-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Fuchs Sauerbraten Gewürzmischung,4027900285258,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Café sidamo,3457041166207,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Folie n6 chocoviennoises,3078814307094,['France'],[],[],?,514,2151 kj(514 kcal),29,10,51,49,"9,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Kal Vitamine D3 Liquide 53ML Soit 1760 Gouttes,0021245180449,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Sablés au beurre - Max Poilâne,3760044430900,['France'],[],[],?,?,,?,,?,,?,,,,,['Max Poilâne'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Sablés au beurre']",,,,,,,,C,,,,,,,,,,,,,,,,,,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,
1632,no name,3760233468325,['France'],[],[],?,?,,?,,?,,?,,,,,['no name'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Nature Living Superfood,5060018510354,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Rousquilles,3760300061602,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Italia style,8719987836671,['France'],[],[],?,50,209 kj(50 kcal),"1,7","0,2","6,59","0,9","1,7","3,16","1,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Cidre de Normandie Brut,3182281148354,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bruts']",,,,,,,,D,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,
1637,Sublime de Canard aux Girolles,3280950106022,['France'],[],[],?,123,515 kj(123 kcal),"7,5","3,9","2,2","0,5",11,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Insalata Bonduelle Iceberg GR.,8006862003991,['France'],[],[],?,18,75 kj(18 kcal),"0,2","0,1","2,5","1,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Latte Macchiato Vanilla,5902480014988,['France'],[],[],?,181,757 kj(181 kcal),13,5,"1,5","1,5",14,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Chiffonnade de poitrine de dinde,7157454748866,['France'],[],[],?,89,372 kj(89 kcal),1,"0,3",4,"1,5",16,"1,75","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Fillet de canard au piment d’Espelette,4056489369691,['France'],[],[],?,173,724 kj(173 kcal),11,"3,8","0,5","0,5",18,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Saumon des fjords de Norvège - U,3256221504880,['France'],[],[],?,?,,?,,?,,?,,,,,['U'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Tome de chèvre,0200684093217,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Boule Magique Pop,5011061000699,['France'],[],[],?,370,1548 kj(370 kcal),"2,9","2,9",86,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Organic Japanese Tamari Soya Sauce - Clearspring,5021554002222,['France'],[],[],?,199,833 kj(199 kcal),"0,2","0,1",34,"1,8",14,"15,9","6,36",,,['Clearspring'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Bread Chicken Nuggets,4260131412073,['France'],[],[],?,271,1134 kj(271 kcal),"17,4","3,8","16,6","1,1","11,7",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,mini perles -  - 91g,7616500666986,['France'],[],[],?,590,2469 kj(590 kcal),41,25,49,48,"5,2","0,14","0,056",91g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"chocolats au lait fourrés assortis, décorés",,,,,,,,,,
1648,Boudin noir aux oignons -,3268680017405,['France'],[],[],?,109,456 kj(109 kcal),"6,5","2,4","2,2","2,1",10,"1,8","0,72",,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons']",,-57%,-70%,-27%,-14%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,D,6.5 g,en quantité modérée,2.4 g,en quantité modérée,2.1 g,en faible quantité,1.8 g,en quantité élevée,-57%,-71%,+4%,+35%,+35%,5,-68%,C,-68%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,,
1649,Brochettes St-jacques ail & Fines herbes,2416891024533,['France'],[],[],?,117,490 kj(117 kcal),"4,7","0,7","1,4",0,17,"0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,"Crousti - Netto - 192,5g",73250392425951,['France'],"['Chocolat au lait ', 'sucre', 'lait entier en poudre', 'beurre de caca', 'pate de cacao', 'lactosérum en poudre ', 'lait', 'émulsifant : lécithines de soja', 'arôme naturel de vanille', 'céréales croustillantes maltées ', 'farine de malt de ble amidon de blé', 'sucre', ""extrait de malt d'orge"", 'lait écrémé en poudre', 'beure cacao', 'sel', 'arôme naturel de vanille', 'sirop de glucose', ' Cacao : 30% minimum dans le chocolat au lait', ' Traces éventuelles de : fruits à coque et arachides', ' CONSEILS ET INFORMATIONS: À sachet']",['Non végétalien'],2054,123,2054 kj(123 kcal),"22,9","14,3","62,3","6,8","6,8","0,35","0,14","192,5 g",['Plastique'],['Netto'],['Billes de cereales maltees'],,,,,,['en:billes chocolat céréales'],,,22.9 g,en quantité élevée,14.3 g,en quantité élevée,6.8 g,en quantité modérée,0.35 g,en quantité modérée,,,,,,18,,D,,,,,,,,,,['E322i - Lécithine'],"['Gluten', 'Lait']",4,,['en:beurre cacao lait entier en poudre farine malt et blé glucose lécithine soja'],,,,,
1651,Kiwi Tranche deshydratée,3760177745476,['France'],[],[],?,370,1548 kj(370 kcal),0,0,92,67,1,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Piquillos,3760141325048,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,"Oeufs pochés, riz libanais & épinards - Seazon",3701456310220,['France'],[],[],?,106,444 kj(106 kcal),4,1,11,1,6,0,0,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,"Canistrelli, saveur citron -",3555081150740,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Marinero,6224000250942,['France'],[],[],?,56,234 kj(56 kcal),0,0,"35,5",1,0,"0,012","0,005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Câpres,8437019512446,['France'],[],[],?,34,142 kj(34 kcal),"0,4","0,1","4,15","0,1","2,6","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Boukha Bokobsa Eau De Vie Figs Fig Brandy,3277711010124,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Jambon cuit supérieur,3089734576002,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Pesto Verde Vegan - Naturalia,3700036907386,['France'],[],[],?,379,1586 kj(379 kcal),39,"5,5","3,3","1,5","3,1","2,4","0,96",,,['Naturalia'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Pain d’épices,3279130101063,['France'],[],[],?,356,1490 kj(356 kcal),"0,5","0,15",80,"31,4","6,7","0,278","0,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Les boules de gomme -,3346041398032,['France'],[],[],?,194,812 kj(194 kcal),"0,4","0,1",60,29,1,"< 0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Sucre épicé,7610897025647,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Les grands lardons,3275461006213,['France'],[],[],?,218,912 kj(218 kcal),"16,1",6,"0,9","0,8","17,4","3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Gâteau à la broche,3440630006114,['France'],[],[],?,472,1975 kj(472 kcal),26,9,54,34,6,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Thym Menthe - Léa Nature Jardin Bio,34788200060,['France'],[],[],?,?,,?,,?,,?,,,,,['Léa Nature Jardin Bio'],,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Pois chiches bio - les germés,3111952031985,['France'],[],[],?,380,1590 kj(380 kcal),"6,3","6,3",50,"3,4",23,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,+100%,+108%,+112%,+125%,['Bio'],,B,6.3 g,en quantité modérée,6.3 g,en quantité élevée,3.4 g,en faible quantité,,,+102%,+1511%,+107%,,,,,,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,,
1667,Candy canes,1000034974215,['France'],[],[],?,398,1665 kj(398 kcal),0,0,97,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Ginger lipton,8936000810467,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Candy canes -,1000034974208,['France'],[],[],?,398,1665 kj(398 kcal),0,0,97,64,0,"< 0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Escalopes de poulet - Le gaulois,2276755028073,['France'],[],[],?,?,,?,,?,,?,,,,"['Frais', 'Sous vide']",['Le gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",,,,,,"['Viande Française', 'Volaille Française']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",D,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,['France'],,,,
1671,Thé Noir Café,3554740201151,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Saucisson pur boeuf halal,2763907002802,['France'],[],[],?,431,1803 kj(431 kcal),30,14,0,0,39,"6,2","2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Fava beans and chick peas,0684500705810,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,"Couscous poulet, merguez - U",3256228669896,['France'],[],[],?,158,661 kj(158 kcal),"7,5","1,8",14,"2,3","7,9","0,95","0,38",,,['U'],"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",,+3%,+74%,-20%,+6%,,,,7.5 g,en quantité modérée,1.8 g,en quantité modérée,2.3 g,en faible quantité,0.95 g,en quantité modérée,+4%,+53%,+8%,+25%,+25%,2,+3446%,B,+3446%,,,,,,,,,,,,,,,,,,
1675,Tteokguk,8717624004391,['France'],[],[],?,219,916 kj(219 kcal),"0,1",0,51,0,3,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Assortiment festif du nord,3588570005115,['France'],[],[],?,473,1979 kj(473 kcal),18,12,70,29,"6,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Contrôle poids +,3491953788751,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Lemon Haze - Sativa - 2g,7427136800244,['France'],"['Nourrit très bien', ' A accompagner de toute sorte de nourriture']",[],?,?,,?,,?,,?,,,2g,['Bocal en verre'],['Sativa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",,,,,,"['Taux de CBD 3,41\xa0% Taux de THC : 0,12\xa0%']",,A,,,,,,,,,,,,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,,,,,,['France'],['France'],,,,
1679,Speculoos,3760195981092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,8410650150444,8410650150444,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Fleur de sel de guérande,5060859750018,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel', 'Sels de Guérande', 'Fleurs de sel de Guérande']",,,,,,,,B,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,
1682,Critical care,0744845701189,['France'],[],[],?,15,63 kj(15 kcal),2,1,1,0,2,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Girofle entière,3539341100096,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,26089362,26089362,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Biscotte bio,7333383981981,['France'],[],[],?,435,1820 kj(435 kcal),"7,3","1,4",63,"0,9",19,"0,5","0,2",,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Farine de coco râpé,42866275,['France'],[],[],?,692,2895 kj(692 kcal),68,60,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Potage,3233051125157,['France'],[],[],?,320,1339 kj(320 kcal),"3,6","1,2","3,6","3,6","14,8","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Velouté courgette gingembre -,3770007785152,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de courgettes']",,,,,,,,B,,,,,,,,,,,,,,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,
1689,Sugar décoration,8718781588526,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Lunettes croustillantes aux frambooses,3663906200065,['France'],[],[],?,427,1787 kj(427 kcal),"15,7","10,1","63,5",30,"1,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Perles d'argent,3274372097006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Croc’break,3564706659445,['France'],[],[],?,481,2013 kj(481 kcal),19,"6,1",71,32,"5,1","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Olives vertes au pistou,3327271307568,['France'],[],[],?,153,640 kj(153 kcal),15,"2,4","1,1",0,"1,2","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Vodka Lesna Poziomka,5900343007450,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Bloc de foie gras de canard,3432770043845,['France'],[],[],?,531,2222 kj(531 kcal),56,25,"1,5","1,3","5,2",2,"0,8",,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,+4%,+6%,-36%,-25%,,,B,56 g,en quantité élevée,25 g,en quantité élevée,1.3 g,en faible quantité,2 g,en quantité élevée,+4%,+11%,-4%,+65%,+65%,24,+17%,E,+17%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1696,Lentilles roses - 1001 GRAINES - 400grammes,3683080450391,['France'],[],[],1448,343,1448 kj(343 kcal),"2,3","0,3","63,3","1,1",23,1,"0,4",400 grammes,['sachet doypack'],['1001 GRAINES'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs']",+93%,+75%,+48%,+145%,+77%,,,,2.3 g,en faible quantité,0.3 g,en faible quantité,1.1 g,en faible quantité,1 g,en quantité modérée,+77%,+16%,-25%,+153%,+153%,-2,,A,,,,,,,,,graines de lentilles roses,,,,,['FRANCE - BERRY'],['ISSOUDUN 36100'],https://1001-graines.fr/,,,
