,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,packaging,traceability_code,ingredients_origins,quantity,generic_name,additives,allergens,nova_score,manufacturing,markets,link,palm_ingredients
1589,8428027002517,8428027002517,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Cannabis tea,8719189155846,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1591,01722284,01722284,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Barbe à papa,6111250130325,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
1593,2957797002305,2957797002305,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,9342985000714,9342985000714,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,7610202411974,7610202411974,,,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Trader Joe's,00689649,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"[""Trader Joe's""]",,,,,,,,,,,,
1597,3661362430415,3661362430415,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Premium Italian Pasta Sauce - Pomodoro Calda - 25oz (1lb. 9oz) 708g,0612227122757,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Sauces', 'Sauces pour pâtes']",,"['France', 'États-Unis']","['Tomatoes', 'Water', 'Sunflower Oil', 'Sugar', 'Salt', 'Corn Starch', 'Dehydrated Garlic', 'Spices', 'Extra Virgin Olive Oil', 'Citric Acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,70,,293 kj(70 kcal),,"1,5",,0,,13,,7,,2,,"1,525",,"0,61",,,,,,,,,,,,,['Pomodoro Calda'],['Bottle'],,,25 oz (1 lb. 9 oz) 708 g,Spaghetti Sauce,['E330 - Acide citrique'],,3,['USA'],,,
1599,0634158715778,0634158715778,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Basmatic rice,8903662010344,,,,['France'],[],[],,,,,,,,,?,,355.55555555556,,1488 kj(355 kcal),,0,,0,,"77,778",,0,,"8,889",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1601,9349665000125,9349665000125,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Madagascar64,3770009196116,,,,['France'],[],[],,,,,,,,,?,,568,,2377 kj(568 kcal),,40,,24,,40,,36,,"7,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Pain cereales et graines,0209964017196,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,3760174650025,3760174650025,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Pave complet,0209432014436,,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,"2,3",,"0,5",,67,,"3,8",,14,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1606,Classique hudson,3663446003461,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Thé Vert Jasmin,0680275056645,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Maison Lucas,2280124055195,,,,['France'],[],[],,,,,,,,,?,,895,,3745 kj(895 kcal),,14,,"2,4",,"0,2",,0,,22,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,
1609,Parmigiano Reggiano,2135081002204,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['France'],[],[],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",+0%,"0,64",+0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1610,Pate sablee - La Vie Claire,3266191060286,,,,['France'],[],[],,,,,,,,,?,,380,,1590 kj(380 kcal),,17,,12,,50,,14,,"6,2",,"0,69",,"0,276",,,,,,,,,,,,,['La Vie Claire'],['Film en plastique'],,,,,,,,,,,
1611,Tapenade Verte,3025058001028,B,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],21.2 g,en quantité élevée,2.31 g,en quantité modérée,0.02 g,en faible quantité,3.13 g,en quantité élevée,?,,203,-8%,849 kj(203 kcal),-8%,"21,2",-2%,"2,31",-28%,"0,9",-59%,"0,02",-95%,"1,5",-8%,"3,13",+9%,"1,252",+9%,14,+3%,D,+3%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,,,,
1612,3450122961326,3450122961326,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Hazel Nut Milk Chocolate,9403142002245,,,,['France'],[],[],,,,,,,,,?,,581.20001220704,,2432 kj(581 kcal),,"41,2",,16,,42,,"36,4",,"10,4",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,
1614,Mantecados,8414661500106,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Le moelleux - 500g,7290006463531,,,,['France'],[],[],,,,,,,,,?,,290,,1213 kj(290 kcal),,"8,2",,"1,2",,"52,4",,"1,2",,"1,6",,"0,99",,"0,396",,,,,,,,,,,,,,,,,500 g,,,,,,,,
1616,Tartelette carré Choco noisette,3250392829063,,,,['France'],[],[],,,,,,,,,?,,507,,2121 kj(507 kcal),,"25,1",,"14,9",,"61,8",,"31,2",,"6,7",,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,,
1617,Bonarea,00618526502020001178,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bonarea'],,,,,,,,,,,,
1618,Tartelette carré fraise - Chabrior,3250392829186,,,,['France'],[],[],,,,,,,,,?,,410,,1715 kj(410 kcal),,"10,2",,"6,8",,74,,"27,9",,"4,6",,"0,64",,"0,256",,,,,,,,,,,,,['Chabrior'],,,,,,,,,,,,
1619,3770014856005,3770014856005,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Barquette choco noisette,3250392829223,,,,['France'],[],[],,,,,,,,,?,,483,,2021 kj(483 kcal),,23,,"2,8",,60,,43,,"7,8",,"0,26",,"0,104",,,,,,,,,,,,,,,,,,,,,,,,,
1621,Les gourmandises de Sophie,3700345902256,,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,5",,"0,5",,87,,74,,1,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1622,Babybel minu,3073781153309,,,,['France'],[],[],,,,,,,,,?,,295,,1234 kj(295 kcal),,23,,"15,5",,0,,0,,22,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
1623,8437012847026,8437012847026,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Lucien Georgelin - 600g,3572420000771,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales fourrées']","['Fabriqué en France', 'Sans huile de palme']",['France'],[],[],16 g,en quantité modérée,5 g,en quantité modérée,32 g,en quantité élevée,0.5 g,en quantité modérée,?,,456,+5%,1908 kj(456 kcal),+4%,16,+16%,5,+32%,67,-1%,32,+12%,"7,5",+0%,"0,5",-22%,"0,2",-22%,13,0%,D,0%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,['Lucien Georgelin'],,,,600 g,,,,,,,,
1625,Elsässer,4061458073974,,,,['France'],[],[],,,,,,,,,?,,254,,1063 kj(254 kcal),,"2,1",,"0,7",,55,,"2,1",,"9,2",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1626,0261128020992,0261128020992,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Turbulo lait,3250392829209,,,,['France'],[],[],,,,,,,,,?,,489,,2046 kj(489 kcal),,"21,9",,"6,6",,"63,7",,"26,6",,"6,7",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,
1628,Pâté,0209007016667,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,50,,2,,2,,1,,10,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
1629,4260376848149,4260376848149,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Cuisses poulet fermier,0217823037650,,,,['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"5,9",,"1,7",,0,,0,,20,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,
1631,Pain energetique,0290004016736,,,,['France'],[],[],,,,,,,,,?,,274,,1146 kj(274 kcal),,"9,5",,1,,37,,"8,3",,"9,2",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,
1632,Pain pave prestige,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,"Les gourmandises, Berlingots à l'arôme naturel de Rose - Le Temps Des Mets",3760037523190,,,,['France'],[],[],,,,,,,,,?,,396,,1657 kj(396 kcal),,"0,5",,"0,1",,97,,65,,"0,5",,,,,,,,,,,,,,,,,['Le Temps Des Mets'],,,,,,,,,,,,
1634,3069538102867,3069538102867,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Mortadella tartufo meta negrini,2293838003604,,,,['France'],[],[],,,,,,,,,?,,271,,1134 kj(271 kcal),,23,,9,,"0,1",,"0,1",,16,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,
1636,5419980030900,5419980030900,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Rooibos détente,5430001360240,,,['Bio'],['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Filet de poulet,2228352063049,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1639,Rodajas de potón del pacífico,8414532007352,,,,['France'],[],[],,,,,,,,,?,,59,,247 kj(59 kcal),,1,,0,,"0,5",,"0,5",,12,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,
1640,Miel de Bourdaine,3770010191056,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Légumes pour pot au feu,5450540410039,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Pavé aux céréales bio leclerc,0253049008203,,,['Bio'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Poulet rôti,2209550005161,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']","['Nutriscore', 'Nutriscore B']",['France'],[],[],8.3 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,0.87 g,en quantité modérée,?,,167,+1%,699 kj(167 kcal),+0%,"8,3",+3%,"2,3",+3%,0,-100%,0,-100%,23,+3%,"0,87",-27%,"0,348",-27%,2,-57%,B,-57%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 85.055.001 CE', 'Chapelle-Palluau (Vendée, France)']",,,,,,,,,,
1644,Guindillas piments doux au vinaigre,7141047197155,,,,['France'],[],[],,,,,,,,,?,,34,,142 kj(34 kcal),,"0,3",,"0,1",,"4,4",,0,,"1,5",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
1645,cubes de tomates pelées - Trevi,5605458202218,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,2",,"2,7",,"0,8",,"0,42",,"0,168",,,,,,,,,,,,,['Trevi'],,,,,,,,,,,,
1646,Mini fripon x8,1000110000104,,,,['France'],[],[],,,,,,,,,?,,465,,1946 kj(465 kcal),,25,,12,,51,,23,,"7,5",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,
1647,Côté  echine,0200213020127,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Brioche tranchee,03314098,,,,['France'],[],[],,,,,,,,,?,,369,,1544 kj(369 kcal),,14,,"2,9",,50,,13,,"7,9",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1649,Nos toasts chauds,3660088162372,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Tresse à l épeautre,277610803011436250000240,,,,['France'],[],[],,,,,,,,,?,,403,,1686 kj(403 kcal),,13,,"8,1",,56,,"6,9",,14,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
1651,La souris d'agneau confite,2224658044546,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,5,,"1,9",,"1,9",,0,,18,,"0,96",,"0,384",,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,,
1652,2 escalope à griller,0202546045136,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['FR 31.483.001 CE', 'Saint-Gaudens (Haute-Garonne, France)', 'FR 64.061.005 CE', 'Artix (Pyrénées-Atlantiques, France)']",,,,,,,,,,
1653,Huile de cuisson,3760294960608,,,,['France'],[],[],,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,12,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Jing Hua Moon Cakes,3364691364962,,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,18,,"6,9",,64,,"0,5",,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Boudin blanc nature x2 -,2289752014697,,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",,['France'],[],[],22 g,en quantité élevée,9.1 g,en quantité élevée,2.6 g,en faible quantité,1.2 g,en quantité modérée,?,,252,+4%,1054 kj(252 kcal),+3%,22,+9%,"9,1",+16%,"3,5",-19%,"2,6",+32%,"9,8",-5%,"1,2",-19%,"0,48",-19%,17,+6%,D,+6%,,,,,,,,,,,,,,,,,,,,
1656,Boudin blanc - Maison Prunier,2477875024277,,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs', ""Boudins blanc à l'ancienne""]","['Sans colorants', 'Bleu Blanc Cœur']",['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,['Maison Prunier'],,,,,,,,,,,,
1657,Macarons,4099100002249,,,,['France'],[],[],,,,,,,,,?,,25,,105 kj(25 kcal),,8,,3,,19,,18,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Masaï trail,3770008296015,,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"3,5",,"0,7",,32,,19,,"50,7",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
1659,Veg dumplings,5060198530203,,,,['France'],[],[],,,,,,,,,?,,266,,1113 kj(266 kcal),,16,,"2,3",,26,,"1,5",,6,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1660,Reblochon de Savoie,2204672002845,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,['France'],[],[],27.6 g,en quantité élevée,16.9 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,332,+2%,1389 kj(332 kcal),+3%,"27,6",+3%,"16,9",-10%,"0,5",+36%,"0,5",+121%,"20,8",+4%,"1,3",-3%,"0,52",-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1661,emince boeuf provencale,2296214043829,,,,['France'],[],[],,,,,,,,,?,,151.60000610352,,634 kj(151 kcal),,"6,6",,1,,"0,6",,"0,4",,"22,2",,"0,9",,"0,36",,,,,,,,,,,,,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",,,,,,,,,,
1662,Poulet BIO Fermier,2287664015115,,,['Bio'],['France'],[],[],,,,,,,,,?,,153,,640 kj(153 kcal),,"7,6",,"2,2",,"0,5",,"0,5",,21,,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,
1663,"Boudin noir - Comte de Bellou - 0,366kg",2463697028470,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs']",,['France'],"['Viande et gras de porc', 'sang de porc', 'oignon ', '30%', 'sel', 'protéines de sang de porc', 'plasma de porc déshydraté', 'poivre', 'sucre brun', 'acidifiant : acétate de sodium', ' Boyaux naturels de porc', ' \r Peut contenir des traces de LAIT', 'BLÉ', 'ŒUF', 'SOJA', 'CÉLERI', 'MOUTARDE et SULFITES']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",27.5 g,en quantité élevée,10.6 g,en quantité élevée,0.8 g,en faible quantité,1.26 g,en quantité modérée,?,,289.70001220703,+18%,1212 kj(289 kcal),+19%,"27,5",+36%,"10,6",+35%,"0,8",-81%,"0,8",-62%,"10,6",-2%,"1,26",-13%,"0,504",-13%,18,+15%,D,+15%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Comte de Bellou'],['Sous-vide'],,,"0,366 kg",,['E262i - Acétate de sodium'],,3,,,,
1664,Gelatina fruit de la passion -  - 170g,5607135162822,,"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour desserts gélifiés']",,['France'],[],[],,,,,,,,,?,,338,+136%,1414 kj(338 kcal),+147%,0,-100%,0,-100%,"84,3",+191%,0,-100%,"9,2",+165%,"0,5",+87%,"0,2",+87%,,,,,,,,,,,,,,,,170 g,,,,,,,,
1665,Tarallini senza glutine,8028116039013,,,,['France'],[],[],,,,,,,,,?,,449,,1879 kj(449 kcal),,17,,"2,4",,63,,"1,9",,"7,9",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,
1666,Peanut rice paper sauce,8858135002053,,,,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,0,,0,,43,,40,,0,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Maquereaux fumés,0205660012923,,,,['France'],[],[],,,,,,,,,?,,267,,1117 kj(267 kcal),,20,,"4,6",,2,,0,,21,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Mûre au coquelicot,3770005785604,,,,['France'],[],[],,,,,,,,,?,,190.0299987793,,795 kj(190 kcal),,"0,23",,"0,01",,"46,11",,"45,63",,"0,84",,"6,7",,"2,68",,,,,,,,,,,,,,,,,,,,,,,,,
1669,Guanciale pepe 3-4 mesi,2122273006188,,,,['France'],[],[],,,,,,,,,?,,663,,2774 kj(663 kcal),,"68,2",,"22,52",,"0,3",,"0,1",,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Boeuf cuit vinaigrette,70322590,,,,['France'],[],[],,,,,,,,,?,,303,,1268 kj(303 kcal),,26,,"3,8",,"0,7",,0,,16,,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,,,,,,
1671,"pintade prête à cuire - Exellence - 1,212kg",2199906005443,,"['Viandes', 'Volailles']",,['France'],['Pintade'],[],15 g,en quantité modérée,4 g,en quantité modérée,0.4 g,en faible quantité,0.13 g,en faible quantité,?,,217,+36%,908 kj(217 kcal),+36%,15,+135%,4,+127%,"0,5",-77%,"0,4",-24%,20,-2%,"0,13",-86%,"0,052",-86%,0,-100%,B,-100%,,,,,,,,['Exellence'],['Frais'],,,"1,212 kg",,,,,,,,
1672,Mousse au chocolat - Coeur de Picardi - 120g,3760027760543,D,"['Desserts', 'Desserts au chocolat', 'Mousses au chocolat']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,86.6%,6.7%,1.9%,3.5%,1.0%,0.3%,35,['Coeur de Picardi'],['Pot'],,,120 g,,,,,,,,
1673,Vin rouge,3760201820421,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Saint-Pourçain']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,-100%,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,['France'],,,,,,,,,
1674,Courgettes à la provençale,3760271200666,,,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],,,,,,,,,?,,414,,1732 kj(414 kcal),,"6,6",,"0,9",,"6,9",,5,,"2,1",,"1,43",,"0,572",,,,,,,,,,,,,,,"['EMB 86137', 'Loudun (Vienne, France)']",,,,,,,,,,
1675,Poulet cuit,2209620005893,,,,['France'],[],[],,,,,,,,,?,,191,,799 kj(191 kcal),,12,,"3,4",,"0,7",,"0,7",,20,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1676,Terrine de canard au Pineau des Charentes,3760098670413,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,['France'],[],[],35.1 g,en quantité élevée,11.3 g,en quantité élevée,0.4 g,en faible quantité,1.41 g,en quantité modérée,?,,375.9,+23%,1573 kj(375 kcal),+23%,"35,1",+33%,"11,3",+19%,"0,8",-53%,"0,4",-35%,"14,2",0%,"1,405",-8%,"0,562",-8%,20,+12%,E,+12%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,
1677,Saucisse fine Toulouse,2447436026637,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Roti cuit filet,2699515019942,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
1679,Guimauve fantaisie enrobée de chocolat au lait .,2608104022508,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Benjamin gautier artisan fromager,3770016368087,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1681,Sel au piment d'Espelette,3760137390302,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Thé english breakfast,5400606994850,,,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Cophelles,3770004412662,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Crème Cuisson 35%,0068200012872,,,,['France'],[],[],,,,,,,,,?,,333.33333333333,,1395 kj(333 kcal),,"33,333",,"23,333",,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Escargot de chipo couteau persille,2273346052080,,,,['France'],[],[],,,,,,,,,?,,161,,674 kj(161 kcal),,"9,3",,"3,5",,"0,5",,"0,5",,19,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
1686,Foies de volaille,0226015009054,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,
1687,Gouda vieux AOP Noord Holland,0212431019944,,,,['France'],[],[],,,,,,,,,?,,432,,1807 kj(432 kcal),,36,,24,,0,,0,,28,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
1688,Crudites,3700516003041,,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"4,2",,"0,3",,"4,8",,"2,9",,"1,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
