,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,generic_name,packaging,ingredients_origins,nova_score,manufacturing,additives,allergens,brand_owner,link,palm_ingredients
1175,Armagnak whisky,3014409001671,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Coulommiers au lait cru,3496080211981,['France'],[],[],?,284,1188 kj(284 kcal),22,15,"0,5","0,5",11,"1,7","0,68",,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Coulommiers']",22 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+2%,+2%,-1%,-3%,-2%,+92%,-42%,+14%,+14%,15,+6%,D,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1177,"Tic Tac ""The Simpsons - Homer""",8000500249024,['France'],[],[],?,?,,?,,?,,?,,,,,['Tic Tac'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Olive vertes entière,8410791037222,['France'],[],[],?,120,502 kj(120 kcal),3,2,2,1,"1,1",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Ail des ours,3760237381293,['France'],[],[],?,350,1464 kj(350 kcal),30,"3,9","2,3","2,3","0,6",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Anjou Gingembre,3770010075097,['France'],[],[],?,80,335 kj(80 kcal),"0,4","0,2",18,2,"1,7",0,0,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Axoa de canard,3760149955056,['France'],[],[],?,193,808 kj(193 kcal),"11,6","3,4",2,"0,9","20,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Truite fumée,0203921010565,['France'],[],[],?,?,,?,,?,,?,,,,E,,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",,,,,,,,,,,,,,,,,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,
1183,Porc du sud ouest,0291547031163,['France'],[],[],?,?,,?,,?,,?,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Levadura polvo - El Corte Ingles,8433329067447,['France'],[],[],?,?,,?,,?,,?,,,,,['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Aiguillettes de poulet marinées tomates origan - Maître Coq,0215711015940,['France'],[],[],?,107,448 kj(107 kcal),"1,5","0,5","1,1","0,6",22,"0,63","0,252",,D,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.5 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,0.63 g,en quantité modérée,,-15%,-15%,-19%,+5%,+22%,+101%,-3%,+44%,+44%,-2,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1186,Jambon traditionnel fume au bois de hêtre - Saint Alby,2205888002797,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",,,['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Rillettes de porc et de canard,3444110112012,['France'],[],[],?,174,728 kj(174 kcal),"12,4","4,44","5,56","0,87","10,1","1,835","0,734",,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",12.4 g,en quantité modérée,4.44 g,en quantité modérée,0.87 g,en faible quantité,1.83 g,en quantité élevée,,-57%,-57%,-66%,-64%,+862%,+247%,-38%,+34%,+34%,14,-27%,D,-27%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
1188,Chair à saucisse de porc fermier plein air de Vendée,3540881011193,['France'],[],[],?,235,983 kj(235 kcal),18,"8,1","0,6","0,5",15,2,"0,8",,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']",18 g,en quantité modérée,8.1 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,-11%,-11%,-20%,-6%,-48%,-22%,+13%,+20%,+20%,18,+2%,D,+2%,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,,,,,,,,,,,,,
1189,Feed le repas complet,2770022832153,['France'],[],[],?,394,1648 kj(394 kcal),13,"1,4",48,26,19,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Sel fin de guerande,3760019770185,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels de Guérande', 'Sels fins']",,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,['France'],,,,,,,
1191,Courgettes bio - 1kg,3760002453248,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,
1192,Knacks,2422875028800,['France'],[],[],?,288,1205 kj(288 kcal),26,"9,7","0,6","0,6",13,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.529.001 CE', 'Weyersheim (Bas-Rhin, France)']",,,,,,,,,,,
1193,Pate recette landaise,2473675023816,['France'],[],[],?,326,1364 kj(326 kcal),28,11,"2,3",0,15,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Lasaña boloñesa - El Corte Inglés,8433329087933,['France'],[],[],?,139,582 kj(139 kcal),"7,4","2,3",11,"2,8","6,4","0,7","0,28",,D,['El Corte Inglés'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",7.4 g,en quantité modérée,2.3 g,en quantité modérée,2.8 g,en faible quantité,0.7 g,en quantité modérée,,+4%,+4%,+22%,-9%,-12%,+3%,+1%,-11%,-11%,3,+30%,C,+30%,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,,,,,,,,,,,
1195,Le subtil (rose-violette-cocquelicot),3770008143074,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Beignet à la crême - Auchan,2030000022380,['France'],[],[],?,?,,?,,?,,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,
1197,Single origin colombia - 200g,7633036966465,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
1198,Pierre Chanau Touraine Sauvignon Blanc 12° -3l,3254569111883,['France'],[],[],?,?,,?,,?,,?,,,,,['Pierre Chanau'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Teisseire Barman Sirup Granatapfel 70CL Flasche Kaufen - 70cL,3092718599706,['France'],[],[],?,?,,?,,?,,?,,,,,['Teisseire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cL,,,,,,,,,,,,
1200,Velouté pomme mangue - Charles & Alice,3297760019589,['France'],[],[],?,67,280 kj(67 kcal),"0,6","0,2",14,12,"0,5","0,01","0,004",,,['Charles & Alice'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Quinoa d'ile de france,0085382665184,['France'],[],[],?,399,1669 kj(399 kcal),"6,3","0,01",69,"0,01","16,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Rhum Charrette,3770003553953,['France'],[],[],?,?,,?,,?,,?,,,['en:Rhum de la Réunion'],C,['Charrette'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums']",,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,,,,,
1203,Jambon à l'ancienne,2602660022248,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1204,Filet de poulet - Le Gaulois,2487391033066,['France'],[],[],?,108,452 kj(108 kcal),"1,8","0,5",0,0,23,"0,13","0,052",,D,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.8 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,,-18%,-17%,-38%,-33%,-100%,-100%,+1%,-83%,-83%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1205,100 Plus,9556570105207,['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,8","5,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Onglet - Charal,2494593036801,['France'],[],[],?,153,640 kj(153 kcal),"8,6","3,9",0,0,19,"0,19","0,076",,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Bis Crai Ripieni Mela,8002895074830,['France'],[],[],?,421,1761 kj(421 kcal),13,"3,3","70,02",35,"4,8","0,5","0,2",,,['Crai'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Nussbrot Güetli 186,0186000000001,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Le Cookie-Chocolat blanc - Daily monop - 75g,3350033646650,['France'],"['Farine de BLÉ - BEURRE de charentes-poitou AOP - chocolat blanc 19% ', ' sucre', 'beurre de cacao 6 %', 'poudre de LAIT ÉCRÉMÉ', 'BEURRE concentré', 'émulsifiant : lécithine de SOJA', 'arome naturel de vanille', "" - sucre - poudre de LAIT entier - OEUFS de poules élevées en plein air - amidon de maïs - poudre d'AMANDE - sel - sucre caramélisé - arôme naturel - sirop de sucre inverti"", "" Fabriqué dans un atelier qui utilise des arachides et d'autres fruits à coque"", ' Soutien au cacao durable']",['Non végétalien'],2063,493,2063 kj(493 kcal),27,17,56,34,"6,1","0,58","0,232",['Cacao durable'],C,['Daily monop'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat']",27 g,en quantité élevée,17 g,en quantité élevée,34 g,en quantité élevée,0.58 g,en quantité modérée,-2%,-0%,-0%,+7%,+37%,-6%,+8%,-2%,-14%,-14%,24,+6%,E,+6%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,75 g,,['Monoprix'],,['sachet plastique'],,4,,['E322i - Lécithine'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,
1210,Jambon cuit ac blanc,2248966014893,['France'],[],[],?,126,527 kj(126 kcal),"4,4","1,6","0,5",0,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,"Doux'Choux, salade de choucroute  d'Alsace, sauce raifort",2108230000000,['France'],[],[],?,103,431 kj(103 kcal),"9,6","0,8","3,1","0,5","1,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Pepinillos sabor anchoa envase 200 g - La Guipuzcoana,8413250001284,['France'],[],[],?,17,71 kj(17 kcal),"0,2","0,1","2,3","0,6","1,3","1,5","0,6",,,['La Guipuzcoana'],['Pickles'],0.2 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,1.5 g,en quantité modérée,,-86%,-86%,-98%,-94%,-15%,-42%,+1%,-48%,-48%,6,-28%,C,-28%,,,,,,,,,,,,,,,,,,,,
1213,Gressins au romarin,8015565051147,['France'],[],[],?,426,1782 kj(426 kcal),11,"1,6",69,"2,6",11,3,"1,2",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",11 g,en quantité modérée,1.6 g,en quantité modérée,2.6 g,en faible quantité,3 g,en quantité élevée,,+1%,+1%,+2%,-29%,+3%,+4%,-4%,+58%,+58%,16,+25%,D,+25%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,,,,,
1214,Mimolette extra vieille - Auchan,0208628024402,['France'],[],[],?,?,,?,,?,,?,,,,D,['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles', 'Fromages-du-nord-pas-de-calais']",,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Auchan'],,,,,,,,,,
1215,Emmental,0262107025526,['France'],[],[],?,380,1590 kj(380 kcal),30,21,"0,5","0,5",27,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Sopa campesina,8410770600027,['France'],[],[],?,314,1314 kj(314 kcal),"0,8",0,"54,5","10,8","11,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Miel de manuka,9421904664579,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de manuka']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,6 Flaschen Tocornal Merlot Cono Sur- Chile,7804320381275,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Sardine à l'huile d'olive,3663350049517,['France'],[],[],?,236,987 kj(236 kcal),16,"3,7","0,5","0,5",24,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Togo Vera melon,0087703166813,['France'],[],[],?,189,791 kj(189 kcal),0,0,"10,9","10,5","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Chocolat noir zestes de citron - Alter Eco,30021275,['France'],[],[],?,545,2280 kj(545 kcal),35,21,49,43,"4,6","0,02","0,008",['Bio'],,['Alter Eco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Bambú en tiras/ bamboo shoot strip - 540g,0084909210456,['France'],[],[],?,15,63 kj(15 kcal),0,0,"0,6",0,"2,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540 g,,,,,,,,,,,,
1223,"Пельмени ""Rétro""",4036117030339,['France'],[],[],?,974,4075 kj(974 kcal),"9,1",3,28,"0,9","9,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Ribeira Gulas Al Ajillo Picantes,8429583007695,['France'],[],[],?,173,724 kj(173 kcal),11,"3,3","12,2","1,9","6,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Panecillos tostados de trigo,8433329066440,['France'],[],[],?,419,1753 kj(419 kcal),10,1,70,10,10,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Moringa,3660050026527,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Amandes,0200409002951,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Donuts chocolat,0207172012460,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,,,,,,,,,,,,,,,,,,,,,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,
1229,Biscuit aux pépites de chocolat - 900g,3556940902296,['France'],[],[],?,453,1895 kj(453 kcal),13,6,74,24,"7,9","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 g,,,,,,,,,,,,
1230,Bebida isotónica sabor cítricos con tapón sport - Aliada,8433329002073,['France'],[],[],?,26,109 kj(26 kcal),"0,1","0,1","6,4","6,4","0,1","0,08","0,032",,,['Aliada'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Les perles de vigne Jurançon - Maison Francis Miot,3700416201004,['France'],[],[],?,392,1640 kj(392 kcal),"7,7","4,9",76,68,"2,8","0,09","0,036",,,['Maison Francis Miot'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Yogur cremoso natural azucarado sin gluten tarro - La Ermita de San Pedro,8436019980453,['France'],[],[],?,121,506 kj(121 kcal),"7,5","5,1",11,11,"2,4","0,09","0,036",,,['La Ermita de San Pedro'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Jambon 1er choix,3661418000692,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,6 Crêpes maison,0260980012794,['France'],[],[],?,244,1021 kj(244 kcal),"9,45","4,17","30,65","12,57","7,84","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Hongyun moon cake,6954960700118,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Cuisses de poulet rôti - Le Gaulois,0217637042901,['France'],[],[],?,?,,?,,?,,?,,,['Sans conservateurs'],D,['Le Gaulois'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1237,Brioche maison,0203234013123,['France'],[],[],?,343,1435 kj(343 kcal),"7,2","3,8",56,14,11,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Capteur de calories,3456300010749,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Pain chocolat,0262191006562,['France'],[],[],?,?,,?,,?,,?,,,,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,
1240,Crepes nature - Auchan,2030000021130,['France'],[],[],?,?,,?,,?,,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,
1241,Chausson à la compote de pomme X4,0260156020998,['France'],[],[],?,?,,?,,?,,?,,,,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,,,,,,,,,,,,,,,,,,,,,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,,
1242,Reypenaer Proeverij 4 Kaasjes In Folie,8714529002163,['France'],[],[],?,399,1669 kj(399 kcal),48,"33,7",1,"0,1","25,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Pomme,3760254121018,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Gazpacho - Créaline,3422440003514,['France'],[],[],?,37,155 kj(37 kcal),"2,2","0,2",3,"2,2","0,7","1,1","0,44",,B,['Créaline'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",2.2 g,en faible quantité,0.2 g,en faible quantité,2.2 g,en faible quantité,1.1 g,en quantité modérée,,-10%,-10%,-10%,-48%,-11%,-14%,-11%,+65%,+65%,4,+236%,C,+236%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,,,,
1245,Fette biscottate,8007770111129,['France'],[],[],?,411,1720 kj(411 kcal),"9,8","0,9",71,"1,25",11,"0,39","0,156",['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Uncle Barns' Panko Bread Crumb - 200g,8850297990025,['France'],[],[],?,381,1594 kj(381 kcal),"2,35","0,91","77,2","3,35","12,8","0,955","0,382",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,
1247,Preparation de myrtilles - Maribel,99392994,['France'],[],[],?,?,,?,,?,,?,,,,,['Maribel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Tire-Bouchon Tomates basilic nature,3770009503136,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Matthieu,3770012793241,['France'],[],[],?,60,251 kj(60 kcal),"0,3","0,1","12,4","10,2","0,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Chocolat au lait noisette - Le Clos de l'Arche,3760027470350,['France'],"['Sucre de canne complet""', 'Beurre de cacao*', 'Lait 19%', 'Pâte de cacao*', 'Noisettes* 10% ', 'Vanille""', 'cacao 34% mini', ' ', '""', "" issu de l'agriculture Biologique""]",['Non végétalien'],?,556,2326 kj(556 kcal),"41,1","22,9","45,9","44,05","7,67","0,08","0,032","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",D,"[""Le Clos de l'Arche""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",41.1 g,en quantité élevée,22.9 g,en quantité élevée,44 g,en quantité élevée,0.08 g,en faible quantité,,-2%,-2%,+8%,+31%,-1%,+0%,-8%,-58%,-58%,25,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,3,,,"['Lait', 'Fruits à coque']",,,
1251,Mulberries - Moulin des moines,3347430008266,['France'],[],[],?,259,1084 kj(259 kcal),2,0,49,40,7,"0,13","0,052",['Bio'],,['Moulin des moines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Body Share Fit Coco,0497910021438,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Sneak tropikilla,5056090906147,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Thé vert à la menthe,3276650142958,['France'],[],[],?,395,1653 kj(395 kcal),0,0,"98,2","97,2","0,2","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Sneak Stealth edition,5056090906116,['France'],[],[],?,10,42 kj(10 kcal),3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Organic sprouted Alfalfa,5060031140026,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Bio de sésamo de agricultura ecológica - Santiveri,8412170019560,['France'],[],[],?,506,2117 kj(506 kcal),26,"3,6",54,48,10,0,0,['Bio'],,['Santiveri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Les p'tits Vénétes aux épices,3760133530610,['France'],[],[],?,547,2289 kj(547 kcal),28,17,66,28,"6,9","0,5","0,2",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Confiture de Lorraine,3760118051673,['France'],[],[],?,191,799 kj(191 kcal),0,0,47,47,"1,39","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,Special mie,0595316485363,['France'],[],[],?,257,1075 kj(257 kcal),"3,6","0,7",46,"5,9","8,6","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Apivita,5201279033538,['France'],[],[],?,201,841 kj(201 kcal),"0,5","0,1",43,"0,5","1,2",0,0,['Fabriqué en Suisse'],,['Apivita'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Pommes noisettes,5411031085464,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Chips et frites', 'Pommes noisettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Miel de bruyere blanche,0328000012770,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Schwenksteak,2707455002563,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
