,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,ingredients_origins,markets,palm_ingredients,producer_info,origin_detail
1431,Ketchup - Bocco Locco - 300g,3389090020899,B,,300 g,,['Bocco Locco'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,['France'],"['90% de coulis de tomate ', 'fabriqué à fusine ave 60% de tomates du Poitou Charentes', 'du concentré de tomates', ""des oignons et du vinaigre d'alcool"", 'sucre', 'sel', 'epices', ' Peut contenir des traces de POISSONS,CRUSTACES', 'MOLLUSQUES', 'CELERI', 'GLUTEN', 'OEUFS', 'LAIT', 'SULFITES']",,,[],3,0.5 g,en faible quantité,0.5 g,en faible quantité,11 g,en quantité modérée,1.1 g,en quantité modérée,?,,69,-35%,289 kj(69 kcal),-34%,"0,5",+105%,"0,5",+687%,14,-38%,11,-44%,"1,6",+23%,"1,1",-45%,"0,44",-45%,1,-92%,B,-92%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,
1432,Rillette thon poivrons - Ty-Gwenn,3389090020912,C,,,"['Bocal', 'Verre']",['Ty-Gwenn'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,['France'],[],,,[],,8.5 g,en quantité modérée,5.3 g,en quantité élevée,1 g,en faible quantité,1.2 g,en quantité modérée,?,,148,-30%,619 kj(148 kcal),-31%,"8,5",-46%,"5,3",+41%,"3,7",+75%,1,+5%,10,-35%,"1,2",+15%,"0,48",+15%,11,+77%,D,+77%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,"['Bio', 'Bio européen', 'FR-BIO-01', 'en:produced-in-bretagne']",,,,,,,
1433,Délices des sommets violette - La Confiserie Bressaude,3389681004093,,,,,['La Confiserie Bressaude'],,,['France'],[],,,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,98,,77,,0,,0,,0,,,,,,,,,,,,,,,,,,,,
1434,Pâte de Coing -,3389750010154,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,320,,1339 kj(320 kcal),,"0,5",,"0,5",,82,,71,,"0,5",,"1,1",,"0,44",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,
1435,Cannelle moulue -  - 50g,3390126000037,B,,50 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cannelle', 'Cannelle en poudre']",,['France'],['cannelle'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,63.0%,0.0%,17.9%,13.1%,5.9%,0.0%,78,,,,,,,,
1436,Épices pizza - 60g,3390126000563,,,60 g,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,9,,"3,6",,,,,,,,,,,,,,,,,,,,
1437,Mélange apéritif aux herbes - Jean Hervé - 400g,3390390000085,,,400 g,"['Bocal', 'Verre']",['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,['France'],"['Noix de cajou 25 %', 'cacahuètes 25 %', 'amandes 20 %', 'noisettes 20 %', 'shoyou ', 'soja jaune', 'blé', 'sel', 'Aspergillus Oryzae', ' 5 %', 'graines de tournesol 4,6 %', 'herbes ', 'marjolaine', 'origan', 'thym', ' 0,4 %']",,"['Gluten', 'Fruits à coque', 'Arachides', 'Soja']",[],3,53.2 g,en quantité élevée,53.2 g,en quantité élevée,4.8 g,en faible quantité,1.3 g,en quantité modérée,2567,+44%,621,+40%,2567 kj(621 kcal),+40%,"53,2",+155%,"53,2",+933%,"7,8",-84%,"4,8",-88%,"21,9",+139%,"1,3",+957%,"0,52",+957%,8,+5%,C,+5%,,,,,,,,"['Bio', 'Bio européen', 'Fabriqué en France']",['France'],,,,,,
1438,Cacao - Jean Hervé - 160g,3390390003192,E,Cacao,160g,['pot plastique'],['Jean Hervé'],"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",,['France'],['cacao à20/22% de matière grasse'],,,"[""Pourrait contenir de l'huile de palme""]",1,21 g,en quantité élevée,13.2 g,en quantité élevée,0.3 g,en faible quantité,0.075 g,en faible quantité,?,,332,-5%,1389 kj(332 kcal),-5%,21,+51%,"13,2",+64%,"12,4",-52%,"0,3",-97%,"22,3",+30%,"0,075",-31%,"0,03",-31%,9,-2%,C,-2%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,"['Bio', 'Sans sucre ajouté']",,,['AB'],['côté nature'],,,
1439,Puree amandes blanche sans cuisson - Jean herve,3390390006339,,,,,['Jean herve'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande"", ""Purées d'amande blanche""]",,['France'],"[""Amandes pelées* de l'agriculture biologique""]",,,[],,54 g,en quantité élevée,4.6 g,en quantité modérée,4.8 g,en faible quantité,30 g,en quantité élevée,?,,638,-2%,2669 kj(638 kcal),-2%,54,-5%,"4,6",-3%,"7,4",+31%,"4,8",+7%,"27,6",+17%,30,+172314%,12,+172314%,17,+275%,D,+275%,,,,,,,,"['Bio', 'Fabriqué en France']",,,,,,,
1440,Crème Au Parmigiano Reggiano Aop à La Truffe D?été,3392070010421,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,['France'],[],,,[],,29.2 g,en quantité élevée,12.2 g,en quantité élevée,3.5 g,en faible quantité,0.33 g,en quantité modérée,?,,375,-6%,1569 kj(375 kcal),-6%,"29,2",-2%,"12,2",-38%,"14,4",+1263058%,"3,5",,"11,9",-63%,"0,33",-79%,"0,132",-79%,10,-40%,C,-40%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1441,"Ravioli Aux Champignons à La Truffe D'été (1,1%)",3392070010490,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,15,,"6,5",,32,,"1,1",,9,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,
1442,Moutarde a la mirabelle - Clair De France,3393190017475,B,,,,['Clair De France'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],"['Eau', 'graines de moutarde', 'vinaigre', 'sel', 'jus et arôme de mirabelle ', '0,45%', 'épice', 'arômes', 'conservateur : bisulfite de sodium']","['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],4,8.6 g,en quantité modérée,0.6 g,en faible quantité,2.3 g,en faible quantité,4 g,en quantité élevée,?,,122,-28%,510 kj(122 kcal),-28%,"8,6",-20%,"0,6",-27%,"5,3",-23%,"2,3",-40%,"6,6",+0%,4,-15%,"1,6",-15%,7,-40%,C,-40%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,
1443,Rillettes de sardines - Le Grand Lejon,3394610003986,D,,,,['Le Grand Lejon'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de sardine', 'en:Preparations-made-from-fish-meat']",,['France'],[],,['Poisson'],[],,19.4 g,en quantité modérée,10.6 g,en quantité élevée,1.5 g,en faible quantité,1.6 g,en quantité élevée,?,,236,+4%,987 kj(236 kcal),+4%,"19,4",+8%,"10,6",+44%,28,+1215%,"1,5",+35%,"12,4",-11%,"1,6",+54%,"0,64",+54%,19,+56%,E,+56%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,
1444,Chocolat - Valrhona,3395328118207,,,,,['Valrhona'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],[],,,[],,39 g,en quantité élevée,24 g,en quantité élevée,34 g,en quantité élevée,0.07 g,en faible quantité,?,,560,+1%,2343 kj(560 kcal),+2%,39,+7%,24,+14%,41,-11%,34,-17%,8,+10%,"0,07",-50%,"0,028",-50%,23,-2%,E,-2%,,,,,,,,,,,,,,,
1445,Noir caraibe noisettes - Valrhona - 85g,3395328120934,,,85 g,,['Valrhona'],,,['France'],[],,,[],,,,,,,,,,?,,587,,2456 kj(587 kcal),,43,,23,,35,,30,,"9,1",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,
1446,Tablette Chocolat Blanc Aux Pépites De Framboise - Valrhona - 85g,3395328120965,E,,85 g,,['Valrhona'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'framboises 4%', 'émulsifiant ', 'lécithine de soja', 'extrait naturel de vanille', ' Présence possible de fruits à coque et gluten']",['E322i - Lécithine'],"['Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,39 g,en quantité élevée,24 g,en quantité élevée,48 g,en quantité élevée,0.18 g,en faible quantité,?,,584,+3%,2443 kj(584 kcal),+4%,39,+8%,24,+11%,52,-2%,48,-5%,"5,3",-21%,"0,18",-30%,"0,072",-30%,27,+1%,E,+1%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,
1447,Fantaisie panache AAH200g - Valrhona,3395328129319,,,,,['Valrhona'],,,['France'],"['sucre fèves cacao', 'AMANDES', 'LAIT en poudre dlenrobage ', 'm gomme shellac', 'SOJA', 'ekdra%naturel de vanille', ' Présence Possible cie protéine gluten et arachide', ' Conserver dans un endroit sec entre BOC Assorted chocolate candies', ' Inctredients', ' sugar* HAZELNUTS butter', 'cocoa beans', 'ALMON* whole MILK powder', ""glazing' agents "", 'SOYA natural vanilla This produc4 contain egg proteins', 'gluten and peanut', ' Keep in place betWî']",,"['Lait', 'Fruits à coque', 'Arachides', 'Soja']",[],,,,,,,,,,?,,576,,2410 kj(576 kcal),,40,,16,,42,,39,,"9,2",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,
1448,Amandes et noisettes blond dulcey,3395328145784,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,622,,2602 kj(622 kcal),,49,,19,,30,,29,,12,,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,
1449,Bâtonnet de chocolat - Valrhona,3395328163634,,,,,['Valrhona'],,,['France'],[],,,[],,,,,,,,,,?,,520,,2176 kj(520 kcal),,29,,18,,55,,52,,6,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,
1450,Confiserie dextrose - Fizzy - 85g,3395502721476,,,85 g,,['Fizzy'],,,['France'],"['dextrcse', 'strop Lilucc amidon mais', 'ennuts fiant E47ùb$ arôme', ' agents EéÜ3 - Eû04', "" épaississant' E414"", ' 85g Pûtds net 3110112018']",,,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,1,,"0,2",,91,,73,,0,,"0,01",,"0,004",,,,,,,,,,,,,['Point Vert'],,,,,,,
1451,Chips multi variettes - Sibel - 12x25g,3396118129137,B,,12x25g,['sachet plastique'],['Sibel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",http://www.sibel.fr,['France'],[],,,[],,36 g,en quantité élevée,3.2 g,en quantité modérée,0.4 g,en faible quantité,1.2 g,en quantité modérée,?,,555,+4%,2322 kj(555 kcal),+4%,36,+8%,"3,2",+8%,51,+0%,"0,4",-69%,"4,9",-17%,"1,2",-9%,"0,48",-9%,14,+28%,D,+28%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,['Aubagne 13400'],"['EMB 13005C', 'Aubagne (Bouches-du-Rhône, France)']",,,,,
1452,Roquefort - Bonneterre,3396410036515,C,,,"['Barquette', 'Plastique']",['Bonneterre'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,['France'],"['Lait cru de brebis', 'sel', 'ferments lactiques', 'présure', 'Penicillium roqueforti']",,['Lait'],"['Sans huile de palme', 'Non végétalien']",3,32 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,3.13 g,en quantité élevée,?,,368,+0%,1540 kj(368 kcal),+1%,32,+0%,20,-10%,1,+53%,0,-100%,19,-2%,"3,13",-12%,"1,252",-12%,19,0%,E,0%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'AOP', 'Brebis rouge']",,"['FR 12.203.018 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,,,
1453,Spaghetti à l'épeautre - Bonneterre - 500g,3396410047726,,,500 g,['sous plastique'],['Bonneterre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti', 'Spaghettis de petit épeautre']",,['France'],"[""Semoule semi-complete d'épeautre""]",,,[],,2 g,en faible quantité,0.3 g,en faible quantité,2 g,en faible quantité,0 g,en faible quantité,?,,348,-1%,1456 kj(348 kcal),-2%,2,+14%,"0,3",-19%,68,-2%,2,-32%,"11,5",-3%,0,-100%,0,-100%,-6,,A,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en Allemagne']",,['IT-BIO-009'],['UE/Non UE'],['Eau vive'],,,
1454,Figue Protoben BQT - Le sillon,3396410052478,,,,,['Le sillon'],,,['France'],[],,,[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,"0,9",,"0,1",,64,,48,,"3,3",,"0,03",,"0,012",,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:TR-BIO-154', 'AB Agriculture Biologique']",,,,,,,
1455,Nids d'alsace - Bonneterre,3396410063900,,,,,['Bonneterre'],,,['France'],[],,,[],,,,,,,,,,?,,465,,1946 kj(465 kcal),,6,,2,,64,,3,,15,,"0,1",,"0,04",,,,,,,,,,,,,['Bio'],,,,,,,
1456,Noix d'amazonie de Bolivie - Le sillon - 125g,3396410097493,C,Noix d'amazonie,125 g,"['Sachet', 'Papier']",['Le sillon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix du Brésil']",,['France'],"[""100% Noix biologiques d'Amazonie""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,66 g,en quantité élevée,15 g,en quantité élevée,2.3 g,en faible quantité,0.03 g,en faible quantité,2822,,684,-1%,2822 kj(684 kcal),-2%,66,-0%,15,-4%,"2,3",-63%,"2,3",-2%,14,-7%,"0,03",-21%,"0,012",-21%,3,-77%,C,-77%,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1457,Noix de coco rapée des philippines - Le sillon,3396410097554,,,,,['Le sillon'],,,['France'],['100% noix de coco biologique des Philippines'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,665,,2782 kj(665 kcal),,64,,57,,"7,3",,"7,3",,"6,9",,"0,09",,"0,036",,,,,,,,,,,,,['Bio'],,,,,,,
1458,Galettes de riz saveur orange - Evernat - 6,3396410158927,B,,6,,['Evernat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']",,['France'],[],,,[],,25 g,en quantité élevée,15 g,en quantité élevée,32 g,en quantité élevée,0.18 g,en faible quantité,?,,506,+17%,2117 kj(506 kcal),+17%,25,+112%,15,+135%,63,-11%,32,+152%,"6,6",-11%,"0,18",-1%,"0,072",-1%,23,+173%,E,+173%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
1459,Mezzelune aux Cèpes - Bonneterre - 250g e,3396410225179,,,250 g e,"['Plastique', 'Frais']",['Bonneterre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pâtes fraîches']",,['France'],[],,,[],,6.3 g,en quantité modérée,4.2 g,en quantité modérée,4.2 g,en faible quantité,0.6 g,en quantité modérée,?,,259,+1%,1084 kj(259 kcal),+1%,"6,3",+9%,"4,2",+73%,40,+4%,"4,2",+75%,10,+2%,"0,6",-33%,"0,24",-33%,4,-5%,C,-5%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Point Vert', 'IT-BIO-009', 'Fabriqué en Italie']",['Italie'],,,,,,
1460,Chocolat Lait Eclats Caramel - Bonneterre,3396411216305,,,,,['Bonneterre'],,,['France'],"['Rietsuiker*', 'cacaoboter*', 'volle melkpoeder*', 'stuk?es karamel* 10% ', 'rietsuiker*', 'volle melkpoeder*', 'boter* ', 'mell', 'glucosestroop*', 'cacaomassa*', ' Cacao: minimum 36% van de chocolade', ' *Ingrediënten uit de Biologische Landbouw', ' 75% van de ingrediënten van deze tablet is afkomstig van Fairtrade roducenten,', 'cacao en suiker', ' Kan sporen van noten bevatten', ' ewaren tussen +160C en +180C beschut voor hitte en vocht']",,,[],,,,,,,,,,?,,562,,2351 kj(562 kcal),,36,,22,,52,,51,,7,,"0,2",,"0,08",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'CH-BIO-006', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,
1461,"Epicerie / Epicerie Sucrée / Barres De Céréales, Fruits - Evernat",3396411217944,,,,,['Evernat'],,,['France'],[],,,[],,,,,,,,,,?,,403,,1686 kj(403 kcal),,15,,"1,5",,58,,54,,"5,9",,"0,02",,"0,008",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'DE-ÖKO-001']",,,,,,,
1462,YOUPI LES FRUITS POMME - Evernat,3396411220135,,,,,['Evernat'],,,['France'],[],,,[],,,,,,,,,,?,,58,,243 kj(58 kcal),,"0,6",,"0,1",,12,,11,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,
1463,Dattes Deglet - Le Sillon,3396411224287,C,,,,['Le Sillon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",,['France'],[],,,[],,0.3 g,en faible quantité,0.1 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,?,,280,-4%,1172 kj(280 kcal),-5%,"0,3",-6%,"0,1",+45%,63,-6%,63,+9%,"2,7",+18%,0,-100%,0,-100%,7,+65%,C,+65%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,['en:Tn-bio-001'],,,['Tunisie'],,,,
1464,Beurre doux - Bonneterre - 250g,3396413714212,D,,250g,,['Bonneterre'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,['France'],[],,,[],,83 g,en quantité élevée,55 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,?,,752,+3%,3146 kj(752 kcal),+3%,83,+2%,55,-0%,"0,6",-15%,"0,6",-6%,"0,6",-13%,"0,1",+79%,"0,04",+79%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",,,['Union européenne'],,,,
1465,Maison francis miot confiture fraise,3396745002216,D,,,,['Francis Miot'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,['France'],"['sucres extraits de fuits 53 %', 'fraise 44 % jus de citron', 'gélifiant: pectine ', 'isue de fruits']",['E440 - Pectines'],,[],4,0.5 g,en faible quantité,0.1 g,en faible quantité,39 g,en quantité élevée,0.01 g,en faible quantité,?,,169,-22%,707 kj(169 kcal),-22%,"0,5",+107%,"0,1",+122%,40,-25%,39,-23%,"0,7",+58%,"0,01",-56%,"0,004",-56%,9,+3%,C,+3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1466,Favorite du Roy - Francis Miot,3396745100042,,,,,['Francis Miot'],,,['France'],[],,,[],,,,,,,,,,?,,167,,699 kj(167 kcal),,"0,1",,"0,1",,41,,"36,4",,"0,6",,"0,017",,"0,007",,,,,,,,,,,,,,,,,,,,
1467,Paté de pays au poivre vert,3397131010136,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,22,,"8,4",,"0,6",,"0,3",,12,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,
1468,Terrine aux cêpes - Les Saveurs de Bourdette,3397131020104,,,,,['Les Saveurs de Bourdette'],,,['France'],"['Trine aux cèpes rarédients: Viande et gras de porc Œufs', 'lait', 'cèpes 4%', 'sel', 'poivrer déguster', 'servir frais', ' A consommer do préférence avant la date fie fond', 'Après ouverture', ""à conserver au fret' 'tommer rapidement,""]",,['Lait'],['Non végétalien'],,,,,,,,,,?,,241,,1008 kj(241 kcal),,21,,8,,"0,7",,"0,3",,13,,"1,675",,"0,67",,,,,,,,,,,,,,,,,,,,
1469,Saveurs de Bourdette gesiers de canards confits - 400g,3397131120668,,,400 g,,,"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",,['France'],[],,,[],,0.9 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,?,,152,-18%,636 kj(152 kcal),-18%,"0,9",-86%,0,-100%,0,-100%,0,-100%,"32,4",+13%,2,+38%,"0,8",+38%,4,-35%,C,-35%,,,,,,,,,,,,,,,
1470,Rillettes de thon au poivre vert -  - 140g,3397210000508,D,,140 g,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,['France'],[],,,[],,19 g,en quantité modérée,9.3 g,en quantité élevée,0.9 g,en faible quantité,1.7 g,en quantité élevée,?,,250,+18%,1046 kj(250 kcal),+17%,19,+20%,"9,3",+147%,"2,2",+4%,"0,9",-6%,17,+11%,"1,7",+63%,"0,68",+63%,19,+205%,E,+205%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,
1471,Les minis orange carotte pomme - Pressoirs De Provence,3397510441018,C,Jus de fruits,,,['Pressoirs De Provence'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,['France'],"[""Jus d'orange "", '52%', 'jus de carotte ', '26%', 'jus de pomme ', '21%', 'jus de citron']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,8.1 g,en quantité élevée,0.05 g,en faible quantité,187,+2%,45,0%,187 kj(45 kcal),0%,"0,5",+216%,"0,1",+276%,"9,9",-5%,"8,1",-16%,"0,6",+78%,"0,05",+376%,"0,02",+376%,3,-56%,C,-56%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,,
1472,Noix de coco râpée - L'Aliment Sain - 350g,3398240023307,,,350 g,,"[""L'Aliment Sain""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",,['France'],[],,,[],,67 g,en quantité élevée,60 g,en quantité élevée,7 g,en quantité modérée,8 g,en quantité élevée,?,,657,-2%,2749 kj(657 kcal),-1%,67,+3%,60,+5%,27,+152%,7,+4%,7,-5%,8,+11912%,"3,2",+11912%,20,+171%,E,+171%,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Philippines'],,,,
1473,Lentilles vertes - 1kg,3398240246829,B,,1 kg,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes']",,['France'],[],,,[],,2 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,5 g,en quantité élevée,?,,300,+4%,1255 kj(300 kcal),+3%,2,+48%,0,-100%,50,+29%,1,-24%,28,+27%,5,+3325%,2,+3325%,13,,D,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['Bio'],,,,,,,
