,name,bar_code,eco_score,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner,origin_detail,producer_info,generic_name,link
1827,Cremissimo Fraise,8711327378797,B,,['Produkt'],,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","['France', 'Allemagne']",[],,,[],,4 g,en quantité modérée,3.6 g,en quantité modérée,29 g,en quantité élevée,,,?,,174,-25%,728 kj(174 kcal),-25%,4,-66%,"3,6",-53%,32,+15%,29,+24%,"1,6",-49%,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,,
1828,Houmous Haricots rouges,8437010103896,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],,,[],,20 g,en quantité modérée,2.4 g,en quantité modérée,0.3 g,en faible quantité,1.2 g,en quantité modérée,?,,245,-7%,1025 kj(245 kcal),-7%,20,-1%,"2,4",-2%,"7,7",-27%,"0,3",-78%,"5,3",-18%,"1,2",+15%,"0,48",+15%,7,+40%,C,+40%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-001-AN', 'Agriculture UE/Non UE']",,,,,,,,,,
1829,Feinherb Nuss - Choceur - 200g,4061458021692,E,200 g,"['Kunststoff', 'Pappe']",['Choceur'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']",['France'],"['Zucker', 'Kakaomasse', 'Haselnüsse', 'Kakaobutter', 'Butterreinfett', 'Emulgator Lecithine ', 'Soja', 'Vanilleextrakt', ' Kann auch Anteile von Mandel', 'Erdnuss und anderen Nüssen enthalten']",['E322 - Lécithines'],"['Lait', 'Fruits à coque', 'Arachides', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,41 g,en quantité élevée,16.2 g,en quantité élevée,35.8 g,en quantité élevée,0.03 g,en faible quantité,?,,588,+3%,2460 kj(588 kcal),+3%,41,0%,"16,2",-12%,"42,3",+10%,"35,8",+7%,"8,9",+11%,"0,03",-8%,"0,012",-8%,24,+14%,E,+14%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,
1830,Biscuits céréales & baies de goji - Germinal,8001091003088,C,,,['Germinal'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],"['""farine complète de blé dur 38%', '*farine complète d\'orge 15% *""flocons d\'avoine complète 15%', '""huile de graines de tournesol', '""sucre de canne 8%', '""sirop de glucose-fructose de mais', '""baies de goji déshydratées 5% poudres à lever ', 'carbonates de sodium', 'tartrates de potassium', ""carbonates d'ammonium"", 'sel', "" *= issus de l'agriculture biologique"", ' ** = ingrédients biologiques issus du Commerce Equitable', ' Peut contenir des traces de soja']","['E336 - Tartrates de potassium', 'E502 - Carbonates']",['Gluten'],[],4,15 g,en quantité modérée,2.1 g,en quantité modérée,14 g,en quantité élevée,0.65 g,en quantité modérée,?,,429,-9%,1795 kj(429 kcal),-10%,15,-28%,"2,1",-79%,64,0%,14,-53%,"7,5",+15%,"0,65",+10%,"0,26",+10%,12,-39%,D,-39%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Bio'],,,,,,,,,,
1831,Pâte à tartiner pointe de sel - U - 200g,3256228103895,D,200 g,['Pot'],['U'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['France'],"['Sucre', 'huiles et graisses végétales ', 'tournesol et beurre de cacao', 'NOISETTES 13%', 'cacao maigre en poudre 7%', 'LAIT ÉCRÉMÉ en poudre', 'LACTOSERUM en poudre', 'LACTOSE', 'émulsifiant : lécithines de tournesol', 'sel 0,45%', 'arôme naturel de vanille', ' Traces éventuelles de soja et autres fruits à coque']",['E322i - Lécithine'],"['Lait', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,28 g,en quantité élevée,4.7 g,en quantité modérée,59 g,en quantité élevée,0.55 g,en quantité modérée,2176,-4%,521,-5%,2176 kj(521 kcal),-5%,28,-18%,"4,7",-39%,59,+15%,59,+24%,"5,3",-22%,"0,55",+434%,"0,22",+434%,19,-8%,E,-8%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,['en:palm-oil-free'],,,,['Magasins U'],,,,,,
1832,Le Supérieur cuit à l’étouffée - Carrefour - 80g,3560071251048,E,80 g,['Barquette'],['Carrefour'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['France'],"[""Jambon de porc issu d'animaux élevés sans traitement antibiotique dès la fin du sevrage et nourris sans OGM "", '<0,9%', 'sel', 'arôme naturel', 'sucre', 'extrait de carotte', ""extrait d'épices et d'herbes aromatiques"", 'antioxydant ascorbate de sodium', 'conservateur : nitrite de sodium', ' Viande de porc origine France']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,1.8 g,en quantité élevée,?,,111,-16%,464 kj(111 kcal),-15%,3,-38%,"1,5",-18%,1,+49%,1,+68%,20,-5%,"1,8",-4%,"0,72",-4%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Viande Française', 'Viande Porcine Française', 'Nutriscore', 'Nutriscore C']","['FR 19.031.008 CE', 'Brive-la-Gaillarde (Corrèze, France)']",,,['Carrefour'],,,,,,
1833,Creamy cookies -  - 10x 35g,8719992250684,C,10 x 35 g,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",['France'],[],,,[],,17 g,en quantité modérée,8 g,en quantité élevée,29 g,en quantité élevée,0.31 g,en quantité modérée,?,,473,+1%,1979 kj(473 kcal),+0%,17,-11%,8,-6%,73,+9%,29,-12%,6,+3%,"0,31",-44%,"0,124",-44%,19,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,
1834,Leerdammer Les Torsades - 110g,3073781136869,,110 g,,['Leerdammer®'],['Produits laitiers'],['France'],"['Lait', 'sel', 'ferments lactiques', 'enzyme coagulante microbienne']",,"['Lait', 'Lait et produits laitiers (y compris lactose)']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,27.5 g,en quantité élevée,18.5 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,352,+43%,1473 kj(352 kcal),+46%,"27,5",+53%,"18,5",+55%,26,+428%,0,-100%,26,+110%,"1,5",+95%,"0,6",+95%,20,+96%,E,+96%,,,,,,,,['Sans additifs'],,,,,,,,Fromageries Bel,Fromage au lait pasteurisé,
1835,Céréales fourrées chocolat noisettes,3250392783396,,,,,,['France'],[],,,[],,,,,,,,,,?,,420,,1757 kj(420 kcal),,"14,1",,"2,3",,"58,7",,"22,7",,"8,8",,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,
1836,Salade césar - Carrefour,3560071242718,,,,['Carrefour'],"['Plats préparés', 'Salades', 'Salades composées']",['France'],[],,,[],,10 g,en quantité modérée,2.9 g,en quantité modérée,1.2 g,en faible quantité,0.76 g,en quantité modérée,?,,156,+3%,653 kj(156 kcal),+3%,10,+12%,"2,9",+115%,6,-41%,"1,2",-47%,"9,9",+79%,"0,76",-14%,"0,304",-14%,1,-34%,B,-34%,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,
1837,Houmous à la libanaise thym & sésame dore - 175g,3292070009947,A,175 g,['Opercule en plastique'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],,,[],,28 g,en quantité élevée,2.7 g,en quantité modérée,0.2 g,en faible quantité,1.04 g,en quantité modérée,?,,334,+27%,1397 kj(334 kcal),+27%,28,+39%,"2,7",+10%,"7,8",-26%,"0,2",-85%,"7,5",+16%,"1,04",0%,"0,416",0%,6,+20%,C,+20%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,"['FR 14.712.042 CE', 'Troarn (Calvados, France)']",,,,,,,,,
1838,Tartinable tomates et piment d'espelette - U - 150g,3256228114983,A,150 g,"['Opercule en métal', 'BON & VEG', 'Frais']",['U'],"['Produits à tartiner', 'Produits à tartiner salés', 'Terrines', 'Terrines de légumes']",['France'],"['Eau', 'sauce tomate 10,7% ', 'tomate 10%', 'huile de tournesol', 'oignon', 'sucre', 'sel', 'basilic', 'protéines de pois texturées déshydratées 9,7%', 'poivrons rouges', 'oignons préfrits ', 'oignon', 'huile de tournesol', 'protéines de BLÉ 8%', ""huile d'olive vierge extra"", 'huile de colza', 'farine de BLÉ', 'amidon modifié', 'arôme naturel ', 'dont CÉLERI', 'vinaigre', 'plantes aromatiques', ""piment d'espelette AOP 0,5%"", 'sel', 'ail déshydraté', ' Fabriqué dans un atelier qui utilise du soja', 'poissons', 'crustacés', 'lait', 'oeufs', 'moutarde', 'mollusques']",['E14XX - Amidons modifiés'],"['Céleri', 'Gluten']",[],4,11 g,en quantité modérée,1.3 g,en faible quantité,1.9 g,en faible quantité,1.1 g,en quantité modérée,752,,180,+5%,752 kj(180 kcal),+5%,11,-15%,"1,3",-41%,"7,5",+2%,"1,9",-3%,12,+165%,"1,1",-12%,"0,44",-12%,1,-80%,B,-80%,56.4%,20.2%,7.8%,8.1%,4.3%,3.1%,89,['Transformé en France'],,,,['Magasins U'],,,,,,
1839,Riz au lait,3701002404748,,,,,,['France'],[],,,[],,,,,,,,,,?,,130,,544 kj(130 kcal),,"3,2",,"2,1",,21,,15,,"3,7",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,
1840,Emincés de poulet rôtis - Nouvelle Agriculture - 180g,3596690773142,B,180 g,['Barquette'],['Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets']",['France'],"['Cuisse de poulet', 'eau', 'fécule', 'dextrose', 'arôme naturel', 'arôme naturel de poivre et de romarin', 'fibre de blé ', 'sans gluten', 'sel', 'poudre de vinaigre', 'ferments', ' \rTraces éventuelles de céréales contenant du gluten', 'lait et œuf']",,['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,7.7 g,en quantité modérée,1.8 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,155,+3%,649 kj(155 kcal),+3%,"7,7",+32%,"1,8",+20%,"0,5",-75%,"0,5",+14%,20,-2%,"1,2",+40%,"0,48",+40%,2,+42%,B,+42%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Sans arômes artificiels', 'Sans colorants', 'Bleu Blanc Cœur']",,['France'],,,,,,,,
1841,Citronnade,3700994201236,,,,,"['Boissons', 'Citronnades']",['France'],[],,,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,0.1 g,en faible quantité,?,,19,-41%,79 kj(19 kcal),-42%,"0,5",+557%,"0,1",+890%,"4,5",-44%,"4,5",-40%,"0,5",+291%,"0,1",+1556%,"0,04",+1556%,6,-41%,D,-41%,,,,,,,,,,,,,,,,,,
1842,Yaourt à la grecque vanille - Carrefour - 4x 150g,3560071234270,,4 x 150 g,,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['France'],[],,,[],,7.2 g,en quantité modérée,4.9 g,en quantité modérée,12 g,en quantité modérée,,,?,,128,+9%,536 kj(128 kcal),+9%,"7,2",+5%,"4,9",+11%,13,+49%,12,+50%,"2,5",-44%,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']","['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']",,,['Carrefour'],,,,,,
1843,Sylter Art Salatdressing - Delikato - 500ml,4061458084789,,500ml,['Produkt'],['Delikato'],,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,302,,1264 kj(302 kcal),,29,,"2,2",,"9,5",,"8,1",,"0,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
1844,Kokosöl nativ - 950ml,4044019390161,,950ml,,,,"['France', 'Allemagne']",[],,,[],,,,,,,,,,?,,906,,3791 kj(906 kcal),,99,,94,,"0,5",,"0,5",,"0,5",,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,
1845,Capricci - cabrioni - 650g,8000155707504,C,650 g,,['Cabrioni'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Italie']","['Farina di frumento', 'zucchero', 'olio di semi di girasole', 'cioccolato 5% ', 'pasta di cacao', 'zucchero', 'emulsionante lecitina di girasole', 'aroma naturale vaniglia', 'uova fresche', 'cacao 4%', 'burro', 'latte scremato in polvere', 'miele', 'agenti lievitanti ', 'bicarbonato di ammonio', 'difosfato disodico', 'bicarbonato di sodio', 'sale', 'emulsionante ', 'lecitina di soia', 'aromi naturali', ' Può contenere tracce di nocciola']","[""E503ii - Carbonate acide d'ammonium"", 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Soja']",['Non végétalien'],4,21.2 g,en quantité élevée,3.2 g,en quantité modérée,22.5 g,en quantité élevée,0.8 g,en quantité modérée,?,,488,+3%,2042 kj(488 kcal),+3%,"21,2",+2%,"3,2",-68%,65,+2%,"22,5",-24%,"7,8",+20%,"0,8",+36%,"0,32",+36%,13,-34%,D,-34%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,
1846,tomates basilic olives kalamon zeste de citron et origan,3292070010028,,,,,,['France'],[],,,[],,,,,,,,,,?,,148,,619 kj(148 kcal),,12,,"1,5",,"6,8",,"3,4",,"1,6",,"1,43",,"0,572",,,,,,,,,,,,,,,,,,,,,,,
1847,Pâté de campagne -  - 76 × 2 = 152g,3537580707953,,76 × 2 = 152 g,,,['Conserves'],['France'],"['Foie de porc*', 'gras de porc', ""blanc d'œuf*"", 'oignon*', 'fécule de pomme de terre', 'sel de mer', 'ail épices* ', 'moutarde', "" Ingrédients issus de l'Agriculture Biologique"", ' *Viande origine: France', ' FR-BIO-13 Agriculture UE/non UE']",,"['Œufs', 'Moutarde']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,31 g,en quantité élevée,11 g,en quantité élevée,1.7 g,en faible quantité,1.4 g,en quantité modérée,1428,+238%,345,+200%,1428 kj(345 kcal),+205%,31,+494%,11,+848%,"3,5",-32%,"1,7",-10%,13,+61%,"1,4",+61%,"0,56",+61%,20,+4606%,E,+4606%,,,,,,,,"['Bio', 'Bio européen', 'Viande Française', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-13', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs', 'AB Agriculture Biologique']",,,"['Bretagne', 'Finistère', 'Pouldreuzic']",,,,,,,
1848,courgettes poivrons rouges et graine de lin - Blini,3292070010035,,,,['Blini'],,['France'],[],,,[],,,,,,,,,,?,,144,,602 kj(144 kcal),,10,,"1,1",,"8,7",,"4,2",,"2,4",,1,,"0,4",,,,,,,,,,,,,['Fabriqué en France'],"['EMB 63139A', ""Dore-l'Église (Puy-de-Dôme, France)""]",,,,,,,,,
1849,Massala,3261055950499,,,,,,['France'],[],,,[],,,,,,,,,,?,,94,,393 kj(94 kcal),,"3,1",,"0,6",,10,,2,,"4,7",,1,,"0,4",,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,
1850,Thé noir glacé - Fuze Tea - 6x 250ml,5449000286505,,6 x 250 ml,,['Fuze Tea'],,['France'],[],,,[],,,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,3",,"4,3",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
1851,Pringles Tzatziki,5053990157365,,,,['Pringles'],,['France'],[],,,[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,31,,"2,9",,56,,"4,2",,"4,6",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
1852,Crakers goûts betterave - Bouton d'Or,3250392909703,B,,,"[""Bouton d'Or"", 'Intermarché']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['France'],[],,,[],,19.2 g,en quantité modérée,1.8 g,en quantité modérée,8.2 g,en quantité modérée,1.25 g,en quantité modérée,?,,473,+2%,1979 kj(473 kcal),+1%,"19,2",-4%,"1,8",-67%,"64,6",+9%,"8,2",+109%,"8,7",-12%,"1,25",-38%,"0,5",-38%,9,-42%,C,-42%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,
1853,Mozzarella - Gut und Günstig - 125g,4311501679753,D,125g,"['Pe', 'Kunststoff']","['Gut und Günstig', 'Edeka']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']","['France', 'Allemagne']","['Milch', 'Speisesalz', 'Säuerungsmittel', 'Labaus', 'Tauschstoff']",,['Lait'],['Non végétalien'],3,18 g,en quantité modérée,12 g,en quantité élevée,0.8 g,en faible quantité,0.4 g,en quantité modérée,?,,977,+276%,4088 kj(977 kcal),+279%,18,-13%,12,-14%,"0,8",-22%,"0,8",+6%,"17,5",+4%,"0,4",-41%,"0,16",-41%,16,+57%,D,+57%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['en:Europäische Vegetarier-Union', 'en:Vegetarisch']",['DE BY-13045 EG'],,,,,,,,,
1854,Les mini saucissons secs - Aoste - 0.08kg,3449865331855,D,0.08 kg,"['Sachet', 'Sachet en plastique']",['Aoste'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['France'],"['Saucisson Sec SupérieurIngrédients: Viande de porc origine France', 'sel', 'LACTOSE', 'dextrose', 'épices et plantes aromatiques', 'antioxydant: acide ascorbique', 'conservateur: nitrite de sodium', 'ferments', 'Enveloppe: collagène', 'cellulose', '190 g de viande utilisés pour la préparation de 100 g de produit fini', 'Présence possible de fruits à coques']","['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose']",['Lait'],"['Non végétalien', 'Non végétarien']",4,35 g,en quantité élevée,13 g,en quantité élevée,1.5 g,en faible quantité,5 g,en quantité élevée,1907,+10%,459,+14%,1907 kj(459 kcal),+13%,35,+11%,13,+6%,3,+35%,"1,5",+9%,33,+20%,5,+7%,2,+7%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,"['EMB 42129B', 'Maclas (Loire, France)', 'FR 42.129.001 CE', 'Maclas (Loire, France)']",,,,,,,,Saucisson sec supérieur,
1855,Mermelada Frutos del bosque de Temporada - Hero,8410175076908,D,,,['Hero'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",['France'],[],,,[],,0.2 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,?,,152,-30%,636 kj(152 kcal),-31%,"0,2",-21%,0,-100%,37,-29%,35,-31%,"0,5",-8%,0,-100%,0,-100%,6,-37%,C,-37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
1856,Steaks Hachés Labels Rouge 0.250. G - vignsse & donney - 2,3329496415677,,2,['conditionné sous atmosphère protectrice'],['vignsse & donney'],['Viande LS'],['France'],['Viande hachée fabriquée à partir de muscle frais rigoureusement sélectionnés 12% de matière grasse'],,,[],,12 g,en quantité modérée,,,,,,,?,,?,,,,12,,,,?,,,,?,,,,,,,,,,,,,,,,,['Label Rouge'],['64-061-005'],['France'],['artix Pyrénées'],['Carrefour'],,,,,,
1857,Burrata fi bufala -,8019757100873,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Burrata']",['France'],[],,,[],,26 g,en quantité élevée,9.1 g,en quantité élevée,1.1 g,en faible quantité,0.8 g,en quantité modérée,?,,278,+13%,1163 kj(278 kcal),+13%,26,+24%,"9,1",-32%,"1,1",-23%,"1,1",-13%,"9,9",-18%,"0,8",+44%,"0,32",+44%,10,+4%,C,+4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
1858,Huile d'olive bio,3770005276072,C,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],,,[],,92 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-3%,3464 kj(828 kcal),-3%,92,-4%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Point Vert', 'IT-BIO-006', 'AB Agriculture Biologique']",,,,,,,,,,
1859,Boite de 10 madeleines BIO Nature - Biscuiterie Jeannette - 250g,3701005301839,B,250 g,,"['Biscuiterie Jeannette', 'Jeannette']","['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['France'],[],,"['Œufs', 'Gluten']",[],,27 g,en quantité élevée,18 g,en quantité élevée,27 g,en quantité élevée,1.2 g,en quantité modérée,1921,+3%,459.1,+4%,1921 kj(459 kcal),+4%,27,+18%,18,+160%,48,-9%,27,-2%,"6,5",+14%,"1,2",+48%,"0,48",+48%,25,+36%,E,+36%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,boite 10 madeleines BIO nature 250g,
1860,Maasdam - Carrefour Bio,3560071179878,C,,,['Carrefour Bio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Maasdam']",['France'],[],,,[],,27 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.1 g,en quantité modérée,?,,341,-3%,1427 kj(341 kcal),-3%,27,-2%,19,+2%,0,-100%,0,-100%,25,-2%,"1,1",-17%,"0,44",-17%,13,-10%,D,-10%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['Bio', 'Bio européen', 'FR-BIO-01', 'Nutriscore', 'Nutriscore D', 'AB Agriculture Biologique']",,,,['Carrefour'],,,,,,
1861,Walbergem,3560071188689,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Tortellini 4 fromages - Lustucru - 360g,3240931546346,C,360 g,['Barquette'],"['Lustucru', 'Lustucru selection']","['Plats préparés', 'Frais', 'Plats à base de pâtes', 'Plats préparés frais', 'Pâtes instantanées', 'Plats préparés à réchauffer au micro-ondes', 'Pâtes instantanées au fromage', 'Box']",['France'],"['Pâtes farcies cuites : 63', '3% ', 'Pâtes farcies ', 'Pâte 31', '8% ', 'semoule de BLE dur', 'OEUFS frais', 'eau', 'Farce 17', '9% ', 'RICOTTA ', 'LACTOSERUM', 'LAIT', 'sel', ""correcteurs d'acidité : acide citrique"", 'acide lactique', ' 3', '9%', 'CREME FRAICHE', 'semoule de BLE dur', 'eau', 'flocons de pomme de terre ', 'pommes de terre déshydratées', 'épice : curcuma', 'MOZZARELLA ', 'LAIT de vache pasteurisé', 'sel', 'ferments lactiques', 'coagulant', 'acide citrique', ' 1', '3%', 'EMMENTAL ', 'LAIT', 'sel', 'ferments lactiques', 'coagulant', ' 1', '1%', 'FROMAGE BLEU ', 'LAIT de vache pasteurisé', 'sel', 'ferments lactiques', 'présure', 'enzyme microbienne', 'Penicillium', ' 0', '9%', 'huile de colza', 'sel', 'arômes naturels ', 'LAIT', 'eau', 'huile de colza', 'sel', 'émulsifiant : lécithine de SOJA', 'conservateur : acétate de sodium', 'Sauce 36', '7% ', 'eau', 'CREME légère UHT ', 'stabilisant : carraghénanes', 'EMMENTAL ', 'LAIT', 'sel', 'ferments lactiques', 'coagulant', ' 2', '9%', 'MOZZARELLA ', 'LAIT de vache pasteurisé', 'sel', 'ferments lactiques', 'coagulant', 'acide citrique', ' 2', '9%', 'RICOTTA ', 'LACTOSERUM', 'LAIT', 'sel', ""correcteurs d'acidité : acide citrique"", 'acide lactique', ' 1', '5%', 'FROMAGE BLEU ', 'LAIT de vache pasteurisé', 'sel', 'ferments lactiques', 'présure', 'enzyme microbienne', 'Penicillium', ' 1', '1%', 'amidon transformé', 'sel', 'arômes naturels ', 'LAIT', ""poudre de jaune d'OEUFS"", 'sirop de glucose', 'épaississant : gomme xanthane', 'conservateur : sorbate de potassium', 'ail', 'oignon déshydraté', 'poivre']","['E330 - Acide citrique', 'E270 - Acide lactique', 'E322i - Lécithine', 'E262i - Acétate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Soja']",['Non végétalien'],4,9.3 g,en quantité modérée,4.5 g,en quantité modérée,1.8 g,en faible quantité,1 g,en quantité modérée,836,+33%,200,+32%,836 kj(200 kcal),+31%,"9,3",+51%,"4,5",+66%,21,+22%,"1,8",+7%,"7,4",+23%,1,+37%,"0,4",+37%,5,+97%,C,+97%,73.8%,12.9%,4.4%,4.7%,2.4%,1.8%,67,,,,,,,,,,Tortellini farcis aux fromages agrémentés d'une sauce cuisinée aux fromages.,
