,name,bar_code,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_sugars_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,generic_name,nova_score,additives,brand_owner,origin_detail,producer_info,palm_ingredients
1660,Un marseillais -  - 100cl,3082260000133,100 cl,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Mache - Bonduelle,3083680476874,,,['Bonduelle'],,,"['EMB 69277C', 'Genas (Rhône, France)', 'EMB 44169H', 'Saint-Julien-de-Concelles (Loire-Atlantique, France)', 'EMB 44169', 'Saint-Julien-de-Concelles (Loire-Atlantique, France)', 'EMB 55312A', 'Maizey (Meuse, France)']",,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Mâches']",,,,,,,,,,,,,,,,,,,,,,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,,,,,
1662,Legumes à la mexicaine - Cassegrain,3083681061376,,,['Cassegrain'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,rice crackers - Profruit - 250,30874633,250,['Sachet'],['Profruit'],,,,,,['France'],"['Ingrédients: riz gluant', 'sauce SOJA ', 'eau', 'SOJA', 'sel', 'BLE', 'sucre', 'amidon modifié de tapioca', 'algues colorants: E120', 'E160c E141 traces de SESAME MOUTARDE', 'ARACHIDES et de FRUITS A cOQUES possibles']","['Gluten', 'Soja']","['Non végétalien', 'Non végétarien']",?,377,1577 kj(377 kcal),"1,3","< 0,1",84,"7,4","1,6","0,64","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"['E14XX - Amidons modifiés', 'E120 - Acide carminique', 'E160c - Extrait de paprika']",,,,
1664,3100000000646,3100000000646,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Miel de fleurs de provence - Le Roy René - 240g,3102621007370,240 g,['Pot en verre'],['Le Roy René'],['France'],['Aix en Provence'],['84137A'],http://www.calisson.com,['Le Roy René'],['France'],[],,[],?,?,,?,,?,?,,,,,['Miels IGP'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Persil Entier,3102870012897,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Punch Traditionnel - Clément - 70cl,3107460003781,70cl,,['Clément'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,310008,310008,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1669,3111952022549,3111952022549,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,3118530472697,3118530472697,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,sirop au sucre de canne Bio Équitable. maison Cheneau - 50cl,3121308731810,50 cl,,,,,,,['Biocop'],['France'],"[""sucre de canne  roux d'Amérique du Sud "", 'eau', 'jus Concentré de fruits ', 'citron', ' citron vert 14%', ' arôme citron et citron vert issus agriculture biologique']",,[],?,299,1251 kj(299 kcal),0,0,"74,8",0,0,0,"74,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1672,Oasis duo - Tropical - 4,3124480184221,4,,['Tropical'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,
1673,3124488186890,3124488186890,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,St Raphaël - Le Quina - 75cl,3147699117019,75 cl,,['Le Quina'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Raclette de Savoie - Les Hauts de Savoie - 420g,3150970901030,420 g,,['Les Hauts de Savoie'],,,,,,['France'],[],,[],?,365,1527 kj(365 kcal),29,22,1,25,"1,8","0,72","0,5",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Raclettes', 'Raclette de Savoie']",29 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-1%,-0%,-2%,+8%,+168%,+83%,+1%,+8%,+8%,16,+3%,D,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['IGP'],,,,,,,
1676,Pasta Di Lorenzo Tagliatelles 1Kg - 1kg,3153575551044,1 kg,,,,,,,,['France'],[],,[],?,274,1146 kj(274 kcal),"2,1","0,5",53,"9,6","0,04","0,016","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,3155250369951,3155250369951,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,kelloggs spécial - 375g,3159470201459,375g,,['Kelloggs'],,,,,,['France'],"[""s'engage à rendre vos petits déjeuners encore plus équilibrés et gourmands"", ' Nous sommes à récoute de tous vos commentaires et de toutes vos suggestions sur nos produits', "" Vous pouvez les adresser à notre SERVICE CONSEIL CONSOMMATEURS KELLOGG'S PRODUITS ALIMENTAIRES 93118 Rosny-sous-Bois Cedex Si ce produit ne répond pas à vos attentes"", ""veuillez nous le retourner avec le rabat supérieur sur lequel figure la date limite d'utilisation optimale"", ""en nous en indiquant le motif Les frais d'envoi vous seront remboursés"", "" Mode d'emploi: e Versez SPECIAL dans un bol et arrosez de lait e C'est prêt ! Régalez-vous"", ' Un conseil : refermez la boite après chaque usage pour conserver la fraicheur du produit', ' Le petit déjeuner doit étre un vrai repas permettant de couvrir une part importante des Apports Joumaliers Recommandés en énergie et en nutriments essentiels ', 'protides', 'vitamines et minéraux', ' Ce sont les AJR', "" Les personnes qui contrôlent leurs apports en calones doivent s'assurer que leur alimentation couvre leurs besoins quotidiens en nutriments essentiels"", "" C'es pourquoi os garantit qu'une ration de""]",,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,moulin d' ascq - SARL moulin d'Ascq - 33cl,3160035360481,33 cl,['Bouteille'],"[""SARL moulin d'Ascq""]",,,,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1680,graisse de canard - 320g,3161450000860,320 g,['Bocal'],,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Matières grasses', 'Matières grasses animales', 'Graisse de canard']",,,,,,,,,,,,,,,,,,,,,,,70.9%,8.1%,7.8%,7.3%,4.8%,1.2%,90,,,,,,,,
1681,Saupiquet,3165950217933,,,['Saupiquet'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,3171160725915,3171160725915,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Dark chocolate 50% almond pieces - Cemoi - 125g,3173281723009,125 g,,['Cemoi'],,['France'],,,,['France'],[],,[],?,?,,?,,?,?,,,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats aux amandes', 'Chocolats noirs aux amandes']",,,,,,,,,,,,,,,,,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Fabriqué en France'],,,,,,,
1684,Véritables truffes chocolats - Cémoi - 100g,3173287092307,100 g,,['Cémoi'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,3173660008253,3173660008253,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Ricola cassis - 50g,3174332019416,50g,,['Ricola'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,3175681231634,3175681231634,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Sel diététique sans sodium,3175689446665,,,,,,,,,['France'],[],,[],?,31,130 kj(31 kcal),0,0,0,"7,7","0,025","0,01",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Muscadet sur lie - Château la Forchetiere - 75cl,3176780028699,75cl,,['Château la Forchetiere'],,,"['EMB 44108A', 'Mouzillon (Loire-Atlantique, France)']",,,['France'],[],,[],?,?,,?,,?,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Sylvaner Tradition - Dopff - 75cl,3179200272900,75 cl,['Bouteille'],['Dopff'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Rosé D'anjou - le mont fleuri - 75cl,3179410205309,75 cl,['Bouteille'],['le mont fleuri'],['Anjou'],['la chapelle heulin'],,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins français', 'Vins vinés']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,
1692,3181341604915,3181341604915,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Galettes - 18 Portions De 3 Galettes - Coffret Métal 375 gr - Le glazik - 375g,3182650008920,375 g,,['Le glazik'],,,,,,['France'],['KS3 LITES BRETO'],,[],?,488,2042 kj(488 kcal),"20,8","13,7","67,4","6,9","0,73","0,292","25,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Carottes en rondelles surgelés - carré de verdure - 600g,3184034278387,600g,['sachet plastique'],['carré de verdure'],,,,,['la vie claire'],['France'],"[""100% carottes' en rondelles issues de agriculture bologique fabriquées dans un atelier qu utlise également du céleri""]",,[],?,33,138 kj(33 kcal),"0,7","0,1","4,5","0,6","0,06","0,024","4,1",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés']",0.7 g,en faible quantité,0.1 g,en faible quantité,4.1 g,en faible quantité,0.06 g,en faible quantité,,-28%,-27%,-35%,-63%,-3%,+93%,-74%,-64%,-64%,-8,,A,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
1695,3184333000733,3184333000733,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en Suisse']",,,,,,,
1696,Rians,31846700052488,,,['Rians'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Vin blanc DE VOIS des Agneaux d'Aumelas - LANGUEDOC - 75cl,3186127767723,75 cl,['Bouteille'],['LANGUEDOC'],,,,,['Carrefour'],['France'],[],,[],?,?,,?,,?,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,
1698,3186128025051,3186128025051,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Marcona,8436536120028,,,,,,,,,['France'],[],,[],?,685,2866 kj(685 kcal),"59,81","5,19","13,92","22,64","0,87","0,348","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Marcona,8436536120028,,,,,,,,,['France'],[],,[],?,685,2866 kj(685 kcal),"59,81","5,19","13,92","22,64","0,87","0,348","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Figuette seche,3191220011420,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
1702,3191718621681,3191718621681,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Croquant noix chocolat,3193840728641,,,,,,,,,['France'],[],,[],?,424,1774 kj(424 kcal),"7,4","0,7",82,"6,6",0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,32074130,32074130,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1705,3211201039646,3211201039646,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Crème de châtaigne - Distillerie des Alpes - 35cl,3217690048602,35cl,,['Distillerie des Alpes'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,3222385770003,3222385770003,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,"Bordeaux 2016 - club des sommeliers - 37,5cl",3222471124086,"37,5 cl",,['club des sommeliers'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,
1709,Coteaux Aix-prov.c-s Rouge 75CL - 75cL,3222472467342,75 cL,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Selection cocktails - margarita - tequila - citron vert - 70cl,3222473277506,70 cl,,,,,,,,['France'],"['Eau - Tequila blanco ', 'à 35% vol', ' 20 % - sucre - jus de citron à base de jus concentré 7% - alcool - arômes - acidifiant : acide citrique - émulsifiant : esters glycériques de résine de bois - colorants : lutéine - E131']",,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liqueur Tequila et citron,4,"['E330 - Acide citrique', 'E445 - Esters glycériques de résine de bois', 'E161b - Lutéine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,,,
1711,Bordeaux supérieur - club des sommeliers - 3l,3222473854608,3 l,['Cubi'],['club des sommeliers'],['France'],,['EMB 24167F POUR GRM À F 33220 PINEIILH'],,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Bordeaux supérieur']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['en:gluten-free', 'Fabriqué en France']",,,,,,,
1712,32234200949,32234200949,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Miel de fleurs d'Espagne - Miels Chailan - 250g,3226730002795,250 g,,['Miels Chailan'],['Espagne'],,,,,['France'],[],,[],1427,?,1427 kj(341 kcal),"0,2",0,83,0,0,0,70,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",0.2 g,en faible quantité,0 g,en faible quantité,70 g,en quantité élevée,0 g,en faible quantité,+6%,,+14%,+82%,-100%,+7%,+1%,-100%,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
1714,Mini Cde : 19 Colis Grillette Porc 15% 100GX4 Charal,3227061000108,,,['Charal'],,,,,,['France'],[],,[],?,248,1038 kj(248 kcal),15,"6,5",15,12,"1,5","0,6",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Coulis fruits rouges - Ponthier - 500g,3228170390609,500g,,['Ponthier'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de fruits rouges']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1716,Deleans chocolatier,35967101,,,,,,,,,['France'],[],,[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Galettes pur beurre - Beurlay,3229580016608,,,['Beurlay'],,,,,,['France'],[],,[],?,444,1858 kj(444 kcal),16,10,66,5,"0,23","0,092",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Gaufres au miel - Bjorg - 6,3229820100258,6,,['Bjorg'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres fourrées au miel']",,,,,,,,,,,,,,,,,,,,,,,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,['Bio'],,,,,,,
1719,Fructose cristallisé - Pleniday - 500g,3229820114170,500g,,['Pleniday'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Galettes extra-fines maïs - Bjorg,3229820774848,,,['Bjorg'],,,,,,['France'],[],,[],?,381,1594 kj(381 kcal),"0,7",0,84,"8,4","0,27","0,108","0,6",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']",0.7 g,en faible quantité,0 g,en faible quantité,0.6 g,en faible quantité,0.27 g,en faible quantité,,-4%,-4%,-83%,-100%,+6%,-65%,+9%,-37%,-37%,0,-100%,B,-100%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['Bio', 'en:gluten-free']",,,,,,,
1721,fleur de sel au poivre noir - Albert Menes,3234750030926,,,['Albert Menes'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,B,"['Epicerie', 'Condiments', 'Sels', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel']",,,,,,,,,,,,,,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,
1722,Askip c'est mangeable,3390509352760,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Dolce pizza 4 formaggi - Sodebo - 380g,3242272360773,380g,,['Sodebo'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,3242890001553,3242890001553,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,biscuit vitalité - carrefour,324513922465,,,['Carrefour'],,,,,['Carrefour'],['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,3245390006691,3245390006691,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,sardines généreuses - connétable,17712129,,['boîte en fer'],['connétable'],,,,,,['France'],"['Sardines', 'eau', ""vinaigre d'alcool"", 'citron 3%', 'rondelle et jus', 'sel', 'sucre', 'basilic 0,4%,arôme naturel de citron', 'épaississant :gomme xanthane']",['Poisson'],"['Non végétalien', 'Non végétarien']",?,143,598 kj(143 kcal),"6,5","2,2","0,9",20,1,"0,4","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,['E415 - Gomme xanthane'],,,,
1728,100% Pure Maple Syrup Dark - Western Family,0062639284565,,,['Western Family'],,,,,,['France'],[],,[],?,210,879 kj(210 kcal),0,0,52,1,0,0,52,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable"", ""Sirops d'érable foncés""]",0 g,en faible quantité,0 g,en faible quantité,52 g,en quantité élevée,0 g,en faible quantité,,-23%,-23%,-100%,-100%,-24%,-15%,+1953%,-100%,-100%,12,-9%,D,-9%,,,,,,,,,,,,,,,
1729,le tiramisu - carrefour - 4,3245490658769,4,['4 pots'],['Carrefour'],,,,,['Carrefour'],['France'],[],,[],?,?,,?,,?,?,,,,,['Dessert pâtissier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,
1730,Jambon Fume - Monique - 4tranches,3250390898665,4 tranches,['Plastique'],"['Monique', 'Ranou']",,,,,,['France'],"['Jambon de porc', 'gras et couenne de porc', 'sel dextose', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']",,"['Non végétalien', 'Non végétarien']",143,?,143 kj(34 kcal),"6,7","2,7","0,6",20,"5,055","2,022","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'en:gluten-free', 'Viande Porcine Française']",,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,
1731,"Café Dégustation 18 Dosettes, Le Sachet 125G - Planteur des tropiques",3250391103461,,,['Planteur des tropiques'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Plateau barbecue boeuf - Jean Rozé,3250391593293,,,['Jean Rozé'],,,,,,['France'],[],,[],?,148,619 kj(148 kcal),"8,6","3,9",1,16,"0,68","0,272","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Panier feuilleté au chèvre et miel - Intermarché Selection - 280g,3250392046293,280 g,['Sous vide'],['Intermarché Selection'],,,"['EMB 42127A', 'Mably (Loire, France)', 'FR 42.127.001 CE', 'Mably (Loire, France)']",,,['France'],"[""Panier feuilleté au chèvre et miel Pâte feuilletée garnie d'une préparation à base de fromage de chèvre et de miel Ingrédients GARNITURE 55,7% : fromage de chèvre"", '28,5% oignons', ' eau', 'beurre""', 'miel 1,2%', 'crème*', 'farine de blé', 'lactose* et protines de lait', 'sel', 'poivre', 'épice', ""extraits d'épices PATE FEUILLETEE 44,3% : farines "", 'farine de blé', 'farine de fèves e de blé malté', 'agent de traitement de la farine : E300', 'beurre* ', 'beurre*', 'colorant aroténoïdes', 'eau', 'sel', ""dorure à l'oeuf dont lait ourcentages exprimés sur le total de la recette races éventuelles de poissons"", 'mollusques', 'crustacés', 'céleri', 'moutarde', 'soja et uits à coque aleurs']","['Céleri', 'Crustacés', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Soja']","['Non végétalien', 'Non végétarien']",?,311,1301 kj(311 kcal),"19,4","13,6","24,9","7,8","1,35","0,54","3,6",,['Traiteur'],19.4 g,en quantité modérée,13.6 g,en quantité élevée,3.6 g,en faible quantité,1.35 g,en quantité modérée,,+34%,+34%,+106%,+289%,+0%,+65%,-18%,+26%,+26%,18,+236%,D,+236%,,,,,,,,,,3,['E300 - Acide ascorbique'],,,,
1734,3250392051594,3250392051594,,,,,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1735,Saucisses cocktails - Monique Ranou - 420g,3250392343668,420 g,"['sous vide', 'Plastique']",['Monique Ranou'],['France'],['France'],,,['Intermarché'],['France'],"['viande de porc ', '70%', ',eau,plasma de porc,sel,dextrose,lactose', 'lait', ',protéines de lait,arômes,antioxydant:ascorbate  de sodium']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,1164,4870 kj(1164 kcal),"25,6",9,"1,6","12,2","2,27","0,908","1,6",D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",25.6 g,en quantité élevée,9 g,en quantité élevée,1.6 g,en faible quantité,2.27 g,en quantité élevée,,+369%,+368%,+19%,+12%,-3%,+119%,+3%,+19%,+19%,28,+58%,E,+58%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,"['Labels de distributeurs', 'Sélection Intermarché']",,4,['E301 - Ascorbate de sodium'],,,,
1736,Saucisse seche pur porc - Monique tabou - 300g,3250392430597,300g,,['Monique tabou'],,,,,,['France'],[],,[],?,?,,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Saucisson - ranou,3250392430627,,['250g'],['Ranou'],,,,,,['France'],['viande de porcsellactosesucredextroseépicenitrate de potassiumnitrite de sodiumboyau naturel de porc'],,[],?,416,1741 kj(416 kcal),"34,1","13,2","1,7","25,6","4,94","1,976","1,4",,"['Viandes', 'Charcuteries']",34.1 g,en quantité élevée,13.2 g,en quantité élevée,1.4 g,en faible quantité,4.94 g,en quantité élevée,,+59%,+61%,+77%,+82%,+16%,+76%,+37%,+108%,+108%,25,+56%,E,+56%,,,,,,,,"['Viande-francaise', 'Viande-porcine-francaise']",,,,,,,
