,name,bar_code,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,brand_owner,nova_score,generic_name,link,additives,allergens,ingredients_origins,manufacturing,origin_detail
1619,Juste Frais Smoothie,3770006565250,,,,['France'],[],[],,,,,,,,,?,,96,,402 kj(96 kcal),,"5,2",,"4,4",,11,,"7,1",,1,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Gruyere igp lt cru 32% mg,2644348020993,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Oeufs,3760166981045,,,,['France'],[],[],,,,,,,,,?,,644,,2694 kj(644 kcal),,"11,9",,0,,"0,7",,0,,"12,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Jambon supérieur,2871621029392,,,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,3,,"1,2",,1,,"0,5",,20,,"2,1",,"0,84",,,,,,"['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,,,,
1623,Dejeunette viennoise,0206233013125,,,,['France'],[],[],,,,,,,,,?,,263,,1100 kj(263 kcal),,"4,6",,"2,6",,45,,"6,3",,"8,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Perles eucalyptus et sève de pin - 250g,3770012375232,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,['France'],[],[],0.05 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0.015 g,en faible quantité,?,,402,-4%,1682 kj(402 kcal),-4%,"0,05",-100%,0,-100%,"98,9",+48%,81,+63%,"0,06",-99%,"0,015",-90%,"0,006",-90%,15,-18%,D,-18%,,,,,,,,,,,250 g,,,,,,,,,,
1625,Paupiette porc lardée au chorizo,3273625833354,,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,20,,"6,9",,"0,6",,"0,6",,17,,"1,9",,"0,76",,,,,,"['FR 22.003.001 CE', ""Aucaleuc (Côtes-d'Armor, France)"", 'EMB 22093C', ""Lamballe (Côtes-d'Armor, France)"", 'FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,,,,,
1626,Lasso,8716100657465,,,,['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,3,,"1,5",,79,,52,,"3,3",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Mentos Candy Fruity 118.8G.,8990800003894,,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"1,6",,"1,6",,"73,1",,"73,1",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,
1628,The tube,3760279200422,,,['en:gluten-free'],['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,30,,23,,1,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Beurre,3760216180091,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres']",,['France'],[],[],73 g,en quantité élevée,73 g,en quantité élevée,0 g,en faible quantité,2.52 g,en quantité élevée,?,,658,-8%,2753 kj(658 kcal),-8%,73,-8%,73,+37%,0,-100%,0,-100%,"0,8",+18%,"2,52",+165%,"1,008",+165%,28,+28%,E,+28%,,,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,
1630,Creme de marron,3999310068855,,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"0,8",,"0,2",,"63,6",,"50,2",,"1,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Nestle pure life,3491953641353,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Gelée De Groseille,3346041395253,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,25,,"1,4",,58,,14,,"1,7",,0,,0,,,,,,"['EMB 78015', 'Andrésy (Yvelines, France)']",,,,,,,,,,,,,,,,,,,,
1633,Veloute de rouget au safran,3547350004571,,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,1,,"0,3",,4,,"0,5",,"2,5",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Mon infusion bien-être DIGEST,3700019521141,,"['Boissons', 'Boissons chaudes']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Vin rouge Anjou Villages,3760279260235,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']","['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,C,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,
1636,Finitronc Toppings,8410525216121,,,,['France'],[],[],,,,,,,,,?,,1403,,5870 kj(1403 kcal),,0,,0,,79,,70,,"3,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1637,NOUGAT tendre au miel - 200g,3490454525018,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,['France'],[],[],14.4 g,en quantité modérée,1.2 g,en faible quantité,67.6 g,en quantité élevée,0.03 g,en faible quantité,?,,468,+5%,1958 kj(468 kcal),+5%,"14,4",-13%,"1,2",-39%,"76,8",+17%,"67,6",+24%,"6,6",-8%,"0,03",-60%,"0,012",-60%,16,0%,D,0%,,,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,200 g,,,,,,,,,,
1638,Le monoporzioni,8003561252019,,,['Sans conservateurs'],['France'],[],[],,,,,,,,,?,,71,,297 kj(71 kcal),,"1,8",,"0,3",,"10,2",,"1,2",,"2,1",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Chips Kettle Cooked,3336971403128,,,,['France'],[],[],,,,,,,,,?,,515,,2155 kj(515 kcal),,30,,"2,6",,52,,"0,6",,"5,9",,"1,47",,"0,588",,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Aiguillettes de poulet fermier BIO,0215723069733,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1641,Pur jus de pommes du Pays d'Othe,3760153400443,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Hure de langue pistachee,2241489020075,,,"['Point Vert', 'Fabriqué en France']",['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,21,,"7,2",,"0,7",,"0,5",,16,,"2,2",,"0,88",,,,,,"['EMB 35196', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,
1643,Puree pommes avalou - La Marmite Bretonne - 320g,3760249863084,['La Marmite Bretonne'],,"['Bio', 'Sans sucre ajouté']",['France'],[],[],,,,,,,,,?,,53,,222 kj(53 kcal),,0,,0,,11,,11,,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,320 g,,,,,,,,,,
1644,Pomme,0200068017198,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Abricot confiture extra - Cyfruileg,3701236600794,['Cyfruileg'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,56 g,en quantité élevée,0.1 g,en faible quantité,?,,209,-5%,874 kj(209 kcal),-5%,"0,5",+121%,"0,1",+134%,57,+7%,56,+11%,"0,5",-0%,"0,1",+355%,"0,04",+355%,11,+22%,D,+22%,,,B,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,
1646,Cuisse de grenouille - 1kg,3444293000090,,"['Viandes', 'Grenouille', 'Cuisses de Grenouilles']",['Sans additifs'],['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.02 g,en faible quantité,?,,75,-45%,314 kj(75 kcal),-46%,0,-100%,0,-100%,0,-100%,0,-100%,"16,8",+9%,"0,02",-96%,"0,008",-96%,-5,-303%,A,-303%,,,,,,,,,,,1 kg,,,,,,,,,,
1647,Nescafé Mochaccino (Instantané),5941017010383,['Nescafé'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,['France'],[],[],,,,,,,,,?,,100,-22%,418 kj(100 kcal),-32%,"9,1",+203%,"8,4",+267%,"79,8",+245%,"60,1",+320%,"3,1",-33%,0,-100%,0,-100%,,,,,,,E,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,,,,,,,
1648,Bonbon Boule Coco Sachet De 100 Bonbons - Patrelle,3215470508896,['Patrelle'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,['France'],[],[],12 g,en quantité modérée,11 g,en quantité élevée,77 g,en quantité élevée,0.04 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,12,+545%,11,+938%,81,-3%,77,+33%,"3,2",+51%,"0,04",-67%,"0,016",-67%,20,+39%,E,+39%,,,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1649,Chocolate pretzels dark,5060527230439,,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,480,,2008 kj(480 kcal),,"23,7",,13,,"50,7",,"18,2",,"11,9",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Saucisson sec pour porc,0237065036419,,,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,21,,"8,7",,"2,8",,"1,1",,"31,1",,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Nakd Lemon Drizzle,5060088706800,['Nakd'],,,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,"15,5",,"6,5",,"51,8",,"50,6",,"6,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1652,LE GRUYÈRE,2111228004508,,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,32,,0,,0,,0,,27,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Caviar d'Olives vertes aux Truffes,3770006742019,,,,['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,"2,3",,"2,3",,"2,1",,"0,9",,0,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Pain,3289668241209,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1655,KOKO MOGU,5060401972899,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Milk chocolate,0200030077953,,,,['France'],[],[],,,,,,,,,?,,541,,2264 kj(541 kcal),,32,,19,,57,,56,,"5,6",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Healthy grains almond butter dark chocolate granola bars,0602652204081,,['Snacks'],,"['France', 'États-Unis']","['oats', 'cane sugar', 'semi-sweet chocolate ', 'sugar', 'unsweetened chocolate', 'cocoa butter', 'soy lecithin', 'vanilla extract', 'canola oil', 'tapioca syrup', 'brown rice', 'honey', 'millet', 'almond butter ', 'almonds', 'almonds', 'buckwheat', 'amaranth', 'brown rice flour', 'gum acacia', 'quinoa', 'sea salt', 'brown rice syrup', 'natural flavor', 'vitamin e ', 'tocopherols to maintain freshness', ',']",['Non végétalien'],17.1 g,en quantité modérée,2.86 g,en quantité modérée,20 g,en quantité élevée,0.715 g,en quantité modérée,?,,429,-5%,1795 kj(429 kcal),-5%,"17,14",-18%,"2,86",-68%,"65,71",+17%,20,-34%,"8,57",+36%,"0,715",+36%,"0,286",+36%,9,-50%,C,-50%,,,,,,,,,,,,,KIND,4,,,"['E322i - Lécithine', ""E414 - Gomme d'acacia""]","['Fruits à coque', 'Avoine', 'Soja']",,,
1658,Saucisse de viande,2450701024160,,,,['France'],[],[],,,,,,,,,?,,299,,1251 kj(299 kcal),,26,,9,,"0,5",,"0,4",,"11,3",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Sake,4971980541714,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Vive l'ananas - Noberasco,8005120219310,['Noberasco'],,,['France'],[],[],,,,,,,,,?,,265,,1109 kj(265 kcal),,"0,2",,0,,65,,55,,"0,1",,"0,79",,"0,316",,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Dejeunettes,0211045007545,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Grape soda,4902179015761,,,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,"11,3",,"0,02",,0,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Flageolets - Parole Gourmande,3574314020230,['Parole Gourmande'],,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,"0,8",,0,,12,,"0,7",,"4,1",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,
1664,tofu aux oeufs,3770013170096,,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"3,5",,"1,1",,"2,3",,"1,2",,"4,5",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Les veloutes d asperges,3760133675267,,,,['France'],[],[],,,,,,,,,?,,44,,184 kj(44 kcal),,"2,1",,"0,4",,"4,8",,"0,7",,"1,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Cheese wafers with honey & mustard,8713726300782,,,,['France'],[],[],,,,,,,,,?,,497,,2079 kj(497 kcal),,26,,13,,55,,"2,4",,"9,2",,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Al Tibah,7107965956236,,,,['France'],[],[],,,,,,,,,?,,267,,1117 kj(267 kcal),,"1,8",,"0,4",,"48,9",,"9,7",,"3,5",,"9,7",,"3,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Crème fraîche de Normandie,0205760008208,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,38,,"25,5",,"3,1",,"3,1",,"2,1",,"0,08",,"0,032",,,,,,"['FR 14.120.001 CE', 'Cahagnes (Calvados, France)']",['Pot en verre'],,,,,,,,,,,,,,,,,,,
1669,Arôme caramel - La pateliere,3278584146132,['La pateliere'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Saucisse de Morteau Amiotte,3333420004080,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']",,['France'],[],[],28.9 g,en quantité élevée,11.1 g,en quantité élevée,0.1 g,en faible quantité,2.2 g,en quantité élevée,?,,324,+2%,1356 kj(324 kcal),+2%,"28,9",+5%,"11,1",+5%,"0,1",-82%,"0,1",-74%,"15,8",-6%,"2,2",-1%,"0,88",-1%,23,+6%,E,+6%,,['Film en plastique'],D,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,,,,,,,,,,,
1671,Creme de chataignes,3770013144042,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-15']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Poulet jaune fermier du Gers,0200450069408,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,"['Barquette en plastique', 'Film en plastique']",,,,,,,,,,['Casino'],,,,,,,,,
1673,Pavé mariné aux poivres,0211128023554,,,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,"3,6",,1,,"0,5",,"0,5",,20,,"1,1",,"0,44",,,,,,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,
1674,Pollen de cyste,3770000892321,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Gummy Candy,4000512733041,,,,['France'],[],[],,,,,,,,,?,,334,,1397 kj(334 kcal),,"0,1",,"0,1",,76,,42,,"5,9",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Foie de veau,0245124021528,,"['Viandes', 'Viandes de veau', 'Foie de veau']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,E,96.9%,0.5%,1.0%,0.9%,0.5%,0.1%,16,,,,,,,,,,,
1677,Story bottle extra virgin olive oil -,0687224000018,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,['France'],[],[],90 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,800,-7%,3350 kj(800 kcal),-6%,90,-6%,"13,3",-5%,0,,0,,0,,0,-100%,0,-100%,5,-19%,C,-19%,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,
1678,Jarret avant de porc demi sel,2210530003893,,,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"7,2",,"2,5",,"0,5",,"0,5",,18,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Carciofini interi - pellicano,8002895089940,['Pellicano'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']",,"['France', 'Italie']",[],[],7.9 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,2 g,en quantité élevée,?,,93,+102%,389 kj(93 kcal),+106%,"7,9",+1393%,"1,8",+1465%,"0,7",-88%,"0,7",-71%,"2,2",+5%,2,+157%,"0,8",+157%,4,,C,,,,,,,,,,,,,,,,,,,,,,
1680,Terrine de foie,2408367018108,,,,['France'],[],[],,,,,,,,,?,,1498,,6268 kj(1498 kcal),,"34,3",,"12,9",,"4,44",,"2,59",,9,,"1,94",,"0,776",,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Bombay Sapphire,7640175740771,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Quinoa aux légumes - Moulin des moines - 250g,3347430022125,['Moulin des moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Quinoa']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],"['quinoa blanc* 53,8%', 'lentilles rouges*', 'carottes* 3,3%', 'persil* 1,2%', 'poireau* 1%', ""oignons* 0,7% *Produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",4.1 g,en quantité modérée,0.4 g,en faible quantité,1.9 g,en faible quantité,0.05 g,en faible quantité,1395,-4%,330,+0%,1395 kj(330 kcal),+1%,"4,1",-24%,"0,4",-39%,"52,3",-5%,"1,9",-25%,"16,9",+43%,"0,05",-69%,"0,02",-69%,-6,,A,,,['Sachet'],B,80.5%,0.0%,5.8%,10.4%,3.3%,0.0%,70,250g,,,1,,,,,,,
1683,Thé magic - 70g,1000000045925,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,70 g,,,,,,,,,,
1684,Le Batistou,3521831911466,['Le Batistou'],,,['France'],[],[],,,,,,,,,?,,407,,1703 kj(407 kcal),,31,,12,,14,,"1,4",,28,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Filets de poulet,0219966021190,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1686,Baguette aux céréales,0260027006236,,,,['France'],[],[],,,,,,,,,?,,212,,887 kj(212 kcal),,"2,78",,"0,36",,"37,58",,"0,54",,"7,27",,"1,06",,"0,424",,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Banane,2804011012995,,,,['France'],[],[],,,,,,,,,?,,10,,42 kj(10 kcal),,9,,6,,18,,14,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Soupe mexicaine - Légendes Gourmandes,3760155981452,['Légendes Gourmandes'],,,['France'],[],[],,,,,,,,,?,,139,,582 kj(139 kcal),,"1,04",,"0,21",,19,,"8,89",,"9,07",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Miel,3760058260159,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Moutarde,40947020,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Sirop de cassis,3770011417025,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis']",,['France'],[],[],,,,,,,,,?,,52,-81%,218 kj(52 kcal),-82%,"0,1",-18%,0,-100%,"12,93",-81%,"12,11",-82%,"0,1",-37%,0,-100%,0,-100%,,,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,
1692,Petit Clos Jean,3455441802107,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Braised peanuts - 170g,8888140030352,,,,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,11,,3,,3,,3,,7,,3,,"1,2",,,,,,,,,,,,,,,,170 g,,,,,,,,,,
1694,Cancoillotte fumée au bois de hêtre,3272394489946,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte fondue', 'Cancoillottes']",,['France'],[],[],6.5 g,en quantité modérée,5.3 g,en quantité élevée,0.2 g,en faible quantité,0 g,en faible quantité,?,,133,-12%,556 kj(133 kcal),-12%,"6,5",-36%,"5,3",-20%,"0,5",-28%,"0,2",-43%,17,+17%,0,-100%,0,-100%,1,-87%,B,-87%,,,D,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,,,,,,,,,,,
1695,Mimolette Extra-Vieille 18 mois,0209805039752,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles']",,['France'],[],[],29 g,en quantité élevée,20 g,en quantité élevée,2 g,en faible quantité,3 g,en quantité élevée,?,,405,+3%,1695 kj(405 kcal),+3%,29,-0%,20,-3%,20,+2130%,2,+164%,34,+6%,3,+0%,"1,2",+0%,20,+4%,E,+4%,"['EMB 50127A', 'Chef-du-Pont (Manche, France)']",,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Monoprix'],,,,,,,,,
1696,Véritable andouillette de Guémené - Carrefour,2227259023811,['Carrefour'],,,['France'],[],[],,,,,,,,,?,,267,,1117 kj(267 kcal),,23,,12,,5,,5,,16,,"2,1",,"0,84",,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,
1697,Comte AOP Couronne Royale,2888146017124,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
1698,Glace vanille -,3281714214274,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,Glace,,,,,,
1699,Regal hvetekim,7044416004507,,,,"['France', 'Norvège']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Riz Basmati - Lustucru,3073190000409,['Lustucru'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,C,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,
1701,Muscade Muskaat - Delhaize,5400111018652,['Delhaize'],,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,
