,name,bar_code,quantity,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,packaging,categories,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,labels,palm_ingredients,manufacturing,traceability_code,ingredients_origins,link,brand_owner
763,Crunchy clouds - Frey - 150g,7616500662087,150 g,['Frey'],['Migros'],"['France', 'Suisse']","['Amandes 40 %', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel', ' Cacao: 34 % minimum dans le chocolat Lait: 20 % minimum dans le chocolat']",['Non végétalien'],4,2416,?,2416 kj(577 kcal),43,13,33,31,12,"0,3","0,12",,,,,['E322i - Lécithine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,,,
764,Milch-maudel - Frey - 100g,7616500663107,100 g,['Frey'],['Migros'],"['France', 'Suisse']","['sucre', 'amandes 21 %', 'beurre de cacao', 'lait écrémé en poudre', 'pâte de cacao', 'lait entier en poudre', 'beurre fondu', 'émulsifiant: lécithine de soja', 'arôme naturel', "" Peut contenir des noisettes et des traces d'autres fruits à coque "", 'noix', ' Cacao: 31 % minimum dans le chocolat']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,568,2377 kj(568 kcal),37,16,47,44,10,"0,17","0,068",E,,['Tablette'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",['E322i - Lécithine'],37 g,en quantité élevée,16 g,en quantité élevée,44 g,en quantité élevée,0.17 g,en faible quantité,,+2%,+2%,+3%,-11%,-2%,-2%,+11%,-34%,-34%,23,-8%,E,-8%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Fruits à coque'],,,['Suisse'],,,7616500663107 Frey Milch-model Site officiel,
765,Chocolat Duett Noir & Lait Café - Frey,7616500663176,,['Frey'],,['France'],[],[],,?,580,2427 kj(580 kcal),42,25,40,38,"6,6","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,Les Délices Blanc Croquant - Frey - 100g,7616500903654,100 g,"['Frey', 'Migros']",['Migros'],"['France', 'Suisse']","['sucre', 'beurre de cacao', 'nougatine aux noisettes 15 % ', 'sucre', 'noisettes', 'lait entier en poudre', 'lait écrémé en poudre', 'émulsifiant: lécithine de soja', 'arôme naturel', "" Peut contenir des amandes et des traces d'autres fruits à coque "", 'noix']",['Non végétalien'],4,?,585,2448 kj(585 kcal),39,21,52,52,"6,1","0,21","0,084",E,,"['Papier', 'Tablette', 'Plastique']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs', 'Chocolats aux noisettes', 'Chocolats suisses', 'Chocolats blancs aux noisettes']",['E322i - Lécithine'],39 g,en quantité élevée,21 g,en quantité élevée,52 g,en quantité élevée,0.21 g,en faible quantité,,+0%,+0%,-3%,+17%,+13%,+19%,-25%,-12%,-12%,27,+4%,E,+4%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,"['Lait', 'Fruits à coque', 'Soja']","['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,['Suisse'],,,,
767,Swiss Chocolate Milchkanne - Migros,7616500905436,,['Migros'],,['France'],[],[],,?,555,2322 kj(555 kcal),35,20,51,49,8,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,
768,Yummy - Frey,7616500907058,,['Frey'],,['France'],[],[],,?,542,2268 kj(542 kcal),32,16,55,53,7,"0,16","0,064",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats suisses']",,32 g,en quantité élevée,16 g,en quantité élevée,53 g,en quantité élevée,0.16 g,en faible quantité,,-2%,-1%,-10%,-20%,+12%,+16%,+6%,+34%,+34%,26,+10%,E,+10%,,,,,,,,,,,,,,,
769,Mahony noir chocolat - Frey - 100g,7616500912922,100g,"['Frey', 'Migros']",['Migros'],"['France', 'Suisse']","['sucre', 'pâte de cacao', 'beurre de cacao', 'miel 2', '5%', 'amandes 1', '4%', 'émulsifiant: lécithine de soja', ""blanc d'œuf "", ""d'élevage en liberté"", 'arôme']",['Non végétalien'],4,2200,526,2200 kj(526 kcal),32,19,50,47,6,0,0,E,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['E322i - Lécithine'],32 g,en quantité élevée,19 g,en quantité élevée,47 g,en quantité élevée,0 g,en faible quantité,-4%,-5%,-5%,-19%,-18%,+30%,+48%,-22%,-100%,-100%,21,-1%,E,-1%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Œufs', 'Fruits à coque']","['Agriculture durable', 'en:UTZ Certified']",,,,,,
770,Pause gourmande,7616600046183,,,,"['France', 'Suisse']",[],[],,?,130,544 kj(130 kcal),5,"2,5",17,12,4,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,yogourt pomme poire BIO - Migros - 180gr,7616600708890,180 gr,"['Migros', 'Elsa', 'M-BIO']",['Migros'],"['France', 'Suisse']","['yogourt au lait entier ', 'lait entier**', 'lait écrémé en poudre**', 'protéines du lait**', 'sucre de canne brut* 7', '8%', 'pomme *et poire* 7', '5%', 'amidon de maïs*', 'arômes naturels', 'jus de citron*', ' ** De production biologique suisse', ' * De production biologique certifiée']",['Non végétalien'],4,?,100,418 kj(100 kcal),"3,3","1,7",14,14,"3,5","0,102","0,041",B,yogourt pomme poire,['Carton/plastique'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,3.3 g,en quantité modérée,1.7 g,en quantité modérée,14 g,en quantité élevée,0.102 g,en faible quantité,,0%,+1%,+5%,-14%,+4%,+13%,-4%,-11%,-11%,3,+8%,C,+8%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Lait'],"['Bio', 'Bio européen', 'CH-BIO-006', 'M-BIO']",,"['Estavayer Lait SA Laitiers Route de Payerne 2 1470 Estavayer-le-Lac FR Suisse', 'Suisse']",['CH 2434'],,,
772,Bifidus Joghurt Vanille - Migros,7616600711203,,['Migros'],['Migros'],"['France', 'Suisse']","['yogourt doux ', 'lait', 'protéines du lait', 'sucre 7', '3 %', 'eau', 'lait condense sucré', 'fibres alimentaires ', 'oligofructose', 'inuline', ' 0', '9 %', 'amidon modifié de maïs cireux', 'extrait de vanille 0', '3 %', 'extraits végétaux colorants', 'jus de citron concentré', 'arômes', 'sirop de sucre caramélisé', 'graines de vanille épuisée']",['Non végétalien'],4,400,?,400 kj(96 kcal),"3,1","1,8",13,13,"3,5","0,1","0,04",,,,,['E14XX - Amidons modifiés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,,,,
773,Yaourt saveur Fraise sans lactose - Minus L - 500g,7616600711531,500g,['Minus L'],"['Cora', 'Magasins U']",['France'],"['79% spécialité laitière ', 'lait entier', 'protéines du lait en poudre', 'fibres alimentaires ', 'oligofructose', 'inuline', 'lactase', 'ferments lactiques sélectionnés [incluant les cultures Bifidobacterium et Lactobacillus acidophilus]', '21% préparation de fraises ', 'sucre', '7% fraise', 'amidon transformé de tapioca', 'jus de citron concentré', 'jus de légume colorant [carotte noire', 'courge]', 'arômes']",['Non végétalien'],4,470,111,470 kj(111 kcal),"2,8","1,6",17,16,4,"0,102","0,041",,"Spécialité laitière à la fraise à teneur réduite en lactose (< 0,1g/100 g)","['Pots', 'Plastique', 'Frais']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",['E14XX - Amidons modifiés'],2.8 g,en faible quantité,1.6 g,en quantité modérée,16 g,en quantité élevée,0.102 g,en faible quantité,+27%,+21%,+22%,-14%,-22%,+55%,+58%,+6%,-12%,-12%,2,-35%,B,-35%,,,,,,,,['Lait'],"['Fabriqué en France', 'Sans lactose']",,['Suisse'],['CH 2434'],,,
774,Minus L yaourt framboise sans lactose,7616600711548,,['Minus L'],['Magasins U'],['France'],"['yaourt', 'préparation de framboises 21% ', 'sucre', '8% framboise', 'amidon transformé de maïs', 'extraits végétaux colorants', 'arômes', 'lactase']",['Non végétalien'],4,?,104,435 kj(104 kcal),"2,8","1,7",16,16,"3,5","0,1","0,04",,,,,['E14XX - Amidons modifiés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],['Sans lactose'],,,,,,
775,Le Yaourt Dessert au Chocolat Suisse sur Lit de Banane - Swiss Delice - 120g,7616600712675,120 g,['Swiss Delice'],,['France'],[],[],,670,?,670 kj(160 kcal),"7,9","4,6",20,20,"2,5","0,07","0,028",,Dessert chocolat/banane,"['Plastique', 'Pot']","['Produits laitiers', 'Desserts', 'Desserts lactés']",,7.9 g,en quantité modérée,4.6 g,en quantité modérée,20 g,en quantité élevée,0.07 g,en faible quantité,+20%,,+22%,+48%,+36%,+36%,+64%,-46%,-48%,-48%,8,+87%,C,+87%,,,,,,,,,,,,['CH 2434'],,,
776,Snacking yaourt abricot & céréales - Farmer - 137g,7616600713726,137 g,['Farmer'],,['France'],[],[],,440,?,440 kj(105 kcal),"2,6","1,1",16,11,4,"0,07","0,028",B,"Yaourt sucré à l'abricot et arôme, avec mélange de céréales","['Pot', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts aux fruits', ""Yaourts à l'abricot"", 'Yaourts sucrés']",,2.6 g,en faible quantité,1.1 g,en faible quantité,11 g,en quantité modérée,0.07 g,en faible quantité,+7%,,+5%,-17%,-44%,+14%,-15%,+15%,-38%,-38%,2,-36%,B,-36%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,,,['Suisse'],['CH 2434'],,,
777,"Petit pain au beurre - Migros - 300g, 6petits pains",7616700009378,"300 g, 6 petits pains","['Migros', 'M-Classic']",['Migros'],"['France', 'Suisse']","['farine de blé ', 'IP-Suisse', 'eau', 'beurre concentré 7 %,levure', 'lait écrémé en poudre', 'sel cuisine iodé', 'oeuf entier ', ""d'élevage au sol"", 'lactose', 'protéine de blé', 'conservateur: E281', 'sucre', ""farine de malt d'orge"", 'sel de cuisine', 'agent de traitement de la farine: acide ascorbique,']",['Non végétalien'],4,1231,?,1231 kj(294 kcal),7,"4,5",45,"4,5",11,"1,5","0,6",B,Petits pains précuits,['Sachet Cellophane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks sucrés', 'Viennoiseries', 'Produits de boulangerie', 'Brioches']","['E281 - Propionate de sodium', 'E300 - Acide ascorbique']",7 g,en quantité modérée,4.5 g,en quantité modérée,4.5 g,en faible quantité,1.5 g,en quantité modérée,,,-22%,-53%,-9%,-6%,-74%,+49%,+64%,+64%,11,-11%,D,-11%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Gluten', 'Lait']",['en:IP-Suisse'],,"['M-Boulangerie', 'Suisse']",,['Suisse'],,
778,Spaghetti - M-CLASSIC - 750g,7616700015270,750g,['M-CLASSIC'],['Migros'],"['France', 'Allemagne', 'Suisse']",['semoule de blé dur'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1490,352,1490 kj(352 kcal),"1,5","0,5",69,"2,5",14,"0,1","0,04",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Spaghetti']",,1.5 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,0.1 g,en faible quantité,-1%,+0%,+1%,-14%,+35%,-0%,-16%,+19%,+315%,+315%,-4,,A,,,,,,,,,,,,,,,,
779,Weiche Leckerli - Migros - 400g e,7616700020311,400 g e,"['Migros', 'Jowa']",['Migros'],"['France', 'Suisse']","['Sucre', 'farine de blé', 'noisettes 14 %', 'orangeat 5 % ', 'sucre', 'sirop de glucose', ""écorce d'orange"", 'conservateur: disulfite de sodium', 'miel', 'écorce de citron confite 4 % ', 'sucre', 'sirop de glucose', 'écorce de citron', 'conservateur: disulfite de sodium', 'sirop de glucose', 'protéine de blé', 'épices', 'poudres à lever: E501', 'E503', 'écorce de citron ', 'avec sucre', 'eau', 'essence de citron', 'acidifiant: acide citrique', 'conservateurs: E202 et disulfite de sodium', 'sucre caramélisé', 'acidifiant: acide citrique', ""farine de malt d'orge"", 'arômes', 'sirop de fructose']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1642,398,1642 kj(398 kcal),9,"0,5",72,42,6,"0,05","0,02",B,"Pain d'épice avec noisettes, orangeat et écorce de citron confit.","['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices""]","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E501 - Carbonates de potassium', ""E503 - Carbonates d'ammonium"", 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",9 g,en quantité modérée,0.5 g,en faible quantité,42 g,en quantité élevée,0.05 g,en faible quantité,+12%,+18%,+16%,+158%,-60%,+2%,+3%,+38%,-89%,-89%,11,-22%,D,-22%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,"['Gluten', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",,,['Suisse'],,,,
780,Crusta Baguette - Migros - 360g,7616700037142,360 g,"['Migros', 'Jowa']",['Migros'],"['France', 'Suisse']","['FARINE DE BLÉ', 'eau', 'FARINE DE SEIGLE 7 %', 'graines de tournesol 4', '5 %', 'ÉPEAUTRE ÉCRASÉ 3 %', 'FLOCONS DE MALT DE BLÉ', 'PROTÉINE DE BLÉ', 'graines de lin 2 %', 'levure', 'FARINE DE GONFLEMENT DE BLÉ', 'sel de cuisine iodé', 'levain déshydraté ', 'BLÉ', ""FARINE DE MALT D'ORGE"", 'agent de traitement de la farine: acide ascorbique']",[],3,1157,?,1157 kj(277 kcal),4,"0,5",44,4,13,"1,5","0,6",A,,"['Sachet', 'Papier']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",['E300 - Acide ascorbique'],4 g,en quantité modérée,0.5 g,en faible quantité,4 g,en faible quantité,1.5 g,en quantité modérée,+3%,,+7%,+71%,+11%,-10%,+78%,+57%,+23%,+23%,-1,-133%,A,-133%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,['Gluten'],,,['Suisse'],,,,
781,Mini Pandorini - Migros - 300g e,7616700129939,300 g e,"['Migros', 'San Antonio']",['Migros'],"['France', 'Suisse']","['Farine de blé', 'beurre', 'sucre', 'levain chef de blé 11%', 'eau', ""jaune d'œuf "", 'd’élevage au sol', 'lait écrémé en poudre', 'émulsifiant : E471', 'sel de cuisine iodé', 'humectant: sorbitols', 'arômes', 'lactose', 'poudres à lever: E 500', 'E 450', ""écorce d'orange "", 'avec arôme naturel d’orange', 'acidiﬁant: acide citrique', 'conservateurs: E 202 et disulfite de sodium', 'colorant: E 101', 'amidon de blé']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,1665,397,1665 kj(397 kcal),17,10,51,15,9,"0,6","0,24",C,,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Pandoro']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E420 - Sorbitol', 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E101 - Riboflavine']",17 g,en quantité modérée,10 g,en quantité élevée,15 g,en quantité élevée,0.6 g,en quantité modérée,,0%,+0%,-11%,-17%,+5%,-29%,+23%,+15%,+15%,16,-20%,D,-20%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Œufs', 'Gluten', 'Lait', 'Anhydride sulfureux et sulfites']",,,['Suisse'],,,,
782,Millefeuille à la crème - Migros - 157g,7616700132397,157 g,['Migros'],['Migros'],"['France', 'Suisse']","['eau', 'farine de BLE', 'crème en poudre 15% ', 'sucre', 'amidon de pommes de terre modifié', 'LAIT écrémé en poudre', 'sirop de glucose', 'glucose', 'LACTOSERUM en poudre', 'huile de palme', 'émulsifiant: E 472a', 'gélifiant: E 401', 'protéines du LAIT ', 'contient LACTOSE]', 'arômes naturels', ""épaississant'"", ' E 516', 'stabilisant: E 450', 'colorant: caroténoïdes', 'margarine végétale ', 'huile de palme', 'huile de colza', 'eau', 'émulsifiants: E 471', 'E 475', 'acidifiant: acide citrique', 'sucrer sirop de glucose', 'préparation aux abricots ', 'sucre', 'sirop de glucoser eau', ""purée d'abricots"", 'acidifiant: acide citrique', 'gélifiant: pectines', 'huile de tournesol', 'conservateur: E 202', 'arômes', 'sel de cuisine iodé', 'protéine de BLE', 'colorant: rouge de betterave', ""farine de malt d'ORGE"", ' Peut contenir fruits à coque', 'sésame', 'soja', 'oeuf$']","['Huile de palme', 'Non végétalien']",4,?,321,1343 kj(321 kcal),16,8,40,21,4,"0,5","0,2",,,"['Frais', 'Plastique']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']","[""E472a - Ester diacétyl-acétique d'acides gras"", 'E401 - Alginate de sodium', 'E516 - Sulfate de calcium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E330 - Acide citrique', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E162 - Rouge de betterave']",16 g,en quantité modérée,8 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en quantité modérée,,-15%,-14%,-5%,-2%,-17%,-28%,-25%,+21%,+21%,17,-1%,D,-1%,,,,,,,,"['Gluten', 'Lait']",,['Huile de palme'],,,,,
783,Pizza Toscana - Migros - 370gr.,7616700176872,370gr.,"['Migros', 'M Classic']",['Migros'],"['France', 'Suisse']",[],[],,840,?,840 kj(201 kcal),4,2,30,"1,5",10,"1,3","0,52",,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,4 g,en quantité modérée,2 g,en quantité modérée,1.5 g,en faible quantité,1.3 g,en quantité modérée,-12%,,-12%,-52%,-49%,+12%,-49%,-3%,+4%,+4%,2,-74%,B,-74%,,,,,,,,,,,,,,,
784,Tourte de Linz framboises et groseilles,7616700182231,,,,"['France', 'Suisse']",[],[],,?,431,1803 kj(431 kcal),19,"6,2",58,32,"5,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,Penne Becs de plumes - M-CLASIC - 500g,7616700190595,500 g,['M-CLASIC'],['Migros'],"['France', 'Suisse']","['Semoule de blé dur', 'peut contenir des oeufs']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1490,352,1490 kj(352 kcal),"1,5","0,5",69,"2,5",14,"0,1","0,04",C,Pâtes alimentaires au blé dur,"['Sachet cellophane', 'Sack']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Penne Becs de plumes']",,1.5 g,en faible quantité,0.5 g,en faible quantité,2.5 g,en faible quantité,0.1 g,en faible quantité,-1%,-1%,-1%,-25%,+13%,-1%,-20%,+12%,+264%,+264%,-4,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,['Gluten'],,,,,,https://produits.migros.ch/m-classic-penne-becs-de-plumes,
786,Burger buns - Migros - 310g,7616700199437,310 g,['Migros'],['Migros'],"['France', 'Suisse']","['Farine de blé', 'eau', 'levure', 'sucre', 'amidon de blé', 'huile de tournesol', 'sel de cuisine iodé', 'protéine de blé', ""farine d'haricots"", 'émulsifiants: E481', 'E471', 'conservateur: E281', ""farine de malt d'orge"", 'agent de traitement de la farine: acide ascorbique', 'Peut contenir sésame', 'œufs', 'fruits à coque', 'soja', 'lait']","[""Pourrait contenir de l'huile de palme""]",4,1307,?,1307 kj(312 kcal),7,"0,8",51,7,9,"1,5","0,6",,,,,"['E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E281 - Propionate de sodium', 'E300 - Acide ascorbique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,
787,Pain bucheron - Migros - 250g,7616700242980,250 g,"['Migros', 'De la Région', 'Jowa']",['Migros'],"['France', 'Suisse']","['Farine de blé*', 'eau', 'protéine de blé', 'sel de cuisine iodé', 'levure', ""farine de malt d'orge"", 'amidon de blé', 'agent de traitement de la farine: acide ascorbique', '*de qualité ip-suissepeut contenir fruits à coque', 'sésame', 'soja', 'œufs', 'lait']",[],3,?,264,1105 kj(264 kcal),"1,2","0,2",52,3,10,"1,4","0,56",,,"['Sachet', 'Plastique', 'Papier']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['E300 - Acide ascorbique'],1.2 g,en faible quantité,0.2 g,en faible quantité,3 g,en faible quantité,1.4 g,en quantité modérée,,-20%,-20%,-80%,-83%,-5%,-23%,+5%,+9%,+9%,2,-61%,B,-61%,,,,,,,,['Gluten'],,,['Suisse'],,['Suisse'],,
788,Rosti Gruyère - Swiss delice - 500g,7616800460802,500 g,['Swiss delice'],,['France'],[],[],,?,159,665 kj(159 kcal),7,3,17,"0,5",6,"0,9","0,36",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Plats préparés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis', 'Röstis de pommes de terre surgelés']",,7 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,,-4%,-2%,-4%,+126%,-11%,-37%,+92%,-8%,-8%,3,-12%,C,-12%,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,,,,,,
789,MIXES Bretagne épicé - FARMER'S BEST - 750g,7616800559025,750 g,"[""FARMER'S BEST""]",,"['France', 'Suisse']","['carottes', 'brocoli', 'choufleur', 'haricots verts', 'haricots', 'eau', 'sel de cuisine', 'extrait de levure', ""extraits d'épices"", 'amidon de riz', 'sucre', ' Légumes: 94 %']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,141,?,141 kj(34 kcal),"0,5","0,5","4,5",4,2,"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Lentilles aux lardons - M-Classic - 880g,7616800800172,880 g,['M-Classic'],['Migros'],"['France', 'Suisse']","['lentilles 88%', 'lard fumé 7% ', 'viande de porc [ Suisse ] ', ' avec sel nitrité pour saumure [ sel de cuisine', 'conservateur : E 250 ]', 'stabilisant : diphosphates', 'condiment', 'sel de cuisine iodé', 'huile de colza', 'concentré de tomates', 'oignons', 'bouillon végétal', 'amidon de riz', 'sel de cuisine', 'farine de froment roussie', 'antioxydant: acide ascorbique et acide citrique', 'épices']","['Non végétalien', 'Non végétarien']",4,420,?,420 kj(100 kcal),"3,5",1,11,"0,7","4,5",1,"0,4",,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E330 - Acide citrique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Confiture de framboises - Bischofszell - 450g,7616800831992,450 g,['Bischofszell'],,"['France', 'Suisse']","['sucre', 'framboises', 'gélifiant: pectine', 'acidifiant acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1065,?,1065 kj(255 kcal),"0,5",0,61,59,"0,5","0,05","0,02",C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']","['E440 - Pectines', 'E330 - Acide citrique']",0.5 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,+12%,,+13%,+85%,-100%,+14%,+15%,-26%,+135%,+135%,7,-21%,C,-21%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,,,,,
