,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,ingredients_origins,manufacturing,markets,allergens,nova_score,quantity,packaging,brand_owner,additives,link,palm_ingredients
1797,"Zen bebida refrescante de zumo de manzana y pera con extracto de tila, melisa y vainilla - El Corte Ingles",8433329095105,['El Corte Ingles'],['France'],[],[],?,0,"0,5","6,7","0,1",0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']",,0.5 g,en faible quantité,0 g,en faible quantité,6.6 g,en quantité élevée,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,+186%,0,-100%,-39%,"6,6",-37%,-75%,-100%,-100%,-5,-212%,B,-212%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,
1798,Sandwich poulet rôti,3243279921059,,['France'],[],[],?,261,13,26,9,1,"0,4",C,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,13 g,en quantité modérée,1.3 g,en faible quantité,2.8 g,en faible quantité,1 g,en quantité modérée,,+17%,1092 kj(261 kcal),+17%,+55%,"1,3",-10%,+1%,"2,8",-15%,-11%,-17%,-17%,3,+11%,C,+11%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,,,,,,,,,,
1799,Cuisses de poulet,2913148021241,,['France'],[],[],?,198,14,0,18,"0,18","0,072",D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['Bleu Blanc Cœur'],14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,+4%,828 kj(198 kcal),+3%,+13%,"3,5",+4%,-100%,0,-100%,-2%,-76%,-76%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1800,Oignons jaunes filet -,3760119371107,,['France'],[],[],?,?,?,?,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Oignons jaunes']",,,,,,,,,,,,,,,,,,,,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,,,
1801,Nouilles instantanées saveur vegetarien,3379145028987,,['France'],[],[],?,493,"26,9","52,4","9,19","1,9","0,76",,,,,,,,,,,,,,2063 kj(493 kcal),,,"11,2",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Thym Laurier - 20g,3661498000544,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 g,,,,,
1803,Confiture d'arbouse,2161349411,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Petit pâté en croute Canard à la mandarine - Michel Bolard - 450g,3287360760707,['Michel Bolard'],['France'],[],[],?,267,16,19,11,"1,4","0,56",,,,,,,,,,,,,,1117 kj(267 kcal),,,"6,8",,,"2,8",,,,,,,,,,,,,,,,,,,,,,,450 g,,,,,
1805,Jambon cuit avec son os,2244057016463,,['France'],[],[],?,191,11,"0,6",22,"1,8","0,72",,,,,,,,,,,,,,799 kj(191 kcal),,,"3,8",,,"0,6",,,,,,,,,,,,,,,,"['FR 71.076.001 CE', 'Chalon-sur-Saône (Saône-et-Loire, France)']",,,,['Auchan'],,,,,,,,
1806,Chili Levante - Edora,4007354617904,['Edora'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,"['Epicerie', 'Condiments', 'Assaisonnements']","['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dose'],,,,
1807,Aiguillettes de canard,0217817055820,,['France'],[],[],?,?,?,?,?,,,D,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,
1808,Crevette panées nobashi - 200g,8934717282133,,['France'],[],[],?,156,"1,7",27,"8,1","1,2","0,48",,,,,,,,,,,,,,653 kj(156 kcal),,,"0,9",,,"2,1",,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,
1809,Awesome Steak Sauce - 250ml,0734027112018,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250ml,['Flasche'],,,,
1810,Poelée gourmande - 601g,2868018031496,,['France'],[],[],?,34,"0,4","4,4","1,8",0,0,,,['Sans conservateurs'],,,,,,,,,,,142 kj(34 kcal),,,"0,11",,,"3,8",,,,,,,,,,,,,,,,,,,,,,,601 g,,,,,
1811,Pain complet,0200493009188,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Cocktails,3251516345001,,['France'],[],[],?,254,"14,4","21,3","8,5","1,16","0,464",,,,,,,,,,,,,,1063 kj(254 kcal),,,"0,7",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Myrtille Sauvage,3770003049111,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,mais frito,0220000037008,,['France'],[],[],?,424,"9,9",74,"6,8","1,8","0,72",,,,,,,,,,,,,,1774 kj(424 kcal),,,"9,9",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Olives vertes à l ail dénoyautées - Leaderprice - 150g,3263858814411,['Leaderprice'],['France'],[],[],?,145,14,"1,6","1,3","2,3","0,92",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",['Bio'],14 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,2.3 g,en quantité élevée,,-10%,607 kj(145 kcal),-9%,-11%,2,-20%,+16%,0,-100%,+20%,-32%,-32%,12,+3%,D,+3%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,150 g,,,,,
1816,Aïoli Provençal 106 ML,3288371110444,,['France'],[],[],?,700,"75,46","0,79","2,93","1,14","0,456",D,"['Epicerie', 'Sauces', 'Aïolis']",,75.5 g,en quantité élevée,6.96 g,en quantité élevée,0.2 g,en faible quantité,1.14 g,en quantité modérée,,+14%,2929 kj(700 kcal),+16%,+15%,"6,96",+3%,-78%,"0,2",-83%,+106%,-10%,-10%,19,+4%,E,+4%,81.4%,9.6%,3.6%,3.4%,1.6%,0.4%,47,,,,,,,,,,,,,
1817,Champignons - Champignons de Colmar - 250g,3760192320054,['Champignons de Colmar'],['France'],[],[],?,?,?,?,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons de Paris', 'Champignons de Paris entiers']",,,,,,,,,,,,,,,,,,,,,,,,,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,250 g,,,,,
1818,Carottes -,3000000016909,,['France'],[],[],?,?,?,?,?,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Carottes', 'Légumes frais', 'Carottes fraîches']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,,,,,,,,,,,
1819,Porc de l' Aveyron,2693026088169,,['France'],[],[],?,159,6,"0,5",26,"5,7","2,28",,"['Viandes', 'Porc']",,6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,5.7 g,en quantité élevée,,-17%,665 kj(159 kcal),-16%,-46%,"2,2",-49%,-44%,"0,5",-19%,+31%,+198%,+198%,13,+17%,D,+17%,,,,,,,,"['FR 12.301.002 CE', 'Villeneuve (Aveyron, France)']",,,,,,,,,,,,
1820,Huile de sesame,3760182170669,,['France'],[],[],?,?,?,?,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,,,,,,,,,,,,,,,,,,,,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,,,,,,
1821,Roquefort cave société,2430571022114,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Noir 74%,3700699917203,,['France'],[],[],?,514,35,43,7,0,0,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-15']",,,,,,,,,,,2151 kj(514 kcal),,,21,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Cornichon Au Sel Polonia,3760013720025,,['France'],[],[],?,12,"0,1","1,4",1,3,"1,2",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,0.1 g,en faible quantité,0.03 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,,-56%,50 kj(12 kcal),-53%,-66%,"0,03",-56%,-59%,0,-100%,-1%,+74%,+74%,5,+130%,C,+130%,,,,,,,,,,,,,,,,,,,,
1824,Pale Ale,3770011903009,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Gingembre Poudre (500 GR),3417960007463,,['France'],[],[],?,?,?,?,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre']",,,,,,,,,,,,,,,,,,,,,,,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,,,,,,,,,,,
1826,"Mars Maltage ""Cosmo""",4976881501164,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Tarte Framboise,0222466049205,,['France'],[],[],?,198,"7,1",29,"3,4","0,2","0,08",,,,,,,,,,,,,,828 kj(198 kcal),,,"4,4",,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Perles de vignes,3700416211324,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Pain d'epices à l'écorce d'orange,3760160209961,,['France'],[],[],?,341,"11,2","53,4","4,9","0,61","0,244",,,,,,,,,,,,,,1427 kj(341 kcal),,,"7,1",,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,PROTEIN & OATS BAR - Body&fit - 12x 70g,8718774010041,['Body&fit'],['France'],[],[],?,383,"10,8","52,5","23,2","0,52","0,208",,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,10.8 g,en quantité modérée,3.1 g,en quantité modérée,15.5 g,en quantité élevée,0.52 g,en quantité modérée,,+3%,1602 kj(383 kcal),+3%,-17%,"3,1",-47%,+61%,"15,5",+17%,-21%,+6%,+6%,12,+17%,D,+17%,,,,,,,,,,,,,,,12 x 70 g,,,,,
1831,brie de meaux,2480223024607,,['France'],[],[],?,263,20,"0,9","19,8","1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,20 g,en quantité modérée,14 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-6%,1100 kj(263 kcal),-6%,-8%,14,-8%,+89%,0,-100%,-4%,-5%,-5%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1832,Pizza tartiflette - 550g,0602561057686,,['France'],[],[],?,290,"14,7","26,6","12,3","1,27","0,508",,,,,,,,,,,,,,1213 kj(290 kcal),,,"7,54",,,"1,6",,,,,,,,,,,,,,,,,,,,,,,550 g,,,,,
1833,Saucisson cayrolais,2403700045063,,['France'],[],[],?,274,18,"0,5",28,"4,9","1,96",,,['Point Vert'],,,,,,,,,,,1146 kj(274 kcal),,,"5,6",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Palette de porc,2211322067109,,['France'],[],[],?,190,14,"0,9",15,"2,2","0,88",,,,,,,,,,,,,,795 kj(190 kcal),,,"5,7",,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Croustillant tout chocolat - 150g,3392360005106,,['France'],[],[],?,494,22,68,"5,9","0,28","0,112",,,,,,,,,,,,,,2067 kj(494 kcal),,,16,,,40,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,
1836,Honeywell wholesome wheat meal,6156000022529,,['France'],[],[],?,352,"2,5",71,12,0,0,,,,,,,,,,,,,,1473 kj(352 kcal),,,"2,5",,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Thé - Laboratoires vitarmonyl,3286010035202,['Laboratoires vitarmonyl'],['France'],[],[],?,?,?,?,?,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Mixmax,8001585008667,,['France'],[],[],?,439,"22,7","52,2","5,7","0,35","0,14",,,,,,,,,,,,,,1837 kj(439 kcal),,,"16,9",,,"37,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,"Œufs frais BIO, 10 œufs",3294460300009,,['France'],[],[],?,0,?,?,?,0,0,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Entremet macaron framboise - 660g,2836804064942,,['France'],[],[],?,280,16,28,"5,1","0,1","0,04",,,,,,,,,,,,,,1172 kj(280 kcal),,,"9,4",,,25,,,,,,,,,,,,,,,,,,,,,,,660 g,,,,,
1841,Couronne des rois nature - 400g,2844266032140,,['France'],[],[],?,363,13,50,12,"1,3","0,52",,,,,,,,,,,,,,1519 kj(363 kcal),,,"7,4",,,11,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,
1842,12muffins aux escargots - Escal,3261080165004,['Escal'],['France'],[],[],?,254,17,17,8,"1,4","0,56",,,,,,,,,,,,,,1063 kj(254 kcal),,,11,,,"2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Dot's,0200762019689,,['France'],[],[],?,484,32,43,"5,2","0,8","0,32",,,,,,,,,,,,,,2025 kj(484 kcal),,,15,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Macédoine de légumes,3767954098671,,['France'],[],[],?,132,"10,5","6,2","1,7","1,2","0,48",B,"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Macédoines de légumes']",,10.5 g,en quantité modérée,0.8 g,en faible quantité,2.3 g,en faible quantité,1.2 g,en quantité modérée,,+43%,552 kj(132 kcal),+42%,+87%,"0,8",+63%,+6%,"2,3",+42%,-28%,+54%,+54%,5,+2173%,C,+2173%,24.4%,36.8%,17.2%,8.6%,7.9%,5.0%,89,,,,,,,,,,,,,
1845,Mini cake saumon et crevettes,2274541048540,,['France'],[],[],?,339,"26,9","12,9","12,8","1,1","0,44",,,,,,,,,,,,,,1418 kj(339 kcal),,,"4,4",,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Complexe Examen,3700446415099,,['France'],[],[],?,?,?,?,?,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Tabasco Scorpion Sauce,0011210617001,,['France'],[],[],?,84,"0,5",19,"1,1","9,8","3,92",,"['Epicerie', 'Sauces', 'Sauces pimentées']",['Halal'],0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,9.8 g,en quantité élevée,,-31%,351 kj(84 kcal),-29%,-84%,"0,1",-78%,+9%,13,-4%,-5%,+117%,+117%,13,+4%,D,+4%,,,,,,,,,,,,,,,,,,,,
1848,Terrine de foie aux pommes et calvados - Rostain,3507170110388,['Rostain'],['France'],[],[],?,?,?,?,?,0,0,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de foie']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,['Conserve'],,,,
1849,Condiment balsamique blanc à la cranberry,3700662760553,,['France'],[],[],?,328,0,"78,7","0,3","0,07","0,028",,,,,,,,,,,,,,1372 kj(328 kcal),,,0,,,"78,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Le petit beret,3760251402011,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Noix du Brésil,3700146207727,,['France'],[],[],?,?,?,?,?,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix du Brésil']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,,,,,,,,,,,,,
1852,Soumbala,8681695138296,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Madeleines de Liverdun,3383390031234,"['Madeleines de Liverdun', 'Biscuiterie Chenel']",['France'],[],[],?,?,?,?,?,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,,,,,,,,,,,,,,,,,,,,,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,,
1854,Fougasse aux olives,0202182006560,,['France'],[],[],?,343,13,46,"9,8",2,"0,8",,,,,,,,,,,,,,1435 kj(343 kcal),,,"5,4",,,"1,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Paëlla,3237580164687,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.190.005 CE', 'Saint-Sébastien-sur-Loire (Loire-Atlantique, France)']",,,,,,,,,,,,
1856,Aiguillettes de poulet - Monoprix,2201259029325,['Monoprix'],['France'],[],[],?,?,?,?,?,0,0,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.175.001 CE', 'Luché-Pringé (Sarthe, France)']",,,,['Monoprix'],,,,,,,,
1857,Chèvre,3417881211246,,['France'],[],[],?,0,"21,3","3,5",0,1,"0,4",,,,,,,,,,,,,,0 kj(0 kcal),,,"14,8",,,"2,5",,,,,,,,,,,,,,,,"['FR 24.461.001 CE', 'Saint-Méard-de-Gurçon (Dordogne, France)']",,,,,,,,,,,,
1858,Niguela,8423018285078,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Cuisse de dinde,2232100003423,,['France'],[],[],?,171,10,"0,5",20,"0,17","0,068",,,,,,,,,,,,,,715 kj(171 kcal),,,"2,8",,,"0,5",,,,,,,,,,,,,,,,"['FR 56.081.001 CE', 'Guiscriff (Morbihan, France)']",,,,,,,,,,,,
1860,Pâté De Campagne 120gr,3532820000030,,['France'],[],[],?,335,"29,9","1,2","15,2","1,33","0,532",,,,,,,,,,,,,,1402 kj(335 kcal),,,12,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Escalope de veau à griller,3497720367808,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Adega Vila Real Red,5602079053908,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Cornichons à l'israélienne - 670g,04563679,,['France'],[],[],?,39,"0,1","0,9","0,6","1,9","0,76",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",,0.1 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,1.9 g,en quantité élevée,,+44%,163 kj(39 kcal),+52%,-66%,0,-100%,-74%,"0,1",-96%,-41%,+10%,+10%,3,+38%,C,+38%,,,,,,,,,,,,,,,670 g,,,,,
1864,Pleuronade ~ Poivron fumé et origan,3770009542111,,['France'],[],[],?,127,"10,5","5,5","6,1","0,95","0,38",,,,,,,,,,,,,,531 kj(127 kcal),,,"4,6",,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Aiguillettes de poulet,2202184034965,,['France'],[],[],?,?,?,?,?,0,0,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 89.069.001 CE', 'Chailley (Yonne, France)']",,,,,,,,,,,,
1866,Huile d'olive - Bio Planete,3445020633666,['Bio Planete'],['France'],[],[],?,817,90,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Bio'],90 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-5%,3418 kj(817 kcal),-5%,-6%,16,+14%,,0,,,-100%,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,
1867,Couronne rois fruits confits - 350g,0202747029522,,['France'],[],[],?,1,"7,3",55,"6,6","0,6","0,24",,,,,,,,,,,,,,4 kj(1 kcal),,,"4,3",,,28,,,,,,,,,,,,,,,,,,,,,,,350 g,,,,,
1868,Poulet,0253088014692,,['France'],[],[],?,0,"1,3",0,23,"0,11","0,044",,,,,,,,,,,,,,0 kj(0 kcal),,,"0,4",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Samon fumé,0208746040285,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Gouda holland igp,2488017015022,,['France'],[],[],?,372,"30,5",0,"23,4","1,8","0,72",,,,,,,,,,,,,,1556 kj(372 kcal),,,"21,2",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Thé vert et Framboise - 40g,5060123607895,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 g,,,,,
1872,Caramel et chocolat - Dolfin,5413415916814,['Dolfin'],['France'],[],[],?,579,42,45,4,"0,7","0,28",,,,,,,,,,,,,,2423 kj(579 kcal),,,20,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Chocolat au lait entier bio - 30g,4043651162419,,['France'],[],[],?,543,"31,9","55,6","7,1","0,2","0,08",,,['Bio'],,,,,,,,,,,2272 kj(543 kcal),,,20,,,"54,9",,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,
1874,Poulet fermier,0217013046448,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,BB Kombucha framboise hibiscus,0745114159113,,['France'],[],[],?,17,0,4,0,0,0,C,"['Boissons', 'Boissons au thé', 'Kombuchas']",['Bio'],0 g,en faible quantité,0 g,en faible quantité,4 g,en quantité modérée,0 g,en faible quantité,,-6%,71 kj(17 kcal),-5%,-100%,0,-100%,+5%,4,+17%,-100%,-100%,-100%,6,+5%,D,+5%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,,,,,,,
1876,Fromage de vache Arrokia,3760267410024,,['France'],[],[],?,?,?,?,?,0,0,,,"['Bio', 'Bio européen', 'FR-BIO-12']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 64.008.101 CE', 'Ahaxe-Alciette-Bascassan (Pyrénées-Atlantiques, France)']",,,,,,,,,,,,
1877,S aumon fumé tranché ficelle ecosse,2702171022925,,['France'],[],[],?,175,"9,7",1,"20,5",3,"1,2",,,,,,,,,,,,,,732 kj(175 kcal),,,3,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Nestlé Viennois éclats chocolat et éclats de caramel,3023290036860,['Nestlé'],['France'],[],[],?,170,"9,5","17,9","2,8","0,1","0,04",,,,,,,,,,,,,,711 kj(170 kcal),,,"6,1",,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Inuit Herbal Tea,0818952000012,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Aiguillettes de poulet - La nouvelle agriculture,0213329029120,['La nouvelle agriculture'],['France'],[],[],?,?,?,?,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,
1881,Salade fruits bio,3080920992903,,['France'],[],[],?,66,0,15,0,0,0,,,"['Bio', 'Sans conservateurs']",,,,,,,,,,,276 kj(66 kcal),,,0,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
