,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,link,markets,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,traceability_code,nova_score,additives,manufacturing,ingredients_origins,generic_name,origin_detail
376,BBQ Sauce - Suntat,8690804367502,['France'],[],[],?,?,?,?,?,B,,['Suntat'],"['Epicerie', 'Sauces', 'Sauces barbecue']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,,,,,,,,
377,Azur,3323860135611,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Beignets,0208454032473,['France'],[],[],?,318,"9,7",50,"6,7",,,,,,,,,,,,,,,,,,1331 kj(318 kcal),,,"1,5",,,20,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,
379,Crème glacée nougat de Montélimar et morceaux de nougat,3661366982729,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Saumon fumé Norvège - 140g,5060374373549,['France'],[],[],?,190,12,"0,6",22,E,140 g,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+3%,795 kj(190 kcal),+3%,+14%,"2,5",+21%,+21%,"0,6",+80%,-0%,"2,9",+3%,"1,16",+3%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,
381,Rolling Bite,8852116805510,['France'],[],[],?,333,2,47,23,,,,,,,,,,,,,,,,,,1393 kj(333 kcal),,,0,,,47,,,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,
382,Granola cacao noisette,3770016639040,['France'],[],[],?,428,"20,2","49,3","12,2",,,,,,,,,,,,,,,,,,1791 kj(428 kcal),,,"3,2",,,20,,,"0,15",,"0,06",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
383,Crème dessert Chocolat,3760190480163,['France'],[],[],?,108,"4,1","14,1","3,8",,,,,,,,,,,,,,,,,,452 kj(108 kcal),,,"1,8",,,14,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
384,Granola cacao banane,3770016639071,['France'],[],[],?,405,16,"54,9","11,6",,,,,,,,,,,,,,,,,,1695 kj(405 kcal),,,"3,2",,,"22,9",,,"0,15",,"0,06",,,,,,,,,,,,,,['Bio'],,,,,,,
385,Curry,8057949190066,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Dessert Marron & Vanille,3760190480200,['France'],[],[],?,143,5,"20,5","4,2",,,,,,,,,,,,,,,,,,598 kj(143 kcal),,,"3,1",,,"17,7",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
387,Eclairs,,['France'],[],[],?,263,15,29,3,,,,,,,,,,,,,,,,,,1100 kj(263 kcal),,,"4,6",,,18,,,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,
388,Chenin de Jardin,3350781312104,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Crevettes entieres,3760082430870,['France'],[],[],?,95,"0,5","0,5",22,,,,,,,,,,,,,,,,,,397 kj(95 kcal),,,"0,5",,,0,,,"2,1",,"0,84",,,,,,,,,,,,,,,"['FR 62.160.112 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)', 'ASC-C-01198']",,,,,,
390,Vin,3179075021313,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
391,Saucisson sec bridé à l ancienne,0269977063634,['France'],[],[],?,342,"24,8","2,3","27,3",,,,,,,,,,,,,,,,,,1431 kj(342 kcal),,,"9,8",,,"2,2",,,"5,31",,"2,124",,,,,,,,,,,,,,,,,,,,,
392,Extrait de rose - Patisdecor,3700105235792,['France'],[],[],?,?,?,?,?,,,['Patisdecor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Mousserons des prés séchés,3760130217194,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,La moutarde - 130g,2010050204295,['France'],[],[],?,190,13,"13,3","7,2",,130 g,,,,,,,,,,,,,,,,795 kj(190 kcal),,,"1,1",,,"7,9",,,"5,1",,"2,04",,,,,,,,,,,,,,,,,,,,,
395,Les P'tits Carrés,3760293200330,['France'],[],[],?,465,18,63,11,,,,,,,,,,,,,,,,,,1946 kj(465 kcal),,,15,,,"2,9",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,
396,Black Pepper Grinder - Tiêu Den Phú Quôc - Minh Ha Foods - 40g,8936007662977,['France'],[],[],?,?,?,?,?,,40 g,['Minh Ha Foods'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Vin rouge,3245415890564,['France'],[],[],?,?,?,?,?,D,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,,,,0,-100%,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,
398,Eclair chocolat,0209527010503,['France'],[],[],?,242,11,31,"4,7",,,,,,,,,,,,,,,,,,1013 kj(242 kcal),,,"5,8",,,19,,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,
399,Purée de fruit pasteurisée sucrée pomme verte,3276188593000,['France'],[],[],?,?,?,10,?,,,,,,,,,,,,,,,,,,,,,,,,10,,,0,,0,,,,,,,,,,,,,,,,,,,,,
400,Fraise raisin,0261121022894,['France'],[],[],?,59,0,13,"0,6",,,,,,,,,,,,,,,,,,247 kj(59 kcal),,,0,,,13,,,0,,0,,,,,,,,,,,,,,,,,,,,,
401,Kolonáda,8593894401289,['France'],[],[],?,545,"35,5","45,5","7,1",,,,,,,,,,,,,,,,,,2280 kj(545 kcal),,,24,,,27,,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,
402,Caviar Baeri - 100g,3392070020727,['France'],[],[],?,248,"15,6","4,3","23,7",,100 g,,"['Œufs de poisson', 'Caviars', ""Caviars d'élevage"", 'Caviar Baeri']",,,,15.6 g,en quantité modérée,3.9 g,en quantité modérée,0.2 g,en faible quantité,3.3 g,en quantité élevée,,-4%,1038 kj(248 kcal),-6%,-7%,"3,9",-1%,+17%,"0,2",-17%,-4%,"3,3",+2%,"1,32",+2%,16,-1%,D,-1%,,,,,,,,,,"['FR 92.025.011 CE', 'Colombes (Hauts-de-Seine, France)']",,,,,,
403,Salchichon Paysan Geant,8413107006837,['France'],[],[],?,383,30,"3,8",24,,,,,,,,,,,,,,,,,,1602 kj(383 kcal),,,12,,,"2,4",,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,
404,David peace 44j,9782743620745,['France'],[],[],?,1,0,0,0,,,,['Non alimentaire'],,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,4 kj(1 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,
405,Peach fruit pearls,4710007520079,['France'],[],[],?,84,0,21,0,,,,,,,,,,,,,,,,,,351 kj(84 kcal),,,0,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Flan chocolat u deconge,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Mints,57058375,['France'],[],[],?,243,"0,6",98,"0,4",,,,,,,,,,,,,,,,,,1017 kj(243 kcal),,,"0,6",,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,
408,Condiment blanc au vinaigre balsamique à la pulpe de mangue - Fauchon,3457041179900,['France'],[],[],?,86,"0,2","20,5","0,5",,,['Fauchon'],,,,,,,,,,,,,,,360 kj(86 kcal),,,0,,,"20,5",,,,,,,,,,,,,,,,,,,,,,,,,,
409,Dionysos,3701173502502,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
410,Bière Brune,5391500600698,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,JuraFlore-Compté(12 mois),2671321047234,['France'],[],[],?,418,"34,6",0,"26,7",,,,,,,,,,,,,,,,,,1749 kj(418 kcal),,,"22,5",,,0,,,"0,817",,"0,327",,,,,,,,,,,,,,,,,,,,,
412,Snack’ choc - Le Comptoir de Mathilde - 200g,3700961300092,['France'],[],[],?,578,45,29,"8,5",,200 g,['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,2418 kj(578 kcal),,,24,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Burger à la betterave - Soto,4026584141010,['France'],[],[],?,225,11,24,"5,1",,,['Soto'],,,,,,,,,,,,,,,941 kj(225 kcal),,,"1,4",,,"7,5",,,1,,"0,4",,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,
414,Cuisses de poulet roties,0215780027226,['France'],[],[],?,166,10,0,19,D,,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,10 g,en quantité modérée,2.6 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,,-13%,695 kj(166 kcal),-13%,-19%,"2,6",-22%,-100%,0,-100%,+3%,"1,4",+84%,"0,56",+84%,5,+42%,C,+42%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
415,"Detox (Orange, Carotte, Citron)",3700910204525,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,Energy balls noisette - 15x 30g,4260654780567,['France'],[],[],?,378,16,50,"8,8",,15 x 30 g,,,,,,,,,,,,,,,,1582 kj(378 kcal),,,"2,8",,,46,,,0,,0,,,,,,,,,,,,,,,,,,,,,
417,Sainte Baume Limonade,3760000951104,['France'],[],[],?,31,0,"7,8",0,,,,,,,,,,,,,,,,,,130 kj(31 kcal),,,0,,,"7,8",,,,,,,,,,,,,,,,,,,,,,,,,,
418,Galettes charentaises,3555081194782,['France'],[],[],?,382,13,57,"7,9",,,,,,,,,,,,,,,,,,1598 kj(382 kcal),,,"8,6",,,21,,,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,
419,Abricot sec,2600110017127,['France'],[],[],?,?,?,?,?,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,
420,Spiruline bleu -  - 50g,4260335836415,['France'],[],[],?,362,"3,3",18,61,E,50 g,,"['Compléments alimentaires', 'Spiruline']",,,,3.3 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,,+44%,1515 kj(362 kcal),+43%,-10%,"1,7",+33%,+75%,0,-100%,+23%,0,-100%,0,-100%,0,-100%,B,-100%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,
421,Red Pepper PEPERONCINO 12g - 12g,8005525022478,['France'],[],[],?,?,?,?,?,,12 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Pâte de sésame,4902939011194,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Demi Chambord aux fruits 8 personnes,2030000019281,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
424,Gewurtztraminer,3267990016191,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Melange fruits rouges,3554982924177,['France'],[],[],?,42,"0,4","6,4","1,1",,,,,,,,,,,,,,,,,,176 kj(42 kcal),,,0,,,"6,2",,,,,,,,,,,,,,,,,,,,,,,,,,
426,Crème patissiere,8690629253004,['France'],[],[],?,236,"15,21",0,"2,29",,,,,,,,,,,,,,,,,,987 kj(236 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
427,Haribo - Frutas Tropicales Super - Caramelos De Goma - 1 KG,8426617060466,['France'],[],[],?,374,"0,5",81,"4,4",,,['Haribo'],,,,,,,,,,,,,,,1565 kj(374 kcal),,,0,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Globitos,0724865031275,['France'],[],[],?,136,"4,8","20,3","2,8",,,,,,,,,,,,,,,,,,569 kj(136 kcal),,,"2,2",,,"2,6",,,"0,38",,"0,152",,,,,,,,,,,,,,,,,,,,,
429,jus de pomme,3770010678052,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,12 Fruits Pressés Multifruits,8581110003201,['France'],[],[],?,47,0,11,"0,5",,,,,,,,,,,,,,,,,,197 kj(47 kcal),,,0,,,11,,,0,,0,,,,,,,,,,,,,,,,,,,,,
431,Anti-algue,3610882190026,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Protein Bar Goji,0602573211854,['France'],[],[],?,393,12,62,12,,,,,,,,,,,,,,,,,,1644 kj(393 kcal),,,5,,,20,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
433,Nuggets,8718347390235,['France'],[],[],?,276,"17,1","18,9","11,3",,,,,,,,,,,,,,,,,,1155 kj(276 kcal),,,"3,7",,,"0,8",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,
434,Canard,2865507034709,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
435,"Leerdammer ""le moelleux""",2853857021258,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
436,Moutarde de Charroux,3760110470564,['France'],[],[],?,?,?,?,?,B,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,
437,Friand viande - 850g,3512660038196,['France'],[],[],?,301,"19,9","23,1","8,4",,850 g,,,,,,,,,,,,,,,,1259 kj(301 kcal),,,"8,3",,,"2,3",,,0,,0,,,,,,,,,,,,,,,"['FR 58.178.009 CE', 'Montigny-sur-Canne (Nièvre, France)']",,,,,,
438,Ajos Con Guindilla En Aceite Españoles,8411102015779,['France'],[],[],?,1130,27,"4,4","1,8",,,,,,,,,,,,,,,,,,4728 kj(1130 kcal),,,"4,2",,,"3,1",,,"1,39",,"0,556",,,,,,,,,,,,,,,,,,,,,
439,Jus d'ananas - Jacoby,4004661067910,['France'],[],[],?,50,"0,5",12,"0,5",,,['Jacoby'],,,,,,,,,,,,,,,209 kj(50 kcal),,,"0,1",,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Original green tea with honey,3614668730734,['France'],[],[],?,23,0,"6,8","0,01",,,,,,,,,,,,,,,,,,96 kj(23 kcal),,,0,,,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,,
441,Roti de porc savoyard,0206427062717,['France'],[],[],?,?,?,?,?,E,,,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,
442,Huile d’olive de Tunisie vierge extra,0491231111250,['France'],[],[],?,821,100,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",,,,100 g,en quantité élevée,19.1 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,3435 kj(821 kcal),-4%,+5%,"19,1",+39%,,0,,,0,,0,,7,+15%,C,+15%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,
443,Harrys American Sandwich Nature,0205746004392,['France'],[],[],?,271,"4,1","48,9","7,6",,,,,,,,,,,,,,,,,,1134 kj(271 kcal),,,"0,4",,,"7,7",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
444,prairie,8852117001133,['France'],[],[],?,60,20,3,0,,,,,,,,,,,,,,,,,,251 kj(60 kcal),,,0,,,3,,,0,,0,,,,,,,,,,,,,,,,,,,,,
445,Dattes sukari,6285349000889,['France'],[],[],?,?,?,?,?,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,
446,Roti cuit,2411207026379,['France'],[],[],?,173,"8,4",0,24,,,,,,,,,,,,,,,,,,724 kj(173 kcal),,,"3,6",,,,,,"1,7",,"0,68",,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,
447,Saucisses blanches de veau,2443956043888,['France'],[],[],?,164,"11,1","5,9",10,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Viandes de veau', 'Saucisses de veau']",,,,11.1 g,en quantité modérée,5.1 g,en quantité élevée,5.2 g,en quantité modérée,2.1 g,en quantité élevée,,-31%,686 kj(164 kcal),-31%,-43%,"5,1",-36%,+304%,"5,2",+940%,-25%,"2,1",+19%,"0,84",+19%,17,+3%,D,+3%,,,,,,,,,,,,,,,,
448,Black Grenade - Brasserie Nautile - 33cl,3770012842048,['France'],[],[],?,?,?,?,?,,33 cl,['Brasserie Nautile'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Sprinkles Star,5711243102936,['France'],[],[],?,404,"2,5","94,7","0,2",,,,,,,,,,,,,,,,,,1690 kj(404 kcal),,,"0,2",,,"89,6",,,,,,,,,,,,,,,,,,,,,,,,,,
450,Cocktail de fruits sucré pasteurisé Mojito,3276188856723,['France'],[],[],?,91,0,22,0,,,,,,,,,,,,,,,,,,381 kj(91 kcal),,,0,,,21,,,0,,0,,,,,,,,,,,,,,,,,,,,,
451,Poulet cuit fumé halal,2290916032549,['France'],[],[],?,187,12,0,21,,,,,,,,,,,,,,,,,,782 kj(187 kcal),,,"3,1",,,0,,,16,,"6,4",,,,,,,,,,,,,,,"['FR 53.121.001 CE', 'Javron-les-Chapelles (Mayenne, France)']",,,,,,
452,Comté,0211944028535,['France'],[],[],?,418,34,1,27,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,,-0%,1749 kj(418 kcal),-0%,-2%,24,+6%,+116%,"0,5",+87%,+0%,"0,85",+1%,"0,34",+1%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,
453,Maison raoul Gey,3193840000211,['France'],"['Sucre de canne*', 'clémentines de France', 'gélifiant : pectines', 'acidifiant : jus de citron concentré', ' Pour 100 g de produit fini : preparée avec 41 g de fruits', 'teneur totale en sucres: 61 g', ' ""Origine: Angletere']",[],?,248,"0,1",61,"0,3",C,,['Raoul Gey'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine']",,,,0.1 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,,+5%,1038 kj(248 kcal),+5%,-68%,0,-100%,+6%,60,+11%,-36%,0,-100%,0,-100%,12,+14%,D,+14%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,4,['E440 - Pectines'],,,,
454,Mélange crudités,3760290857117,['France'],[],[],?,85,"0,2","2,9","0,9",,,,,,,,,,,,,,,,,,356 kj(85 kcal),,,0,,,"1,3",,,0,,0,,,,,,,,,,,,,,['Sans additifs'],,,,,,,
455,Ljawda the vert de chine,3760197940387,['France'],[],[],?,1,0,"0,2","0,1",B,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thé vert de Chine']",,,,,,,,,,,,,0%,4 kj(1 kcal),-33%,-100%,0,-100%,+57%,0,-100%,-4%,0,,0,,1,+12%,B,+12%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
456,Mini Pita Jus de fruit - 350g,3770011519309,['France'],[],[],?,251,"0,8",54,7,,350 g,,,,,,,,,,,,,,,,1050 kj(251 kcal),,,"0,1",,,3,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
457,Foam strawberry,5411011532650,['France'],[],[],?,333,"0,1","79,4","3,7",,,,,,,,,,,,,,,,,,1393 kj(333 kcal),,,"0,1",,,"72,4",,,0,,0,,,,,,,,,,,,,,,,,,,,,
458,Halva extra,6224007246320,['France'],[],[],?,469,22,30,12,,,,,,,,,,,,,,,,,,1962 kj(469 kcal),,,4,,,30,,,"0,195",,"0,078",,,,,,,,,,,,,,,,,,,,,
459,Pain special - 250g,2606800014438,['France'],[],[],?,0,?,?,?,,250 g,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Coulis Mangue -,3361779995070,['France'],[],[],?,145,"0,6",33,"0,7",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de mangue']",,,,0.6 g,en faible quantité,0.2 g,en faible quantité,32 g,en quantité élevée,0.01 g,en faible quantité,,+16%,607 kj(145 kcal),+16%,+27%,"0,2",+50%,+20%,32,+23%,+12%,"0,01",+10%,"0,004",+10%,3,+6%,C,+6%,,,,,,,,,,,,,,,,
461,Énergie bar - Maître Prunille,3502490235742,['France'],[],[],?,418,19,52,"4,7",,,['Maître Prunille'],,,,,,,,,,,,,,,1749 kj(418 kcal),,,2,,,52,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore C']",,,,,,,
462,Biere blonde artisanal,3018035560199,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Energy bar - Maître Prunille,3502490235735,['France'],[],[],?,449,24,47,"9,1",,,['Maître Prunille'],,,,,,,,,,,,,,,1879 kj(449 kcal),,,"2,5",,,46,,,,,,,,,,,,,,,,,,['Etui en carton'],"['Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore C']",,,,,,,
464,Douceur de crevettes - Delpierre,3038680041911,['France'],[],[],?,?,?,?,?,,,['Delpierre'],,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
465,Ravioles preparees dans la Drôme,15255570,['France'],[],[],?,287,15,23,14,,,,,,,,,,,,,,,,,,1201 kj(287 kcal),,,10,,,"0,6",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,
466,Lupins trempé,2282659019949,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Vodka,5060557220011,['France'],[],[],?,?,?,?,?,C,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas']",,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,
468,Tortiglioni - 500g,8008845052279,['France'],[],[],?,360,"1,5","74,7","12,5",,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Tortiglioni']",,,,1.5 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,,,,+2%,1506 kj(360 kcal),+2%,0%,"0,3",+3%,+14%,"2,5",-18%,-1%,,,,,,,,,,,,,,,,,,,,,,,,
469,Nougat des Flandres,3418011267690,['France'],[],[],?,420,12,59,"6,7",E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,12 g,en quantité modérée,1 g,en faible quantité,51 g,en quantité élevée,,,,-6%,1757 kj(420 kcal),-6%,-27%,1,-49%,-10%,51,-6%,-6%,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,
470,Yolovo,7640110380178,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,La route de thor,3579527501095,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Firat,8692888603675,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
