,name,bar_code,eco_score,quantity,brand,categories,labels,ingredients_origins,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,link,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,markets,allergens,manufacturing,palm_ingredients,producer_info,origin_detail
751,Bolero Cerise,3800048200205,,,['Bolero'],"['Boissons', 'Boissons édulcorées']",['Arômes naturels'],,,['France'],"['AT AUS KAROTTE', "" • 'NA BEVANDA MANTANEA AL GUSTO Dl aUEGlA CON DULCOW*i'i"", ' IL CONTENUTO IN IITRI Dl ACQUA INGREDIENTI: ACIDIFICANTI: ACIDO MAIICO', ' MALTODESTRINE', ' AROMI', ' AROMI NATURALI', ' EDUICORANTI: K', 'SUCRALOSIO', 'GLICOSIDI STEVIOLICI ', 'ESTRATTI Dl STEVIA', ' CORRETTORI Dl CITRATO TRISODICO', ' AGENTI ANTIAGGLOMERANTI•', ' FOSFATO TRICALCICO', ' ADDENSANTI: GOMMA Dl GUAR', 'GOMMA ARABICA ', ""GOMMA D'ACACIA"", "" ACIDO L-ASCORBICO,• CONCENTRATO COLORANTE Dl CAROTA NV'BE UMONADEPOEDER MET KERSENSMAAK MET ZOETSTOFFEN DE INHOUD 1 ZAKJE OPIOSSEN IN LITER WATER"", ' VOEDINGSZUUR: CITROENZUJR', 'K', 'SUCRAIOSE', 'STEVIOL GLÇCOSIDEN TRINATRIUM - CITRAAT', ' ANTIKLONTERMIDDEL: TRICALCIUMFOSFAAT', ' VERDIKKINGSMIDDEL: GUARPITMEEL', 'ARABISCHE GOM', ' L', 'ASCORBINEZUUR', "" KLEUREND CONCENTRAAT VAN WORTEL FR/WCH: BOISSON INSTANTANÉE AVEC ÉDULCORANTS GOÛT CERISE DISSOUDRE IE CONTENU DANS L D'EAU"", ' INGRÉDIENTS', 'ACIDIFIANT: ACIDE CITRIQUE', 'ACIDEI MALIQUE', ' MALTODE', 'ffRlNE', ' ARÔME', ' ARÔME NATURELS', ' ÉDULCORANT: ACÉSULFAME K', 'SUCRAIOSE', 'GLYCOSIDES DE STÉVIOL DE STÉVIA', "" CORRECTEUR D'ACIDITE: CITRATE TRISODIQUE"", ' ANTIAGGLOMÉRANT: PHOSPHATE TRICALCIQUE', ' ÉPAISSISSANTS: ce GOMME ACIDE L-ASCORBIQUE', ' GOMME GUAR', 'GOMME ARABIQUE']",[],?,,2,-87%,0,-100%,1,-63%,0,-100%,,,,,,,,,,,"['E330 - Acide citrique', 'E950 - Acésulfame K', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E331iii - Citrate trisodique', 'E341iii - Phosphate tricalcique', 'E412 - Gomme de guar', ""E414 - Gomme d'acacia""]",4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,8 kj(2 kcal),-86%,0,-100%,0,-100%,0,-100%,0,-100%,1,-77%,B,-77%,,,,,,
752,Go-tiny - Sweet  plus - 130g,3800065711760,D,130g,['Sweet  plus'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Fruits et produits dérivés', 'Biscuits et gâteaux', 'Fruits', 'Biscuits', 'Fruits tropicaux', 'Noix de coco']","['Sans colorants', 'Sans conservateurs']",['Bulgarie'],,['France'],"['Glaçage lacté 33% ', 'sucre', 'graisse végétale raffinée', 'poudre de lait entier 7', '7%', 'lactosérum en poudre', 'émulsifiant: lécithine de soja E322', 'arômes: vanille ', 'noix de coco', 'lait', '\rSaupoudrage 18% ', 'coco râpée', 'farine de blé', 'glaçage cacao lait 10% ', 'sucre', 'graisse végétale raffinée hydrogénée', 'masse de cacao', 'lactosérum en poudre', 'poudre de cacao 4', '4%', 'poudre de lait entier 1', '7%', 'beurre', 'émulsifiants: lécithine de soja E322', 'E476', 'arômes: vanille', 'graisse végétale raffinée', 'amidon de maïs', 'poudre de cacao 2', '1%', ""poudres à lever: bicarbonate d'ammonium E503"", 'ii', 'bicarbonate de soude E500', 'ii', 'émulsifiants: E471', 'sel alimentaire']","['Huile de palme', 'Non végétalien']",?,,543,+7%,"32,5",-32%,"56,7",+512%,4,-23%,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,Biscuit au cacao fourrage au lait et à la noix de coc,['Carton'],,"[""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,32.5 g,en quantité élevée,20 g,en quantité élevée,34 g,en quantité élevée,0.175 g,en faible quantité,2272 kj(543 kcal),+7%,20,-50%,34,+542%,"0,175",+95%,"0,07",+95%,13,+99%,D,+99%,['Auchan'],"['Gluten', 'Lait']",,,,
753,Goji berry - Roo'Bar - 30g,3800225477925,,30 g,"[""Roo'Bar""]","['Snacks', 'Snacks sucrés', 'Barres', 'Barres aux fruits']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien']",,,['France'],"['Dattes', 'baies de goji ', '10%', 'noix de coco séchée', 'poudre de cacao']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1383,-8%,329,-15%,"7,4",-40%,57,-2%,"4,2",-36%,,,,,,,,Barre énergétique,['Plastique'],,,3,7.4 g,en quantité modérée,6.7 g,en quantité élevée,54 g,en quantité élevée,0.08 g,en faible quantité,1383 kj(329 kcal),-14%,"6,7",+145%,54,+32%,"0,08",-48%,"0,032",-48%,13,+35%,D,+35%,"[""La Ruche d'Alésia""]",,"['Sofia', 'Bulgarie']",,,
754,Sirop bio d'érable - LE BIO-MONDE - 1l,3874855002338,,1l,['LE BIO-MONDE'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['Bio'],,,['France'],['100% sève d’érable du Québec extraite dans la tradition et concentrée par évaporation'],[],?,,260,-5%,"0,2",+234%,67,-2%,0,-100%,,,,,,,,,,,,,0.2 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,1088 kj(260 kcal),-5%,0,-100%,60,-2%,0,-100%,0,-100%,13,-2%,D,-2%,,,,,,
755,Schweppes Ginger Ale - 1l,4000140011559,,1 l,['Schweppes'],"['Boissons', 'Boissons gazeuses', 'Sodas', 'Boissons avec sucre ajouté']",,,,"['France', 'Allemagne']",[],[],?,,37,+37%,0,-100%,"9,1",+34%,0,-100%,,,,,,,,,['Flasche'],,,,0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,155 kj(37 kcal),+34%,0,-100%,"9,1",+38%,0,-100%,0,-100%,13,+41%,E,+41%,,,,,,
756,Capri sun orange,4000177017180,,,['Capri Sun'],"['Boissons', 'Boissons avec sucre ajouté']",['Sans conservateurs'],,,['France'],"['Eau de source', 'jus de fruits à base de concentré 12% ', 'orange 7%', 'citron', 'citron vert', 'sucre', 'antioxydant ', 'acide ascorbique', ""arôme naturel d'orange""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,,40,-53%,0,-100%,"9,5",-52%,0,-100%,,,,,,,,,,,['E300 - Acide ascorbique'],4,0 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité élevée,0 g,en faible quantité,167 kj(40 kcal),-55%,0,-100%,"9,5",-48%,0,-100%,0,-100%,13,+9%,E,+9%,,,,,,
757,Fruit crush - Capri sun,4000177020326,,,['Capri sun'],['Jus'],,,,['France'],"['Jus de fruits à base de concentré 60% ', 'pomme 28% ', 'raisin 27 %', 'fraise 3%', 'acérola', 'citron', 'eau de source']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,33,-23%,0,-100%,"7,6",-22%,0,-100%,,,,,,,,,,,,1,0 g,en faible quantité,0 g,en faible quantité,7.5 g,en quantité modérée,0 g,en faible quantité,138 kj(33 kcal),-22%,0,-100%,"7,5",-4%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,
758,MESTEMACHER PAIN COMPLET GRAINES DE TOURNESOL 500G - 500g,4000446001742,,500 g,['Mestemacher'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",['Sans conservateurs'],,,"['France', 'Allemagne', 'Espagne']",[],[],?,,210,-28%,"4,1",-20%,"32,3",-34%,"6,2",-33%,,,,,,,,,"['Packung(en)', 'produkt']",,,,4.1 g,en quantité modérée,0.5 g,en faible quantité,4 g,en faible quantité,1.3 g,en quantité modérée,879 kj(210 kcal),-28%,"0,5",-44%,4,-10%,"1,3",+7%,"0,52",+7%,-1,-127%,A,-127%,,,,,,
759,Pfirsichringe - Trolli - 200g,4000512364320,E,200g,['Trolli'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']","['Point Vert', 'Fabriqué en Allemagne']",,,"['France', 'Suisse']","['AVEC Ingrédienb: Sirop de glucŒe', ' sucre', ' jus de pêche à base dermefté de jus de *he', ' gélaüne', ' acidifiants: acide citrique', 'acide lactique', ' stabiliUlt sorbitol', ' aliments colorants ', 'cassis', 'carotte noire', 'radis rouge', 'raisin rouge', 'cerise', 'curcuma', 'carftame', ' arôme', ' niacne', ' vitamine E', ' acide pantothénique', ' vitamine B6', ' acide folique', ' biotine', "" vitamine BII Czner à fabri de la chaleur et de l'humidité"", ' Fabriqué en Allemagne', ' CARANuE']",[],?,,336,-2%,0,-100%,78,-3%,"4,4",+20%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,"['E330 - Acide citrique', 'E270 - Acide lactique']",4,0 g,en faible quantité,0 g,en faible quantité,50 g,en quantité élevée,0.2 g,en faible quantité,1406 kj(336 kcal),-2%,0,-100%,50,-13%,"0,2",+74%,"0,08",+74%,14,-1%,D,-1%,,,,,,
760,Jumpys Sunny Paprika - Chio - 100g,4000522005039,,100 g,['Chio'],"['Snacks', 'Snacks salés']","['en:gluten-free', 'Fabriqué en Allemagne', 'Sans colorants']",,,"['France', 'Suisse']","['Poudre de pommes de terre ', '62%', 'huile de tournesol', 'amidon de pommes de terre', 'amidon de pommes de terre modifié', 'sel', 'arôme ', 'contient des composants du lait', 'paprika en poudre', 'sucre', 'oignons en poudre', 'émulsifiant ', ""mono - et diglycérides d'acides gras aliment ?"", 'acidifiant ', 'acide citrique', 'extrait de levure', 'colorant ', 'extrait de paprika', 'arôme ?']",[],2030,+4%,484,+5%,24,-1%,60,+26%,"5,1",-40%,,,,,,,,,['Sack'],http://www.chio.ch,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160c - Extrait de paprika']",4,24 g,en quantité élevée,2.2 g,en quantité modérée,1.9 g,en faible quantité,2.6 g,en quantité élevée,2030 kj(484 kcal),+5%,"2,2",-48%,"1,9",-42%,"2,6",+69%,"1,04",+69%,18,+48%,D,+48%,,,['Deutschland'],,,
761,Lapin Or Mini Lapins Noir - Lindt - 120g,4000539620508,E,120 g,['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Chocolats noirs', 'Aliments de Pâques', 'Lapins en chocolat']",['Fabriqué en Allemagne'],,,['France'],"['Pâte de cacao', 'sucre', 'beurre de cacao', 'beurre laitier concentré', 'émulsifiant ', 'lécithine de soja', 'vanille']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2368,+3%,570,+3%,41,+20%,39,-27%,"6,8",+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Sachet', 'Plastique']",,['E322i - Lécithine'],4,41 g,en quantité élevée,26 g,en quantité élevée,36 g,en quantité élevée,0.03 g,en faible quantité,2368 kj(570 kcal),+3%,26,+25%,36,-31%,"0,03",-85%,"0,012",-85%,24,-8%,E,-8%,,"['Lait', 'Soja']",['Allemagne'],,,
762,Haribo saure Pommes - 200g,4001686330135,E,200 g,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés', 'Ours gélifiés']","[""Fabriqué dans l'UE""]",,,"['Union européenne', 'France', 'Allemagne']","['Glukosesirup ', ' Zucker', ' Stärke', ' Gelatine', ' Säuerungsmittel: Citronensäure', 'Äpfelsäure', ' Frucht - und Pflanzenkonzentrate: Holunderbeere', 'Schwarze Johannisbeere', 'Orange', 'Zitrone', 'Apfel', 'Karotte', 'Rettich', 'Hibiskus', 'Süßkartoffel', 'Spirulina', 'Saflor', ' Aroma', ' Säureregulator: Tricalciumcitrat', 'Natriumhydrogenmalat', ' Überzugsmittel: Carnaubawachs', ' karamellisierter Zuckersirup', ' Invertzuckersirup']","['Non végétalien', 'Non végétarien']",?,,345,+5%,"0,5",+31%,81,+4%,"3,5",-27%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Plastik'],,"['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E333iii - Citrate tricalcique', 'E350ii - Malate acide de sodium', 'E903 - Cire de carnauba']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,62 g,en quantité élevée,0.08 g,en faible quantité,1443 kj(345 kcal),+2%,"0,1",-26%,62,+32%,"0,08",+17%,"0,032",+17%,14,+5%,D,+5%,,,"['Bonn', 'Deutschland']",,,
763,Dr. oetker Pizza Casa Di Mamma Prosciutto-funghi - 405g,4001724015604,,405 g,['DR. OETKER'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",,,,"['Belgique', 'France', 'Suisse']","['Farine de BLÉ', '20% purée de tomate', 'eau', '9,6% FROMAGE ', 'MOZZARELLA', 'EDAM', '7,2% jambon cuit ', 'viande de porc', 'eau', 'sel', 'dextrose', 'stabilisants ', 'di - et triphosphate', 'nitrite de sodium', 'arôme', 'arôme de fumée', '7,2% champignons', 'levure de boulangerie', 'matière grasse de palme', 'sucre', 'sel', ""huile d'olive vierge extra"", 'acidifiants ', 'phosphates de calcium', 'citrates de calcium', ""extrait de malt d'ORGE"", 'basilic', 'émulsifiant ', ""esters mono - et diacétyltartriques des mono - et diglycérides d'acides gras"", 'poudre à lever ', 'carbonate acide de sodium', 'épaississant ', 'gomme de guar', 'amidon modifié', 'épices', 'origan', 'ail', 'herbes de provence', 'dextrose']","['Huile de palme', 'Non végétalien', 'Non végétarien']",802,-15%,190,-15%,"4,5",-46%,28,+5%,"8,5",-12%,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E412 - Gomme de guar', 'E14XX - Amidons modifiés']",4,4.5 g,en quantité modérée,2.7 g,en quantité modérée,3.4 g,en faible quantité,1.2 g,en quantité modérée,802 kj(190 kcal),-15%,"2,7",-25%,"3,4",0%,"1,2",+3%,"0,48",+3%,4,-35%,C,-35%,['Delhaize'],"['Gluten', 'Lait']",,['Huile de palme'],,
764,"Erdinger Weißbier 0,5 LTR DPG",4002103000013,,,['Erdinger'],,,,,"['France', 'Allemagne', 'Luxembourg', 'Pays-Bas']",[],[],?,,?,,?,,?,,?,,,,,,,,,,['Bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Néctar melocotón - Granini,4002160092884,D,,['Granini'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Jus de fruits', 'Jus de pêche', 'Nectars de pêche']",,,,"['France', 'Espagne']","['Agua', 'puré de melocoton ', '45%', ',azúcar', 'acidulante: ácido cítrico', 'antioxidante: ácido ascórbico,']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,37,-20%,"0,5",+291%,"8,2",-20%,"0,5",+37%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,8.1 g,en quantité élevée,0 g,en faible quantité,155 kj(37 kcal),-19%,"0,1",+635%,"8,1",-16%,0,-100%,0,-100%,2,-46%,C,-46%,,,,,,
766,Suzi wan - 125ml,4002359005350,A,125 ml,['Suzi wan'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja', 'Sauces au soja sucrées']",,,,['France'],[],[],?,,274,+21%,0,-100%,"61,2",+18%,"5,8",+77%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,,['Bouteille'],,,,0 g,en faible quantité,0 g,en faible quantité,60.8 g,en quantité élevée,14 g,en quantité élevée,1146 kj(274 kcal),+20%,0,-100%,"60,8",+32%,14,+74%,"5,6",+74%,20,-3%,E,-3%,,,,,,
767,Fromage Rapé - Pamesello,4002359671067,D,,['Pamesello'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",,,,"['Belgique', 'France']",[],[],?,,478,+28%,33,+14%,"0,3",-69%,"43,5",+59%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,33 g,en quantité élevée,23.5 g,en quantité élevée,0 g,en faible quantité,2.35 g,en quantité élevée,2000 kj(478 kcal),+28%,"23,5",+21%,0,-100%,"2,35",+135%,"0,94",+135%,20,+55%,E,+55%,['Delhaize'],,,,,
768,Gazi Hirtenkäse - 1500g,4002566006119,,1500 g,['Gazi'],,"['Halal', 'Fabriqué en Allemagne']",,,"['France', 'Suisse']","['lait de vache pasteurisé', 'sel de table', 'coagulant', 'ferments lactiques', 'chlorure de calcium Poids produit: 1500ge Poids net égoutté: 800g']",['Non végétalien'],?,,307,,27,,"1,8",,14,,,,,,,,,,,,,,,,,,,,,,1284 kj(307 kcal),,18,,"1,8",,"2,8",,"1,12",,,,,,,['Lait'],,,,
769,Almette con finas hierbas - Hochland,4002671121448,D,,['Hochland'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,,"['France', 'Espagne']",[],[],?,,270,+16%,26,+24%,3,-11%,"5,9",-30%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,26 g,en quantité élevée,17 g,en quantité élevée,3 g,en faible quantité,1 g,en quantité modérée,1130 kj(270 kcal),+15%,17,+21%,3,+1%,1,-15%,"0,4",-15%,14,+17%,D,+17%,,,,,,
770,Ehrmann Almughurt Ananas - 150g,4002971011906,C,150 g,['Ehrmann'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', ""Yaourts à l'ananas""]",,,,"['France', 'Allemagne']",[],[],?,,95,+3%,"2,8",+23%,"14,5",+7%,3,-14%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,2.8 g,en faible quantité,1.8 g,en quantité modérée,13.5 g,en quantité élevée,0.1 g,en faible quantité,397 kj(95 kcal),+4%,"1,8",+24%,"13,5",+5%,"0,1",-18%,"0,04",-18%,3,+38%,C,+38%,,,,,,
771,Caro - nestlé - 200g,4005500043867,,200 g,['nestlé'],"['Boissons', 'Boissons instantanées']",,,,"['République tchèque', 'France']","['ječmen', 'slad z ječmene', 'čekanka', 'žito']",[],?,,371,+41%,"< 0,5",-87%,83,+70%,"5,1",-12%,,,,,,,,,['boite cylindrique'],http://www.nestle.cz,,1,0.5 g,en faible quantité,0.2 g,en faible quantité,3.2 g,en quantité modérée,0.23 g,en quantité modérée,1552 kj(371 kcal),+35%,"0,2",-92%,"3,2",-91%,"0,23",-25%,"0,092",-25%,,,,,,['Gluten'],['Česká Republika'],,,
772,Pâte de cacahuètes Bio - Rapunzel - 250g,4006040000112,C,250 g,['Rapunzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'DE-ÖKO-006']",,,"['France', 'Allemagne', 'Suisse']","['Erdnussmus fein zutaten: 100% ERDNÛSSE aus kontrolliert biologischem Anbau', ' AllergikerhinRt!fr von Haselnüssen', 'Mandeln', 'Cashewnüssen', 'Macadamianüssen,']","['Végétalien', 'Végétarien']",2497,-1%,615,+2%,49,+2%,12,-17%,29,+18%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,"['Bocal', 'Glas']",,,,49 g,en quantité élevée,10 g,en quantité élevée,6.2 g,en quantité modérée,0 g,en faible quantité,2497 kj(615 kcal),-0%,10,+20%,"6,2",-2%,0,-100%,0,-100%,12,+9%,D,+9%,,,,,,
773,Noix de coco rapée - Rapunzel - 250g,4006040070153,C,250 g,['Rapunzel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits tropicaux', 'Fruits secs', 'Noix de coco', 'Noix de coco râpée']","['Bio', 'Bio européen', 'DE-ÖKO-006']",['Philipines'],,['France'],"[""Noix de coco râpée 100% issue de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,698,+4%,65,+0%,10,-7%,"6,8",-8%,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,Noix de coco râpée,"['Sachet', 'Plastique']",,,1,65 g,en quantité élevée,64 g,en quantité élevée,7.3 g,en quantité modérée,0 g,en faible quantité,2920 kj(698 kcal),+5%,64,+12%,"7,3",+8%,0,-100%,0,-100%,5,-32%,C,-32%,,,,,,
774,Cacahuètes grillées et caramélisées avec des graines de sésame - Seeberger - 150g,4008258031001,D,150g,['Seeberger'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks sucrés', 'Confiseries', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Confiseries de fruits à coques', 'Cacahuètes', 'Cacahuètes caramélisées', 'Cacahuètes grillées']",['Nouveau'],,,['France'],"['cacahuètes ', '60%', 'sucre de canne', 'graines de sésame ', '5%', 'sirop de glucose']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,568,+6%,38,+18%,33,-23%,21,+30%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,"Cacahuètes grillées, caramélisées, et graines de sésame","['Sachet', 'Plastique']",https://www.seeberger.de/fr/noix-et-fruits/snacks-precieux/gebrannte-produkte/gebrannte-erdnusskerne-mit-sesam.html,,4,38 g,en quantité élevée,6.7 g,en quantité élevée,26 g,en quantité élevée,0.02 g,en faible quantité,2377 kj(568 kcal),+6%,"6,7",+44%,26,-28%,"0,02",-66%,"0,008",-66%,8,-40%,C,-40%,,"['Arachides', 'Graines de sésame']",,,,
775,Seeberger,4008258159002,,,['Seeberger'],,,,,['France'],[],[],?,,512,,32,,37,,17,,,,,,,,,,,,,,,,,,,,,,2142 kj(512 kcal),,"4,6",,29,,"0,01",,"0,004",,,,,,,,,,,
776,Kinder Bueno +2 Gratis - Ferrero - 172g,4008400321622,,172 g,['Ferrero'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées aux noisettes']",,,,"['France', 'Allemagne']",[],[],?,,572,+0%,"37,3",+1%,"49,5",-1%,"8,6",-1%,,,,,,,,,['Pappschachtel'],,,,37.3 g,en quantité élevée,17.3 g,en quantité élevée,41.2 g,en quantité élevée,0.272 g,en faible quantité,2393 kj(572 kcal),+1%,"17,3",-1%,"41,2",-1%,"0,272",-7%,"0,109",-7%,27,+1%,E,+1%,,"['Gluten', 'Lait', 'Soja']",,,,
777,4008400421926,4008400421926,,,,,['Sans gluten'],,,"['France', 'Allemagne']",[],[],?,,571,,"35,6",,"56,8",,"4,8",,,,,,,,,,['Karton'],,,,,,,,,,,,2389 kj(571 kcal),,"20,5",,"55,4",,"0,15",,"0,06",,,,,,,,,,,
778,Actimel Kids - Erdbeer-Banane - Danone - 800g,4009700074928,E,800 g,"['Danone', 'Actimel']","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'de:Milchmischerzeugnis']",,,,"['France', 'Allemagne', 'Suisse']","['Yaourt ', 'lait', 'lait écrémé', 'sucre ou sucre liquide ', 'saccharose : 7%', 'fraise-banane 2', '1% ', 'fraise 1', '3%', 'banane 0', '8%', 'dextrose', 'concentré de minéraux du lait', 'épaississant ', 'amidon modifié de tapioca', 'arômes naturels', 'ferment Lactobacillus Casei ', 'lait', ""correcteur d'acidité "", 'acide citrique', 'vitamines ', 'B6', 'D']",['Non végétalien'],293,-4%,69,-4%,"1,5",-1%,"10,4",-8%,"2,7",-7%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique']",4,1.5 g,en quantité modérée,1 g,en quantité modérée,10.3 g,en quantité élevée,0.1 g,en faible quantité,293 kj(69 kcal),-4%,1,+6%,"10,3",-4%,"0,1",-6%,"0,04",-6%,17,+6%,E,+6%,,['Lait'],,,,
779,Purée d'Amandes Blanche - dmBio - 250g,4010355208552,,250 g,"['dmBio', 'dm Bio']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande"", ""Purées d'amande blanche""]","['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'DE-ÖKO-001', 'Fabriqué en Allemagne']",,,"['France', 'Allemagne']",['Amandes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,601,-8%,52,-9%,"6,7",+18%,21,-11%,,,,,,,,,"['Glas', 'Verre', 'Bocal', 'métal']",,,1,52 g,en quantité élevée,3.9 g,en quantité modérée,4.9 g,en faible quantité,0.01 g,en faible quantité,2515 kj(601 kcal),-8%,"3,9",-18%,"4,9",+9%,"0,01",-43%,"0,004",-43%,-4,-188%,A,-188%,['Dm'],['Fruits à coque'],,,,
