,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,traceability_code,markets,additives,nova_score,packaging,ingredients_origins,manufacturing,allergens,link,generic_name,palm_ingredients
1233,Nuggets de veau,3374480092006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Morbier AOP crémier,2854202023552,['France'],[],[],?,29,20,1,23,,,,,,,,,,,,,121 kj(29 kcal),,,20,,,1,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Paté aux pommes tranche,2408489022960,['France'],[],[],?,215,15,"3,9","9,6",,,,,,,,,,,,,900 kj(215 kcal),,,"5,53",,,"3,9",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Foie gras,3295080655890,['France'],[],[],?,508,53,"2,2","1,4",,,,,,,,,,,,,2125 kj(508 kcal),,,22,,,"1,2",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Jambon de cebo campo 100% iberico,3544460000301,['France'],[],[],?,249,13,"0,8","31,8",,,,,,,,,,,,,1042 kj(249 kcal),,,5,,,"0,5",,,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Emmental ECO+,0202136014566,['France'],[],[],?,369,29,0,27,,,,,,,,,,,,,1544 kj(369 kcal),,,21,,,0,,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Tomates séchées,6191564400529,['France'],[],[],?,500.2,36,28,0,,,,,,,,,,,,,2093 kj(500 kcal),,,8,,,24,,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Saucisse fumée cuite,2274730021842,['France'],[],[],?,281,"22,6","2,2","17,2",,,,,,,,,,,,,1176 kj(281 kcal),,,"8,4",,,"0,9",,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,['Film en plastique'],,,,,,
1241,Golden vegetable rice,29052066,['France'],[],[],?,145,"2,3","26,6","3,4",,,,,,,,,,,,,607 kj(145 kcal),,,"0,4",,,"0,9",,,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Pain chocolat beurre AOP,0205015036017,['France'],[],[],?,?,?,?,?,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,
1243,Tranche thon albacore fumé,0203908031422,['France'],[],[],?,512,13,1,"26,3",,,,,,,,,,,,,2142 kj(512 kcal),,,"0,3",,,1,,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Choucroute cuisinee,2433408018243,['France'],[],[],?,47,"2,9","2,6","1,4",,,,,,,,,,,,,197 kj(47 kcal),,,"0,88",,,"0,2",,,"1,49",,"0,596",,,,,,,,,,,,,,,,"['FR 89.259.002 CE', 'Môlay (Yonne, France)']",,,,,,,,,,
1245,Cheveux d'ange,6111249940720,['France'],[],[],?,354,0,"75,1",12,,,,,,,,,,,,,1481 kj(354 kcal),,,0,,,1,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Kristal Riviera Zeytinyagi (Olivenöl),8690819111060,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Pot'je vleesch,3563800004434,['France'],[],[],?,139,"7,7","0,5","16,8",,,,,,,,,,,,,582 kj(139 kcal),,,3,,,"0,5",,,"1,48",,"0,592",,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Bio honig waffeln,9004617401602,['France'],[],[],?,434,16,68,"3,7",,,,,,,,,,,,,1816 kj(434 kcal),,,7,,,39,,,"0,59",,"0,236",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
1249,Menu b sushis,0200562064940,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Soupe de poissons,3303640444447,['France'],[],[],?,46,2,"0,5","6,3",E,"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",2 g,en faible quantité,0.4 g,en faible quantité,0.2 g,en faible quantité,0.8 g,en quantité modérée,,-4%,192 kj(46 kcal),-4%,+5%,"0,4",-11%,-73%,"0,2",-69%,+22%,"0,8",-9%,"0,32",-9%,0,-100%,B,-100%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,,,,,,['Bocal en verre'],,,,,,
1251,Cali ognion surimi,0200652038707,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Pruneaux d’Agen - 1kg,3595120000322,['France'],[],[],?,?,?,?,?,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,1 kg,,"['Sans conservateurs', 'Nutriscore']",,,,,,,,,,,
1253,Breakfast shake,9004617065552,['France'],[],[],?,373,7,47,23,,,,,,,,,,,,,1561 kj(373 kcal),,,"1,9",,,26,,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Maki saumon,0200502022306,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,KA still black grappe,5000382107415,['France'],[],[],?,20,0,"4,8",0,,,,,,,,,,,,,84 kj(20 kcal),,,0,,,"4,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Thon,2812986044545,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,aiguillettes de poulet -,0212550033784,['France'],[],[],?,103,"1,2",0,23,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.2 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,-18%,431 kj(103 kcal),-18%,-35%,"0,4",-16%,-100%,0,-100%,+1%,"0,1",-77%,"0,04",-77%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,
1258,Maki soca,0200501026244,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Confiture de tomates vertes au piment d'Espelette - La Cuisine des Potagers,3770006126239,['France'],[],[],?,273,"0,08","67,42","0,39",,,,,,,,,,,,,1142 kj(273 kcal),,,"0,01",,,"67,33",,,,,,,,,,,,,,,,,,,['La Cuisine des Potagers'],"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,
1260,Poitrine demi-sel,2600188056028,['France'],[],[],?,260,21,"1,5",16,,,,,,,,,,,,,1088 kj(260 kcal),,,8,,,"0,6",,,"2,1",,"0,84",,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,
1261,Authentique bloc de foie gras - Delpeyrat,3067163648569,['France'],[],[],?,482,50,"2,1","5,9",B,"['Poissons et viandes et oeufs', 'Foies gras', 'Bloc de foie gras']",50 g,en quantité élevée,21 g,en quantité élevée,0.9 g,en faible quantité,1.1 g,en quantité modérée,,-2%,2017 kj(482 kcal),-1%,-1%,21,-2%,-1%,"0,9",-32%,-4%,"1,1",-10%,"0,44",-10%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['Delpeyrat'],['Sans conservateurs'],,,,,,,,,,,
1262,Sauce nem,8936046160038,['France'],[],[],?,0.04,0,30,"0,26",,,,,,,,,,,,,0 kj(0 kcal),,,0,,,30,,,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Toast des copains aux cèpes en persillade,3665860000033,['France'],[],[],?,429,"39,5","0,8",17,,,,,,,,,,,,,1795 kj(429 kcal),,,"14,5",,,"0,6",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1264,Nera,8009980895523,['France'],[],[],?,41,0,"9,8",0,,,,,,,,,,,,,172 kj(41 kcal),,,0,,,"9,8",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Ajvar,9120018530618,['France'],[],[],?,70,"3,6","6,5","2,5",,,,,,,,,,,,,293 kj(70 kcal),,,0,,,2,,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1266,Le p'tit Caddy,3331890004425,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Miel de bruyere callune,3760039642059,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Vin,3000099104020,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Sidi ali thon,6191508400622,['France'],[],[],?,22,56,1,2,,,,,,,,,,,,,92 kj(22 kcal),,,5,,,1,,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1270,Fromage blanc fermier du Vercors,3770001091013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']","['FR 26.309.081 CE', 'Saint-Julien-en-Vercors (Drôme, France)']",,,,,,,,,,
1271,Gourmandises à la griotte,45641756,['France'],[],[],?,396,"1,1","95,3","3,3",,,,,,,,,,,,,1657 kj(396 kcal),,,"0,02",,,"84,1",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Pâté cette basque au piment d'espelette,2473674024074,['France'],[],[],?,327,29,"1,9",16,,,,,,,,,,,,,1368 kj(327 kcal),,,11,,,0,,,"2,3",,"0,92",,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)']",,,,,,,,,,
1273,Chop suez,17385190,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,Fricandeaux,2610260022438,['France'],[],[],?,415.5,"38,7","3,5","13,2",,,,,,,,,,,,,1738 kj(415 kcal),,,"16,7",,,"2,63",,,"2,09",,"0,836",,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Tous mes amis,00005336,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Saucisse viande,2406025001585,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Olives cuisinées à la mexicaine,2609809014232,['France'],[],[],?,181,18,"3,2","0,6",,,,,,,,,,,,,757 kj(181 kcal),,,"3,2",,,"0,25",,,"5,5",,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Crème d’olives noires,8051511065066,['France'],[],[],?,284,28,"3,7","2,4",,,,,,,,,,,,,1188 kj(284 kcal),,,4,,,"0,7",,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Drollon,3760283193369,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,La compote de mirabelles - Côteaux Nantais - 315g,3301594001563,['France'],[],[],?,88,0,"20,2",0,,,,,,,,,,,,,368 kj(88 kcal),,,0,,,"19,5",,,,,,,,,,,,,,,,,,315 g,['Côteaux Nantais'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,
1281,Mélatonine,0625273038279,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Graines de sesame dore,3700056701308,['France'],[],[],?,582,48,"26,04",20,,,,,,,,,,,,,2435 kj(582 kcal),,,"6,72",,,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Fromage blanc,3760090170157,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Yaourt stracciatellz,9050482110125,['France'],[],[],?,125,"5,8",15,14,,,,,,,,,,,,,523 kj(125 kcal),,,"3,7",,,14,,,"3,1",,"1,24",,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,
1285,Baguette a base de farine label rouge,2849562006239,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,
1286,Apibul Pommes et Groseilles - Côteaux Nantais,3301591004062,['France'],[],[],?,52,0,10,0,,,,,,,,,,,,,218 kj(52 kcal),,,0,,,"9,5",,,0,,0,,,,,,,,,,,,,,['Côteaux Nantais'],,,,,,,,,,,,
1287,Saucisse de Toulouse,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Muscat de Rivesaltes,3760223100143,['France'],[],[],?,?,?,?,?,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Muscats', 'Muscat de Rivesaltes']",,,,,,,,,,,,,,0,,,0,,,,,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,,,,,,,,,,,,
1289,Le cordon bleu de poulet,2239853000006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Panettone bio avec bierre,8006073280709,['France'],[],[],?,361,15,48,"6,9",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",15 g,en quantité modérée,8.6 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en quantité modérée,,-3%,1510 kj(361 kcal),-3%,0%,"8,6",-4%,-7%,23,-11%,+1%,"0,5",+13%,"0,2",+13%,19,+2%,E,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,['Bio'],,,,,,,,,,,
1291,Jambon supérieur dégustation,3180940088591,['France'],[],[],?,113,"3,5","0,3",20,,,,,,,,,,,,,473 kj(113 kcal),,,"1,3",,,"0,3",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1292,The Cats Meow,0085820002250,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,Coco givrée,3480650070528,['France'],[],[],?,175,"6,9",27,1,,,,,,,,,,,,,732 kj(175 kcal),,,"6,6",,,25,,,,,,,,,,,,,,,,,,,,,"['EMB 06088D', 'Nice (Alpes-Maritimes, France)']",,,,,,,,,,
1294,Mini panettone,8003781373938,['France'],[],[],?,403,19,48,"8,8",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",19 g,en quantité modérée,12 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en quantité modérée,,+8%,1686 kj(403 kcal),+8%,+27%,12,+33%,-7%,22,-15%,+29%,"0,5",+13%,"0,2",+13%,21,+13%,E,+13%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,
1295,Le cendré ardéchois,0265623032672,['France'],[],[],?,346,"27,5","1,6","27,1",,,,,,,,,,,,,1448 kj(346 kcal),,,"10,1",,,"0,8",,,"6,07",,"2,428",,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Crème de Tomate-Potiron - Knorr,8711200210800,['France'],[],[],?,340,"5,1",60,10,,,,,,,,,,,,,1423 kj(340 kcal),,,"2,5",,,23,,,"8,6",,"3,44",,,,,,,,,,,,,,['Knorr'],,,,,,,,,,,,
1297,Sucette en chocolat,3474341720441,['France'],[],[],?,563,36,51,"6,9",,,,,,,,,,,,,2356 kj(563 kcal),,,36,,,50,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Panisse - La Vie Claire,3266191074993,['France'],[],[],?,88,"1,4",12,"5,4",,,,,,,,,,,,,368 kj(88 kcal),,,"0,2",,,"0,5",,,1,,"0,4",,,,,,,,,,,,,,['La Vie Claire'],,,,,,,,,,,,
1299,Bourgogne,3455011807112,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,Olives vertes pasteurisés farcies aux amandes,2609826018244,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Toffee dessert topping,7350021422392,['France'],[],[],?,245,"0,2","86,9","4,3",,,,,,,,,,,,,1025 kj(245 kcal),,,"0,1",,,"6,6",,,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Caramel avec beurre des Alpes,3663350063254,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,Encornet grandfrais,2416851026249,['France'],[],[],?,45,"0,5","0,5",11,,,,,,,,,,,,,188 kj(45 kcal),,,"0,2",,,"0,5",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Roti orloff,2428296053537,['France'],[],[],?,164,"8,5",2,20,,,,,,,,,,,,,686 kj(164 kcal),,,"4,4",,,"0,7",,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1305,"Alcool pour fruits, la bouteille de",3171870001125,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Riz au lait caramel beurre salé,3760279120140,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Choco kids,39596567,['France'],[],[],?,381,"2,1","81,6","4,4",,,,,,,,,,,,,1594 kj(381 kcal),,,"1,4",,,"77,8",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Boudin blanc,2207010027166,['France'],[],[],?,122,10,2,2,,,,,,,,,,,,,510 kj(122 kcal),,,2,,,2,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Chocolat fier de son cacao à 71% - Naturalia,3300076905764,['France'],[],[],?,566,43,29,8,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",43 g,en quantité élevée,26 g,en quantité élevée,26 g,en quantité élevée,0.02 g,en faible quantité,,+2%,2368 kj(566 kcal),+2%,+9%,26,+13%,-25%,26,-18%,+4%,"0,02",-57%,"0,008",-57%,17,-20%,D,-20%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Naturalia'],"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,
