,name,bar_code,quantity,brand,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,manufacturing,traceability_code,link,ingredients_origins,palm_ingredients,origin_detail,producer_info,brand_owner
1499,Gaspacho andaloux - Giraudet,3100080050043,,['Giraudet'],,['France'],[],,,[],,?,49,205 kj(49 kcal),3,"0,4","3,6","3,5",1,"0,9","0,36",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",3 g,en quantité modérée,0.4 g,en faible quantité,3.5 g,en faible quantité,0.9 g,en quantité modérée,,+20%,+18%,+22%,+4%,+7%,+37%,+27%,+35%,+35%,3,+152%,C,+152%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,,,,,,,,,,
1500,"Yaourt sucré, aux fruits aromatisé - Yoplait - 2080g",3329770063785,2080 g,"['Yoplait', 'Panier recette classique']",,['France'],"['Yaourt ', 'LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments LACTIQUES ', 'LAIT', ' - Fruits : Fraise 10', '8% ou Abricot 10% ou Pêche 10% ou Mûre 8% - Sucre 9', '1% - Amidon transformé de maïs - Jus de carotte - Epaississant : Carraghénanes - Arômes naturels - Concentré des minéraux du LAIT', ""\rLAIT d'origine France""]","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],['Non végétalien'],4,389,92,389 kj(92 kcal),"2,4","1,6","13,4","12,9","3,3","0,13","0,052",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",['Lait Français'],2.4 g,en faible quantité,1.6 g,en quantité modérée,12.9 g,en quantité élevée,0.13 g,en faible quantité,-4%,-8%,-6%,-23%,-19%,0%,+4%,-10%,+14%,+14%,2,-28%,B,-28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"Yaourt sucré, aux fruits aromatisé","['Carton', 'Pot']",['France'],"['FR 38.544.004 CE', 'Vienne (Isère, France)']",,,,,,
1501,kraft - 25g,7622300785932,25 g,['Kraft'],,['France'],[],,,[],,?,290,1213 kj(290 kcal),24,15,"1,7","1,5","3,9","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Oeuf frais,3701002403260,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Queen’s delight - 175g,4014600226094,175g,['Queen’s delight'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']",['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Bretzels - Thiriet,9782412039342,,['Thiriet'],['Thiriet'],['France'],[],,,[],,?,90,377 kj(90 kcal),"5,5","0,7",43,"1,8","6,6","1,3","0,52",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']",,5.5 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en faible quantité,1.3 g,en quantité modérée,,-77%,-77%,+12%,-26%,-40%,-16%,-41%,-59%,-59%,2,-84%,B,-84%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,
1505,Maria choco,8434165459991,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Yaourt grec koukamis,5200106871756,,,,['France'],[],,,[],,?,99,414 kj(99 kcal),"1,6",1,"15,3","13,8","5,8","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Le tranché fin - Fleury Michon - 120g,3095754473016,120 g,['Fleury Michon'],,['France'],[],,,[],,?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,Jambon blanc,,,,,,,,,
1508,salade et apero - pâturages - 120g,17577104,120g,['pâturages'],['Intermarché'],['France'],[],,,[],,1402,?,1402 kj(335 kcal),32,22,"4,8","2,3",8,"1,46","0,584",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",,32 g,en quantité élevée,22 g,en quantité élevée,2.3 g,en faible quantité,1.46 g,en quantité modérée,+23%,,+22%,+46%,+34%,-71%,+290%,+205%,-16%,-16%,20,+9%,E,+9%,,,,,,,,,['Pot'],['Neufchateau'],"['FR 88.321.001 CE', 'Neufchâteau (Vosges, France)']",,['France'],,,,
1509,Tomates pelées concassées au jus,26011028,,,,['France'],[],,,[],,?,27,113 kj(27 kcal),"0,5","0,1","3,9","3,7","1,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Gaufres artisanales - Bourdon,3267620005120,,['Bourdon'],,['France'],[],,,[],,?,456,1908 kj(456 kcal),24,15,55,32,7,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Saumon fumé islande - Delpeyrat,3067163647463,,['Delpeyrat'],,['France'],[],,,[],,?,177,741 kj(177 kcal),"9,3","1,4","0,5",0,23,"2,8","1,12",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['Sans conservateurs'],9.3 g,en quantité modérée,1.4 g,en faible quantité,0 g,en faible quantité,2.8 g,en quantité élevée,,-4%,-4%,-11%,-32%,+1%,-100%,+4%,-1%,-1%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,
1512,Lidl - 1kg,07286261,1 kg,['Lidl'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Fourres citron - Bjorg,3229820790176,,['Bjorg'],,['France'],"['Farine de blé*', 'sucre de canne* roux non raffiné 16,2%', 'farine complète de blé 15,7% sucre de canne* non raffine 10,4%', 'huile de tournesol oléique*', 'beurre de cacao lalt entier en poudre', 'écorces de citron*', 'arôme naturel de citron avec autres arômes naturels', ""épaississant: gomme d'acacia*"", "" poudres à lever:carbonates d'ammonium"", 'carbonates de sodium', ' sel de mer non raffiné', 'lait écrémé* en poudre', 'émulsifiant: lécithines* ', 'tournesol', ' antioxydant: extraits de romarin* \r* Ingrédients biologiques']","[""E414 - Gomme d'acacia"", ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E322 - Lécithines', 'E392 - Extrait de romarin']",['Gluten'],['Non végétalien'],4,?,494,2067 kj(494 kcal),20,"6,6",69,30,"7,5","0,6","0,24",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Fromage à tartiner -,3263859667511,,,,['France'],"['Crème pasteurisée* ', 'origine : UE', ' - lait écrémé pasteurisé* ', 'origine :UE', '- sel-ferments lactiques', "" Ingrédients issus de l'agriculture biologique"", ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']",,,['Non végétalien'],3,?,254,1063 kj(254 kcal),25,16,"2,8","2,8","4,5","0,5","0,2",D,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",['Bio'],25 g,en quantité élevée,16 g,en quantité élevée,2.8 g,en faible quantité,0.5 g,en quantité modérée,,+9%,+8%,+20%,+13%,-17%,-5%,-46%,-57%,-57%,13,+8%,D,+8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1515,"Knorr Fix, Hackbraten - 78g",8718114819556,78 g,"['Knorr', 'Fix']",,"['France', 'Allemagne']",[],,['Gluten'],[],,?,243,1017 kj(243 kcal),16,"5,9","7,5","1,7",17,"1,3","0,52",,['de:Sossen'],"['Sans colorants', 'Sans exhausteur de goût', 'Sans conservateurs']",16 g,en quantité modérée,5.9 g,en quantité élevée,1.7 g,en faible quantité,1.3 g,en quantité modérée,,,,,,,,,,,12,,D,,,,,,,,,,"['Tüte', 'Kunststoff']",,,,,,,,
1516,Camembert d'Isigny - édition limitée D-DAY - Isigny Ste Mère,3254550035761,,['Isigny Ste Mère'],,['France'],[],,,[],,?,284,1188 kj(284 kcal),22,16,"0,5","0,5",21,"1,7","0,68",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts']",,22 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,+2%,+2%,+2%,+7%,-8%,+49%,+5%,+9%,+9%,15,+4%,D,+4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1517,Infusion aromatisée cerise framboise rose - Comptoir français du Thé,3700472530353,,['Comptoir français du Thé'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,"Nesquik - Nestlé - 1,3kg",18524574,"1,3 kg",['Nestlé'],['Colruyt'],"['Belgique', 'France']",[],,,[],,?,?,,?,,?,,?,,,D,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']","['en:gluten-free', 'Sans arômes artificiels', 'Qualité France']",,,,,,,,,,,,,,,,,,,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,['boîte plastiques'],['franche comte'],,,['Varie'],,,,
1519,lait pour le corps - le petit olivier - 250ml,3549620020328,250 ml,['le petit olivier'],['internet le petit olivier'],['France'],"['AQUA ', 'WATER', ' BUTYROSPERMUM PARKII ', 'SHEA', ' DIMETHICONE', ' GLYCERYL STEARATE', ' CETEARETH-20 BUTTER', ' C12-15 ALKYL BENZOATE', 'GLYCERIN', ' CETYL ALCOHOL', ' CAPRYLIC/CAPRIC TRIGLYCERIDE ', ' TOCOPHERYL ACETATE: ALPHA-ISOMETHYL IONONE COUMARIN', ' LINALOOL', ' BENZYL CETEARETH-12 CETEARYL ALCOHOL', ' CARBOMER', ' PARFUM ACID SODIUM HYDROXIDE ', ' CITRIC ACID LIMONENE ', 'FRAGRANCE', ' SORBITAN CAPRYLATE', ' PROPANEDIOL BENZOIC SALICYLATE: CITRONELLOL: GERANIOL']","['E422 - Glycérol', 'E330 - Acide citrique']",,[],,?,?,,?,,?,,?,,,,"['Non alimentaire', 'Open Beauty Facts']",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pompe'],,,,,,,,
1520,011775,011775,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Curado,20658878,,,,"['France', 'Espagne']",[],,,[],,?,426,1782 kj(426 kcal),"35,5","23,8","1,5","1,5",25,2,"0,8",,"['Viandes', 'Charcuteries']",,35.5 g,en quantité élevée,23.8 g,en quantité élevée,1.5 g,en faible quantité,2 g,en quantité élevée,,+63%,+65%,+84%,+227%,+2%,+89%,+34%,-16%,-16%,23,+44%,E,+44%,,,,,,,,,,,,,,,,,
1522,Tomates cerise - 250g,3435535001296,250 g,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,boulettes de soja couscous et légumes,26068466,,,,['France'],[],,,[],,?,143,598 kj(143 kcal),"6,1","0,61",14,"1,8","6,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Mayonnaise,3660603081232,,,,['France'],[],,,[],,?,653,2732 kj(653 kcal),71,"5,4",2,"1,3","1,2","1,4","0,56",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,71 g,en quantité élevée,5.4 g,en quantité élevée,1.3 g,en faible quantité,1.4 g,en quantité modérée,,+7%,+7%,+7%,-13%,-26%,-11%,-2%,+5%,+5%,19,+6%,E,+6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
1525,Dés de brebis à l'huile et aux herbes de Provence - Auchan - 300g,3596710459865,300 g,['Auchan'],['Auchan'],['France'],"['Huile de colza 49,5%', 'fromage de brebis affiné en saumure 45% minimum ', 'lait pasteurisé de brebis [origine : France]', 'sel', 'ferments lactiques', 'coagulant', 'poivron rouge 0,27%', 'herbes de Provence 0,22% ', 'basilic', 'marjolaine', 'origan', 'thym', 'laurier']",,['Lait'],['Non végétalien'],3,?,610,2552 kj(610 kcal),64,10,"0,8","0,8",7,"1,5","0,6",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages de brebis']","['Nutriscore', 'Nutriscore D']",64 g,en quantité élevée,10 g,en quantité élevée,0.8 g,en faible quantité,1.5 g,en quantité modérée,,+69%,+69%,+108%,-52%,-11%,+194%,-65%,-39%,-39%,17,-2%,D,-2%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,"Dés de fromage de brebis affiné en saumure, dans l'huile au poivron rouge et aux herbes de Provence","['Bocal', 'Verre']",,"['EMB 48094A', 'Massegros (Lozère, France)']",,,,,,
1526,Haricots Blancs à la Tomate - Freshona,20054885,,['Freshona'],,['France'],[],,,[],,?,78,326 kj(78 kcal),"0,5","0,1","9,6","1,1","5,4","0,72","0,288",B,"['Plats préparés', 'Légumes préparés', 'Haricots à la tomate']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.5 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.72 g,en quantité modérée,,-14%,-11%,-13%,-12%,-22%,-55%,+9%,-6%,-6%,0,,B,,17.3%,37.5%,18.0%,13.6%,7.9%,5.7%,96,,,,,,,,,,
1527,Zespri green kiwifruit,5415191763330,,['Zespri'],,['France'],[],,,[],,?,81,339 kj(81 kcal),"0,66","0,087","14,7","8,8","1,17","0,006","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Compote Pommes Bio - Charles & Alice,3297760094159,,['Charles & Alice'],,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,
1529,BLEDICHEF 230g Mouliné de Carottes et Semoule Dès 12 mois - Blédina - 230g,3041091422002,230 g,"['Blédina', 'Blédichef']",,['France'],"['Carottes 37,0 % - Eau de cuisson - Pommes de terre - Semoule de blé dur cuite 9,00 % ', 'GLUTEN', ' - Oignons - Amidon de maïs - Céleri ', 'CELERI', ' - Crème 2,00 % ', 'LAIT', ' - Maïs - Huiles végétales ', 'colza', 'tournesol', ' - Sel - Thym - Poivre noir - Laurier']",,"['Céleri', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,260,62,260 kj(62 kcal),"1,7","0,5","9,3","1,7","1,2","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plat à base de légumes adapté à bébé.,,,"['FR 19.031.003 CE', 'Brive-la-Gaillarde (Corrèze, France)']",,,,,,
1530,"Barre Proteinée ""Caramel Peanuts"" - So tasty - 55g",3662072022747,55g,['So tasty'],['Fitnesse boutique'],['France'],['Chocolat blanc avec édulcorant lait'],,,[],,?,393,1644 kj(393 kcal),18,9,31,"3,1",36,"0,42","0,168",,['Barre sportive'],,18 g,en quantité modérée,9 g,en quantité élevée,3.1 g,en faible quantité,0.42 g,en quantité modérée,,,,,,,,,,,11,,D,,,,,,,,,Barre protéine,['Papier'],['France'],,,,,,,
1531,Pain aux oignons,8713305811166,,,,['France'],[],,,[],,?,501,2096 kj(501 kcal),25,"2,3",57,"4,1","9,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,La Noirmoutier,3250391993321,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,2 quiches aux légumes façon tian,3348709969332,,,,['France'],[],,,[],,?,230,962 kj(230 kcal),15,"9,1",17,"2,8","6,8","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,8072080063505,8072080063505,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,10142677,10142677,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Mayonnaise Fouettée aux blancs d'oeufs - Lidl,20241049,,['Lidl'],,['France'],[],,,[],,?,698,2920 kj(698 kcal),"75,8","5,5","2,4","1,2","1,3","1,46","0,584",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,75.8 g,en quantité élevée,5.5 g,en quantité élevée,1.2 g,en faible quantité,1.46 g,en quantité modérée,,+14%,+14%,+15%,-11%,-11%,-18%,+6%,+10%,+10%,19,+6%,E,+6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,
1537,Abricots,3450970163187,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Fitvia / açaí + tea,4260515890183,,['Fitvia'],,['France'],[],,,[],,?,1,4 kj(1 kcal),"0,5","0,1","0,4","0,4","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Fettuccini - Rana,8001665703680,,['Rana'],,['France'],[],,,[],,?,269,1125 kj(269 kcal),"2,7","0,8",50,"0,9",10,"0,07","0,028",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes fraîches', 'Fettucini']",,2.7 g,en faible quantité,0.8 g,en faible quantité,0.9 g,en faible quantité,0.07 g,en faible quantité,,+5%,+4%,+37%,+54%,+11%,-37%,+6%,-84%,-84%,-2,,A,,,,,,,,,,,,,,,,,,
1540,extrême honte mon vanille et miel - Nestlé - 6,7613036833868,6,['Nestlé'],,['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']",,,,,,,,,,,,,,,,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,
1541,Pastis,26069227,,,,['France'],[],,,[],,?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Duvel,5411681406039,,['Duvel'],,"['France', 'Pays-Bas']",[],,,[],,?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,3337872420696,3337872420696,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Tea,8713305810718,,,,['France'],[],,,[],,?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Comté - Entremont - 170g,3123930771073,170 g,['Entremont'],,['France'],"['Comte Rapé', 'fromage à pâte pressée cuite Ingrédients lait cru', 'sel', 'ferments lactiques', 'présure']",,['Lait'],[],3,?,410,1715 kj(410 kcal),34,22,"< 0,5","< 0,5",26,"0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-2%,-2%,-3%,+8%,+87%,-3%,-5%,-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,
1546,jus de clémentine pressé - Tropicana - 900ml,3168930156307,900 ml,['Tropicana'],,['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de clémentine']",,,,,,,,,,,,,,,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,['bouteille plastique'],,,,,,,,
1547,Sucre spécial confiture - 1kg,3165431046007,1 kg,,,['France'],[],,,[],,?,400,1674 kj(400 kcal),0,0,100,98,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Pasteque,3606760034025,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Raisin blanc,8027153850919,,,,"['Belgique', 'France']",[],,,[],,?,70,293 kj(70 kcal),0,0,"16,6","15,5","0,75",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Les cigalines tradition chocolat,3563350000047,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,"Yaourt sucré, aux fruits aromatisé - Yoplait - 520g",3329770063846,520 g,"['Yoplait', 'Panier recette classique']",,['France'],"['Yaourt ', 'LAIT écrémé à base de poudre de LAIT - LAIT écrémé - Crème - Poudre de LAIT écrémé - Ferments lactiques ', 'LAIT', ' - Sucre 9', '2% - Fruits : Myrtille 9', '5% ou Mûre 8% - Eau - Amidon transformé de maïs - Epaississant : Carraghénanes - Jus de carotte - Arômes naturels - Concentrés des minéraux du LAIT', ""\r LAIT D'ORIGINE FRANCE""]","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,393,93,393 kj(93 kcal),"2,3","1,5","13,6","13,1","3,3","0,13","0,052",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",['Lait Français'],2.3 g,en faible quantité,1.5 g,en quantité modérée,13.1 g,en quantité élevée,0.13 g,en faible quantité,-3%,-7%,-5%,-27%,-24%,+1%,+6%,-10%,+14%,+14%,2,-28%,B,-28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"Yaourt sucré, aux fruits aromatisé","['Carton', 'Pot']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)', 'FR 38.544.004 CE', 'Vienne (Isère, France)']",,,,,,
1552,Fassoulia Bayda - Picard - 250g,5285006132350,250 g,['Picard'],['PIcard'],['France'],"['Haricot blanc cuit 74,2%', ""huile d'olive 22,3%"", 'ail 1,1%', 'sel', 'acidifiant : acide citrique', 'persil']",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,139,582 kj(139 kcal),"3,5","2,2",18,"0,9","6,7","0,5","0,2",,['Haricots blancs cuisinés'],,3.5 g,en quantité modérée,2.2 g,en quantité modérée,0.9 g,en faible quantité,0.5 g,en quantité modérée,,+54%,+55%,+155%,+480%,+57%,+36%,+24%,-27%,-27%,1,,B,,,,,,,,,haricots blancs cuisinés,"['surgelé', 'Plastique', 'Carton']",['Liban'],,https://www.picard.fr/produits/fassoulia-bayda-000000000000086169.html,,,,,
1553,BLEDINA BLEDICHEF Mijoté de Légumes Fondants et Cabillaud 250g Dès 15 Mois - 250g,3041091434081,250 g,"['Blédina', 'Blédichef']",,['France'],"['Eau de cuisson - Carottes 20,0 % - Riz cuit 19,0 % - Potirons 8,33 % - Cabillaud 8,25 % ', 'POISSON', ' - Oignons - Petits pois 3,33 % - Céleri ', 'CELERI', ' - Crème 2,67 % ', 'LAIT', ' - Amidon de maïs - Epinards - Huiles végétales ', 'colza', 'tournesol', ' - Ciboulette - Ail - Sel - Thym - Laurier']",,"['Céleri', 'Poisson', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,264,63,264 kj(63 kcal),2,"0,7","8,3","1,6","2,3","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plat à base de légumes et de poisson adapté à bébé.,,,"['FR 19.031.003 CE', 'Brive-la-Gaillarde (Corrèze, France)']",,,,,,
1554,Le Gaulois - 750g,3266980566449,750g,['Le Gaulois'],,['France'],[],,,[],,?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets']","['Viande Française', 'Volaille Française']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Frais', 'Sous vide']",['France'],"['FR 71.056.001 CE', 'Branges (Saône-et-Loire, France)']",,,,,,
1555,Saucisson sec,3339720430338,,,,['France'],[],,,[],,?,453,1895 kj(453 kcal),37,14,1,"0,5",29,"4,9","1,96",,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 11262N', 'Narbonne (Aude, France)']",,,,,,
1556,3298650501016,3298650501016,,,,"['France', 'Suisse']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Fromapac,3529380012481,,['Fromapac'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
