,name,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,bar_code,generic_name,quantity,packaging,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,traceability_code,nova_score,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,additives,allergens,brand_owner,manufacturing,link
1541,Simply Nature,['France'],[],[],?,354,1481 kj(354 kcal),15,4,47,10,7,0,0,3760287220528,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,
1542,Colombie,['France'],[],[],?,?,,?,,?,,?,,,010869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Chutney de Figue au chocolat,['France'],[],[],?,194,812 kj(194 kcal),"3,2","1,9",39,36,"2,3","0,21","0,084",3760170230863,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Chutneys de fruit']",3.2 g,en quantité modérée,1.9 g,en quantité modérée,36 g,en quantité élevée,0.21 g,en faible quantité,,+6%,+5%,+455%,+1339%,-8%,-9%,+192%,-71%,-71%,4,-54%,C,-54%,,,,,,,,,,,,,,,,,,
1544,Poutargue,['France'],[],[],?,393,1644 kj(393 kcal),25,"6,8","1,7",0,41,"4,5","1,8",2100005000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,8433329004381,['France'],[],[],?,?,,?,,?,,?,,,8433329004381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Jus de poire,['France'],[],[],?,60,251 kj(60 kcal),"0,5","0,1",15,10,"0,5","0,01","0,004",3700723802147,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Triman']",,,,,,,,,,,,,,,,,
1547,Penne rigate bio orgánic de agricultura ecológica - Valmasera,['France'],[],[],?,360,1506 kj(360 kcal),2,"0,5",73,3,12,"0,11","0,044",8436018046174,,,,['Valmasera'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",2 g,en faible quantité,0.5 g,en faible quantité,3 g,en faible quantité,0.11 g,en faible quantité,,+2%,+2%,+18%,+34%,+4%,+3%,0%,+840%,+840%,-1,,A,,['Bio'],,,,,,,,,,,,,,,,,
1548,Maoam Joystixx - Haribo,['France'],[],[],?,394,1648 kj(394 kcal),"6,4","3,2",84,60,1,"0,02","0,008",4001686521236,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Bebeto Halloween Party Mix,['France'],[],[],?,?,,?,,?,,?,,,8690146127680,,,,,"[""Aliments et boissons d'Halloween""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Dragées noisettes torrefiees - Grain de Sail,['France'],[],[],?,571,2389 kj(571 kcal),43,17,36,31,11,"0,28","0,112",3760226261162,,,,['Grain de Sail'],,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,
1551,Turte Dulci,['France'],[],[],?,?,,?,,?,,?,,,4840008012157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Pain céréales bio,['France'],[],[],?,?,,?,,?,,?,,,0216149017193,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,
1553,noix de cajou grillées a l'huile et salees,['France'],[],[],?,625,2615 kj(625 kcal),"47,8","8,5","30,2",5,"16,8",1,"0,4",2609864063176,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",47.8 g,en quantité élevée,8.5 g,en quantité élevée,5 g,en quantité modérée,1 g,en quantité modérée,,+4%,+5%,+4%,0%,+18%,-23%,-10%,+59%,+59%,10,+32%,C,+32%,,,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,
1554,Porridge,['France'],[],[],?,392,1640 kj(392 kcal),15,2,51,8,12,0,0,3760287220443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Eau gazeuse - 6x 20cl,['France'],[],[],?,?,,?,,?,,?,,,8692813002306,,6 x 20 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Black tea,['France'],[],[],?,?,,?,,?,,?,,,8850370741117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,Fromage blanc de la ferme,['France'],[],[],?,127,531 kj(127 kcal),"5,7",4,14,14,"4,9","0,08","0,032",3351790000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.292.015 CE', 'Montsecret (Orne, France)']",,,,,,,,,,,,,,,,
1558,Sticks de fromage - Prix Garantie,['France'],[],[],?,?,,?,,?,,?,,,7613413949007,,,,['Prix Garantie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Mon riz bio Thaï blanc - Naturéo - 1kg,['France'],[],[],?,353,1477 kj(353 kcal),1,"0,3",77,"0,5","7,9","0,01","0,004",3701091701186,,1 kg,,['Naturéo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï', 'Riz blanc', 'Riz thaï blanc']",1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,,+1%,-0%,+34%,+57%,-1%,+170%,+9%,+63%,+63%,-2,,A,,"['Bio', 'Bio européen']",,,B,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
1560,Muesli,['France'],[],[],?,409,1711 kj(409 kcal),"14,3","3,7","54,9","14,2","10,7","0,07","0,028",4251680800244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Amandines aux amandes - Erté - 80g,['France'],[],[],?,347,1452 kj(347 kcal),"12,2",7,"54,2",34,"5,6","1,3","0,52",28843399,,80 g,,['Erté'],,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,
1562,Pulpé Orange 4 x 50cl - Belle France - 4x 50cl,['France'],[],[],180,?,180 kj(43 kcal),"< 0,1",0,"10,5","10,4",0,"0,01","0,004",3258561300740,,4 x 50 cl,,['Belle France'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', ""Sodas à l'orange""]",0.1 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité élevée,0.01 g,en faible quantité,+55%,,+34%,+61%,-100%,+36%,+35%,-100%,+31%,+31%,13,+25%,E,+25%,,,,,,,,,,,,,,,,,,
1563,Détox lim,['France'],[],[],?,?,,?,,?,,?,,,3525722928274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Tropical - La Route des Comptoirs - 20x 2g,['France'],[],[],?,?,,?,,?,,?,,,3760011130314,,20 x 2 g,,['La Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,"['Commerce équitable', 'Fabriqué en France', 'Max Havelaar']",,,,,,,,,,,,,,,,,
1565,The noir earl grey - La Route des Comptoirs - 20x 2g,['France'],[],[],?,?,,?,,?,,?,,,3760011014461,,20 x 2 g,,['La Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,"['Commerce équitable', 'Fabriqué en France', 'Max Havelaar']",,,,,,,,,,,,,,,,,
1566,Bifteck - Charal,['France'],[],[],?,50,209 kj(50 kcal),100,50,0,0,1,1,"0,4",0292471021329,,,,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Terrine de campagne,['France'],[],[],?,338,1414 kj(338 kcal),30,12,"2,9","1,6","1,5","1,5","0,6",2227153008136,,,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",30 g,en quantité élevée,12 g,en quantité élevée,1.6 g,en faible quantité,1.5 g,en quantité modérée,,+5%,+5%,+6%,+11%,+27%,+84%,-89%,-6%,-6%,20,+3%,E,+3%,"['Viande Française', 'Viande Porcine Française']","['EMB 22272F', ""Saint-Agathon (Côtes-d'Armor, France)"", 'FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,,,,,,,,,,
1568,Schoko Cappucino,['France'],[],[],?,389,1628 kj(389 kcal),"7,5","7,2","75,5","57,6","2,5","1,64","0,656",4052700085081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Amandes et cacahuetes caramelisees,['France'],[],[],?,488,2042 kj(488 kcal),23,"2,1",50,46,15,0,0,9002859107276,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,
1570,Pain pavé du montagnard,['France'],[],[],?,261,1092 kj(261 kcal),"0,8","0,2",51,"1,4","9,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Alouettes provençales,['France'],[],[],?,163,682 kj(163 kcal),9,4,4,0,20,"0,4","0,16",2461593055101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 04.111.001 CE', 'Mane (Alpes-de-Haute-Provence, France)']",,,,,,,,,,,,,,,,
1572,Rôti de filet de Dinde,['France'],[],[],?,?,,?,,?,,?,,,2689120053202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Pintade,['France'],[],[],?,217,908 kj(217 kcal),15,4,"0,5","0,5",20,"0,13","0,052",2199900005623,,,,,"['Viandes', 'Volailles', 'Pintades']",15 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.13 g,en faible quantité,,-14%,+6%,+9%,-3%,-67%,+4%,+7%,-75%,-75%,0,-100%,B,-100%,,,,D,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,
1574,Frita facil,['France'],[],[],?,159,665 kj(159 kcal),"0,6","0,5",34,"0,7","4,1","1,54","0,616",5601043115048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Pastille de Vichy,['France'],[],[],?,395,1653 kj(395 kcal),"99,1",99,0,0,0,"0,1","0,04",3760081350629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Rôti de porc façon Orloff,['France'],[],[],?,164,686 kj(164 kcal),"8,5","4,4",2,"0,7",20,"0,4","0,16",2428296075966,,,,,"['Viandes', 'Porc', 'Rôtis de porc']",8.5 g,en quantité modérée,4.4 g,en quantité modérée,0.7 g,en faible quantité,0.4 g,en quantité modérée,,+14%,+15%,+69%,+111%,+145%,+12%,-11%,-77%,-77%,2,-72%,B,-72%,,,,E,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,
1577,LASAGNE A LA VIANDE,['France'],[],[],?,209,874 kj(209 kcal),"6,4",3,29,3,"0,9","0,69","0,276",3760275811189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Tamtad Eggplant Imam,['France'],[],[],?,108,452 kj(108 kcal),10,"0,14","3,7",0,"0,7","1,5","0,6",8690518057508,,,,['Tamtad'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Booster détox & éclat,['France'],[],[],?,?,,?,,?,,?,,,3701382700058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Nougat sésame,['France'],[],[],?,398,1665 kj(398 kcal),"1,67","1,67","92,39","83,33","3,33","3,3","1,32",7583736797985,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,
1581,Emmental francais Les Croisés,['France'],[],[],?,369,1544 kj(369 kcal),29,21,"0,5","0,5",27,"0,83","0,332",37604660,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.83 g,en quantité modérée,,-3%,-2%,-2%,+6%,-18%,+6%,-3%,+41%,+41%,12,+7%,D,+7%,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
1582,Rougetta - Freeway,['France'],[],[],?,200,837 kj(200 kcal),12,"2,5","25,6",10,0,3,"1,2",42270119,,,,['Freeway'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Vin d alsace,['France'],[],[],?,?,,?,,?,,?,,,3221249850349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Le Chou'Prême,['France'],[],[],?,255,1067 kj(255 kcal),"24,5","2,9","2,6","1,4","4,1","1,3","0,52",3760253592062,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,
1585,Langue de porc cuites x2,['France'],[],[],?,188,787 kj(188 kcal),11,"4,4","0,3","0,3",21,"1,3","0,52",0297789023614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 01405', 'Servas (Ain, France)']",,,,,,,,,,,,,,,,
1586,CORNE DE BOEUF,['France'],[],[],?,?,,?,,?,,?,,,2363006001746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Salted Macadamia Nut Honey Nougat - 50g,['France'],[],[],?,377,1577 kj(377 kcal),14,"1,9",60,"47,3",2,"0,24","0,096",0700112534003,,50 g,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",14 g,en quantité modérée,1.9 g,en quantité modérée,47.3 g,en quantité élevée,0.24 g,en faible quantité,,-16%,-16%,-15%,-4%,-8%,-13%,-72%,+219%,+219%,16,0%,D,0%,,,,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,
1588,Filet de poulet,['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",0213400040280,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-21%,-20%,-55%,-46%,-100%,-100%,+1%,-85%,-85%,-4,,A,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
1589,Le batistou,['France'],[],[],?,428,1791 kj(428 kcal),33,13,"2,7","1,8",29,"4,7","1,88",3521831902198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,25 galettes Crème d'Isigny au beurre,['France'],[],[],?,355,1485 kj(355 kcal),17,11,45,19,"4,7","0,02","0,008",3760023342002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Angèle gros vermicelles Gascon - 250g,['France'],[],[],?,370,1548 kj(370 kcal),"1,3","0,3","76,8","4,9","12,8","0,04","0,016",3760183650672,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,
1592,Tagliatelles au surimi,['France'],[],[],?,?,,?,,?,,?,,,0206521017286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Eclairs pistache,['France'],[],[],?,428,1791 kj(428 kcal),34,13,65,33,"4,27","0,16","0,064",3346606081843,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,
1594,Cœur de bouillon : ail et persil - Maggi,['France'],[],[],?,126,527 kj(126 kcal),"4,4","0,4",19,11,"2,1","15,5","6,2",2600420009522,,,,['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,
1595,Hoisin sauce,['France'],[],[],?,153,640 kj(153 kcal),"2,1","0,3","31,1","25,5",2,"5,5","2,2",00568401,,,,,"['Epicerie', 'Sauces', 'Sauces hoisin']",2.1 g,en faible quantité,0.3 g,en faible quantité,25.5 g,en quantité élevée,5.5 g,en quantité élevée,,-28%,-28%,+11%,+4%,-32%,-38%,-2%,+13%,+13%,16,-14%,D,-14%,,,,,,,,,,,,,,,,,,
1596,Doors de Savoie fumés,['France'],[],[],?,287,1201 kj(287 kcal),23,"9,1","0,8","0,8",20,"2,1","0,84",2868301038317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Nestlé,['France'],[],[],?,?,,?,,?,,?,,,7702024066576,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Whey supremacy standard,['France'],[],[],?,?,,?,,?,,?,,,3760203560271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Gambas d'Equateur - Escal,['France'],[],[],?,109,456 kj(109 kcal),1,"0,5","0,1","0,1",25,"0,4","0,16",3261082155225,,,,['Escal'],,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:EC-BIO-141']",,,,,,,,,,,,,,,,,
1600,Chocolate Raw Spirulina,['France'],[],[],?,142,594 kj(142 kcal),"46,1","25,4",30,"15,2","14,4","0,3","0,12",0687765995538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Dinde,['France'],[],[],?,?,,?,,?,,?,,,0277946020274,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,
1602,Paté en croute,['France'],[],[],?,?,,?,,?,,?,,,0212135012531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Viande des grisons,['France'],[],[],?,159,665 kj(159 kcal),"1,6","0,5",1,"0,3",35,"3,9","1,56",8028922290806,,,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",1.6 g,en faible quantité,0.5 g,en faible quantité,0.3 g,en faible quantité,3.9 g,en quantité élevée,,-19%,-19%,-58%,-68%,+21%,-50%,-11%,-17%,-17%,11,-14%,D,-14%,,,,,,,,,,,,,,,,,,
1604,Frutti di Mare,['France'],[],[],?,62,259 kj(62 kcal),"1,3","0,4","0,4","0,1","12,1","0,93","0,372",20805593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Grand Chocolat 75% - Nestlé,['France'],[],[],?,583,2439 kj(583 kcal),45,"26,6","28,3","24,5","8,5","0,02","0,008",7613034257383,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Club poulet rillette de canard epinards,['France'],[],[],?,218,912 kj(218 kcal),"8,1","5,3",22,"2,4","12,8","1,11","0,444",3399130021038,,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",8.1 g,en quantité modérée,5.3 g,en quantité élevée,2.4 g,en faible quantité,1.11 g,en quantité modérée,,-46%,-46%,-78%,-58%,+3706%,+856%,-21%,-19%,-19%,11,-43%,D,-43%,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
1607,Mini pizzas de frankfurt y queso - Buitoni,['France'],[],[],?,?,,?,,?,,?,,,7613033199172,,,,['Buitoni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Filet de maquereaux à l'huile d'olive - Imperial,['France'],[],[],?,201,841 kj(201 kcal),10,"3,3",0,0,27,1,"0,4",5410363000404,,,,['Imperial'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",10 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,,-9%,-9%,-39%,-11%,-100%,-100%,+65%,-10%,-10%,4,-36%,C,-36%,,,,D,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,
1609,Escalope de dinde,['France'],[],[],?,105,439 kj(105 kcal),1,"0,3",0,0,24,"0,18","0,072",0215990021328,,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,,-13%,-13%,-24%,-26%,-100%,-100%,+5%,-68%,-68%,-4,,A,,,,,D,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,
1610,Café Déca Mélange Origine,['France'],[],[],?,?,,?,,?,,?,,,3700110032362,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,
1611,Rillettes canard olives romarin,['France'],[],[],?,234,979 kj(234 kcal),"18,2","5,5","0,8","0,4","16,3","0,76","0,304",3760141320906,,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",18.2 g,en quantité modérée,5.5 g,en quantité élevée,0.4 g,en faible quantité,0.76 g,en quantité modérée,,-42%,-42%,-50%,-56%,+38%,+59%,+1%,-45%,-45%,5,-74%,C,-74%,,,,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,
1612,Confit de canard,['France'],[],[],?,284,1188 kj(284 kcal),"21,4","7,2","0,5","0,5","22,9","0,79","0,316",3580480000402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Mini fripon choco caprice,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Raisin Sec Jaune 250G,['France'],[],[],?,?,,?,,?,,?,,,3700056705108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Granola La recolte,['France'],[],[],?,?,,?,,?,,?,,,2223982072485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Les Intemporels - Sélection de gourmandises,['France'],[],[],?,?,,?,,?,,?,,,3760259313197,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-09']",,,,,,,,,,,,,,,,,
1617,Anneaux de calmars - Escal,['France'],[],[],?,54,226 kj(54 kcal),"1,1","0,3",0,0,11,"1,1","0,44",3261080852218,,,,['Escal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,"Okf Aloe Drink, Pineapple, 1.5 L",['France'],[],[],?,21,88 kj(21 kcal),0,0,5,5,0,0,0,0884394002174,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,
1619,Chipirones rellenos aceite de oliva - El Corte Inglés - 111g,['France'],[],[],?,132,552 kj(132 kcal),"1,5",0,"2,9","0,01",27,"1,5","0,6",8433329059299,,111 g,,['El Corte Inglés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Cuisse de canard aux champignons noirs et morilles - Le Petit Cuisinier - 140g,['France'],[],[],?,231,967 kj(231 kcal),21,"7,6","2,9",1,"6,9","0,63","0,252",3356067604383,,140 g,,['Le Petit Cuisinier'],"['Viandes', 'Volailles', 'Canards']",21 g,en quantité élevée,7.6 g,en quantité élevée,1 g,en faible quantité,0.63 g,en quantité modérée,,-11%,-11%,+8%,+18%,+198%,+122%,-65%,-51%,-51%,11,-6%,D,-6%,['Fabriqué en France'],,,D,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,
1621,Magret de canard du sud ouest frais,['France'],[],[],?,362,1515 kj(362 kcal),33,10,"0,5","0,4","15,8","0,08","0,032",2210120007843,,,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,10 g,en quantité élevée,0.4 g,en faible quantité,0.08 g,en faible quantité,,+6%,+7%,+13%,0%,-60%,-40%,-12%,-95%,-95%,13,-29%,D,-29%,,,,E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,
1622,Tejas de almendra de Tolosa,['France'],[],[],?,506,2117 kj(506 kcal),27,"3,2",49,24,14,"0,15","0,06",8429360000741,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-026-VAS', 'Sans lactose']",,,,,,,,,,,,,,,,,
1623,Cardamomo entero - Ducros,['France'],[],[],?,?,,?,,?,,?,,,3166296210503,,,,['Ducros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Los Rios Organic Chocolate, 72% Cacao - Pacari - 50g",['France'],[],[],?,600,2510 kj(600 kcal),40,25,40,30,10,0,0,7862109270042,,50 g,,['Pacari'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",40 g,en quantité élevée,25 g,en quantité élevée,30 g,en quantité élevée,0 g,en faible quantité,,+8%,+8%,+2%,+8%,+4%,-5%,+31%,-100%,-100%,23,+8%,E,+8%,,,,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,
1625,Magret de canard,['France'],[],[],?,363,1519 kj(363 kcal),33,11,"0,6","0,6",16,"0,1","0,04",2210128007333,,,,,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",33 g,en quantité élevée,11 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,,+7%,+7%,+13%,+10%,-52%,-10%,-11%,-94%,-94%,14,-24%,D,-24%,,,,E,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,
