,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,markets,packaging,additives,allergens,ingredients_origins,manufacturing,palm_ingredients,generic_name,brand_owner,link,producer_info,origin_detail
892,Saumon fume,2554700013320,['Sans colorants'],['France'],[],[],?,195,816 kj(195 kcal),"13,5","2,35","0,4","0,3","24,2","2,5",1,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,13.5 g,en quantité modérée,2.35 g,en quantité modérée,0.3 g,en faible quantité,2.5 g,en quantité élevée,,+5%,+6%,+29%,+14%,-19%,-10%,+10%,-11%,-11%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
893,Cunga lunga,5310089001467,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Palette de porc cuite,2211322046579,,['France'],[],[],?,186,778 kj(186 kcal),14,"4,8",0,0,15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Sauce salsa saveur avocat - Auchan,84936349,['Fabriqué en Belgique'],['France'],[],[],?,135,565 kj(135 kcal),"9,5",3,10,"2,8","1,5","1,5","0,6",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
896,Figubakte Pepperkaker,7039317005883,,['France'],[],[],?,460,1925 kj(460 kcal),15,"4,8",74,35,"5,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,09221503,09221503,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Jarret de porc désossé - Bigard,2222604032609,,['France'],[],[],?,161,674 kj(161 kcal),"7,4","2,6","1,7","0,5",22,"1,1","0,44",['Bigard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Saumon norvegien,2403051264489,,['France'],[],[],?,209,874 kj(209 kcal),"13,6","2,6",0,0,"20,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Spiruline en brindilles - Flamant vert - 110g,3476500401109,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,66,0,0,['Flamant vert'],E,"['Compléments alimentaires', 'Spiruline']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-100%,-100%,+33%,-100%,-100%,-5,-202%,A,-202%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,110 g,,,,,,,,,,,,,
901,Mini donut's fraise ×4,6044462455330,,['France'],[],[],?,448,1874 kj(448 kcal),27,15,45,15,5,"1,2","0,48",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,27 g,en quantité élevée,15 g,en quantité élevée,15 g,en quantité élevée,1.2 g,en quantité modérée,,+10%,+10%,+18%,+42%,+0%,-11%,-16%,+26%,+26%,23,+18%,E,+18%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
902,Raifort Blanc Polonia,3760013720629,,['France'],[],[],?,92,385 kj(92 kcal),"2,4","0,2","12,4","8,7","2,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Protein Muffin - Scitec nutrition,5999100006034,,['France'],[],[],?,433,1812 kj(433 kcal),23,19,36,"3,3",22,"1,08","0,432",['Scitec nutrition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Coconut Milk - ASDA,5054781982548,"['Végétarien', 'Végétalien']",['France'],"['Water,creamed coconut,rice flour,Calcium phosphate,stabilisers', 'Flavouring,salt,carrageenan', 'vitamin e', 'potassium lodide', 'vitamin b12', 'vitamin d2']","['Végétalien', 'Végétarien']",?,36,151 kj(36 kcal),"2,3","2,1","3,1","1,5","0,5","0,38","0,152","['ASDA', 'Free Dom']",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",4,2.3 g,en quantité modérée,2.1 g,en quantité modérée,1.5 g,en faible quantité,0.38 g,en quantité modérée,,-77%,-77%,-85%,-85%,+12%,-11%,-61%,+421%,+421%,3,-68%,C,-68%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,['Asda'],['composite-carton'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,,
905,Confiture extra d'ananas,03511747,,['France'],[],[],?,233,975 kj(233 kcal),0,0,56,55,"0,5","0,05","0,02",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', ""Confitures d'ananas""]",,0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0.05 g,en faible quantité,,+1%,+1%,-100%,-100%,0%,+2%,+14%,+36%,+36%,7,-21%,C,-21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
906,Le Fermier Haut-Alpin Saucisson,2449817035030,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Verrines St Jacques pommes carrottes - Auchan - 4x 40g,3596710438969,"['Nutriscore', 'Nutriscore C']",['France'],[],[],?,162,678 kj(162 kcal),"11,9",3,"6,6","3,9",7,"1,04","0,416",['Auchan'],,"['Plats préparés', 'Plats aux fruits de mer', 'Plats aux noix de Saint-Jacques']",,11.9 g,en quantité modérée,3 g,en quantité modérée,3.9 g,en faible quantité,1.04 g,en quantité modérée,,+2%,+9%,+54%,-31%,-48%,+119%,+8%,+31%,+31%,4,-23%,C,-23%,,,,,,,,4 x 40 g,,['Auchan'],,,,,,,,,,,
908,Crouton aux céréales,0203815006230,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,,,,,,,,,,,,,,,,,,,,,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,,,,,,,,,,,,,,
909,Chritmas pudding - 454g,0059471801029,,['France'],[],[],?,317,1326 kj(317 kcal),"9,7","4,3",53,43,3,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454 g,,,,,,,,,,,,,
910,Ananas au Rhum - Giffard,3180290056158,,['France'],[],[],?,?,,?,,?,,?,,,['Giffard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,TornadozzZ,8717729053034,,['France'],[],[],?,380,1590 kj(380 kcal),0,0,95,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Nougat pockets 375g - K-Classic,4337185153112,,['France'],[],[],?,455,1904 kj(455 kcal),15,"5,2",70,27,"7,8","0,1","0,04",['K-Classic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Filet de dinde,2723125002909,,['France'],[],[],?,117,490 kj(117 kcal),4,"1,2",1,"0,9",19,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Saumon fumé Écosse - Delpierre,3038680805414,,['France'],[],[],?,180,753 kj(180 kcal),11,"1,7",0,0,20,3,"1,2",['Delpierre'],E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,11 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,,-3%,-3%,+5%,-17%,-100%,-100%,-10%,+6%,+6%,13,-1%,D,-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,['Ecosse'],,,,,,,
915,FOIE GRAS DE CANARD CRU 1ER CHOIX,2672689242057,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,4 Barquettes De 12 Escargots - Escal - 269g,3261089126426,,['France'],[],[],?,357,1494 kj(357 kcal),34,23,"2,5","0,5","9,8","1,3","0,52",['Escal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269 g,,,,,,,,,,,,,
917,Morbier AOP,2488713026247,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,,,,
918,Saucisson sec pur porc - Le Batistou,3521831103724,,['France'],[],[],?,404,1690 kj(404 kcal),33,14,"0,9","0,9",26,"4,6","1,84",['Le Batistou'],D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,33 g,en quantité élevée,14 g,en quantité élevée,0.9 g,en faible quantité,4.6 g,en quantité élevée,,-2%,-2%,+1%,+9%,-61%,-41%,-5%,-1%,-1%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,,,,
919,Beast pro whey,5999886332211,,['France'],[],[],?,391,1636 kj(391 kcal),"4,7","1,7",6,"2,5",80,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Filets de Crocodile Crème 3 poivres - Évasion Festive,2478589059890,,['France'],"['Viande de crocodile 89%\rAcidifiant E326\rChapelure\rDestrose\rSel\rArômes naturels\rEpices ', 'dont poivre 0,34%', '\rCrème 0,4%\rLactose\rMaltodextrine de pomme de terre\rplantes aromatiques\rproteines de lait']",[],505,?,505 kj(121 kcal),"1,7","0,9","5,9","1,9",20,2,"0,8",['Évasion Festive'],,"['Viandes', 'Viande de crocodile']",,1.7 g,en faible quantité,0.9 g,en faible quantité,1.9 g,en faible quantité,2 g,en quantité élevée,,,-10%,-61%,-24%,+64%,+103%,0%,+36%,+36%,4,+62%,C,+62%,,,,,,,,,,['AUCHAN'],"['2 filets', 'Plastique', 'Carton']",['E326 - Lactate de potassium'],"['Œufs', 'Poisson', 'Lait', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",['Zimbabwe'],,,,,,,
921,Amandes,8712888006020,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Gnocchi - Aro - 1kg,3439496610115,,['France'],"['eau', 'semoule de blé dur', 'flocons de pomme de terre déshydratées 7% ', 'pomme de terre', ""émulsifiant: mono et diglycérides d'acides gras"", 'curcuma', 'extrait de paprika', 'fécule de pomme de terre', 'farine de riz', 'sel', "" Traces éventuelles d'oeuf"", 'lait et soja']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",649,?,649 kj(155 kcal),"< 0,5","0,1",33,"< 0,5","3,7","1,1","0,44",['Aro'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,-14%,,-7%,-64%,-73%,-0%,-58%,-12%,-3%,-3%,3,-16%,C,-16%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,1 kg,,,['Frais'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160c - Extrait de paprika']",,,,,,,,,
923,Beast Pro Whey,5999886332235,,['France'],[],[],?,391,1636 kj(391 kcal),"4,7","1,7",6,"2,5",80,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,Haricots Tarbais cuisines - Les recettes de mamie,3760195330135,,['France'],[],[],?,71,297 kj(71 kcal),"1,2","0,4","7,8","0,7","5,2","0,48","0,192",['Les recettes de mamie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,L'amandier,3526590002141,,['France'],[],[],?,506,2117 kj(506 kcal),26,12,"59,5","31,4","8,4","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Lait de coco - Blue dragon,5010338012397,,['France'],[],[],?,155,649 kj(155 kcal),15,"13,2","3,4","2,1","1,4","0,1","0,04",['Blue dragon'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,15 g,en quantité élevée,13.2 g,en quantité élevée,2.1 g,en faible quantité,0.1 g,en faible quantité,,-2%,-1%,-4%,-3%,+23%,+25%,+10%,+37%,+37%,11,+16%,D,+16%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,,"['Conserve', 'métal']",,,,,,,,,,
927,Foie gras de canard entier - La Fine Épicerie,3272931008951,,['France'],[],[],?,527,2205 kj(527 kcal),54,23,"2,5","1,9","7,5","1,3","0,52",['La Fine Épicerie'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,54 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.3 g,en quantité modérée,,-0%,-0%,-1%,-1%,+5%,+44%,-0%,+8%,+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,,
928,Panettone Classico Metal Tin,8002873021412,,['France'],[],[],?,365,1527 kj(365 kcal),13,8,55,25,3,"0,37","0,148",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,13 g,en quantité modérée,8 g,en quantité élevée,25 g,en quantité élevée,0.37 g,en quantité modérée,,-2%,-2%,-13%,-11%,+7%,-3%,-56%,-16%,-16%,17,-9%,D,-9%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,
929,Jambon cuit de Paris supérieur,0259337014635,['Qualité supérieure'],['France'],[],[],?,124,519 kj(124 kcal),"3,7","1,8","0,7","0,7",22,"1,9","0,76",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,3.7 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en quantité élevée,,-6%,-5%,-23%,-2%,+5%,+18%,+4%,+2%,+2%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,"['EMB 95018', ""Argenteuil (Val-d'Oise, France)"", 'FR 15.018.022 CE', 'Barriac-les-Bosquets (Cantal, France)']",,,,,,,,,,,,
930,Caramels au beurre salé - La Trinitaine,3260260209972,,['France'],[],[],?,397,1661 kj(397 kcal),"8,3",6,78,63,"2,5","1,1","0,44",['La Trinitaine'],,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",,8.3 g,en quantité modérée,6 g,en quantité élevée,63 g,en quantité élevée,1.1 g,en quantité modérée,,-3%,-3%,-39%,-33%,+15%,+25%,+6%,+14%,+14%,23,-7%,E,-7%,,,,,,,,,,,,,,,,,,,,,
931,La Corne de Boeuf,2363006001906,,['France'],[],[],?,419,1753 kj(419 kcal),"33,1","11,6","0,1","0,1","30,1",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Crème de caramel au beurre salé,3760205220166,,['France'],[],[],?,488,2042 kj(488 kcal),28,8,58,"41,1",1,"0,48","0,192",,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Crème de caramel au beurre salé']",,28 g,en quantité élevée,8 g,en quantité élevée,41.1 g,en quantité élevée,0.48 g,en quantité modérée,,+16%,+16%,+44%,-33%,-1%,-13%,-45%,-21%,-21%,24,-2%,E,-2%,,,,,,,,,,,,,,,,,,,,,
934,4 Bûchettes glacées - Netto,3250391282333,,['France'],[],[],807,?,807 kj(193 kcal),"8,3","5,6","27,5","23,8","1,8","0,17","0,068",['Netto'],D,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",,8.3 g,en quantité modérée,5.6 g,en quantité élevée,23.8 g,en quantité élevée,0.17 g,en faible quantité,+2%,,-3%,+2%,+4%,-4%,-4%,-22%,+37%,+37%,12,+6%,D,+6%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,,['Netto'],"['Carton', 'surgelé']",,,,,,,,,,
935,St nectaire laitier,2485768033268,,['France'],[],[],?,336,1406 kj(336 kcal),27,"17,8","0,9","0,5","22,3","1,8","0,72",,,['St nectaire laitier'],,27 g,en quantité élevée,17.8 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,,,,,,,,,,21,,E,,,,,,,,,,,,,,,,,,,,,,
936,Kit a crumble agrume - Légendes Gourmandes,3760155981315,,['France'],[],[],?,395,1653 kj(395 kcal),"5,2","3,6",78,45,"6,4",0,0,['Légendes Gourmandes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Nez framboise - 290g,5425039332420,,['France'],[],[],?,316,1322 kj(316 kcal),0,0,75,61,"4,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290 g,,,,,,,,,,,,,
938,Fraise marc de champagne - Nestlé,3274664099152,,['France'],[],[],?,239,1000 kj(239 kcal),12,"7,3","29,5","25,4","2,4","0,15","0,06",['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Terrine Gourmande de chapon au vin jaune -,3700766410897,"['en:gluten-free', 'Sans conservateurs']",['France'],[],[],?,303,1268 kj(303 kcal),25,9,"2,6","0,1",16,"1,4","0,56",,,['Terrine de chapon'],,25 g,en quantité élevée,9 g,en quantité élevée,0.1 g,en faible quantité,1.4 g,en quantité modérée,,,,,,,,,,,17,,D,,,,,,,,,,,,,,,,,,,,,,
940,Irish assorted sweets,5390711511489,,['France'],[],[],?,414,1732 kj(414 kcal),"8,96","6,29",81,"59,4","1,5","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Confit de pétales de roses - Jean d'Audignac - 100g,3700238321546,,['France'],"['Sucre de canne', 'eau', 'pétales de roses 1', '2%', 'jus concentré de citron', 'gélifiants : pectine de fruits', 'citrate de calcium', 'arôme naturel de rose']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,245,1025 kj(245 kcal),"0,5","0,1",61,61,"0,5","0,04","0,016","[""Jean d'Audignac""]",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confits de fleurs', 'Confits de roses']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,61 g,en quantité élevée,0.04 g,en faible quantité,,-6%,-1%,+126%,+129%,-1%,+3%,+84%,+112%,+112%,13,+5%,D,+5%,,,,,,,,100 g,,,,['E440 - Pectines'],,,,,,,,,
942,Jambon cuit supérieur,0206939023350,['Qualité supérieure'],['France'],[],[],?,175,732 kj(175 kcal),"10,5",4,"0,6","0,5",20,"1,8","0,72",,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,10.5 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,+33%,+34%,+119%,+117%,-10%,-16%,-5%,-4%,-4%,12,+70%,D,+70%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,,
943,Jdkdnd,3492741075121,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Plateau brochettes assorties,3469370009995,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Cuisine Provençale - Espig,3102870022339,,['France'],[],[],?,?,,?,,?,,?,,,['Espig'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Filet de poulet cuit roti,3277670124863,,['France'],[],[],?,107,448 kj(107 kcal),"1,5","0,4",2,"1,9",21,"1,4","0,56",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.5 g,en faible quantité,0.4 g,en faible quantité,1.9 g,en faible quantité,1.4 g,en quantité modérée,,-18%,-17%,-48%,-46%,+318%,+682%,-8%,+87%,+87%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
947,Jambon à l'os - Aoste,3449865278969,,['France'],[],[],?,274,1146 kj(274 kcal),18,"7,4",1,1,27,"5,7","2,28",['Aoste'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Priedušky a pľúca,8594024711797,,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,8718964016990,8718964016990,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,Curry Sélection - Espig,3102870002799,,['France'],[],[],?,?,,?,,?,,?,,,['Espig'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,Cake Saint-Jacques légumes - Auchan,3596710467853,['Nutriscore'],['France'],[],[],?,240,1004 kj(240 kcal),15,"3,3",16,"1,8","9,6","1,3","0,52",['Auchan'],,"['Snacks', 'Snacks salés', 'Cake aux legumes']",,15 g,en quantité modérée,3.3 g,en quantité modérée,1.8 g,en faible quantité,1.3 g,en quantité modérée,,-11%,-10%,-17%,-23%,-2%,-48%,+10%,-5%,-5%,5,-54%,C,-54%,,,,,,,,,,['Auchan'],,,,,,,,,,,
952,Clever Toilettenpapier,9009504004058,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,
953,Portakal bisküit aromalı elmalı soda,8692813004782,,['France'],[],[],?,42,176 kj(42 kcal),0,0,10,10,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Lovely Feuchtes Toilettenpapier,9100000703831,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,,,,,
955,"Ballotine de caille au foie de canard - Carrefour - 0,185kg",2227420037135,,['France'],[],[],?,283,1184 kj(283 kcal),23,"9,1","1,5","1,3",17,"1,8","0,72",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,185 kg",,['Carrefour'],,,,,,,,,,,
956,Délice de poivrons rouges,3760133670651,,['France'],[],[],?,395,1653 kj(395 kcal),"6,1","0,7","6,8","3,4","1,7","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Alby foie gras,3358349000388,,['France'],[],[],?,524,2192 kj(524 kcal),54,23,"2,4","1,8","7,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,Croustillant à la provençale,34703465,['Bio'],['France'],[],[],?,389,1628 kj(389 kcal),14,2,30,3,"1,2",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Holiday Collection Thés et Infusions Bio,0680275056522,"['Bio', 'Agriculture UE/Non UE', 'LK-BIO-149']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Huile d'olive a la truffe blanche,80720225,,['France'],[],[],?,824,3448 kj(824 kcal),91,13,0,0,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,Huile d'olive,5200305013209,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Nougat de Corse - Charles Antona,3425470400001,['Fabriqué en France'],['France'],[],[],?,454,1900 kj(454 kcal),15,"8,41","71,6","54,8","6,9","0,1","0,04",['Charles Antona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Billes de chèvre figues - Casino,3222477150782,,['France'],[],[],?,265,1109 kj(265 kcal),17,12,14,12,14,"0,77","0,308",['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,,,,,,
964,Rosé (VIN DE SAVOIE),3288577512318,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Papeton de sardines,3520760000050,,['France'],[],[],?,263,1100 kj(263 kcal),19,"4,6","0,8",0,"22,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,Brisures de riz extra parfumées - 5kg,3364802010436,,['France'],[],[],?,338,1414 kj(338 kcal),"0,9","0,4",76,0,"6,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 kg,,,,,,,,,,,,,
967,Pancakes,0634158734144,['en:gluten-free'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Pain chorizo,0205190012462,,['France'],[],[],?,258,1079 kj(258 kcal),"3,6","1,3",46,"1,1","9,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
