,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,additives,ingredients_origins,allergens,link,palm_ingredients,brand_owner
1524,Pan de molde ecológico con trigo sarraceno y sin gluten - El granero integral - 445g,8422584009521,,,445 g,,['El granero integral'],,,,,,['France'],[],[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,"5,3",,"0,9",,43,,"1,8",,"7,9",,"1,7",,"0,68",,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'ES-ECO-001-AN']",,,,,,,
1525,Sushi Ginger - Blue Dragon,5010338302900,,,,,['Blue Dragon'],,,,,,['France'],[],[],,,,,,,,,,?,,16,,67 kj(16 kcal),,"0,2",,"0,1",,"3,7",,"0,9",,"0,1",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,
1526,Yutty filled ropes,8697436556885,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,391,,1636 kj(391 kcal),,"2,5",,"1,3",,"86,7",,"56,5",,"2,7",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,
1527,Pané au Saint Marcellin - Grand Fermage,3523230051316,,,,,['Grand Fermage'],,,,"['FR 26.108.001 CE', 'Crest (Drôme, France)']",,['France'],[],[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,24,,13,,"8,8",,"0,5",,13,,"1,1",,"0,44",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1528,Mini pizzas fromages x9 270g surg - Turini - 270g,3564706577916,,,270 g,,"['Turini', 'Marque Repère']",,,,,['Leclerc'],['France'],"['Farine de blé ', ' eau ', ' mozzarella 15 % ', 'lait', 'protéines de lait', 'sel', 'acidifiant : acide citrique', 'conservateur : E202', 'fécule de pomme de terre', 'ferments lactiques', 'présure', ' ', ' emmental 15 % ', 'lait', 'sel', 'ferments lactiques', 'présure', 'fécule de pomme de terre', 'colorant : caroténoïdes', ' ', ' crème légère ', 'crème', 'stabilisants : chlorure de potassium ', ' carraghénanes', ' ', ' crème fraîche ', 'crème', 'lait', 'amidon modifié de maïs', 'stabilisants : E471 ', ' gomme guar ', ' E406', 'conservateur : E202', 'ferments lactiques', ' ', ' lait ', ' huile de tournesol ', ' fromage à pâte dure 0,8 % ', ' sel ', ' amidon modifié de maïs ', ' levure ', ' sucre ', ' dextrose ', ' émulsifiant : lécithines ', 'soja', ' ', ' acidifiant : acide citrique ', ' poivre ', ' muscade ', ' persil', ' Traces de poissons']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,1103,,263,,1103 kj(263 kcal),,12,,"6,5",,28,,3,,10,,"1,1",,"0,44",,,,,,,,,,,,,"['Nutriscore', 'Nutriscore D']",,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E412 - Gomme de guar', 'E406 - Agar-agar', 'E322i - Lécithine']",,"['Gluten', 'Lait', 'Soja']",,,
1529,Quinoette,,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,269,,1125 kj(269 kcal),,"5,2",,"0,7",,"41,7",,"0,6",,"9,9",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,
1530,Cocktail de fruits de mer - CRUSTY,3254612609305,,,,,['CRUSTY'],,,,,,['France'],[],[],,,,,,,,,,?,,68,,285 kj(68 kcal),,"1,7",,"0,5",,"1,7",,"1,5",,"11,6",,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,
1531,Mélange Mexicain,2600692023226,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,533,,2230 kj(533 kcal),,34,,"5,5",,37,,"4,22",,17,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,
1532,Sauce déshydratée béchamel - U - 60g,3256227447914,B,,60 g,['Sachet'],['U'],"['Epicerie', 'Sauces', 'Sauces béchamel']",,,,['Magasins U'],['France'],"['Farine de blé', 'maltodextrine', 'LACTOSE', 'LACTOSÉRUM', 'amidon modifié de maïs', 'CRÈME 7%', 'sel', 'épices', 'arôme naturel de noix de muscade', 'arôme naturel de poivre avec autres arômes naturels', ' Traces eventuelles de: céleri', 'soja', 'oeuf', 'poisson et crustacés']","['Non végétalien', 'Non végétarien']",4,4.7 g,en quantité modérée,3 g,en quantité modérée,17 g,en quantité élevée,7.3 g,en quantité élevée,1542,+158%,365,+102%,1542 kj(365 kcal),+107%,"4,7",-40%,3,-30%,72,+309%,17,+229%,"7,3",+98%,"7,3",+329%,"2,92",+329%,17,+126%,D,+126%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,['E14XX - Amidons modifiés'],,"['Gluten', 'Lait', 'RUM']",,,
1533,Delice chocolat,,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,27,,16,,33,,26,,"4,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,
1534,Harina de avena ecológica - Haricaman,8437014376135,,,,,['Haricaman'],,,,,,['France'],[],[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,5,,1,,"66,2",,"0,8",,8,,"0,1",,"0,04",,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-002-CM']",,,,,,,
1535,Sal Ecologica D'oro Flor Escamas 125GR. Salinas,8437013549035,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1536,Aroma pessego - Mimosa,5603722514920,,,,,['Mimosa'],,,,,,['France'],[],[],,,,,,,,,,?,,52,,218 kj(52 kcal),,"0,2",,"0,2",,9,,9,,"3,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,
1537,Choco parisettes,5400265034416,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,508,,2125 kj(508 kcal),,25,,14,,59,,33,,"6,6",,"0,7",,"0,28",,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,
1538,Saucisson sec artisanal,1234500003332,,,,,,,,,"['FR 10.064.001 CE', 'Brienne-le-Château (Aube, France)']",,['France'],[],[],,,,,,,,,,?,,366,,1531 kj(366 kcal),,"27,3",,"10,9",,"1,3",,"1,3",,"28,7",,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,,
1539,Carpaccio De Truffe D?été - 80g,3392070010384,,,80 g,,,,,,,,['France'],[],[],,,,,,,,,,?,,484,,2025 kj(484 kcal),,"44,4",,"7,8",,"6,5",,"0,2",,"10,8",,"0,5",,"0,2",,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,
1540,Cookies milk chocolate - Meine kuchen welt,4017040416094,,,,,['Meine kuchen welt'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,
1541,Garbanzo pedrosillano ecológico - Ecoraul,8410687202406,,,,,['Ecoraul'],,,,,,['France'],[],[],,,,,,,,,,?,,341,,1427 kj(341 kcal),,"5,5",,"0,4",,"44,3",,"2,8",,"20,8",,0,,0,,,,,,,,,,,,,['Bio'],,,,,,,
1542,Shoyu - Racines Bio - 1L,3700019521387,B,,1 L,['Bouteille en plastique'],['Racines Bio'],"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,,,,['France'],"[""Sauce soja'"", 'eau', 'graines de soja* 30%', 'sel', 'blé“', 'alo"",a', ' alcool*', 'vinaigre*', ""correcteur d'acidité: E270"", ' Alcool 5% vol', ' ""Produits issus de l\'agriculture biologique', ' Ibleur']",[],3,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,11.9 g,en quantité élevée,?,,66,-40%,276 kj(66 kcal),-40%,0,-100%,0,-100%,6,-66%,0,-100%,10,+56%,"11,9",-1%,"4,76",-1%,5,-55%,C,-55%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,"['Bio', 'Point Vert']",,['E270 - Acide lactique'],,"['Gluten', 'Soja']",,,
1543,Liégeois 4 x chocolat 4 x café,26064444,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,126,,527 kj(126 kcal),,"4,8",,"3,2",,18,,16,,"2,4",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,
1544,4 mini beignets - Nutella,3760008851956,,,,['Barquette en plastique'],['Nutella'],"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,,,,['France'],[],[],,24 g,en quantité élevée,10 g,en quantité élevée,19 g,en quantité élevée,0.72 g,en quantité modérée,?,,428,+21%,1791 kj(428 kcal),+20%,24,+52%,10,+188%,45,-0%,19,+17%,"6,8",+7%,"0,72",-2%,"0,288",-2%,21,+75%,E,+75%,,,,,,,,,,,,,,,
1545,Sal baja sodio - El Corte Ingles,8433329071871,,,,,['El Corte Ingles'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
1546,Coeur de pom' 100% Ariane,3760195902417,,,,,['Coeur De Pom'],,,,,,['France'],[],[],,,,,,,,,,?,,45,,188 kj(45 kcal),,"0,5",,"0,1",,11,,10,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,
1547,Palmero Chocolate,8424560013157,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,577,,2414 kj(577 kcal),,32,,19,,68,,27,,5,,0,,0,,,,,,,,,,,,,,,,,,,,
1548,Boisson infusée hibiscus à la pomme saveur de Framboise,3770007920041,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,38,,159 kj(38 kcal),,0,,0,,"9,4",,"8,4",,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1549,Banderillas picantes frasco - El Corte Inglés - 10g,8433329085038,,,10 g,,['El Corte Inglés'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Légumes au vinaigre', 'Légumes au vinaigre', 'Banderillas']",,,,,['France'],[],[],,1 g,en faible quantité,0.5 g,en faible quantité,1 g,en faible quantité,3.2 g,en quantité élevée,?,,30,-73%,126 kj(30 kcal),-74%,1,-89%,"0,5",-59%,"2,8",-42%,1,-53%,"1,1",-29%,"3,2",+31%,"1,28",+31%,5,+38%,C,+38%,,,,,,,,,,,,,,,
1550,P'tit encas - Lou Prunel,3543267100023,,,,,['Lou Prunel'],,,,,['Biocoop Caluire'],['France'],[],[],,,,,,,,,,?,,477,,1996 kj(477 kcal),,26,,11,,41,,35,,6,,"0,04",,"0,016",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,
1551,Yaourt sur lit de fruits,3760160630154,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,90,,377 kj(90 kcal),,"2,7",,"1,6",,"12,8",,"12,4",,"3,5",,"0,075",,"0,03",,,,,,,,,,,,,,,,,,,,
1552,Feuilletés au carré - Croustipate,09805491,,,,,['Croustipate'],,,,,,['France'],[],[],,,,,,,,,,?,,403,,1686 kj(403 kcal),,24,,11,,37,,"0,8",,"5,8",,"0,98",,"0,392",,,,,,,,,,,,,,,,,,,,
1553,Velouté de pois cassé - Ferme de la Plantaire Noire - 1l,3770007785183,B,,1 l,,['Ferme de la Plantaire Noire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Plats préparés en conserve', 'Soupes en conserve', 'Soupes de légumes en conserve']",,,,['Biocoop'],['France'],"['Courgette', 'Pois cassé', 'Carotte', 'Oignon', 'Eau', 'Herbes de Provence']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.3 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0 g,en faible quantité,?,,42,+27%,176 kj(42 kcal),+30%,"0,3",-70%,0,-100%,"6,2",+43%,"1,2",-18%,"2,7",+217%,0,-100%,0,-100%,-1,-186%,A,-186%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']","['Ferme de la plantaire noire', '50150 Beauficel']",,,,,,
1554,Sel de mer aux brisures de truffe,3760194213491,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
1555,Lomo de Cebo Ibérico,8421906651158,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,298,,1247 kj(298 kcal),,17,,"6,5",,"0,3",,"0,3",,36,,4,,"1,6",,,,,,,,,,,,,,,,,,,,
1556,Beurre aux truffes - 45g,3543830000026,,,45 g,,,,,,"['EMB 46042A', 'Cahors (Lot, France)']",,['France'],[],[],,,,,,,,,,?,,700,,2929 kj(700 kcal),,"74,11",,"46,8",,"7,72",,"0,1",,"0,71",,3,,"1,2",,,,,,,,,,,,,,,,,,,,
1557,Excellence Framboise - Noir - Lindt,0743434011289,,,,,['Lindt'],,,,,,['France'],[],[],,,,,,,,,,?,,533.33333333333,,2231 kj(533 kcal),,30,,"16,667",,60,,50,,"6,667",,0,,0,,,,,,,,,,,,,,,,,,,,
1558,Lipton Exclusive Selection Thé vert Mandarine Orange 25 sachets pyramides - 45g,8717163858981,A,Thé vert aromatisé mandarine orange,45 g,"['Wrapper', 'Film']",['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,"['France', 'Espagne']","['Thé vert ', '79%', 'arôme', 'écorces de mandarine ', '2,9%', ""écorces d'orange "", '2,9%', ' *Vérifié Rainforest Alliance™']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['en:Ethical Tea Partnership', 'PEFC', 'Rainforest Alliance', 'Triman']",,,,['Anhydride sulfureux et sulfites'],,,
1559,Carciofi tagliati,8051763002062,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,36,,151 kj(36 kcal),,"1,8",,"0,3",,"1,4",,"0,1",,"1,9",,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,
1560,Pêche Océan,3564706549975,,,,,"['Pêche Océan', 'Marque Repère']",,,,,['Leclerc'],['France'],[],[],,,,,,,,,,?,,203,,849 kj(203 kcal),,11,,"1,3",,0,,0,,26,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,
1561,Riste d'aubergines - Méditéa,3760177140967,,,,,['Méditéa'],,,,,,['France'],[],[],,,,,,,,,,?,,76,,318 kj(76 kcal),,5,,"0,9",,"4,9",,"2,9",,1,,"1,2",,"0,48",,,,,,,,,,,,,['Bio'],,,,,,,
1562,Sardines à l'huile - Bon Appetit,5601159206852,,,,,['Bon Appetit'],,,,,,['France'],[],[],,,,,,,,,,?,,163,,682 kj(163 kcal),,"8,1",,"1,9",,0,,0,,22,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,
1563,Tarte aux fromages - Beillevaire - 125g,3483130005430,C,,125g,,['Beillevaire'],"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Tartes au fromage']",,,,,['France'],"['Fromage ', 'lait', 'oeufs', 'farine de blé ', 'gluten', 'crème ', 'lait', 'beurre ', 'lait', 'eau', 'sel', ' ', 'selon parfum : noix', 'tomates séchées sulfites', 'ciboulette ou persil']",['Non végétalien'],4,24 g,en quantité élevée,14 g,en quantité élevée,0.9 g,en faible quantité,0.6 g,en quantité modérée,?,,323,+26%,1351 kj(323 kcal),+25%,24,+58%,14,+67%,"9,4",-53%,"0,9",-62%,17,+94%,"0,6",-35%,"0,24",-35%,16,+23%,D,+23%,70.7%,13.4%,3.3%,3.6%,1.9%,7.2%,56,,,,,"['Œufs', 'Gluten', 'Lait']",,,
1564,Eau aromatisée ananas citron vert saveur coco - U - 1l,3256227751868,,,1 l,['Pet'],['U'],"['Boissons', 'Eaux', 'Eaux aromatisées']",,,,['Magasins U'],['France'],"['Eau de source ', 'France', ' 91', '9%', 'jus de fruits à base de concentrés 5% ', 'ananas 2', '5%', 'citron vert 2', '5%', 'sucre', ""arôme naturel d'ananas"", 'arôme naturel de citron vert', 'arômes naturels', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', 'colorant : béta carotène', 'vitamine B6']","[""Pourrait contenir de l'huile de palme""]",4,0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,0.01 g,en faible quantité,?,,20,+122%,84 kj(20 kcal),+127%,"0,5",+414%,"0,1",+1047%,"4,5",+111%,"4,5",+127%,"0,5",+339%,"0,01",-22%,"0,004",-22%,6,+77%,D,+77%,,,,,,,,"['Sans arômes artificiels', 'Transformé en France', 'Recyclé plastique']",,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",,,,,
1565,Miel de myrtilles,5772739449294,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,310,,1297 kj(310 kcal),,0,,0,,"73,8",,"73,2",,"0,9",,0,,0,,,,,,,,,,,,,,,,,,,,
1566,"Crema Di Maroni Maronen Aufstrich, Marone - Primia - 360g",8030582008219,,,360 g,,['Primia'],,,,,,['France'],[],[],,,,,,,,,,?,,232,,971 kj(232 kcal),,"0,6",,"0,1",,54,,49,,1,,"0,05",,"0,02",,,,,,,,,,,,,['en:gluten-free'],,,,,,,
1567,Aiguillettes de poulet fermier biologique - Nature de France - 115g,2268496023295,C,,115g,,['Nature de France'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01']",,,,,,,
1568,Hakiki,4260287446120,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,240,,1004 kj(240 kcal),,"20,1",,"14,4",,"1,2",,"1,2",,"13,5",,"2,5",,1,,,,,,,,,,,,,,,,,,,,
1569,Turrón imperial sin azucares añadidos -,24086387,E,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,,,,['France'],[],[],,33.6 g,en quantité élevée,2.9 g,en quantité modérée,3 g,en faible quantité,0.03 g,en faible quantité,?,,514,-2%,2151 kj(514 kcal),-2%,"33,6",+7%,"2,9",-45%,"41,7",-8%,3,-92%,"18,2",+52%,"0,03",-53%,"0,012",-53%,3,-82%,C,-82%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
1570,PETITCORSE - Pierucci Sas - 350g,3760025686951,,,350g,['film plastique'],['Pierucci Sas'],['Plastique'],,,['FR2B346003'],['Auchan'],['France'],"['Lait de brebis entier pasteurisé origine France', 'sel', 'présure', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,1681,,405,,1681 kj(405 kcal),+90%,34,+212%,24,+449%,"1,5",-88%,"0,5",-82%,24,+168%,"1,8",+206%,"0,72",+206%,22,+321%,E,+321%,,,,,,,,['Filière responsable'],"['Torra Vescovato', '20215']",,"['France', 'Corse']",,http://www.pierucci.fr,,
1571,Bonbons Miel et Propolis,3760245181021,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,382,,1598 kj(382 kcal),,"0,5",,"0,01",,"95,4",,"86,4",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1572,Pepsi Twist,4060800127532,,,,,"['Pepsi', 'Pepsi-Cola']",,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,
1573,Aceituna verde verdial partida gazpacha - Jolca,8410667021003,B,,,,['Jolca'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives cassées', 'Olives vertes', 'Olives vertes cassées', 'Olives marinées', 'Olives vertes concassées marinées', 'en:Gazpacha marinated green olives']",,,,,['France'],[],[],,20 g,en quantité modérée,3.7 g,en quantité modérée,0 g,en faible quantité,2.6 g,en quantité élevée,?,,191,,799 kj(191 kcal),0%,20,+6%,"3,7",+26%,"0,56",+29%,0,-100%,"0,81",-31%,"2,6",-26%,"1,04",-26%,15,+22%,D,+22%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,
1574,So soja KEFIR - Sojade - 250g,3273227082921,,,250 g,,['Sojade'],,,,,,['France'],[],[],,,,,,,,,,?,,35,,146 kj(35 kcal),,"1,5",,"0,2",,"2,5",,"2,2",,"2,7",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,
1575,Sauce tomate basilic - Casino Bio,3222477354883,,,,,"['Casino Bio', 'Casino']",,,,,['Casino'],['France'],[],[],,,,,,,,,,?,,68,,285 kj(68 kcal),,"3,4",,"0,5",,"6,3",,6,,"1,5",,"0,9",,"0,36",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,
1576,Comté AOP Jean Perrin -,2230080003143,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,['France'],[],[],,34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,?,,418,-0%,1749 kj(418 kcal),-0%,"34,6",-0%,"22,5",-1%,0,-100%,0,-100%,"26,4",-2%,"0,9",+7%,"0,36",+7%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,
1577,Andouille de fouesnant tranchée,3447110516910,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,231,,967 kj(231 kcal),,18,,11,,"0,5",,"0,5",,17,,"3,1",,"1,24",,,,,,,,,,,,,,,,,,,,
1578,Saumon fumé - Monoprix - 140g,3350033674790,C,,140 g,"['film plastique', 'à jeter', 'plaque carton', 'à recycler', 'Film plastique']",['Monoprix'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,,"['EMB 29340', 'FR 29.232.500 CE', 'Quimper (Finistère, France)']",['Monoprix'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' 97% - sel 3% ']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,13 g,en quantité modérée,1.9 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,?,,205,+7%,858 kj(205 kcal),+8%,13,+17%,"1,9",-12%,0,-100%,0,-100%,22,-0%,3,+4%,"1,2",+4%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,"['Aquaculture responsable', 'Aquaculture responsable ASC']",,,['Norvège'],,,,
1579,Semillas de amapola,8410770190009,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,476,,1992 kj(476 kcal),,"39,6",,"9,5",,"10,6",,"1,7",,"19,4",,"0,1",,"0,04",,,,,,,,,,,,,['en:gluten-free'],,,,,,,
1580,Medixan pastilles pour la gorge,8719324862103,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,
1581,Confettura extra di albicocche della campania - Terre d'Italia,8012666503933,B,,,,"[""Terre d'Italia""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,44 g,en quantité élevée,0 g,en faible quantité,?,,182,-17%,761 kj(182 kcal),-17%,0,-100%,0,-100%,44,-17%,44,-13%,"0,6",+20%,0,-100%,0,-100%,10,+11%,C,+11%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['en:gluten-free'],,,,,,,
1582,Sable beurre citron,3770006856488,,,,,,,,,,,['France'],[],[],,,,,,,,,,?,,483,,2021 kj(483 kcal),,21,,12,,62,,22,,10,,"0,99",,"0,396",,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,
1583,Sardines aux oignons de Sisco - Regina di Mare - 115g,3251870003333,B,,115g,['boîte'],['Regina di Mare'],"['Produits de la mer', 'Poissons', 'Sardines']",,,,,['France'],[],[],,10 g,en quantité modérée,2.6 g,en quantité modérée,0.8 g,en faible quantité,0.68 g,en quantité modérée,?,,186,-19%,778 kj(186 kcal),-19%,10,-37%,"2,6",-27%,2,+251%,"0,8",+168%,21,+1%,"0,68",-26%,"0,272",-26%,2,-61%,B,-61%,56.5%,0.0%,7.4%,31.3%,3.7%,1.0%,85,['Point Vert'],,,,,,,
