,name,bar_code,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,traceability_code,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,nova_score,quantity,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,generic_name,manufacturing,link,palm_ingredients,origin_detail,producer_info
1504,0% Fat Vanilla Yogurt - Yeo Valley - 450g,5036589200918,['pp-pot'],['Yeo Valley'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts allégés en matière grasse']","['Végétarien', 'en:gluten-free']",,['France'],"['organic fat free yogurt ', 'milk', 'organic sugar ', '7%', 'organic vanilla extract', 'organic maize starch', 'organic vanilla powder', 'organic concentrated lemon juice', 'allergy advice: for allergens', 'see ingredients in bold', 'may also contain nuts', 'gluten free', 'suitable for vegetarians', 'contains the following live cultures: bifidobacterium', 'lactobacillus bulgaricus', 'streptococcus thermophilus', 'lactobacillus acidophilus,']","['Non végétalien', 'Végétarien']",?,,81,+31%,0,-100%,"14,1",+80%,"5,8",+26%,,['Lait'],339 kj(81 kcal),0,14,"0,17","0,068",,3,450 g,,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.17 g,en faible quantité,+40%,-100%,+94%,+16%,+16%,1,,B,,,,,,,,,,,,,,,
1505,Greek style Honey - Yeo Valley - 400g,5036589203896,,['Yeo Valley'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache', 'Yaourts à la grecque', 'Yaourts au miel']","['Végétarien', 'Sans gluten']",,"['France', 'Royaume-Uni']","['Organic Greek style yogurt ', 'MILK', 'organic honey ', '6%', 'organic Sugar ', '4', '5%', 'organic tapioca starch', 'organic concentrated lemon juice', ' ALlergy Advice: For allergens', 'see ingredients in BOLD', ' May also contain nuts', ' Suitable for vegetarians', ' Gluten free']","['Non végétalien', 'Végétarien']",?,,141,+16%,"7,8",+47%,"13,7",-7%,"4,1",+4%,,['Lait'],590 kj(141 kcal),"4,8","13,7","0,13","0,052",,3,400 g,,7.8 g,en quantité modérée,4.8 g,en quantité modérée,13.7 g,en quantité élevée,0.13 g,en faible quantité,+15%,+47%,-4%,+31%,+31%,6,+39%,C,+39%,,,,,,,,,,,,,,
1506,Greek Style yogurt - Yeo Valley - 150g,5036589205425,,['Yeo Valley'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de vache', 'Yaourts à la grecque']",['Sans sucre ajouté'],,['France'],"['No added sugar', "" This yogurt contains only milk's naturally occurring Sugar "", 'lactose', ' Contains: MILK Suitable for vegetarians CONTAINS THE FOLLOWING LIVE CULTURES Bifidobacterium', 'Lactobacillus bulgaricus', 'Streptococcus thermophilus']",['Non végétalien'],?,,129,+36%,"9,7",+181%,"5,3",-53%,5,+38%,,['Lait'],540 kj(129 kcal),"6,3","5,3","0,14","0,056",,4,150 g,B,9.7 g,en quantité modérée,6.3 g,en quantité élevée,5.3 g,en quantité modérée,0.14 g,en faible quantité,+37%,+189%,-49%,+22%,+22%,5,+97%,C,+97%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,
1507,Inno Orange Blood Orange Acerola Cherry Super Juice 750 - Innocent,5038862134279,,['Innocent'],,,,['France'],[],[],?,,40,,0,,"9,5",,"0,6",,,,167 kj(40 kcal),0,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Innocent Energise Super Smoothie - 360ml,5038862230926,['Plastic'],['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons sans alcool', 'Smoothies']",,['Centra'],"['France', 'Irlande']",[],[],252,+6%,60,+5%,"0,9",+154%,12,-1%,"0,6",-5%,,,252 kj(60 kcal),"0,13",10,0,0,,,360ml,C,0.9 g,en faible quantité,0.13 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,+6%,+7%,-7%,-100%,-100%,16,+54%,E,+54%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,,
1509,Innocent Super Smoothie Antioxidant - 360ml,5038862238977,"['Bouteille', 'Plastique']",['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies']","['en:FSC', 'FSC Mix']",['W H Smith'],"['France', 'Royaume-Uni']","['1½ pressed apples', '½ a mashed banana', '½ a crushed kiwi ', '12%', '7 white grapes', '¼ of a crushed mango', 'some squeezed cucumber', 'some milled flax seeds ', '0', '6%', 'a dash of lime juice ', '0', '2%', 'a dash of spinach and nettle extract', 'some milled wheatgrass ', '0', '02%', ' and some vitamins & minerals ', 'Vitamin E C and selenium']",[],238,+0%,59,+4%,"0,4",+13%,12,-1%,"1,2",+91%,,,238 kj(59 kcal),"0,2",12,0,0,,,360 ml,C,0.4 g,en faible quantité,0.2 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,+0%,+64%,+12%,-100%,-100%,16,+54%,E,+54%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,https://www.innocent.fr/nos-boissons/nos-boissons/nos-super-smoothies/antioxydant,,,
1510,Kiwi wonder - Innocent,5038862318204,,['Innocent'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Smoothies']",,['Delhaize'],"['Belgique', 'France']",[],[],?,,50,-12%,0,-100%,11,-9%,"0,3",-52%,,,209 kj(50 kcal),0,10,0,0,,,,C,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,-12%,-100%,-7%,-100%,-100%,3,-71%,C,-71%,33.4%,29.2%,13.3%,14.0%,7.9%,2.2%,60,,,,,,,
1511,Innocent Sm. mangue Pass. - 250ml,5038862345101,,['Innocent'],,,['Delhaize'],"['Belgique', 'France']",[],[],226,,54,,"0,1",,12,,"0,4",,,,226 kj(54 kcal),"0,1",11,0,0,,,250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,"Fisherman's Friend, Anis - 25g",50357406,['Sachet'],"[""Fisherman's Friend""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons dragéifiés']",,,['France'],"['Sucre', 'arome : menthol', 'anisol', ' dextrine']",[],?,,387,-9%,"0,02",-100%,"96,14",+26%,"0,31",-90%,,,1619 kj(387 kcal),"0,02","89,86","0,004","0,002",['E1400 - Dextrines'],4,25g,,0.02 g,en faible quantité,0.02 g,en faible quantité,89.9 g,en quantité élevée,0.004 g,en faible quantité,-7%,-100%,+58%,-96%,-96%,14,-27%,D,-27%,,,,,,,,,,,,,,
1513,Teisseire max goût citron et citron vert - 66ml,50414369,['Flacon'],['Teisseire'],"['Boissons', 'Sirops', 'Boissons édulcorées', 'Sirops aromatisés', 'Sirops de citron', 'Sirops de citron vert']",['Sans sucre ajouté'],['Delhaize'],"['Belgique', 'France']","['Jus de fruit à base de concentré 50% ', 'citron 29%', 'citron vert 21%', ""\rAcidifiant acide malique\rCorrecteur d'acidité: citrate de potassium\rEau\rArômes\rÉdulcorants: sucralose\rAcésulfame-K: stabilisant E445\rConservateur: sorbate de potassium""]",[],?,,?,,?,,?,,?,,,,?,?,?,?,?,"['E955 - Sucralose', 'E445 - Esters glycériques de résine de bois', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,66ml,B,,,,,,,,,,,,,,1,,B,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,Concentré sirop citron et citron vert,,,,,
1514,Rice Krispies - Kellogg's - 375g e,5050083279805,"['Carton', 'boîte', 'Plastic', 'Green dot']","[""Kellogg's"", 'Kellogg Company of Great Britain', ""Kellog's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Grains soufflées', 'Céréales soufflées', 'Riz soufflé']","['Kascher', 'Beth Din de Manchester']",,"['France', 'Suède', 'Suisse']","['Riz', 'Sucre', 'Sel', ""Arôme de malt d'orge""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1626,-1%,383,+0%,1,-58%,87,+6%,6,-8%,,['Gluten'],1626 kj(383 kcal),"0,2",10,"1,13","0,452",,4,375 g e,C,1 g,en faible quantité,0.2 g,en faible quantité,10 g,en quantité modérée,1.13 g,en quantité modérée,+1%,-80%,-54%,+152%,+152%,10,+51%,C,+51%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1515,Special K aux 3 céréales complètes avec une touche de miel - Kellogg's - 375g,5050083491412,"['Carton', 'Sachet plastique']","[""Kellogg's"", 'Spécial K']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au miel']",['Végétarien'],"['Intermarché', 'Auchan']",['France'],"['Blé complet ', '29%', 'riz ', '28%', 'avoine ', '19%', 'sucre', 'orge', ""farine d'orge maltée"", 'miel ', '2%', 'riz brun soufflé', ""arôme de malt d'orge"", 'sel']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1613,-3%,381,-4%,3,-36%,77,-1%,9,+22%,,"['Gluten', 'Avoine']",1613 kj(381 kcal),"0,5",18,"0,63","0,252",,4,375 g,C,3 g,en quantité modérée,0.5 g,en faible quantité,18 g,en quantité élevée,0.63 g,en quantité modérée,-3%,-52%,-28%,+35%,+35%,-1,-113%,A,-113%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"Pétales de riz, blé complet et orge au miel avec de l'avoine et du riz brun",,,,,
1516,Biscuits Moments - Myrtilles - Kellogg's - 5 * 25g,5050083714504,['Carton'],"[""Kellogg's"", 'Special K']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",,,['France'],"['Farine de blé', 'fourrage à la myrtille ', '33 %', ' ', 'fructose', 'humectant ', 'glycérol', 'dextrose', 'sucre', 'purée de myrtille concentrée ', '2 %', 'sirop de glucose', 'huile végétale', 'gélifiant ', 'pectine', 'acide citrique', 'émulsifiants ', 'lécithine de soja', 'E471', 'concentrés de fruit et légume ', 'hibiscus', 'carotte', 'arôme', ""correcteur d'acidité "", 'citrate trisodique', 'acide malique', 'affermissant ', 'citrate tricalcique', 'sucre', 'huile végétale', 'maltodextrine', 'poudre de lait écrémé', 'amidon modifié', 'sirop de sucre inverti', 'émulsifiants ', 'lécithine de soja', 'E472e', 'poudre de petit-lait', 'poudres à lever ', 'E500', 'E450', 'E341', 'sel', 'sirop de glucose', 'carbonate de calcium', 'lactose ', 'du lait', 'arôme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1663,-16%,?,,9,-53%,73,+9%,"4,5",-23%,,"['Gluten', 'Lait', 'Soja']",1663 kj(397 kcal),"3,5",31,"0,77","0,308","['E422 - Glycérol', 'E440 - Pectines', 'E330 - Acide citrique', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331iii - Citrate trisodique', 'E296 - Acide malique', 'E333iii - Citrate tricalcique', 'E14XX - Amidons modifiés', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",4,5 * 25 g,C,9 g,en quantité modérée,3.5 g,en quantité modérée,31 g,en quantité élevée,0.77 g,en quantité modérée,-16%,-59%,-6%,+39%,+39%,15,-24%,D,-24%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,Biscuits aux fruits fourrés à la myrtille avec une vague vanillée sur le dessus,,,,,
1517,Nutri-Grain Croustillant Chocolat - Kellogg's - 6 * 40g (240g),5050083779367,"['Carton', 'Plastique']","[""Kellogg's""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,['France'],"['Avoine complète ', '46%', 'sucre', 'pépite de chocolat ', '10%', 'sucre', 'pâte de cacao', 'émulsifiant {lécithine de soja}', 'huile de tournesol', 'riz croustillant ', 'farine de riz', 'sucre', ""farine de malt d'orge"", ""extrait de malt d'orge"", 'sel', 'huile de colza', 'émulsifiants {monostéarate de glycérol', 'lécithine de soja}', 'carbonate de calcium', ',amidon modifié', 'sirop de glucose', 'poudres à lever ', 'E503', 'E500', 'sel', 'mélasse', 'émulsifiant ', 'lécithine de soja', 'arôme', 'poudre de lait écrémé', 'vitamines ', 'B3/PP,B6,B2,B1,B9,B12', 'fer']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,,449,-5%,15,-28%,70,+9%,6,-8%,,"['Gluten', 'Soja']",1879 kj(449 kcal),"3,5",20,"0,54","0,216","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E14XX - Amidons modifiés', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",4,6 * 40 g (240 g),C,15 g,en quantité modérée,3.5 g,en quantité modérée,20 g,en quantité élevée,0.54 g,en quantité modérée,-6%,-65%,-32%,-8%,-8%,10,-49%,C,-49%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,Croustillant de céréales chocolat,,,,,
1518,Coco Pops Rocks Cereal,5050083915123,,['Coco Pops'],,,,['France'],[],[],?,,408,,"7,1",,76,,"6,5",,,,1707 kj(408 kcal),"2,4",27,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Semi Skimmed Milk 1.136 Ltr.,5050179761979,['hdpe-bottle'],,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,,['France'],[],[],?,,50,+6%,2,+27%,5,+4%,4,+23%,,,209 kj(50 kcal),1,5,0,0,,,,C,2 g,en faible quantité,1 g,en faible quantité,5 g,en quantité modérée,0 g,en faible quantité,+7%,-1%,+4%,-100%,-100%,-1,,A,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
1520,Bol Creamy Thai Green Curry - Ryvita - 200g,5050974504559,"['card-box', 'mixed plastic-wrapper']","['Ryvita', 'Bol']",,,,['France'],[],[],?,,403,,"10,6",,"56,9",,14,,,,1686 kj(403 kcal),"1,1","4,6","1,03","0,412",,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Maple Syrup - Tesco - 330g,5051140011567,['glass-bottle'],['Tesco'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,"['France', 'Royaume-Uni']",['maple syrup'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,254,-7%,"0,1",+67%,63,-8%,0,-100%,,,1063 kj(254 kcal),"0,09","61,5","0,1","0,04",,2,330g,,0.1 g,en faible quantité,0.09 g,en faible quantité,61.5 g,en quantité élevée,0.1 g,en faible quantité,-7%,+186%,+1%,-35%,-35%,13,-2%,D,-2%,,,,,,,,,,,,,,
1522,Tesco Fig Roll Biscuits 200G - 200g,5051140020507,,['Tesco'],,,,"['France', 'Royaume-Uni']",[],[],?,,377,,10,,"66,3",,"4,2",,,,1577 kj(377 kcal),"4,7","38,9","0,3","0,12",,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Tesco Milk Chocolate Butter Biscuits 125G,5051277445495,,['Tesco'],,,,"['France', 'Royaume-Uni']",[],[],?,,508,,"25,4",,61,,"7,8",,,,2125 kj(508 kcal),"15,5","33,7","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Organic Unsalted Butter - Tesco - 250g,5051277885833,['Foil'],['Tesco'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres salés']","['Bio', 'Bio européen', 'Agriculture UE', 'AB Agriculture Biologique']",['Tesco'],"['France', 'Royaume-Uni']","['Organic Butter ', 'Milk', 'Salt ', '1,5%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,745,+2%,"82,2",+2%,"0,6",-4%,"0,6",-9%,,['Lait'],3117 kj(745 kcal),"52,1","0,6","0,1","0,04",,2,250g,D,82.2 g,en quantité élevée,52.1 g,en quantité élevée,0.6 g,en faible quantité,0.1 g,en faible quantité,+3%,-3%,+5%,-95%,-95%,18,-29%,D,-29%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,
1525,Marshmallows wafers - Weight watchers  - 6,5051882025884,,['Weight watchers'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']",,,['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,6,B,,,,,,,,,,,,,,,,,,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,,,,,,,
1526,Good morning - Weight Watchers,5051882173141,,['Weight Watchers'],,,,['France'],"['Allergie-informatie', 'inclusief glutenbevattende granen: zie vetgedrukte ingredienten', ' Kan sporen bevatten van ei', 'noten', 'SOJa en sesam', ' Geschtkt voor vegetariers', ' • Ingredienser: Havretülneor ', ""CS' chiafrcn "", '9 tc ', 'mjolk', 'torkad skummjolk', 'socker', ' rotsocker', 'Itnfron', ' l', ' hali ssa t', ' arcm', ' For allergener', 'se ingredienser i fetstil', 'Kan innehàlla spar av agg', 'notter', 'soja och sesamfron', ' Lamplig for vegetarianer']",[],?,,370,,"7,2",,54,,16,,,,1548 kj(370 kcal),"1,1",11,"0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Tesco Mexican Chilli Bean Soup 600G,5052003557963,['pp-pot'],['Tesco'],,,,"['France', 'Royaume-Uni']",[],[],?,,42,,"0,1",,6,,"3,3",,,,176 kj(42 kcal),0,"2,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Pineapple Juice Not From Concentrate - Tesco - 1l,5052910758927,"['Bouteille', 'Plastique', 'pet-bottle', 'mixed plastic-sleeve', 'hdpe-cap']",['Tesco'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas"", 'Jus de fruits pur jus', ""Jus d'ananas pur jus""]",,,"['France', 'Royaume-Uni']",['Pineapple Juice'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,50,0%,"0,1",-51%,"11,5",-2%,"0,4",+16%,,,209 kj(50 kcal),"0,1","11,5",0,0,,1,1 l,D,0.1 g,en faible quantité,0.1 g,en faible quantité,11.5 g,en quantité élevée,0 g,en faible quantité,+1%,+223%,+1%,-100%,-100%,5,-4%,C,-4%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,
1529,Stem Ginger - Fortnum & Mason,5053826439283,,['Fortnum & Mason'],,,,['France'],[],[],?,,477,,"22,1",,"66,4",,"5,8",,,,1996 kj(477 kcal),"12,8","36,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Barres croustillantes Chocolat au lait - kellogg's - 10 * 20g (200g),5053827117210,['Carton'],"[""kellogg's""]","['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,,['France'],[],[],?,,388,-8%,"9,6",-39%,62,+3%,7,-6%,,,1623 kj(388 kcal),"5,1",25,"0,6","0,24",,,10 * 20 g (200 g),,9.6 g,en quantité modérée,5.1 g,en quantité élevée,25 g,en quantité élevée,0.6 g,en quantité modérée,-9%,-14%,-8%,+53%,+53%,11,-17%,D,-17%,,,,,,,,,,,,,,
1531,Kellogg's Special K Oats & Honey,5053827142427,,"[""Kellogg's""]",,,,['France'],[],[],?,,381,,3,,77,,9,,,,1594 kj(381 kcal),"0,5",18,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Nutri-mi - Kellogg's,5053827155038,,"[""Kellogg's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",,,"['France', 'Espagne']",[],[],?,,374,-6%,"3,4",-61%,71,+6%,10,+7%,,,1565 kj(374 kcal),"0,5",14,"0,8","0,32",,,,C,3.4 g,en quantité modérée,0.5 g,en faible quantité,14 g,en quantité élevée,0.8 g,en quantité modérée,-6%,-77%,-16%,+124%,+124%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1533,"5 Korn Müsli , Fruit - Kellogg's",5053827168984,,"[""Kellogg's""]",,,,['France'],"['Mélange de pétales de céréales complètes ', 'Avoine {33%}', 'Seigle{15%}', 'Orge{10%', 'Blé{10%}', 'Épeautre{2', '5%}', 'Fruits secs ', '25%', 'Raisins secs', 'Airelle [Airelle', 'sucre', 'Huile de tournesol]', 'Dattes', 'Abricot {Conservateur [Dioxyde de soufre]}', 'Graines de tournesol', '2%', 'Flocons davoine enrobés de miel ', 'Avoine', 'Miel', 'Lait écrémé en poudre']",['Non végétalien'],?,,369,,"5,1",,67,,"9,3",,,"['Fruits à coque', 'Avoine']",1544 kj(369 kcal),"0,8",18,"0,03","0,012","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Extra Cioccolato Al Latte - Kellogg’s,5053827169790,,['Kellogg’s'],,,,['France'],[],[],?,,493,,24,,60,,7,,,,2063 kj(493 kcal),12,28,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Baked Müsli Nut - Kellogg's,5053827176446,,"[""Kellogg's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",,,['France'],"[""'ide •p"", 'ulgrillées us$gendashepkynen', ""I ge€òstetenKokosstiicken croquantesK decpco'illés et des undRËnen"", ' raisinsseçs', ' Risteyniisii af spr$de sprode Ovnsbaktmüslimedspr0 mandler', 'spi:ostekte ristet cashèwn0tter', 'ristet kokosn$dog rosiner', ' kokosnétt og rosiner: Ugnsbakad mi', 'sli med frukt och nôtter / Paahdettu hedelmâ - ja Pâhkinâmysli / Gebackenes Müsli mit Früchten und Nüssen / Mq petales de céreales complètes avec des fruits secs et des noix / Ristetmüsli med frugt og nadder / Ovnsbakt musli med fruktç', ' OGREDIENSER: rig{19%}', ""' socker' torkad kokos"", 'nôtter', '5,5%', 'cashew', 'mandlar', 'solrosolja', 'melass', 'naturiig r—karbonat', 'emulgeringgndel', 'sojaleotin', 'skummjôlkspulver', ' Kan innehàlla : andra nôtter', ' @JESOSAT: ohra{19%', 'ruis{19%}', ""' sokeri"", 'kuivatut hedelmât ', '6,5%', 'rusina', 'kookos', 'pâhkinât', '5,5%', 'cashewpâhkinâ', 'mantelit', 'aurinp•üz j—arrni', 'natriumvetyerbonaatfi', 'emulgoinfiaine', 'soljalesitiini', 'rasvaton maitojauhe', ' Saattaa sisâitââ : muita pâhkinôitâ', ' ÉD@ZUTATEN: Gerste{19%', 'Roggen{19%', 'Zucker', 'getrocknete Früchte', '6,5%', 'Rosinen', 'Kokosnuss', 'Melasse', 'natùdbhesAmma Emulgator', 'Sojalecithine', 'Magermilchpulver', ' Kann enthalten : andere Nüsse', ' 9%REDlENTS: Pétales de céréales Orge{19%', 'Seigle{19%', 'Sucre', 'Fruits secs', '6,5%', 'Raisins secs', 'Noix de coco', 'Noix', '5,5%', 'Noix de cajou', 'Amand"" Arôme naturel', 'Carbonate acide de sodium', 'Émulsifiant', 'Lécithine de soja', 'Lait écrémé en poudre', ' Peut contenir : Autres fruits à coque']",['Non végétalien'],?,,420,+1%,12,-8%,63,+4%,10,+2%,,"['Fruits à coque', 'Soja']",1757 kj(420 kcal),"2,6",17,"0,05","0,02","['E500ii - Carbonate acide de sodium', 'E322i - Lécithine']",4,,B,12 g,en quantité modérée,2.6 g,en quantité modérée,17 g,en quantité élevée,0.05 g,en faible quantité,+1%,-22%,+1%,-71%,-71%,0,-100%,B,-100%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
1536,Tresor - Kellogg's - 240g,5053827180337,"['Carton', 'Plastique', 'boîte']","[""Kellogg's"", 'Trésor']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Céréales fourrées']",,,['France'],[],[],?,,448,+3%,16,+16%,66,-3%,"7,6",+1%,,,1874 kj(448 kcal),3,29,"0,93","0,372",,,240 g,C,16 g,en quantité modérée,3 g,en quantité modérée,29 g,en quantité élevée,0.93 g,en quantité modérée,+2%,-21%,+1%,+45%,+45%,17,+31%,D,+31%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,
1537,Céréales Disney Pixar Cars 3 Cereal - Kellogg's,5053827181525,,"[""Kellogg's"", 'Disney', 'Pixar']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Produits sous license']",,,['France'],"['Farines de céréales ', 'Riz ', '50 %', ' Avoine complète ', '25 %', 'Maïs ', '3%', ' Sucre', 'Inuline', 'Sel', 'Arôme', 'Colorant ', 'Rocou', 'Antioxydant ', ""Palmitate d'ascorbyle"", 'Alpha-tocophérol']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,,379,-1%,"2,5",-81%,77,+42%,8,+84%,,['Avoine'],1586 kj(379 kcal),"0,5",21,"0,38","0,152","['E160b - Rocou', ""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol']",4,,C,2.5 g,en faible quantité,0.5 g,en faible quantité,21 g,en quantité élevée,0.38 g,en quantité modérée,+1%,-93%,-41%,+65%,+65%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,"[""E304 - Palmitate d'ascorbyle""]",,
