,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,traceability_code,additives,allergens,nova_score,markets,manufacturing,ingredients_origins,link,palm_ingredients,origin_detail
1622,Chupa Chups XXL Trio 60,4601798061240,['France'],[],[],?,370,1548 kj(370 kcal),0,0,91,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Sucre vanille,6044000146300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Vinaigre balsamique au jus de truffe,3760194213415,['France'],[],[],?,187,782 kj(187 kcal),"0,02",0,40,39,"1,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Filets D’anchois,3664335002619,['France'],[],[],?,305,1276 kj(305 kcal),25,"3,7","0,5",0,20,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Cantuccini biscotti,8002873019570,['France'],[],[],?,110,460 kj(110 kcal),"3,5","0,5",17,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,tomato ketchup - heinz - 400ml,07781900,['France'],"['Tomates ', '200 g pour 100 g de Tomato Ketchup', 'vinaigre', 'jus de citron à base de concentré', 'chlorure de potassium', 'acidifiant']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,"0,1",,"5,4","4,4","1,6","0,05","0,02",['Heinz'],"['Epicerie', 'Sauces', 'Sauces tomate']",,0.1 g,en faible quantité,,,4.4 g,en faible quantité,0.05 g,en faible quantité,,,,-95%,,-55%,-55%,+3%,-96%,-96%,,,,,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,400 ml,['Plastique'],,,,1,,,,,,
1628,Soupe de tomates variété Cuor di bue,3760111164592,['France'],[],[],?,20,84 kj(20 kcal),"0,4","0,07","2,8","2,5","1,4","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Miel de Tilleul,3760097451310,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Le sablénouville,3770014059017,['France'],[],[],?,592,2477 kj(592 kcal),32,21,67,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,pois chiche,3760284350228,['France'],[],[],?,76,318 kj(76 kcal),"1,3","0,1","13,7","2,4","4,4","0,75","0,3",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,1.3 g,en faible quantité,0.1 g,en faible quantité,2.4 g,en faible quantité,0.75 g,en quantité modérée,,-60%,-60%,-57%,-74%,-42%,+46%,-57%,+57%,+57%,1,,B,,B,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,,,,
1632,Biere sans alcool,3564706628823,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Zouaghi chergui,6111126001360,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Petit poi,3061435003001,['France'],[],[],?,86,360 kj(86 kcal),"1,1","0,2","9,9","3,8","5,4","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Bruschetta saumon fumé,3021990185802,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Terrine de Canard - Avon Ragobert,3061830023109,['France'],[],[],?,304,1272 kj(304 kcal),"27,4","10,1","2,05","0,5","13,4","1,54","0,616",['Avon Ragobert'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,27.4 g,en quantité élevée,10.1 g,en quantité élevée,0.5 g,en faible quantité,1.54 g,en quantité élevée,,-1%,-1%,+4%,+6%,+19%,-19%,-6%,+1%,+1%,19,+6%,E,+6%,E,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,,
1637,Żołądkowa - 700ml,5902573004278,['France'],[],[],?,?,,?,,?,,?,,,['Żołądkowa'],"['Boissons', 'Boissons alcoolisées', 'Boissons spiritueuses']",['Vodka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700ml,['Verre'],,,,,['Nicolas'],['Pologne'],,,,
1638,Pate a tartiner - Tartichoc - 230g,2006050023851,['France'],"['pate a tartiner nousette du lot et Garonne et brisures de crêpes dentelles : sucre', 'noisettes 14,4%', 'huile de coco', 'poudre de lait écrémé', 'huile de colza', 'poudre de cacao maigre', 'emulsifiant leceteines de tumesol', 'farine de blé', 'beurre concentré', 'lactose', 'protéines de lait', 'sel', ""malt d'orge"", 'poude le Iever E500ii', 'traces éventuelles de sésame et autres fruits à coques', "" 'Certifié Rainforest Alliance"", ' www', 'ra', 'org']",['Non végétalien'],?,519,2171 kj(519 kcal),28,12,57,54,8,"0,08","0,032",['Tartichoc'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['Rainforest Alliance'],28 g,en quantité élevée,12 g,en quantité élevée,54 g,en quantité élevée,0.08 g,en faible quantité,,-1%,-0%,-13%,+48%,+13%,+24%,+29%,-56%,-56%,26,+27%,E,+27%,,,,,,,,,,230 g,['Verre'],,,"['Gluten', 'Lait', 'Fruits à coque']",4,['Lidl'],['France'],,,,
1639,Macedoine aux 5 legumes,2253036011092,['France'],[],[],?,169,707 kj(169 kcal),14,"1,1","6,4","1,8","2,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,"Jus De Raisin, Pack De 6 Fois 20 Centilitres, Marque Rea",3020640115770,['France'],[],[],?,68,285 kj(68 kcal),0,0,"16,1","15,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Sop Yellow Food Colour (400G),5019124106005,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Cofie d'ogignion,3390120019486,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Jambon sec sup 9 mois - Carrel - 4tranches,3384110009335,['France'],[],[],?,222,929 kj(222 kcal),"11,3","4,42","0,4","0,1",30,"6,1","2,44",['Carrel'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']","['Viande Française', 'Viande Porcine Française']",11.3 g,en quantité modérée,4.42 g,en quantité modérée,0.1 g,en faible quantité,6.1 g,en quantité élevée,,-5%,-5%,-12%,-9%,-32%,-73%,+3%,+22%,+22%,16,-4%,D,-4%,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,4 tranches,"['Sous vide', 'Frais']","['FR 01.053.015 CE', 'Bourg-en-Bresse (Ain, France)']",,,,,['France'],['France'],,,
1644,3401560163872,3401560163872,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Huile de chanvre,3770010956006,['France'],[],[],?,900,3766 kj(900 kcal),"93,3","9,8",0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de chanvre']","['Bio', 'Bio européen']",93.3 g,en quantité élevée,9.8 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+12%,+12%,-3%,+4%,-100%,,-100%,,,11,+14%,D,+14%,,,,,,,,,,,,,,,,,,,,,
1646,Farine de chanvre,3770010956099,['France'],[],[],?,403,1686 kj(403 kcal),"10,3","1,2",4,"3,2",33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Raspberry cream sandwich fingers,00329804,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Sprtiz,26009179,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Ancel Stick d'Alsace - Dr.Oetker - 200g,12789085,['France'],[],[],?,?,,?,,?,,?,,,['Dr.Oetker'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,,,,,,,,,,,,,,,,,,,,,,,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,200g,['sac plastique'],,,,,,,,,,
1650,Vega Zedernüsse,4260129630106,['France'],[],[],?,667,2791 kj(667 kcal),"62,3","4,2","7,5","6,1","19,1","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Chewing-gum,3440819969506,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Olio di semi di girasole - Selex,8003100886545,['France'],[],[],?,826,3456 kj(826 kcal),"91,8",11,0,0,0,0,0,['Selex'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Tomates semi-séchées - Carrefour,3560071239633,['France'],[],[],?,364,1523 kj(364 kcal),39,5,"2,5","2,3","0,7","2,2","0,88",['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,
1654,Acerola équitable,3460341515385,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Terrine Basquaise,3770013315046,['France'],[],[],?,212,887 kj(212 kcal),15,2,11,1,"7,2","0,4","0,16",,,"['Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Hamoud cola - Hamoud Boualem - 1l,6130695113519,"['Algérie', 'France']",[],[],?,42,176 kj(42 kcal),"0,01",0,"10,6","10,6","0,1",,,['Hamoud Boualem'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 l,['Plastique'],,,,,,,,,,
1657,Millefeuille - Auchan Pâtisserie,2030500317191,['France'],[],[],?,266,1113 kj(266 kcal),"8,8","5,5","42,5","23,9","4,2","0,59","0,236",,"['Biscuits et gâteaux', 'Pâtisseries', 'Millefeuilles']",,8.8 g,en quantité modérée,5.5 g,en quantité élevée,23.9 g,en quantité élevée,0.59 g,en quantité modérée,,-15%,-15%,-41%,-46%,+7%,+20%,+10%,+25%,+25%,15,-12%,D,-12%,B,73.1%,14.7%,6.0%,3.0%,3.2%,0.0%,75,,,,,,,,,,,,,
1658,Gateau aux fruits garni de cerises et d’amandes,5060243982315,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,5906660508298,5906660508298,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Ails au vinaigre,8853230002717,['France'],[],[],?,93,389 kj(93 kcal),0,0,14,1,5,"3,75","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Jambon cru italien,8005153005393,['France'],[],[],?,242,1013 kj(242 kcal),14,"5,1",0,0,29,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Infusion d'hibiscus - Vivi Verde,8001120863089,['France'],[],[],?,1,4 kj(1 kcal),0,0,0,0,0,0,0,['Vivi Verde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Thon entier,3564040038081,['France'],[],[],?,231,967 kj(231 kcal),"14,2","1,57",0,0,"25,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Biona Organic Chick Peas -in Glass Jars,5032722312647,['France'],[],[],?,101,423 kj(101 kcal),"1,7","0,2","17,5",3,"5,7","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Complexe minceur,3662648045231,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Pain seigle,,['France'],[],[],?,271,1134 kj(271 kcal),22,13,51,"1,5","9,4",13,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Les Charmes dessus - Château de Meursault,3661400263050,['France'],[],[],?,?,,?,,?,,?,,,['Château de Meursault'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Confiture Goyavier,3392060000210,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Chocoexpress Sin Azucar,7702088165048,['France'],[],[],?,113,473 kj(113 kcal),9,0,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,fleur de shampooing - douce nature - 85g,3380380059773,['France'],[],[],?,?,,?,,?,,?,,,['douce nature'],"['Non alimentaire', 'Open Beauty Facts', 'Bio']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85g,['Plastique'],['2001'],,,,,['Peaugres'],['France'],,,
1671,Foie gras,3389090010838,['France'],[],[],?,450,1883 kj(450 kcal),48,21,"1,5","0,5",5,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,20569532,20569532,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Raspberry Jam,5060466500044,['France'],[],[],?,165,690 kj(165 kcal),0,0,39,36,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Choucroute d’alsace crue bio - Angsthelm &fils,3760049231083,['France'],[],[],?,20,84 kj(20 kcal),"0,5","0,1","2,7","0,3","1,2","1,25","0,5",['Angsthelm &fils'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,BISSAP,3760261530056,['France'],[],[],?,129,540 kj(129 kcal),0,0,"7,6","7,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Melange d'épices,2006050023912,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,"Bauernschnitten , Mild",23490109,['France'],[],[],?,232,971 kj(232 kcal),"1,7","0,4","44,8",3,"7,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Huile de noix,3155700001752,['France'],[],[],?,828,3464 kj(828 kcal),92,"8,9",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Sardines,3188720006117,['France'],[],[],?,236,987 kj(236 kcal),"15,5","3,9",0,0,"23,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Spritzgebäck,20241254,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Aloe vera,5032085002513,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,6","4,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Huile d'olive,8437002364014,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Figues tendres - Delhaize,5400112321768,['France'],[],[],?,270,1130 kj(270 kcal),"1,6","0,2",56,54,"3,5",0,0,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Grenade Bio - 60 Gélules Végétales - Boutique n,3700292875450,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Orangensaft,4008486000756,['France'],[],[],?,48,201 kj(48 kcal),"0,1","0,02","10,3","10,3","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Popcorn,8719324640169,['France'],[],[],?,471,1971 kj(471 kcal),22,18,55,"0,5","8,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Café soluble - Marcaibo - 200g,8410894006415,"['France', 'Maroc', 'Espagne']",['100% Café Soluble'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,"0,2",,67,10,20,"0,25","0,1",['Marcaibo'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",,,,,,,,,,,,,-93%,,+190%,-30%,+333%,-21%,-21%,,,,,D,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,200 g,['Verre'],,,,1,,['Espagne'],,,,
1688,Bockwurst,3271620102000,['France'],[],[],?,313,1310 kj(313 kcal),"29,6","11,1","0,7","0,7","11,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Gourmet adulte,4056489142195,['France'],[],[],?,0,0 kj(0 kcal),16,0,0,0,26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Bhujia sev - Haldiram's,8904004400045,['France'],[],[],?,592,2477 kj(592 kcal),"43,5","11,5","37,14",0,"12,93","0,771","0,308","[""Haldiram's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Thon Albacore,8272472100355,['France'],[],[],?,118,494 kj(118 kcal),2,2,2,0,25,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Poulet rôti,0271329064947,['France'],[],[],?,244,1021 kj(244 kcal),14,4,"0,6",0,23,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Caramel au fruit de la passion et banane,3457221000819,['France'],[],[],?,356,1490 kj(356 kcal),6,"4,2",76,59,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Fruit pearls,4710007520314,['France'],[],[],?,84,351 kj(84 kcal),35,27,18,0,0,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Turkkilainen jogurtti Luomu - Valio,6408430024483,['France'],[],[],?,?,,?,,?,,?,,,['Valio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Luomumaito - Arla,6413300020465,['France'],[],[],?,?,,?,,?,,?,,,['Arla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Olives vertes grecques dénoyautées biologiques,5203447711279,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Sauce piment sriracha,8859585800251,['France'],[],[],?,103,431 kj(103 kcal),"0,7",0,22,16,"0,8","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Guglielmo Il Caffe Che Fa Centro (caffe Espresso),8003413751257,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,La Vie En Herbes Quiétude Bio - Pochette Vrac 30 g - Bio,3374010120063,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Natives olivenol extra,4251175500352,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Couscous-gemüse Pfanne,4062300261594,['France'],[],[],?,88,368 kj(88 kcal),"3,4","0,4","10,7","3,1","2,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Schwarzwald Sprudel Lemon,4007656051000,['France'],[],[],?,8,33 kj(8 kcal),0,0,"1,4","1,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Mayonnaise Citron,3324321232931,['France'],[],[],?,733,3067 kj(733 kcal),80,6,1,"0,1","1,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Teewurst,4006639143299,['France'],[],[],?,405,1695 kj(405 kcal),39,16,"0,5","0,5",11,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Chips Paille - 250g,3580283215799,['France'],"['Pomme de terre 65%', 'huile de tournesol', 'sel', ' Traces possibles de gluten et de crustacés']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,530,2218 kj(530 kcal),32,"2,7",53,"0,3",6,"0,8","0,32",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,32 g,en quantité élevée,2.7 g,en quantité modérée,0.3 g,en faible quantité,0.8 g,en quantité modérée,,-0%,-0%,-2%,-13%,+3%,-79%,+1%,-38%,-38%,11,-3%,D,-3%,B,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,250 g,['Plastique'],,,,3,,,,,,
1707,Dovgan Russische Küche Kringelgebäck Mit Vanillegeschmack,4840008000987,['France'],[],[],?,403,1686 kj(403 kcal),"6,2","0,8",76,16,"9,2","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Mélange bien-être,2600289032679,['France'],[],[],?,482,2017 kj(482 kcal),28,"2,4",43,41,12,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Cracke con rosmarino ed erbe aromatiche,7622300767235,['France'],[],[],?,463,1937 kj(463 kcal),19,"1,9",64,"6,1","8,7","12,39","4,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Penne rigate - Filiz,8690579140485,['France'],[],[],?,358,1498 kj(358 kcal),2,"0,5","71,7",3,"11,5",,,['Filiz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Brandade de morue parmentiere,3760056560039,['France'],[],[],?,124,519 kj(124 kcal),"5,5",2,12,"3,5","6,5","0,63","0,252",,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,5.5 g,en quantité modérée,2 g,en quantité modérée,3.5 g,en faible quantité,0.63 g,en quantité modérée,,-44%,-44%,-67%,-5%,+53%,+388%,-4%,-28%,-28%,0,-100%,B,-100%,E,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,,,,,,,,,,,,
1712,Pastille de menthe,3760204930110,['France'],[],[],?,389,1628 kj(389 kcal),0,0,87,64,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Confiture extra Abricot - 350g,3330720199607,['France'],"['Abricot 55%', 'sucre', 'gélifiant: pectines', 'jus de citron concentre', ' Preparée avec 55g de ruit pour 100g Malgre le soin apporté à cette recette', 'la présence de noyau est possible']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,224,937 kj(224 kcal),"20,5","0,1",55,55,"0,5","0,03","0,012",['confiture extra'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,20.5 g,en quantité élevée,0.1 g,en faible quantité,55 g,en quantité élevée,0.03 g,en faible quantité,,+1%,+1%,+7724%,+101%,+3%,+7%,-3%,+29%,+29%,11,+18%,D,+18%,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,350g,"['Verre', 'Pot en verre']",['18 BA2 9299 21'],['E440 - Pectines'],,4,['Leclerc'],,,,,
1714,Petits beurres BIO sel de guérande - Auchan,3596710481897,['France'],[],[],?,477,1996 kj(477 kcal),17,11,72,25,"7,9","0,85","0,34",['Auchan'],,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,
1715,Panzani puree o residu de pesticides 3x200g - 600g,3038359010460,['France'],"['Purée de tomates 84%', 'eau', ""correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",110,26,110 kj(26 kcal),"0,2",0,4,4,"1,3","0,08","0,032",['Panzani'],,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Purée de tomates réduite à 7%,600 g,"['Brique', 'Etui en carton']",,['E330 - Acide citrique'],,,,,,,,
1716,Chocolate brownie,6956732008323,['France'],[],[],?,369,1544 kj(369 kcal),"0,6",0,86,49,"4,7","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
