,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,generic_name,packaging,manufacturing,markets,allergens,nova_score,additives,link
1538,Epices,6210700378383,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Beef ravioli,4099100106626,['France'],[],[],?,240,1004 kj(240 kcal),8,"3,5",33,6,9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,3660273028025,3660273028025,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Biscuits,8941189406455,['France'],[],[],?,392,1640 kj(392 kcal),0,0,89,56,9,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,0094184001489,0094184001489,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Cidre breton brut réserve,3260420093229,['France'],[],[],?,?,,?,0,?,,?,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres bruts']",,,,,,,,,,,,,,-100%,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,
1544,Jambon à l’ancienne,2252505029194,['France'],[],[],?,123,515 kj(123 kcal),"3,1","3,1","1,4","0,5",23,2,"0,8",,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,3.1 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,+29%,+182%,+3%,+3%,+3%,+3%,12,+23%,D,+23%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
1545,Saucisson pur porc vpf,2274785038901,['France'],[],[],?,456,1908 kj(456 kcal),"37,1","14,4","4,6","0,9","25,7","5,2","2,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Pizza chorizo,0207694023425,['France'],[],[],?,201,841 kj(201 kcal),"8,7","3,3","20,6","3,4","9,3","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Premum fish oil,8172836393303,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Crêpes bretonnes,17586856,['France'],[],[],?,328,1372 kj(328 kcal),"6,4","1,7",56,"3,8",11,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Pave aoste,0210830016991,['France'],[],[],?,16,67 kj(16 kcal),32,13,"2,1","1,6",23,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Pain spécial aux céréales,0260022009317,['France'],[],[],?,274,1146 kj(274 kcal),"4,7","0,5","43,5","2,5","11,4","1,57","0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Confiture de «Berawecka»,3286462500792,['France'],[],[],?,282,1180 kj(282 kcal),5,"0,1",68,63,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Organisé green tea et strawberry,5021991941665,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Caramel au beurre d'Isigny,3498751012248,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Gressins graines de sesame,3250390503187,['France'],[],[],?,463,1937 kj(463 kcal),"18,4","3,3","57,4","2,7","14,2","1,53","0,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Wheat flour,8691573089817,['France'],[],[],?,348,1456 kj(348 kcal),1,"0,1","72,3","0,7",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Cuisses de poulet nourri aux grains de mais,0215063024270,['France'],[],[],?,203,849 kj(203 kcal),15,"4,3",0,0,17,"0,21","0,084",,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,15 g,en quantité modérée,4.3 g,en quantité modérée,0 g,en faible quantité,0.21 g,en faible quantité,,+6%,+6%,+21%,+28%,-100%,-100%,-8%,-72%,-72%,1,-72%,B,-72%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1557,Goûtées fourrés,3760174581077,['France'],[],[],?,482,2017 kj(482 kcal),"18,6","14,5","71,8","29,4","5,7","0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Confiture multifruits rouges,3760252202146,['France'],[],[],?,0,0 kj(0 kcal),0,0,46,46,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Frankfurter hautlos,4099200040998,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück']",,,,,,
1560,Miel,3760258410149,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Miel,3780010802906,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Petali di cereali al cacao - Crai,8002895085751,['France'],[],[],?,392,1640 kj(392 kcal),"3,3","1,2","81,9","22,5","6,5","0,4","0,16",['Crai'],,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales au chocolat', 'Pétales de blé chocolatés']",,3.3 g,en quantité modérée,1.2 g,en faible quantité,22.5 g,en quantité élevée,0.4 g,en quantité modérée,,-6%,-7%,-68%,-63%,+16%,-10%,-18%,-21%,-21%,6,-40%,C,-40%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,
1563,Thé vert,3700496332100,['France'],[],[],?,10,42 kj(10 kcal),10,10,10,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Croissant au beurre,0203201011152,['France'],[],[],?,385,1611 kj(385 kcal),21,14,40,7,"6,9",,,,,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']",,21 g,en quantité élevée,14 g,en quantité élevée,7 g,en quantité modérée,,,,+0%,-1%,-3%,-1%,-2%,-1%,-8%,,,,,,,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,,,,,,,,,,
1565,Fantastich,9782356854100,['France'],[],[],?,1500,6276 kj(1500 kcal),20,10,36,9,1,12,"4,8",,,,['Non alimentaire'],,20 g,en quantité modérée,10 g,en quantité élevée,9 g,en quantité modérée,12 g,en quantité élevée,,+604%,+604%,+82%,+189%,+59%,-2%,-86%,+1235%,+1235%,,,,,,,,,,,,,,,,,,,,,
1566,Nectar de fruit pamplemousse rose,3700600312745,['France'],[],[],?,78,326 kj(78 kcal),0,0,19,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,3570590108204,3570590108204,['France'],[],[],?,0,0 kj(0 kcal),0,0,9,4,6,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Ice Tea Peche zero,8711327407091,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,5","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Temptations -,5998749138199,['France'],[],[],?,?,,?,0,?,,?,,,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats']",,,,0 g,en faible quantité,,,,,,,,,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Farine ménagère  type 55,3263381266237,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Mexican breadcrumb,5425037660334,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Batterie de cookies,3461640096704,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Les escalopes,2447040025323,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Aiguillettes de poulet recette huile d’olive romarin,0215537021323,['France'],[],[],?,121,506 kj(121 kcal),"4,1","0,9",0,0,21,"0,79","0,316",,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,4.1 g,en quantité modérée,0.9 g,en faible quantité,0 g,en faible quantité,0.79 g,en quantité modérée,,-4%,-3%,+122%,+89%,-100%,-100%,-7%,+81%,+81%,-1,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1575,Chair de porc a legumes,0204934046244,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Pizza,2900000000025,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Killi,3561422254336,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,La foies du cochon,3760249620014,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Saucisses et lentilles blondes de saint flour,3368822007841,['France'],[],[],?,110,460 kj(110 kcal),"4,1",1,"5,6",0,11,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,FARINE DE POIS CHICHES BIO,3770014511065,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Pain Alfarroba,5601312182276,['France'],[],[],?,259,1084 kj(259 kcal),"4,4","1,3",41,"4,5","9,8","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Préfou,2606318015095,['France'],[],[],?,405,1695 kj(405 kcal),26,15,35,"1,1","6,6","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Jambon Cuit Supérieur Bio 3 noix,2210249033266,['France'],[],[],?,161,674 kj(161 kcal),"9,5","1,1","0,9","0,6","18,1","0,33","0,132",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Fondant au chocolat,3331480001605,['France'],[],[],?,494,2067 kj(494 kcal),33,24,42,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Pois chiches,3700225140730,['France'],[],[],?,92.8,388 kj(92 kcal),"1,6","0,2",15,"0,5","4,3","0,6","0,24",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,1.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en quantité modérée,,-51%,-51%,-47%,-49%,-36%,-70%,-58%,+26%,+26%,1,,B,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,
1586,Sirop de griotte,9002859046483,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Cornets à Garnir,4059699003416,['France'],[],[],?,407,1703 kj(407 kcal),"3,7","1,3",85,"29,1",7,"0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Maça natural,3045320104851,['France'],[],[],?,50,209 kj(50 kcal),"0,1",0,12,12,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Gorila,5601283455270,['France'],[],[],?,301,1259 kj(301 kcal),0,0,"74,3","63,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Melon pret a deguster,2868541020073,['France'],[],[],?,40.476001739502,169 kj(40 kcal),"0,3","0,01","7,6",1,"1,1","0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Meringue Nature,0297878014431,['France'],[],[],?,364,1523 kj(364 kcal),0,0,84,83,"4,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Vinaigre au piment d’espelette -,3165357425573,['France'],[],[],?,4,17 kj(4 kcal),"0,1",0,"0,9","0,9","0,1",0,0,,,B,['Vinaigres'],,0.1 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0 g,en faible quantité,,-95%,-95%,+29%,-100%,-94%,-94%,-76%,-100%,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,
1593,Sakari sauce basque,3281730000073,['France'],[],[],?,351,1469 kj(351 kcal),35,9,9,1,1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Poulet roti,2167930005524,['France'],[],[],?,161,674 kj(161 kcal),"7,2","1,8",0,0,24,"0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Boudin noir aux pommes,2432874017255,['France'],[],[],?,245,1025 kj(245 kcal),20,"7,7","5,8","4,4",11,"1,2","0,48",,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux pommes']",,20 g,en quantité modérée,7.7 g,en quantité élevée,4.4 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+4%,+8%,+8%,+13%,+7%,+4%,+2%,+2%,15,+10%,D,+10%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,,,
1596,Arcor Bon O Bon X Und,75027971,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Vegan medaglioni,03107188,['France'],[],[],?,205,858 kj(205 kcal),"3,4","0,6",36,"5,5","5,8","1,11","0,444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Petits pains blancs  x5,0210501007228,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Mini andouillette moutarde,0200189037068,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Mimolette,0209633014044,['France'],[],[],?,327,1368 kj(327 kcal),25,18,18,0,25,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Miolo de Caju - Continente,5601312881865,['France'],[],[],?,577,2414 kj(577 kcal),43,"7,9",24,10,23,,,['Continente'],,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,43 g,en quantité élevée,7.9 g,en quantité élevée,10 g,en quantité modérée,,,,-4%,-3%,-7%,-7%,-6%,+54%,+23%,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,
1602,Tarte praline brioche,2030000022052,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,Jambon traditionnel fumé bois de hêtre - Saint Alby,2205874003821,['France'],[],[],?,125,523 kj(125 kcal),"4,5","1,5",1,"0,5",20,"1,9","0,76",['Saint Alby'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Fruits confits,3612645542011,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Mochi mangue passion,3770010226598,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,8710866493534,8710866493534,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Melon de Cavaillon -,3770009124010,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Fruits frais', 'Melons', 'Melons frais']",,,,,,,,,,,,,,,,,,,,,,,,70.3%,0.0%,0.0%,12.0%,10.7%,7.0%,93,,,,,,,,,,
1608,Flûtes,3184340464603,['France'],[],[],?,500,2092 kj(500 kcal),26,17,52,3,13,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,Filet de canard,0212124040415,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,
1610,Barres dattes/amandes/noix de cajou,9782851809964,['France'],[],[],?,452,1891 kj(452 kcal),"26,7","3,4","36,6","29,5","12,3",,,,,,['Non alimentaire'],,26.7 g,en quantité élevée,3.4 g,en quantité modérée,29.5 g,en quantité élevée,,,,+112%,+112%,+143%,-2%,+61%,+222%,+75%,,,,,,,,,,,,,,,,,,,,,,,
1611,Saucisse sèche pur porc,2688491034506,['France'],[],[],?,430,1799 kj(430 kcal),"33,5","14,1","6,7","2,63","25,4","4,47","1,788",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Andouilettes au canard,0217790026442,['France'],[],[],?,216,904 kj(216 kcal),16,"6,2","0,6",0,17,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Compotes,3701002404151,['France'],[],[],?,48,201 kj(48 kcal),"0,3",0,10,10,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Nougat de cacahuete y sésami,8413725006059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Fior di sale,8055731090839,['France'],[],[],?,547,2289 kj(547 kcal),34,"21,2","53,7","47,8",5,"0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Farine de froment biologique T45,3480410000611,['France'],[],[],?,345,1443 kj(345 kcal),"0,8","0,2",72,"1,5",12,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Le cannelé Monoprix,3350033748729,['France'],[],[],?,260,1088 kj(260 kcal),1,"0,3",59,41,"3,8","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Wagner Rolls,7290011249755,['France'],[],[],?,505,2113 kj(505 kcal),"22,2","10,6","72,3","47,3","3,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Bûche de chèvre,3036859374211,['France'],[],[],?,247,1033 kj(247 kcal),19,12,2,2,17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Vin blanc,3249381036452,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Infusion bio au chanvre,5430001360233,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Pink panther mallow spread,5060201181675,['France'],[],[],?,327,1368 kj(327 kcal),0,0,81,65,"0,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Dr Oetker sucre confiture,98763641,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,L'extra tendre saveur thym citron,0233437063762,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Escalopes de dinde milanaises,2431641024403,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes panées']",,,,,,,,,,,,,,,,,,,,,,,,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,
1626,Pomme,3700469101276,['France'],[],[],?,120,502 kj(120 kcal),0,0,23,6,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Pommes Fraises Pruneaux,3256738562786,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Whey proteines,3288111426347,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Pommes Cassis,3256738562731,['France'],[],[],?,51,213 kj(51 kcal),"0,5","0,1",12,"9,7","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Ail doux à l'indienne,3760245510333,['France'],[],[],?,67,280 kj(67 kcal),5,"0,6","1,1","1,1",3,"3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Entremet café protifast,3770008383470,['France'],[],[],?,353,1477 kj(353 kcal),"1,2","0,4","10,6","6,9","73,5","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Tartelette citron meringuer,0260383019024,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes au citron']",,,,,,,,,,,,,,,,,,,,,,,,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,,,,,,
1633,cranberries sechees en moities,2600298023422,['France'],[],[],?,355,1485 kj(355 kcal),"0,5","0,5","83,2",65,"0,1",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,0.5 g,en faible quantité,0.5 g,en faible quantité,65 g,en quantité élevée,,,,+5%,+5%,-29%,+102%,+5%,-2%,-64%,,,,,,,,,,,,,,,,,,,,,,,
1634,Galette charentaise,3229580019371,['France'],[],[],?,403,1686 kj(403 kcal),13,13,65,31,2,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,7 brochette de porc,2600056050516,['France'],[],[],?,220,920 kj(220 kcal),17,"6,9","0,7",0,16,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Raisin blanc italie,0200509027038,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Gardiens des cités perdues,9782266272674,['France'],[],[],?,0,0 kj(0 kcal),0,0,1,1,10,0,0,,,,['Non alimentaire'],,0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,-100%,-96%,-89%,+42%,-100%,-100%,,,,,,,,,,,,,,,,,,,,,
1638,Poivrobs piquillo grillés,3760245510524,['France'],[],[],?,29,121 kj(29 kcal),0,0,"5,2","3,4","1,2","0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Sirop de cerise griotte,3222473667789,['France'],[],[],?,2,8 kj(2 kcal),"0,03","0,03",80,20,"0,03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Poivrons farcis au fromage,3760245510548,['France'],[],[],?,398,1665 kj(398 kcal),38,"8,6","8,9","8,4","3,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Grenade carb killa chocolate chip salted caramel,5060221206877,['France'],[],[],?,376,1573 kj(376 kcal),16,"9,2",34,"2,5",33,"0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Damel Rellepica Sandia 210 Und,8411500109834,['France'],[],[],?,368,1540 kj(368 kcal),"2,5","2,2",85,71,"1,5","0,133","0,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Pesto crunchy au parmesan,3760245510562,['France'],[],[],?,568,2377 kj(568 kcal),49,"7,9",24,"3,7","7,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Protein wafter,5425002406431,['France'],[],[],?,514,2151 kj(514 kcal),"26,5","15,6","36,2","22,3",32,"0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Amandes grillees au romarin,5060145050280,['France'],[],[],?,641,2682 kj(641 kcal),53,"4,4","10,8","8,5","24,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
