,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,traceability_code,packaging,additives,allergens,nova_score,markets,brand_owner,ingredients_origins,manufacturing,generic_name,palm_ingredients,link
1773,Lait demi-écrémé - 6x 25cl,3222476616043,,,,['France'],[],[],,,,,,,,,192,,46,,192 kj(46 kcal),,"1,5",,1,,"4,8",,"4,8",,"3,2",,"0,13",,"0,052",,,,,,,,,,,,,6 x 25 cl,['Source de calcium'],,,,,,,,,,Lait demi-écrémé stérilisé UHT,,
1774,Bouchée caramel,3374605260853,,,,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,"9,4",,"6,9",,72,,62,,4,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Emmental français râpé - 210g (3x 70g),3222471021149,,,,['France'],"['lait de vache pasteurisé ', 'origine : france', ' - sel - ferments lactiques ', 'contient lait', ' - coagulant microbien']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,1532,,369,,1532 kj(369 kcal),,29,,19,,?,,,,27,,"0,7",,"0,28",,,,,,,,,,,,,210 g (3 x 70 g),,,,,['Lait'],,,,,,Emmental français râpé - Fromage à pâte pressée cuite,,
1776,Tête de Moine Fromage de Bellelay Appellation D'origine Protégée - Casino Délices - 80g,3222477080478,D,['Casino Délices'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru', 'Fromages de Suisse', 'Fromages à pâte pressée demi-cuite', 'Têtes de Moine']",['France'],"['lait cru de vache - sel - ferments lactiques ', 'contient lait', ' - présure bovine']",['Non végétalien'],34 g,en quantité élevée,21 g,en quantité élevée,,,2 g,en quantité élevée,1700,,410,-2%,1700 kj(410 kcal),-3%,34,-2%,21,-4%,?,,,,26,+2%,2,+3%,"0,8",+3%,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,80 g,,,,,['Lait'],3,['Casino'],,,,"Rosettes de Tête de Moine, Fromage de Bellelay AOP - fromage à pâte pressée cuite",,
1777,Billes de fromage coeur tomate Bio - 16 billes - 75g,3222477068902,,,,['France'],"['Fromage au lait* pasteurisé ', 'origine: belgique', "" 84% - purée de tomates* 14,5% - huile d'olive vierge extra* - ail en poudre* - origan* - fécule de pomme de terre* - sucre de canne* - sel - poivre* - piment*"", "" *ingrédients issus de l'agriculture biologique"", ' traces de poisson', 'céréales contenant du gluten et fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,1011,,243,,1011 kj(243 kcal),,18,,12,,"6,3",,"2,1",,14,,"1,1",,"0,44",,,,,,,,,,,,,75 g,['Bio'],,,,['Lait'],,,,,,"Billes de fromage au lait pasteurisé, avec un fourrage (16%) à la tomate, issues de l'agriculture biologique, décongelées.",,
1778,Tarte pomme compote 6 parts 525g - 525g,3700311865370,,,,['France'],"['Pommes 39% ', 'pommes', 'antioxydant: e300', 'acidifiant: e330', 'purée de pommes 28% ', 'pommes', 'sucre', 'épaississant: e415', 'farine de ble ', 'gluten de ble', 'levure désactivée', 'farine de ble malté', 'beurre ', 'creme', 'ferments lactiques', 'colorant: e160a', 'sucre', 'nappage ', 'eau', 'sucre', 'sirop de glucose fructose', 'sirop de glucose', 'gélifiants : e440', 'e450', 'e341', 'acidifiant : e330', 'e332', 'e333', 'arôme', 'conservateur : e202', 'oeufs', 'sel', ' cuite dans un atelier pouvant utiliser: cereales', 'œufs', 'lait', 'arachide', 'fruits a coque', 'sesame', 'soja et produits a base de ces ingredients', 'sulfites']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,525 g,,,,"['E300 - Acide ascorbique', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E160a - Carotènes mélangés', 'E440 - Pectines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E332 - Citrates de potassium', 'E333 - Citrates de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,Tarte pomme compote,,
1779,0208248000000,0208248000000,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1780,Casino,3222471118375,,['Casino'],['Non alimentaire'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1781,Casino,3222471498217,,['Casino'],['Non alimentaire'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1782,Casino,3222476481924,,['Casino'],"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1783,Preparation pour galette céréales - Casino - 240g,3222477300040,,['Casino'],,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"3,2",,"0,4",,61,,"1,6",,15,,"3,7",,"1,48",,,,,,,,,,,,,240 g,,,,,,,['Casino'],,,,,,
1784,Casino,3222477336292,,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1785,3222477039834,3222477039834,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Haricots verts extra-fins - Casino Bio,3222477366848,,"['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.75 g,en quantité modérée,?,,24,-65%,100 kj(24 kcal),-65%,0,-100%,0,-100%,3,-65%,"0,8",-50%,"1,6",-61%,"0,75",+16%,"0,3",+16%,-2,,A,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,['Casino'],,,,,,
1787,Casino,3222477368811,,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1788,Casino,3222477067332,,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']","['EMB 44143F', 'Rezé (Loire-Atlantique, France)']",,,,,['Casino'],,,,,,
1789,Casino,3222477181748,,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,['Casino'],,,,,,
1790,3222477215504,3222477215504,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Casino,3222477304024,,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1792,Casino,3222477354326,,['Casino'],['Non alimentaire'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['FSC-C019206'],,,,,['Casino'],,,,,,
1793,Casino,3222477371750,,['Casino'],['Non alimentaire'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1794,Casino,3222477371767,,['Casino'],"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,,
1795,Casino,3222477221574,,['Casino'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,['Casino'],,,,,,
1796,Tourte Lorraine,3477525530065,,,,['France'],[],[],,,,,,,,,?,,283,,1184 kj(283 kcal),,15,,"9,2",,28,,"1,5",,11,,"1,2",,"0,48",,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1797,Fraisy jelly mallow - Fizzy - 1350g,3395501753218,B,['Fizzy'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Guimauves']","['France', 'La Réunion']",[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,76 g,en quantité élevée,0.09 g,en faible quantité,1579,+5%,372,+6%,1579 kj(372 kcal),+7%,"0,1",-97%,"0,1",-95%,91,+19%,76,+19%,"2,3",-36%,"0,09",+58%,"0,036",+58%,14,-11%,D,-11%,60.5%,21.9%,10.2%,5.2%,2.3%,0.0%,89,1350 g,['Fabriqué en Italie'],,"['boîte', 'Plastique']",,,,['iD Stock'],,,,,,
1798,Doony's chocolat,0202104022968,,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,27,,13,,41,,14,,"6,8",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Sirop d érable,0842161000129,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Capsules defenses naturelles - Pranarom,5420008525957,,['Pranarom'],,['France'],[],[],,,,,,,,,?,,472,,1975 kj(472 kcal),,47,,"3,3",,0,,0,,"11,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Chocolate artesano con miel - Apisierra - 115g,8437008316239,,['Apisierra'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",['France'],[],[],35 g,en quantité élevée,21 g,en quantité élevée,3 g,en faible quantité,0.02 g,en faible quantité,?,,519,-6%,2171 kj(519 kcal),-6%,35,-4%,21,-0%,34,-26%,3,-93%,8,+10%,"0,02",-86%,"0,008",-86%,16,-32%,D,-32%,,,,,,,,115 g,['en:gluten-free'],,,,,,,,,,,,
1802,Belgian speculoos,5425018449538,,,,['France'],[],[],,,,,,,,,?,,467,,1954 kj(467 kcal),,"16,6",,"11,1",,73,,"36,8",,"6,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Petite boîte Mam goz galette 120g,3111110015277,,,,['France'],[],[],,,,,,,,,?,,492,,2059 kj(492 kcal),,"20,8",,"14,3",,"69,3",,"24,7",,"6,2",,"1,08",,"0,432",,,,,,,,,,,,,,,"['EMB 56238A', 'Saint-Tugdual (Morbihan, France)']",,,,,,,,,,,
1804,Foie gras de canard éveiné assaisonné frais -,2404992185246,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",['France'],"['foie gras de canard', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",57 g,en quantité élevée,22 g,en quantité élevée,1.35 g,en faible quantité,1.05 g,en quantité modérée,2290,+4%,556,+5%,2290 kj(556 kcal),+4%,57,+5%,22,-5%,3,+24%,"1,35",0%,7,-7%,"1,05",-12%,"0,42",-12%,20,-3%,E,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,['Sans gluten'],"['FR 24.439.004 CE', 'Saint-Laurent-sur-Manoire (Dordogne, France)']",,,,3,,,,,,,
1805,Le foie gras de canard entier sel rose de l'Himalaya & poivre du Sichuan - Le Hameau des Saveurs - 200g,3760082241643,B,['Le Hameau des Saveurs'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['France'],"['Foie gras de canard entier origine France 98%', ""sel rose de l'Himalaya"", 'sélection de poivres', 'poivre de Sichuan']","['Non végétalien', 'Non végétarien']",59 g,en quantité élevée,26 g,en quantité élevée,2.5 g,en faible quantité,1.3 g,en quantité modérée,2360,+7%,573,+8%,2360 kj(573 kcal),+7%,59,+9%,26,+12%,"3,5",+47%,"2,5",+89%,7,-7%,"1,3",+8%,"0,52",+8%,22,+6%,E,+6%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,200 g,"['Sans colorants', 'Sans conservateurs']","['FR 46.109.003 CE', 'Fontanes (Lot, France)']",,,,3,,,,,,,
1806,Carré de Côte de Porc Cuit,0255679040875,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,"8,4",,4,,1,,1,,26,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Olives tailladées au citron,3565280005123,,,,['France'],[],[],,,,,,,,,?,,286,,1197 kj(286 kcal),,29,,"5,8",,0,,0,,"1,3",,"3,4",,"1,36",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1808,Sirop Starbucks gingerbread flavour syrup - 375ml,5057624092428,,,,['France'],[],[],,,,,,,,,?,,8,,33 kj(8 kcal),,0,,0,,54,,53,,0,,"0,07",,"0,028",,,,,,,,,,,,,375 ml,,,,,,,,,,,,,
1809,Chocolat - Roshen,4823077620737,,['Roshen'],,['France'],[],[],,,,,,,,,?,,190,,795 kj(190 kcal),,13,,5,,17,,14,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,Dés de figues 10x10 mm enrobés de farine de riz,3502490169054,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Viennoiseries,2020000336433,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Tête de Pomme,3454681030011,,,,['France'],[],[],,,,,,,,,?,,66,,276 kj(66 kcal),,"0,1",,0,,14,,14,,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Boulgour - Walima,3760197940035,,['Walima'],,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,9",,"0,4",,67,,"1,2",,13,,0,,0,,,,,,,,,,,,,,,"['EMB 26313', 'Saint-Marcel-lès-Valence (Drôme, France)']",,,,,,,,,,,
1814,Milchreis-Plunder - Eismann - 600g,4059699008510,,['Eismann'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,600 g,,,['Kunststoff'],,,,,,,,,,
1815,3760140444252,3760140444252,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Mac and Cheese Bites,4059699008473,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Bratapfel Becher,4059699011534,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,,
1818,Chocolat Lait Zaira,3286110000797,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Fèvrs de tonka - Spigol,3102870020441,,['Spigol'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Aiguillettes de canard à la provençale,0244754015280,D,,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",['France'],[],[],4.6 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en faible quantité,1.6 g,en quantité élevée,?,,128,+6%,536 kj(128 kcal),+7%,"4,6",+55%,"1,1",+17%,"3,1",+144%,"0,8",+61%,19,-12%,"1,6",+160%,"0,64",+160%,4,,C,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
1821,Saucisse séche au jambon - Eugene Lebon,0286788034837,,['Eugene Lebon'],,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,15,,"4,7",,"6,6",,0,,32,,"5,2",,"2,08",,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Chair 500g cong,3596810054366,,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,35,,12,,2,,1,,13,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Serie oro defensas miel funcional de tomillo con echinácea - Hijas del Sol,8412016361648,,['Hijas del Sol'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Foie de Veau,2666271021199,E,,"['Viandes', 'Viandes de veau', 'Foie de veau']",['France'],[],[],4.8 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,?,,135,+2%,565 kj(135 kcal),+3%,"4,8",+6%,"1,6",+4%,"2,09",-33%,0,-100%,20,+4%,"0,19",+3%,"0,076",+3%,-3,,A,,96.9%,0.5%,1.0%,0.9%,0.5%,0.1%,16,,,,,,,,,,,,,,
1825,Les Natures tropicale - 550g,3325350855023,,,,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"0,14",,0,,"86,3",,"71,1",,"0,5",,"0,42",,"0,168",,,,,,,,,,,,,550 g,,"['EMB 13210E', 'Marseille 10e  Arrondissement (Bouches-du-Rhône, France)']",,,,,,,,,,,
1826,Anefs&nous,3265221390836,,,,['France'],[],[],,,,,,,,,?,,76,,318 kj(76 kcal),,"0,48",,"0,32",,"10,9",,"0,9",,"6,93",,"1,14",,"0,456",,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Rully,3379810082443,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,2X155G Asadillo Hida - 2x 155g,8424523030221,,['Hida'],,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,2 x 155 g,,,,,,,,,,,,,
1829,Anis vert en grains - Fuchs,4027900541002,,['Fuchs'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Gras doubles basquaises,2457790022763,,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"6,6",,"2,9",,"2,3",,"1,08",,"14,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Mortadela con olivas lonchas sin gluten sin lactosa - 100g,8410448003471,,,,['France'],[],[],,,,,,,,,?,,249,,1042 kj(249 kcal),,"22,46",,"8,08",,"0,09",,"0,09",,"11,19",,"2,25",,"0,9",,,,,,,,,,,,,100 g,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,
1832,Chips sweet chili - 40g,52526305,,,,['France'],[],[],,,,,,,,,?,,503,,2105 kj(503 kcal),,"28,2",,3,,"53,1",,"4,5",,"6,5",,"1,1",,"0,44",,,,,,,,,,,,,40 g,['en:gluten-free'],,,,,,,,,,,,
1833,Parmigiano Reggiano - Monoprix Gourmet,0290024032679,D,['Monoprix Gourmet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",['France'],[],[],30 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,30,+1%,20,+1%,0,-100%,0,,32,-1%,"1,6",0%,"0,64",0%,17,+2%,D,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,['Monoprix'],,,,,,
1834,Bombón roscas - El Corte Ingles,8433329049542,,['El Corte Ingles'],,['France'],[],[],,,,,,,,,?,,493,,2063 kj(493 kcal),,33,,23,,41,,21,,6,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Dinde,2667271014501,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
1836,Confiture Extra De Mûres-framboises - Tiptree,0043647070012,,['Tiptree'],,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,0,,0,,66,,66,,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Faluche jambon camembert - 190g,3573400009135,,,,['France'],[],[],,,,,,,,,?,,186,,778 kj(186 kcal),,8,,5,,15,,"1,3",,13,,1,,"0,4",,,,,,,,,,,,,190 g,,,,,,,,,,,,,
1838,Roti de porc,2428297046576,E,,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],14 g,en quantité modérée,6.6 g,en quantité élevée,0.05 g,en faible quantité,0.55 g,en quantité modérée,?,,203,+41%,849 kj(203 kcal),+42%,14,+178%,"6,6",+216%,"0,6",-27%,"0,05",-92%,20,-11%,"0,55",-68%,"0,22",-68%,5,-30%,C,-30%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,
1839,Jambon,0211719016460,,,,['France'],[],[],,,,,,,,,?,,137,,573 kj(137 kcal),,"6,2",,"2,8",,"0,7",,"0,7",,"19,8",,"1,91",,"0,764",,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Api life,6426232000542,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Coquille chocolat,0202959019687,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Palette d'Alsace à la diable,0290701040010,,,,['France'],[],[],,,,,,,,,?,,136,,569 kj(136 kcal),,"8,4",,"3,6",,"1,1",,"0,5",,14,,"1,7",,"0,68",,,,,,,,,,,,,,,"['FR 67.144.001 CE', 'Fouday (Bas-Rhin, France)']",,,,,,,,,,,
1843,Saucisse pur Porc,2492846029853,,,,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,27,,11,,"4,3",,"4,3",,28,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Fromage,0200142017328,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Preparation pour omelette mediterraneenne,3700413404187,,,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,11,,"3,5",,12,,"5,5",,61,,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Filet de porc à l ail confit,2493456026577,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Taux sosis,4260065877351,,,,['France'],[],[],,,,,,,,,?,,943,,3946 kj(943 kcal),,"17,6",,"5,4",,"0,5",,"0,5",,"12,8",,"2,2",,"0,88",,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,
1848,Coq au vin,3368270398430,D,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Coq au vin']",['France'],[],[],9.1 g,en quantité modérée,2.8 g,en quantité modérée,1.1 g,en faible quantité,1.2 g,en quantité modérée,?,,147,+10%,615 kj(147 kcal),+10%,"9,1",+76%,"2,8",+90%,"4,1",+3%,"1,1",+29%,12,+13%,"1,2",+26%,"0,48",+26%,3,+110%,C,+110%,80.7%,12.7%,1.9%,2.8%,1.1%,0.8%,36,,,,,,,,,,,,,,
1849,Les Amoureux du Sud,3700613200329,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Filet poulet,0215910063896,,,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,2,,"0,2",,0,,0,,24,,"0,15",,"0,06",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
1851,Sel au céléri,5601043117608,B,,"['Epicerie', 'Condiments', 'Sels', 'Sels au céleri']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,,
1852,Rillettes,0200000029524,,,,['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,41,,16,,"0,5",,"0,5",,19,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Grana padabo (parmesan),2441851029457,,,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,28,,18,,0,,0,,33,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Fond rond,3700360170302,,,,['France'],[],[],,,,,,,,,?,,279,,1167 kj(279 kcal),,"2,1",,"0,19",,"55,1",,"4,6",,"8,7",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Organic citrus,8435177026683,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Oeufs de cabillaud fumés,2429629032991,,,"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Oeufs de cabillaud']",['France'],[],[],4 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,3.8 g,en quantité élevée,?,,158,+3%,661 kj(158 kcal),+3%,4,+5%,"0,7",-12%,"0,5",-51%,"0,5",+21%,30,+8%,"3,8",+3%,"1,52",+3%,11,+2%,D,+2%,,,,,,,,,,,,,,,,,,,,,
1857,Pesto Genovese,8059173550012,C,,"['Epicerie', 'Sauces', 'Sauces Pesto']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,,,,,,,,
1858,Baskeriu pur brebis,0265438017321,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,34,,25,,"1,5",,0,,22,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
