,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,packaging,traceability_code,additives,nova_score,allergens,generic_name,manufacturing,ingredients_origins,link,brand_owner,palm_ingredients
1508,"Ronnefeldt Teavelope Green Classic Teebeutel 25X1, 5G",4006465160408,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,Beignets pommes x4 -,0202301019358,['France'],[],[],?,299,1251 kj(299 kcal),11,"1,6",44,18,"5,6","0,64","0,256",,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,11 g,en quantité modérée,1.6 g,en quantité modérée,18 g,en quantité élevée,0.64 g,en quantité modérée,,-16%,-16%,-30%,-54%,-3%,+10%,-12%,-13%,-13%,6,-50%,C,-50%,,,,,,,,,,,,,,Beignets fourré à la purée de pomme,,,,,
1510,Corn Thins - By Sainsbury's,00156301,"['France', 'Royaume-Uni']",[],[],?,388,1623 kj(388 kcal),"1,5","0,2","85,5","0,4","7,1","0,78","0,312",,"[""By Sainsbury's""]",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Penne Rigate,3858884500614,['France'],[],[],?,349,1460 kj(349 kcal),"1,2","0,2",72,"2,6",11,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Penne', 'Penne rigate']",,1.2 g,en faible quantité,0.2 g,en faible quantité,2.6 g,en faible quantité,0 g,en faible quantité,,-1%,-1%,-29%,-46%,+3%,-11%,-8%,-100%,-100%,-1,,A,,,,,,,,,,,,,,,,,,,,
1512,4 Tandoori Fish Skewers - Iceland,5010482719401,['France'],[],[],?,120,502 kj(120 kcal),"1,9","0,8","3,9","3,8","20,9","0,6","0,24",,['Iceland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,Jus de pêche,8412318008302,['France'],[],[],?,34,142 kj(34 kcal),"0,1",0,"7,8",7,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,Stolle classic,3184340041071,['France'],[],[],?,367,1536 kj(367 kcal),"15,8","7,3","46,3","26,3","6,4","0,3","0,12",,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Fabriqué en Allemagne']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,6 minced beef and onion pies,5011187114010,['France'],[],[],?,286,1197 kj(286 kcal),"16,8","6,6","24,8","3,1","6,9","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,Muffins aux pépites de chocolat,0206701022963,['France'],[],[],?,393,1644 kj(393 kcal),22,"3,9",44,24,"3,5","0,57","0,228",,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat', 'Muffins aux pépites de chocolat']",['Fabriqué en France'],22 g,en quantité élevée,3.9 g,en quantité modérée,24 g,en quantité élevée,0.57 g,en quantité modérée,,-1%,-0%,+2%,+6%,-2%,-3%,-26%,-16%,-16%,14,+2%,D,+2%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,,,,,,,,,
1517,Saucisse de couenne,2447543019683,['France'],[],[],?,276,1155 kj(276 kcal),"19,3","8,7",1,"0,2","24,5","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Foie gras Osoa - foie gras de canard - 350g,3700415000035,['France'],"['foie gras de canard entier', 'sel', 'sucre', 'poivre', ' onserver dans un endroit sec et frais', ' Foie gras de canard entier - Poids net 350 g']","['Non végétalien', 'Non végétarien']",?,487,2038 kj(487 kcal),"50,1","22,9","2,2","0,6","6,9",1,"0,4",350g,['foie gras de canard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Volvic zest citron,03635500,['France'],[],[],?,5,21 kj(5 kcal),0,0,1,1,0,"0,01","0,004",,['Volvic'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Lot baguettes meuniers,0203029012799,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Gyros,53535306,['France'],[],[],?,148,619 kj(148 kcal),7,"2,8",2,"1,5",19,"1,88","0,752",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Confiture à la rhubarbe - Les Recettes de Juliette - 100g,3760058113011,['France'],"['Rhubarbe', 'sucre', 'cassonade 20%', 'jus de citron oncentré', 'gélifant: pectines de fruit', ' Préparé avec 53g de fruits pour 100g de produit fini']",[],?,218,912 kj(218 kcal),0,0,53,51,"0,3","0,03","0,012",100 g,['Les Recettes de Juliette'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de rhubarbe', 'en:vegetable-jams']",,0 g,en faible quantité,0 g,en faible quantité,51 g,en quantité élevée,0.03 g,en faible quantité,,-1%,-1%,-100%,-100%,-3%,-4%,-36%,+49%,+49%,11,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],4,,,,,,,
1523,Biscotti al cocco,8002633572017,['France'],[],[],?,603,2523 kj(603 kcal),28,"11,06",56,"52,5","5,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,Quatre-Quarts,2259511888111,['France'],[],[],?,423,1770 kj(423 kcal),23,16,47,30,6,"1,3","0,52",,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']",,23 g,en quantité élevée,16 g,en quantité élevée,30 g,en quantité élevée,1.3 g,en quantité modérée,,-0%,-1%,+1%,+31%,-4%,+6%,+4%,+27%,+27%,26,+15%,E,+15%,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,,,,,,,,,,,,
1525,Gouda jeune en bloc,2760005002192,['France'],[],[],?,348,1456 kj(348 kcal),28,19,0,0,23,2,"0,8",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",,28 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,2 g,en quantité élevée,,-4%,-4%,-6%,-5%,-100%,-100%,-2%,+2%,+2%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1526,Okologisk,5707446009752,['France'],[],[],?,189,791 kj(189 kcal),"0,5",0,45,40,0,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Ice coffee espresso,8411577010613,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Perfection bar - Body&fit,8718774022020,['France'],[],[],?,357,1494 kj(357 kcal),"13,7","7,5","28,5","1,3","33,1","0,58","0,232",,['Body&fit'],,"['Snacks', 'Snacks sucrés', 'Barres']",,13.7 g,en quantité modérée,7.5 g,en quantité élevée,1.3 g,en faible quantité,0.58 g,en quantité modérée,,-20%,-21%,-33%,-16%,-48%,-96%,+295%,+69%,+69%,13,-24%,D,-24%,,,,,,,,,,,,,,,,,,,
1529,Jambon,0229606035166,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Bouchees de stollen - Agidra,55098533,['France'],[],[],?,401,1678 kj(401 kcal),17,"8,8",57,31,"3,7","0,4","0,16",,['Agidra'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Gratin de noix de Saint Jacques - Toupargel,3282740218700,['France'],[],[],?,103,431 kj(103 kcal),57,"3,7","6,3",2,6,1,"0,4",,['Toupargel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Salade Grecque - Crous Languedoc Roussillon - 315g,00012249,['France'],"['Salade Grecque Salade verte 38,1%', 'dès de BREBIS 22', '2% ', 'LAIT pasteurisé de brebis 96,32%', 'sel 2', '4%', 'ferments LACTIQUES 1,2%', 'enzyme coagulante', 'chlorure de calcium', 'concombre 15,9%', 'poivrons 9,5%', 'tomate cerise 9,5%', 'olives noires 4,8%']",['Non végétalien'],?,93.4,391 kj(93 kcal),"7,1","4,8","1,8","1,2","5,1","0,6","0,24",315 g,"['Crous Languedoc Roussillon', ""Crous Resto'""]",,"['Plats préparés', 'Salades', 'Salades composées']",,7.1 g,en quantité modérée,4.8 g,en quantité modérée,1.2 g,en faible quantité,0.6 g,en quantité modérée,,-39%,-38%,-21%,+256%,-82%,-47%,-8%,-32%,-32%,3,+97%,C,+97%,,,,,,,,['Crous Languedoc Roussillon'],['Boite plastique'],,,3,['Lait'],,,,,,
1533,Couscous - iglo,5414807006120,"['Belgique', 'France']",[],[],?,77,322 kj(77 kcal),"1,9","0,2","9,3","1,9","4,7","0,55","0,22",,['Iglo'],,"['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']","['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",1.9 g,en faible quantité,0.2 g,en faible quantité,1.9 g,en faible quantité,0.55 g,en quantité modérée,,-50%,-49%,-56%,-83%,-47%,-11%,-37%,-28%,-28%,0,-100%,B,-100%,,,,,,,,['Delhaize'],,,,,,,,,,,
1534,Filet d anchois à l huile bio,3296941400000,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,,,,,,,,,,,
1535,Légumes pour couscous recette orientale - D'Aucy,3017800449585,['France'],[],[],?,29,121 kj(29 kcal),"0,4",0,"3,9","2,2","1,3","0,95","0,38",,"[""D'Aucy""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Puissance 4 En Chocolat,8718347516123,['France'],[],[],?,514,2151 kj(514 kcal),28,17,60,59,"6,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Poulet,2142049004064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Nouilles fines bœuf,0087303860098,['France'],[],[],?,368,1540 kj(368 kcal),"5,4","0,9",60,"2,6",20,"6,1","2,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,"Ti-punch citron vert, rhum - L’épicurien - 320g",3441260003191,['France'],"['MARIMELADE TI-PUNCH CITRON VERT', 'SUCRE DECWEE Preéparée avec 30g de fruits pour 100g de produit fini ngrédients:sucre de canne', 'citrons verts 30%', 'eau', 'num2% eliats e fuits', 'citrate de calcium']",[],952,?,952 kj(228 kcal),"< 0,5","< 0,1",55,55,"< 0,5","0,01","0,004",320 g,['L’épicurien'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', 'Marmelades de citrons']",,0.5 g,en faible quantité,0.1 g,en faible quantité,55 g,en quantité élevée,0.01 g,en faible quantité,,,-6%,+211%,+100%,-10%,-7%,+89%,-81%,-81%,12,-2%,D,-2%,,,,,,,,,,,,1,,,,,,,
1540,Gambette cuite,0204206026967,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Les Donuts - 330g,2849854016403,['France'],[],[],?,392,1640 kj(392 kcal),20,12,46,13,"5,6","1,1","0,44",330 g,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,20 g,en quantité modérée,12 g,en quantité élevée,13 g,en quantité élevée,1.1 g,en quantité modérée,,-4%,-4%,-12%,+13%,+3%,-23%,-5%,+16%,+16%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1542,Bananes,2250100000983,['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,
1543,Tagliatelles à l'ancienne - Bio Village,3564707017503,['France'],[],[],?,0,0 kj(0 kcal),4,"1,1",65,3,14,"0,08","0,032",,"['Bio Village', 'Marque Repère']",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,
1544,Miche 350g - 350g,0201677007877,['France'],[],[],?,279,1167 kj(279 kcal),"0,9",0,58,"1,4","8,7","1,7","0,68",350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Green curry paste - American green,8858908301222,['France'],[],[],?,?,,?,,?,,?,,,,['American green'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Nougat Victorine - Fruidoraix,3364474466876,['France'],"['sucre', 'noisettes 21%', 'sirop de glucose', 'miel', ""arôme naturel de café E150B d'oeufs"", 'Pain azyme ', 'fécule de pomme de terre', 'eau', ' Ce produit peut contenir des traces de fruits à coques et de gluten']",['Non végétalien'],?,455,1904 kj(455 kcal),19,"1,91","65,4","56,1","4,4","0,393","0,157",,['Fruidoraix'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,19 g,en quantité modérée,1.91 g,en quantité modérée,56.1 g,en quantité élevée,0.393 g,en quantité modérée,,+3%,+3%,+26%,+35%,-4%,-3%,-35%,+425%,+425%,17,+9%,D,+9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,4,['Fruits à coque'],,,,https://www.fruidoraix.com/boutique/barre-madame-victorine/,,
1547,Pruneaux,3700146201206,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,"Sauce tomate avec olives, allaches et capres - Le conserve della nonna - 350g",00533942,['France'],[],[],?,?,,?,,?,,?,,,350 g,['Le conserve della nonna'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Palet provencal,3485310000877,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.082.005 CE', 'Epesses (Vendée, France)']",,,,,,,,,
1550,Mastani di semola,8002330108250,['France'],[],[],?,354,1481 kj(354 kcal),"1,4","0,3",70,"3,2","13,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Nougat Tendre - Fruidoraix,3364474464292,['France'],"['sucre', 'amandes', 'sirop de glucose', 'miel', ""blanc d'oeuf"", 'pain azyme ', 'fécule de pomme de terre', 'eau', 'arôme naturel de vanille', ' Ce produit peut contenir des traces de fruits à coque', 'lait et du gluten']","['Sans huile de palme', 'Non végétalien']",?,441,1845 kj(441 kcal),"15,4","1,42","66,5","52,7","7,7","0,058","0,023",,['Fruidoraix'],E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,15.4 g,en quantité modérée,1.42 g,en faible quantité,52.7 g,en quantité élevée,0.0575 g,en faible quantité,,-0%,-0%,+2%,+1%,-2%,-9%,+14%,-23%,-23%,16,+3%,D,+3%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,4,"['Œufs', 'Fruits à coque']",,,,https://www.fruidoraix.com/boutique/barre-capitaine-vanille/,,
1552,Le haché jambon - Fleury Michon,3095759589019,['France'],[],[],?,?,,?,,?,,?,,,,['Fleury Michon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Pain rustisque campaniere,0200018009181,['France'],[],[],?,250,1046 kj(250 kcal),"0,9","0,2","49,9","2,2","8,7","1,36","0,544",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Reblochon de Savoie AOP,2890665025528,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1555,Kofola,8594003844942,['France'],[],[],?,32,134 kj(32 kcal),"0,5","0,1",8,8,"0,5","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Tzatziki au saumon - Blini,3292070009060,['France'],[],[],?,128,536 kj(128 kcal),"9,3","1,8","2,4","2,2","8,6","1,07","0,428",,['Blini'],,"['Epicerie', 'Sauces', 'Tzatzíki']",,9.3 g,en quantité modérée,1.8 g,en quantité modérée,2.2 g,en faible quantité,1.07 g,en quantité modérée,,-9%,-7%,-16%,-36%,-37%,-19%,+74%,+23%,+23%,1,-79%,B,-79%,,,,,,,,,,,,,,,,,,,
1557,L'assiette pour raclette,3324440456348,['France'],[],[],?,341,1427 kj(341 kcal),25,16,"4,7","0,5",24,"1,09","0,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Nonnettes bio miel orange - Secrets de Ruche - 150g,3760115097049,['France'],"[""Farine de blé fourrage à l'orange 24% "", 'sirop de blé', 'sucre de canne', ""purée d'orange "", '4,8 %', 'arôme', 'gélifiant: pectines', 'acidifiant : acide citrique', ""correcteur d'acidité : carbonates de potassium"", 'miel ', '21%', 'sucre glace ', 'sucre', ""anti-agglomérant : fécule de pomme de terre'"", 'sirop de sucre inverti', ""jaune d'oeuf en poudre'"", 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", ""gluten de blé'"", 'arôme', "" ingrédients issus de l'agriculture biologique"", ' Peut contenir des traces de sésame']",['Non végétalien'],?,346,1448 kj(346 kcal),"2,3","0,5",77,48,"4,3","0,38","0,152",150 g,['Secrets de Ruche'],,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",2.3 g,en faible quantité,0.5 g,en faible quantité,48 g,en quantité élevée,0.38 g,en quantité modérée,,+2%,+2%,+16%,+20%,+2%,+6%,+17%,-28%,-28%,15,0%,D,0%,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E501 - Carbonates de potassium', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",4,['Gluten'],,,,,,
1559,Brioche sucre,0202655019028,['France'],[],[],?,409,1711 kj(409 kcal),18,11,53,25,"7,9","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Pere noel,00219686,['France'],[],[],?,484,2025 kj(484 kcal),"18,6","11,4","71,9","27,5","6,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Lasagne saumon et epinard - Thiriet - 900g,3292590282523,['France'],"['sauce béchamel 21,1% ', 'eau', 'lait entier en poudre', 'farine de blé', 'amidon transformé', 'sel', 'muscade', 'arôme naturel de poivre', 'eau', 'saumon 15% ', 'soit 23,4% de la garniture', 'épinards 15%', 'pâtes précuites 12% ', 'semoule de blé dur', 'eau', ""poudre d'oeuf"", 'sel', 'crème fraîche', 'échalote', 'emmental', 'beurre', 'vin blanc', 'amidon transformé', 'lait entier en poudre', 'farine de blé', 'sel', 'jus de citron concentré', 'arôme naturel ', 'dont poisson', 'ail', 'épices', ' Présence éventuelle de crustacés', 'soja', 'fruits à coque', 'céleri', 'moutarde', 'sésame', 'mollusques et lupin']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,496,2075 kj(496 kcal),5,"2,8",12,"2,1","6,1","0,6","0,24",900 g,['Thiriet'],D,"['Plats préparés', 'Plats à base de pâtes', 'Plats préparés au poisson', 'Lasagnes préparées', 'Lasagnes au poisson', 'Plats au saumon', 'Lasagnes au saumon']",,5 g,en quantité modérée,2.8 g,en quantité modérée,2.1 g,en faible quantité,0.6 g,en quantité modérée,,+249%,+258%,-22%,+1%,0%,-1%,-10%,-18%,-18%,7,+179%,C,+179%,79.3%,12.2%,2.8%,3.0%,1.6%,1.1%,48,['Thiriet'],,,['E14XX - Amidons modifiés'],4,"['Céleri', 'Poisson', 'Gluten', 'Lupin', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Graines de sésame', 'Soja']",,,,,,
1562,Filet de poulet,2467751045854,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",,,,,,,,,
1563,3323707000133,3323707000133,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Filet de dorade sebaste,0200959055360,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Poularde sauce Coteaux du Layon & Girolles - 180g,3366760041972,['France'],[],[],?,163,682 kj(163 kcal),11,"2,5",3,"0,8",13,"0,66","0,264",180 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Light & free,2007356009181,['France'],[],[],?,64,268 kj(64 kcal),"1,2","0,8","9,1","7,9",4,"0,15","0,06",,"['Light & Free', 'Danone']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,78% cacao ederlbitter vollmundig - Lindt - 100g,3046920025003,"['France', 'Allemagne']","['Kakaomasse', 'Kakaobutter', 'Zucker', 'stark entölter Kakao', 'Butterreinfett', ' Kann Schalenfrüchte', 'Soja', 'Sesamsamen und Weizen enthalten']",['Non végétalien'],?,582,2435 kj(582 kcal),47,29,23,18,"9,2","0,03","0,012",100 g,['Lindt'],E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,47 g,en quantité élevée,29 g,en quantité élevée,18 g,en quantité élevée,0.03 g,en faible quantité,,+5%,+5%,+19%,+26%,-40%,-43%,+20%,-36%,-36%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,3,"['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",,,,,,
