,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,traceability_code,markets,manufacturing,labels,ingredients_origins,link,palm_ingredients,producer_info
1826,Ravioli aux 5 Fromages - Thiriet,3292590879440,,['Thiriet'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Pâtes farcies au fromage', 'Ravioli au fromage']",['France'],[],,['Lait'],[],,4.5 g,en quantité modérée,2.4 g,en quantité modérée,2.5 g,en faible quantité,0.92 g,en quantité modérée,?,,189,-25%,791 kj(189 kcal),-25%,"4,5",-44%,"2,4",-40%,"26,8",-20%,"2,5",-18%,"9,7",-5%,"0,92",-13%,"0,368",-13%,2,-73%,B,-73%,,,,,,,,,,,,['Thiriet'],,,,,,
1827,Gnocchi a poeler - Thiriet - 500g,3292590879457,A,['Thiriet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['France'],"['Eau', 'semoule de blé dur de qualité supérieure 27%', 'flocons de pommes de terre déshydratés 15% ', 'pommes de terre', ""émulsifiants : mono et diglycérides d'acides gras"", 'diphosphate disodique', 'acidifiant: acide citrique', 'colorant : extrait de curcuma', 'farine de riz', 'sel', 'huile de tournesol', ' Présence éventuelle']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E100 - Curcumine']",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,2.4 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,1.2 g,en quantité modérée,?,,185,+11%,774 kj(185 kcal),+10%,"2,4",+75%,"0,4",+7%,34,+3%,"0,5",-58%,"5,6",+33%,"1,2",+6%,"0,48",+6%,4,+12%,C,+12%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,500 g,"['Frais', 'Sachet']",,['Thiriet'],,,,,,
1828,Pommes de terre rissolées et boulettes au boeuf - Thiriet - 900g,3292590879471,,['Thiriet'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf']",['France'],"['pomme de terre pré frite 58,4% ', 'pomme de terre', 'huile de tournesol', 'dextrose', 'boulette à la viande bovine assaisonnée cuite 17,7% ', 'viande bovine française 80%', 'eau', 'protéines de pois rehydratées', 'chapelure ', 'dont blé', 'sel', 'arôme naturel', 'épices', 'oignons pré frits 15,8% ', 'oignon', 'huile de tournesol', 'arômes naturels', 'ail', 'purée de tomate double concentrée', 'eau', 'graisse de poulet ', 'graisse de poulet', 'antioxydant : extraits de romarin', 'huile de tournesol', 'persil 0,2%', 'sucre', 'thym 0,02%']",['E392 - Extrait de romarin'],['Gluten'],"['Non végétalien', 'Non végétarien']",4,5.3 g,en quantité modérée,1.1 g,en faible quantité,1.4 g,en faible quantité,1.1 g,en quantité modérée,?,,162,+18%,678 kj(162 kcal),+20%,"5,3",-11%,"1,1",-50%,22,+134%,"1,4",-23%,6,-32%,"1,1",+29%,"0,44",+29%,3,+31%,C,+31%,,,,,,,,Poêlée de pommes de terre pré frites aux boulettes à la viande bovine assaisonnées cuites et aux oignons,900 g,"['Sachet plastique', 'Surgelé']","['FR 29.188.020 CE', 'Plougasnou (Finistère, France)']",['Thiriet'],,"['Viande Française', 'Viande-bovine-francaise']",,,,
1829,Blanquette de Volaille et Riz - Thiriet - 300g e,3292590879587,C,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Blanquettes de volaille']",['France'],"['Riz cuit 46,2 % ', 'eau', 'riz', 'sel', 'eau', 'émincés de poulet cuit rôti traité en salaison 15 % ', 'filet de poulet ', 'origine France', 'eau', 'fécule', 'dextrose', 'sel', 'crème fraîche 9,6 %', 'champignon de Paris 4 %', 'oignon', 'graisse de poulet 1,9 % ', 'graisse de poulet', 'antioxydant : extraits de romarin', 'échalote', 'poudre de lait écrémé', 'carotte 0,8 %', 'amidon transformé', 'arôme naturel', 'farine de blé', 'sel', 'épice et plantes aromatiques']","['E392 - Extrait de romarin', 'E14XX - Amidons modifiés']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,7.1 g,en quantité modérée,2.9 g,en quantité modérée,1.8 g,en faible quantité,0.58 g,en quantité modérée,?,,144,-3%,602 kj(144 kcal),-4%,"7,1",+1%,"2,9",+12%,"12,5",-5%,"1,8",-14%,"6,9",+2%,"0,58",-24%,"0,232",-24%,0,-100%,B,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,300 g e,"['Frais', 'Plastique']",,['Thiriet'],,,['France'],"https://www.thiriet.com/produits/plats_cuisines/plats_individuels/recettes_minutes/blanquette_de_volaille_et_riz,163,1139.html?&args=Y29tcF9pZD00OCZhY3Rpb249ZmljaGUmaWQ9Jnw%3D&vars=ZmFtaWxsZV9pZD1GQU0xLTA5JnByb2R1aXRfaWQ9ODc5NTg%3D",,
1830,Boudin noir aux oignons - Thiriet - 350g,3292590879686,D,['Thiriet'],"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux oignons', 'Boudin noir sauté']",['France'],"['boudin noir 35% ', 'sang de porc*r oignons', 'gras de sel', 'sucre', 'épices', 'plantes aromatiques', 'enveloppe : boyau naturel de pommes de terre 21%', 'pommes caramélisées 19% e', 'pommes', 'caramer v', 'sucret sirop de glucose4ructose', 'eau', 'beurre concentrO acidifiant : acide citrique', 'antioxydant : acide ascorbique', '/ eau', 'lait entier 5%', ""'flocons de pommes deterre"", 'pommes de terre déshydratées', 'émulsifiant tmono - ?rglycérides dtacides gras', 'extrait dtépice', 'amidon transformé', 'sel', 'muscade', ""Porc origine France Présence éventuelle de gluten et d'?uf""]","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés']",['Lait'],"['Non végétalien', 'Non végétarien']",4,9.3 g,en quantité modérée,4.2 g,en quantité modérée,4.2 g,en faible quantité,0.58 g,en quantité modérée,?,,138,-46%,577 kj(138 kcal),-46%,"9,3",-57%,"4,2",-50%,"7,7",+154%,"4,2",+108%,5,-57%,"0,58",-56%,"0,232",-56%,3,-81%,C,-81%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,350 g,,,['Thiriet'],,,,,,
1831,Risotto au poulet - Thiriet - 600G,3292590879792,D,['Thiriet'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Risottos', 'Plats au poulet', 'Risottos au poulet']",['France'],"['riz précuit ', 'riz* eau', 'poulet cuit traité en salaison ', 'viande de poulet origine France 98%', 'sel', 'sucre', 'jus de citron', 'crème fraîche 14%', 'eau', 'brocolis fèves de soja 4%', 'petit pois 3,5% parmesan AOp échalotes vin blanc mozzarella', 'amidon écrémé en poudre', ""huile d'olive* sel thym"", ' extrait d’épices']",,['Lait'],"['Non végétalien', 'Non végétarien']",,5.4 g,en quantité modérée,3.2 g,en quantité modérée,1.9 g,en faible quantité,0.69 g,en quantité modérée,?,,139,+9%,582 kj(139 kcal),+9%,"5,4",+2%,"3,2",+16%,15,+16%,"1,9",+53%,"7,5",+22%,"0,69",-7%,"0,276",-7%,3,+16%,C,+16%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,600G,['SACHET'],,['Thiriet'],['FRANCE'],['AOP'],,,,
1832,"Les poêlées cuisinées - Poulet, semoule et légumes façon tajine - Thiriet - 600g",3292590879808,D,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats préparés surgelés', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Tajines de poulet']",['France'],"['Semoule préparée 15,5% ', 'semoule de blé dur', 'eau', ""huile d'olive vierge extra"", 'sel', 'poulet cuit traité en salaison 15% ', 'viande de poulet origine France 98%', 'sel', 'sucre', 'jus de citron', 'oignons 14,5%', 'courgette grillée 13,5%', 'eau', 'carotte 12%', 'pois chiche 5%', 'raisins secs 4% ', 'raisins secs', 'huile de tournesol', 'conservateur : anhydride sulfureux', ""jus d'orange"", 'amidon transformé', ""huile d'olive"", 'jus de citron à base de concentré', 'sel', 'concentre de tomates', 'ail', 'épices et aromates 0,1%', 'cumin', 'coriandre', 'fond de volaille ', 'jus et graisse de volaille', 'carottes', 'sel', 'plantes aromatiques', 'vinaigre de Xérès', 'sucre', 'gingembre', 'piment ', 'purée de piments', 'sel', ""correcteur d'acidité : acide acétique"", 'cannelle', 'curcuma', 'poivre']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E260 - Acide acétique']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,2 g,en faible quantité,0.4 g,en faible quantité,5.8 g,en quantité modérée,0.71 g,en quantité modérée,423,-18%,100,-24%,423 kj(100 kcal),-21%,2,-49%,"0,4",-42%,13,+2%,"5,8",+67%,"6,6",-9%,"0,71",-11%,"0,284",-11%,-1,-3804%,A,-3804%,79.2%,13.1%,2.3%,3.2%,1.3%,0.9%,42,,600 g,"['Sachet', 'Plastique', 'Surgelé']","['EMB 79005A', 'Airvault (Deux-Sèvres, France)', 'FR 79.005.001 CE', 'Airvault (Deux-Sèvres, France)']",['Thiriet'],,"['Viande-francaise', 'Poulet Français']",,"https://www.thiriet.com/produits/offres_du_mois/poulet_semoule_et_legumes_facon_tajine,163,1139.html?&args=Y29tcF9pZD00OCZhY3Rpb249ZmljaGUmaWQ9Jnw%3D&vars=ZmFtaWxsZV9vZmZyZT0xJnByb2R1aXRfaWQ9ODc5ODA%3D",,
1833,Buddha bowl pous chiches - Thiriet - 350g,3292590879952,,['Thiriet'],"['Surgelés', 'Plats préparés', 'Salades', 'Salades composées', 'Plats à base de riz', 'Plats préparés surgelés', 'Buddha Bowl']",['France'],"['Carotte orange 32%', 'betterave rouge 20,5% ', 'brocolis 14,9%', 'pois chiche cuit 11,1%', 'riz long étuvé 8,5%', 'huile de tournesol', 'riz sauvage 2,8%', 'riz rouge 2,8% ', ""huile d'olive vierge extra 2,3%"", 'sel', 'vinaigre de cidre 0,5% ', 'vinaigre de cidre', 'conservateur: disulfite de potassium', 'fécule de manioc', 'huile de noisette ', 'Fruits à coque', ' 0,3%', 'épaississant : méthylcellulose', 'persil 0,1%', ""jus d'ail concentré 0,02% "", ""fibre d'agrume"", ' Présence éventuelle de gluten', 'lait', 'moutarde et soja']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E461 - Méthylcellulose']","['Lait', 'Moutarde', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,7.9 g,en quantité modérée,1.2 g,en faible quantité,4.7 g,en faible quantité,0.89 g,en quantité modérée,?,,173,+19%,724 kj(173 kcal),+20%,"7,9",+21%,"1,2",+12%,19,+41%,"4,7",+65%,"4,9",-3%,"0,89",+41%,"0,356",+41%,2,+67%,B,+67%,,,,,,,,,350 g,,,['Thiriet'],,['Végétarien'],,,,
1834,Buddha bowl falafels - Thiriet - 350g,3292590879969,,['Thiriet'],"['Surgelés', 'Plats préparés', 'Salades', 'Salades composées', 'Plats préparés surgelés', 'Buddha Bowl']",['France'],"['boulgour ', 'Gluten', ' 28,2%', 'petits pois doux 20,7% ', 'patate douce 15%', 'courgette 14,8%', 'falafei 13,3% ', 'fève 4,7%', 'pois chiche 4%', 'huile de tournesol oléique 1,2%', 'oignon', 'farines ', 'farine de blé ', 'Gluten', 'gluten de blé ', 'Gluten', 'farine de fève', 'farine de blé malté ', 'Gluten', 'levure désactivée', 'persil', 'poudre à lever: carbonates de sodium diphosphates', 'ail', 'sel', 'coriandre', 'cumin', 'poivre blanc', 'piment de Cayenne', 'huile de tournesol', 'jus de citron 2,2%', ""huile d'olive vierge extra"", 'sel', 'menthe douce 0,4%', 'persil', ""jus d'ail concentré"", 'ail', 'fond de légumes ', 'extrait de carotte', 'extrait de poireau', 'poireau', 'plantes aromatiques', 'sel', 'huile de tournesol', ""extrait d'épices et de plantes aromatiques"", 'thym', 'épaississant: méthylcellulose', ""fibre d'agrume"", ' ce éventuelle de céleri', 'oeufs', 'lait', 'moutarde', 'soja et fruits à coque']","['E500 - Carbonates de sodium', 'E461 - Méthylcellulose']","['Céleri', 'Œufs', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Soja']",['Non végétalien'],4,8 g,en quantité modérée,1.1 g,en faible quantité,2.9 g,en faible quantité,0.98 g,en quantité modérée,?,,157,+8%,657 kj(157 kcal),+9%,8,+22%,"1,1",+3%,15,+11%,"2,9",+2%,"4,3",-15%,"0,98",+55%,"0,392",+55%,4,+233%,C,+233%,,,,,,,,,350 g,,,['Thiriet'],,,,,,
1835,Velouté de champignons - Thiriet - 1kg,3292590880064,,['Thiriet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Plats préparés', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Soupes', 'Veloutés', 'Veloutés de champignons', 'Plats préparés surgelés', 'Veloutés de champignons de Paris', 'Soupes surgelées']",['France'],"['Champignons de Paris 35%', 'eau', 'pommes de terre 23%', 'crème fraîche 7%', 'huile 3 % ', 'tournesol', 'arôme naturel', 'sel', 'amidon de pomme de terre', 'poivre']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,2.6 g,en faible quantité,1.7 g,en quantité modérée,1.1 g,en faible quantité,0.59 g,en quantité modérée,?,,47,+18%,197 kj(47 kcal),+14%,"2,6",+30%,"1,7",+72%,"4,4",+1%,"1,1",+44%,1,-3%,"0,59",-16%,"0,236",-16%,-2,,A,,,,,,,,,,1 kg,"['Sachet', 'Plastique', 'Surgelé']",,['Thiriet'],,"['Végétarien', 'Sans conservateurs']",,,,
1836,Lasagnes au Poulet et Champignons - Thiriet - 900g e,3292590882549,D,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Lasagnes préparées', 'Plats à la volaille', 'Plats préparés surgelés', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes', 'Lasagnes poulet champignons']",['France'],"['Eau', 'émincés de poulet traités en salaison cuits 14 % ', 'filet de poulet origine UE 80 %', 'eau', 'sel', 'amidon', 'semoule de blé dur', 'champignons de Paris 8 %', 'crème fraîche 5 %', 'carottes 4,2 %', 'lait écrémé en poudre', 'huile de tournesol', 'emmental 2,2 %', 'farine de blé', 'amidon transformé', 'oignons 1,3 %', 'arôme naturel', 'céleri', ""blanc d'œuf"", 'jus de citron à base de concentré ', 'eau', 'jus de citron concentré', 'antioxydant : acide ascorbique', 'conservateur : anhydride sulfureux', 'beurre', 'œuf entier', 'persil', 'ail', 'sel', 'épaississant : gomme xanthane', 'poivre', 'macis', 'romarin', 'thym', 'laurier']","['E14XX - Amidons modifiés', 'E300 - Acide ascorbique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']","['Céleri', 'Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,5.8 g,en quantité modérée,2.4 g,en quantité modérée,2.6 g,en faible quantité,0.84 g,en quantité modérée,?,,134,0%,561 kj(134 kcal),+1%,"5,8",-4%,"2,4",-6%,13,+4%,"2,6",-1%,"7,2",+16%,"0,84",+8%,"0,336",+8%,1,-58%,B,-58%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,900 g e,"['Carton', 'Plastique', 'boîte', 'surgelé']","['EMB 57463R', 'Metz (Moselle, France)']",['Thiriet'],,,['Union européenne'],"https://www.thiriet.com/produits/plats_cuisines/plats_a_partager/les_gratins/lasagnes_au_poulet_et_champignons,163,1139.html?&args=Y29tcF9pZD00OCZhY3Rpb249ZmljaGUmaWQ9Jnw%3D&vars=ZmFtaWxsZV9pZD1GQU0xLTA5JnByb2R1aXRfaWQ9ODgyNTQ%3D",,
1837,Assortiment Asiatique - Thiriet - 360g e,3292590883911,C,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au porc', 'Ravioli', 'Plats préparés surgelés', 'Nems', 'Samoussas', 'Ravioli chinois', 'Nems au porc']",['France'],"['SAMOSSAS AU POULET ', '4 x 30 g', ' : FARCE 71% : viande de poulet 46% ', 'origine UE', 'oignons réhydratés', 'crème liquide ', 'stabilisant : carraghénanes', 'vermicelles de pois réhydratés', 'chapelure ', 'dont blé', 'sel', 'curcuma', 'pulpe d’ail', 'curry ', 'dont moutarde', 'ciboulette', ' GALETTE 29% : eau', 'farine de blé', 'huile de tournesol', 'blanc d’œuf', 'sel', 'émulsifiant : lécithine de colza', ' MINI NEMS PORC ', '4 x 25 g', ' : FARCE 52% : viande de porc ', 'origine France', ' 25,7%', 'vermicelles de pois réhydratés', 'oignon', 'carotte', 'protéines de soja', 'germes de haricot mungo', 'gras de porc 4,3%', 'champignons noirs réhydratés', 'arôme naturel de viande ', 'dont blé', 'sel', 'poivre', ' GALETTE 48% : eau', 'farine de riz', 'huile de tournesol', 'sel', '\rMINI RAVIOLIS A LA CREVETTE ', '4 x15 g', ' : FARCE 57,9% : crevette 49%', ""châtaigne d'eau"", 'farine de blé', 'huile de sésame', ""blanc d'œuf"", 'persil', 'sel', ' GALETTE 42,1% : eau', 'farine de blé', 'huile de tournesol', ""blanc d'œuf"", 'sel', 'émulsifiant : lécithine de colza', '\rSAUCE AIGRE DOUCE ', '2 x 20 g', ' : eau', 'sucre', 'vinaigre', 'ananas', 'poivron', 'amidon transformé', 'huile de tournesol', 'sel', 'acidifiant : acide citrique', 'épices ', 'curry ', 'dont moutarde', 'gingembre', 'stabilisants : gomme de guar - gomme xanthane', '\rSAUCE NUOC MÂM 2 x 20 g : eau', 'sucre', 'nuoc mâm 14% ', 'anchois', 'sel', 'vinaigre', 'sel']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Œufs', 'Poisson', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,2.5 g,en quantité modérée,3 g,en faible quantité,1.13 g,en quantité modérée,885,,212,+13%,885 kj(212 kcal),+13%,11,+66%,"2,5",+45%,"20,6",-10%,3,+44%,"6,9",-16%,"1,13",+9%,"0,452",+9%,4,+23%,C,+23%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,4 mini nems porc - 4 mini samossas - 4 mini raviolis crevettes,360 g e,"['Surgelé', 'Plastique', 'Carton']",,['Thiriet'],,"['Viande de porc origine France', 'Viande de poulet origine UE']",,,,
1838,Brandade de morue parmentiére - Thiriet - 1kg,3292590884376,E,['Thiriet'],"['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Brandades de morue', 'Brandades de morue parmentière', 'en:preparations-made-from-fish-meat']",['France'],"['Purée de pommes de terre réhydratée 57 % ', 'eau', 'pomme de terre', ""émulsifiant : mono - et diglycérides d'acides gras"", 'stabilisant : diphosphate disodique', 'épice', 'acidifiant : acide citrique', 'conservateur : disulfites de sodium', 'morue 22%', 'fumet de poisson et court-bouillon en poudre ', 'sirop de glucose', 'sel', 'poisson en poudre', 'arômes', 'fécule', 'lactose', 'épaississant : gomme de guar', 'maltodextrine', 'huile végétale de tournesol', 'plantes aromatiques', 'levure', 'poireaux déshydratés', 'acidifiant : acide citrique', 'protéines de lait', 'épices', 'céleri', 'crustacés', 'sucre', 'acidifiant : acide acétique', 'carottes déshydratées', 'tomate déshydratée', 'antioxygène : acide ascorbique', 'huile de tournesol 9%', ""huile d'olive extra 2%"", 'poudre de lait écrémé', 'ail en poudre 0,5%', 'poivre', 'amidon transformé']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E260 - Acide acétique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés']","['Céleri', 'Crustacés', 'Poisson', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,7 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,0.68 g,en quantité modérée,?,,133,-9%,556 kj(133 kcal),-9%,7,-18%,1,-40%,"11,4",+20%,1,+10%,"5,1",-25%,"0,68",-17%,"0,272",-17%,-1,-157%,A,-157%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,1 kg,,,['Thiriet'],,,,,,
1839,Recettes minutes : Hachis parmentier - Thiriet - 350g,3292590886516,D,['Thiriet'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés surgelés', 'Hachis parmentier']",['France'],"['Purée de pommes de terre 58 % ', 'eau', 'flocon de pomme de terre ', 'pomme de terre déshydratée', ""émulsifiant : mono et diglycérides d'acides gras"", 'colorant : curcumine', 'lait entier en poudre', 'beurre', 'sel', 'arômes naturels ', 'dont lait', 'extrait de muscade', 'curcuma', 'viande bovine française 25 %', 'eau', 'oignon', 'chapelure 1', '1 % ', 'farine de blé', 'levure', 'sel', 'amidon transformé', 'huile de tournesol', ""pâte d'ail "", 'ail', 'sel', 'antioxydant : acide citrique', 'conservateur : métabisulfite de sodium', 'persil', 'fond de viande bovine ', 'viande et jus de cuisson de viande bovine', 'légumes et jus de cuisson de légumes ', 'carotte', 'poireau', 'oignon', 'sel', 'extraits de plantes aromatiques', 'extrait de poivre']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,5.1 g,en quantité modérée,2.7 g,en quantité modérée,1.4 g,en faible quantité,0.83 g,en quantité modérée,?,,119,-6%,498 kj(119 kcal),-4%,"5,1",-17%,"2,7",-7%,11,+10%,"1,4",-13%,"7,3",+18%,"0,83",+14%,"0,332",+14%,2,-31%,B,-31%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,350 g,"['Surgelé', 'Carton', 'Barquette']","['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['Thiriet'],,"['Viande Française', 'Viande-bovine-francaise']",,,,
