,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
1762,croq party x6 - Le gaulois - 600g,3266980526856,D,,600 g,['Frais'],['Le gaulois'],"['Viandes', 'Volailles', 'Produits panés', 'Poulets']","['Viande Française', 'en:palm-oil-free', 'Volaille-francaise']",['France'],"[""CROQ' JAMBON DE DINDE :Ingrédients "", 'à la mise en oeuvre', ' :Jambon de dinde cuit standard : 64 % ', 'viande de dinde : 45%', 'eau', 'dextrose de blé', 'protéines de BLÉ', 'sel', 'fécule de pommes de terre', 'fibres de carotte', 'arômes naturels', 'ferments', 'gélifiant : carraghénanes', 'antioxydant : ascorbate de sodium', 'panure : 21 % ', 'eau', 'farine de BLÉ', 'amidon transformé de BLÉ', 'GLUTEN de BLÉ', 'amidon natif de BLÉ', 'levure', 'sel', 'épices', 'FROMAGE fondu : 15 % ', 'FROMAGES : 8%', 'eau', 'poudre de LAIT écrémé', 'protéines de LAIT', 'BEURRE', 'sels émulsifiants : citrates de sodium', 'Huile de tournesolCORDON BLÉU DE POULET :Ingrédients ', 'à la mise en oeuvre', ':Viande de poulet traitée en salaison: 58 % ', 'viande de poulet : 49%', 'eau', 'fibres de BLÉ', 'sel', 'dextrose de blé', 'sucre', 'arôme naturel', 'panure : 22% ', 'eau', 'farine de BLÉ', 'levure', 'sel', 'épices', 'jambon de dinde standard fumé : 10% ', 'viande de dinde : 8%', 'eau', 'arômes naturels', 'dextrose de blé', 'sel', 'ferments', 'antioxydant : ascorbate de sodium', 'EMMENTAL fondu : 10 % ', 'EMMENTAL : 5%', 'FROMAGES', 'protéines de LAIT', 'eau', 'BEURRE', 'sel', 'sels émulsifiants : citrates de sodium', 'polyphosphates', ' Huile de tournesol', 'PANE SAVOYARD Façon tartifletteIngrédients ', 'à la mise en oeuvre', ':Préparation à base de pomme de terre', 'de REBLOCHON fondu', ""de jambon de dinde fumé et d'oignons : 72% "", 'pommes de terre cuites : 22%', 'REBLOCHON fondu : 16% ', 'REBLOCHON : 9,6%', 'BEURRE', 'eau', 'amidon modifié de pomme de terre', 'sel', 'sels émulsifiants : citrates de sodium', 'gélifiant : carraghénanes', 'viande de poulet', 'FROMAGE blanc ', 'LAIT écrémé pasteurisé', 'CRÈME pasteurisé', 'FERMENTS LACTIQUES', 'jambon de dinde cuit standard fumé : 7% ', 'viande de dinde : 6%', 'eau', 'arômes naturels', 'dextrose', 'sel', 'ferments', 'extraits végétaux ', 'bette', 'carotte', 'antioxydant : ascorbate de sodium', 'fibre de BLÉ', 'plantes aromatiques ', 'oignon : 1', '7%', 'sel', 'vin blanc', 'panure : 28 % ', 'eau', 'farine de BLÉ', 'sel', 'levure', 'Huile de tournesol']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,13 g,en quantité modérée,3.4 g,en quantité modérée,2.1 g,en faible quantité,1.2 g,en quantité modérée,954,+6%,229,+7%,954 kj(229 kcal),+7%,13,+23%,"3,4",+57%,12,-23%,"2,1",+42%,15,+18%,"1,2",+6%,"0,48",+6%,4,-3%,C,-3%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,LDC DPE - Le Clos du bois - 72300 Sablé/Sarthe
1763,Spicy de Poulet - Reghalal - 400g,3266980764968,,,400 g,,['Reghalal'],['Filet de poulet halal'],"['Viande Française', 'Halal', 'Volaille-francaise']",['France'],[],,,[],,8.2 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,1.52 g,en quantité élevée,?,,184,,770 kj(184 kcal),,"8,2",,1,,10,,"0,5",,17,,"1,525",,"0,61",,3,,C,,,,,,,,,,"['EMB 56222', 'Saint-Jean-Brévelay (Morbihan, France)']",,,,,,,
1764,Poudre d’amande bio - Perl’amande,3267110000208,,,,,['Perl’amande'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['Bio'],['France'],[],,,[],,61 g,en quantité élevée,5 g,en quantité modérée,5.7 g,en quantité modérée,0.004 g,en faible quantité,?,,679,+9%,2841 kj(679 kcal),+9%,61,+14%,5,+18%,"5,7",-34%,"5,7",+35%,"22,9",-1%,"0,004",-85%,"0,002",-85%,8,+44%,C,+44%,,,,,,,,,,,,,,,,
1765,Purée d'amande complète - L'Amandaie,3267110000857,,,,,"[""L'Amandaie""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande"", 'Pâtés végétaux', ""Purées d'amande complète""]","['Bio', 'Végétarien', 'Bio européen', 'Sans gluten', 'Végétalien', 'Sans lactose', 'en:The Vegan Society', 'AB Agriculture Biologique']",['France'],['Amandes complètes'],,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,55.2 g,en quantité élevée,4.6 g,en quantité modérée,5.6 g,en quantité modérée,0.01 g,en faible quantité,?,,625,-1%,2615 kj(625 kcal),-1%,"55,2",+1%,"4,6",+1%,"5,6",-23%,"5,6",+30%,"22,5",0%,"0,01",-20%,"0,004",-20%,-3,-262%,A,-262%,,,,,,,,,,,,,,,,
1766,Tagliatelles complètes bio - Lazzaretti - 250g,3267460030115,B,Pâtes alimentaires de semoule de blé dur complet bio,250 g,"['Sec', 'Plastique']",['Lazzaretti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Pâtes sèches au blé complet', 'Pâtes de blé dur complet', 'Tagliatelles']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Riche en fibres', 'Fabrication artisanale']",['France'],['Semoule complète de blé dur biologique'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,3 g,en quantité modérée,0.7 g,en faible quantité,4 g,en faible quantité,0.005 g,en faible quantité,?,,330,-6%,1381 kj(330 kcal),-7%,3,+39%,"0,7",+68%,65,-2%,4,+21%,12,-6%,"0,005",-65%,"0,002",-65%,-6,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,"['France', 'Provence']",,,['Union européenne'],https://www.lazzaretti.fr/product/tagliatelle-complete/,,,,
1767,Pennes semi-complètes - Les moulins de provence - 500g,3267460050120,,,500 g,['Packet'],['Les moulins de provence'],,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],"['semoule semi-complète de blé dur biologique', "" Peut contenir des traces d'œuf et de soja""]",,,[],,,,,,,,,,?,,360,,1506 kj(360 kcal),,"1,5",,"0,2",,"73,8",,"1,5",,"11,1",,0,,0,,,,,,,,,,,,,,,,,,,,,
1768,Gaufres Pur Beurre - Le Chalet des Gaufres - 200g,3267620300027,B,,200 g,"['Barquette', 'Plastique']",['Le Chalet des Gaufres'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres']","['Point Vert', 'Fabriqué en France', 'Sans additifs', 'Sans colorants', 'Sans conservateurs', 'Pur beurre', 'Blé français']",['France'],"['Farine de blé ', 'France', 'sucre', 'beurre ', '25 %', 'œufs frais ', '19 %', '_lait', 'sel']",,"['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,25 g,en quantité élevée,16 g,en quantité élevée,30 g,en quantité élevée,0.8 g,en quantité modérée,?,,470,+4%,1966 kj(470 kcal),+5%,25,+17%,16,+54%,53,-8%,30,-1%,7,+16%,"0,8",+13%,"0,32",+13%,24,+10%,E,+10%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['France', 'Helfaut', 'Patisnord']",,,['France'],,,,,
1769,Gaufres Liègeoises Choco - Le Chalet des Gaufres - 520g,3267620300041,C,,520 g,['Plastique'],['Le Chalet des Gaufres'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufre chocolatée', 'Gaufres liégeoises']","['Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['France'],"['Sucre', 'beurre', 'matières grasses non hydrogénées ', 'huiles et graisse de palme et colza', ""émulsifiant : mono- et diglycérides d'acides gras"", 'acidifiant : acide citrique', 'eau', 'levure', 'œufs', 'farine de soja', 'poudre de cacao maigre 2 %', 'sirop de glucose', 'sirop de fructose', 'émulsifiants : lécithine de colza', 'lécithine de soja', 'antioxygène : acide ascorbique', 'arôme']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E322i - Lécithine', 'E300 - Acide ascorbique']","['Œufs', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,26 g,en quantité élevée,14 g,en quantité élevée,23 g,en quantité élevée,0.6 g,en quantité modérée,?,,470,+2%,1966 kj(470 kcal),+1%,26,+4%,14,+4%,53,-1%,23,-20%,7,+22%,"0,6",+4%,"0,24",+4%,22,-2%,E,-2%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,"['France', 'Helfaut', 'Patisnord']",,,,,['Huile de palme'],,,
1770,Champagne Charles Lafitte Belle Cuvée Brut -,3267852534122,D,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",,['France'],[],,,[],,,,,,,,,,?,,9,-87%,38 kj(9 kcal),-86%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,
1771,Blanc de Poulet Doré au Four - Au Nom Du Gout - 180g,3268690092799,D,,180 g,,['Au Nom Du Gout'],"['Viandes', 'Charcuteries', 'Volailles', 'Dindes', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde']",,['France'],"['Filet de dinde origine UE et hors UE ', '86 %', 'eau', 'conservateurs : lactate de potassium - nitrite de sodium', 'sel dextrose', 'arômes naturels', 'poivre', 'gélifiant : carraghénanes', 'antioxydant : erythorbate de sodium']","['E326 - Lactate de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,"['Non végétalien', 'Non végétarien']",4,1.1 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,1.88 g,en quantité élevée,?,,102,0%,427 kj(102 kcal),-0%,"1,1",-32%,"0,3",-41%,1,-33%,1,+15%,22,+10%,"1,875",-5%,"0,75",-5%,4,-24%,C,-24%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,"['EMB 29097E', 'Lampaul-Guimiliau (Finistère, France)']",,,,,,,
1772,Fourrés fraise - Biscuiterie Yannick - 420g,3269381124027,,,420 g,,['Biscuiterie Yannick'],,,['France'],"['Gâteaux fourrés à la purée de fraise - Ingrédients purée de Fourrage 25% ', ""sirop de glucose-fructose fraise 20%* - sucre — gélifiant : pectines — correcteurs d'acidité : acide citrique"", 'citrates de sodium', 'citrates de calcium - jus concentré de carotte pourpre — arôme - conservateur : sorbate de potassium', ' - farine de blé - sucre - huile de colza - œufs entiers pasteurisés - sirop de glucose - amidon de blé - eau - stabilisant : glycérol - dextrose - poudres à lever : diphosphates', 'carbonates de sodium - sel - arôme', ' Traces éventuelles de lait et de fruits à coque', ' *pourcentage exprimé sur le fourrage']","['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",['Gluten'],['Non végétalien'],4,,,,,,,,,?,,399,,1669 kj(399 kcal),,16,,"1,4",,59,,39,,"3,8",,"0,84",,"0,336",,,,,,,,,,,,,,,,,,,,,
1773,"Rillette De Maquereaux Gastomer, - 1",3269660009267,E,,1,,"['Gastomer', 'Gastrnomer']","['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",,['France'],"['Filet de maquereau 40,1%', 'eau', 'chair de poissons', 'crème ', 'crème de la : carraghénane', 'huile de colza', ""moutarde à l'ancienne "", 'eau de moutarde', ""vinaigre d'alcool"", 'sel', 'vinaigre de vin blanc', 'sucre', 'épices', 'de Dijon 3,7% ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'fibres gluten', 'épaississants : cellulose et xanthane', 'sel', 'poivre', 'dans un atelier qui utilise : du gluten', ""de l'Œuf"", 'du soja', ""du céleri' et des mollusques""]","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose', 'E415 - Gomme xanthane']","['Céleri', 'Œufs', 'Lait', 'Mollusques', 'Moutarde', 'Soja']","['Non végétalien', 'Non végétarien']",4,18 g,en quantité modérée,5 g,en quantité modérée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,216,-8%,904 kj(216 kcal),-8%,18,-4%,5,-33%,1,-57%,"0,5",-55%,11,-13%,"1,3",+17%,"0,52",+17%,11,-14%,D,-14%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,['Magasins U'],,,,,,
1774,Soupe de poissons - Gastromer,3269660015510,E,,,['Bocal'],['Gastromer'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,['France'],"['Eau', 'divers poissons 28%', ""ooncenté de huile d'olive de Provence 2$5% vin blanc"", 'oinns', '{fié de tapio?', 'poireauxt sel', 'céleri', 'homird Fabriqué dans un atelier Qui utilise du gluten', ""du' fi?de œuf"", 'dus* de la moutarde et des motlusques']",,['Céleri'],[],,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en faible quantité,0.77 g,en quantité modérée,?,,63,+31%,264 kj(63 kcal),+33%,"3,1",+63%,"0,5",+11%,"2,4",+32%,"1,1",+69%,"5,7",+10%,"0,77",-13%,"0,308",-13%,0,-100%,B,-100%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,,,['Magasins U'],,,,,,
1775,Les emiettés - gastromer,3269660016340,,,,,['Gastromer'],,['en:gluten-free'],['France'],[],,,[],,,,,,,,,,?,,185,,774 kj(185 kcal),,16,,2,,"3,6",,2,,"6,7",,"0,9",,"0,36",,,,,,,,,,,,,,,['Magasins U'],,,,,,
1776,Les rillettes Thon - Gastromer - 170g,3269660016555,D,,170 g,"['Verre', 'Pot', 'métal']",['Gastromer'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",['en:gluten-free'],['France'],"['Thon 38,2%', 'crème fraiche', 'eau', 'chair de cabillaud huile de tournesol', 'fibre de blé ', 'sans gluten', 'moutarde forte de Dijon ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', ' sel', 'poivre vert concassé 0,6% jus de citron']",,"['Poisson', 'Gluten', 'Lait', 'Moutarde']","['Non végétalien', 'Non végétarien']",3,25 g,en quantité élevée,5.1 g,en quantité élevée,0.5 g,en faible quantité,1.25 g,en quantité modérée,?,,295,+39%,1234 kj(295 kcal),+38%,25,+58%,"5,1",+35%,"1,4",-34%,"0,5",-48%,14,-8%,"1,25",+20%,"0,5",+20%,13,+109%,D,+109%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,['Magasins U'],,,,,,
1777,Haricots verts extra-fins - Picard - 450g,3270160014101,B,,450 g,"['Sachet', 'Plastique', 'surgelé']",['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumineuses surgelées', 'Légumes surgelés', 'Haricots verts', 'Haricots verts surgelés']",,['France'],[],,,[],,0.5 g,en faible quantité,0 g,en faible quantité,2.1 g,en faible quantité,0.02 g,en faible quantité,?,,35,0%,146 kj(35 kcal),+2%,"0,5",+68%,0,-100%,"4,7",+10%,"2,1",+37%,"1,7",-12%,"0,02",-4%,"0,008",-4%,-10,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,['Picard'],,,,,,
1778,Maïs Doux en Épis - Picard - 600g e,3270160046201,B,Maïs doux surgelé - Maïs Doux en Épis,600 g e,"['Plastique', 'Surgelé']",['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Surgelés', 'Céréales en grains', 'Aliments à base de plantes surgelés', 'Céréales surgelés', 'Maïs en épi', 'Maïs surgelé']","['Peu ou pas de sel', 'Point Vert', 'Cultivé en France', 'Fabriqué en Espagne', 'Sans sel ajouté']",['France'],['Maïs'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1.7 g,en faible quantité,0.4 g,en faible quantité,7.5 g,en quantité modérée,0 g,en faible quantité,334,+58%,79,+68%,334 kj(79 kcal),+70%,"1,7",+112%,"0,4",+107%,"12,2",+57%,"7,5",+149%,"2,6",+37%,0,-100%,0,-100%,-2,-600%,A,-600%,61.2%,0.0%,12.3%,9.8%,11.5%,5.2%,92,['Espagne'],,['Picard'],"['France', 'Landes', 'Sud Ouest']","http://www.picard.fr/produits/3-epis-mais-doux/000000000000004620,default,pd.html",,,,
1779,Escalope de dinde - Picard - 1kg,3270160054374,C,,1 kg,,['Picard'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']","['Viande-francaise', 'Volaille-francaise']",['France'],[],,,[],,1 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,105,-13%,439 kj(105 kcal),-13%,1,-24%,"0,4",-1%,"0,5",-83%,0,-100%,24,+5%,"0,1",-82%,"0,04",-82%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Picard'],['France'],,,,,
1780,Ail coupé surgelé - Picard - 250g e,3270160087532,B,Ail surgelé,250 g e,"['surgelé', 'Plastique', 'Sachet']","['Picard', 'Darégal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Ail et dérivés', 'Ail', 'Ail surgelé']","['Point Vert', 'Cultivé en France', 'Fabriqué en France']",['France'],"['Ail 96 %', 'huiles de tournesol et de colza']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,4 g,en quantité modérée,0.3 g,en faible quantité,1.9 g,en faible quantité,0.02 g,en faible quantité,?,,143,+61%,598 kj(143 kcal),+41%,4,+75%,"0,3",-4%,"16,6",+22%,"1,9",-23%,5,+15%,"0,02",-97%,"0,008",-97%,-12,,A,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,['France'],"['EMB 91405', 'Milly-la-Forêt (Essonne, France)']",['Picard'],['France'],,,,,
1781,Choux-fleu en fleurette - Picard - 600g,3270160102488,B,,600 g,"['Sachet', 'Plastique', 'surgelé']",['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Choux-fleurs', 'Choux-fleurs en fleurettes surgelés']","['Bio', 'Bio européen', 'IT-BIO-009']",['France'],"[""Chou-fleur issu de l'agriculture biologique""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.3 g,en faible quantité,0.1 g,en faible quantité,1.8 g,en faible quantité,0.03 g,en faible quantité,?,,23,-4%,96 kj(23 kcal),-4%,"0,3",-27%,"0,1",+16%,2,-7%,"1,8",+13%,2,+1%,"0,03",+9%,"0,012",+9%,-8,,A,,62.1%,0.0%,0.0%,15.3%,21.9%,0.7%,98,,['IT 1384 CE'],['Picard'],['Italie'],,,,,
1782,Picard - Basilic coupé - 50g,3270160127337,A,Basilic surgelé,50 g,"['Surgelé', 'Boîte']",['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Surgelés', 'Plantes aromatiques', 'Herbes aromatiques', 'Basilic']",,['France'],"['Basilic 96%', 'huiles de tournesol et de colza']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,0.4 g,en faible quantité,0.2 g,en faible quantité,0.05 g,en faible quantité,?,,64,-7%,268 kj(64 kcal),-38%,?,,"0,4",-55%,?,,"0,2",-66%,"2,6",-27%,"0,05",-84%,"0,02",-84%,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,"['EMB 91405', 'Milly-la-Forêt (Essonne, France)']",['Picard'],['France'],,,,,
1783,Girolles - Picard - 300g e,3270160129492,B,,300 g e,"['Sachet', 'Plastique', 'surgelé']",['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Champignons et produits dérivés', 'Champignons', 'Champignons surgelés', 'Girolles surgelés']","['Point Vert', 'Fabriqué en France']",['France'],"['Girolle ', 'Cantharellus cibarius']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.01 g,en faible quantité,?,,19,-14%,79 kj(19 kcal),-13%,"< 0,5",+24%,"< 0,1",+12%,"1,1",-19%,"0,6",+47%,"1,4",-29%,"< 0,01",-83%,"0,004",-83%,-8,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,['Pologne'],,['Picard'],['Pologne'],https://www.picard.fr/produits/girolles-000000000000012949.html,,,,
1784,16 Mini-Feuilletés d'Escargots - Picard - 160g,3270160185979,,,160 g,"['surgelé', 'Carton']",['Picard'],"['Snacks', 'Snacks salés', 'Apéritif', 'Petits fours']",['Fabriqué en France'],['France'],"['Feuilleté 53 % [farine de blé ', 'gluten', 'beurre concentré ', 'lait', 'sel', 'œuf entier liquide pasteurisé', 'poudre à lever : carbonates de sodium]', 'beurre 20,1 % ', 'lait', ""chairs d'escargots cuites dans un bouillon 19 % [chairs d'escargots "", 'mollusque', ' ', 'Helix lucorum ou Helix pomatia ou Helix aspersa', 'sel', 'épices et plantes aromatiques ', 'contient céleri', ']', 'ail 5 %', 'persil 2,5 %', 'sel', 'poivre']",['E500 - Carbonates de sodium'],"['Céleri', 'Œufs', 'Gluten', 'Lait', 'Mollusques']","['Non végétalien', 'Non végétarien']",4,38.1 g,en quantité élevée,23.9 g,en quantité élevée,0.6 g,en faible quantité,1.42 g,en quantité modérée,?,,484,+4%,2025 kj(484 kcal),+3%,"38,1",+58%,"23,9",+483%,"26,9",-48%,"0,6",-81%,"7,6",-1%,"1,42",-9%,"0,568",-9%,21,+65%,E,+65%,,,,,,,,['France'],,['Picard'],"['Bulgarie', 'Lituanie', 'Roumanie']",http://www.picard.fr/produits/16-mini.feuill-escargot-000000000000018597.html,,,,
1785,morceaux choisis de poissons nordiques - Picard - 600g,3270160194476,,poissons surgelés,600 g,"['Plastique', 'Sac']",['Picard'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Poissons surgelés']","['Pêché à la ligne', 'Pêché au filet maillant', 'Pêché au chalut', 'Pêché au filet tournant']",['France'],"['filet de cabillaud ', '33,3 %', 'filet de colin lieu ', '33,3 %', 'filet de saumon Atlantique ', '33,3 %']",,,"['Non végétalien', 'Non végétarien']",,5 g,en quantité modérée,0.9 g,en faible quantité,0.5 g,en faible quantité,0.16 g,en faible quantité,503,+8%,?,,503 kj(120 kcal),+5%,5,+34%,"0,9",+21%,"< 0,5",-79%,"< 0,5",+28%,"18,8",+13%,"0,16",-63%,"0,064",-63%,-4,,A,,,,,,,,,,"['FR 77.333.001 CE', 'Nemours (Seine-et-Marne, France)']",['Picard'],"['Îles Féroé', 'Islande', 'Atlantique Nord-Est', 'FAO 27', 'Mer de Barents', 'Mer de Norvège']",,,,,
