,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,labels,ingredients_origins,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,packaging,manufacturing,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,markets,palm_ingredients,link
1619,Saumon Fumé - Petit Navire,3760253430753,['Petit Navire'],['France'],[],[],?,185,774 kj(185 kcal),?,"2,2",?,"0,5",22,"0,03","0,012",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,2.2 g,en quantité modérée,0.5 g,en faible quantité,0.03 g,en faible quantité,,0%,+0%,,+7%,,+50%,-0%,-99%,-99%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
1620,Saumon Fumé de Norvège - Petit Navire,3760253430760,['Petit Navire'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' 97 %', 'sel 3 %']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,205,858 kj(205 kcal),13,"1,9","0,5","0,5",22,3,"1,2",D,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage"", 'Produits décongelés']","['Aquaculture responsable', 'Aquaculture responsable ASC', 'Fabriqué en France', 'en:produced-in-bretagne']",['Norvège'],13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,-34%,-34%,-14%,-68%,-98%,-96%,+151%,+159%,+159%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['Poisson'],3,"['Frais', 'Carton', 'Plastique', 'décongelé']",['France'],,13,-10%,D,-10%,,,,
1621,Saumon fume ecosse - Petit Navire,3760253430777,['Petit Navire'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' 97%', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,185,774 kj(185 kcal),11,"2,2","0,8","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,,11 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+3%,+3%,+12%,+11%,+47%,+52%,+1%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,,,,14,+6%,D,+6%,,,,
1622,Saumon fumé - Petit Navire,3760253430807,['Petit Navire'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' 97%', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,195,816 kj(195 kcal),12,"1,9","0,5","0,5",23,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,12 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+5%,+6%,+14%,-8%,+1%,+50%,+4%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,,,,13,-1%,D,-1%,,,,
1623,Saumon fumé Norvège - Petit Navire,3760253430814,['Petit Navire'],['France'],[],[],?,205,858 kj(205 kcal),13,"1,9","0,5","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+11%,+11%,+24%,-8%,+1%,+50%,-0%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,13,-1%,D,-1%,,,,
1624,Saumon fumé - Petit Navire,3760253430821,['Petit Navire'],['France'],[],[],?,185,774 kj(185 kcal),11,"2,2","0,8","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,11 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,0%,+0%,+5%,+7%,+62%,+50%,-0%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,14,+7%,D,+7%,,,,
1625,Saumon Fumé - Petit Navire,3760253430838,['Petit Navire'],['France'],"['Saumon atlantique issu de l’agriculture biologique 97,2%', 'sel 2,8%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,191,799 kj(191 kcal),12,"2,2","0,5","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['Bio'],,12 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+3%,+3%,+14%,+7%,+1%,+50%,-0%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,,,,14,+7%,D,+7%,,,,
1626,Saumon sauvage d’alaska fumé - Petit Navire,3760253430845,['Petit Navire'],['France'],"['Saumon rouge du Pacifique ', 'Oncorhynchus nerka', ' 97 %', 'sel 3 %']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,145,607 kj(145 kcal),"4,7",1,1,"0,5",25,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages']",,,4.7 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,,+9%,+10%,+26%,+24%,+103%,+37%,+5%,+2%,+2%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,,,,11,-1%,D,-1%,,,,
1627,Saumon fume - Petit Navire,3760253430913,['Petit Navire'],['France'],[],[],?,205,858 kj(205 kcal),13,"1,9","0,5","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+11%,+11%,+24%,-8%,+1%,+50%,-0%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,13,-1%,D,-1%,,,,
1628,Saumon fumé Norvège 🇳🇴 - Petit Navire,3760253431118,['Petit Navire'],['France'],"['Saumon Atlantique 97%', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,205,858 kj(205 kcal),13,"1,9","0,5","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+11%,+11%,+24%,-8%,+1%,+50%,-0%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,,,,13,-1%,D,-1%,,,,
1629,Saumon fumé ecosse - Petit Navire,3760253431125,['Petit Navire'],['France'],['IVA SAUMON FUMÉ ECOSSE'],[],?,12,50 kj(12 kcal),11,2,8,5,22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'en:smoked-salmons-from-scotland']",,,11 g,en quantité modérée,2 g,en quantité modérée,5 g,en quantité modérée,3 g,en quantité élevée,,-93%,-93%,+12%,+1%,+1371%,+1420%,+1%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,12,-9%,D,-9%,,,,
1630,Saumon fumé bio - Petit Navire - 450g,3760253431132,['Petit Navire'],['France'],"['Tranches de saumon atlantique biologique fumé 97,2% sel 2,8%']",[],?,191,799 kj(191 kcal),12,"2,2","< 0,5","< 0,5",22,3,"1,2",D,450 g,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,12 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,0%,+1%,+8%,+2%,+1%,+40%,-0%,+4%,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,14,+4%,D,+4%,,,,
1631,Saumon d'Alaska fumé - Petit Navire,3760253431149,['Petit Navire'],['France'],"['Saumon rouge du Pacifique ', 'Oncorhynchus nerka', ' 97 %', 'sel 3 %']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,145,607 kj(145 kcal),"4,7",1,1,"0,5",25,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', 'Saumons sauvages', 'Saumons fumés sauvages', 'Oncorhynchus nerka']","['Pêche durable', 'Pêche durable MSC']",,4.7 g,en quantité modérée,1 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,,+9%,+10%,+26%,+24%,+103%,+37%,+5%,+2%,+2%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,3,,,,11,-1%,D,-1%,,,,
1632,Emincés de Saumon fume - Petit Navire,3760253431187,['Petit Navire'],['France'],"[""PETIT NAVIR ÉMINCÉS DE SAUMON FUM' Nature""]",[],?,205,858 kj(205 kcal),13,"1,9","0,5","0,5",22,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,,13 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,+7%,+8%,+17%,-12%,+1%,+40%,-0%,+4%,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['Poisson'],,,,['ASC-C-00473'],13,-4%,D,-4%,,,,
1633,Eminces de saumon - Petit Navire,3760253431194,['Petit Navire'],['France'],"['Saumon Atlantique ', 'Salmo salar ', ' 95,3 % sel', 'huile de colzat aneth huile essentielle de 0,05 %', 'sirop de glucose de maïs']","['Non végétalien', 'Non végétarien']",?,211,883 kj(211 kcal),14,2,"0,5","0,5",22,3,"1,2",,,,['en:produced-in-bretagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
1634,Emince de saumon fume - Petit Navire,3760253431200,['Petit Navire'],['France'],[],[],?,184,770 kj(184 kcal),10,"1,5","0,5","0,5",23,3,"1,2",E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,10 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,,-1%,-0%,-5%,-27%,+1%,+50%,+4%,+6%,+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,13,-1%,D,-1%,,,,
1635,Rôti de Thon nature - Petit Navire - 100g,3760253431279,['Petit Navire'],['France'],"['Thon albacore ', 'thunnus albacares', ' 97%', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",455,?,455 kj(109 kcal),"0,7","0,3","< 0,5","< 0,5",25,3,"1,2",D,100 g,"['Produits de la mer', 'Poissons', 'Thons', 'Filets de poissons', 'Poissons fumés', 'Thons tropicaux', 'Thons fumés', 'Filets de thon', 'Thons albacore']","['en:produced-in-bretagne', 'Pêché au filet tournant']",['Océan Pacifique Centre-Est'],0.7 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,3 g,en quantité élevée,,,-8%,-63%,-35%,-63%,-13%,+7%,+24%,+24%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,['Poisson'],3,"['Barquette', 'Carton', 'Plastique', 'décongelé']","['Quimper', 'Bretagne', 'France']","['FR 29.232.500 CE', 'Quimper (Finistère, France)', 'EMB 29340']",11,+34%,D,+34%,,"['Cora', 'Magasins U']",,
1636,Roti de thon tomate - Petit Navire - 100g e,3760253431286,['Petit Navire'],['France'],"['Thon albacore ', 'thunnus albacares', ' 96,1 %', 'sel 3 %', 'dextrose', 'tomates 0,1 %', 'sucre', 'arôme naturel de tomate ', '0,03 %', 'extrait de levure', 'plantes aromatiques', 'oignons', 'ail', ""extraits d'épices""]","['Non végétalien', 'Non végétarien']",?,109,456 kj(109 kcal),"0,7","0,3","0,7","0,7",25,3,"1,2",D,100 g e,"['Produits de la mer', 'Poissons', 'Thons', 'Thon à la catalane', 'Rôtis de thon']","['Pêché à la ligne', 'en:produced-in-bretagne']","['Océan Pacifique', 'Océan Pacifique Centre-Ouest']",0.7 g,en faible quantité,0.3 g,en faible quantité,0.7 g,en faible quantité,3 g,en quantité élevée,,-27%,-29%,-92%,-78%,-80%,-70%,+69%,+188%,+188%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,['Poisson'],4,"['Carton', 'Plastique']","['Quimper', 'Bretagne', 'France']","['FR 29.232.500 CE', 'Quimper (Finistère, France)', 'EMB 29340']",11,+624%,D,+624%,Tranches de thon fumé à chaud tomate et arôme naturel de tomate,"['Auchan', 'Magasins U']",,
1637,Rôti de thon au thym - Petit Navire,3760253431293,['Petit Navire'],['France'],"['Thon albacore ', 'thunnus albacares', ' 96%', 'sel', 'thym 0,3%', 'dextrose', 'arôme naturel de thym avec autres arômes naturels']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,107,448 kj(107 kcal),"0,7","0,3","0,5","0,5",25,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
1638,Rillettes de saumon - Petit Navire,3760253431309,['Petit Navire'],['France'],"['ln#ents : Saumon 39%', 'saumon fumé 19%', 'creme', 'pois chiche', 'huile de colza', 'échalote', 'vinaigre', 'pâte de sésame', 'zeste de citron', 'persil', 'ail', 'colorant: de paprika', 'piment', 'sel', ' Traces de : gluten', 'custacés', 'mollusques', 'Œuf', 'soja', 'fruit à coque', 'été céleri', 'moutarde et sulfites']","['Non végétalien', 'Non végétarien']",?,208,870 kj(208 kcal),17,"5,3",3,"0,9",11,"1,5","0,6",E,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",,,17 g,en quantité modérée,5.3 g,en quantité élevée,0.9 g,en faible quantité,1.5 g,en quantité modérée,,-5%,-6%,-1%,+10%,+35%,-1%,-19%,+32%,+32%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,"['Poisson', 'Lait']",4,,,"['FR 93.047.034 CE', 'Montfermeil (Seine-Saint-Denis, France)']",12,+37%,D,+37%,,,,
1639,Rillettes de Colin d’Alaska - Petit Navire,3760253431323,['Petit Navire'],['France'],"['Colin J', '17 % creme', 'pois chiche', 'huile de échalote', ""zeste de' citron"", 'vinaigre', 'basilic thai', 'pate sésame', 'fibre de blé', 'sel', 'persil', 'ail', 'piment Traces de : gluten', 'crustacés', 'mollusques', 'œuf', 'soja', 'fruit à coque', 'céleri', 'moutarde et sulfites']",['Non végétalien'],?,217,908 kj(217 kcal),18,"5,6","1,3","0,8",11,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,,,,,,
1640,Tendre morceaux de thon - Petit Navire,3760253431330,['Petit Navire'],['France'],[],[],?,91,381 kj(91 kcal),"0,7","0,2",0,0,21,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
1641,Eminces de saumon sesame et pavot - Petit Navire,3760253431460,['Petit Navire'],['France'],[],[],?,207,866 kj(207 kcal),13,"1,8","0,5","0,5",23,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Crumble de saison - L'Atelier V,3760253460286,"[""L'Atelier V""]",['France'],[],[],?,160,669 kj(160 kcal),"6,9","0,8",16,"0,5","6,8","0,5","0,2",,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Crumbles']",['Bio'],,6.9 g,en quantité modérée,0.8 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,,-23%,-23%,-19%,-81%,-44%,-97%,+178%,+148%,+148%,,,,,,,,,,,,,,-1,-113%,A,-113%,Crumbles aux légumes,,,
1643,Crumble de saison - L'Atelier V,3760253460293,"[""L'Atelier V""]",['France'],[],[],?,162,678 kj(162 kcal),"9,3","1,3",13,"1,7","4,9","0,49","0,196",,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Crumbles']",,,9.3 g,en quantité modérée,1.3 g,en faible quantité,1.7 g,en faible quantité,0.49 g,en quantité modérée,,-22%,-22%,+9%,-69%,-55%,-90%,+100%,+143%,+143%,,,,,,,,,,,,,,2,-75%,B,-75%,Crumbles aux légumes,,,
1644,Crumble de saison pois chiche aubergine - L'Atelier V,3760253460545,"[""L'Atelier V""]",['France'],[],[],?,162,678 kj(162 kcal),"9,3","1,3",13,"1,7","4,9","0,49","0,196",,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Crumbles']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,9.3 g,en quantité modérée,1.3 g,en faible quantité,1.7 g,en faible quantité,0.49 g,en quantité modérée,,-22%,-22%,+9%,-69%,-55%,-90%,+100%,+143%,+143%,,,,,,,,,,,,,,2,-75%,B,-75%,Crumbles aux légumes,,,
1645,3760253520027,3760253520027,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Filigree café Cardamome - 130g,3760253520065,,['France'],[],[],?,488,2042 kj(488 kcal),"23,1","2,4",60,"23,2","8,2","0,27","0,108",,130 g,,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Filigree biscuit croquant anis etoile,3760253520072,,['France'],[],[],?,488,2042 kj(488 kcal),"23,1","2,4",60,"23,2","8,2","0,27","0,108",,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Biscuits croquants - Citrons gingembre,3760253520089,,['France'],[],[],?,488,2042 kj(488 kcal),"23,1","2,4",60,"23,2","8,2","0,27","0,108",,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Biscuit bio sans gluten chocolat noir - Le Bon Goût de Chez Nous - 130g,3760253520171,['Le Bon Goût de Chez Nous'],['France'],"['riz de Camargue*', 'sucre de canne*', ""blancs d'oeufs* pasteurisés"", 'huile de tournesol*', 'amandes en poudre', 'chocolat noir"" ', '4', '5%', ' ', 'masse de cacao*', 'sucre de canne*', 'beurre de cacao*', 'lécithine de tournesol', 'arôme de vanille*', 'poudre de cacao""', '2%', 'poudre à lever"" sans gluten ', 'fécule de pomme de terre""', 'bicarbonate de sodium', 'acide tartrique', "" *issu de l'agriculture biologique FR-BIO-01 allergènes: blancs d'oeufs"", 'amandes', 'traces possibles de pistaches']",['Non végétalien'],?,490,2050 kj(490 kcal),"23,65","3,34","59,24","23,93","8,16","0,26","0,104",C,130 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat noir']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,23.6 g,en quantité élevée,3.34 g,en quantité modérée,23.9 g,en quantité élevée,0.26 g,en faible quantité,,-1%,-1%,-2%,-75%,-3%,-24%,+20%,-48%,-48%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E334 - Acide L-tartrique']",['Fruits à coque'],4,,,,15,-28%,D,-28%,,,,
1650,Biscuits Bio sans gluten Amandes,3760253520218,,['France'],[],[],?,488,2042 kj(488 kcal),"23,1","2,4",60,"23,2","8,2","0,27","0,108",,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Biscuit fleur d'oranger - le bon goût de chez nous - 130g,3760253520225,['le bon goût de chez nous'],['France'],"['riz de camargue*', ""blancs d'oeufs* pasteurisés"", 'sucre de canne*', 'amandes en poudre*', 'huile de tournesol*', 'poudre à lever* sans gluten ', ' fécule de pommes de terre*', 'bicarbonate de sodium', 'acide tartrique', ""arôme naturel de fleur d'oranger"", "" *issues de l'agriculture biologique FR-BIO-01""]",['Non végétalien'],?,488,2042 kj(488 kcal),?,,60,"23,2","8,2","0,27","0,108",,130g,"['Snacks', 'Snacks sucrés']","['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans lait']",,,,,,23.2 g,en quantité élevée,0.27 g,en faible quantité,,+9%,+9%,,,+4%,-35%,+37%,-29%,-29%,,,,,,,,"['E500ii - Carbonate acide de sodium', 'E334 - Acide L-tartrique']",,4,,,,,,,,,['Marcel&fils'],,
1652,Moelleux aux pépites de chocolat,3760253520232,,['France'],[],[],?,465,1946 kj(465 kcal),"27,4","4,55","43,6","24,73","8,34","0,79","0,316",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Moelleux bio citron sans gluten,3760253520249,,['France'],[],[],?,461,1929 kj(461 kcal),27,"3,5","43,5","23,9","8,4","0,84","0,336",,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Biscuits Bio sans gluten citron,3760253520256,,['France'],[],[],?,488,2042 kj(488 kcal),"23,1","2,4",60,"23,2","8,2","0,27","0,108",,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Moelleux bio sans gluten chocolat,3760253520263,,['France'],[],[],?,429,1795 kj(429 kcal),"23,2","3,6","41,5",26,"8,9","0,52","0,208",,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Croquants vegan et bio,3760253520270,,['France'],[],"['Végétalien', 'Végétarien']",?,360,1506 kj(360 kcal),"14,23","1,55","49,39","24,47","7,89","0,1","0,04",,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Cookies vegan & bio,3760253520287,,['France'],[],"['Végétalien', 'Végétarien']",?,385,1611 kj(385 kcal),"17,13","3,12","51,47","21,8","6,55",0,0,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Les Crousticks,3760253540063,,['France'],[],[],?,469,1962 kj(469 kcal),"20,92","13,85","62,5","28,41","4,55","0,01","0,004",,,,"['Bio', 'Bio européen', 'Sans gluten', 'Sans huile de palme']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Apéri fun,3760253540087,,['France'],[],[],?,489,2046 kj(489 kcal),"23,5","2,1","64,5","2,9","0,8","1,6","0,64",,,,"['Bio', 'en:gluten-free', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Rillettes de champignons,3760253592017,,['France'],[],[],?,60,251 kj(60 kcal),"2,7","0,9",5,"1,3","2,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Tartin'algue de carottes,3760253592031,,['France'],[],[],?,79,331 kj(79 kcal),"4,4","0,5","5,1",2,"2,3","1,2","0,48",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Chutney de tomates vertes,3760253594073,,['France'],[],[],?,115,481 kj(115 kcal),"1,4","0,2",23,"21,7","1,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Chutney de potimarron - Babelicot,3760253594097,['Babelicot'],['France'],"[""d'alcool'"", 'sol mam', ""graines do moutarde' ail semoule%épices•"", ""produits issus de l'agriculture biologique En gras : origine Bretagne nutritionn-""]",[],?,111,464 kj(111 kcal),"0,4","0,1","25,4","21,4","1,1","0,7","0,28",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Framboises,3760253640190,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Crevettes entieres cuites surgeles - Elevage Vietnam,3760253660082,['Elevage Vietnam'],['France'],[],[],?,95,397 kj(95 kcal),"0,5","0,5","0,5",0,22,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Galettes Bretonnes Pur Beurre - Un Monde Metis,3760253840002,['Un Monde Metis'],['France'],"['Galettes Bretonnes Pur Beurre grédients: farine de froment', 'beurre concentré ', '22 % de surre reconstitué', 'sucre', ""oeut'"", 'sel de Guérande', 'lait en udre', 'poudre à lever ', ""bicarbonate de sodium ct carbonate d'ammonium"", "" 'ormatioo allergènes : contient BLE "", 'eeréale contenant du GLCIYN', 'Poids net ', ' OEUFS 140 g ', 'taus uu atelier qui utilise : arnandes', 'noisettes', 'sésame', 'soja ionserver dans un endroit frai• et sec Aconsommer de préférence avant : aleurs']",['Non végétalien'],?,482,2017 kj(482 kcal),"19,9","13,8","70,3","27,1","6,2","0,7","0,28",C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['Pur beurre'],,19.9 g,en quantité modérée,13.8 g,en quantité élevée,27.1 g,en quantité élevée,0.7 g,en quantité modérée,,-2%,-2%,-15%,-1%,+12%,+7%,0%,+2%,+2%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['E500ii - Carbonate acide de sodium'],"['Œufs', 'Gluten', 'Lait']",,,,,24,+10%,E,+10%,,,,
