,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,markets,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,generic_name,palm_ingredients,brand_owner
914,Amande cuisine - Have a dream for cooking - 200ml,5425000192084,,200 ml,['Brique cartonnée'],"['Have a dream for cooking', 'Hain Celestial']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Crèmes végétales', 'Crèmes végétales pour cuisiner', ""Crèmes végétales à base d'amande pour cuisiner""]",,['FSC-C014047'],"['France', 'Pays-Bas']",[],,"['Végétalien', 'Végétarien']",,?,,68,-56%,285 kj(68 kcal),-56%,7,-50%,1,-76%,"0,2",-95%,"0,2",-89%,"0,8",-62%,"0,07",-32%,"0,028",-32%,,,,,,,,"['Végétarien', 'Végétalien', 'en:FSC']",,['Jumbo'],,7 g,en quantité modérée,1 g,en faible quantité,0.2 g,en faible quantité,0.07 g,en faible quantité,0,-100%,B,-100%,,,,
915,Coconut + Calcium,5425000192190,,,,,,,,['France'],[],,[],,?,,50,,209 kj(50 kcal),,"0,8",,"0,8",,11,,"7,5",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,Salade de pâtes,5425000977056,,,,,,,,['France'],[],,[],,?,,261,,1092 kj(261 kcal),,"11,6",,"1,4",,"30,4",,"2,2",,"7,9",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,Boules De Neige au vrai chocolat - SWEET & CANDY - 300g,5425001300181,,300 g,"['Boîte', 'Carton', 'Frais']",['SWEET & CANDY'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,['BE-0444.694.619.'],"['Belgique', 'France']","['Chocolat imitation blanc ', 'sucre', 'graisse végétale ', 'noix de coco et palmiste', ' dans des proportions variables', 'graisses totalement hydrogénées ', 'noix de coco et de palmiste', ' dans des proportions variables', 'lactose', 'lactosérum en poudre ', 'lait', 'émulsifiant ', 'lécithine de soja', 'arôme vanilline', 'chocolat au lait 36% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', 'sucre en poudre ', 'sucre', 'amidon de maïs']","['Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,,605,+14%,2531 kj(605 kcal),+15%,43,+34%,34,+95%,52,-1%,47,-1%,"3,3",-44%,"0,3",+96%,"0,12",+96%,,,,,,,,,"['Belgique', 'Zelzate']",['LIDL'],,43 g,en quantité élevée,34 g,en quantité élevée,47 g,en quantité élevée,0.3 g,en quantité modérée,28,+15%,E,+15%,['E322i - Lécithine'],Boules de neiges au vrai chocolat,['Huile de palme'],
918,Congolais - Eurobis - 175g e,5425002280772,C,175 g e,['Plastique'],['Eurobis'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",,,['France'],"['Noix de coco 31 %', 'sucre', 'sirop de glucose', ""blanc d'œuf"", 'dextrose', 'farine de riz']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,474,+6%,1983 kj(474 kcal),+5%,23,-2%,21,+2%,59,+14%,58,+34%,4,-7%,"0,07",-53%,"0,028",-53%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,,,,23 g,en quantité élevée,21 g,en quantité élevée,58 g,en quantité élevée,0.07 g,en faible quantité,20,-11%,E,-11%,,,,
919,Tartelette a la frangipane - 200g,5425002287030,,200 g,,,,,,['France'],[],,[],,?,,420,,1757 kj(420 kcal),,17,,"7,5",,60,,31,,"5,5",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Eurobis lollipops,5425002287962,,,,,,,,['France'],[],,[],,?,,386,,1615 kj(386 kcal),,0,,0,,"96,4",,71,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,Barbe à papa,5425002288389,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Barbes à papa']",,,['France'],[],,[],,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,"99,5",+5%,"99,5",+6%,0,-100%,,,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,99.5 g,en quantité élevée,,,,,,,,,,
922,Barbe a papa,5425002288396,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Barbes à papa']",,,['France'],[],,[],,?,,404,+9%,1690 kj(404 kcal),+7%,0,-100%,0,-100%,"99,8",+6%,"99,8",+6%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,99.8 g,en quantité élevée,0 g,en faible quantité,15,+7%,D,+7%,,,,
923,Gaufres Sucrées Cacao - Eurobis - 300g -6 * 50g e),5425002288655,D,300 g -6 * 50 g e),"['Sachet', 'Plastique']",['Eurobis'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufre chocolatée']",,,['France'],[],,[],,?,,467,+1%,1954 kj(467 kcal),+1%,"25,2",+0%,"15,2",+13%,"53,3",-0%,28,-2%,6,+4%,"0,53",-8%,"0,212",-8%,79.6%,12.5%,3.3%,2.7%,1.8%,0.0%,49,,,,,25.2 g,en quantité élevée,15.2 g,en quantité élevée,28 g,en quantité élevée,0.53 g,en quantité modérée,23,+3%,E,+3%,,,,
924,Barre Protéinée (Whey)  - QNT - 70grammes,5425002402327,,70 grammes,['Plastique'],['QNT'],"['Snacks', 'Snacks sucrés', 'Barres', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres énergétiques', 'Barres protéinées']",['Europe'],,"['France', 'Suisse']","['Protéines ', 'isolat de protéine de lactosérum', 'protéine de lait', 'protéine de lait hydrolysée', 'sirop de glucose', 'sirop de fructo-oligosaccharides', 'sirop de fructose', 'enrobage au chocolat noir ', 'liqueur de cacao', 'sucre', 'beurre de cacao émulsifiants E322 ', 'soja', ',huile de coco', 'agent de charge E460,arôme', 'émulsifiants E322 ', 'soja', 'colorant E120', 'antioxidant E307']","['Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,?,,375,-4%,1569 kj(375 kcal),-4%,"11,9",-9%,"8,6",+103%,"29,9",-41%,"24,5",-21%,"30,2",+125%,"0,15",-63%,"0,06",-63%,,,,,,,,,,['Sportxx'],https://qntsport.com/fr/,11.9 g,en quantité modérée,8.6 g,en quantité élevée,24.5 g,en quantité élevée,0.15 g,en faible quantité,17,+38%,D,+38%,"['E460 - Cellulose', 'E322 - Lécithines', 'E120 - Acide carminique']",Barre chocolatée riche en protéines et glucides.,,
925,QNT 50% Full Protein Bar (1 x 50G),5425002405038,,,,,,,,['France'],[],,[],,?,,352,,1473 kj(352 kcal),,"7,6",,5,,"25,6",,"6,5",,50,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,Protein Bar 35 g Noix De Coco - Easybody,5425002405335,,,,['Easybody'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,['France'],[],,[],,?,,385,+4%,1611 kj(385 kcal),+4%,"13,2",+2%,"9,8",+66%,"30,6",-6%,"26,3",+98%,"30,1",+3%,"0,2",-59%,"0,08",-59%,,,,,,,,,,,,13.2 g,en quantité modérée,9.8 g,en quantité élevée,26.3 g,en quantité élevée,0.2 g,en faible quantité,18,+75%,D,+75%,,,,
927,Pro shake - Qnt,5425002406059,D,,,['Qnt'],"['Produits laitiers', 'Laits']",,,['France'],"['lait écrémé ', '90%', 'protéines de lait,stabilisant e460/e466/e407 ', 'édulcorant e955', 'colorant e120']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,58,-12%,243 kj(58 kcal),-11%,"0,2",-90%,"0,1",-92%,4,-34%,4,-26%,10,+182%,"0,18",+45%,"0,072",+45%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,0.2 g,en faible quantité,0.1 g,en faible quantité,4 g,en faible quantité,0.18 g,en faible quantité,-5,-970%,A,-970%,"['E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E955 - Sucralose', 'E120 - Acide carminique']",,,
928,Whey Protein Wafer Belgian Chocolate Flavour - QNT - 12x 35g,5425002406370,,12 x 35 g,,['QNT'],,,,['France'],"['omhuld eiwitwafel ""T""\'', 'ar-mit Schokolade', 'mit Süssstoff', ' — Oblea proteica recubierta de ', 'coranti — Suklaakuorrutteinen proteiinivohvelipatukka', "" Sisâltââ make - Lü0KonaAOM' 6enKOM - Baton biaikowy w polewie czekoladowej z stodzikiem 00K0Àdraç"", ' eut contenir des traces de : noisettes', 'sésame', 'œufs', ' - Kan sporen bevatten van noten', 'sesame en e reno - Kann ', 'de avellanas', 'sésamo', 'huevos', '- Può conteneretraccedi nocciole,sesamoeuova', '-Saattaasisàltüjâà Typic', 'al nutritional values / Valeurs Gemiddelde Energy /']",,[],,?,,514,,2151 kj(514 kcal),,"26,5",,"15,6",,"36,2",,"22,3",,32,,"0,15",,"0,06",,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,
929,"QNT Delicious Whey Protein , Cookies & Cream",5425002406400,,,,,,,,['France'],[],,[],,?,,402,,1682 kj(402 kcal),,"6,71",,"4,16",,"11,14",,"7,84",,"76,65",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Record 30% protein bar,5425002406882,,,,,,,,"['France', 'Suisse']",[],,[],,?,,325,,1360 kj(325 kcal),,"9,1",,5,,"8,6",,"8,6",,30,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,QNT Thermo Booster (700ML) actif by juice - 700ml,5425002407001,,700 ml,,,,,,['France'],[],,[],,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,QNT Bcaa 8500 Powder Forest Fruit 350 GR,5425002407285,,,,,,,,['France'],[],,[],,?,,10,,42 kj(10 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Bcaa 8000 - 700ml,5425002407582,,700 ml,,,,,,['France'],[],,[],,?,,5,,21 kj(5 kcal),,0,,0,,0,,0,,"1,14",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Belgian Waffles Protein - QNT,5425002408817,,,,['QNT'],,,,['France'],"['annamomum cassia', ' FRArômë: Choiò[at ilanc', ' Mélange pour gaufre protéinée avec sucre et édulcorants', ' Pour réaliser une gaufre', ""mettre dans un shaker60ml d'eau e "", '30g', ' de poudre', ' Mélangez vigoureusement et versez dans un gaufrier', ' Cuire la gaufre', "" Conserver à l'abri de la chaleur"", ""du soleil et de l'humidité"", ' Après ouverture', ""consommer dans les 6 farine d'gyging "", 'contient du gluten', ""poudre d'œuf isolat de protéine de lactosérum "", 'contient du lait', 'émulsifiant 822', 'rotéine de lait concenffée', 'de sodium', 'épaississants: E466/E415', 'poudre à lever: E500 ', 'ii', 'édulcorants: E950/E955', 'extrait de cannelle ', 'cinnamomum cassia ', 'NfSmaak: Wittechocolade', ' Eiwitwafel Geschmack: Wei8e Schogolade', ' Protein-Waffelmischunq mit Zucker und Sügstoffeg', ' mur em']","['Gluten', 'Lait']",[],4,?,,417,,1745 kj(417 kcal),,"15,4",,"4,6",,"37,2",,"2,47",,"37,04",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,"['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E500ii - Carbonate acide de sodium', 'E950 - Acésulfame K', 'E955 - Sucralose']",,,
935,Protein Joy,5425002409463,,,,,,,,['France'],[],,[],,?,,384,,1607 kj(384 kcal),,15,,"8,8",,34,,"3,7",,36,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Salade au thon -  - 500g,5425004949127,,500 g,,,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon']",,,['France'],[],,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Gaufre vanille - Biscovit / Dimabel Bvba - 150g,5425005485716,,150 g,,['Biscovit / Dimabel Bvba'],,,,['France'],"['Tarwebloem', 'zoetstof: maltitol', 'plantaardig vetten: ', 'palm', 'raapzaad', 'emulgator: E471', 'zuurteregelaar: E331', 'antioxidant: E330', 'kleuren: E160', 'a', 'eieren', 'water', ""gemodificeerd mai'szetmeel"", 'sojabloem', 'emulgator: E422', 'voedingsvezel ', 'Oligofructose', 'acacia', 'bakpoeder ', 'rijsmiddel: E450i', 'E500ii', 'E341ii tarwezetmeel', 'zout', 'verdikkingsmiddel: E412', 'natuurlijke aroma: vanille en boter']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien']",4,?,,378,,1582 kj(378 kcal),,"21,2",,"8,3",,0,,0,,"5,4",,"0,68",,"0,272",,,,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,"['E965 - Maltitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E341ii - Phosphate dicalcique', 'E412 - Gomme de guar']",,,
938,Rulles Blonde - 75cl,5425005510012,C,75 cl,"['Bouteille', 'Verre']",['Rulles'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bières blondes', 'Boissons avec sucre ajouté']",['Belgique'],,"['Belgique', 'France']","[""Malts d'orge"", 'houblons', 'sucres', 'sucre inverti', 'levure']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,,?,,,,?,,,,?,,,,?,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Déconseillé à certaines catégories de personnes', 'Déconseillé aux femmes enceintes']",,['Delhaize'],,,,,,,,,,,,,,,,,
939,Ortho D3 - Orthonat - Gouttes,5425005541160,,Gouttes,,['Orthonat'],,,,['France'],[],,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Baklava Yufkasi - Au Ble d'Or,5425005720015,,,,"[""Au Ble d'Or""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte']",,,"['France', 'Espagne']",[],,[],,?,,300,-21%,1255 kj(300 kcal),-21%,"0,76",-96%,"0,14",-99%,"65,1",+58%,"8,3",+250%,"8,3",+41%,"1,1",+11%,"0,44",+11%,,,,,,,,,,,,0.76 g,en faible quantité,0.14 g,en faible quantité,8.3 g,en quantité modérée,1.1 g,en quantité modérée,3,-81%,C,-81%,,,,
941,Préparation pour Soupe auxPois - Fountain,5425005964037,,,,['Fountain'],"['Boissons', 'Boissons sans sucre ajouté']",,,['France'],"['Pois', 'sel', 'extrait de levure', 'amidon', 'oignon', 'épaississant ', 'E410', 'maltodextrinel exhausteur de goût ', 'E621 ', 'E631 ', 'poireaux', 'feuilles de céleri curcuma', 'arôme ', 'avec céleri', 'arôme de fumée', ' Peut contenir des traces de lait', 'dt?ufs', 'de glutenet de moutarde']",,[],4,?,,290,+559%,1213 kj(290 kcal),+516%,"1,31",+291%,"0,48",+406%,"42,4",+391%,"2,8",-59%,"20,28",+3972%,"14,13",+29710%,"5,652",+29710%,,,,,,,,,,,,1.31 g,en faible quantité,0.48 g,en faible quantité,2.8 g,en quantité modérée,14.1 g,en quantité élevée,22,+299%,E,+299%,"['E410 - Gomme de caroube', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique']",,,
942,Carolus - Het Anker - 75cl e,5425006240116,C,75 cl e,"['Bouteille', 'Verre']",['Het Anker'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières belges', 'Bière triple']",['Belgique'],,['France'],"['Bière', "" Contient du malt d'orge""]",['Gluten'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,?,,?,,,,?,,,,?,,,,?,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Déconseillé à certaines catégories de personnes', 'Déconseillé aux femmes enceintes']",,,,,,,,,,,,,,,,,,,
943,Haricots noirs - Vajra,5425006841528,,,,['Vajra'],,,,['France'],[],,[],,?,,341,,1427 kj(341 kcal),,"1,42",,"0,37",,"41,7",,"2,12",,"21,6",,"0,25",,"0,1",,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,
944,Riz Basmati Blanc - Vajra - 750g,5425006845083,A,750 g,['Papier'],['Vajra'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz blanc', 'Riz Basmati', 'Riz Basmati blancs']",,,['France'],['Riz basmati blanc'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,365,+15%,1527 kj(365 kcal),+13%,"1,3",+36%,"0,2",-0%,"78,6",+16%,"0,1",-53%,"7,1",-7%,"0,012",-68%,"0,005",-68%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,"['Bio', 'Bio européen', 'Agriculture non UE', 'BE-BIO-01']",,,,1.3 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,0.012 g,en faible quantité,0,,B,,,,,
945,Flocons De Levure Maltee (200 GR),5425006847827,,,,,,,,['France'],[],,[],,?,,347,,1452 kj(347 kcal),,5,,"1,3",,38,,5,,27,,"0,4",,"0,16",,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,,,,,,,,,,,,
946,Vibracell - 300 ML - Martera,5425007231205,,,,['Martera'],,,,['France'],[],,[],,?,,236,,987 kj(236 kcal),,"2,7",,"0,28",,"49,9",,"42,5",,"2,2",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Achel Brune - 33cl,5425007658880,C,33 cl,"['Bouteille', 'Verre']",['Achel'],"['Boissons', 'Boissons alcoolisées', 'Bières', ""Bières d'abbayes"", 'Bières belges', 'Bières brunes']",['Belgique'],,"['Belgique', 'France']","['Eau', ""malt d'orge"", 'houblon et levure']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,,?,,,,?,,,,?,,,,?,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Produit trappiste authentique', 'Déconseillé aux femmes enceintes']",,"['405', 'Delhaize']",,,,,,,,,,,,,,,,,
948,Brut de Noir 82% - Belvas - 100g,5425007881141,,100 g,"['Boite', 'Carton', 'Plastique']",['Belvas'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Belgien'],,"['Belgique', 'France', 'Allemagne', 'Pays-Bas']","['Masse de cacao°', 'Sucre de fleur de coco° ', '24,7%', ' Beurre de cacao°', 'Noisettes°', 'Fèves de cacao°', ' Emulsifiant: Lécithine de soja', "" °Produits issus de l'agriculture biologique"", ' Contrôlés par Certisys BE-BIO-01', ' Ingrédients conformes aux standards du commerce équitable Fairtrade/Max Havelaar: Cacao ', '59% du poids total', ' Peut contenir des traces de pistaches', ' amandes et lait']","['Fruits à coque', 'Soja']","['Végétalien', 'Végétarien']",4,2503,+12%,?,,2503 kj(598 kcal),+13%,"49,5",+55%,"24,8",+43%,"28,9",-45%,"25,2",-47%,"9,4",+60%,"0,12",-22%,"0,048",-22%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Sans gluten', 'Agriculture non UE', 'Végétalien', 'BE-BIO-01', 'Agriculture UE', 'Agriculture UE/Non UE', 'Fairtrade International', 'Fabriqué en Belgique', 'Max Havelaar', 'Sans alcool']",,"['Vibio', 'Ekoplaza']",http://www.chocolaterie-belvas.be/fr/nos-produits/brut-de-noir-100g-fr/,49.5 g,en quantité élevée,24.8 g,en quantité élevée,25.2 g,en quantité élevée,0.12 g,en faible quantité,22,-10%,E,-10%,['E322i - Lécithine'],,,
949,"Belgian Thins Quinoa, Goji, Amande et Tournesol - Belvas",5425007881622,,,,['Belvas'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,"['Belgique', 'France', 'États-Unis']","['Masse de cacao*', 'sucre de canne*', 'beurre de cacao*', 'amandes effilées* ', '2,2%', 'graines de tournesol* ', '1,3%', 'quinoa* ', '1,3%', 'riz soufflé*', 'graines de courge* ', '1%', 'baies de goji* ', '0,2%', 'sel de Guérande', 'arôme naturel vanille*']",,"['Végétalien', 'Végétarien']",3,?,,524,+25%,2192 kj(524 kcal),+25%,"35,71",+143%,"21,43",+232%,"52,38",-21%,"38,1",-23%,"7,14",+70%,"0,15",+2%,"0,06",+2%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Végétalien', 'BE-BIO-01', 'Fabriqué en Belgique', 'Max Havelaar', 'en:The Vegan Society']",,,,35.7 g,en quantité élevée,21.4 g,en quantité élevée,38.1 g,en quantité élevée,0.15 g,en faible quantité,19,+4%,E,+4%,,,,BELVAS
950,Belgian thins - Belvas,5425007881752,,,,['Belvas'],,,,"['France', 'Pays-Bas']","['Cane sugar', 'Cocoa butter', 'Whole milk powder', 'Cocoa mass', 'Hazelnuts', 'Rice', 'Fresh cream', 'Whey powder', 'Rice starch', 'Corn syrup', 'Sea salt', 'Coloring fruit and plant extracts ', 'safflower', 'apple', 'alga', 'Vegetable juice concentrate of purple carrot and beet root', 'Thickener ', 'gum arabic', 'Coating substance ', 'carnauba wax', 'bees wax', 'Emulsifier: ', 'sunflower lecithin', ' Organically-grown product', ' Controlled by Certisys BE-BIO-OI', ' [Cocoa', 'Cane sugar] traded in compliance With Fairtrade Standards', 'total 73%', ' Visit www', 'info', 'fairtrade', 'net', ' May contain traces of peanutse pistachios']",['Fruits à coque'],[],4,?,,554,,2318 kj(554 kcal),,"37,2",,"23,1",,"48,5",,"45,2",,"6,8",,"0,43",,"0,172",,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Pur beurre de cacao', 'Geproduceerd in België']",,['Ekoplaza'],,,,,,,,,,,,,,"[""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba']",,,
951,Cassés de chocolat - BELBIO - 120g e,5425007881967,D,120 g e,"['Sachet', 'Plastique']",['BELBIO'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux amandes', 'Chocolats au lait aux amandes']",['Belgique'],,"['Belgique', 'France']","['Sucre de canne', 'beurre de cacao', 'poudre de lait entier', 'masse de cacao', 'noix de coco ', '3,4 %', 'poudre de cacao', 'amandes effilées ', '1,7 %', 'sel de mer ', '0,4%', 'brisures de cacao ', '0,4%']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,,568,+2%,2377 kj(568 kcal),+2%,"41,2",+15%,26,+45%,"42,3",-12%,"39,6",-12%,"7,4",-18%,"0,575",+125%,"0,23",+125%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Commerce équitable', 'en:gluten-free', 'BE-BIO-01', 'Agriculture UE/Non UE', 'Fairtrade International', 'Point Vert', 'Fabriqué en Belgique', 'Max Havelaar']",,,,41.2 g,en quantité élevée,26 g,en quantité élevée,39.6 g,en quantité élevée,0.575 g,en quantité modérée,27,+8%,E,+8%,,,,
952,100% NOIR - BELVAS,5425007882155,,,,['BELVAS'],,,,['France'],"['Masse de cacao*', 'brisure de cacao*', ""*produits issus de l'agriculture biologique"", ' Peut contenir des traces de noisettes', 'pistaches', 'amandes', 'lait et soja']",,[],,?,,630,,2636 kj(630 kcal),,53,,"33,8",,"17,6",,0,,11,,0,,0,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,
953,bb - freshly - 30,5425007920024,,30,,['Freshly'],,,,['France'],[],,[],,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Sauce Pad Thai - 700ml,5425007923049,,700 ml,,,,,,['France'],[],,[],,?,,97,,406 kj(97 kcal),,0,,0,,23,,"22,5",,"0,2",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Chocolat Noir NewTree - 80g,5425008340012,D,80 g,['Carton'],['NewTree'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,['France'],"['pâte de cacao*', 'sucre de canne*', ""fibres d'agave "", 'inuline', '*', 'pur beurre de cacao*', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' Cacao : minimum 66%']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,2132,-6%,510,-8%,2132 kj(510 kcal),-8%,35,-11%,"21,9",-5%,"34,3",-11%,29,-9%,"5,3",-31%,"0,013",-73%,"0,005",-73%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bio', 'Bio européen', 'Commerce équitable', 'BE-BIO-01', 'Produit compensé carbone', 'Fairtrade International', 'en:FSC', 'Fabriqué en Belgique']","['Agriculture UE / non UE', 'Cacao Pérou et République Dominicaine', 'Made in Belgium']",['Carrefour'],,35 g,en quantité élevée,21.9 g,en quantité élevée,29 g,en quantité élevée,0.0127 g,en faible quantité,17,-20%,D,-20%,['E322i - Lécithine'],Chocolat Noir bio,,
