,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,nova_score,generic_name,packaging,additives,allergens,ingredients_origins,markets,traceability_code,link,manufacturing,palm_ingredients
1726,Macaron Desire chocolat,3770010965015,D,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,
1727,Le schorle,3770010975021,,,,['France'],[],[],,,,,,,?,,30,,126 kj(30 kcal),,"0,5",,"0,1",,"7,15",,"6,83",,"0,5",,,,,,,,,,['Bio'],,,0,,0,,,,,,,,,,,,,,,,
1728,Miel garrigue - Aux Miels et une Saveur - 500g,3770011074013,B,['Aux Miels et une Saveur'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels de garrigue']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,500 g,"['Bio', 'Bio européen', 'Agriculture France']",,,,,,,,,,,,,,,,['France'],,,,,
1729,Stikchou - BIOSAINE CUISINE - 70g,3770011148035,,['BIOSAINE CUISINE'],"['Snacks', 'Snacks salés', 'Apéritif']",['France'],"['choucroute ', '78 %', ' ', 'chou lactofermenté*', 'sel marin', 'graines de tournesol* pré-germées', 'graines de lin*', 'oignon', 'sel fin de mer non raffiné', "" * produit issu de l'agriculture biologique""]",['Végétarien'],31.9 g,en quantité élevée,3.4 g,en quantité modérée,3.6 g,en faible quantité,?,,423,-9%,1770 kj(423 kcal),-10%,"31,9",+32%,"3,4",-17%,"12,8",-75%,"3,6",+16%,"18,4",+141%,,,,,,,,70 g,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique']",1 g,en quantité modérée,1,-36%,"0,4",-36%,5,-61%,C,-61%,3,,['Papier'],,,,,,,,
1730,Krunola Pomme-Noisette,3770011148080,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,?,,366,,1531 kj(366 kcal),,"13,4",,"1,3",,"51,4",,"24,1",,"7,1",,,,,,,,,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,"0,05",,"0,02",,,,,,,,,,,,,,,,
1731,Veggine Banofee - LA VEGGISSERIE - 105gr,3770011298006,,['LA VEGGISSERIE'],"['BIO', 'DESSERT PATISSIER VEGETAL', 'SANS GLUTEN']",['France'],"['Banane *', 'sucre de canne mi blanc*', 'boisson soja vanille*', 'matière grasse végétale* ', 'coprah et tournesol', 'jus de fruit de la passion*', 'soja cuisine*', 'farine de riz blanche*', 'farine de maïs*', 'amandes poudre blanche*', 'amidon de maïs*', 'sirop de glucose de maïs*', 'vanille poudre*', 'épaississant : gomme de guar*', 'fleur de sel', ' Produits avec une * issue de l‘agriculture biologique\rAllergènes : fruits à coque', 'soja']",[],12.9 g,en quantité modérée,9.89 g,en quantité élevée,26.7 g,en quantité élevée,?,,283,-14%,1184 kj(283 kcal),-12%,"12,93",+56%,"9,89",+475%,"33,07",-37%,"26,72",+71%,"1,71",-68%,,,,,,,,105gr,"['en:Bio', 'en:Sans gluten']",0.05 g,en faible quantité,"0,05",-88%,"0,02",-88%,17,+150%,D,+150%,4,,['Surgelés'],['E412 - Gomme de guar'],['Soja'],"['France', 'en:NON UE', 'en:UE']",,,https://la-veggisserie.com,"['ST ARNOULT', 'FRANCE']",
1732,"Glace Chocolat, éclats de Chocolat, sauce Chocolat - La Veggisserie - 100ml",3770011298105,B,['La Veggisserie'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat']",['France'],"['Boisson de riz*', 'chocolat noir 70%*', 'riz cuisine*', 'sirop de glucose déshydraté*', 'chocolat 60%,*eau', 'sirop de glucose', 'mais,*sucre inverti*', 'poudre de cacao*', 'dextrose*', 'épaississant : agar agar*', 'gomme de guar*', 'farine de graine de caroube*']","['Végétalien', 'Végétarien']",4.53 g,en quantité modérée,1.59 g,en quantité modérée,13.7 g,en quantité élevée,?,,147,-36%,615 kj(147 kcal),-37%,"4,53",-62%,"1,59",-79%,"24,89",-6%,"13,66",-40%,"1,1",-70%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,100 ml,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",0.08 g,en faible quantité,"0,08",-42%,"0,032",-42%,5,-62%,C,-62%,4,,['Surgelé'],"['E406 - Agar-agar', 'E412 - Gomme de guar', 'E410 - Gomme de caroube']",,"['France', 'Union européenne', 'Hors Union Européenne']",,,,"['France', 'Saint-Arnoult', 'Normandie', 'Calvados']",
1733,Glace Praliné Riz Soufflé Caramel - La Veggisserie - 100ml,3770011298129,B,['La Veggisserie'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['France'],"['Boisson de riz*', 'soja cuisine*', 'sirop de glucose déshydraté*', 'praliné amandes noisettes*', 'sucre de canne mi blanc*', 'riz soufflé*', 'beurre de cacao désodorisé*', 'sirop de glucose maïs*', 'sucre inverti*', 'eau', 'matière graisse végétale* ', 'coprah et tournesol', 'vanille en poudre*', 'épaississant : gomme de guar*', 'farine de graine de caroube*']",[],8 g,en quantité modérée,1.5 g,en quantité modérée,24.3 g,en quantité élevée,?,,203,-13%,849 kj(203 kcal),-13%,8,-32%,"1,5",-80%,"36,9",+32%,"24,3",+4%,2,-37%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,100 ml,"['Bio', 'en:gluten-free']",0.1 g,en faible quantité,"0,1",-33%,"0,04",-33%,7,-48%,C,-48%,4,,['surgelé'],"['E412 - Gomme de guar', 'E410 - Gomme de caroube']","['Fruits à coque', 'Soja']","['France', 'Union européenne', 'Hors Union Européenne']",,,,"['France', 'Saint-Arnoult', 'Normandie', 'Calvados']",
1734,GLACE SOJA VANILLE CRANBERRIES POMME 600ml - la veggisserie,3770011298167,,['la veggisserie'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Crèmes glacées végétales']",['France'],"['Boisson soja vanille*', 'dessert soja* sucre de canne*', 'soja cuisine*', 'cranberries*', 'pomme golden*', 'sirop de glucose maïs*', 'sirop de glucose déshydratée*', 'eau', '     gomme de caroube*farine de graine guar*', 'produits avec*issus de l ‘agriculture biologique']",[],2.75 g,en faible quantité,0.39 g,en faible quantité,25 g,en quantité élevée,370,,?,,370 kj(88 kcal),-57%,"2,75",-73%,"0,39",-94%,"27,9",+9%,"25,02",+32%,"2,19",-0%,,,,,,,,600ml,"['Bio', 'en:gluten-free']",0.11 g,en faible quantité,"0,11",-12%,"0,044",-12%,5,-47%,C,-47%,4,glace végétale,['surgelés'],['E410 - Gomme de caroube'],,"['France', 'Union européenne', 'Non Union Européenne']",,,http://HTtps://la-veggisserie.com,"['FRANCE', 'ST ARNOULT']",
1735,Jus de Tamarin,3770011356072,,,,['France'],[],[],,,,,,,?,,32,,134 kj(32 kcal),,0,,0,,"7,3",,"6,8",,"0,1",,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,0,,0,,,,,,,,,,,,,,,,
1736,Yaourt de brebis,3770011453009,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Tartare d'algues Figue&Miel -,3770011698127,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits de la mer', 'Aliments à base de plantes en conserve', 'Algues et dérivés', 'Algues en conserve', ""Tartares d'algues""]",['France'],[],[],37 g,en quantité élevée,4.7 g,en quantité modérée,9.14 g,en quantité modérée,?,,628,+165%,2628 kj(628 kcal),+165%,37,+65%,"4,7",+58%,"12,74",+107%,"9,14",+413%,"2,77",+19%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,0.53 g,en quantité modérée,"0,53",-58%,"0,212",-58%,15,+56%,D,+56%,,,,,,,,,,,
1738,Gallimaté Original,3770011822003,,,,['France'],[],[],,,,,,,?,,14,,59 kj(14 kcal),,0,,0,,"3,5",,"3,4",,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
1739,Moutarde Corse - AMC,3770019427156,B,['AMC'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['France'],"['eau', 'graines de moutarde', 'vinaigre', 'sel', 'farine de châtaîgne 4%', 'miel corse 4%', 'arôme naturel', 'acidifiant', 'acide citrique', 'conservateur E224', 'sulfites']",[],12 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,?,,161,-5%,674 kj(161 kcal),-5%,12,+11%,0,-100%,5,-28%,0,-100%,0,-100%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,2 g,en quantité élevée,2,-58%,"0,8",-58%,10,-14%,C,-14%,4,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,
1740,Miel de Romarin - assil - 350g,3770053551329,B,['Assil'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],"['Miel de romarin ', '100%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,78 g,en quantité élevée,?,,314,+8%,1314 kj(314 kcal),+8%,0,-100%,0,-100%,78,+1%,78,+12%,"0,5",+53%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,350g,"['Bio', 'en:gluten-free', 'Non végétarien']",0.028 g,en faible quantité,"0,028",+73%,"0,011",+73%,,,,,2,,,,,,,,,,
1741,Sel au piment d'Espelette,3775000012144,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,
1742,Onigiri thon mayonnaise wazabi - SO'NiGiRi - 135g,3775000099909,,"[""SO'NiGiRi""]","['Snacks', 'Snacks salés', 'Onigiri', 'Onigiri au thon']",['France'],"['Riz vinaigré 84,8% ', 'eau', 'riz', ""vinaigre d'alcool de riz"", 'sucre', 'sel', 'huile de tournesol', 'Thon listao - origine: Madagascar', ""Côte d'Ivoire"", 'equateur', '9,3% ', 'Katsuwonus pelamis', 'eau sel', 'Mayonnaise au wasabi 4,4% ', 'huile de colza', 'oeuf de plein air pasteurisé', 'wasabi', 'vinaigre de vin', 'raifort', 'poudre de moutarde', 'sel', 'sucre', 'Algue nori 1,5% ', 'Porphyra yezoensis']","['Non végétalien', 'Non végétarien']",4.8 g,en quantité modérée,0.4 g,en faible quantité,6.9 g,en quantité modérée,?,,187,+15%,782 kj(187 kcal),+16%,"4,8",+59%,"0,4",-20%,31,+12%,"6,9",+30%,"4,5",+13%,,,,,,,,135 g,"['Nutriscore', 'Nutriscore B']",0.66 g,en quantité modérée,"0,66",-16%,"0,264",-16%,2,-5%,B,-5%,3,encas à base de riz,['Frais'],,"['Poisson', 'Soja', 'Anhydride sulfureux et sulfites']",,,,http://www.sonigiri.com,['France'],
1743,Onigiri Saumon et sa sauce teriyaki - SO'NiGiRi - 135g,3775000099923,,"[""SO'NiGiRi""]","['Snacks', 'Snacks salés', 'Plats préparés', 'Sushis et makis', 'Sushis', 'Onigiri', 'Onigiri au saumon']",['France'],"['Riz vinaigré 84,8% ', 'riz', 'eau', ""vinaigre d'alcool de riz"", 'sucre', 'sel', 'huile de tournesol', 'saumon 10,6% ', 'Salmo salar', 'jus de citron', 'sel', 'sauce teriyaki 3,2% ', 'eau', 'graine de soja', 'blé', 'vin ', ""contient de l'anhydride sulfureux"", 'sucre', "" vinaigre d'alcool"", 'farine de riz', ""extraits d'épices"", 'oignon en poudre', 'ail en poudre', 'albue nori 1,5% ', 'Porphyra yezoensis']","['Non végétalien', 'Non végétarien']",2.4 g,en faible quantité,0.3 g,en faible quantité,7.1 g,en quantité modérée,?,,168,+4%,703 kj(168 kcal),+4%,"2,4",-20%,"0,3",-40%,31,+12%,"7,1",+34%,"4,82",+21%,,,,,,,,135 g,"['Nutriscore', 'Nutriscore B']",0.87 g,en quantité modérée,"0,87",+10%,"0,348",+10%,2,-5%,B,-5%,3,encas à base de riz,['Frais'],,"['Poisson', 'Gluten', 'Soja', 'Anhydride sulfureux et sulfites']",,,,,['France'],
1744,Onigiri Avocat façon guacamole au Yuzu - SO'NiGiRi - 135g,3775000099947,,"[""SO'NiGiRi""]","['Snacks', 'Snacks salés', 'Plats préparés', 'Sushis et makis', 'Sushis', 'Onigiri']",['France'],"['Riz vinaigré 84,8% ', 'eau', 'riz', ""vinaigre d'alcool de riz"", 'sucre', 'sel', 'huile de tournesol', ""guacamole d'avocat 13,7% "", 'avocat', 'poivre de jalapeno', 'sel', 'poivron rouge', 'oignon', 'coriandre', 'antioxydant : E300', 'épaississant : E415', 'ail', 'acidifiant : E330', 'algue nori 1,5% ', 'Porphyra yezoensis']",[],3.6 g,en quantité modérée,0.6 g,en faible quantité,6.9 g,en quantité modérée,?,,172,+6%,720 kj(172 kcal),+7%,"3,6",+20%,"0,6",+20%,31,+12%,"6,9",+30%,"2,4",-40%,,,,,,,,135 g,"['Nutriscore', 'Nutriscore B']",0.63 g,en quantité modérée,"0,63",-20%,"0,252",-20%,2,-5%,B,-5%,4,encas à base de riz,['Frais'],"['E300 - Acide ascorbique', 'E415 - Gomme xanthane', 'E330 - Acide citrique']",,,,,http://www.sonigiri.com,['France'],
1745,Wok - Légumes japonais et lait de coco - So'Nigiri - 135g,3775000099954,,"[""So'Nigiri""]","['Snacks', 'Snacks salés', 'Onigiri']",['France'],"['Riz assaisonné 83% ', 'riz', 'eau', ' vinaigre de riz', 'sucre', 'sel', 'mirin', 'légumes 11% ', 'oignon', 'poivron', 'edamame', 'haricot mungo', 'carotte', 'lait de coco 5% ', 'extrait de noix de coco', 'eau', 'épaississants :E412', 'E415', 'E407', 'sésame', 'huile de sésame', 'algue ', 'Porphyra yezoensis']",[],2.7 g,en faible quantité,0.8 g,en faible quantité,7.3 g,en quantité modérée,614,,164,+1%,614 kj(164 kcal),-9%,"2,7",-10%,"0,8",+60%,31,+12%,"7,3",+37%,"2,8",-30%,,,,,,,,135 g,"['Nutriscore', 'Nutriscore B']",0.53 g,en quantité modérée,"0,53",-33%,"0,212",-33%,2,-5%,B,-5%,4,,,"['E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Graines de sésame'],,,,,,
1746,Pate brisee sucree - 300g,3777000113104,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",['France'],[],[],22.4 g,en quantité élevée,5.7 g,en quantité élevée,5.9 g,en quantité modérée,?,,404,+7%,1690 kj(404 kcal),+7%,"22,4",+15%,"5,7",-42%,"52,7",+24%,"5,9",+157%,"6,2",+4%,,,,,,,,300 g,['Sans conservateurs'],1.13 g,en quantité modérée,"1,13",+10%,"0,452",+10%,16,0%,D,0%,,,,,,,,,,,
1747,Pate feuilletee nature - La ferme sereine - 350g,3777000122106,D,['La ferme sereine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",['France'],[],[],26.3 g,en quantité élevée,18.4 g,en quantité élevée,1.4 g,en faible quantité,?,,410,+8%,1715 kj(410 kcal),+8%,"26,3",+21%,"18,4",+63%,37,-4%,"1,4",-7%,"5,6",-4%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,350 g,['Sans conservateurs'],0.88 g,en quantité modérée,"0,88",-13%,"0,352",-13%,18,+9%,D,+9%,,,,,,,,,,['France'],
1748,La Fée Torchette - Brasserie Artesienne - 75cl,3777741785363,C,['Brasserie Artesienne'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",['France'],"['Bière ', 'contient du gluten']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,75 cl,,,,,,,,,,,,3,,"['Bouteille', 'Verre']",,['Gluten'],,['Cora'],,http://www.brasserie-artesienne.fr/pages/nos-produits.html,"['Pas-de-Calais', 'France']",
1749,Sam & pates,3778569521683,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Duo fourré - Lu,3780158805005,,['Lu'],,['France'],[],[],,,,,,,?,,450,,1883 kj(450 kcal),,16,,5,,68,,28,,"7,3",,,,,,,,,,,,,"0,48",,"0,192",,,,,,,,,,,,,,,,
1751,Chocolat Poudre - Benco,3780352005904,,['Benco'],,['France'],[],[],,,,,,,?,,375,,1569 kj(375 kcal),,?,,"1,2",,?,,78,,"4,6",,,,,,,,,,,,,"0,23",,"0,092",,,,,,,,,,,,,,,,
1752,Fresh 100% juice tomato - Premium - 1l,3800014284284,,['Premium'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",['France'],"['Jus de tomate', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,1 l,['Kascher'],,,,,,,,,,,3,Jus de tomate,"['Brique', 'Carton']",,,,,,,,
1753,Ajvar Piquante -,3800018501103,,,"['Epicerie', 'Sauces', 'Sauces aux légumes', 'Sauces pimentées']",['France'],"['Poivrons ', '84 %', 'aubergines ', '6,7 %', 'huile de tournesol', 'sucre', 'sel', 'ail', ""régulateur d'acidité: acide acétique"", 'arôme naturel de capsicum']",[],4.3 g,en quantité modérée,0.5 g,en faible quantité,7.3 g,en quantité modérée,?,,81,-9%,339 kj(81 kcal),-14%,"4,3",-22%,"0,5",-36%,"8,1",+19%,"7,3",+45%,"1,1",-33%,,,,,,,,,,1.1 g,en quantité modérée,"1,1",+4%,"0,44",+4%,-1,-152%,A,-152%,3,,"['Bocal', 'Verre', 'métal']",['E260 - Acide acétique'],,,,,,,
1754,Cornichons Aigre Doux Polonais - Kerets - 460g,3800018505927,,['Kerets'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,?,,26,-4%,109 kj(26 kcal),+2%,"0,5",+69%,"0,1",+46%,"5,3",+54%,"3,7",+42%,"0,8",-21%,,,,,,,,460g,,0.9 g,en quantité modérée,"0,9",-48%,"0,36",-48%,-2,-192%,A,-192%,,,,,,,,,,,
1755,Kit Kat Chunky - Nestlé - 3,3800020410110,,['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées', 'Barre chocolatée biscuitée type KitKat']",['France'],[],[],29 g,en quantité élevée,16.9 g,en quantité élevée,50.6 g,en quantité élevée,?,,531,+21%,2222 kj(531 kcal),+19%,29,+27%,"16,9",+28%,"59,2",+31%,"50,6",+53%,"7,6",+19%,,,,,,,,3,['Nestle-cocoa-plan'],0.23 g,en faible quantité,"0,23",-34%,"0,092",-34%,26,+23%,E,+23%,,,,,,,,,,,
1756,Kit Kat bites peanut butter,3800020414767,,['Kit Kat'],,['France'],[],[],,,,,,,?,,523,,2188 kj(523 kcal),,"28,3",,"16,1",,"55,3",,"44,5",,"10,8",,,,,,,,,,,,,"0,7",,"0,28",,,,,,,,,,,,,,,,
1757,Kit Kat Chunky Peanut Butter - Nestlé,3800020415009,,['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']",['France'],[],[],31.2 g,en quantité élevée,16.1 g,en quantité élevée,45.3 g,en quantité élevée,?,,538,+6%,2251 kj(538 kcal),+5%,"31,2",+10%,"16,1",+3%,"52,8",-7%,"45,3",+4%,"10,4",+52%,,,,,,,,,,0.65 g,en quantité modérée,"0,65",+137%,"0,26",+137%,28,+14%,E,+14%,,,,,,,,,,,
1758,Kat Bites Peanut Butter Chocolate SharingPouch - Nestlé,3800020419298,,['Nestlé'],,['France'],"['recouvert de sucre au chocolat au lait', '  mllk ', '0%', '  cacahuètes 8%', 'masse de cacao', 'poudre', 'beurre de cacao et de cacao', 'émulsifiant de laclose adprote ', 'tournesol sel de lécithine', ""arômes naturels Agent de levée Sod voir les ingrédients en gras Peut contenir de l'arbre Ms""]",[],,,,,,,?,,523,,2188 kj(523 kcal),,"28,3",,"15,1",,"55,3",,"44,5",,"10,8",,,,,,,,,,,,,"0,65",,"0,26",,,,,,,,,,['Arachides'],,,,,,
1759,70G Kit Kat Chunky Duo - Nestlé,3800020421260,,"['Nestlé', 'Kit Kat']",,['France'],[],[],,,,,,,?,,531,,2222 kj(531 kcal),,29,,"16,9",,"59,2",,"50,6",,"7,6",,,,,,,,,,,,,"0,23",,"0,092",,,,,,,,,,,,,,,,
1760,Kit Kat chunky - Nestlé,3800020423349,,['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']","['France', 'Slovaquie']",[],[],11 g,en quantité modérée,7 g,en quantité élevée,20 g,en quantité élevée,?,,211,-58%,883 kj(211 kcal),-59%,11,-61%,7,-55%,24,-58%,20,-54%,3,-56%,,,,,,,,,['en:Palm oil'],0 g,en faible quantité,0,-100%,0,-100%,12,-51%,D,-51%,,,,,,,,,,,
1761,Kitkat Chunky Hazelnut Cream,3800020424223,,,,['France'],[],[],,,,,,,?,,539,,2255 kj(539 kcal),,"30,6",,"17,1",,58,,"51,3",,"7,2",,,,,,,,,,,,,"0,23",,"0,092",,,,,,,,,,,,,,,,
1762,Kit Kat Chunky Double Caramel - Nestlé - 168g,3800020430781,,['Nestlé'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Barres chocolatées', 'Barres chocolatées biscuitées']",['France'],"['Sucre', 'lait écrémé en poudre', 'beurre de cacao', 'nappage caramel fondant ', 'sirop de glucose-fructose', 'sirop de glucose', 'lait concentré sucré ', 'lait', 'sucre', 'huile de palme', 'matière grasse de lait anhydre', 'sel', 'arôme', 'farine de blé', 'matière grasse végétale ', 'palme', 'pâte de cacao', 'matière grasse de lait anhydre', 'petit-lait filtré en poudre', 'éclats de caramel 3% ', 'sucre', 'sirop de glucose', 'crème', 'beurre', 'poudre de caramel au lait ', 'lait écrémé', 'sucre', 'petit-lait', 'beurre', 'arôme naturel de vanille', 'émulsifiant ', 'lécithine de tournesol', 'arômes', 'sel', 'poudre à lever ', 'carbonates de sodium']","['Huile de palme', 'Non végétalien']",27.6 g,en quantité élevée,16 g,en quantité élevée,54.8 g,en quantité élevée,2176,-4%,?,,2176 kj(520 kcal),+2%,"27,6",-3%,16,+3%,61,+8%,"54,8",+26%,"6,5",-5%,,,,,,,,168g,"['Agriculture durable', 'en:UTZ Certified', 'Nestlé Cocoa Plan']",0.24 g,en faible quantité,"0,24",-12%,"0,096",-12%,26,+6%,E,+6%,4,"Gaufrette croustillante nappée d'un caramel fondant 10,5% et d'un caramel croquant 12,1% et enrobée de chocolat au lait 60%.","['Sachet', 'Plastique']","['E322i - Lécithine', 'E500 - Carbonates de sodium']","['Gluten', 'Lait']",,['Cora'],,,,['Huile de palme']
1763,Nestle Chocolate Kitkat Chunky,3800020434642,,['Nestlé'],,['France'],"['Sugar', 'Skimmed milk powder', 'Cocoa butter', 'Wheat flour', 'Cocoa mass', 'Palm fat', 'ButterfatU=ufn Milk', 'Lactose and proteins from whey ', 'from Milk', 'Whey powder lorithin', ' Naturalflavourinne agent ', 'Sodium bicarbonate', ' Allergy advice! For allergens', 'including cereals containing gluten', 'see Ingredtents ln bold', ' May contain peanuts and tree nuts']","['Huile de palme', 'Non végétalien']",,,,,,,?,,531,,2222 kj(531 kcal),,29,,"16,9",,"59,2",,"50,6",,"7,6",,,,,,,,,,['Pur beurre de cacao'],,,"0,23",,"0,092",,,,,,,,,['E500ii - Carbonate acide de sodium'],"['Gluten', 'Lait']",,,,,,
1764,Zagorka Special - 50cl,3800022402120,C,['Zagorka'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes', 'Bières bulgares']",['France'],"['Eau', ""malt d'orge"", 'orge', 'houblons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,?,,?,,,,?,,,,?,,,,?,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,50 cl,,,,,,,,,,,,3,,"['Canette', 'Aluminium']",,['Gluten'],,,,,['Bulgarie'],
1765,Bolero Blueberry Drink - 9g,3800048200113,,['Bolero'],"['Boissons', 'Boissons instantanées']","['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,-99%,8 kj(2 kcal),-99%,0,-100%,0,-100%,"0,22",-100%,0,-100%,0,-100%,,,,,,,,9 g,,0 g,en faible quantité,0,-100%,0,-100%,,,,,,,,,,,,,,,
1766,Bolero Mandarin,3800048200199,,['Bolero'],"['Boissons', 'Boissons édulcorées']",['France'],"['GlYCOSiDEN ', 'STEVIA-EXTRACTEN', ' TRICAICIUMFOSFAAT: KIEURSïOF: AVEC ÉDOtCORANTS GOÛT XC\\De ÉD\\ACORANIS: K CORRECTEUR ÉAISSISSÀNTS: GOMME no mi']",[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,-87%,8 kj(2 kcal),-86%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,['en:gluten-free'],0 g,en faible quantité,0,-100%,0,-100%,1,-77%,B,-77%,4,,,"['E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,,,,,
