,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,allergens,palm_ingredients
38,Tartelettes Fraise - Biscuits Poult,3045470070112,D,,,,"['Biscuits Poult', 'Poult']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Tartes', 'Biscuits', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Biscuits à la fraise', 'Tartelettes à la fraise']",,,['France'],"['Farine de blé 43,9 %', 'nappage à la fraise 40 % ', 'sirop de glucose-fructose', 'purée et purée à base de concentré de fraise 63 % ', ""soit du produit 25 % sur l'ensemble"", 'stabilisant : glycérol', 'arôme', ""correcteur d'acidité : citrate trisodique"", 'gélifiant : pectines', 'acidifiant : acide citrique', 'eurre concentré ', 'équivalent beurre 11 %', 'sirop de glucose', 'sucre', ""poudre d'amandes"", 'sel', 'œufs en poudre', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'phosphates de calcium', 'protéines de lait', 'poudre de lait écrémé', 'arômes', ' Contient : gluten', 'lait', 'œufs', 'amandes', "" Peut contenir d'autres fruits à coque et soja""]","['E422 - Glycérol', 'E331iii - Citrate trisodique', 'E440 - Pectines', 'E330 - Acide citrique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,10 g,en quantité modérée,6.6 g,en quantité élevée,30 g,en quantité élevée,0.58 g,en quantité modérée,?,,406,+23%,1699 kj(406 kcal),+18%,10,-11%,"6,6",+6%,73,+28%,30,+12%,"5,1",+32%,"0,58",+72%,"0,232",+72%,18,+17%,D,+17%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",
39,Croc'cao - Poult,3045470074110,C,,,,['Poult'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",,,['France'],"['Farine de blé', 'sucre', 'matière grassevégétale I ', 'se!rne', 'poudre de 359%', 'poudres à lever ', ""carbonates d'ammonium - carbonates de sodium - diphosphdes"", 'choco!at en poudre 1,5% ', 'pâte de cacao - sucre - cacao magre en voudre', 'œufs enters en poudre et liquide', 'sel', 'arômes artificiels', ' Contient du gluten', 'des œufs', ' Présence possible de lait', 'de soja']","[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",[],4,16.5 g,en quantité modérée,8 g,en quantité élevée,26 g,en quantité élevée,0.71 g,en quantité modérée,?,,473,-3%,1979 kj(473 kcal),-4%,"16,5",-29%,8,-42%,72,+14%,26,+2%,"7,3",+18%,"0,71",+4%,"0,284",+4%,17,-22%,D,-22%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,"['Œufs', 'Gluten', 'Soja']",
40,Tartelette à la fraise - Poult,3045470099113,D,,,,['Poult'],"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la fraise']",,,['France'],"['sodium', ""carbonates d'ammonium"", 'phosphates de calcium', 'protéines de lait', 'poudre de lait écrémé', 'arômes', ' Contient : gluten', 'lait', 'œufs', 'Peut contenir : fruits à coque et soja']",['E502 - Carbonates'],"['Sans huile de palme', 'Non végétalien']",4,16 g,en quantité modérée,8.5 g,en quantité élevée,33 g,en quantité élevée,0.5 g,en quantité modérée,?,,448,+35%,1874 kj(448 kcal),+30%,16,+43%,"8,5",+36%,70,+23%,33,+23%,"4,9",+27%,"0,5",+48%,"0,2",+48%,20,+30%,E,+30%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,,,"['Œufs', 'Gluten', 'Lait']",
41,Goûters fourrés goût vanille -,3045471016119,C,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",,,['France'],[],,[],,17 g,en quantité modérée,8.8 g,en quantité élevée,34 g,en quantité élevée,0.58 g,en quantité modérée,?,,474,+1%,1983 kj(474 kcal),+1%,17,-11%,"8,8",+4%,74,+11%,34,+3%,"5,3",-9%,"0,58",+5%,"0,232",+5%,22,+11%,E,+11%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,
42,Mini Crak,3045478002115,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,501,,2096 kj(501 kcal),,25,,12,,62,,10,,6,,2,,"0,8",,,,,,,,,,,,,,,,,,
43,Jean d'Alibert Cinsault Rosé Prestige - Chantovent - 75cl,3045710036700,B,Jean d'Alibert Cinsault Rosé Prestige,75 cl,"['Verre', 'Bouteille']",['Chantovent'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins rosés', ""Pays d'Oc""]","['Déconseillé à certaines catégories de personnes', 'IGP', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'Déconseillé aux femmes enceintes']",,['France'],"[""Vin rosé Pays d'Oc IGP"", ' Contient des sulfites']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,['France'],,['France'],['78-N-29'],['Anhydride sulfureux et sulfites'],
44,Château Rivière Cuvée Prestige - Michel & Philippe Agnel - 75cl,3045710038858,B,,75 cl,"['Verre', 'Bouteille']",['Michel & Philippe Agnel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Minervois']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Fabriqué en France', 'Contient des sulfites', 'AOC', 'Déconseillé aux femmes enceintes']",['Auchan'],['France'],"['Vin rouge Minervois AOC', ' Contient des sulfites']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,['France'],,['Anhydride sulfureux et sulfites'],
45,Fromage Rapé - Tippagral,3046300001313,D,,,,['Tippagral'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages pasteurisés', 'Fromages râpés']",,,['France'],"['Lait de vache pasteurisé ', 'origine UE', 'sel', 'ferments lactiques', 'présure', 'anti-agglomérant: amidon de pomme de terre']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,26 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,343,-8%,1435 kj(343 kcal),-8%,26,-10%,18,-7%,2,+107%,"0,5",+39%,24,-12%,"1,7",+70%,"0,68",+70%,16,+24%,D,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['Union européenne'],,['Lait'],
46,GrandCrü Ristretto -  - 10,3046401900058,,,10,,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,"['EMB 26362A', 'Valence (Drôme, France)']",,
47,Cafe decaffeinato,3046401900102,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
48,Le fournil ritmo  - Campanini  - 50g,3046401900300,,,50g,,['Campanini'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
49,Milka Daim - 1,3046761083880,,,1,,['Milka'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
50,Feuilleté de Pommes de Terre - Les Tourtes Limousines - 450g,3046829002105,,,450 g,"['Frais', 'Plastique', 'métal', 'Aluminium']",['Les Tourtes Limousines'],"['Plats préparés', 'Tartes', 'Feuilleté salé', 'Réfrigérés', 'Plats préparés réfrigérés', 'Tourtes']","['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Produit Artisanal']",,['France'],"['Pommes de terre 45 %', 'farine de BLÉ', 'CRÈME FRAÎCHE', 'BEURRE', 'eau', 'sel', 'ail', 'persil', 'épices', 'colorant béta - carotène']",['E160a - Carotènes mélangés'],"['Sans huile de palme', 'Non végétalien']",4,11.2 g,en quantité modérée,8.1 g,en quantité élevée,0.7 g,en faible quantité,1.1 g,en quantité modérée,?,,202,-27%,845 kj(202 kcal),-27%,"11,2",-22%,"8,1",+93%,"22,7",-18%,"0,7",-75%,"3,5",-56%,"1,1",-11%,"0,44",-11%,14,+53%,D,+53%,,,,,,,,"['France', 'Limousin']",,['France'],,"['Gluten', 'Lait']",
51,Pâté De Pommes De Terre Et Viande - 600g,3046829003119,,,600 g,,,,['Sans conservateurs'],,['France'],[],,[],,,,,,,,,,?,,241,,1008 kj(241 kcal),,"12,5",,"6,7",,"23,8",,"2,1",,"7,8",,"1,24",,"0,496",,,,,,,,,,,,,,,,,,
52,Feuilleté pommes de terre et viande - Les Tourtes Limousines - 450g,3046829003201,,,450 g,,['Les Tourtes Limousines'],"['Tartes', 'Tourtes']",,,['France'],"['Pommes de terre 25%', 'Poitrine de porc ', 'origine France', ' 20% farine de Blé CREME FRAICHE BEURRE frais', 'eau sel', ' ail', ' persil', 'épices ŒUF colorant béta-carotène Poids Net 450 g SANS HUILE DE PALME', 'NI COLORANT', 'NI CONSERVATEUR']",,"['Non végétalien', 'Non végétarien']",,17.6 g,en quantité modérée,10.6 g,en quantité élevée,0.6 g,en faible quantité,1.3 g,en quantité modérée,?,,268,-3%,1121 kj(268 kcal),-3%,"17,6",+22%,"10,6",+152%,"20,6",-25%,"0,6",-78%,"7,4",-8%,"1,3",+5%,"0,52",+5%,18,+97%,D,+97%,,,,,,,,,,,"['FR 87.011.032 CE', 'Bellac (Haute-Vienne, France)']","['Œufs', 'Lait']",
53,Tourte au Confit de Canard - Les Tourtes Limousines - 450g,3046829006158,C,,450 g,"['Frais', 'Plastique']",['Les Tourtes Limousines'],"['Plats préparés', 'Produits à la viande', 'Tartes', 'Plats préparés à la viande', 'Produits artisanaux', 'Plats à la volaille', 'Réfrigérés', 'Plats au canard', 'Plats préparés réfrigérés', 'Tourtes']","['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free', 'Produit Artisanal']",,['France'],"['Pommes de terre 30 %', 'farine de Blé confit de canard ', 'origine France', ' 18% ', 'œuf', 'beurre frais', 'crème fraîche', 'eau', 'sucre', 'levure', 'sel', 'ail', 'persil', 'épices']",,"['Sans huile de palme', 'Non végétalien']",3,17.5 g,en quantité modérée,8.6 g,en quantité élevée,2.5 g,en faible quantité,0.96 g,en quantité modérée,?,,302,+9%,1264 kj(302 kcal),+10%,"17,5",+22%,"8,6",+105%,23,-17%,"2,5",-10%,"13,2",+65%,"0,96",-23%,"0,384",-23%,15,+64%,D,+64%,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,"['France', 'Limousin']",,['France'],,"['Œufs', 'Gluten', 'Lait']",
54,Lindt Creation  Dessert - 200g,3046920001472,,,200 g,,['Lindt'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
55,Création dessert - Lindt - 400g,3046920001489,,"Assortiement de 40 bouchées de chocolats, extra-fins, au lait, noirs et blancs, fourrées",400 g,"['Carton', 'Plastique']",['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['Fabriqué en France'],,['France'],"['Sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de lait', 'beurre laitier concentré', 'lactose', 'sucre inverti', 'sirop de glucose', 'praliné noisettes ', 'noisettes', 'sucre', ' 2 %', 'matière grasse végétale ', 'coprah', 'palme', 'stabilisant ', 'sorbitol', 'noisettes 1 %', 'noix 0,9 %', 'cacao maigre', 'feuillantine ', 'sucre', 'farine de blé', 'beurre laitier concentré', 'lactosérum en poudre', ""extrait de malt d'orge"", 'poudre à lever ', 'carbonate acide de sodium', 'poudre de lait écrémé', 'grains de caramel ', 'sucre', 'lactose', 'beurre laitier concentré', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine  de colza', ' 0,8 %', 'émulsifiant ', 'lécithine de soja', 'meringue lactée ', 'sucre', 'amidon de blé', 'protéines de lait', ' 0,2 %', 'éclats de biscuits ', 'farine de blé', 'matière grasse végétale ', 'coco', 'tournesol', 'sucre', 'glucose', 'protéines de lait', 'poudre à lever ', ""bicarbonates d'ammonium et de sodium"", 'poudre de crème', 'céréales croustillantes ', 'farine de blé', 'sucre', 'malt de blé', 'émulsifiant ', 'lécithine de colza', 'poudre à lever ', 'carbonate acide de sodium', ""extrait de malt d'orge"", 'arômes', 'mascarpone', 'arôme naturel de café', 'arôme naturel de vanille', 'arôme ', 'vanille', 'arômes naturels', 'sel', ""agent d'enrobage "", 'gomme arabique', 'protéines de lait', 'colorant ', 'extrait de paprika', 'stabilisant ', 'phosphate disodique']","['E420 - Sorbitol', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500 - Carbonates de sodium', ""E414 - Gomme d'acacia"", 'E160c - Extrait de paprika', 'E339ii - Phosphate disodique']","['Huile de palme', 'Non végétalien']",4,35 g,en quantité élevée,20 g,en quantité élevée,50 g,en quantité élevée,0.14 g,en faible quantité,?,,561,+4%,2347 kj(561 kcal),+4%,35,+4%,20,+14%,55,+7%,50,+7%,"4,7",-22%,"0,14",-3%,"0,056",-3%,27,+8%,E,+8%,,,,,,,,['France'],,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme']
56,Connaisseurs - Truffes au Chocolat Noir 70% Cacao - Lindt - 250g,3046920001748,,"Truffes pur beurre de cacao au chocolat noir à 70% de cacao, enrobées d'un chocolat noir extra-fin et saupoudrées de cacao pur",250 g,"['Boite carton', 'Sachet plastique']",['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']","['Point Vert', 'Eco emballage']",['Super U'],['France'],"['Chocolat noir à 70 % de cacao ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'vanille naturelle Bourbon en gousse', ' 27 %', 'sucre', 'beurre laitier concentré', 'pâte de cacao', 'beurre de cacao', 'sirop de glucose', 'cacao maigre', ' sucre inverti', 'noisettes', 'poudre de lait écrémé', 'lactose', 'poudre de lait', 'émulsifiant ', 'lécithine de soja', 'arôme ', 'vanille', ""extrait de malt d'orge"", ' La couverture de chocolat noir contient cacao 50% minimum', ' Teneur totale en cacao des bouchées : 44 % minimum']",['E322i - Lécithine'],['Non végétalien'],4,44 g,en quantité élevée,26 g,en quantité élevée,34 g,en quantité élevée,0.0899 g,en faible quantité,?,,591,+1%,2473 kj(591 kcal),+1%,44,+1%,26,-20%,40,-1%,34,-8%,"5,1",+8%,"0,09",-31%,"0,036",-31%,24,+0%,E,+0%,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",
57,Connaisseurs pralinés - Lindt - 403g,3046920003445,,"Assortiement de 39 bouchées de chocolats, extra-fins, au lait, noirs et blanc, fourrés.",403 g,"['Carton', 'Plastique']",['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,['Super U'],['France'],"['Sucre', 'praliné noisettes ', 'noisettes', 'sucre', ' 15 %', 'lactose', 'beurre de cacao', 'poudre de lait', 'pâte de cacao', '_noisettes 5 %', 'matière grasse de palme', '_amandes 3 %', 'praliné amandes ', 'amandes', 'sucre', ' 1 %', 'beurre laitier concentré', 'feuillantine ', 'sucre', 'farine de blé', 'beurre laitier concentré', 'lactosérum en poudre', ""extrait de malt d'orge"", 'poudre à lever ', 'carbonate acide de sodium', ' 0,7 %', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine de soja', 'sirop de glucose', 'grains de caramel ', 'sucre', 'lactose', 'beurre laitier concentré', 'poudre de lait écrémé', 'émulsifiant : lécithine de colza', 'arôme', ' 0,2 %', ""extrait de malt d'orge"", 'arômes', 'arôme naturel', 'miel']","['E500ii - Carbonate acide de sodium', 'E322i - Lécithine']","['Huile de palme', 'Non végétalien']",4,35 g,en quantité élevée,16 g,en quantité élevée,52 g,en quantité élevée,0.11 g,en faible quantité,?,,556,+3%,2326 kj(556 kcal),+3%,35,+4%,16,-9%,53,+3%,52,+11%,"5,6",-7%,"0,11",-24%,"0,044",-24%,26,+4%,E,+4%,,,,,,,,['France'],,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme']
58,Les Pyrénéens - Lindt,3046920004282,,,,,['Lindt'],,,,['France'],"['sucre', 'beurre de cacao', 'poudre de lait', 'pâte de cacao', 'sucre inverti', 'lactose', 'sirop de glucose', 'beurre laitier concentré', 'stabilisant ', 'sorbitol', 'pulpe de noix de coco ', '2%', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'arôme naturel', 'arôme', ' Peut contenir du blé et des fruits à coque']","['E420 - Sorbitol', 'E322i - Lécithine']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,534,,2234 kj(534 kcal),,30,,19,,59,,54,,"5,1",,"0,18",,"0,072",,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",
59,champs-elysees feerie - Lindt - 402g,3046920004398,,,402g,['Boite'],['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,,['France'],"['sucre', 'beurre de cacao', 'pâte de cacao', 'poudre de lait', 'matière grasse végétale ', 'coprah', 'palme', ' lactose praliné noisettes ', 'noisettes', 'sucre', ' 6%', 'beurre laitier concentré', 'noisettes 1%', 'sucre inverti', 'sirop de glucose', ' poudre de lait écrémé', 'amandes', 'praliné amandes ', 'sucre', 'amandes', ' 2%', 'stabilisant ', 'sorbitol', 'Marc de Champagne 0', '6%', 'cacao maigre', 'émulsifiant ', 'lécithine de soja', 'meringue lactée ', 'sucre', 'amidon de blé', ' protéines de lait', ' 0,3%', ' éclats de gaufrettes ', 'farines de blé et de riz', 'sucre', 'poudre à lever ', 'carbonate de sodium', 'sel', 'arôme naturel de vanille', ' 0,2%', ""extrait de malt d'orge"", 'arômes', 'conservateur ', 'acide sorbique', 'arômes naturels', "" Peut contenir de l'oeuf et d'autres fruits à coque""]","['E420 - Sorbitol', 'E322i - Lécithine', 'E500i - Carbonate de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']","['Huile de palme', 'Non végétalien']",4,36 g,en quantité élevée,19 g,en quantité élevée,50 g,en quantité élevée,0.13 g,en faible quantité,?,,562,+4%,2351 kj(562 kcal),+4%,36,+7%,19,+8%,52,+1%,50,+7%,5,-17%,"0,13",-10%,"0,052",-10%,27,+8%,E,+8%,,,,,,,,,,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Huile de palme']
60,Les Pyrénéens Les Frappés Lait Citron - Lindt - 197g,3046920006187,,"Assortiment de bouchées de chocolat au lait extra-fin, fourré d'une ganache au jus concentré de citron",197 g,['Carton'],['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['Fabriqué en France'],['Carrefour'],['France'],"['sucre', 'beurre de cacao', 'poudre de lait', 'pâte de cacao', 'lactose', 'sucre inverti', 'sirop de glucose', 'jus concentré de citron ', '3 %', 'stabilisant ', 'sorbitol', 'beurre laitier concentré', 'poudre de lait écrémé', 'émulsifiant ', 'lécithine de soja', ""extrait de malt d'orge"", 'arôme naturel', 'arôme']","['E420 - Sorbitol', 'E322i - Lécithine']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,28 g,en quantité élevée,17 g,en quantité élevée,55 g,en quantité élevée,0.19 g,en faible quantité,?,,522,-3%,2184 kj(522 kcal),-3%,28,-17%,17,-3%,60,+17%,55,+17%,"5,1",-16%,"0,19",+32%,"0,076",+32%,26,+4%,E,+4%,,,,,,,,['France'],,,,"['Gluten', 'Lait', 'Soja']",
61,Les Pyrénéens Les Frappés Noir Menthe - Lindt - 197g,3046920006262,,"Assortiment de bouchées de chocolat noir extra-fin, fourré d'une ganache à l'arôme naturel de menthe",197 g,['Carton'],['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Fabriqué en France'],['Carrefour'],['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'sucre inverti', 'poudre de lait', 'beurre laitier concentré', 'sirop de glucose', 'stabilisant ', 'sorbitol', 'lactose', 'émulsifiant ', 'lécithine de soja', 'huile essentielle de menthe', 'arôme', 'colorant ', 'complexes cuivre-chlorophylles']","['E420 - Sorbitol', 'E322i - Lécithine', 'E141i - Complexes cuivriques de chlorophylles']","['Sans huile de palme', 'Non végétalien']",4,29 g,en quantité élevée,17 g,en quantité élevée,52 g,en quantité élevée,0.08 g,en faible quantité,2183,-2%,523,-1%,2183 kj(523 kcal),-1%,29,-9%,17,-2%,58,+11%,52,+9%,"4,2",-29%,"0,08",-48%,"0,032",-48%,26,+7%,E,+7%,,,,,,,,['France'],,,,"['Lait', 'Soja']",
62,Les Pyrénéens Les Frappés Framboise - Lindt - 197g,3046920006354,,"Assortiment de bouchées de chocolat noir extra-fin, fourré au jus concentré de framboise",197 g,['Carton'],['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Fabriqué en France'],['Carrefour'],['France'],"['Sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de lait', 'sucre inverti', 'sirop de glucose', 'stabilisant ', 'sorbitol', 'jus concentré de framboise ', '2 %', 'beurre laitier concentré', 'lactose', 'émulsifiant ', 'lécithine de soja', 'acidifiant ', 'acide citrique', 'arôme']","['E420 - Sorbitol', 'E322i - Lécithine', 'E330 - Acide citrique']",['Non végétalien'],4,30 g,en quantité élevée,18 g,en quantité élevée,49 g,en quantité élevée,0.08 g,en faible quantité,2182,-2%,523,-1%,2182 kj(523 kcal),-1%,30,-6%,18,+3%,55,+5%,49,+3%,"4,2",-29%,"0,08",-48%,"0,032",-48%,26,+7%,E,+7%,,,,,,,,['France'],,,,"['Lait', 'Soja']",
63,Création Collection - Lindt - 400g,3046920006491,,Chocolats,400 g,"['Carton', 'Plastique']",['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,['Leclerc'],['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'praliné amandes ', 'amandes', 'sucre', ' 9%', 'poudre de lait', 'praliné noisettes ', 'noisettes', 'sucre', ' 6%', ' lactose', 'noisettes', ' matière grasse végétale', 'beurre laitier concentré', 'sirop de glucose', 'poudre de lait écrémé', 'fructose', 'amandes', 'sucre inverti', 'cacao maigre', 'émulsifiant : lécithine de soja', ' orange 0,1%', "" jus concentré d'orange 0,1%"", ""extrait de malt d'orge"", 'stabilisant : sorbitol de blé et de maïs', 'café', 'arôme : vanille', 'colorants alimentaires ', 'Bêta-carotène', 'chlorophyllines', 'extrait de paprika', 'rouge de betterave', 'acidifiant : acide citrique', 'gélifiant : pectine', 'sel', ""correcteur d'acidité : citrate de potassium"", ""huile essentielle d'orange"", ' conservateur : acide sorbique', 'arôme naturel']","['E322i - Lécithine', 'E420 - Sorbitol', 'E160ai - Bêta-carotène', 'E140ii - Chlorophyllines', 'E160c - Extrait de paprika', 'E162 - Rouge de betterave', 'E330 - Acide citrique', 'E440 - Pectines', 'E332 - Citrates de potassium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['EMB 64422', 'Oloron-Sainte-Marie (Pyrénées-Atlantiques, France)']","['Gluten', 'Lait', 'Fruits à coque']",
