,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,quantity,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,manufacturing,additives,generic_name,traceability_code,link,brand_owner
1041,Sève de bouleau -,0100005070432,,['France'],[],[],?,?,?,?,?,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"['Boissons', 'Boissons sans sucre ajouté', 'Sèves de bouleau']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,Oh my pop,3770014168009,,['France'],[],[],?,418,19,"49,3","8,3",,,,,,,,,,,,,,,,,1749 kj(418 kcal),"8,5","1,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Ribellu Vampa,3760272490028,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,Cerneaux de noix extra moitié blanc,3700056707232,,['France'],[],[],?,?,?,?,?,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Nestle Junior Bären Biscuit Früchte 150 G,7613035334298,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Spaghetti bio,20236151,,['France'],[],[],?,357,"1,7",73,11,['Bio'],,,,,,,,,,,,,,,,1494 kj(357 kcal),"0,4",3,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Filets de poulet fermier,0217247053854,,['France'],[],[],?,?,?,?,?,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Dinde escalopes fines,2454116011227,,['France'],[],[],?,106,"1,11",0,"23,8",,,,,,,,,,,,,,,,,444 kj(106 kcal),"0,4",0,"0,185","0,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Carrefour,5400101060395,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Carrefour'],,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Mayonnaise bio,3288372659003,,['France'],[],[],?,697,"73,9","3,7","4,2",['Bio'],D,"['Epicerie', 'Sauces', 'Mayonnaises']",,+14%,+12%,+38%,+241%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,2916 kj(697 kcal),"5,5","0,1","1,19","0,476",,,,,73.9 g,en quantité élevée,5.5 g,en quantité élevée,0.1 g,en faible quantité,1.19 g,en quantité modérée,+14%,-11%,-93%,-11%,-11%,18,+1%,D,+1%,,,,,,,
1051,Saucisson pur porc bio,3485020007548,,['France'],[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Poitrine fumée bio,2231710011026,,['France'],[],[],?,244,20,0,15,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13']",,,,,,,,,,,,,,,,1021 kj(244 kcal),"8,1",0,"2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,
1053,St Nectaire ferme paille,0270010020668,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Saucisse sèche pur porc bio,3485020008415,,['France'],[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 40.119.001 CE', 'Hagetmau (Landes, France)']",,
1055,CRUMBLE FRUITS ROUGES,0207361025912,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Crème Vauvil'lait,3770001437040,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,Domaine du lou,3392690005425,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Route des Cols - 130g,3555081194935,,['France'],[],[],?,495,22,66,"6,4",['Fabriqué en France'],,,,,,,,,,,,,,,,2071 kj(495 kcal),13,28,"0,67","0,268",,130 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,Roquefort saveurs U,2871738021456,,['France'],[],[],?,368,32,0,19,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']",,+0%,+0%,-100%,-2%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,1540 kj(368 kcal),24,0,"3,5","1,4",,,,,32 g,en quantité élevée,24 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,+1%,+8%,-100%,-2%,-2%,19,0%,E,0%,,,,,,,
1060,Comte app lucott,2887677029453,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,vinaigre balsamique de modene,8003185003752,,['France'],[],[],?,?,?,?,?,,B,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Soupe,20228736,,['France'],[],[],?,36,"0,7","6,1",1,,,"['Plats préparés', 'Soupes']",,-37%,-64%,+6%,-55%,,,,,,,,,151 kj(36 kcal),"0,4","0,3","0,78","0,312",,,,,0.7 g,en faible quantité,0.4 g,en faible quantité,0.3 g,en faible quantité,0.78 g,en quantité modérée,-36%,-34%,-83%,-10%,-10%,3,+83%,C,+83%,,,,,,,
1063,Mélatonine,0705632864623,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,"Lait Frais Pasteurisé Entier, Conditionné à La Ferme",3770001437019,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Zachte zoute drop - Albert Heijn,8718907130691,,['France'],[],[],?,320,"0,1",52,"0,4",['en:gluten-free'],,,,,,,,,,,,,,,['Albert Heijn'],1339 kj(320 kcal),"0,1",51,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Haut cuisse de poulet - Maître Coq,3230890002267,,['France'],[],[],?,?,?,?,?,,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Maître Coq'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,CHRORELLE BIO,0705632864036,,['France'],[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,yop -  - 825,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,825,,,,,,,,,,,,,,,,,,,,,,,yaourt à boire,,,
1069,Irn bru,5000382042921,,['France'],[],[],?,20,0,"4,8","0,5",,,,,,,,,,,,,,,,,84 kj(20 kcal),0,"4,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,"Yorkshire Pea, Spinach & Coriander Soup - 2x 300g",5060064700327,,['France'],[],[],?,56,"2,9","4,3","2,1",['Sans sucre ajouté'],,,,,,,,,,,,,,,,234 kj(56 kcal),"1,8","1,7","0,58","0,232",,2 x 300 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Huile d'olive,5204955000183,,['France'],[],[],?,120,0,0,0,,,,,,,,,,,,,,,,,502 kj(120 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Aiguilettes de poulet,2276455025846,,['France'],[],[],?,154,"1,8",0,23,['Nutriscore'],,,,,,,,,,,,,,,,644 kj(154 kcal),"0,5",0,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Eiweissbrot,4250072802651,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Crème forestière Pruniers BP5,07837951,,['France'],[],[],?,311,29,"2,4",10,,,,,,,,,,,,,,,,,1301 kj(311 kcal),12,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Caillettes bio,2452209061531,,['France'],[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 05.092.001 CE', 'Neffes (Hautes-Alpes, France)']",,
1076,Coco cookies - 80g,5906395147915,,['France'],[],"['Végétalien', 'Végétarien']",?,301,19,27,"2,2","['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,1259 kj(301 kcal),16,24,"0,1","0,04",,80 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Poulet jaune - 1312kg,0278058033589,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,1312 kg,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,
1078,Baguette de tradition française,3289669061806,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Queso manchego,2350309008442,,['France'],[],[],?,?,?,?,?,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis', 'Fromages espagnols', 'Manchego']",,,,,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Huile de coco vierge,3760239182973,,['France'],[],[],?,819,91,0,0,"['Bio', 'Bio européen', 'Agriculture non UE', 'DE-ÖKO-001', 'AB Agriculture Biologique']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,-5%,-6%,-100%,-100%,,,,,,,,,3427 kj(819 kcal),86,0,0,0,,,,,91 g,en quantité élevée,86 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-5%,+2%,-100%,-100%,-100%,20,+3%,E,+3%,,,,,,,
1081,Nectar d'orange light,8430803041023,,['France'],[],[],?,24,0,"5,3",0,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'orange""]",,-38%,-100%,-42%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,100 kj(24 kcal),0,"4,2","0,01","0,004",,,,,0 g,en faible quantité,0 g,en faible quantité,4.2 g,en quantité modérée,0.01 g,en faible quantité,-39%,-100%,-51%,-12%,-12%,7,-31%,D,-31%,,,,,,,
1082,Sauce BBQ au citron gingembre,3760194213804,,['France'],[],[],?,122,"0,5","28,5","0,8",,B,"['Epicerie', 'Sauces', 'Sauces barbecue']",,-22%,-48%,-8%,-11%,42.3%,24.8%,16.7%,9.7%,5.1%,1.3%,92,,510 kj(122 kcal),"0,1","23,1","3,15","1,26",,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,23.1 g,en quantité élevée,3.15 g,en quantité élevée,-23%,-26%,-11%,+56%,+56%,16,+10%,D,+10%,,,,,,,
1083,Confiserie goût menthe,2080350140012,,['France'],[],[],?,362,0,90,0,,,,,,,,,,,,,,,,,1515 kj(362 kcal),0,88,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,Azafran - La Barraca,8412666990052,,"['France', 'Espagne']",[],[],?,?,?,?,?,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Safran', 'Safran pistils']",,,,,,70.8%,0.0%,20.1%,5.4%,3.7%,0.0%,83,['La Barraca'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Palitos de surimi sin gluten,8433329091640,,['France'],[],[],?,100,"3,6","8,5","8,5",['en:gluten-free'],,,,,,,,,,,,,,,,418 kj(100 kcal),"0,5",3,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,Pa Vienès Baguette Sense Gluten Proceli (2 Unitats) - 2x 125g,8436008304031,,['France'],[],[],?,309,"9,9",50,"1,4",,,,,,,,,,,,,,,,,1293 kj(309 kcal),"5,5","7,1","1,47","0,588",,2 x 125 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Cuisse poulet,0219970019886,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,
1088,Vegan soja-stückli - GranoVita,4046006014654,,['France'],[],"['Végétalien', 'Végétarien']",?,313,"0,5",3,67,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,,,['GranoVita'],1310 kj(313 kcal),"0,1",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Iglosjow,5774540632001,,['France'],[],[],?,337,0,0,4,,,,,,,,,,,,,,,,,1410 kj(337 kcal),0,0,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Zumo de naranja a partir de concentrado sin azúcares - Aliada,8433329080446,,"['France', 'Espagne']",[],[],?,53,0,12,1,['en:FSC'],D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,+23%,-100%,+24%,+60%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Aliada'],222 kj(53 kcal),0,8,0,0,,,,,0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0 g,en faible quantité,+22%,-100%,-12%,-100%,-100%,4,+33%,C,+33%,,,,,['FSC-C014047'],,
1091,Mostachones artesanos envasados individualmente - El Corte Inglés,8433329001908,,['France'],[],[],?,327,"3,7",63,"7,7",,,,,,,,,,,,,,,,['El Corte Inglés'],1368 kj(327 kcal),"1,1",28,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Lulas em caldeirada - 140g,5609690450987,,['France'],[],[],?,84,"3,1","1,1",13,,,,,,,,,,,,,,,,,351 kj(84 kcal),"0,5","0,9","1,8","0,72",,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,Comte,2600454021781,,['France'],[],[],?,?,?,?,?,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Crème de framboise - Vedrenne,3376370094060,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Vedrenne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Tablette cassée chocolat au lait fourre façon crème bruler,3025640000019,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,"Zumo natural de zanahoria con manzana, plátano y mango - Sonatural",5603493001001,,"['France', 'Espagne']",[],[],?,59,"0,5",15,"0,5",['Point Vert'],D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,+28%,+196%,+42%,+28%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Sonatural'],247 kj(59 kcal),"0,04",13,"0,01","0,004",,,,,0.5 g,en faible quantité,0.04 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,+29%,+42%,+34%,+1%,+1%,8,+111%,D,+111%,,,,,,,
1097,Stevia,4250556501308,['Tüte'],"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Monbazillac,3660989218628,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Chocolat,4035532115720,,['France'],[],[],?,577,41,45,"6,3",,,,,,,,,,,,,,,,,2414 kj(577 kcal),25,43,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Chouquette,0219145019024,,['France'],[],[],?,0,12,28,"5,4",,,,,,,,,,,,,,,,,0 kj(0 kcal),"7,6",14,"0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Aceite de oliva virgen extra Arbequina - Picual botella 250 ml - Los Aljibes,8436031590531,,['France'],[],[],?,?,?,?,?,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Los Aljibes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Mini beignets assortis,2020001634811,,['France'],[],[],?,265,13,32,"3,1",['Fabriqué en France'],,,,,,,,,,,,,,,,1109 kj(265 kcal),7,18,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Chocolat au lait,3501940483009,,['France'],[],[],?,573,39,49,"6,4",,,,,,,,,,,,,,,,,2397 kj(573 kcal),24,47,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Bebida de almendra natural - Vit-almen,8436014781567,,"['France', 'Espagne']","['Agua', 'Azúcar ', '6,5%', 'Almendra ', '3%', 'Aceite de oliva virgen extra ', '0,5%', 'Emulgente ', 'Lecitina de girasol', ' Sal marina', 'Canela', 'Aceite de limón', 'Vitamina E']",['Sans huile de palme'],206,49,2,7,"0,6",,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",+42%,+29%,-6%,+88%,-30%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,['Vit-almen'],206 kj(49 kcal),"0,1","6,4","0,05","0,02",,,['Fruits à coque'],4,2 g,en quantité modérée,0.1 g,en faible quantité,6.4 g,en quantité élevée,0.05 g,en faible quantité,+30%,-60%,+132%,-43%,-43%,1,+580%,B,+580%,,,,,,http://vit-almen.com/bebida.php,
1105,Salade avec du thon - Nixe,4056489020332,,['France'],[],[],?,91,"2,4","8,7","7,7",['Protection des dauphins'],,,,,,,,,,,,,,,['Nixe'],381 kj(91 kcal),"0,2","2,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Comté au lait cru affinage 6 mois minimum,0211944032341,,['France'],[],[],?,418,34,1,27,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,-2%,+116%,+0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,1749 kj(418 kcal),24,"0,5","0,85","0,34",,,,,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,0.85 g,en quantité modérée,-0%,+6%,+87%,+1%,+1%,13,0%,D,0%,,,,,,,
1107,Pulpo salsa marinera - El Corte Inglés,8433329090964,,['France'],[],[],?,132,"5,1",0,21,,,,,,,,,,,,,,,,['El Corte Inglés'],552 kj(132 kcal),"0,6",0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,"Moules de corde élevées en France 1,400 - Carrefour",3276559382431,,['France'],[],[],?,115,"3,1","3,1",19,,C,"['Produits de la mer', 'Mollusques', 'Moules', 'Moules de corde']",,-24%,-63%,-19%,+32%,50.0%,0.0%,15.2%,14.1%,7.7%,13.0%,56,['Carrefour'],481 kj(115 kcal),0,"0,85",0,0,['Carrefour'],,,,3.1 g,en quantité modérée,0 g,en faible quantité,0.85 g,en faible quantité,0 g,en faible quantité,-24%,-100%,+154%,-100%,-100%,-4,-224%,A,-224%,,,,,,,
1109,Les nectars multifruits - Jafaden,3564700079713,,['France'],[],[],?,40,"0,5",10,"0,4",,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,-5%,+159%,0%,+28%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Jafaden'],167 kj(40 kcal),"0,1",10,"0,009","0,004",,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0.009 g,en faible quantité,-5%,+252%,+5%,-7%,-7%,13,+21%,E,+21%,,,,,,,
1110,Original - Cola Cao,8410014465450,,['France'],[],[],?,68,"1,7","9,6","3,4",,,,,,,,,,,,,,,,['Cola Cao'],285 kj(68 kcal),"1,1","9,1","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Brandade de Morue,0287992041192,,['France'],[],[],?,156,"9,6","10,1","7,2",,E,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,-29%,-42%,+28%,+6%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,,653 kj(156 kcal),"0,9","0,3","0,8","0,32",,,,,9.6 g,en quantité modérée,0.9 g,en faible quantité,0.3 g,en faible quantité,0.8 g,en quantité modérée,-29%,-57%,-58%,-8%,-8%,0,-100%,B,-100%,,,,,,,
1112,Palette fumée sans os bbc sous vide,2286819053477,,['France'],[],[],?,111,"4,5","0,1","17,5",,,,,,,,,,,,,,,,,464 kj(111 kcal),"1,66","0,07","1,87","0,748",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Jambon à l'ancienne - 22g,2232410022763,,['France'],[],[],?,161,"7,9","0,5",22,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,+6%,+28%,+1%,-1%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,674 kj(161 kcal),"2,9","0,5","1,9","0,76",,22 g,,,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,+6%,+20%,+3%,-3%,-3%,12,+23%,D,+23%,,,,,"['EMB 29004', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,
1114,Donuts,,,['France'],[],[],?,368,17,47,"5,5",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,-10%,-25%,+5%,-7%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,1540 kj(368 kcal),9,10,"1,2","0,48",,,,,17 g,en quantité modérée,9 g,en quantité élevée,10 g,en quantité modérée,1.2 g,en quantité modérée,-10%,-15%,-40%,+26%,+26%,19,-3%,E,-3%,,,,,,,
1115,Filets de poulet blanc,0226487044287,,['France'],[],[],?,?,?,?,?,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Donuts chocolat,,,['France'],[],[],?,441,28,41,"6,7",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",,+2%,+8%,-4%,+4%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,1845 kj(441 kcal),13,16,"1,6","0,64",,,,,28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,+2%,+3%,+2%,+54%,+54%,25,+16%,E,+16%,,,,,,,
1117,Mix bio cake - 150g,3770006030437,,['France'],[],"['Végétalien', 'Végétarien']",?,341,"2,1","72,6",7,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,,,,,,1427 kj(341 kcal),"0,5","0,8","0,011","0,004",,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Pâte à tartiner croustillante - Weiss,3595181904294,,['France'],[],[],?,569,"39,4","43,8",11,,,,,,,,,,,,,,,,['Weiss'],2381 kj(569 kcal),"6,1","39,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Le lapin de nos campagnes,2637409035753,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 84.064.001 CE', 'Lapalud (Vaucluse, France)']",,
1120,Pure Spring Water,5021650330052,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,Filet de poulet - La Nouvelle Agriculture,0253060028471,,['France'],[],[],?,440,"1,3",0,23,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,+236%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['La Nouvelle Agriculture'],1841 kj(440 kcal),"0,4",0,"0,11","0,044",,,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,+239%,-46%,-100%,-85%,-85%,0,,B,,,,,,,,
1122,Haricot verts trés fins,6166000123034,,['France'],[],[],?,?,?,?,?,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,,,,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Poivre Vert d'Inde - Espig - 50g,3102870015843,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,['Espig'],,,,,,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,
