,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,packaging,ingredients_origins,allergens,markets,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
1656,Jus multifruit jaune - Naturalia,3700036900158,C,,['Naturalia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,11 g,en quantité élevée,0.01 g,en faible quantité,?,,49,+2%,205 kj(49 kcal),+2%,"0,5",+186%,"0,1",+282%,12,+9%,11,+6%,"0,3",-24%,"0,01",+9%,"0,004",+9%,5,+12%,C,+12%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,['Naturalia'],,,,,,
1657,Jus Multifruits Rouges - Naturalia,3700036900165,C,,['Naturalia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.01 g,en faible quantité,?,,54,+12%,226 kj(54 kcal),+13%,"0,5",+186%,"0,1",+282%,13,+18%,13,+25%,"0,2",-49%,"0,01",+9%,"0,004",+9%,7,+57%,D,+57%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,['Naturalia'],,,,,,
1658,Steaks hachés 100% pur bœuf - Isla Mondial - 800G,3700091900179,E,800 G,['Isla Mondial'],"['Viandes', 'Surgelés', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes surgelées', 'Steaks hachés', 'Steaks surgelés', 'Steaks de bœuf hachés', 'Steaks hachés surgelés', 'Steaks hachés de bœuf surgelés']","['Halal', 'A Votre Service']",,['France'],['100% de viande bovine hachée'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,19 g,en quantité modérée,8.9 g,en quantité élevée,0 g,en faible quantité,0.14 g,en faible quantité,?,,235,+19%,983 kj(235 kcal),+18%,19,+39%,"8,9",+48%,0,-100%,0,-100%,15,-21%,"0,14",-29%,"0,056",-29%,5,+43%,C,+43%,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,"['Surgelé', 'sachet individuel', 'Carton']",,,['Carrefour'],,,http://isla-mondial.com/,,,
1659,CAFE SELECTION GRAINS - Destination - 1kg,3700110016034,E,1 kg,['Destination'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café', 'Grains de café torréfiés']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'FR-BIO-01']",,['France'],"['Café pur arabica en grain torréfié', ""issu de l'agriculture biologique""]",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,['33083 Bordeaux'],['Plastique'],,,['Web'],Café Sélection pur arabica grains rond et équilibré,,http://www.destination-bio.com/,,,
1660,Café 100%Arabica - Naturela,3700110016379,,,['Naturela'],,['Bio'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Cafe en grain naturela,3700110036537,E,,['Naturela'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']","['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,
1662,El Saada Mini Saucisses Orientales Halal 400g - 400g,3700141401731,,400 g,['El saada'],['Saucisses halal'],"['Halal', 'Fabriqué en France', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,['France'],"['Peau de poulet Halal', 'viande de dinde Halal ', '28%', 'eau', 'fécule de pomme de terre', 'conservateurs E325', 'E250 ', ' sel', 'protéines de SOJA', 'arômes et arôme de fumée', 'sirop de glucose et dextrose', 'stabilisants: E450', 'E452:acidifiants : E575', 'E262 ', ' épices et plantes aromatiques', 'exhausteur de qoût E621', 'concentré de betterave', 'antioxydant: E316', ' Fabriqué dans un site utilisant du lait', "" Produit fabriqué en France à partir de viande de volaille Halal d'origine Union Européenne"", ' Conditionné sous']","['E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E575 - Glucono-delta-lactone', 'E262 - Acétates de sodium', 'E316 - Érythorbate de sodium']","['Non végétalien', 'Non végétarien']",4,22.7 g,en quantité élevée,6.9 g,en quantité élevée,1.24 g,en faible quantité,2.47 g,en quantité élevée,?,,257,,1075 kj(257 kcal),,"22,7",,"6,9",,"1,24",,"1,24",,12,,"2,47",,"0,988",,19,,E,,,,,,,,,,,,['Soja'],['Magasins U'],,,,,,
1663,Noix du Brésil - JusteBio - 100g,3700146208700,C,100 g,['JusteBio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix du Brésil']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],['NOIX DU BRESIL* Poids net : I e LOT : A290517 14:20 7èee-ce 05/2018 22 a'],,[],,68 g,en quantité élevée,16 g,en quantité élevée,2.2 g,en faible quantité,0.01 g,en faible quantité,?,,705,+2%,2950 kj(705 kcal),+2%,68,+3%,16,+3%,"2,7",-57%,"2,2",-6%,16,+7%,"0,01",-74%,"0,004",-74%,13,+1%,D,+1%,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,,,,['Fruits à coque'],,,,,,,
1664,Thé vert Orange Cannelle - Alter Eco - 40g,3700214617892,A,40 g,['Alter Eco'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Boissons sans sucre ajouté']","['Bio', 'Bio européen', 'Commerce équitable', 'Produit compensé carbone', 'Empreinte carbone', 'Fairtrade International', 'en:FSC', 'FSC Mix', 'Max Havelaar', 'Agriculture non UE', 'AB Agriculture Biologique', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,['France'],"['Thé vert Ceylan', 'cannelle', ""zestes d'orange"", ""arôme naturel d'orange avec autres arômes naturels""]",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,"['Carton', 'Sachets']","['Sri Lanka', 'Région de Gampola']",,"['Intermarché', 'Leclerc', 'Monoprix']",Thé vert Ceylan à la cannelle et à l'orange,,http://www.altereco.com/produits/theinfusion/the-vert-orange-cannelle,,,
1665,Energie acérola - Forté Pharma Benelux,3700221312681,,,['Forté Pharma Benelux'],,,,['France'],"['IUGRÉOIEUTS ', 'mg dose sucra!ose', ' potass:um', '« cxtta', ""t sec d'acérota titré 2506 cn vttaminc C"", ' naturel trutts antiagglomérant Vt', 'n•']",,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1666,Benco original capsule - 16capsules de 16g,3700278405022,,16 capsules de 16g,['Benco'],"['Boissons', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté', 'Boisson cacaotée', 'Préparation instantanée']",,,['France'],"['Sucre', 'lait entier en poudre 37%', 'cacao maigre en poudre 11%', 'arômes', 'émulsifiant : lécithine de tournesol', 'sel', 'vitamine B1']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien']",4,1.5 g,en quantité modérée,0.9 g,en quantité modérée,8.9 g,en quantité élevée,0.1 g,en faible quantité,?,,57,+30%,238 kj(57 kcal),+21%,"1,5",+348%,"0,9",+849%,"9,1",+5%,"8,9",+31%,"1,6",+221%,"0,1",+111%,"0,04",+111%,14,+154%,E,+154%,,,,,,,,,"['Capsules', 'Sous vides']",,['Lait'],"['Hyper U', 'Magasins U']",Capsule de préparation en poudre pour boisson cacaotée à base de lait,,,,,
1667,Récré O'lé - Crème dessert au caramel - Mont Blanc - 85g,3700279305833,,85 g,['Mont Blanc'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel']","['Sans arômes artificiels', 'Point Vert', 'Sans colorants artificiels', 'Sans conservateurs']","['FR 50.127.002 CE', 'Chef-du-Pont (Manche, France)']",['France'],"['Lait entier concentré et poudre de lait écrémé ', '85 %', ' ', 'Lait origine France', ' ', ' sucre ', ' 3 % de caramel ', 'sucre', 'eau', ' ', ' amidon transformé de maïs ', ' maltodextrine ', ' arôme naturel ', ' épaississant : gomme xanthane ', ' concentré de minéraux du lait ', ' vitamine D']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,3.4 g,en quantité modérée,2 g,en quantité modérée,14 g,en quantité élevée,0.17 g,en faible quantité,?,,112,-17%,469 kj(112 kcal),-17%,"3,4",-27%,2,-30%,18,-7%,14,-13%,"2,9",-10%,"0,17",-9%,"0,068",-9%,4,-25%,C,-25%,,,,,,,,"['France', 'Normandie']","['Gourde', 'Plastique']","['France', 'Normandie']",['Lait'],['Auchan'],Crème dessert au caramel,,http://www.desserts-montblanc.fr/produits/fiche/#!gouters-laitiers/caramel,,,
1668,Mont Blanc Chocolat - 570g,3700279306342,C,570 g,['Mont Blanc'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert chocolat', 'Crèmes dessert chocolat noir']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Sans arômes artificiels', 'Allégé en matière grasse', 'Sans conservateurs']",,['France'],"['lait ', '79 %', 'sucre', 'cacao maigre en poudre', '2 % de chocolat ', 'cacao en poudre', 'cacao maigre en poudre', 'pâte de cacao', 'sucre', 'amidon de maïs', 'amidon transformé de maïs', 'épaississant : gomme xanthane']","['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,3.7 g,en quantité modérée,2.3 g,en quantité modérée,17 g,en quantité élevée,0.15 g,en faible quantité,?,,127,-13%,531 kj(127 kcal),-12%,"3,7",-35%,"2,3",-34%,19,+4%,17,+9%,"3,4",-10%,"0,15",-11%,"0,06",-11%,4,-24%,C,-24%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,['France'],"['Conserve', 'Conserve']",,['Lait'],"['Restaurants du Coeur', 'Magasins U']",,,,,,
1669,Riz long grain - Tous les jours - 1kg,3700311810028,C,1 kg,['Tous les jours'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,['France'],['Riz long grain'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1482,+2%,349,+4%,1482 kj(349 kcal),+4%,0,-100%,0,-100%,80,+9%,0,-100%,"6,7",-8%,< 0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,Riz long grain,,,,,
1670,Pâte à tartiner - Tous les jours - 750g,3700311811872,D,750 g,['Tous les jours'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,"['EMB 42218A', 'Saint-Étienne (Loire, France)']",['France'],"['Sucre - huile de colza - huile de palme - maltodextrine - cacao maigre en poudre 5% - lactosérum en poudre - noisettes 2% - émulsifiant : lécithines de tournesol - arôme', "" traces d'amandes""]",['E322i - Lécithine'],"['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,36 g,en quantité élevée,8.3 g,en quantité élevée,52 g,en quantité élevée,0.05 g,en faible quantité,2378,+5%,570,+4%,2378 kj(570 kcal),+3%,36,+6%,"8,3",+8%,59,+15%,52,+9%,"1,7",-75%,"0,05",-51%,"0,02",-51%,24,+16%,E,+16%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,"['Bocal', 'Verre']",,"['Lait', 'Fruits à coque']",,Pâte à tartiner aux noisettes (2%) et au cacao maigre,['Huile de palme'],,,,
1671,Pétales de blé goût chocolat - Tous les jours - 750g,3700311864618,C,750 g,['Tous les jours'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",,,['France'],"['Farine de blé 54% - sucre - cacao maigre en poudre 6% - sirop de glucose - pâte de cacao 3% - amidon de blé - farine de riz - huile de tournesol - fructose - arôme - cannelle', ' Traces de fruits à coque', 'de lait et de soja']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,3.9 g,en quantité modérée,2 g,en quantité modérée,26 g,en quantité élevée,0.14 g,en faible quantité,1667,-5%,394,-6%,1667 kj(394 kcal),-5%,"3,9",-62%,2,-38%,79,+12%,26,+4%,"8,1",+2%,"0,14",-72%,"0,056",-72%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Sachet plastique'],,['Gluten'],['Géant'],Pétales de blé extrudé au goût de chocolat,,,,,
1672,Boudoirs aux oeufs frais - Tous les jours - 400g,3700311865622,C,400 g,['Tous les jours'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Boudoirs']",,,['France'],"[""Sucre - farine de blé - œufs frais 18% - sirop de glucose-fructose - poudre à lever: carbonates d'ammonium - arôme""]","[""E503 - Carbonates d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2.6 g,en faible quantité,0.9 g,en faible quantité,53 g,en quantité élevée,0.06 g,en faible quantité,1628,+3%,384,+2%,1628 kj(384 kcal),+2%,"2,6",-31%,"0,9",-20%,83,+7%,53,+9%,"6,4",-16%,"0,06",-72%,"0,024",-72%,13,-10%,D,-10%,75.5%,12.8%,5.1%,3.5%,3.1%,0.0%,73,,,,"['Œufs', 'Gluten']",,Boudoirs aux œufs frais,,,,,
1673,Tomates cerises - Les Paysans de Rougeline - 350g,3700323802646,B,350 g,['Les Paysans de Rougeline'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']","['en:extra-class', 'Zéro résidu de pesticides']",,['France'],"['Tomates cerises mélangées,']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,['France'],"['Barquette', 'Plastique']",['France'],,,,,,,,
1674,Sbulinours - Les Rigo' Bio - 100g,3700443000564,D,100 g,"[""Les Rigo' Bio""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'Fabriqué en France']",,['France'],"['sirop de glucose de blé* ', 'sans gluten', 'sucre de canne* blond', 'pectine de citron', 'concentrés de jus ', 'citron*', 'carotte* noire', 'extrait de curcuma*', 'arómes* naturels', 'extrait de spiruline', ""agent d'enrobage: huile de coco*"", 'huile de tournesol*', '\r""Produit issu de l\'agriculture biologique']","['E440 - Pectines', 'E100 - Curcumine']","['Végétalien', 'Végétarien']",4,0.2 g,en faible quantité,0 g,en faible quantité,69.2 g,en quantité élevée,0.2 g,en faible quantité,?,,327,-5%,1368 kj(327 kcal),-5%,"0,2",-50%,0,-100%,"92,2",+15%,"69,2",+20%,0,-100%,"0,2",+74%,"0,08",+74%,13,-8%,D,-8%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['France'],"['Sachet', 'Plastique']",,,,,,,,,
1675,Tomates Cerise du Val de Loire - Les petites cheries,3700460300197,B,,['Les petites cheries'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",,,['France'],['Tomates cerise'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,?,,30,+114%,126 kj(30 kcal),+117%,1,+14%,0,-100%,5,+107%,3,+183%,"0,8",-21%,0,-100%,0,-100%,-6,,A,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,['France'],"['Carton', 'Sachet', 'Plastique']",['France'],,,,,,,,
1676,Madeleines Nature aux œufs bio - Celiane - 180g (6sachets),3700566453148,B,180 g (6 sachets),['Celiane'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Bio', 'en:gluten-free', 'Sans lactose', 'Sans lait']",,['France'],"['œufs* 23,7%', 'huile de tournesol*', 'sucre de canne blond*', 'farine de riz*', 'fécule de pomme de terre*', 'miel*', 'sirop de riz*', ""poudre d'amande*"", 'amidon de maïs*', 'émulsifiant : lécithines ', 'tournesol', 'épaississants : gomme guar* et gomme xanthane', 'poudres à lever : carbonates de sodium et phosphates de calcium', 'sel marin', ""poudre de jus concentré d'acérola*"", 'maltodextrine*', "" \r *Ingrédients issus de l'agriculture biologique""]","['E322i - Lécithine', 'E412 - Gomme de guar', 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,27.6 g,en quantité élevée,3.3 g,en quantité modérée,27.3 g,en quantité élevée,0.97 g,en quantité modérée,?,,474,+7%,1983 kj(474 kcal),+8%,"27,6",+21%,"3,3",-52%,"50,7",-4%,"27,3",-1%,"5,1",-10%,"0,97",+20%,"0,388",+20%,18,-2%,D,-2%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,"['Sachet', 'Plastique']",,"['Œufs', 'Fruits à coque']",,Madeleines aux œufs,,,,,
1677,Yaourt à la grecque - La paturiere - 300g (2x150g),3701002400641,,300 g (2x150g),['La paturiere'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque', 'Yaourts au lait de brebis']",['en:lait-francais-french-milk'],"['EMB 33448B', ""Saint-Médard-d'Eyrans (Gironde, France)""]",['France'],"['lait de brebis à 10% de MG', 'ferments lactiques dont lait']",,[],,10 g,en quantité modérée,7.5 g,en quantité élevée,2.8 g,en faible quantité,0.11 g,en faible quantité,?,,125,+19%,523 kj(125 kcal),+19%,10,+96%,"7,5",+125%,4,-58%,"2,8",-65%,"4,8",-1%,"0,11",+3%,"0,044",+3%,6,+132%,C,+132%,,,,,,,,,,['France'],['Lait'],['grand frais'],yaourt à la grecque,,,,,
1678,Riz au lait caramel - Grand Frais,3701002400825,B,,['Grand Frais'],"['Desserts', 'Puddings', 'Riz au lait']",,,['France'],"['Lait entier', 'sucre', 'riz de Camargue', 'caramel']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.2 g,en quantité modérée,2.4 g,en quantité modérée,15.3 g,en quantité élevée,0.16 g,en faible quantité,?,,130,-10%,544 kj(130 kcal),-9%,"3,2",-15%,"2,4",+5%,"21,4",-5%,"15,3",+13%,"3,7",+8%,"0,16",+24%,"0,064",+24%,4,-1%,C,-1%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,['Lait'],,,,,,,
1679,Creme fraiche entiere - Nejelis,3701002401457,C,,['Nejelis'],"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",,,['France'],[],,[],,30 g,en quantité élevée,19 g,en quantité élevée,2.9 g,en faible quantité,0.07 g,en faible quantité,?,,291,-0%,1218 kj(291 kcal),+2%,30,+1%,19,-5%,"2,9",-11%,"2,9",+1%,"2,4",+2%,"0,07",-17%,"0,028",-17%,13,0%,D,0%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,
1680,Whey proteine - Alter Nutrition - 200g,3701182300045,,200g,['Alter Nutrition'],,"['Bio', 'Bio européen', 'FR-BIO-15']",,['France'],[],,[],,,,,,,,,,?,,364,,1523 kj(364 kcal),,"5,6",,"3,7",,5,,"3,2",,72,,"0,47",,"0,188",,,,,,,,,,,,,,,,,,,,,,,
1681,6 Muffins Assorties - Les delices des 7 vallees,3760008854223,,6,['Les delices des 7 vallees'],,,,['France'],"['Sucre', 'farine de_blé_', 'oeuf', 'huile de colza', 'eau', 'morceaux de chocolat', 'poudre de cacao', 'poudre de pomme de terre et de maïs', 'amidon de blé', 'agents E45 ', 'I-5E500II']",,['Non végétalien'],,,,,,,,,,?,,426,,1782 kj(426 kcal),,23,,"4,6",,50,,35,,"3,3",,"0,75",,"0,3",,,,,,,,,,,,,,['boîte plastique transparente'],,"['Œufs', 'Gluten']",['Carrefour'],,,,,,
1682,Gâteau basque cerise noire - Miguelgorry - 600g,3760010090077,C,600 g,['Miguelgorry'],"['Biscuits et gâteaux', 'Pâtisseries', 'Gâteau basque aux cerises']",,,['France'],"['Pâte sablée ', '63%', 'farine de blé', 'sucre', 'beurre', 'oeufs', 'huile végétale ', 'coprah', 'colza en proportion variable', 'poudre à lever ', 'pyrophosphate de soude', 'bicarbonate de soude', 'amidon de blé', 'sel', ' Fourrage à la cerise noire ', '37%', ': sucre', 'cerise noire 19%', 'cerise griotte 15%', 'eau', 'jus de citron', 'gélifiant : pectine']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E440 - Pectines']",['Non végétalien'],4,14.8 g,en quantité modérée,10.3 g,en quantité élevée,37.2 g,en quantité élevée,0.2 g,en faible quantité,?,,410,+9%,1715 kj(410 kcal),+9%,"14,8",-12%,"10,3",+27%,"63,9",+33%,"37,2",+27%,"4,5",-16%,"0,2",-52%,"0,08",-52%,23,+35%,E,+35%,73.8%,14.1%,5.9%,3.0%,3.1%,0.0%,74,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,,
