,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,labels,traceability_code,markets,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,link,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,palm_ingredients,origin_detail
1779,Complete breakfast smoothie stranwberry & banana,000113058,['France'],[],[],?,1365,5711 kj(1365 kcal),5,0,"31,667","8,333","38,333",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,MON PIED,18785784,['France'],[],[],?,843,3527 kj(843 kcal),16,1,17,"3,8","1,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Banane,0208634009646,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Mon pied nu,0652964101202,['France'],[],[],?,206,862 kj(206 kcal),15,"3,9",0,0,18,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Leerdammer,15635638,['France'],[],[],?,325,1360 kj(325 kcal),"27,5","18,5","0,1","0,1",26,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Peperoncino Con Macinino,80459774,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Mini crepes de froment,3760105825706,['France'],[],[],?,256,1071 kj(256 kcal),"4,9","1,5",47,23,"7,2","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Noix de coco en morceaux,0207651012738,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco', 'Noix de coco en morceaux']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,,
1787,Azione glaciale - Ricola,7610700003527,['France'],[],[],?,236,987 kj(236 kcal),0,0,98,0,0,0,0,,,['Ricola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Vin Côtes de Bourg,3455882016033,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Miel de chataignier,5702678110504,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,
1790,Noix de cajou bio,3266481713144,['France'],[],[],?,600,2510 kj(600 kcal),45,"6,1",23,"5,7",24,"2,5",1,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['Bio'],,,,,45 g,en quantité élevée,6.1 g,en quantité élevée,5.7 g,en quantité modérée,2.5 g,en quantité élevée,,+0%,+0%,-2%,-28%,-10%,-12%,+28%,+299%,+299%,14,+85%,D,+85%,,,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,
1791,Sirop de Coquelicot,00088060,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Premiriz,3760138010131,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Amarula Cream,6001108068972,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Mango passion fruit,7610900237173,['France'],[],[],?,100,418 kj(100 kcal),5,"0,6",11,"8,4","1,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Iso whey zero,4992016223015,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Hickory Smoked cajun style turkey breast,0207908409144,['France'],[],[],?,89.2857,374 kj(89 kcal),"0,893",0,0,0,"21,429","2,143","0,857",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Cubes de coco,2600254017786,['France'],[],[],?,450,1883 kj(450 kcal),"18,8","17,3","63,6","39,8","3,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Honey roadster nut mux,0079113481280,['France'],[],[],?,170,711 kj(170 kcal),15,2,9,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,26158136,26158136,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Bocconcini Milk Cherries,26028804,['France'],[],[],?,195,816 kj(195 kcal),"14,5","10,4","0,1","0,1",16,"0,875","0,35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Ciobar TOP,8003000730320,['France'],[],[],?,593,2481 kj(593 kcal),44,27,36,26,"7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Œuf frais 30,3429640000138,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Sirop d érable,80087922,['France'],[],[],?,256,1071 kj(256 kcal),"0,5","0,1",64,64,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Chamade,3331900008061,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Raisin blanc,2802212010505,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Pain au chocolat,,['France'],[],[],?,436,1824 kj(436 kcal),27,18,40,12,"7,9","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Haricots verts,3083681127829,['France'],[],[],?,20,84 kj(20 kcal),"0,1",0,"1,5","0,5","1,6","0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Test Van Houten prép,1234567893218,['France'],[],[],?,64.5,270 kj(64 kcal),"2,16","1,43","5,26","4,52","4,51",,,,,,"['Non alimentaire', 'en:Tests']",,,,,,2.16 g,en faible quantité,1.43 g,en faible quantité,4.52 g,en faible quantité,,,,-69%,-69%,-77%,-53%,-75%,-43%,-31%,,,,,,,,,,,,,,,,,,,,,
1809,Test carrefour bio prep,1234567893217,['France'],[],[],?,68,285 kj(68 kcal),"1,7","1,1","9,5","9,2","3,5","0,1","0,04",,,,"['Non alimentaire', 'en:Tests']",['Bio'],,,,,1.7 g,en faible quantité,1.1 g,en faible quantité,9.2 g,en quantité modérée,0.1 g,en faible quantité,,-67%,-67%,-82%,-64%,-54%,+16%,-47%,-85%,-85%,,,,,,,,,,,,,,,,,,,
1810,Fromage,2650092019817,['France'],[],[],?,360,1506 kj(360 kcal),32,28,"0,5","0,5",18,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Test monbana prep,1234567893216,['France'],[],[],?,70.37,294 kj(70 kcal),"1,9","1,26","9,4","9,08","3,34",,,,,,"['Non alimentaire', 'en:Tests']",,,,,,1.9 g,en faible quantité,1.26 g,en faible quantité,9.08 g,en quantité modérée,,,,-66%,-66%,-80%,-58%,-55%,+14%,-49%,,,,,,,,,,,,,,,,,,,,,
1812,Reine d'églantines,3760074491186,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Cocktail pomme abricot,3760002698182,['France'],[],[],?,47,197 kj(47 kcal),"0,034","0,003","10,92","10,24","0,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Farce forestière,3250392807566,['France'],[],[],?,305,1276 kj(305 kcal),27,"9,4","2,1","1,1",13,"1,85","0,74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Olatu jus de pomme,3770015265059,['France'],[],[],?,46,192 kj(46 kcal),0,0,11,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Miel de savoie,3484240000858,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Doppelkekse,4030957791368,['France'],[],[],?,528,2209 kj(528 kcal),31,17,56,24,"5,4","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Saucisse de Morteau cuite IGP 3x140g sous gaz VPF BBC PW - Philippe Wagner - 420g,3240650087564,['France'],"[""VIANDE DE PORC-SEL-EPICES ET\rPLANTES AROMATIQUES-FERMENTS\rBOYAU NATUREL DE PORC\r108G DE VIANDE DE PORC ONT ETE MIS EN OEUVRE POUR FABRIQUER\r100G DE PRODUIT FINI\r SEL SANS NITRITE - PRODUIT FABRIQUE A PARTIR\rD'INGREDIENTS D'ORIGINE NATURELLE""]",[],1308,316,1308 kj(316 kcal),28,"11,2",0,0,16,"2,2","0,88",420g,['Barquette'],['Philippe Wagner'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Morteau']","['Viande Française', 'Viande Porcine Française', 'IGP', 'Bleu Blanc Cœur']","['EMB 70093A', 'Breuches (Haute-Saône, France)']",,,,28 g,en quantité élevée,11.2 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,-0%,-2%,+2%,+6%,-100%,-100%,-5%,-1%,-1%,22,+1%,E,+1%,Saucisse de Morteau cuite IGP 3x140g sous gaz VPF BBC PW,['Transformer en France à partir de viande de porc certifiée VPF'],,D,72.4%,18.3%,4.1%,1.4%,0.8%,3.0%,28,['Aucun'],['Breuches les Luxeuil (France)'],,
1819,2 Filets de poulet,2276746031099,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
1820,Confiture framboise,3441100626306,['France'],[],[],?,198,828 kj(198 kcal),"0,2",0,46,45,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Poitrine fumée roulée 162gr,2418369027220,['France'],[],[],?,240,1004 kj(240 kcal),"18,1","6,4","0,6","0,6","18,7","1,38","0,552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Boudin noir oignons,2238071019685,['France'],[],[],?,251,1050 kj(251 kcal),22,8,"2,3","2,1",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Poitrine cuite supérieure 3 tranches VPF 190gr,2478872017910,['France'],[],[],?,270,1130 kj(270 kcal),"21,4","8,5",1,"0,2","18,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Ailes de poulet,3266980054816,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,L’escalope cordon bleu garnie au comte et bacin,2276738028991,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,
1826,Burgers BBQ,3181232520430,['France'],[],[],?,242,1013 kj(242 kcal),"9,9","4,8",23,"2,5",14,"1,05","0,42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Protein bar 50,5453001865294,['France'],[],[],?,349,1460 kj(349 kcal),"8,3","4,1",29,"2,5",50,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Filet mignon de porc,2277680008925,['France'],[],[],?,123,515 kj(123 kcal),"4,2","1,7","0,5","0,5",21,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Fruit me up,3608580898542,['France'],[],[],?,52,218 kj(52 kcal),"0,2",0,0,0,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Paupiettes de veau nature Auchan,0202098036934,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Galettes polenta,2016979009416,['France'],[],[],?,135,565 kj(135 kcal),"4,3",2,19,"0,5","3,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Filet de poulet,0206844047106,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
1833,Edulcorant de table en poudre sans aspartame,3516840070310,['France'],[],[],?,360.7,1509 kj(360 kcal),0,0,"90,18","90,18",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Saucisson à cuire,3760094400106,['France'],[],[],?,281,1176 kj(281 kcal),22,"9,8","0,7","0,5",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Saucisse trompette des maures,2278128054771,['France'],[],[],?,347,1452 kj(347 kcal),30,"14,9","2,6","1,2","15,5","1,78","0,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Les milanaises,0217217033985,['France'],[],[],?,126,527 kj(126 kcal),"1,3","0,4","6,6",0,22,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Penne,3760275810526,['France'],[],[],?,291,1218 kj(291 kcal),"1,9","0,5",58,"0,9",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Navarin de la mer,3270120617434,['France'],[],[],?,117,490 kj(117 kcal),"7,5","4,4","2,7","1,3","9,4","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Bocconcini integrali,8014381004320,['France'],[],[],?,394,1648 kj(394 kcal),12,"0,4",65,6,"13,5","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Le poulet de ma region,3276280087254,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Lipo6,0859400007825,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Brie de meaux AOP,2255024036605,['France'],[],[],?,282,1180 kj(282 kcal),21,14,"2,52","0,5",21,2,"0,8",,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",,,,,,21 g,en quantité élevée,14 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,,+1%,+1%,-3%,-8%,+431%,+98%,+1%,+12%,+12%,16,+5%,D,+5%,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,
1843,Steaks hachés surgelés de viande Salers,3432831000008,['France'],[],[],?,207,866 kj(207 kcal),15,0,0,0,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Chips de galette BIO,3593551177668,['France'],[],[],?,407,1703 kj(407 kcal),"7,7","0,8","7,7","0,6","23,1","2,5",1,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,CHOUCROUTE GARNIE,3574314350054,['France'],[],[],?,179,749 kj(179 kcal),14,"2,2","3,3","2,5","6,5","2,15","0,86",,,,"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,,,,,14 g,en quantité modérée,2.2 g,en quantité modérée,2.5 g,en faible quantité,2.15 g,en quantité élevée,,+57%,+59%,+65%,-31%,+50%,+330%,+19%,+63%,+63%,13,+130%,D,+130%,,,,C,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,
1846,Pétales de truffes,3760049551617,['France'],[],[],?,109.27,457 kj(109 kcal),"3,89","0,36","1,96","1,96","16,8",12,"4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Gateau breton,3552085006806,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Fanta rasberry,5430001529661,['France'],[],[],?,2,8 kj(2 kcal),2,0,1,"0,2",0,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Gouda bleu thym tomarin,0209077022964,['France'],[],[],?,365,1527 kj(365 kcal),30,18,0,0,24,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Pâte à cookie,20832728,['France'],[],[],?,464,1941 kj(464 kcal),"23,9","14,4","54,5","26,3","5,6","0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Grignotons,3700133915260,['France'],[],[],?,474,1983 kj(474 kcal),38,15,"3,5","3,5",29,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Abricots sechés,3700066100801,['France'],[],[],?,277,1159 kj(277 kcal),"0,12","0,05","66,77","40,5","2,25","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Crevettes,0200835021786,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,BAR ITALIA TRADIZIONE EXPRESSO,4099200418155,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,5029223008513,5029223008513,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,The Beyond Burger,0852629004828,['France'],[],[],?,223.0088,933 kj(223 kcal),"16,814","4,956","3,097",0,"15,044","0,664","0,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,O’jus tropical,3250392932138,['France'],[],[],?,21,88 kj(21 kcal),"0,5","0,1",5,"4,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Salade italienne,2600484032146,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,1/2 Filet mignon de porc fumé,0285425055761,['France'],[],[],?,257,1075 kj(257 kcal),"3,4","2,5",46,46,"6,7","7,1","2,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Dots original,2012400028650,['France'],[],[],?,456,1908 kj(456 kcal),31,16,33,12,"7,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Dessert brassé soja au bifidus,3375610001004,['France'],[],[],?,47,197 kj(47 kcal),"2,3","0,3","1,4","0,1","4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Classique 3-graines,8033936466000,['France'],[],[],?,450,1883 kj(450 kcal),20,"2,9",48,"2,3",14,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Raclette gourmande,3324440446820,['France'],[],[],?,337,1410 kj(337 kcal),26,16,15,"1,2","0,36",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Saba,8032781212008,['France'],[],[],?,257,1075 kj(257 kcal),0,0,31,"29,9","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Salade de pois chiche,2416334029071,['France'],[],[],?,141,590 kj(141 kcal),"6,8","0,78","12,4","1,6","5,4","0,38","0,152",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,,,,,6.8 g,en quantité modérée,0.78 g,en faible quantité,1.6 g,en faible quantité,0.38 g,en quantité modérée,,-26%,-25%,+124%,+99%,-47%,-2%,-47%,-21%,-21%,-1,,A,,,,,B,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,
1866,Big dots long layer rayer choc,,['France'],[],[],?,479,2004 kj(479 kcal),31,13,44,19,"5,1","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Taboule a la menthe,2245382030186,['France'],[],[],?,202,845 kj(202 kcal),10,"1,12",22,6,"4,4","0,823","0,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Daube de porc façon grand-mère,3312345600065,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Nonette au miel a l’orange,3263629972999,['France'],[],[],?,333,1393 kj(333 kcal),"0,9","0,15","77,3","45,6","4,1","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Roll Saumon + piquillos,3770013958151,['France'],[],[],?,132,552 kj(132 kcal),"4,1","1,5",19,"3,2","4,4","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Buchette JADORE classique,3369640039311,['France'],[],[],?,270,1130 kj(270 kcal),22,"13,4","2,05","2,05","16,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Champagne,0858707006067,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Pain au chocolat,990530101002420427,['France'],[],[],?,412,1724 kj(412 kcal),21,10,47,16,0,"1,09","0,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Penne,8032605066312,['France'],[],[],?,352,1473 kj(352 kcal),"1,5","0,3",70,"3,4",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Violette givrée à l'ancienne,2010000281628,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Tartines craquantes,3175621031225,['France'],[],[],?,372,1556 kj(372 kcal),"0,9","0,2",81,"2,9",9,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Cheddar,5900512200613,['France'],[],[],?,289,1209 kj(289 kcal),25,16,5,5,11,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,HADDOCK,0240609036080,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Thé noir aromatisé fruits rouges,3434380022753,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Filets de poulet nourri aux grains de ble,0215035020071,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,
1881,Coquillettes,3760323480091,['France'],[],[],?,381,1594 kj(381 kcal),"4,72","1,34",68,"2,19","15,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Mix toasté,3770012915131,['France'],[],[],?,507,2121 kj(507 kcal),"34,17","3,59","31,8",27,"13,71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Chorizo Fort,2416145034240,['France'],[],[],?,305,1276 kj(305 kcal),25,"8,8","8,8","4,3",18,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
