,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,additives,allergens,nova_score,quantity,packaging,manufacturing,traceability_code,ingredients_origins,generic_name,link,palm_ingredients,origin_detail
1728,Lentilles - U - 200g,3256227474538,['France'],"['Eau', 'lentilles', 'sel', 'affermissant : chlorure de calcium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",516,94,516 kj(94 kcal),"0,7","0,1",13,"0,5","7,1","0,5","0,2",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Lentilles', 'Lentilles préparées']",+32%,-1%,-57%,+10%,+9%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,['U'],0.7 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,+28%,-68%,-41%,-33%,-33%,-6,,A,,['Entreprise de France'],['super u'],"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,4,200g,['boîte métallique'],,,,,,,
1729,Filet de poulet rotie,3250393003660,['France'],[],[],?,141,590 kj(141 kcal),"5,5","1,4","0,6","0,6","22,3","1,26","0,504",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,+8%,+91%,+25%,-2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,+9%,+88%,+147%,+68%,+68%,2,,B,,"['Nutriscore', 'Nutriscore B']",,,,,,"['Barquette', 'Film en plastique']",,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,
1730,Puree de tomate,3333313121191,['France'],[],[],?,32,134 kj(32 kcal),0,0,"5,4",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C014047'],,,,,
1731,Noisettes crues,3580281236031,['France'],[],[],?,692,2895 kj(692 kcal),61,"4,5",17,"4,3",15,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Equilibrio Vaniglia - Esselunga,8002330004439,['France'],[],[],?,83,347 kj(83 kcal),"1,5",1,13,"12,8","3,6","0,1","0,04",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au lait de vache', 'Yaourts sans lactose', 'Yaourts vanille']",,+2%,-44%,+35%,-2%,,,,,,,,['Esselunga'],1.5 g,en faible quantité,1 g,en faible quantité,12.8 g,en quantité élevée,0.1 g,en faible quantité,+2%,-39%,+43%,-5%,-5%,1,-24%,B,-24%,['Sans lactose'],,,,,,,,,,,,,
1733,Poulet,0213320039364,['France'],[],[],?,179,749 kj(179 kcal),11,"2,8",0,0,20,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
1734,Baguette,0204200005586,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Curry vert de legumes - Seazon,3701456307350,['France'],[],[],?,141,590 kj(141 kcal),8,4,13,2,4,0,0,,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Gouda Holland,2710035003218,['France'],[],[],?,377,1577 kj(377 kcal),32,22,0,0,24,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,"Romarin, menthe, cassis de la Drôme",3398984220376,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1738,Sal del desierto de Atacama,7804639340109,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Yaourt brassé nature sucré,0205853006005,['France'],[],[],?,93,389 kj(93 kcal),"4,1","2,8","4,1","4,1",12,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Coctail vegetarian spring roll,8887290052092,['France'],[],[],?,3.0846,13 kj(3 kcal),"0,696","0,358","2,388","0,498","0,298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Cannellini al vapore - Bonduelle - 125g,3083680485739,"['France', 'Italie']","['Fagioli cannellini', 'acqua', 'sale', 'agente di resistenza: E509', ' Se']",[],?,?,,1,,"10,4","0,6","6,6","0,56","0,224",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve']",,,+52%,+22%,+60%,,,,,,,,['Bonduelle'],1 g,en faible quantité,,,0.6 g,en faible quantité,0.56 g,en quantité modérée,,,-62%,-13%,-13%,,,,,"['Bio', 'Fabriqué en Italie', 'Sans conservateurs']",['Dok Supermercati'],"['E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']",,4,125 g,['Lattina'],"['via Trento', ""San Paolo d'Argon"", 'Bergamo']",['3083680485739'],['Italie'],,http://www.bonduelle.it,,
1742,Popcorn microwave,3800230253033,['France'],[],[],?,501,2096 kj(501 kcal),21,9,62,1,10,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Fricassée de riz de veau et noix de st jacques,3512030015093,['France'],[],[],?,119,498 kj(119 kcal),"7,4","4,8","4,6","2,1","8,1","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 29188A', 'Plougasnou (Finistère, France)']",,,,,
1744,Oude Brokkel Kaas,2835729007485,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Pas ta salades - Sodebo,5160227077201,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Sodebo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Olio extra vergine di oliva classico litro,8009113014227,['France'],[],[],?,822,3439 kj(822 kcal),"91,3","13,2",0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,91.3 g,en quantité élevée,13.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-6%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,,,,
1747,Morceau saucisse,2606171027099,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Madeleine pur beurre,,['France'],[],[],?,472,1975 kj(472 kcal),27,19,50,32,"6,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Poudre fraise bannane,6008155000818,['France'],[],[],?,73,305 kj(73 kcal),25,4,4,2,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Crème & Calvados,3254550016531,['France'],[],[],?,384,1607 kj(384 kcal),32,21,16,11,"1,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Calissons D’Aix,3102621003853,['France'],[],[],?,436,1824 kj(436 kcal),18,"1,8",59,47,"7,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Grenier boule cousu mains,2218675072682,['France'],[],[],?,111,464 kj(111 kcal),"3,62","2,1","0,5","0,5","18,4","1,15","0,46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Pain baltique,0280062011156,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Comte fort des rousses,0205155044804,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Arancini à la viande et petit pois,8059070741094,['France'],[],[],?,226,946 kj(226 kcal),"9,1","2,3",28,"1,9","6,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Tarte basquaise ananas,3345230000565,['France'],[],[],?,234.76,982 kj(234 kcal),"9,45","4,26","33,6","22,49","3,61","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Café,010911,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Ail Blanc,3363299268337,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Ail et dérivés', 'Ail', 'Ail Blanc']",,,,,,58.5%,0.0%,0.0%,19.1%,16.5%,5.8%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Lard paysan à l ancienne,3240650087427,['France'],[],[],?,313,1310 kj(313 kcal),28,11,"0,9","0,7",15,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Extra pépites chocolat aux lait,7056236516313,['France'],[],[],?,493,2063 kj(493 kcal),24,12,60,26,7,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Filets de poulet,0217885049523,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,['Nutriscore'],,,,,,,,,,,,,
1762,Nonnettes au Chocolat,3760019597010,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Prima vera cottino,8020819009522,['France'],[],[],?,128,536 kj(128 kcal),"4,7","1,9","0,8",0,"20,7","1,56","0,624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Cassoulet au confit d’oie,3461950021533,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Foudroyant guêpes et frelons,3429971053230,['France'],[],[],?,333,1393 kj(333 kcal),"1,7",0,76,2,"8,7",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Gourmandises,3260260212491,['France'],[],[],?,396,1657 kj(396 kcal),"0,5","0,1",97,65,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Sauce yakitiri,3364699244600,['France'],[],[],?,165,690 kj(165 kcal),0,0,38,19,"2,4",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Oat blueberry vanilla,42418702,['France'],[],[],?,34,142 kj(34 kcal),40,34,"10,7","10,7",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Bubble Milk Tea,4712966541881,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Crema de cacao,8410095505113,['France'],[],[],?,522,2184 kj(522 kcal),"27,29","3,27","63,76","62,05",5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Yaourt a la grecque au lait entier - Laiterie du Périgord - 400g,3339526072077,['France'],"['Yaourt 82% ', 'Lait entier* 71 %', 'crème* 10%', 'lait écrémé en poudre*', 'ferments lactiques', 'préparation érable graines 18% ', 'eau', 'sucre de canne roux*', ""sirop d'érable* 1,3%"", 'graines* ', 'graines de pavof 0,4%*', 'graines de chia 0,1%*', ""flocons d'avoine · sans gluten 0,1%*"", 'stabilisant : farine de graine de caroube*', 'citron jus concentré*', "" Ingrédients d'origine agricole issus de l'Agriculture Biologique"", ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes', ' Le sucre de canne est issu du commerce équitable', ' Lait entier origine France', ' :']",['Non végétalien'],?,99,414 kj(99 kcal),5,"3,8","8,7","8,7","3,1","0,1","0,04",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,-15%,-27%,-1%,-30%,,,,,,,,['Laiterie du Périgord'],5 g,en quantité modérée,3.8 g,en quantité modérée,8.7 g,en quantité modérée,0.1 g,en faible quantité,-16%,-14%,+9%,-14%,-14%,4,-2%,C,-2%,"['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-01']",,['E410 - Gomme de caroube'],['Lait'],4,400g,"['Etui en carton', 'Pot en plastique']",,,,,,,
1772,Blanc de poulet,0205908026118,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Pomme croquant,3520831331359,['France'],[],[],?,358,1498 kj(358 kcal),"0,8","0,3","80,2","69,6","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Balocco,8001100069142,['France'],[],[],?,509,2130 kj(509 kcal),26,14,61,23,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,3143372677788,3143372677788,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Mandarine à jus,8432947291883,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Venchi suprema fondente,8002996321819,['France'],[],[],?,535,2238 kj(535 kcal),"37,9","8,1","32,8","29,4","9,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Café d'agen,3359891110006,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Yaourt  banane,5602835002317,['France'],[],[],?,84,351 kj(84 kcal),"0,8","0,05","16,8",13,"2,3","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Dessert Soße - 35g,4013109017332,"['France', 'Allemagne']",[],[],?,89,372 kj(89 kcal),"1,4",,16,12,"3,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35g,['Kunststoff'],,,,,,,
1781,Panettone pera e cioccolato biologico,8051499295219,['France'],[],[],?,395,1653 kj(395 kcal),18,10,51,27,"6,4","0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Les raisins dorés au sauterne,3760186540420,['France'],[],[],?,435,1820 kj(435 kcal),"15,5","9,9","67,8","54,2","4,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Boeuf oignons légumes,0209731155595,['France'],[],[],?,95,397 kj(95 kcal),5,1,7,2,7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,4 Muffins aux pépites de chocolat,0232779022963,['France'],[],[],?,393,1644 kj(393 kcal),22,"3,9",44,24,"3,5","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Pates coquillette,3770019512043,['France'],[],[],?,355,1485 kj(355 kcal),2,"0,4",68,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Nescafé special filtre,12572595,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Nougat aux amandes,8013399162718,['France'],[],[],?,495,2071 kj(495 kcal),25,"7,6",58,52,"8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Cheveux&ongles,3760224240534,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Comte aop 20 mois,2257150054386,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,"0,9","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Guimauve Crick + 500gr,2609957042187,['France'],[],[],?,441,1845 kj(441 kcal),19,13,63,51,4,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Tarte aux poires,3760285801026,['France'],[],[],?,342,1431 kj(342 kcal),19,"7,4",34,18,"5,1","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Milk chocolate cocoa cookies,8714601011090,['France'],[],[],?,550,2301 kj(550 kcal),33,18,56,54,"6,4","0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Ketchup,3329489901514,['France'],[],[],?,82,343 kj(82 kcal),0,0,17,13,"2,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Yaourt,3760074380176,['France'],[],[],?,76,318 kj(76 kcal),15,"0,5",13,13,"2,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.087.001 CE', 'Machecoul (Loire-Atlantique, France)']",,,,,
1795,Gressins au chocolat noir,8011300032389,['France'],[],[],?,527,2205 kj(527 kcal),30,18,54,40,"6,2","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Oignons rosés de Bretagne,3304430241031,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Chupa Chups Creamy Lollipops 10 X 11G,8410031122510,['France'],[],[],?,379,1586 kj(379 kcal),"1,3","0,8",91,79,0,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Café d’Ethiopie - Mélange Moka,3770020760006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Champignons noird,3112309126804,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Pain parisien,2644671005254,['France'],[],[],?,302,1264 kj(302 kcal),"1,4","0,3",61,"2,54","9,9","1,68","0,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,4 / 4 Sauce Armoricaine Amora,3036813016119,['France'],[],[],?,86,360 kj(86 kcal),"1,6","0,4",3,"0,8","1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 02.617.001 CE', 'Pouilly-sur-Serre (Aisne, France)']",,,,,
1802,Olives noir,5601378070272,['France'],[],[],?,23,96 kj(23 kcal),2,"0,3",0,0,"0,2",6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,P'TIT PAINS AU CHOCOLAT,3328070023970,['France'],[],[],?,492,2059 kj(492 kcal),"21,6","14,4",69,"27,5","6,7","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Poire caramel,3396748500719,['France'],[],[],?,191,799 kj(191 kcal),"0,5","0,1",46,46,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Jesus de Morteau IGP,2479925061539,['France'],[],[],?,333,1393 kj(333 kcal),"30,7","11,7",0,0,"15,2","2,02","0,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Mijotés en sauce chien - Auchan,3596710355785,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Melon déshydratée,2600103021124,['France'],[],[],?,354,1481 kj(354 kcal),0,0,87,72,0,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Battlefield 5,5030932122285,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Noix,3590670000105,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 38310A', 'Poliénas (Isère, France)']",,,,,
1810,Oreillettes Sucrées,3760088720258,['France'],[],[],?,541,2264 kj(541 kcal),31,5,58,13,7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Sucette carambar,04363918,['France'],[],[],?,401,1678 kj(401 kcal),"2,4","0,9",93,76,"1,9","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Café Ethiopie - Mélange Moka,3770020760013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Quartier d'Orange Cointreau,3374606678435,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,ABP anti-points blancs - Aquascience - 125ml,3283021702154,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Aquascience'],,,,,,,,,,,,,,,,,,,,,,,125ml,['Plastique'],,"['EMB 11408B', 'Verzeille (Aude, France)']",,,,,
1815,Speck,8004387029021,['France'],[],[],?,297,1243 kj(297 kcal),19,"6,6","0,5","0,5",31,"4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Farine de Ble Patissiere,5905436764050,['France'],[],[],?,343,1435 kj(343 kcal),"1,7","0,3","71,1","0,5","10,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Feutres alcool - Touchscool,6951920007775,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Touchscool'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Fruits secs,82536473,['France'],[],[],?,398,1665 kj(398 kcal),12,"1,1",61,56,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Café moulu aromatisé vanille,3662051003866,['France'],[],[],?,310,1297 kj(310 kcal),"0,2","0,1",46,6,17,"0,65","0,26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Cassoulet gourmand,03101469,['France'],[],[],?,169,707 kj(169 kcal),"9,4","3,4","8,6","0,5",10,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Wok curry légumes,3017800237304,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Crostata al mirtillo,8033162870091,['France'],[],[],?,373,1561 kj(373 kcal),"9,1","6,4",68,31,"3,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Thé Energie Féminine - Yogi Tea,4012824405219,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Yogi Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Dark Raspberry Quinoa,7624841741262,['France'],[],[],?,573,2397 kj(573 kcal),40,29,45,40,"4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Effervescence,8002979610701,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Metteur ipa,3156140750507,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Brioche tréssée moelleuse sans gluten,3700442604640,['France'],[],[],?,329,1377 kj(329 kcal),"11,8",2,"50,8","11,8","4,1","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Risotto aux noix de Saint Jacques,3435020044128,['France'],[],[],?,511,2138 kj(511 kcal),"3,8","2,5",15,"1,7","6,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Saucisse grande barquette,0206376047957,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Fine escalope de dinde,0213565028802,['France'],[],[],?,112,469 kj(112 kcal),12,"0,3",0,0,25,"0,18","0,072",D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,-7%,+809%,-100%,+9%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,12 g,en quantité modérée,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,-7%,-26%,-100%,-68%,-68%,-4,,A,,,,,,,,,,,,,,,
1831,Tomate cerise allongées,3504182920066,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
