,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1386,Spiruline,3760046254719,,,,,"['Compléments alimentaires', 'Spiruline']",['Bio'],,['France'],[],,[],,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,1,-100%,4 kj(1 kcal),-100%,1,-73%,1,-22%,1,-90%,1,+43%,"6,2",-87%,1,-13%,"0,4",-13%,1,-80%,B,-80%,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,
1387,Le Quernon d'ardoise,3760046580450,,,,['Quernon'],,,,['France'],"['sucre', 'beurre de cacao', 'poudre de lait', 'amande', 'dextrose', 'émulsifiant : lécithine de soja', 'arôme de vanille naturelle', 'colorants : indigotine', 'cochenille']","['E322i - Lécithine', ""E132 - Indigotine carmin d'indigo"", 'E120 - Acide carminique']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,499,,2088 kj(499 kcal),,23,,"9,3",,67,,67,,5,,"0,1",,"0,04",,,,,,,,,,,,,,,"['Lait', 'Fruits à coque']",,,,,
1388,Jus de pomme - Gargouil - 33cl,3760047210073,,33 cl,,['Gargouil'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,['France'],[],,[],,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,44,-4%,184 kj(44 kcal),-4%,"0,1",-39%,0,-100%,"10,5",-4%,0,-100%,"0,2",-6%,0,-100%,0,-100%,-3,-173%,B,-173%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,
1389,Gateau aux noix - Le Pélerin,3760047870086,,,,['Le Pélerin'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux aux noix']",,,['France'],[],,[],,35 g,en quantité élevée,12 g,en quantité élevée,27 g,en quantité élevée,0.6 g,en quantité modérée,?,,523,+12%,2188 kj(523 kcal),+11%,35,+31%,12,+29%,41,-13%,27,-7%,"9,8",+30%,"0,6",+80%,"0,24",+80%,23,+20%,E,+20%,,,,,,,,,,,,,,,
1390,Haricot blancs - Montperal - 540g,3760048330312,,540 g,"['Conserve', 'Verre']",['Montperal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots blancs', 'Haricots en conserve', 'Haricots blancs en conserve']",['Fabriqué en Espagne'],['Carrefour'],['France'],"['Haricots Blancs,\reau,\rsel,\rantioxidant : métabisulfite de sodium,\rséquestrant : E385']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.9 g,en quantité modérée,?,,103,+14%,431 kj(103 kcal),+16%,0,-100%,0,-100%,16,+36%,0,-100%,"7,3",+27%,"0,9",+18%,"0,36",+18%,-10,,A,,A,16.9%,36.6%,17.6%,8.0%,13.1%,7.8%,91,,,,['Espagne'],,,
1391,Rondas crème catalane - Montperal - 300g,3760048331067,,300 g,,['Montperal'],"['Biscuits et gâteaux', 'Gâteaux']",['Entrepreneurs + Engagés'],,['France'],"['Biscuit: Farine de BLE', 'sucre', 'huile de tournesol', 'ŒUF pasteurisé', 'eau', 'humectants ', 'glycérol', 'sorbitol', 'sirop', ' de glucose', 'dextrose', 'sel', 'arôme naturel de citron', ' Fourrage 20%: Šīrop de glucose-fructose', 'eau', 'sucre amidon modifié', 'graisse végétale ', 'coco no hydrogénée', 'arômes', 'colorants ', 'E-160', 'E - 161b', 'E-171', ' Poudres à lever ', 'E-500ii', 'E-503ii', 'épaississants ', 'E-460', 'E-466', 'E-415', 'acidulant ', 'acide citrique', 'antioxydant ', 'crème de tartre', 'conservateurs ', 'E-200', 'E-202', ' Peut contenir des traces de lait', 'des fruits à coque et du soja']","['E422 - Glycérol', 'E420 - Sorbitol', 'E160 - Caroténoïdes', 'E171 - Oxyde de titane', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E336 - Tartrates de potassium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,19 g,en quantité modérée,2.7 g,en quantité modérée,12 g,en quantité modérée,0.65 g,en quantité modérée,?,,376,-7%,1573 kj(376 kcal),-6%,19,-3%,"2,7",-65%,50,+1%,12,-57%,"4,4",-19%,"0,65",+7%,"0,26",+7%,8,-55%,C,-55%,,,,,,,,,,"['Œufs', 'Gluten']",,,,,
1392,Banderillas Picantes - Montperal,3760048333184,,,,['Montperal'],,,,['France'],[],,[],,,,,,,,,,?,,45,,188 kj(45 kcal),,"3,7",,"0,7",,"3,3",,0,,1,,"3,51",,"1,404",,,,,,,,,,,,,,,,,,,,
1393,Turron De Alicante 150 g - Montperal,3760048339063,,,,['Montperal'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",,,['France'],[],,[],,33 g,en quantité élevée,2.5 g,en quantité modérée,38 g,en quantité élevée,0.03 g,en faible quantité,?,,503,-6%,2105 kj(503 kcal),-6%,33,-1%,"2,5",-12%,44,+3%,38,+1%,12,-13%,"0,03",-15%,"0,012",-15%,16,+12%,D,+12%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,
1394,bâtonnets de la mer - 500g,3760048445023,,500 g,,,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,3.8 g,en quantité modérée,0.5 g,en faible quantité,2.8 g,en faible quantité,2 g,en quantité élevée,?,,116,-3%,485 kj(116 kcal),-2%,"3,8",-19%,"0,5",-23%,15,+32%,"2,8",-2%,6,-20%,2,+16%,"0,8",+16%,6,+36%,C,+36%,B,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,
1395,28 bâtonnets saveur crabe - Sans marque - 500g,3760048445269,Préparation à base de chair de poisson saveur crabe,500 g,"['Plastique', 'Sous-vide']",['Sans marque'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,['Carrefour market'],['France'],"['Eau', 'chair de poisson 28%', 'amidon ', 'dont gluten', ""blanc d'œuf"", 'huile de colza', 'arômes ', 'dont crustacés', 'sel', 'sucre', 'stabilisants : sorbitol', 'polyphosphates', 'carraghénanes', ' exhausteurs de goût : E621', 'E640', ' colorant : extrait naturel de paprika']","['E420 - Sorbitol', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E640 - Glycines et son sel de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3.8 g,en quantité modérée,0.5 g,en faible quantité,2.9 g,en faible quantité,2.1 g,en quantité élevée,495,-1%,118,-1%,495 kj(118 kcal),-0%,"3,8",-19%,"0,5",-23%,"15,6",+37%,"2,9",+1%,"5,8",-22%,"2,1",+22%,"0,84",+22%,7,+59%,C,+59%,B,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,"['LT 68-08 EB', 'ES 12.10552/S CE']","['Crustacés', 'Œufs', 'Poisson', 'Gluten']",,,,,
1396,Surimi de chair de poisson saveur crabe,3760048446082,,,,,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,,['France'],[],,[],,3.1 g,en quantité modérée,0.3 g,en faible quantité,2.9 g,en faible quantité,1.6 g,en quantité élevée,?,,102,-14%,427 kj(102 kcal),-14%,"3,1",-34%,"0,3",-54%,11,-4%,"2,9",+1%,8,+7%,"1,6",-7%,"0,64",-7%,4,-9%,C,-9%,B,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,,,,,
1397,Canneberge - Tipi,3760048570213,,,,['Tipi'],,,,['France'],[],,[],,,,,,,,,,?,,324,,1356 kj(324 kcal),,"0,68",,"0,12",,"75,41",,"73,69",,"0,38",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1398,Canneberge - Tipi,3760048570251,,,,['Tipi'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",,,['France'],[],,[],,0.68 g,en faible quantité,0.12 g,en faible quantité,73.7 g,en quantité élevée,0.01 g,en faible quantité,?,,324,-4%,1356 kj(324 kcal),-4%,"0,68",-4%,"0,12",-51%,"75,41",-5%,"73,69",+12%,"0,38",+36%,"0,01",-56%,"0,004",-56%,4,-45%,C,-45%,,,,,,,,,,,,,,,
1399,Amandes de provence,3760048720076,,,,,,,,['France'],[],,[],,,,,,,,,,?,,626,,2619 kj(626 kcal),,"55,5",,"4,45",,"5,1",,4,,"19,9",,"0,001",,0,,,,,,,,,,,,,,,,,,,,
1400,Frais & Primeur / Poissonnerie / Poissons Frais - Herens,3760048920278,,,,['Herens'],,"['Bio', 'Bio européen', 'FR-BIO-01']",,['France'],"['Saumon sel', ""baies roses ** fumé au bois de hêtre PRODUIT ISSU' DE L'AGRICULTURE BIOLOGIQUE"", ' PRODUIT FR-BIO-OI']",,[],,,,,,,,,,?,,179,,749 kj(179 kcal),,11,,2,,0,,0,,19,,2,,"0,8",,,,,,,,,,,,,,"['FR 49.035.001 CE', 'Bouchemaine (Maine-et-Loire, France)']",,,,,,
1401,Baies De Goji - Juventis - 200g,3760048990561,,200 g,"['Sachet', 'Plastique']",['Juventis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Baies de goji séchées']",,,['France'],"['100% Baies de Goji ', 'Lycium barbarum', ' séchées']",,[],1,6.8 g,en quantité modérée,1 g,en faible quantité,17.3 g,en quantité élevée,0.06 g,en faible quantité,?,,202.8,-39%,849 kj(202 kcal),-39%,"6,8",+131%,1,+126%,21,-65%,"17,3",-61%,"11,8",-6%,"0,06",-90%,"0,024",-90%,-10,-440%,A,-440%,,,,,,,,,,,,,,,
1402,CHAUSSONS TOMATE MOZZARELLA - Bioryza - 200g,3760049281132,,200 g,,['Bioryza'],,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,['France'],"['*Farine de blé 32,5%', '*mozzarella 24% ', ' *Lait de vache 98,8%', 'sel 1,2%', '*tomate 24%', 'eau', '*huile dlolive extra vierge première à froid', 'sel', '*ail', '*poivre']",,['Non végétalien'],,,,,,,,,,?,,300,,1255 kj(300 kcal),,"12,8",,"4,7",,"36,6",,2,,"9,1",,"1,6",,"0,64",,,,,,,,,,,,,,,['Gluten'],,,,,
1403,Farine De Blé Type 65 -,3760049570311,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de blé type T65']",,,['France'],[],,[],,0.8 g,en faible quantité,0.16 g,en faible quantité,1.82 g,en faible quantité,0.007 g,en faible quantité,?,,343,-0%,1435 kj(343 kcal),-0%,"0,8",-32%,"0,16",-20%,"69,3",-1%,"1,82",+5%,"11,7",+4%,"0,007",-5%,"0,003",-5%,-1,,A,,B,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,
1404,Pain,3760049571004,,,,,,,,['France'],[],,[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,"1,2",,"0,3",,53,,"1,8",,"8,2",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,
1405,Toastiligne - La Boulangère,3760049655438,,,,['La Boulangère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,['France'],"['PAIN DE MIE NATURE Farine de blé', 'eau', 'levure', 'gluten de blé', 'sel', 'fibres de blé', 'farine de féves', 'vinaigre', ""émulsifiant : mono - et diglycerides d'actdes gras"", 'conservateur:propionate de calcium', 'psylliu', ""extralt d'acérola""]",['E282 - Propionate de calcium'],[],4,1.7 g,en faible quantité,1.3 g,en faible quantité,3.4 g,en faible quantité,1.1 g,en quantité modérée,?,,244,-8%,1021 kj(244 kcal),-9%,"1,7",-62%,"1,3",+101%,47,+3%,"3,4",-35%,"8,3",-1%,"1,1",-4%,"0,44",-4%,3,+107%,C,+107%,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,['Gluten'],,,,,
1406,Crème de marrons - L'Atelier de la Châtaigne,3760049710045,,,,"[""L'Atelier de la Châtaigne""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,['France'],[],,[],,3 g,en quantité modérée,2 g,en quantité modérée,54 g,en quantité élevée,,,?,,251,0%,1050 kj(251 kcal),0%,3,+300%,2,+1279%,73,+21%,54,+8%,1,-9%,,,,,,,,,C,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,
1407,Pure petit epautre,3760049730494,,,,,,['Bio'],,['France'],[],,[],,,,,,,,,,?,,233,,975 kj(233 kcal),,2,,"0,3",,"43,2",,"1,6",,"8,1",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,
1408,Madeleines pur beurre - Le Fournil de l'Eau Vive - 184g,3760049731781,,184 g,"['Sachet', 'Plastique']","[""Le Fournil de l'Eau Vive""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Pur beurre', 'AB Agriculture Biologique']","[""Le Fournil de l'Eau Vive""]",['France'],"['Farine de blé T66*', 'Sucre de canne*', 'beurre* 20 % ', 'crème*', 'ferments', 'œufs entiers liquides', 'lait de soja* ', 'eau', 'soja décortiqué*', 'poudre à lever ', 'amidon de blé*', 'bicarbonate de sodium', 'acide tartrique', 'huile essentielle de citron*']","['E500ii - Carbonate acide de sodium', 'E334 - Acide L-tartrique']",['Non végétalien'],3,18.4 g,en quantité modérée,10.7 g,en quantité élevée,24.9 g,en quantité élevée,0.19 g,en faible quantité,?,,378,-14%,1582 kj(378 kcal),-14%,"18,4",-19%,"10,7",+54%,47,-11%,"24,9",-9%,"5,6",-1%,"0,19",-77%,"0,076",-77%,19,+3%,E,+3%,B,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,http://www.lefournilbio.fr/nos-specialites/famille/viennoiseries.html,,
1409,Cookies chocolat noisette - Le Fournil De L'eau Vive,3760049733082,,,,"[""Le Fournil De L'eau Vive""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],"[""des cookies chocolat noisettes'"", 'Farine de blé T65*', 'sucre de canne*,pépites chocolat noir* 12% ', 'masse de cacao* ', 'sucre de canne* ', 'beurre de cacao* ', 'lécithines de tournesol* ', 'extrait de vanille*', 'noisettes qranulés 12%* oeufs entiers liquides*', 'beurre* ferments', 'margarine *', 'huile et stéarine de palme* ', 'huile de tournesol*', 'eau', 'lecithine de tournesol', 'sel', 'acide citrique', 'poudre à lever* ', 'amidon blé* bicarbonate de sodium', 'acide tartrique', 'sel gris de guerande']","['E322i - Lécithine', 'E330 - Acide citrique', 'E334 - Acide L-tartrique']",['Huile de palme'],3,23.4 g,en quantité élevée,7.7 g,en quantité élevée,29 g,en quantité élevée,0.16 g,en faible quantité,?,,462,-9%,1933 kj(462 kcal),-9%,"23,4",-14%,"7,7",-38%,"55,4",-3%,29,-4%,"6,6",-1%,"0,16",-72%,"0,064",-72%,18,-18%,D,-18%,C,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,,
1410,Pain complet - LA BOULANGÈRE,3760049790245,,,,['LA BOULANGÈRE'],,,,['France'],"['Farine de blé complète ', ' eau ', ' huile de colza', 'sucre', 'levure', 'de blé', 'sel', 'farine de fèves', 'Emulsifiants : E471-E481', 'Conservateur : propionate de calcium', 'Agent gélifiant : gomme de guar', 'Agent de traitement de la farine : E300']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E282 - Propionate de calcium', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,263,,1100 kj(263 kcal),,"4,2",,"0,5",,"46,1",,"7,1",,"8,1",,"1,4",,"0,56",,,,,,,,,,,,,,,['Gluten'],,,,,
1411,Pain de mie bio Cereales et graines - La Boulangère,3760049795912,,,,['La Boulangère'],,['Bio'],,['France'],[],,[],,,,,,,,,,?,,305,,1276 kj(305 kcal),,8,,"0,8",,"46,3",,"5,3",,"9,1",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,
1412,Toastiligne Muesli et fruits - La Boulangère - 12tranches - 500g,3760049796544,Pain de mie muesli,12 tranches - 500 g,"['Sachet', 'Plastique']",['La Boulangère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']","['Peu ou pas de matière grasse', 'Peu ou pas de sucre', 'Nouveau', 'Sans matière grasse ajoutée', 'Sans sucre ajouté']","['Leclerc', 'E.Leclerc']",['France'],"['Céréales 49,3% ', 'farine complète de blé 28,5%', 'farine de blé 18,1%', 'flocons de blé 1,1%', 'flocons de seigle 1,1%', ""farine d'épeautre 0,5%"", 'eau', 'fruits 11% ', 'raisins secs 3,3 %', 'ananas confits 3,3%', 'papayes déshydratées 2,2%', 'abricots déshydratés 2,2%', 'gluten de blé', 'levure', 'graines 1% ', 'graines de lin 0,6%', 'graines de tournesol 0,4%', 'sel', 'arôme', 'émulsifiants : E471', 'E472e', 'E322', 'conservateurs : propionate de calcium', 'sulfites', 'agent gélifiant : gomme xanthane', 'agent de traitement de la farine : acide ascorbique']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E322 - Lécithines', 'E282 - Propionate de calcium', 'E415 - Gomme xanthane', 'E300 - Acide ascorbique']","[""Pourrait contenir de l'huile de palme""]",4,1.5 g,en faible quantité,0.9 g,en faible quantité,8.9 g,en quantité modérée,1.2 g,en quantité modérée,?,,243,-9%,1017 kj(243 kcal),-9%,"1,5",-66%,"0,9",+39%,"45,5",-1%,"8,9",+71%,"8,4",-0%,"1,2",+5%,"0,48",+5%,-1,-169%,A,-169%,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,"['Gluten', 'Anhydride sulfureux et sulfites']",,,http://www.painlaboulangere.com/pains/pain-equilibre/node_704,,
1413,Baguette Viennoise Complète - La Boulangère,3760049797459,,,,['La Boulangère'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",,,['France'],[],,[],,9.7 g,en quantité modérée,1.7 g,en quantité modérée,8 g,en quantité modérée,1.1 g,en quantité modérée,?,,341,+5%,1427 kj(341 kcal),+4%,"9,7",+5%,"1,7",-48%,50,-1%,8,-25%,11,+30%,"1,1",+8%,"0,44",+8%,5,-46%,C,-46%,,,,,,,,,,,,,,,
1414,Pains panini,3760049797718,,,,,,,,['France'],[],,[],,,,,,,,,,?,,271,,1134 kj(271 kcal),,3,,"0,41",,"50,9",,"2,7",,"8,7",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,
1415,Brioche trenzado - La Boulangère - 400g,3760049797732,,400 g,['Sachet plastique'],['La Boulangère'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,,"['France', 'Espagne']",[],,[],,9.7 g,en quantité modérée,1.5 g,en quantité modérée,13 g,en quantité élevée,1 g,en quantité modérée,?,,336,-8%,1406 kj(336 kcal),-8%,"9,7",-30%,"1,5",-80%,55,+7%,13,-34%,"6,8",-9%,1,+38%,"0,4",+38%,11,-35%,D,-35%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,
1416,Brioche Burger Buns,3760049797749,,,,,,,,['France'],[],,[],,,,,,,,,,?,,333,,1393 kj(333 kcal),,"9,6",,"2,3",,52,,11,,"8,6",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,
1417,Neufchatel Fermier AOP Biologique - EARL Moinet,3760050180059,,,,['EARL Moinet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Neufchâtel']","['Bio', 'Bio européen', 'Agriculture UE', 'AOP', 'IGP', 'AB Agriculture Biologique']",,['France'],[],,[],,21.7 g,en quantité élevée,12.7 g,en quantité élevée,0.6 g,en faible quantité,1.6 g,en quantité élevée,?,,275,-5%,1151 kj(275 kcal),-6%,"21,7",-11%,"12,7",-23%,"0,6",-7%,"0,6",+38%,"19,3",+3%,"1,6",-11%,"0,64",-11%,15,+1%,D,+1%,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['FR 76.209.001 CE', 'Dampierre-en-Bray (Seine-Maritime, France)']",,,,,,
1418,"Fraise rouge des Alpilles, catégorie 1 -  - 500g",3760050470051,,500g,['Papier'],,,,,['France'],[],,[],,,,,,,,,,?,,33,,138 kj(33 kcal),,"0,3",,0,,"7,68",,0,,"0,67",,0,,0,,,,,,,,,,,,,,,,,,,,
1419,Gratin de chou-fleur au tofu - Comme Des Papas,3760050901333,,,,['Comme Des Papas'],,['Bio'],,['France'],"['CHOU-FLEUR BIO ', '39%', ' CAROTTE BIO ', '35%', ' TOFU ', '10%', ' PÂTES Bio ', 'GLUTEN', ' ', '7,2%', ' CHAMPIGNON BIO ', '7%', ' HUILE DE COLZA BIO OIGNON BIO ROMARIN BIO']",,[],4,,,,,,,,,?,,58,,243 kj(58 kcal),,"1,4",,"0,23",,"8,2",,"1,8",,"3,8",,"0,1",,"0,04",,,,,,,,,,,,,,,"['Gluten', 'Soja']",,,,,
1420,Pains au lait - Brioche Big’in,3760050920136,,,,['Brioche Big’in'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au lait']",,,['France'],"['Farine de blé', 'gluten', 'pur malt - Eau - Sucre de canne _ Margarine : matière grasse végétale : palme', ""huile végétale colza - correcteurs d'acidité : citrate de sodium"", 'acide citrique', 'colorant caroténoïdes', 'arôme naturel - Sirop de sucre inverti - Poudre d’œuf entier : maltodextrine ? Levure - Poudre de lait écrémé 0,9% - sel - Emulsifiants : monostéarate de sorbitane', 'mono et diglycérides d’acides gras Conservateur : propionate de calcium - Agent de traitement de la farine : acide ascorbique - Arôme vanille - Arôme ', 'contient alcool']","['E331 - Citrates de sodium', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']","['Huile de palme', 'Non végétalien']",4,10.6 g,en quantité modérée,4.6 g,en quantité modérée,10.2 g,en quantité modérée,0.975 g,en quantité modérée,?,,341,-3%,1427 kj(341 kcal),-3%,"10,6",-7%,"4,6",+10%,"51,1",-3%,"10,2",-23%,"8,8",+3%,"0,975",-4%,"0,39",-4%,11,-17%,D,-17%,C,78.8%,12.6%,5.3%,2.8%,0.4%,0.0%,69,,['Gluten'],,,,['Huile de palme'],
