,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,palm_ingredients,allergens,nova_score,generic_name,manufacturing,traceability_code,markets,ingredients_origins,link,origin_detail,brand_owner
1803,O'fruity - Jus concentré des fruits de l'eau de source - GUILLI - 25cl,3770011320011,B,25 cl,"['Brique', 'Carton']",['GUILLI'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'Agriculture UE', 'Agriculture UE/Non UE', 'en:FSC', 'FSC Mix', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'PT-BIO-03', 'FSC C014047']",['France'],"[""Jus de pomme issu de l'agriculture biologique "", '60%', 'eau de source ', '30%', ""jus de fraise issu de l'agriculture biologique "", '5%', ' ', ""jus de framboise issu de l'agriculture biologique "", '5%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,6.8 g,en quantité élevée,0 g,en faible quantité,133,-27%,31,-31%,133 kj(31 kcal),-29%,0,-100%,0,-100%,"7,8",-25%,"6,8",-29%,0,-100%,0,-100%,0,-100%,6,-11%,D,-11%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,1,,,,['iD Stock'],,,,
1804,"Rillettes Oie Ptit Saintongeais, Au Pineau",3587190400904,D,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', ""Rillettes d'oie""]",,['France'],[],[],38 g,en quantité élevée,12 g,en quantité élevée,0.4 g,en faible quantité,1.1 g,en quantité modérée,?,,401,0%,1678 kj(401 kcal),+0%,38,+3%,12,+1%,"0,4",+13%,"0,4",+76%,15,-6%,"1,1",-15%,"0,44",-15%,19,-2%,E,-2%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
1805,Confiture de mirabelles,3245310010487,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",,['France'],[],[],0.1 g,en faible quantité,0 g,en faible quantité,54 g,en quantité élevée,0 g,en faible quantité,?,,253,+13%,1059 kj(253 kcal),+13%,"0,1",-55%,0,-100%,62,+15%,54,+5%,"0,4",+3%,0,-100%,0,-100%,8,-17%,C,-17%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,
1806,Chorizo dulce extra,8422410243747,,,,,,,['France'],[],[],,,,,,,,,?,,445,,1862 kj(445 kcal),,37,,14,,"1,4",,"0,5",,27,,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,
1807,Rioverde Mazorquitas Maiz 170 g,8410954005075,B,170 g,['Bote'],['Rioverde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'en:Salted snacks']",,"['France', 'Espagne', 'États-Unis']","['MAZORCAS DE MAIZ', 'VINAGRE', 'CONTiENE SULFITOS', ' Azúcar', 'SAL', 'CORRECTOR DE ACIDEZ:E-330 Y ANTIOXIDANTES:E-300', 'metabisulfito potásico']",[],0.4 g,en faible quantité,0.1 g,en faible quantité,3.9 g,en faible quantité,1.5 g,en quantité modérée,?,,40,-63%,167 kj(40 kcal),-63%,"0,4",-93%,"0,1",-89%,"7,5",-44%,"3,9",-46%,1,-24%,"1,5",-26%,"0,6",-26%,1,-88%,B,-88%,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,['Anhydride sulfureux et sulfites'],3,,['Rioja'],,['Plusfresh'],['Espagne'],,,RIOVERDE
1808,Azarkane,8697436549191,,,,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,"2,4",,"1,2",,"84,8",,"53,8",,"2,4",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
1809,Graines de chia - Herbesan,3428883608002,D,,['Sachet'],['Herbesan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']","['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",33 g,en quantité élevée,3.6 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,?,,453,+1%,1895 kj(453 kcal),+1%,33,+7%,"3,6",+15%,"0,5",-96%,"0,5",-9%,22,+9%,0,-100%,0,-100%,3,+233%,C,+233%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,,,
1810,"Betterbody Foods PB Fit Usda Organic Powder, Peanut Butter - 850g",0897922002706,,850g,['pet-tub'],"['PB fit', 'Chateau Ste Michelle']",,['en:gluten-free'],"['France', 'États-Unis']","['organic peanuts', 'organic coconut palm sugar', 'salt contains peanuts and tree nuts ', 'coconut']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,437.5,,1831 kj(437 kcal),,"12,5",,0,,"31,25",,"18,75",,50,,"1,953",,"0,781",,,,,,,,,,,,,,,"['Fruits à coque', 'Arachides']",,,,,['Costco'],,,,
1811,Morbier - Appellation d'Origine Protégée - en tranches - Casino - 250g,3222475755354,D,250 g,,['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,['France'],"[""lait cru de vache - sel - ferments lactiques et d'affinage - présure animale - colorant : charbon végétal médicinal""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,1459,-1%,352,-1%,1459 kj(352 kcal),-1%,29,+1%,19,-3%,"0,7",-10%,"0,5",+20%,22,-3%,"1,5",+5%,"0,6",+5%,15,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['E153 - Charbon végétal médicinal'],,['Lait'],4,Morbier - Appellation d'Origine Protégée - au lait cru,,"['FR 25.155.001 CE', 'Cléron (Doubs, France)']",['Casino'],,,,
1812,Trolli Candy Bananas,8437000482420,E,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['en:gluten-free', 'Fabriqué en Espagne']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0.2 g,en faible quantité,?,,338,-5%,1414 kj(338 kcal),-6%,0,-100%,0,-100%,79,-5%,61,+5%,"4,3",+103%,"0,2",+65%,"0,08",+65%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1813,ORGANIC CREAMY WHOTE CHOCOLATE LEMON AND POPPY SEED - Seed and Bean,5060137140210,D,,,['Seed and Bean'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']","['Bio', 'Bio européen', 'GB-ORG-05']",['France'],"['Sucre de canne*', 'Beurre de cacao*', 'Lait Entier en poudre*', 'Cacao*', 'Graines de Pavot * ', '<1%', 'Huile de Citron* ', '<1%', 'Poudre de Vanille*', ' * Biologique Teneur en Cacao 30% minimum']",['Non végétalien'],36.4 g,en quantité élevée,22.4 g,en quantité élevée,44.7 g,en quantité élevée,0.2 g,en faible quantité,?,,570,+1%,2385 kj(570 kcal),+1%,"36,4",+1%,"22,4",+4%,"54,4",+2%,"44,7",-12%,"6,3",-6%,"0,2",-22%,"0,08",-22%,26,-3%,E,-3%,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,3,,,,,,,,
1814,I primissimi,8017268123817,,,,,,,"['France', 'Italie']",[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,"12,5",,"4,2",,"27,6",,2,,"11,3",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,
1815,Clementine de corse - La Cour d'Orgères - 110g,3760194180113,C,110 g,['pot en verre'],"[""La Cour d'Orgères""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", 'Confitures de clémentine']","['Fabrication artisanale', 'Clémentine corse']",['France'],"['clémentines de Corse 52,04%', 'sucre', 'gélifiant ', 'pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,?,,228,-3%,954 kj(228 kcal),-4%,"0,1",-68%,0,-100%,55,-4%,55,+2%,"0,5",+7%,0,-100%,0,-100%,7,-33%,C,-33%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],,,4,,['France'],,,['France'],,,
1816,Galettes de pomme de terre fromage et tomate,3388340050648,,,,,,,['France'],[],[],,,,,,,,,?,,192,,803 kj(192 kcal),,12,,"3,9",,15,,"1,1",,"6,3",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",,,,,
1817,barre à la fraise d'anna et clara,5701181885404,,,,,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,"0,5",,"0,5",,79,,54,,"2,7",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,
1818,Sardines grands crus millésimées - Oliviers&co - 115g,3547130089361,D,115g,,['Oliviers&co'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au piment""]",,['France'],"['ardines 85%', ""huile d'olive au piment 15% "", ""huile d'olive 95%"", 'piment 4,5%', 'citron', 'sel']",[],19.8 g,en quantité modérée,3.86 g,en quantité modérée,0.9 g,en faible quantité,1.4 g,en quantité modérée,?,,264,+11%,1105 kj(264 kcal),+11%,"19,75",+18%,"3,86",+10%,"0,9",+116%,"0,9",+259%,"21,3",0%,"1,4",+42%,"0,56",+42%,2,-62%,B,-62%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,3,,,,,,,,
1819,Biomultijus - Biog,5450252067507,,,,['Biog'],,['Bio'],['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,"0,1",,0,,"10,4",,"9,9",,"0,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
1820,Filets de poulet - La Nouvelle Agriculture,0213311047033,D,,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,109,-17%,456 kj(109 kcal),-16%,"1,3",-55%,"0,4",-46%,0,-100%,0,-100%,23,+1%,"0,11",-85%,"0,044",-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1821,Lait caramel et sel de Guérande - Le Chocolat des Français,3701198800539,,,,['Le Chocolat des Français'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],,,,,,,,,?,,564,,2360 kj(564 kcal),,"36,9",,"24,8",,"50,7",,"40,7",,"7,3",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1822,Honey Citron Tea -  - 480g,8801767106996,B,480g,['Glass'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,"['République tchèque', 'France']","['Citron', 'jus de citron', 'fructose', 'sucre', 'eau purifié', 'miel', 'acide citrique']",['Non végétalien'],,,,,,,,,1149,+2924%,275,+2956%,1149 kj(275 kcal),+3005%,0,-100%,0,-100%,70,+3900%,65,+4824%,0,-100%,"0,125",+869%,"0,05",+869%,20,+405%,E,+405%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['E330 - Acide citrique'],,,3,,['Korea'],,['K-shop'],,,,
1823,Sara la pasta,8024797000243,,,,,,,['France'],[],[],,,,,,,,,?,,281,,1176 kj(281 kcal),,"1,7",,"0,4",,"52,3",,"0,4",,"12,5",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1824,Carmel au beurre salé,,,,,,,,['France'],[],[],,,,,,,,,?,,413,,1728 kj(413 kcal),,"10,4",,"6,3",,"76,8",,"55,3",,"3,1",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
1825,Sa Giang - 1kg,3379141814348,C,1 kg,"['Sachet', 'Plastique']",['Sa Giang'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc', 'Chips de manioc à la crevette']",,['France'],"['Farine de tapioca ', 'contient Sulfite', 'E223', 'Crevettes ', '10%', 'sucre', 'sel', 'ail', 'MSG ', 'E621', 'Acide citrique ', 'E330', 'bicarbonate de sodium ', 'E500ii']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",0.2 g,en faible quantité,0.1 g,en faible quantité,11.2 g,en quantité modérée,2.4 g,en quantité élevée,?,,350,-30%,1464 kj(350 kcal),-30%,"0,2",-99%,"0,1",-96%,"85,5",+33%,"11,2",+45%,"1,5",-11%,"2,4",+21%,"0,96",+21%,16,-3%,D,-3%,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E500ii - Carbonate acide de sodium']",,"['Crustacés', 'Anhydride sulfureux et sulfites']",4,,['Vietnam'],,,,,,
1826,Spooky Sweets,4014600206287,,,,,,['Fabriqué en Allemagne'],['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"0,5",,"0,1",,77,,49,,"5,7",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
1827,Oeufs,3479439320008,D,,,,"[""Produits d'élevages"", 'Œufs']",,['France'],[],[],9.8 g,en quantité modérée,2.9 g,en quantité modérée,0.3 g,en faible quantité,0.3 g,en quantité modérée,?,,141,+7%,590 kj(141 kcal),+6%,"9,8",+4%,"2,9",+21%,"0,8",+18%,"0,3",-38%,"12,4",+1%,"0,3",+14%,"0,12",+14%,-1,,A,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,
1828,Pop corn sucré -  - 100g,3396116012837,B,100 g,,,"['Snacks', 'Snacks sucrés', 'Popcorn', 'Popcorn sucré']",,['France'],[],[],26 g,en quantité élevée,2 g,en quantité modérée,9.2 g,en quantité modérée,0 g,en faible quantité,?,,514,+14%,2151 kj(514 kcal),+15%,26,+68%,2,-46%,58,-14%,"9,2",-69%,"9,6",+68%,0,-100%,0,-100%,4,-69%,C,-69%,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,,,,,,,,,,
1829,Petit choux à la crème environ 18 pièces - Excellence - 250g,26056531,,250 g,,['Excellence'],,['RSPO-1106226 Mixte'],['France'],"['crème 61 %', 'lait', 'œufs', 'farine de blé', 'sucre', 'huile de palme', 'dextrose', 'amidon sel', 'stabilisant ', 'gomme xanthane', 'alginate de sodium', "" traces éventuelles d'amande"", 'de noisette et de pistache']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,362,,1515 kj(362 kcal),,29,,17,,21,,12,,"5,4",,"0,2",,"0,08",,,,,,,,,,,,,"['E415 - Gomme xanthane', 'E401 - Alginate de sodium']",['Huile de palme'],"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,
1830,Raclette nature - Auchan,3596710385348,,,"['Barquette', 'Opercule en plastique']",['Auchan'],,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,27,,19,,"0,5",,"0,5",,23,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,"['EMB 62907D', 'Libercourt (Pas-de-Calais, France)', 'FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)']",['Auchan'],,,,
1831,Big box chicken nuggets - 425g,20236465,,425 g,,,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,96,,402 kj(96 kcal),,"2,3",,"0,2",,"15,1",,"1,1",,"2,2",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,
1832,Comté 12 mois d'affinage minimum - Auchan - 249g,2600423023426,B,249 g,"['Film en plastique', 'film plastique fraicheur']","['Auchan', 'Mmm!']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['AOP'],['France'],"['Lait cru de vache', 'ferments lactiques', 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,"34,6",+6%,"22,5",+4%,0,-100%,0,-100%,"26,7",+6%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,['Lait'],3,,['Poligny'],"['FR 39.434.001 CE', 'Poligny (Jura, France)']",['Auchan'],"['France', 'Franche-Comté']",https://www.auchan.fr/auchan-mmm-mmm-comte-aoc-200g/pr-18547,,
1833,Kieffer Rosé Sans Alcool 75cl - Carrefour - 75cL,3560071016036,,75 cL,,['Carrefour'],,"['Point Vert', 'Sans alcool']",['France'],"['Jus de raisin Muscat 52%', 'eau', 'gaz carbonique', 'moût concentré rouge acidifiant: acide citrique']",[],,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,"8,7",,"8,7",,0,,0,,0,,,,,,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique']",,,4,,,"['EMB 21423D', ""Montagny-lès-Beaune (Côte-d'Or, France)""]",['Carrefour'],,,,
1834,Jordan's skinny syrups,0794504908510,,,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,
1835,Chou cuisiné au risling et à la graisse d'oie - Iller,3481910306166,,,,['Iller'],,,['France'],[],[],,,,,,,,,?,,39,,163 kj(39 kcal),,"3,2",,"0,9",,"0,6",,"0,6",,"0,7",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
1836,Gateau au chocolat - Betty Bossi,7613379507181,,,,"['Betty Bossi', 'Coop']",,,['France'],[],[],,,,,,,,,?,,500,,2092 kj(500 kcal),,37,,15,,31,,23,,"9,4",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,
1837,Saucisson de lyon,3100150646459,,,,,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,"30,3",,"11,6",,"1,5",,"1,3",,"15,7",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,
1838,Charbon Végétal Activé Poudre,3499563050008,,,,,,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1839,Jus de Pomme Boskoop - Domaine de Moismont,3454687004108,C,,,['Domaine de Moismont'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['Sans conservateurs'],['France'],[],[],0.14 g,en faible quantité,0.05 g,en faible quantité,9.6 g,en quantité élevée,0.022 g,en faible quantité,?,,44,-4%,184 kj(44 kcal),-4%,"0,14",-22%,"0,05",+48%,10,-9%,"9,6",-8%,"0,17",-22%,"0,022",+76%,"0,009",+76%,4,-4%,C,-4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,
1840,Sun-dried tomato & garlic - Saclà,8001060023499,,,"['Bocal', 'Verre']",['Saclà'],,,['France'],[],[],,,,,,,,,?,,786,,3289 kj(786 kcal),,"15,7",,"1,9",,8,,"6,3",,"2,3",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1841,Margarine Sans Sel - Becel,0059950192303,C,,,['Becel'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines sans sel']",,['France'],[],[],80 g,en quantité élevée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,700,+47%,2929 kj(700 kcal),+48%,80,+42%,10,-38%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,9,-12%,C,-12%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,,,,,,,
1842,Coeur de lait - Ikalia,3370077586439,,,,['Ikalia'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']","['Bio', 'Bio européen', 'Commerce équitable', 'Contient du lait', 'Agriculture UE/Non UE', 'Fairtrade International', 'FR-BIO-10', 'Fabriqué en France', 'Max Havelaar', 'en:palm-oil-free', 'Pur beurre de cacao']",['France'],"['CHOCOLAT AU lait*: 50% ', 'PATE DE CACAO* ET BEURRE DE CACAO* 40', '5%', 'SUCRE DE CANNE ROUX* 40', '5%', 'POUDRE DE LAIT ENTIER* 19%', ' ', ' CHOCOLAT BLANC* ', 'SUCRE DE CANNE ROUX* 45%', ' BEURRE DE CACAO* 29', '7%', ' POUDRE DE LAIT ENTIER* 25', '3%', ' ', ' POUDRE DE LAIT ENTIER*: 9', '8% : BEURRE CONCENTRE*', ' VANILLE LIDUIDE*', "" 100% DES INGREDIENTS D'ORIGINE AGRICOLE SONT ISSUS DE L'AGRICULTURE BIOLOGIDUE"", ' CONTIENT DU LAIT', "" PEUT CONTENIR DES TRACES D'AMANDES"", 'DE NOISETTES', 'DE SESAME ET D‘ARACHIDES', ' INGREDIENTS CONFORMES AUX STANDARDS DU COMMERCE EQUITABLE FAIRTRADE/MAX HAVELAAR: CACAO ET SUCRE ', '80% DU POIDS TOTAL']","['Sans huile de palme', 'Non végétalien']",39.3 g,en quantité élevée,24.7 g,en quantité élevée,45.7 g,en quantité élevée,0.1 g,en faible quantité,?,,577,+9%,2414 kj(577 kcal),+9%,"39,3",+23%,"24,7",+42%,"46,8",-11%,"45,7",-4%,"9,1",+55%,"0,1",-35%,"0,04",-35%,27,+11%,E,+11%,,,,,,,,,,"['Lait', 'Fruits à coque']",3,,,"['EMB 85108A', 'Herbergement (Vendée, France)']",,,,,
1843,Pruneau d'agen,00001601,E,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]","['Fabriqué en France', 'Sans conservateurs']",['France'],[],[],0.3 g,en faible quantité,0.08 g,en faible quantité,35 g,en quantité élevée,0.01 g,en faible quantité,?,,234,-3%,979 kj(234 kcal),-3%,"0,3",-17%,"0,08",-30%,54,+1%,35,-4%,2,+7%,"0,01",-28%,"0,004",-28%,3,+37%,C,+37%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,,,,
1844,English Muffins,0068721006008,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Muffins']",,['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,1 g,en quantité modérée,?,,130,-45%,544 kj(130 kcal),-45%,"1,5",-50%,"0,3",-47%,23,-43%,1,-81%,5,-51%,1,+4%,"0,4",+4%,2,+4498%,B,+4498%,73.2%,15.1%,7.1%,4.0%,0.5%,0.0%,82,,,,,,,,,,,,
1845,Saucisse cocktail de poulet - La Grange,7290001567647,E,,,['La Grange'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,['France'],[],[],16 g,en quantité modérée,5 g,en quantité modérée,0 g,en faible quantité,1.7 g,en quantité élevée,?,,216,-13%,904 kj(216 kcal),-13%,16,-26%,5,-38%,5,+203%,0,-100%,13,+10%,"1,7",-11%,"0,68",-11%,13,-27%,D,-27%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,,,,,,,,,,
1846,"Olives Verte Farcie Ail,",8010503048180,,,,,,,['France'],[],[],,,,,,,,,?,,184,,770 kj(184 kcal),,18,,2,,"5,8",,"0,6",,"1,4",,"3,4",,"1,36",,,,,,,,,,,,,,,,,,,,,,,,
1847,Veloufruit - Astro,0068200346755,,,,['Astro'],,"['Sans arômes artificiels', 'Sans colorants']",['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,"1,5",,1,,19,,17,,4,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,
1848,Cacahuètes grillées et salées - Transgourmet,3554983003185,D,,,['Transgourmet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,['France'],[],[],50.4 g,en quantité élevée,8.1 g,en quantité élevée,5.5 g,en quantité modérée,1.03 g,en quantité modérée,?,,615,+3%,2573 kj(615 kcal),+4%,"50,4",+9%,"8,1",+12%,"9,7",-38%,"5,5",-5%,"26,2",+8%,"1,03",+8%,"0,412",+8%,10,+67%,C,+67%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,"['EMB 81163', 'Mazamet (Tarn, France)']",,,,,
