,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,brand,packaging,ingredients_origins,markets,nova_score,traceability_code,generic_name,manufacturing,link,allergens,additives,brand_owner,palm_ingredients
1019,Delice cristal,3296651111371,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,Girofle Clou - Ducros,3760022906267,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Ducros'],,,,,,,,,,,,
1021,Les p'tits plaisirs de Céleste,3770007116260,,,['France'],[],[],,,,,,,,,?,,57,,238 kj(57 kcal),,"13,8",,"11,7",,"4,7",,"2,4",,"2,2",,"0,01",,"0,004",,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-09', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,
1022,Aloe love,5200251690028,,,['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,"9,5",,"9,5",,0,,"0,024",,"0,01",,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,,
1023,Glace cacahuète,3760274810886,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
1024,Haricot blanc lingot,0211921095116,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs', 'Lingots blancs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Filet de truites fumé,0249916060351,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,,
1026,Sirop artisanal à la framboise,3346040119065,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,5",,0,,86,,84,,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Cantal entre deux,2441830022431,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Sciroppo du arancia,8000633029234,,,['France'],[],[],,,,,,,,,?,,365,,1527 kj(365 kcal),,0,,0,,91,,87,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Chipolatas aux herbes,3250391449729,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",['France'],[],[],30 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,1.5 g,en quantité modérée,?,,325,+30%,1360 kj(325 kcal),+31%,30,+49%,11,+43%,"1,3",+2%,"0,9",+45%,12,-20%,"1,5",-15%,"0,6",-15%,20,+16%,E,+16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,
1030,Tarte aux fraises 900gr,3251514094000,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,"10,3",,"5,5",,"32,9",,"18,8",,"3,4",,"0,33",,"0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Confiture de lait,3553650502099,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,,,,,,,,,,,
1032,Chorizo Ezpeleta,2856719036216,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"25,7",,"9,1",,"10,2",,"4,2",,2,,"9,3",,"3,72",,,,,,,,,,,,,,,,,,,,"['FR 64.229.001 CE', 'Gamarthe (Pyrénées-Atlantiques, France)']",,,,,,,
1033,Villars,7610036014013,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],37 g,en quantité élevée,22 g,en quantité élevée,51 g,en quantité élevée,0.28 g,en faible quantité,?,,565,+2%,2364 kj(565 kcal),+2%,37,+7%,22,+12%,52,+0%,51,+4%,7,-2%,"0,28",+20%,"0,112",+20%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Fabriqué en Suisse'],,['Villars'],,,,,,,,,,,,
1034,Cranberries séchées,2609931025526,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Dan dan nouille,6971913321138,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,1,,"0,3",,75,,3,,10,,"1,125",,"0,45",,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,Salade de gambas aux mandarines,2293262021526,,,['France'],[],[],,,,,,,,,?,,146,,611 kj(146 kcal),,11,,"0,8",,"6,8",,"4,9",,"4,2",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,Délice fromage de chèvre artichaut et tomate,3533320030367,,,['France'],[],[],,,,,,,,,?,,231,,967 kj(231 kcal),,"19,97",,"6,02",,"7,25",,"0,8",,"6,06",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,Garlic sauce - Heinz,8715700115986,,,['France'],[],[],,,,,,,,,?,,371,,1552 kj(371 kcal),,35,,"2,9",,11,,"8,4",,"1,9",,"1,3",,"0,52",,,,,,,,,,,,,,,['Heinz'],,,,,,,,,,,,
1039,Soupe Tomates Fraises,3760022780027,,,['France'],[],[],,,,,,,,,?,,33,,138 kj(33 kcal),,"0,6",,0,,"5,4",,"3,5",,"0,8",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Gaspacho l original,3422440933125,,,['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,"2,2",,"0,3",,"3,4",,"2,4",,"0,8",,"0,79",,"0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,Beurre d'érable -,0878552001024,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales']","['France', 'Espagne']",[],[],0 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,0 g,en faible quantité,?,,110,-87%,460 kj(110 kcal),-87%,0,-100%,0,-100%,54,+136956%,24,+82659%,0,-100%,0,-100%,0,-100%,6,-27%,C,-27%,,,,,,,,,,,,,,,,,,,,,,
1042,Jambon d'Auvergne,0211466020338,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons français', ""Jambon d'Auvergne""]",['France'],[],[],12.8 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,5.38 g,en quantité élevée,?,,231,-5%,967 kj(231 kcal),-5%,"12,8",-7%,"5,7",+1%,"0,5",-17%,"0,5",+9%,"28,6",-1%,"5,38",-8%,"2,152",-8%,17,-2%,D,-2%,,,,,,,,,,,,,,,"['EMB 65100D', ""Bordères-sur-l'Échez (Hautes-Pyrénées, France)""]",,,,,,,
1043,2 filets de poulet fermier,0226261036934,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],,,,,,,,,,,,,,
1044,12 Petits Beurre à la Vanille,3441101126911,,,['France'],[],[],,,,,,,,,?,,496,,2075 kj(496 kcal),,"21,4",,"12,5",,"67,9",,25,,7,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,Les Arlequines De Carlux 250G,3369460200403,,,['France'],[],[],,,,,,,,,?,,552,,2310 kj(552 kcal),,40,,16,,48,,37,,7,,"0,009",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Poulet roti,0242550046057,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,Piment chocolat Noir - Ajala - 45g,8594184560075,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['FÈVES DE CACAO', 'SUCRE DE CANNE', 'PIMENT', ' PATE DE CACAO 70%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",41.2 g,en quantité élevée,25.6 g,en quantité élevée,33.5 g,en quantité élevée,0.079 g,en faible quantité,?,,592,+6%,2477 kj(592 kcal),+7%,"41,2",+5%,"25,61",+11%,"46,5",+20%,"33,5",+6%,"8,7",+14%,"0,079",+69%,"0,032",+69%,24,+13%,E,+13%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Bio', 'Bio européen']",45 g,['Ajala'],,,,3,,,,,,,,
1048,Carré d'Aurillac,0204492025453,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Modifast Program Grøt,3175681188556,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"8,1",,"1,4",,43,,"9,1",,26,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,Béarnaise,5410641600081,,,['France'],[],[],,,,,,,,,?,,606,,2536 kj(606 kcal),,65,,"5,3",,"3,5",,"3,3",,"0,8",,"1,9",,"0,76",,,,,,,,,,,,,['Fabriqué en Belgique'],,,,,,,,,,,,,,
1051,Coca-Cola Zero Sugar Vanilla - 4x 250ml,5000112630251,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,02",,"0,008",,,,,,,,,,,,,,4 x 250 ml,['Coca-Cola'],,,,,,,,,,,,
1052,Confiture extra au sucre de canne poires aux noix,3368954000277,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,
1053,3760057680309,3760057680309,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,,,,,,,,,
1054,Filet mignon - Carrefour,2299356056351,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Carrefour'],,,['Carrefour'],,,,,,,,,
1055,Pastilles miel,3546000000000,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"0,5",,"0,1",,98,,66,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Cocktail de fruits au sirop léger - 820g,3601018000739,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,820 g,,,,,,,,,,,,,
1057,Cafe decafeine 100% arabica Coic,3424330800050,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Zuppa con orzo farro e legumi - Conad - 400g,8003170068490,,,['France'],[],[],,,,,,,,,?,,318,,1331 kj(318 kcal),,"2,2",,"0,5",,45,,"2,4",,22,,"0,04",,"0,016",,,,,,,,,,,,,,400 g,['Conad'],,,,,,,,,,,,
1059,Mélange de fruits tropicaux,26041131,,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,"0,1",,"0,1",,"15,9",,"15,9",,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Bisque de homard bleu au cognac bio,3325815008926,,"['Produits de la mer', 'Bisques de homard']",['France'],[],[],1.2 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en faible quantité,0.81 g,en quantité modérée,?,,32,-42%,134 kj(32 kcal),-42%,"1,2",-55%,"0,4",-53%,"3,2",-11%,"0,5",-50%,2,-35%,"0,81",-28%,"0,324",-28%,2,-42%,B,-42%,,,,,,,,['Bio'],,,,,,,,,,,,,,
1061,Barquette Gratons,2424910015226,,,['France'],[],[],,,,,,,,,?,,715,,2992 kj(715 kcal),,65,,26,,"4,7",,"0,5",,28,,"1,14",,"0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,Filet mignon,2299356054050,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Migros,2130487008157,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Migros'],,,['Migros'],,,,,,,,,
1064,Mug Cake - Dr. Oetker,5410231059626,,,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,"5,1",,"2,8",,42,,29,,"6,5",,"0,47",,"0,188",,,,,,,,,,,,,,,['Dr. Oetker'],,,,,,,,,,,,
1065,"Jugo de mela, carota zenzero e limone - Conad - 250ml",8003170073081,,,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,"0,1",,0,,10,,8,,"0,3",,"0,05",,"0,02",,,,,,,,,,,,,,250 ml,['Conad'],,,,,,,,,,,,
1066,Atún claro en aceite de oliva - cortizo,8414380760058,E,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile""]","['France', 'Espagne']",[],[],9.5 g,en quantité modérée,1.62 g,en quantité modérée,0.46 g,en faible quantité,1.2 g,en quantité modérée,?,,194,-18%,812 kj(194 kcal),-18%,"9,5",-40%,"1,62",-36%,"0,6",+108%,"0,46",+290%,"26,6",+14%,"1,2",+17%,"0,48",+17%,3,-33%,C,-33%,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,['Cortizo'],,,,,,,,,,,,
1067,2112726013900,2112726013900,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Ravioli - Antica Pasteria - 200g,8007303013975,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",['France'],[],[],8.6 g,en quantité modérée,4.7 g,en quantité modérée,1 g,en faible quantité,1.35 g,en quantité modérée,?,,218,+18%,912 kj(218 kcal),+18%,"8,6",+60%,"4,7",+129%,23,-8%,1,-62%,11,+48%,"1,35",+36%,"0,54",+36%,11,+170%,D,+170%,,,,,,,,"['en:gluten-free', 'Fabriqué en Italie']",200 g,['Antica Pasteria'],,,,,,,,,,,,
1069,Salade faim d été,0291427031559,,,['France'],[],[],,,,,,,,,?,,107,,448 kj(107 kcal),,"8,83",,"2,25",,"2,52",,"1,56",,"2,34",,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Katta Sambol,4792064019017,,,['France'],[],[],,,,,,,,,?,,275,,1151 kj(275 kcal),,"7,3",,"3,6",,23,,"3,2",,"28,9",,9,,"3,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Le Délice,3586550231127,,,['France'],[],[],,,,,,,,,?,,745,,3117 kj(745 kcal),,82,,55,,"0,9",,"0,6",,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Pates de fruits,3476291200004,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,,,,,,,,,
1073,Céréales panaches Noir & lait,3514962921305,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Rotî de porc,2209820006874,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],3.2 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,122,-15%,510 kj(122 kcal),-14%,"3,2",-36%,"1,2",-43%,"0,5",-39%,"0,5",-20%,23,+3%,"0,2",-88%,"0,08",-88%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,"['EMB 22093C', ""Lamballe (Côtes-d'Armor, France)""]",,,,,,,
1075,Mini marbrés au chocolat,3760116620093,,,['France'],[],[],,,,,,,,,?,,475,,1987 kj(475 kcal),,25,,"4,2",,54,,36,,7,,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Beurre d'érable biologique,0874855009552,,,['France'],[],[],,,,,,,,,?,,330,,1381 kj(330 kcal),,0,,0,,78,,72,,0,,0,,0,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,
1077,Commingues,3333040010508,,,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,"4,1",,"1,2",,66,,54,,"5,9",,"0,39",,"0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Rose petal jelly - Fortnum & Mason - 200g,5053826480940,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confits de fleurs', 'Confits de roses']",['France'],"['Sugar', 'Water', 'Rose Petals ', '12%', 'Acidity Regulator: Citric Acid: Geling Agent: Pectin', ' Apple Juice Concentrate']",[],0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,?,,240,-8%,1004 kj(240 kcal),-3%,0,-100%,0,-100%,65,+5%,60,+2%,"0,5",+84%,0,-100%,0,-100%,12,-3%,D,-3%,,,,,,,,,200 g,['Fortnum & Mason'],,,,4,,,,,,"['E330 - Acide citrique', 'E440 - Pectines']",,
1079,château le vieux fort,3770001048222,,"['Boissons', 'Boissons alcoolisées', 'Vins']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Chocolat,074120,,,['France'],[],[],,,,,,,,,?,,532,,2226 kj(532 kcal),,31,,18,,53,,52,,"6,6",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Gaufres artisanales au beurre,8719326178134,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,10 franks de poulet,4770513119044,,,['France'],[],[],,,,,,,,,?,,230,,962 kj(230 kcal),,19,,"6,3",,"2,5",,"0,1",,12,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Pépites de pommes enrobées de chocolat - Chevaliers d'Argouges,3421371518227,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"[""Chevaliers d'Argouges""]",,,,,,,,,,,,
1084,Fleur de sel de guerande,3554745213005,B,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel', 'Sels de Guérande', 'Fleurs de sel de Guérande']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,['France'],,,,,,,,,,
1085,Filets poulet,0211791024735,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,?,,141,+8%,590 kj(141 kcal),+9%,"5,5",+91%,"1,4",+88%,"0,6",+25%,"0,6",+147%,"22,3",-2%,"1,26",+68%,"0,504",+68%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
1086,Bâtonnets vannile-chocolat au lait,3475882020014,,,['France'],[],[],,,,,,,,,?,,300,,1255 kj(300 kcal),,"18,4",,"11,1",,"28,1",,"14,7",,"4,3",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,,
1087,Mélange mexicain,2600692016990,,,['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,"32,2",,"6,4",,"37,5",,"2,5",,"17,2",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Fruits & Legumes Ultra Frais,2401213039036,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Skyler BCAA Lemon,4021155159760,,,['France'],[],[],,,,,,,,,?,,6,,25 kj(6 kcal),,0,,0,,0,,0,,"1,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Tomates Cerises,3700007200881,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Petits Fondants,1168270448447,,,['France'],[],['Sans huile de palme'],,,,,,,,,?,,513,,2146 kj(513 kcal),,26,,"4,3",,57,,"6,2",,11,,"1,9",,"0,76",,,,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,,,
1092,Sucettes - La Mère Poulard,3472860502487,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"0,8",,0,,"96,3",,"74,8",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,['Fabriqué en France'],,['La Mère Poulard'],,,,,,,,,,,,
1093,Filet de poulet l'extra tendre,2424503037192,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,95,-27%,397 kj(95 kcal),-27%,"0,6",-79%,0,-100%,"1,2",+151%,0,-100%,21,-8%,1,+33%,"0,4",+33%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
1094,Glace noisette,3701247500120,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Esprit de loère Myrtille,3760294530061,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],"['myrtilles 58%', 'sucre', 'jus de citron', 'gélifiant ', 'pectine de fruits']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.6 g,en faible quantité,0.6 g,en faible quantité,50 g,en quantité élevée,0.125 g,en faible quantité,?,,191,-13%,799 kj(191 kcal),-13%,"0,6",+130%,"0,6",+1254%,55,+3%,50,-2%,"0,6",+54%,"0,125",+649%,"0,05",+649%,10,+8%,C,+8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,['Esprit de Loère'],,,,4,,,,,,['E440 - Pectines'],,
1096,Yaourt fermier,3760017592086,,,['France'],[],[],,,,,,,,,?,,97,,406 kj(97 kcal),,"2,9",,"1,5",,"14,6",,"11,6",,30,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Beignets de calamars,3251232200400,,,['France'],[],[],,,,,,,,,?,,206,,862 kj(206 kcal),,"7,3",,"1,7",,"27,3",,2,,"6,6",,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Olives vertes farcies au poivron,55303330,,,['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,22,,"2,8",,"0,8",,"0,3",,"1,1",,"4,2",,"1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Jambon des Landes,2260347028404,,,['France'],[],[],,,,,,,,,?,,803,,3360 kj(803 kcal),,"9,5",,"3,2",,"0,3",,"0,3",,"26,3",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Taro congele,15633750,,,['France'],[],[],,,,,,,,,?,,118,,494 kj(118 kcal),,"0,2",,0,,"26,8",,"0,8",,"2,46",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Sorbet tomates basilic - Glaces Des Alpes,3576370720406,,,['France'],[],[],,,,,,,,,?,,135,,565 kj(135 kcal),,1,,"0,5",,"29,7",,"25,8",,"1,2",,"0,26",,"0,104",,,,,,,,,,,,,,,['Glaces Des Alpes'],,,,,,,,,,,,
1102,Puree de foie d'oie et de canard a la truffe noire,3365476000044,,,['France'],[],[],,,,,,,,,?,,431,,1803 kj(431 kcal),,38,,13,,10,,"1,9",,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Nat & Form Huile De Pépins De Courge 200 Gélules,3535468548742,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Quiche lorraine,0203598019021,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,,,,,,,,,,,,
1105,Mousse pur canard,2227152013919,,,['France'],[],[],,,,,,,,,?,,375,,1569 kj(375 kcal),,36,,12,,"4,2",,"4,2",,9,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,"['EMB 22272F', ""Saint-Agathon (Côtes-d'Armor, France)""]",,,,,,,
1106,10 cuilleres en chocolat - Lindt,3046920094764,,,['France'],[],[],,,,,,,,,?,,540,,2259 kj(540 kcal),,33,,20,,52,,49,,"5,3",,"0,04",,"0,016",,,,,,,,,,,,,,,['Lindt'],,,,,,,,,,,,
