,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,additives,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,palm_ingredients,producer_info
834,Mousse de canard au Porto - Leader Price - 200g,3263859458713,,200 g,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']",['Leader Price'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard', 'Mousses de canard au porto']",,,"['FR 56.091.002 CE', 'Josselin (Morbihan, France)']",['Leader Price'],['France'],"['Foie de volaille', 'foie de canard 25,2 %', 'graisse canard 20 %', 'saindoux', 'eau', 'farine de blé', 'crème fraîche', 'Porto 1,4 %', 'sel', 'sucre', 'protéines de lait', 'lactose', 'antioxydant : érythorbate de sodium', 'colorants : extrait de paprika', 'curcumine', 'conservateur : nitrite de sodium', '\r Graisse de couverture : graisse de canard 99,8 %', 'colorant : lutéine']","['Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,37.9 g,en quantité élevée,13.6 g,en quantité élevée,1.1 g,en faible quantité,1.5 g,en quantité modérée,?,,393,-1%,1644 kj(393 kcal),-0%,"37,9",-0%,"13,6",-6%,"2,1",-27%,"1,1",-34%,"10,8",+10%,"1,5",+3%,"0,6",+3%,20,-2%,E,-2%,D,"['E316 - Érythorbate de sodium', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine']",78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,,,
835,Brioche tressée aux pépites de chocolat - Leader Price,3263859460112,,,,['Leader Price'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches au chocolat']",,,,['Leader Price'],['France'],[],,[],,9.4 g,en quantité modérée,2.7 g,en quantité modérée,14.4 g,en quantité élevée,0.8 g,en quantité modérée,?,,345,-4%,1443 kj(345 kcal),-4%,"9,4",-29%,"2,7",-54%,"57,2",+13%,"14,4",-19%,"6,7",-13%,"0,8",-6%,"0,32",-6%,12,-20%,D,-20%,C,,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,,,,
836,"Sandwich Bacon Crudités, Pain de Mie au Son - Leader Price - 145g",3263859462819,,145 g,"['Frais', 'Plastique']",['Leader Price'],"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au bacon', 'Sandwich bacon crudités']",['Point Vert'],,"['EMB 01159B', 'Feillens (Ain, France)']",['Leader Price'],['France'],"['Pain de mie au son de blé 53,1% : farine de blé', 'eau', 'son de blé 2,4%', 'huile de colza', 'levure', 'dextrose', 'sel', 'gluten de blé', 'conservateur : E282', 'farine de fève', 'émulsifiant : E471', 'agent de traitement de la farine : E300', '\rGarniture 46,9% : crudités 40,6%* ', 'tomate', 'salade', 'bacon cuit choix goût fumé décongelé 36,2%* [poitrine de porc', 'conservateurs : E250', 'E326', 'sel', 'arômes ', 'dont arômes de fumée', 'sirop de glucose', 'stabilisants : E450', 'E301]', 'mayonnaise allégée en matière grasse [eau', 'huile de colza 30%', ""vinaigre d'alcool"", ""jaune d'œuf"", 'amidon transformé de maïs', 'sucre', 'moutarde ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'antioxydant : E224', 'acidifiant : E330', 'sel', 'épaississant : E415', 'acidifiant : E330', 'conservateur : E202', 'colorants : E161b', 'E160c]', ' *Pourcentages exprimés sur la garniture']","['Œufs', 'Gluten', 'Moutarde']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,10.6 g,en quantité modérée,2.7 g,en quantité modérée,2.7 g,en faible quantité,1.4 g,en quantité modérée,1044,+5%,?,,1044 kj(250 kcal),+6%,"10,6",+3%,"2,7",+3%,"25,7",+7%,"2,7",-20%,"11,3",+7%,"1,4",+5%,"0,56",+5%,9,+48%,C,+48%,,"['E282 - Propionate de calcium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E14XX - Amidons modifiés', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine', 'E160c - Extrait de paprika']",,,,,,,,,,,
837,Pâte feuilletée - Leader Price,3263859465957,,,,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,,,['Leader Price'],['France'],[],,[],,19.7 g,en quantité modérée,13.5 g,en quantité élevée,0.8 g,en faible quantité,1.2 g,en quantité modérée,?,,353,-7%,1477 kj(353 kcal),-7%,"19,7",-9%,"13,5",+19%,"37,5",-3%,"0,8",-47%,"5,7",-2%,"1,2",+19%,"0,48",+19%,19,+15%,E,+15%,D,,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,,,
838,Ravioli aux Cèpes - Leader Price - 300g,3263859472214,Pâtes alimentaires aux oeufs frais farcies à base de cèpes réhydratés,300 g,"['Frais', 'Plastique', 'Sous atmosphère protectrice', 'Barquette']",['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Pates farcies aux légumes', 'Ravioli', 'Ravioli aux champignons']","['Point Vert', 'Fabriqué en Italie']","['Italie', 'Due Carrare']",['IT 772L CE'],"['Franprix', 'Leader Price']",['France'],"['Pâte 62% ', 'semoule de blé dur de qualité supérieure', 'eau', 'oeufs frais 11%', 'ricotta ', 'lactosérum', 'lait', 'sel', 'cèpes réhydratés ', 'Boletus edulis', ' 6%', 'flocons de pommes de terre ', 'pommes de terre', ""émulsifiants : mono et diglycérides d'acides gras"", 'chapelure ', 'farine de blé tendre', 'eau', 'sel', 'huile de tournesol', 'fromage Grana Padano ', 'lait', 'sel', 'conservateur : lysozyme', ""protéine d'oeuf"", 'lactosérum en poudre', 'fibre végétale', 'sel', 'persil 0,3%', 'arômes', 'épices']","['Œufs', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,4.3 g,en quantité modérée,1.3 g,en faible quantité,4 g,en faible quantité,1 g,en quantité modérée,1116,,?,,1116 kj(267 kcal),+16%,"4,3",-37%,"1,3",-52%,47,+55%,4,+74%,"9,3",+7%,1,-6%,"0,4",-6%,3,-30%,C,-30%,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E1105 - Lysozyme']",,,,,,,,,,,
839,Tortellini à la Bolognaise - Leader Price - 300g,3263859472313,"Pâtes alimentaires aux œufs frais farcies à base de sauce bolognaise, de viandes de bœuf et de porc, cuisinées.",300 g,"['Barquette', 'Film', 'Plastique', 'Atmosphère protectrice']",['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Plats à base de pâtes', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats préparés frais', 'Pâtes fraîches', 'Tortellini', 'Tortellini à la viande']","['Point Vert', 'Fabriqué en Italie', 'Aux œufs frais']",['Italie'],['IT 772L CE'],"['Franprix', 'Leader Price']",['France'],"['Pâte ', '65%', ' : semoule de blé dur de qualité supérieure', 'eau', 'œufs frais 11%', '\rChapelure ', 'farine de blé tendre - eau - sel', ' - concentré de tomates - sauce bolognaise 4,6% ', 'concentré de tomates - oignons - carottes - huile de tournesol - eau - sel - lait en poudre - farine de blé - plantes aromatiques - épices', ' - flocons de pommes de terre ', ""pommes de terre - émulsifiants : mono et diglycérides d'acides gras"", ' - tomate en poudre - viande bovine cuisinée 3,3% ', 'viande bovine - sel - épices - plantes aromatiques', ' - viande de porc cuisinée 2,9% ', 'viande de porc - sel - épices - plantes aromatiques', ' - oignons - carottes - fromage - lactosérum en poudre - vin rouge - ail - épices - arômes']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,4.3 g,en quantité modérée,1.5 g,en quantité modérée,3.1 g,en faible quantité,1.02 g,en quantité modérée,1074,+0%,?,,1074 kj(257 kcal),-6%,"4,3",-40%,"1,5",-45%,"44,8",+11%,"3,1",+36%,9,-18%,"1,02",-18%,"0,408",-18%,3,-53%,C,-53%,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,,,,,,,,
840,Piémontaise au jambon - Leader Price,3263859475017,,,,['Leader Price'],"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",,,"['EMB 29241B', 'Rosporden (Finistère, France)']",['Leader Price'],['France'],[],,[],,6 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,109,-27%,456 kj(109 kcal),-27%,6,-44%,"0,7",-32%,"8,5",+2%,"0,5",-31%,"4,5",+10%,"0,7",-30%,"0,28",-30%,2,-40%,B,-40%,C,,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,
841,Céleri Rémoulade - Leader Price - 300g e,3263859475314,,300 g e,"['Plastique', 'Frais']",['Leader Price'],"['Plats préparés', 'Légumes préparés', 'Réfrigérés', 'Plats préparés réfrigérés', 'Céleris Rémoulade']",['Point Vert'],,"['EMB 29241B', 'Rosporden (Finistère, France)']",['Leader Price'],['France'],"['Céleri 73 %', 'sauce rémoulade 26 % [eau', 'huile de colza', 'moutarde de Dijon ', 'eau', 'graine de moutarde', 'vinaigre', 'sel', 'œuf entier liquide pasteurisé salé', ""vinaigre d'alcool"", 'amidon transformé de pomme de terre', 'épaississants : gomme xanthane', 'gomme guar', 'sel', 'arôme]', 'conservateur : sorbate de potassium']","['Céleri', 'Œufs', 'Moutarde']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,9 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en faible quantité,0.95 g,en quantité modérée,?,,113,-13%,473 kj(113 kcal),-13%,9,-22%,"0,7",-29%,"2,5",-24%,"1,5",-14%,"1,5",+24%,"0,95",-6%,"0,38",-6%,1,-71%,B,-71%,B,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,
842,Riz Nicois Au Thon - Leader Price - 300g,3263859475710,,300 g,,['Leader Price'],,,,"['EMB 29241', 'Rosporden (Finistère, France)']",['Leader Price'],['France'],[],,[],,,,,,,,,,?,,121,,506 kj(121 kcal),,"3,5",,"0,3",,17,,"1,5",,"4,5",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,
843,Taboulé au poulet - Leader Price,3263859476113,,,,['Leader Price'],"['Plats préparés', 'Taboulés']",,,,['Leader Price'],['France'],[],,[],,6 g,en quantité modérée,0.6 g,en faible quantité,3 g,en faible quantité,1.1 g,en quantité modérée,?,,156,-7%,653 kj(156 kcal),-7%,6,-7%,"0,6",-16%,19,-11%,3,-8%,"5,5",+24%,"1,1",+17%,"0,44",+17%,2,-26%,B,-26%,B,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,
844,Macédoine De Légumes (300g) - Leader Price,3263859476410,,,,['Leader Price'],"['Plats préparés', 'Légumes préparés', 'Entrées', 'Entrées froides', 'Macédoines de légumes']",,,,['Leader Price'],['France'],"['Macédoine de légumes assaisonnée ', 'lngiédients Macédoine de légumes 78% [légumes verts 50% minimum ', 'petits pois - haricots verts — flageolets', "" — carottes— navets] —hui$e de colza—eau— vinaigre d'alcool—sel— mouarde de Dijon "", 'eau graine de mouarde—vinaigre —sel', "" —poudre de jaune d'œuf— émulsifiant :mono-et diglycérides d'acides gras épaississants: gomme xanthane"", 'gomme de guar— conservateur ', 'sorbate de potassium Traces de gluten', 'céleri', 'mollusque', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']",,[],4,11 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,1.4 g,en quantité modérée,?,,138,+50%,577 kj(138 kcal),+48%,11,+96%,1,+103%,"5,5",-6%,2,+23%,"2,5",+6%,"1,4",+80%,"0,56",+80%,2,+809%,B,+809%,B,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",24.4%,36.8%,17.2%,8.6%,7.9%,5.0%,89,,,,
845,Piémontaise au Jambon - Leader Price - 500g,3263859476519,,500 g,"['Barquette', 'Film', 'Plastique']",['Leader Price'],"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",,,,['Leader Price'],['France'],[],,[],,6 g,en quantité modérée,0.7 g,en faible quantité,0.5 g,en faible quantité,0.75 g,en quantité modérée,?,,109,-27%,456 kj(109 kcal),-27%,6,-44%,"0,7",-32%,"8,5",+2%,"0,5",-31%,"4,5",+10%,"0,75",-25%,"0,3",-25%,1,-70%,B,-70%,C,,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,
846,Céleri Rémoulade - Leader Price - 500g e,3263859476816,,500 g e,"['Barquette', 'plastique frais']",['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Frais', 'Plats préparés frais', ""Plats préparés d'origine végétale"", 'Légumes préparés', 'Céleris Rémoulade']",['Point Vert'],,,['Leader Price'],['France'],"['Céleri 73% - sauce rémoulade 26% [eau huile de colza - moutarde de Dijon ', 'eau - graine de moutarde vinaigre sel', "" - _œuf _entier liquide pasteurisé salé - vinaigre d'alcool"", 'amidon transformé de pomme de terre épaississants : gomme xanthane', 'gomme guar - sel', ' arôme] - conservateur : sorbate de potassium']","['Céleri', 'Œufs', 'Moutarde']",['Non végétalien'],4,10 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en faible quantité,1 g,en quantité modérée,?,,109,-16%,456 kj(109 kcal),-16%,10,-14%,"0,7",-29%,"2,5",-24%,"1,5",-14%,1,-17%,1,-1%,"0,4",-1%,1,-71%,B,-71%,B,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,
847,Taboule Au Poulet - Leader Price,3263859476915,,,,['Leader Price'],"['Plats préparés', 'Taboulés']",,,,['Leader Price'],['France'],"['f semoüÌÜeblé rhajsdoux viande de poulet traitée en salaison', 'reconstituée et rôtie 770 de potjet6,50/Q de pomme de terre de blé stabilisants : algues Euchema transformées', 'trip{os$ites ', 'sel,aròmeS', ' petits pois 670 - poivrons rouges 490 huile de colza ', ""Ninaigre d'alcool sel - moutarde dé "", 'el - graine de moutarde vinaigre - sel', ' - tomato ketchup ', 'purée de tomates dextrose sucre - - sel • transformé de mais arôme', '- arome epices et plantes aromatiques conservateur sorbate de pctassftum', ' Traces de crustacé', 'œuf', 'poisson', 'lait', 'céleri} mollusque', 'les informations en gras sont destinées aux personnes allergiques ou intolérantes']",['Moutarde'],"['Non végétalien', 'Non végétarien']",4,4.5 g,en quantité modérée,0 g,en faible quantité,2 g,en faible quantité,0.88 g,en quantité modérée,?,,148,-12%,619 kj(148 kcal),-12%,"4,5",-30%,0,-100%,20,-6%,2,-39%,6,+36%,"0,88",-7%,"0,352",-7%,-1,-137%,A,-137%,B,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,
848,Céleri rémoulade - Le Prix Gagnant! - 800g,3263859478711,Salade de céleri râpé assaisonné,800 g,"['Barquette', 'Plastique']",['Le Prix Gagnant!'],"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",,['France'],"['EMB 61181D', 'Gacé (Orne, France)']",['Super U'],['France'],"['Céleri 72 %', 'sauce type rémoulade 28 % [huile de colza', 'eau', 'moutarde de Dijon ', 'eau', 'graine de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant : acide citrique', 'conservateur : métabisulfite de potassium', 'dextrose de blé', ""jaune d'oeuf"", ""vinaigre d'alcool"", 'amidon modifié de maïs', 'sel', 'sucre', 'arôme naturel', 'épaississant : gomme de xanthane', 'jus concentré de citron', 'acidifiant : acide tartrique', 'colorant : lutéine', 'poivre]']","['Céleri', 'Œufs', 'Moutarde']",['Non végétalien'],4,12.9 g,en quantité modérée,1 g,en faible quantité,1.7 g,en faible quantité,0.8 g,en quantité modérée,566,+13%,?,,566 kj(135 kcal),+4%,"12,9",+11%,1,+1%,3,-8%,"1,7",-2%,1,-17%,"0,8",-21%,"0,32",-21%,0,-100%,B,-100%,B,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E334 - Acide L-tartrique', 'E161b - Lutéine']",68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,,
849,Caramella Tomate & Mozzarella - Franprix - 250g,3263859479787,"Pâtes alimentaires fraîches, farcies à la mozzarella et à la tomate",250 g,"['Barquette', 'Plastique']",['Franprix'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies']",['Fabriqué en Italie'],['Italie'],,['Franprix'],['France'],"['Pâte 50 % : farine de blé', 'semoule de blé dur', 'oeufs entiers pasteurisés', 'eau', ""jaune d'oeuf pasteurisé"", 'poudre de tomate 1,74 %', 'sel', ' Poudrée en surface avec de la farine de riz thermo-traitée', '\r Farce 50 % : ricotta ', 'contient lait', 'mozzarella 35 % ', 'contient lait', 'tomate 5 %', 'tomate en poudre 2 %', 'basilic 2 %', 'Grana Padano DOP ', 'contient lait', 'oeuf', 'chapelure ', 'contient blé', 'sel', 'noix de muscade']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],3,4.6 g,en quantité modérée,2.5 g,en quantité modérée,2.4 g,en faible quantité,1 g,en quantité modérée,935,+8%,?,,935 kj(223 kcal),+8%,"4,6",-28%,"2,5",-7%,"32,1",+19%,"2,4",-9%,"11,9",+43%,1,-4%,"0,4",-4%,3,-44%,C,-44%,,,,,,,,,,,,,
850,Ravioli au boeuf aux oeufs frais Le prix gagnant - Leader Price - 600g,3263859479817,Raviolis,600g,['sachet plastique'],['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Frais', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes alimentaires', 'Pâtes farcies', 'Plats au bœuf', 'Plats préparés frais', 'Pâtes fraîches', 'Pates farcies à la viande', 'Ravioli', 'Ravioli frais', 'Ravioli à la viande', 'Raviolis au bœuf']",,,,['Leader Price'],['France'],"['Pâte : 65%', 'farce : 35%', 'viande bovine :15%']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,4.7 g,en quantité modérée,1.6 g,en quantité modérée,1.8 g,en faible quantité,1.1 g,en quantité modérée,?,,265,+6%,1109 kj(265 kcal),+6%,"4,7",-38%,"1,6",-52%,45,+34%,"1,8",-40%,"9,5",-4%,"1,1",-3%,"0,44",-3%,3,-55%,C,-55%,E,,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,
851,Ravioli au jambon aux œufs frais - Leader Price - 300g (2personnes),3263859479916,Plat préparé frais,300 g (2 personnes),"['Frais', 'Barquette', 'Plastique', 'Sous atmosphère protectrice']","['Leader Price', 'DLP (Distribution Leader Price)', 'Groupe Casino']","['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Ravioli au jambon']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']","['Lustucru Frais [Filiale Panzani (Groupe Ebro Foods)] - Rue du Stade - ZI du Dorlay - 42420 Lorette', 'Loire', 'Rhône-Alpes', 'France']","['FR 42.123.001 CE', 'Lorette (Loire, France)']",['Leader Price'],['France'],"['PÂTE 58 % : semoule de blé dur de qualité supérieure', 'eau', 'œufs frais 10,5 %', '\rFARCE 42 % : jambon cuit de qualité supérieure 39 % ', 'jambon de porc', 'sel', 'dextrose', 'glucose', 'arômes ', 'dont noisette', 'conservateurs : nitrite de potassium', 'nitrite de sodium', 'antioxydants : ascorbate de sodium', 'erythorbate de sodium', ""extrait d'épices"", 'semoule de blé dur', 'eau', 'riz cuit', 'poitrine fumée de porc 6 % ', 'poitrine de porc', 'sel', 'dextrose', 'glucose', 'arôme', 'acidifiant : acide citrique', 'acide ascorbique', 'conservateurs : nitrite de potassium', 'nitrite de sodium', 'nitrate de sodium', 'nitrate de potassium', 'antioxydants : ascorbate de sodium', 'erythorbate de sodium', 'légumes ', 'carottes', 'oignons', 'poireaux', 'lactose et protéines de lait', 'huile végétale de tournesol ou de colza', 'persil', 'sel', 'arôme ', 'dont blé', 'ail', ""extrait d'épices""]","['Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",4,3.4 g,en quantité modérée,0.9 g,en faible quantité,0.6 g,en faible quantité,1.27 g,en quantité modérée,975,-2%,?,,975 kj(233 kcal),-5%,"3,4",-39%,"0,9",-60%,38,+3%,"0,6",-76%,11,+2%,"1,27",+35%,"0,508",+35%,0,-100%,B,-100%,E,"['E249 - Nitrite de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,
852,Ravioli au jambon - Leader Price,3263859479923,,,,['Leader Price'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Ravioli au jambon']",,,,['Leader Price'],['France'],"['PÂTE 55%: semoule de blé dur de qualité supérieure', 'eau', 'oeufs frais 5', '8%', ' FARCE 45%: jambon cuit 21', '4% ', 'jambon de porc ', 'origine: UE', 'sel', ' conservateurs : E508', 'E250', ' dextrose', ' arômes', ' antioxydant: E316', 'chapelure ', 'contient blé', 'ricotta ', 'sérum de lait', 'crème de lait', 'sel', ""correcteur d'acidité : E330"", 'eau', 'crème fraîche', 'flocons de pomme de terre', 'dextrose', 'beurre concentré', 'sel', 'arômes', 'muscade', ' Pourcentages exprimés sur le produit total', ' Traces de soja', 'céleri', 'fruits à coque et poisson']","['Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,4.9 g,en quantité modérée,2.4 g,en quantité modérée,1.6 g,en faible quantité,0.73 g,en quantité modérée,?,,248,+1%,1038 kj(248 kcal),+1%,"4,9",-13%,"2,4",+7%,39,+5%,"1,6",-36%,11,+2%,"0,73",-22%,"0,292",-22%,3,-18%,C,-18%,E,"['E508 - Chlorure de potassium', '', 'Risque modéré de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E330 - Acide citrique']",92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,
