,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,traceability_code,allergens,nova_score,generic_name,packaging,additives,palm_ingredients,manufacturing,brand_owner,ingredients_origins,link,producer_info
1505,Dolcino di capra,2261589002757,,['France'],[],[],?,325,1360 kj(325 kcal),26,18,2,"0,5",17,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,Limos pin,3522443642588,,['France'],[],[],?,33,138 kj(33 kcal),"0,5","0,5","7,8","7,6","0,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,Thé fleurs,3770000660616,,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Noisettes grillée chocolat lait et noir - Le Comptoir de Mathilde,3700961304106,['Le Comptoir de Mathilde'],['France'],[],[],?,587,2456 kj(587 kcal),43,16,17,17,"7,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,"Camino Verde, Ecuador - Dandelion Chocolate - 56grams",0309153227822,['Dandelion Chocolate'],['France'],[],[],?,?,,?,,?,,?,,,56 grams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,3257650083441,3257650083441,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Truffes fantaisie aux éclats de praline,3481290032488,,['France'],[],[],?,591,2473 kj(591 kcal),"44,7","37,6","40,7","37,4","4,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,Ossau-iraty AOP,2488031019945,,['France'],[],[],?,450,1883 kj(450 kcal),"38,5",25,0,0,25,"2,2","0,88",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,38.5 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,+7%,+7%,+7%,+1%,-100%,-100%,+6%,+24%,+24%,24,+36%,E,+36%,,,,,,,,,,,,,,,,,,,,
1513,Galette Frangipane 6 / 8 personnes,0210040045590,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,,,,,,,,,,,,,,,,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,
1514,Sirop d'agave en poudre - NaturGreen,8436542190275,['NaturGreen'],['France'],[],[],?,392,1640 kj(392 kcal),0,0,98,90,0,0,0,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",['Bio'],0 g,en faible quantité,0 g,en faible quantité,90 g,en quantité élevée,0 g,en faible quantité,,+26%,+26%,-100%,-100%,+27%,+23%,-100%,-100%,-100%,14,+9%,D,+9%,,,,,,,,,,,,,,,,,,,,
1515,Gouda jeune,0268473010494,,['France'],[],[],?,375,1569 kj(375 kcal),31,21,0,0,24,"1,9","0,76",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",,31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,,+4%,+4%,+4%,+6%,-100%,-100%,+2%,-3%,-3%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1516,"Confit de Canard du Gers, 4 cuisses",3473024311440,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Canards', 'Cuisses de canard']",,,,,,,,,,,,,,,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,
1517,Vacherin framboise,3475884001516,,['France'],[],[],?,280,1172 kj(280 kcal),"12,6","7,8","29,9","9,8",4,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,Twisty pop,3395502488492,,['France'],[],[],?,380,1590 kj(380 kcal),0,0,95,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Noix du Dauphiné - Barnier,3374602770447,['Barnier'],['France'],[],[],?,?,,?,,?,,?,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,Rillettes Pur Canard au Foie Gras,3337530105132,,['France'],[],[],?,471,1971 kj(471 kcal),46,17,"1,3","0,5",12,"2,7","1,08",,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,46 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,2.7 g,en quantité élevée,,+17%,+17%,+25%,+36%,+125%,+99%,-26%,+97%,+97%,25,+30%,E,+30%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,
1521,Dark Chocolate -  - 100g,0200030061068,,['France'],[],[],?,541,2264 kj(541 kcal),33,20,52,35,"0,2","0,03","0,012",100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Chocolat au lait décor pain d'épices - Bovetti,3501940463001,['Bovetti'],['France'],[],[],?,571,2389 kj(571 kcal),39,24,49,47,"6,4","0,19","0,076",,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,39 g,en quantité élevée,24 g,en quantité élevée,47 g,en quantité élevée,0.19 g,en faible quantité,,+3%,+3%,+13%,+22%,-6%,-4%,-11%,-18%,-18%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,,
1523,Thé vert Menthe - Match - 25sachets 50g,3251223002457,['Match'],"['Belgique', 'France', 'Luxembourg']",['Thé vert 80% - feulles de menthe 13%-arôme naturel menthe'],[],?,?,,?,,?,,?,,,25 sachets 50g,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés à la menthe']",,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['Match'],,,1,,"['sachets fraîcheur', 'plastique', 'carton']",,,,,,,
1524,Paté de Lièvre À l'Armagnac,3337530441025,,['France'],[],[],?,365,1527 kj(365 kcal),32,11,"1,4",0,15,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,Saucisse sèche,2261609040349,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Thé pur Ceylan - Leader Price,4792263650318,['Leader Price'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Leader Price'],,,,,,,,,,,,
1527,Bûchette croquant intense,,,['France'],[],[],?,359,1502 kj(359 kcal),"23,2","13,5","30,1","24,1",6,"0,3","0,12",,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Eau minerale gazeuse aromatisée,7310070798992,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Amande coque bio - Sonbio - 200g,8435177048999,['Sonbio'],['France'],['Amande coque biologique'],[],?,?,,?,,?,,?,,,200 g,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-020-CV']",,,,,,,,,,,,,,,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,['Auchan'],,['Fruits à coque'],,,"['Barquette', 'Plastique']",,,,,['Espagne'],,
1530,Brioche des fêtes - Le Floch,3343920003261,['Le Floch'],['France'],[],[],?,320,1339 kj(320 kcal),"9,7","6,2","50,9","15,27","7,5","0,63","0,252",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches']",,9.7 g,en quantité modérée,6.2 g,en quantité élevée,15.3 g,en quantité élevée,0.63 g,en quantité modérée,,-12%,-12%,-30%,-19%,-1%,-22%,+0%,-13%,-13%,14,-18%,D,-18%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,
1531,Etui Truffes de Mathilde - Le Comptoir de Mathilde,3700961303925,['Le Comptoir de Mathilde'],['France'],[],[],?,573,2397 kj(573 kcal),39,14,42,38,12,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Terrine de dinde aux marrons - Jean Brunet,3269617106919,['Jean Brunet'],['France'],[],[],?,328,1372 kj(328 kcal),28,10,"1,7","1,7","1,2","1,2","0,48",,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,THREE FRUIT MARMELADE - Mackays,0637793001312,['Mackays'],['France'],[],[],?,270,1130 kj(270 kcal),0,0,67,"66,7","0,3",0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades']",,0 g,en faible quantité,0 g,en faible quantité,66.7 g,en quantité élevée,0 g,en faible quantité,,+13%,+13%,-100%,-100%,+14%,+19%,-16%,-100%,-100%,13,+8%,D,+8%,,,,,,,,,,,,,,,,,,,,
1534,Cuisiné au vieux-lille,3573400005625,,['France'],[],[],?,139,582 kj(139 kcal),"7,6",4,"9,9","2,7",7,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 59.034.001 CE', 'Avelin (Nord, France)']",,,,,,,,,,,
1535,Nouille Sauté Mi-goreng Mama Carton 20X80G Thailande - 20x 80g,8850987131714,,['France'],[],[],?,211,883 kj(211 kcal),8,4,"30,7","1,8",4,"1,7","0,68",20 x 80 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Bûche adelie crème brulee,3250390924364,,['France'],[],[],?,212,887 kj(212 kcal),"9,2","5,9","30,1","25,7","2,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Tartare d'algues crues marinées - Manon des Algues,3545450100025,['Manon des Algues'],['France'],"['algues 36% ', 'spaghetti de mer', 'poivrons rouge grillé 18%', 'huile de tournesol', 'oignon', 'vinaigre de cidre', ""huile d'olive vierge extra"", 'sucre roux', 'vinaigre balsamique', 'basilic', 'ail']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,211,883 kj(211 kcal),"18,3","2,2",10,"7,7","1,1","1,3","0,52",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits de la mer', 'Aliments à base de plantes en conserve', 'Algues et dérivés', 'Algues en conserve', ""Tartares d'algues""]","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",18.3 g,en quantité modérée,2.2 g,en quantité modérée,7.7 g,en quantité modérée,1.3 g,en quantité modérée,,-11%,-11%,-18%,-26%,+63%,+333%,-53%,+2%,+2%,10,+4%,C,+4%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,3,,,,,['Bretagne'],,,,
1538,Cocktail Shrimps - 200g,3261083362448,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Miguelgorry -  - 20,3760213960023,,['France'],[],[],?,?,,?,,?,,?,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Pizza Diavolo - 320g,4002084180308,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,320 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['stück'],,,,,,,
1541,Les bouquets marguerite,3567360005597,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,"99,7","99,7",0,0,0,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Assortiment Festif,3700956431374,,['France'],[],[],?,524,2192 kj(524 kcal),"28,9","17,2","58,9","25,3","5,1","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Fuet goût truffe,3760150107956,,['France'],[],[],?,464,1941 kj(464 kcal),"40,2","15,6","3,2","1,1","22,4","3,7","1,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Thym thujanol - Bio.k huile essentielle - 5ml,3401396222231,['Bio.k huile essentielle'],['France'],[],[],?,?,,?,,?,,?,,,5 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Colorante Progel Leaf Green,5060197937577,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Estuche Bombones Surtidos 200G,3588400251330,,['France'],[],[],?,?,,?,,?,,?,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Baby Marrows - Fresh to Go - 200g,6009802816011,['Fresh to Go'],['France'],['Courgettes miniatures'],[],?,?,,?,,?,,?,,,200 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Courgettes', 'Courgettes fraîches']",['Catégorie I'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Plastique']",,,,,['Afrique du Sud'],,
1548,Banane et semoule - Holle,7640161871694,['Holle'],['France'],[],[],?,359,1502 kj(359 kcal),"2,3","0,6","69,8","15,5","9,9","0,02","0,008",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Truffes,3472710019288,,['France'],[],[],?,614,2569 kj(614 kcal),47,35,40,33,5,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Miel de thym - Ballot-Flurin,3760016582873,['Ballot-Flurin'],['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de thym']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1551,Alice Ceylon Tea Natur,8690804029066,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,BROUSSE ALLEGEE EN MG,0002000004989,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['FR 13.005.028 CE', 'Aubagne (Bouches-du-Rhône, France)']",,,,,,,,,,,
1553,huîtres marennes d'oleron - Leclerc - 24,3000035136931,['Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,24,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barquette'],,,['17890 Chaillevette'],,['Marais Neuf MENADIER'],,
1554,Hunza Natural Mix,7640140090306,,['France'],[],"['Végétalien', 'Végétarien']",?,369,1544 kj(369 kcal),15,1,56,43,8,"0,004","0,002",,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,British Dandelion & handpicked Burdock,5032678003262,,['France'],[],[],?,33,138 kj(33 kcal),0,0,"8,3","7,9",0,0,0,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Jambon blanc supérieur,0250082020933,,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité supérieure'],,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1557,Banane chips,0206570008532,,['France'],[],[],?,537,2247 kj(537 kcal),27,27,57,33,0,"0,02","0,008",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Bananes séchées']",,27 g,en quantité élevée,27 g,en quantité élevée,33 g,en quantité élevée,0.02 g,en faible quantité,,+10%,+11%,+7%,+40%,-6%,+59%,-100%,-84%,-84%,18,+53%,D,+53%,59.6%,25.6%,2.0%,11.4%,1.4%,0.0%,29,,,,,,,,,,,,,
1558,Lollipop,8719558452118,,['France'],[],[],?,360,1506 kj(360 kcal),0,0,90,90,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Barre gourmande Abricot Quinoa,3700413404057,,['France'],[],"['Végétalien', 'Végétarien']",?,363,1519 kj(363 kcal),"12,9","7,1",54,"39,2","10,9","0,1","0,04",,,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Eau mineral,2250842386390,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Protein Bar peanuts -,4751018891673,,['France'],[],"['Végétalien', 'Végétarien']",?,467,1954 kj(467 kcal),"25,7",6,40,"32,8",20,"0,32","0,128",,,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']","['Végétarien', 'Végétalien']",25.7 g,en quantité élevée,6 g,en quantité élevée,32.8 g,en quantité élevée,0.32 g,en quantité modérée,,+26%,+26%,+98%,+2%,+22%,+147%,-32%,-35%,-35%,18,+75%,D,+75%,,,,,,,,,,,,,,,,,,,,
1562,"Boissons au chia, miel et gingembre",5901761102369,,['France'],[],[],?,0,0 kj(0 kcal),"1,2","0,1","14,8","12,4","0,3","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Palmiers fromages bio -,3760166540525,,['France'],"['Farine de BLE*', 'BEURRE* ', '29%', 'EMMENTAL* ', '11%', 'GOUDA* ', '5,9%', 'sel', 'levure', "" *Ingrédients issus de l'agriculture biologique"", ' Peut contenir des traces de : Sésame', 'soja', 'fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,514,2151 kj(514 kcal),29,19,50,"1,2",12,3,"1,2",,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Palmiers salés']","['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01']",29 g,en quantité élevée,19 g,en quantité élevée,1.2 g,en faible quantité,3 g,en quantité élevée,,+0%,-1%,-1%,-1%,-1%,-17%,+13%,+6%,+6%,26,+4%,E,+4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,"['Gluten', 'Lait']",3,,,,,,,,,
1564,Chips paysannes -,3497917002079,,['France'],[],[],?,543,2272 kj(543 kcal),35,"2,8",50,"0,4",4,"1,3","0,52",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips paysannes', ""Chips de pommes de terre à l'huile de tournesol""]",,35 g,en quantité élevée,2.8 g,en quantité modérée,0.4 g,en faible quantité,1.3 g,en quantité modérée,,0%,+0%,+3%,-10%,-2%,-34%,-32%,+7%,+7%,13,+27%,D,+27%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,,,
1565,Pere Noel en Chocolat (Foot) - Rohan,3273071201752,['Rohan'],['France'],[],[],?,542,2268 kj(542 kcal),32,20,57,56,6,"0,15","0,06",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Sculptures en chocolat', 'Pères Noël en chocolat']",,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,,-1%,-1%,-3%,-1%,+5%,+6%,-8%,-14%,-14%,26,-0%,E,-0%,,,,,,,,,,,,,,,,,,,,
1566,Saumon fumé,2282210393570,,['France'],[],[],?,169,707 kj(169 kcal),"9,11","2,45",0,0,"21,8","1,44","0,576",,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,9.11 g,en quantité modérée,2.45 g,en quantité modérée,0 g,en faible quantité,1.44 g,en quantité modérée,,-9%,-9%,-13%,+19%,-100%,-100%,-1%,-49%,-49%,5,-62%,C,-62%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,
1567,Macarons -,0200683058712,,['France'],[],[],?,416,1741 kj(416 kcal),18,"4,3",52,52,"9,8","0,16","0,064",,D,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,18 g,en quantité modérée,4.3 g,en quantité modérée,52 g,en quantité élevée,0.16 g,en faible quantité,,-2%,-2%,+1%,-5%,-6%,+3%,+14%,+12%,+12%,19,+8%,E,+8%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,
1568,Saumon - Delpeyrat,3067163637051,['Delpeyrat'],['France'],[],[],?,200,837 kj(200 kcal),12,"2,71","0,51","0,44","22,4","2,54","1,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Jarret,2210536004085,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Assortiment mini viennoiseries - Leclerc - 12,3614702045633,['Leclerc'],['France'],[],[],?,?,,?,,?,,?,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Poudre de tomates,3547400000720,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Tomates et dérivés', 'Aliments à base de plantes séchées', 'Légumes séchés moulus', 'Poudre de tomate séchée']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Poulet fumé,2209628005772,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Rice cracker mix,7711296455896,,['France'],[],[],?,379,1586 kj(379 kcal),"0,5","0,2","86,3","3,4","6,6","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Monbazillac - Château poulvere - 750ml,3577075233901,['Château poulvere'],['France'],[],[],?,?,,?,,?,,?,,,750ml,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Monbazillac']",,,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,"['Bouteille', 'Verre']",,,,,['France'],,
1575,Kaugummi - Mentos,80731528,['Mentos'],['France'],[],[],?,171,715 kj(171 kcal),"0,6","0,6",67,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Nougat tendre - Au Rucher de Provence - 200g,3760081760220,['Au Rucher de Provence'],['France'],"['SUCRE', 'AMANDES DE PROVENCE 28%', 'MIEL DE LAVANDE DE PROVENCE 23%', 'SIROP DE GLUCOSE', 'PISTACHES 2 %', ""BLANC D'OEUF"", 'PAIN AZYME ', 'fecule de pommes de terre', 'eau', 'huile vegetale']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1884,?,1884 kj(450 kcal),16,"1,4",67,57,"5,8","0,02","0,008",200 g,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,16 g,en quantité modérée,1.4 g,en faible quantité,57 g,en quantité élevée,0.02 g,en faible quantité,+0%,,+2%,+6%,-1%,-1%,-1%,-14%,-73%,-73%,16,+3%,D,+3%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,"['Œufs', 'Fruits à coque']",4,,['sachet plastique'],,,,,,,
1577,Nougat figue - Au Rucher de Provence - 100g,3760081760213,['Au Rucher de Provence'],['France'],"['SUCRE', 'SIROP DE GLUCOSE', 'AMANDES MIEL', 'FIGUES 10%', ""BLANC D'OEUF"", 'PAIN AZYME ', 'fecule de pommes de terre', 'eau', 'huile végétale', ' Traces de pistaches']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1661,?,1661 kj(397 kcal),"8,1","0,6",73,59,"5,3","0,06","0,024",100 g,D,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",,8.1 g,en quantité modérée,0.6 g,en faible quantité,59 g,en quantité élevée,0.06 g,en faible quantité,-12%,,-10%,-46%,-57%,+8%,+2%,-22%,-20%,-20%,14,-10%,D,-10%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,"['Œufs', 'Fruits à coque']",4,,['film plastique'],,,,,,,
