,name,bar_code,quantity,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,manufacturing,packaging,link,brand_owner,ingredients_origins,generic_name,palm_ingredients
1525,Rouleaux impériaux aux légumes préfrits - Wei Ming,3760269070769,,['France'],[],[],?,240,1004 kj(240 kcal),"14,6","2,1","21,4","2,6","3,3","3,5","1,4",['Wei Ming'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Mélange Babylone,2600711031683,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,Protein snack,28785928,,['France'],[],[],?,394,1648 kj(394 kcal),13,"7,9",42,37,27,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,Gauffre,5425003150067,,['France'],[],[],?,442,1849 kj(442 kcal),19,8,62,31,"6,1","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en Belgique', 'Sans conservateurs']",,,,,,,,
1529,Il Panettoncino - 100g,8003781373020,100 g,['France'],[],[],?,365,1527 kj(365 kcal),14,"8,8",51,0,0,"0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,
1530,Confiture d'abricot,5200394300167,,['France'],[],[],?,227,950 kj(227 kcal),"0,1",0,55,55,"0,7","0,1","0,04",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,0.1 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,,+4%,+4%,-56%,-100%,+3%,+9%,+39%,+355%,+355%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,
1531,3457420003062,3457420003062,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Lax'herbes,3401560034356,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,Amaretti,8000326012147,,['France'],[],[],?,404,1690 kj(404 kcal),"12,6","0,6","66,6","58,6","6,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,Tapenade noire - 90g,3348800033741,90 g,['France'],[],[],?,272.09,1138 kj(272 kcal),"26,38","3,36","1,59","0,07","2,21","2,41","0,964",,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",,,,,26.4 g,en quantité élevée,3.36 g,en quantité modérée,0.07 g,en faible quantité,2.41 g,en quantité élevée,,-1%,-1%,-2%,-4%,-49%,-85%,+26%,-23%,-23%,16,+8%,D,+8%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,['Point Vert'],,,,,,,,
1535,Poulet,0215392036012,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,Praline saint genix tradition - 500g,3760023452992,500 g,['France'],[],[],?,405,1695 kj(405 kcal),"5,6","0,5","86,5","81,3","2,3","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Candy Canes,3395502529843,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Terrine celtique,3770003617594,,['France'],[],[],?,229,958 kj(229 kcal),17,"6,2","1,4","0,6",16,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,
1539,Miel de fleurs,0710535834444,,['France'],[],[],?,?,,?,,?,,?,0,0,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
1540,Chocolat en poudre,3073419310418,,['France'],[],[],?,389,1628 kj(389 kcal),"7,1","4,3",69,66,"6,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,Escalope de dinde,0211631010041,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,
1542,Poulet nourri aux graines de lin,0215392048800,,['France'],[],[],?,170,711 kj(170 kcal),"9,5","2,5","0,1","0,1",21,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Jus de pommes,2020000704133,,['France'],[],[],?,0,0 kj(0 kcal),"0,1","0,1","9,95","9,67","0,1","0,022","0,009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,
1544,Sel de mer - La Baleine,3183280021921,,['France'],[],[],?,?,,?,,?,,?,0,0,['La Baleine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,Filets de poulet - La Nouvelle Agriculture,0213311051030,,['France'],[],[],?,109,456 kj(109 kcal),"1,3","0,4",0,0,23,"0,11","0,044",['La Nouvelle Agriculture'],D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-16%,-55%,-46%,-100%,-100%,+1%,-85%,-85%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,
1546,Chouchou,3569880000083,,['France'],[],[],?,517,2163 kj(517 kcal),26,3,57,43,15,"0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Crémeux saveur gianduja,3663327011578,,['France'],[],[],?,565,2364 kj(565 kcal),"35,5",6,"54,2","53,7","0,25","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Épaule de porcinet,0222344128312,,['France'],[],[],?,160,669 kj(160 kcal),"8,2","2,8",1,"0,5","21,5","1,07","0,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Yaki-Sushi Nori - 20g,4903011090090,20 g,['France'],[],[],?,188,787 kj(188 kcal),"3,7","0,6","44,3","1,9","41,4","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Nectar de mangue,8412318011494,,['France'],[],[],?,36,151 kj(36 kcal),"0,1",0,"8,8","7,2","0,4",0,0,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de mangue']",,,,,0.1 g,en faible quantité,0 g,en faible quantité,7.2 g,en quantité élevée,0 g,en faible quantité,,-31%,-30%,-43%,-100%,-29%,-38%,+48%,-100%,-100%,11,-29%,E,-29%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
1551,Saucisse fumée,3519530011617,,['France'],[],[],?,308,1289 kj(308 kcal),26,"9,8","0,5","0,2",18,"2,2","0,88",,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses fumées']",,,,,26 g,en quantité élevée,9.8 g,en quantité élevée,0.2 g,en faible quantité,2.2 g,en quantité élevée,,+8%,+7%,+6%,+3%,-59%,-72%,+16%,+4%,+4%,21,+6%,E,+6%,,,,,,,,,,,,,,,,
1552,Crevettes,0209655019157,,['France'],[],[],?,460,1925 kj(460 kcal),"1,2","0,3","5,5",0,19,"1,4","0,56",,D,"['Produits de la mer', 'Crustacés', 'Crevettes']",,,,,1.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,,+334%,+338%,-45%,-35%,+405%,-100%,+4%,-5%,-5%,11,+342%,D,+342%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,
1553,Miel de printemps - La Petite Abeille de Normandie,3770005744403,,['France'],[],[],?,?,,?,,?,,?,,,['La Petite Abeille de Normandie'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1554,Bûche glacée Saveur crème brulée - Casino - 8parts,3222476106599,8 parts,['France'],"['Eau - lait entier - crème - sucre - sirop de glucose-fructose - lactose et protéines de lait - caramel aromatique 4% ', 'sucre - eau - acidifiant : acide citrique', ' - sirop de glucose - morceaux de noisettes caramélisées 2,1 % ', 'noisettes 2% - sucre - sirop de glucose - miel', ' - morceaux de nougat noir 0,5% [amandes grillées 0,1% - sirop de glucose - sucre - enrobage 0,02% ', ""huile végétale de coprah - agent d'enrobage : cire de carnauba - pain azyme "", 'fécule de pomme de terre - eau', ' - colorant : caramel ordinaire] - morceaux de noisettes caramélisées 0,6% ', 'noisettes 0,3% - sucre', ' - plaquette de chocolat noir 0,4% ', 'pâte de cacao - sucre - beurre de cacao - arôme naturel de vanille - colorants : dioxyde de titane', 'oxyde et hydroxyde de fer', "" - émulsifiant : mono - et diglycérides d'acides gras - colorant : caramel ordinaire - arôme naturel de vanille - gélifiants : farine de graines de caroube"", 'gomme guar - arôme - arôme naturel - colorants : rocou', 'curcumine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",842,?,842 kj(201 kcal),"9,8","5,6",26,24,"2,2","0,04","0,016",['Casino'],B,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",['Casino'],"['E330 - Acide citrique', 'E903 - Cire de carnauba', 'E150a - Caramel E150a', 'E171 - Oxyde de titane', 'E172 - Oxyde et hydroxyde de fer', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160b - Rocou', 'E100 - Curcumine']","['Lait', 'Fruits à coque']",4,9.8 g,en quantité modérée,5.6 g,en quantité élevée,24 g,en quantité élevée,0.04 g,en faible quantité,+7%,,+1%,+21%,+4%,-9%,-3%,-5%,-68%,-68%,12,+6%,D,+6%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['en:Produits dont la commercialisation a cessé'],,,"['surgelé', 'Carton']",,,,,
1555,Tonica,8056457282348,,['France'],[],[],?,22,92 kj(22 kcal),0,0,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Mélange bien-être,2609927064225,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,La couronne des Rois,3587440999745,,['France'],[],[],?,358,1498 kj(358 kcal),12,"3,6",52,23,"8,3","0,52","0,208",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Couronnes des rois']",,,,,12 g,en quantité modérée,3.6 g,en quantité modérée,23 g,en quantité élevée,0.52 g,en quantité modérée,,+2%,+2%,+1%,-35%,-0%,+32%,+7%,-41%,-41%,14,-10%,D,-10%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,
1558,Stevia hoja,8437013083249,,['France'],[],[],?,0,0 kj(0 kcal),12,0,9,0,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Les Coques de Normandie,3760167930486,,['France'],[],[],?,530,2218 kj(530 kcal),"30,8","12,2","55,3","52,1","7,8","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Pain aux mais,0208036007813,,['France'],[],[],?,?,,?,,?,,?,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,
1561,Kusmi Tea - 96g,3585810080420,96 g,['France'],[],[],?,?,,?,,?,,?,,,['Kusmi Tea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Galette Nutella Carrefour,0202483039038,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,Prémichèvre,3760138010025,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1564,Chocolat - Voisin - 250g,3327370600935,250 g,['France'],[],[],?,573,2397 kj(573 kcal),"40,1",,?,,?,0,0,['Voisin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Mini viennoiseries,0202275018043,,['France'],[],[],?,299,1251 kj(299 kcal),17,11,30,9,"5,7","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Dos Cabillaud,0207020063897,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,"Le Vieux Lavoir, Pays De Loir",3760164011515,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Morske plody,8588002289613,,['France'],[],[],?,560,2343 kj(560 kcal),"34,6","20,8","56,7","55,9","4,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,Rôti de porc,2242850006087,,['France'],[],[],?,146,611 kj(146 kcal),"5,9","2,4","0,5","0,5",23,"0,09","0,036",,E,"['Viandes', 'Porc', 'Rôtis de porc']",,,,,5.9 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,0.09 g,en faible quantité,,+1%,+3%,+17%,+15%,-39%,-20%,+3%,-95%,-95%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,"['FR 42.305.004 CE', 'Talaudière (Loire, France)', 'FR 45.147.004 CE', 'Fleury-les-Aubrais (Loiret, France)']",,,,,,,
1570,Barón Ladron de Guevara,8437001139101,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Escalope de dinde,0211631011093,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,
1572,Bananes Antilles francaises,0297670002490,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Bio schoko müsli -  - 1kg,4005631023486,1 kg,['France'],[],[],?,400,1674 kj(400 kcal),"10,7","4,2","62,6","17,6","9,6","0,46","0,184",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,,,,10.7 g,en quantité modérée,4.2 g,en quantité modérée,17.6 g,en quantité élevée,0.46 g,en quantité modérée,,-10%,-10%,-33%,-19%,+2%,-7%,+3%,+88%,+88%,8,-12%,C,-12%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,"['Bio', 'Point Vert']",,,,,,,,
1574,Miel lavenfre,3002018010016,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
1575,Filet de pirt,2423289057592,,['France'],[],[],?,141,590 kj(141 kcal),"6,3","2,9","1,2","0,9",20,"1,89","0,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,
1576,Paupiettes de dinde,0213487083637,,['France'],[],[],?,284,1188 kj(284 kcal),24,8,"0,7","0,5",16,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Poivron Rouge Vrac,0200391005053,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,Cranberry - Ocean Spray,1200101466579,,['France'],[],[],?,41,172 kj(41 kcal),0,0,"10,4","9,4",0,"0,01","0,004",['Ocean Spray'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Jarret avant de porc,2210531003915,,['France'],[],[],?,138,577 kj(138 kcal),"7,2","2,5","0,5","0,5",18,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']","['FR 53.097.001 CE', 'Évron (Mayenne, France)']",,,,,,,
1580,Confit De Canard Origine France,3067162168105,,['France'],[],[],?,308,1289 kj(308 kcal),24,"8,2","0,2",0,24,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Pomme concombre citron,8530706576353,,['France'],[],[],?,45,188 kj(45 kcal),"0,5","0,1",10,10,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Nutriscore']",,,,,,,,
1582,Billa Liptauer mild - 160g,9011471921801,160 g,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück', 'Stück', 'Stück']",,,,,
1583,Billa Tramezzini Beimschinken - 160g,9011464001916,160 g,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,
1584,Billa Tramezzini Knoblauch-Käse - 160g,9011463281920,160 g,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück', 'Stück']",,,,,
1585,Billa Tramezzini Thunfisch - 160g,9011470481825,160 g,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Produkt', 'Stück']",,,,,
1586,Garlic sauce - Heinz,99548278,,['France'],[],[],?,371,1552 kj(371 kcal),35,29,11,"8,4","1,9","1,3","0,52",['Heinz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Vinaigre balsamique,3700389703239,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Garlic butter spray,5412966090479,,['France'],[],[],?,810,3389 kj(810 kcal),90,"9,9",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Blanquette de volaille et son riz - Comme J'Aime - 285g,3700977781304,285 g,"['Belgique', 'France']",[],[],"467,2",111.7,"467,2 kj(111 kcal)",3,"1,2","14,8","0,4","6,1","0,6","0,24","[""Comme J'Aime""]",C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats préparés à réchauffer au micro-ondes']","[""Comme j'aime""]",,,,3 g,en quantité modérée,1.2 g,en faible quantité,0.4 g,en faible quantité,0.6 g,en quantité modérée,-16%,-28%,-26%,-34%,-22%,-22%,-73%,-6%,-25%,-25%,1,-42%,B,-42%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"['Fabriqué en France', 'Nutriscore']",,['France'],"['Barquette', 'Plastique', 'Carton']",,,['France'],,
1590,P' tit frais bruschetta - 120g,3770012684044,120 g,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Camembert di bufala,8030481001281,,['France'],[],[],?,303,1268 kj(303 kcal),28,"20,4","0,2","0,2",6,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Croustillants noisettes amandes au chocolat,3760112141257,,['France'],[],[],?,529,2213 kj(529 kcal),"31,4","9,33","45,3","45,3","15,1","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Poulet tikka massala - Lechef,3760094448696,,['France'],[],[],?,186,778 kj(186 kcal),12,"6,2","5,1","4,3",14,"1,09","0,436",['Lechef'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Kiwi Hayward,3547720001414,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Melange 5 Baies Poivre,3700389705707,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Saumure champigni,3760177963207,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Oignons frits maquereaux,2434624024995,,['France'],[],[],?,199,833 kj(199 kcal),"12,8","3,3","0,1","0,04","20,8","1,7","0,68",,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons frits']",,,,,12.8 g,en quantité modérée,3.3 g,en quantité modérée,0.04 g,en faible quantité,1.7 g,en quantité élevée,,-65%,-65%,-70%,-82%,-100%,-100%,+254%,+55%,+55%,2,-85%,B,-85%,35.2%,59.0%,2.2%,1.7%,1.6%,0.3%,26,,,,,,,,,
1598,Miel - Oxfam,5400164160148,,['France'],[],[],?,?,,?,,?,,?,,,['Oxfam'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
1599,velouté de potiron et châtaignes - Pierre laguihon - 720ml,3272932000152,720 ml,['France'],[],[],?,29,121 kj(29 kcal),"0,6","0,3","4,8",0,"0,6","0,65","0,26",['Pierre laguihon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
1600,Big Fraich'Taboulé,0291471042112,,['France'],[],[],?,103,431 kj(103 kcal),"6,16","0,74","9,44","2,19","1,6","0,62","0,248",,B,"['Plats préparés', 'Taboulés']",,,,,6.16 g,en quantité modérée,0.74 g,en faible quantité,2.19 g,en faible quantité,0.62 g,en quantité modérée,,-39%,-39%,-5%,+3%,-56%,-33%,-64%,-34%,-34%,3,+10%,C,+10%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,
1601,Balsamix,8007178800175,,['France'],[],[],?,225,941 kj(225 kcal),0,0,"55,8","55,8",1,"0,035","0,014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Confit de lait - Favols - 270g,3469675912600,270 g,['France'],"['lait concentré', 'sucre de canne', 'gélifiant : pectine de fruits', ' Préparé avec 70 g de lait pour 100 g leneur totale en sucres: 54 g pour 100 g', ' Extrait sec réfractormétrique: 63 g']",['Non végétalien'],?,283,1184 kj(283 kcal),5,3,54,5,4,"0,27","0,108",['Favols'],B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",,['E440 - Pectines'],,4,5 g,en quantité modérée,3 g,en quantité modérée,5 g,en quantité modérée,0.27 g,en faible quantité,,-5%,-5%,-10%,-7%,-2%,-90%,-38%,-20%,-20%,5,-70%,C,-70%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,,,,,,,
1603,Entrecôte -,0219206039169,,['France'],[],[],?,?,,?,,?,,?,0,0,,E,"['Viandes', 'Bœuf', 'Entrecôte de boeuf']",,,,,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,['Fabriqué en France'],"['FR 89.257.007 CE', 'Migennes (Yonne, France)']",,,,,,,
1604,Emmental suisse. AOP,0206895038900,,['France'],[],[],?,399,1669 kj(399 kcal),31,19,0,0,29,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,L'oulivo,3701373104698,,['France'],[],[],?,899,3761 kj(899 kcal),100,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Sel,3183280015142,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,L'authentique palette à la diable d'Alsace - Moritz,0298218030449,,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,5","1,1","0,5",14,"1,7","0,68",['Moritz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,Pain de mie Harrys longue conservation - 550g,3228850444615,550 g,['France'],[],[],?,283,1184 kj(283 kcal),"4,7","0,5","50,4",8,"8,2","1,13","0,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
