,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,labels,allergens,ingredients_origins,manufacturing,link,palm_ingredients,markets,generic_name,brand_owner,traceability_code
1843,Petits pois et carotte fins - Coop - 125g,7610800001058,['Coop'],"['France', 'Suisse']","['Légumes 56% ', 'petits pois', 'carottes courtes', 'eau', 'sel de cuisine']",[],?,65,272 kj(65 kcal),"0,5",0,9,2,"3,5","0,98","0,392",125 g,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",0.5 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.98 g,en quantité modérée,,-14%,-15%,-28%,-100%,-11%,-40%,-28%,+77%,+77%,-7,,A,,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,3,,,,,,,,,,
1844,Tartelette de Linz - Coop - 60g,7610800014249,['Coop'],"['France', 'Suisse']","['Marmelade de boulangerie aux framboises 47% ', 'sucre', 'eau', 'sirop de glucose-fructose', 'purée de framboises', 'dextrose', 'humectant [E420]', 'concentré de pulpe de framboises', 'gélifiants [E440', 'E401]', 'acidifiants [E330', 'E331', 'E333]', 'extrait de sureau', 'concentré de jus de sureau', 'arôme', 'farines de froment ', 'blanche', 'mi-blanche', 'sucre', 'graisses et huiles végétales ', 'palme', 'colza', 'œuf entier ', ""œufs d'élevage en plein air"", 'noisettes 4%', 'farine de soja', 'germes de blé', 'lait entier en poudre', 'cannelle poudre à lever ', 'E503', 'sel de cuisine iodé', 'protéines lactiques', 'émulsifiant E471', 'acidifiant ', 'E330', 'arôme']","['Huile de palme', 'Non végétalien']",1720,?,1720 kj(411 kcal),16,5,58,31,7,"0,1","0,04",60 g,"['Sachet', 'Plastique']",D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la framboise']",16 g,en quantité modérée,5 g,en quantité modérée,31 g,en quantité élevée,0.1 g,en faible quantité,+5%,,+14%,+22%,-27%,+6%,+5%,+79%,-56%,-56%,12,-24%,D,-24%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,"['E420 - Sorbitol', 'E440 - Pectines', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium', ""E503 - Carbonates d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,['Fabriqué en Suisse'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja', 'Protéines lactiques']",,['Suisse'],,,['Coop'],Linzer Törtli,,
1845,Farce au vol-au-vent - Qualité & Prix,7610800018216,['Qualité & Prix'],"['France', 'Suisse']",[],[],510,?,510 kj(122 kcal),9,4,5,1,5,"1,2","0,48",,,,"['Produits à la viande', 'Sauces à la viande']",9 g,en quantité modérée,4 g,en quantité modérée,1 g,en faible quantité,1.2 g,en quantité modérée,+41%,,+35%,+102%,+196%,-24%,-78%,+12%,+7%,+7%,6,+119%,C,+119%,,,,,,,,,,,,,,,,['Coop'],,,
1846,Qualité & Prix Gratin Dauphinois - Coop - 500g,7610800121404,['Coop'],"['France', 'Suisse']","['pommes de terre 58%', 'eau', 'fromage', 'huiles végétales ', 'colza', 'palme', 'crème', 'sel de cuisine iodé', 'sel de cuisine', 'épaississant ', 'E 415', 'lactose', 'fécule de pomme de terre', 'protéines lactiques', 'ail', 'farine de riz', 'épices', 'antioxydants ', 'E 300', 'E 224 [sulfite]', 'sucre', ""extraits d'épices"", 'concentré de jus de citron']","['Huile de palme', 'Non végétalien']",350,?,350 kj(84 kcal),4,"1,5",9,1,2,"1,1","0,44",500 g,,B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",4 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,1.1 g,en quantité modérée,-18%,,-29%,-31%,-58%,-20%,-38%,-41%,+56%,+56%,4,-15%,C,-15%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,"['E415 - Gomme xanthane', 'E300 - Acide ascorbique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,,"['Lait', 'Anhydride sulfureux et sulfites']",,,,['Huile de palme'],,,,
1847,Panettone - Coop - 500g,7610800722274,['Coop'],"['France', 'Suisse']","['Farine blanche ', 'froment', 'sucre', 'raisins sultanines 12% ', 'raisins sultanines', 'huile de coton', ""jaune d'œuf "", ""œufs d'élevage en plein air"", 'beurre 7% ', 'Suisse', 'graisses et huiles végétales ', 'palme', 'colza', ' sirop de glucose', 'levure', 'figues séchées', 'amandes', 'noisettes', 'noix', 'écorces de fruits ', 'oranges', 'citrons', 'sirop de sucre inverti', 'émulsifiant ', 'E471', 'cerises', 'éthanol', 'miel', 'sel de cuisine iodé', 'arômes', 'acidifiant ', 'E 330', 'colorant ', 'E 163']","['Huile de palme', 'Non végétalien']",1630,390,1630 kj(390 kcal),16,7,52,21,8,"0,4","0,16",500 g,"['Film', 'Plastique', 'Etui', 'Carton']",C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",16 g,en quantité modérée,7 g,en quantité élevée,21 g,en quantité élevée,0.4 g,en quantité modérée,+5%,+4%,+4%,+7%,-22%,+1%,-19%,+17%,-9%,-9%,13,-30%,D,-30%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E1510 - Éthanol', 'E330 - Acide citrique', 'E163 - Anthocyanes']",4,['Fabriqué en Suisse'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,['Suisse'],,,,,,
1848,Crunch müesli - 400g,7610800982784,['Crunch'],"['France', 'Suisse']","[""flocons d'avoine"", 'sucre', 'corn flakes ', 'maïs', 'sel de cuisine', ""malt d'orge"", 'flocons de noix de coco 8%', 'crispies ', 'maïs', 'riz', 'sucre brut', 'sel de cuisine', 'huile de tournesol', 'chips de noix de coco sucrées 4ç ', 'noix de coco', 'sucre', 'pommes 4%', 'miel', 'sel de cuisine']",['Non végétalien'],?,443,1854 kj(443 kcal),16,6,63,25,7,"0,7","0,28",400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],['Suisse'],,,,,,,
1849,Crème à café - Emmi - 480g,7610800992592,['Emmi'],"['France', 'Suisse']","['crème à café ', 'Suisse']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",670,?,670 kj(160 kcal),15,0,4,"1,1",3,,,480 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Süssmais - Qualité & Prix - 150g,7610800993629,"['Qualité & Prix', 'Coop']","['France', 'Suisse']","['maïs doux', 'eau', 'sel de cuisine']",[],?,74,310 kj(74 kcal),"1,5",0,11,5,"2,5","0,4","0,16",150 g,"['Büchse', 'Boîte de conserve acier']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,
1851,Fondue moitié-moitié - Coop - 600g,7610807017144,['Coop'],"['France', 'Suisse']","['Gruyère 50%', 'Vacherin 50%']",['Non végétalien'],1590,380,1590 kj(380 kcal),30,18,0,0,28,"1,5","0,6",600 g,['Plastique'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Fondues', 'Fondue moitié-moitié']",30 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,+34%,+29%,+32%,+42%,+30%,-100%,-100%,+56%,+13%,+13%,15,+13%,D,+13%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,3,"['Sans lactose', 'AOP']",['Lait'],,,,,,,,
1852,Grana padano - Coop,7610807053722,['Coop'],['France'],[],[],?,390,1632 kj(390 kcal),29,18,0,0,33,"1,5","0,6",,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,-2%,-2%,+0%,0%,-100%,-100%,0%,-1%,-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1853,Mélange de salades - Coop - 260g,7610807077025,['Coop'],"['France', 'Suisse']",['Mélange de salades'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",50,?,50 kj(12 kcal),0,0,"1,5","1,5",1,"0,02","0,008",260 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Pruneau - Coop - 220,7610807087291,"['Coop', 'Betty Bossi']","['France', 'Suisse']","['Quetsches 56%', 'lait entier ', 'Suisse', 'farine blanche ', 'froment', 'graisses et huiles végétales ', 'palme', 'colza', 'sucre', 'amidon de froment', 'sirop de glucose', 'dextrose', 'œuf entiers en poudre ', ""œufs d'élevage au sol"", 'concentré de quetsches', 'sel de cuisine iodé', 'émulsifiants ', 'E 471', 'E 475', 'gélifiant ', 'E 440', 'extrait de vanille', 'levure', 'concentré de jus de citron', 'acidifiant ', 'E 330', 'extraits de jus de fruits colorants', ""farine de malt d'orge"", ""correcteur d'acidité "", 'E 331', 'conservateur ', 'E 202', 'agent de traitement de la farine ', 'E 300', 'gluten']","['Huile de palme', 'Non végétalien']",910,232,910 kj(232 kcal),9,4,34,17,3,"0,4","0,16",220,['1 boîte en plastique'],,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",9 g,en quantité modérée,4 g,en quantité modérée,17 g,en quantité élevée,0.4 g,en quantité modérée,-46%,-42%,-46%,-54%,-48%,-32%,-39%,-45%,-34%,-34%,5,-72%,C,-72%,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",4,,"['Œufs', 'Gluten', 'Lait']",,['Suisse'],http://www.coop.ch,,['Coop'],Tranche de gâteau aux pruneaux Betty Bossi,,
1855,bio  COMPOTE DE POMMES SUCREE - naturaplan - 430g,7610807122824,['Naturaplan'],"['France', 'Suisse']","['Pommes ', 'Allemagne', 'Italie', 'France', 'sucre de canne brut 3% ', 'Amérique du sud']",[],280,?,280 kj(67 kcal),0,0,15,15,"0,5","0,01","0,004",430 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-024']",,,,,,,,,
1856,Nougat-eili,7610807133721,,['France'],[],[],?,517,2163 kj(517 kcal),27,8,61,42,7,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Espresso Marimba - Naturaplan - 500G,7610807140200,['Naturaplan'],"['France', 'Suisse']","['100% arabica bio ', 'Amérique centrale et Amérique du Sud']",[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,500G,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café', 'Grains de café torréfiés']",,,,,,,,,,-96%,-96%,-100%,-100%,-80%,-100%,-76%,-100%,-100%,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,1,"['Commerce équitable', 'Max Havelaar']",,,,,,['Cooo'],,,
1858,Spitzbueb - Betty Bossi - 80g,7610807166323,"['Betty Bossi', 'Coop']","['France', 'Suisse']","['Farine blanche ', 'froment', 'marmelade de boulangerie aux framboises 28 % ', 'sucre', 'eau', 'sirop de glucose', 'fructose', 'concentre de purée de framboises', 'concentré de jus de framboise', 'concentré de jus de sureau', 'gélifiant [E440]', 'acidifiant [E330]', ""correcteur d'acidité "", 'E331', 'huile de tournesol', 'sucre', 'fractions de beurre ', 'Suisse', 'œuf entier concentré ', ""œufs d'élevage au sol"", 'arôme naturel de vanille', 'sel de cuisine', 'humectant ', 'E420', 'arôme naturel de citron', 'stabilisant ', 'E414', 'épaississant ', 'E413']",['Non végétalien'],?,400,1674 kj(400 kcal),12,7,68,37,6,"0,3","0,12",80 g,"['Sachet', 'Plastique']",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",12 g,en quantité modérée,7 g,en quantité élevée,37 g,en quantité élevée,0.3 g,en quantité modérée,,-18%,-19%,-48%,-50%,+8%,+46%,-3%,-56%,-56%,19,-13%,E,-13%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['E440 - Pectines', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E420 - Sorbitol', ""E414 - Gomme d'acacia"", 'E413 - Gomme de dragon']",4,,"['Œufs', 'Gluten', 'Lait']",['Suisse'],['Suisse'],,,['Coop'],Spitzbueb - Sablé à la Confiture,,
1859,Infusion de cynorrhodon aux fleurs d'hibiscus - Coop - 135g,7610809013410,['Coop'],"['France', 'Suisse']","['cynorrhodon 55%', ""fleurs d'hibiscus""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0 kj(0 kcal),0,0,0,0,0,,,135 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Sirop d'Orange Sanguine - Coop - 1L,7610809034958,['Coop'],"['France', 'Suisse']","['Sucre', ""jus d'orange sanguine 30 %"", 'eau', 'acidifiant E330', 'arôme', 'jus de carotte noire', 'colorant ', 'E120']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1470,352,1470 kj(352 kcal),0,0,85,85,0,"0,03","0,012",1 L,"['Bouteille', 'Plastique', 'PET']",A,"['Boissons', 'Sirops', 'Sirops aromatisés', ""Sirops d'orange"", 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,35.4 g,en quantité élevée,0.01 g,en faible quantité,,+54%,+47%,-100%,-100%,+45%,+49%,-100%,-2%,-2%,20,,E,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['E330 - Acide citrique', 'E120 - Acide carminique']",4,['Fabriqué en Suisse'],,,['Suisse'],,,['Coop'],,,
1861,Naturaplan - Meringues bio - 120g,7610809115992,"['Naturaplan', 'Coop']","['France', 'Suisse']","['Sucre de canne brut ', 'Amérique du Sud', ""blanc d'œuf "", 'Suisse']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1680,402,1680 kj(402 kcal),0,0,93,91,6,"0,1","0,04",120 g,"['Sachet', 'Plastique']",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",0 g,en faible quantité,0 g,en faible quantité,91 g,en quantité élevée,0.1 g,en faible quantité,+4%,+6%,+6%,-100%,-100%,+7%,+9%,+49%,-38%,-38%,15,+3%,D,+3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,3,"['Bio', 'Bio européen', 'Bio Suisse', 'CH-BIO-006']",['Œufs'],"['Amérique du Sud', 'Suisse']",,,,['Coop'],Meringues,,
1862,Pommes rissolées - coop - 700g,7610809121979,['Coop'],"['France', 'Suisse']","['pommes de terre', 'huile de colza']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,145,607 kj(145 kcal),4,"0,4",23,0,"2,8","0,03","0,012",700 g,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pommes de terre', 'Pommes de terre rissolées', 'Pommes de terre préfrites surgelées', 'Pommes de terre rissolées surgelées', 'Pommes rissolées surgelées cuites', 'en:frozen-pre-fried-potato-cubes']",4 g,en quantité modérée,0.4 g,en faible quantité,0 g,en faible quantité,0.03 g,en faible quantité,,+1%,+2%,-9%,-35%,+4%,-100%,+19%,-71%,-71%,-3,,A,,17.7%,0.0%,18.6%,14.9%,21.9%,26.9%,93,,1,,,,,,,,,,
1863,Cherry Tomaten - Naturaplan - 250g,7610818153862,['Naturaplan'],"['France', 'Allemagne', 'Suisse']",[],[],?,?,,?,,?,,?,,,250 g,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Tomates et dérivés', 'Aliments à base de plantes frais', 'Tomates', 'Légumes frais', 'Tomates cerise', 'Tomates fraîches']",,,,,,,,,,,,,,,,,,,,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,,"['Bio', 'Bio Suisse']",,,,,,['Coop'],,,
1864,Bio Broccoli Burger - Delicorn - 200g,7610818199372,"['Delicorn', 'Coop']","['France', 'Suisse']","['Brocolis 37 % ', 'Europe', 'froment égrugé 30% ', 'Suisse', 'Europe', 'eau', 'huile de tournesol ', 'Europe', 'fin finot de mais', 'huile de palme', 'courgettes 3% ', 'Suisse', 'persil', 'ail', 'riz complet', 'sel de cuisine', 'poivre', "" Tous les ingrédients agricoles sont issus de l'agriculture biologique""]","['Huile de palme', 'Végétalien', 'Végétarien']",920,?,920 kj(220 kcal),11,2,22,1,5,"1,2","0,48",200 g,"['Carton', 'barquette plastique', 'Atmosphère protectrice', 'Frais']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Steaks végétaux']",11 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,1.2 g,en quantité modérée,+9%,,+8%,+23%,+37%,+30%,-58%,-52%,+14%,+14%,0,-100%,B,-100%,,,,,,,,,3,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'CH-BIO-006', 'Union Végétarienne Européenne', 'Bourgeon bio']",['Gluten'],"['Europe', 'Suisse']","['Baer AG', 'Küssnacht am Rigi', 'Suisse']",,['Huile de palme'],['Coop'],Burger de légumes et de céréales préfrit,,
1865,Jogurt nature partiellement écrémé - Coop Prix Garantie - 755g,7610818296583,['Coop Prix Garantie'],"['France', 'Suisse']","['Lait partiellement écrémé ', 'homogénéisé', 'pasteurisé [Suisse]', 'protéines lactiques']",['Non végétalien'],214,50,214 kj(50 kcal),"1,5","0,35",4,"1,1",5,"0,1","0,04",755g,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",1.5 g,en faible quantité,0.35 g,en faible quantité,1.1 g,en faible quantité,0.1 g,en faible quantité,-42%,-46%,-44%,-54%,-83%,-64%,-89%,+33%,-13%,-13%,-3,-198%,A,-198%,,,,,,,,,4,['Fabriqué en Suisse'],['Lait'],['Suisse'],,,,,,,['CH-2406']
1866,Sandwichs Poulet Tartare - Betty Bossi - 235g.,7610818667079,['Betty Bossi'],"['France', 'Suisse']","['Produit ä base de viande de poulet panée ', 'viande de poulet 20% ', 'Suisse', 'farine de froment', 'eau', 'corn flakes', 'maïs', 'sucre', 'sel de cuisine', 'lait écrémé en poudre', 'huile de colza', 'sel de cuisine', 'amidon ', 'pomme de terre', 'froment', 'gluten de froment', 'levure', 'épices', 'pain spécial ', 'farine de froment', 'eau', 'huile de colza', ""malt d'orge"", 'sel de cuisine iodé', 'sucre', 'levure', 'lait écrémé en poudre', 'petit-lait en poudre', 'dextrose', 'beurre', 'agent de traitement de la farine ', 'E300', ' concombres au vinaigre de table', 'sel de cuisine iodé', 'sucre', 'eau', 'vinaigre de table', 'sucre', 'sel de cuisine', 'vinaigre de vin blanc', ""extrait d'épices"", 'sauce 9% ', 'huile de colza', 'concombres au vinaigre ', 'concombres', 'eau', 'vinaigre de table', 'sel de cuisine iodé', 'sucre', 'eau vinaigre de table', ""jaune d'œuf "", 'élevage au sol', 'moutarde', 'épices', 'fécule de pomme de terre', 'sel de cuisine iodé', 'vin blanc', 'sucre', 'margarine 58% de matière grasse ', 'huile de colza', 'eau', 'beurre', 'émulsifiant ', 'E471', 'concentré de jus de citron', 'sel de cuisine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,275,1151 kj(275 kcal),11,1,34,1,9,"1,5","0,6",235g.,['1 pièce frais'],B,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",11 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,1.5 g,en quantité modérée,,+23%,+23%,+31%,-31%,+32%,-70%,-11%,+24%,+24%,4,+48%,C,+48%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,"['E300 - Acide ascorbique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,"['Œufs', 'Gluten', 'Lait', 'Moutarde']",['Suisse'],['Suisse'],,,['Coop'],Sandwichs,,
1867,Noix de pecan - coop - 150g,7610827598951,['Coop'],"['France', 'Suisse']",['Noix de pécan'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3000,?,3000 kj(717 kcal),72,6,"4,5",4,11,0,0,150 g,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de pécan']",72 g,en quantité élevée,6 g,en quantité élevée,4 g,en faible quantité,0 g,en faible quantité,+0%,,+0%,+3%,-8%,-36%,+6%,+9%,-100%,-100%,-2,-218%,A,-218%,93.0%,1.3%,2.5%,1.5%,1.7%,0.0%,37,,1,,['Fruits à coque'],,,,,,,,
1868,"Bagel Mit Lachs, Betty Bossi - COOP",7610827622281,"['COOP', 'Betty Bossi']",['France'],[],[],?,306,1280 kj(306 kcal),18,18,26,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Choco Brioche 8 STK. - Coop - 310g,7610827636554,['Coop'],"['France', 'Suisse']","['Farine blance ', 'froment', 'fourrage au chocolat 28% ', 'sirop de glucose-fructose', 'sucre', 'eau', 'chocolat 4,5% [sucre', 'cacao en poudre', 'cacao en pâte', 'cacao maigre en poudre', 'beurre de cacao', 'lactose', 'émulsifiant [E322 de soja]]', 'noisettes', 'amidon de maïs', 'lait entier en poudre', 'sirop de sucre inverti', 'huile de colza', 'levure', 'œuf en poudre ', ""œufs d'élevage au sol"", 'sel de cuisine', 'émulsifiants ', 'E471', 'E481', 'gluten de froment', 'protéines de froment', 'épaississant ', 'E466', 'protéines lactiques', 'farine de fèves', 'arôme ', 'avec lactose']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,352,1473 kj(352 kcal),10,"1,5",57,22,7,"0,9","0,36",310 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose']",4,,"['Gluten', 'Lait', 'Fruits à coque']",,,,,,,,
1870,Salami alfredo - Coop - 300g,7610827659539,['Coop'],"['France', 'Suisse']","['INFO Fleischerzeugnis aus Schweine - und Rindfleisch produit à base de viandes de porc et de bœuf Zutiten pro 100g: Schweinefleisch 119g ', 'Schçeiz', 'Rindfleisch 14 g ', 'Schweiz', 'Kochselzjodiert', 'Traubenzucker', 'Glucosesirup', 'Zucker', 'Antioxidationsmittel ', 'E 300', 'E301', 'Kcnservierungsstoff ', 'E 252', ' Hûl!e nlcht zum Verzehr geeignet', ' Lngrédients par 100g: viande de porc 119g ', 'Suisse', 'viande de bœuf 14 g ', 'Suisse', 'couenne', ' seldecuisine iodé', 'dextrose', 'sirop de glucose', 'euretantioxydant ', 'E 300', 'E 301', 'èpices', 'conseneteut ', 'E 252', ' non consommable', ' OfVaIears nutritives moy,']","['Non végétalien', 'Non végétarien']",1750,?,1750 kj(418 kcal),37,0,1,0,22,"4,3","1,72",300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E300 - Acide ascorbique', 'E301 - Ascorbate de sodium', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",4,"['Pur bœuf', 'Pur porc']",,,,,,,,,
1871,Coop Naturaplan Bio Thymian - 12g,7610845401790,"['Coop Naturaplan', 'Coop']","['France', 'Suisse']",['thym bio'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,12 g,"['Gewürze', 'Produkt']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Herbes aromatiques', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Thym', 'Thym sec moulu']",,,,,,,,,,,,,,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,1,"['Bio', 'Bio européen', 'CH-BIO-006']",,"['Europe', 'Turquie']",['Suisse'],,,['Coop'],,,
1872,Abricots - Coop qualité&prix - 250g,7610845592122,"['Coop qualité&prix', 'Coop']","['France', 'Suisse']","['Abricots', 'conservateur ', 'E 220 [sulfite]']",['Sans huile de palme'],?,232,971 kj(232 kcal),0,0,60,37,3,"0,1","0,04",250 g,['Plastique'],D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0 g,en faible quantité,0 g,en faible quantité,37 g,en quantité élevée,0.1 g,en faible quantité,,-12%,-12%,-100%,-100%,+3%,-18%,-3%,+184%,+184%,-1,-129%,A,-129%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",3,,['Anhydride sulfureux et sulfites'],['Turquie'],['Suisse'],,,['Coop'],"Abricots doux, séchés",,
1873,Country potato,7610845599176,,['France'],[],[],?,10,42 kj(10 kcal),"0,1","0,1",12,0,"0,1",44,"17,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,"Macadamiakerne Qualité & Prix coop, geschält - 150g",7610845644272,['Coop'],"['France', 'Suisse']",['noix de macadamia'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3200,?,3200 kj(765 kcal),78,12,5,5,9,"0,08","0,032",150g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,,,,
1875,Kalbsbratwurst - 140g,7610846033846,,['France'],[],[],?,?,,?,,?,,?,,,140 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
