,name,bar_code,eco_score,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,additives,nova_score,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,producer_info,allergens,palm_ingredients,brand_owner,origin_detail
1124,Bloc de Foie Gras de Canard du Sud-Ouest avec 30% morceaux + lyre - Casino - 285g,3222477074286,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",,['France'],['Foie gras de canard du Sud-Ouest - morceaux de foie gras de canard du Sud-Ouest 30% - eau - sel - Armagnac - poivre - sucre - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",53 g,en quantité élevée,23 g,en quantité élevée,1.5 g,en faible quantité,1.1 g,en quantité modérée,2112,+4%,513,+4%,2112 kj(513 kcal),+3%,53,+4%,23,+5%,"1,7",-24%,"1,5",+19%,"7,2",+14%,"1,1",-12%,"0,44",-12%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,285 g,,['Casino'],,,,,['Casino'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,20,-2%,E,-2%,Bloc de foie gras de canard du Sud-Ouest avec morceaux,,,,,
1125,Maxbar,8691707039244,,,,['France'],[],[],,,,,,,,,?,,469,,1962 kj(469 kcal),,23,,16,,65,,60,,"3,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Graines de chia entières - 250g,3770009660037,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],29.1 g,en quantité élevée,3.3 g,en quantité modérée,0.4 g,en faible quantité,0.0085 g,en faible quantité,?,,2.2,-100%,9 kj(2 kcal),-100%,"29,1",-5%,"3,3",+6%,"3,5",-71%,"0,4",-28%,"23,8",+18%,"0,008",-64%,"0,003",-64%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,250 g,,,,,,,,,,-2,-322%,A,-322%,,,,,,
1127,Fish Sauce - Healthy Boy Brand - 700ml,8850206901524,,,['en:Naturally Fermented'],['France'],[],[],,,,,,,,,?,,40,,167 kj(40 kcal),,0,,0,,"3,6",,"3,6",,6,,"3,7",,"1,48",,,,,,,,,700ml,['Kunststoff'],['Healthy Boy Brand'],,,,,,,,,,,,,,,,,
1128,Miel des landes de Gascogne,3425601537217,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Biftek - Charal,0292471016462,,,"['Viande Française', 'Viande-bovine-francaise']",['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,['Charal'],,,,,,,,,,,,,,,,,
1130,Frolleti al Cranberry | Cranberry Cookies,8015565060705,,,,['France'],[],[],,,,,,,,,?,,440,,1841 kj(440 kcal),,16,,"2,1",,67,,24,,"6,7",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Café Launay Italien,3418500007165,,,"['Bio', 'Bio européen', 'FR-BIO-07']",['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,3",,0,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Cock Brand Rambutan With Pineapple In Syrup 565g,0084909210159,,['Conserves'],,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,19 g,en quantité élevée,0.04 g,en faible quantité,?,,77,-33%,322 kj(77 kcal),-31%,0,-100%,0,-100%,19,+271%,19,+905%,0,-100%,"0,04",-95%,"0,016",-95%,,,,,,,,,,['Cock Brand'],,,,,,,,4,+841%,C,+841%,,,,,,
1133,Coquille St Jacques - Les entrées chaudes - 560gr,3287390080462,,['Entree chaude'],,['France'],[],[],7.4 g,en quantité modérée,5.5 g,en quantité élevée,2.6 g,en faible quantité,1 g,en quantité modérée,?,,149,,623 kj(149 kcal),,"7,4",,"5,5",,13,,"2,6",,7,,1,,"0,4",,,,,,,,,560gr,,['Les entrées chaudes'],,,,,,,,5,,C,,,,,,,
1134,Cacahuètes goût Wasabi - 125g,3263853003711,,,,['France'],[],[],,,,,,,,,?,,548,,2293 kj(548 kcal),,37,,"4,7",,27,,"8,8",,22,,"1,9",,"0,76",,,,,,,,,125 g,,,,,,,,,,,,,,,,,,,
1135,Fabada asturiana abricome - 420gr.,8410867001157,,['Plats préparés'],,"['France', 'Espagne']",[],[],5 g,en quantité modérée,1.9 g,en quantité modérée,0.5 g,en faible quantité,0.9 g,en quantité modérée,?,,545,+239%,2280 kj(545 kcal),+240%,5,-30%,"1,9",-17%,14,+4%,"0,5",-76%,"7,2",+3%,"0,9",-5%,"0,36",-5%,,,,,,,,420 gr.,['Lata'],['Abricome'],,,,https://www.abricome.com/producto/fabada-asturiana-2/,,,,6,+52%,C,+52%,FABADA ASTURIANA,,,,,
1136,Green lentils - Waitrose,5000169088050,,,,['France'],[],[],,,,,,,,,?,,453,,1895 kj(453 kcal),,"0,9",,"0,1",,"8,3",,"0,9",,"9,4",,"0,03",,"0,012",,,,,,,,,,,['Waitrose'],,,,,['Waitrose'],,,,,,,,,,,,
1137,Chocolat au lait crémeux - Hershey's,0056600000612,,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,16,,10,,29,,28,,4,,0,,0,,,,,,,,,,,"[""Hershey's""]",,,,,,,,,,,,,,,,,
1138,Garofalo rigatoni - 750g,8000139932830,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Rigatoni']",['IGP'],['France'],['100% semoule de BLE dur de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1 g,en faible quantité,0.2 g,en faible quantité,3 g,en faible quantité,0 g,en faible quantité,1489,-0%,351,0%,1489 kj(351 kcal),+1%,1,-30%,"0,2",-32%,70,+0%,3,+6%,14,+9%,0,-100%,0,-100%,,,,,,,,750 g,['Enveloppe'],['Garofalo'],,,,,,,1,-4,,A,,Pâtes alimentaires de qualité supérieure,,['Gluten'],,,
1139,Velouté douceur carotte,3760237380517,,,,['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,12,,"0,1",,"5,6",,"2,6",,"0,6",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Lait corps beurre coco vanille - CATTIER - 500mm / 16.9fl. oz,3283950911160,,,"['Bio', 'Fabriqué en France']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,500 mm / 16.9 fl. oz,,['CATTIER'],,,,,,,,,,,,,,,,,
1141,Truffe entiere - Coccia Tartufi,8020950004318,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Truffes']",,['France'],[],[],0.5 g,en faible quantité,0.11 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,?,,31,-85%,130 kj(31 kcal),-85%,"0,5",-97%,"0,11",-98%,"0,7",-93%,"0,7",-84%,6,+27%,"0,8",-2%,"0,32",-2%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,['Coccia Tartufi'],,,,,,,,-5,-482%,A,-482%,,,,,,
1142,Turrón yema tostada - Casa Eceiza,8429360000703,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', ""Tourons au jaune d'œuf grillé""]",,['France'],[],[],25 g,en quantité élevée,4.2 g,en quantité modérée,21 g,en quantité élevée,0.25 g,en faible quantité,?,,372,-19%,1556 kj(372 kcal),-19%,25,+2%,"4,2",+61%,44,-10%,21,-48%,"6,5",-38%,"0,25",+655%,"0,1",+655%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,['Casa Eceiza'],,,,,,,,13,-6%,D,-6%,,,,,,
1143,"Assortiment de noix, de noisettes et d'amande - 350g",20525415,,,,['France'],[],[],,,,,,,,,?,,647,,2707 kj(647 kcal),,"58,4",,"5,9",,"7,5",,"3,6",,18,,0,,0,,,,,,,,,350 g,,,,,,,,,,,,,,,,,,,
1144,Tentáculos al ajillo,8436007951830,,,,['France'],[],[],,,,,,,,,?,,999,,4180 kj(999 kcal),,14,,2,,"0,5",,"0,5",,24,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Stack haché,3250392298661,,,,['France'],[],[],,,,,,,,,?,,239,,1000 kj(239 kcal),,18,,"9,1",,"0,5",,"0,5",,18,,"0,2",,"0,08",,,,,,,,,,,,,,"['FR 35.360.005 CE', 'Vitré (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,
1146,Torta Imperial Sin Azucar,8412115005078,,,,['France'],[],[],,,,,,,,,?,,491,,2054 kj(491 kcal),,35,,"2,9",,39,,"2,6",,16,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Knorr Mise en place Ail - 340g,3011360085375,,,,['France'],"['Huile de tournesol', 'ail ', '40%', 'sel', 'sucre', 'huile de colza totalement hydrogénée']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,487,,2038 kj(487 kcal),,47,,"8,7",,14,,14,,0,,"2,1",,"0,84",,,,,,,,,340 g,['Bocal'],['Knorr'],,,,,,,,,,,,Préparation concentrée,,,,,
1148,Brique d'epeautre - Intermarché - 300g,0201113009519,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,['France'],"[""Route d'Epaignes 27210 Beuzeville mterarche BRIQUE D'EPEAUTRE Farine d'EPEAUTRE 50%"", 'EPEAUTRE', 'Complet concasse', ""Farine complete d'EPEAUTRE"", ""graisse d'EPEAUTRE maltee concassee"", 'epaississant E412 millet', 'sel', 'SESAME', 'Sucre', 'dextrose', ""miel en poudre destine a l'industrie"", ""maltodextrine extrait de malt d'ORGE"", 'eau', 'concentre de raisin', 'emulsifiant E472e', ""Correcteur d'acidite E262"", 'arome antioxygene E300', 'enzymes', ' Emballe le 25-11-2019']",[],1.4 g,en faible quantité,0.452 g,en faible quantité,1.34 g,en faible quantité,0 g,en faible quantité,?,,111,-66%,464 kj(111 kcal),-66%,"1,4",-77%,"0,452",-61%,"20,12",-63%,"1,34",-66%,"4,12",-57%,0,-100%,0,-100%,,,,,,,,300g,,['Intermarché'],,,,,,"['E412 - Gomme de guar', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E262 - Acétates de sodium', 'E300 - Acide ascorbique']",4,-1,-120%,A,-120%,,,['Graines de sésame'],,,
1149,Tartelettes saveur abricot - Monoprix,3350033632547,D,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', ""Tartelettes à l'abricot"", 'Biscuit sec nappé aux fruits']",,['France'],[],[],13 g,en quantité modérée,2.5 g,en quantité modérée,34 g,en quantité élevée,0.53 g,en quantité modérée,?,,431,+12%,1803 kj(431 kcal),+10%,13,-3%,"2,5",-62%,73,+17%,34,+21%,"4,8",+19%,"0,53",+50%,"0,212",+50%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,['Monoprix'],,,,,['Monoprix'],,,16,-3%,D,-3%,,,,,,
1150,Bloc de Foie Gras de Canard Origine France - Monoprix - 200g,3350030201036,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],"['foie gras de canard', 'eau', 'sel', 'Armagnac', 'sucre', 'epices', 'antioxydant: ascorbate de sodium', 'conservateur: nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",50 g,en quantité élevée,21 g,en quantité élevée,1.4 g,en faible quantité,1.2 g,en quantité modérée,2003,-1%,486,-1%,2003 kj(486 kcal),-2%,50,-1%,21,-2%,"2,3",+8%,"1,4",+5%,"6,31",+3%,"1,2",-2%,"0,48",-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,200 g,,['Monoprix'],,,"['FR 65.304.002 CE', 'Maubourguet (Hautes-Pyrénées, France)']",,['Monoprix'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",3,20,-2%,E,-2%,,,,,,
1151,Torró crema torrada - Alemany - 150g,8412614008037,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",,['France'],[],[],28 g,en quantité élevée,3.7 g,en quantité modérée,46 g,en quantité élevée,0.05 g,en faible quantité,?,,490,-6%,2050 kj(490 kcal),-6%,28,-11%,"3,7",-30%,47,+4%,46,+20%,10,-17%,"0,05",-22%,"0,02",-22%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,150 g,,['Alemany'],,,,,,,,14,-15%,D,-15%,,,,,,
1152,"Lentilles nature - U - 3x 1/4, 390g",3256227459009,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Lentilles']",,['France'],"['Eau', 'lentilles sèches trempées', 'sel', ' Traces éventuelles de céréales contenant du gluten']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.48 g,en quantité modérée,395,-59%,94,-61%,395 kj(94 kcal),-61%,"0,5",-66%,"0,1",-62%,13,-60%,"0,5",-60%,"7,1",-60%,"0,48",+66%,"0,192",+66%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,"3 x 1/4, 390 g",['Conserve'],['U'],,,,,['Magasins U'],,3,-10,,A,,,,,,,
1153,Chocolat Hema caramel-sel marin - 135g,8718537536450,D,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Chocolats', 'Chocolats au lait', 'Chocolats au caramel', 'Chocolats au lait au caramel']","['Agriculture durable', 'en:UTZ Certified']",['France'],"['MILCHSCHOKOLADE MIT 10% KARAMELL UND MEERSALZ', ' Zutaten: Zucker', 'Kakaomasse', 'Kakaobutter', 'VOLLMILCHPULVER', 'Glucosesirup', 'MAGERMILCHPULVER', 'BUTTER', 'SAHNE', 'Emulgator SOJALECITHIN Salz', '0,2% Meersalz', ' Enthält möglicherweise GLUTEN', 'WEIZEN', 'SCHALENFRÜCHTE', ' Kakao: 37% mindestens in der Milchschokolade']",['Non végétalien'],31.9 g,en quantité élevée,19.2 g,en quantité élevée,50.5 g,en quantité élevée,0.73 g,en quantité modérée,2233,-2%,535,-2%,2233 kj(535 kcal),-2%,"31,9",-5%,"19,2",-6%,54,+1%,"50,5",-1%,"6,4",-3%,"0,73",+84%,"0,292",+84%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,135g,['Pappe'],['Hema'],,,,,,,4,26,-3%,E,-3%,,,"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",,,
1154,Saucisses de francfort,3760099536527,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses allemandes', 'Saucisses de Francfort']","['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],24 g,en quantité élevée,9.2 g,en quantité élevée,0.6 g,en faible quantité,1.6 g,en quantité élevée,?,,286,+12%,1197 kj(286 kcal),+11%,24,+11%,"9,2",+14%,2,+77%,"0,6",-17%,15,+6%,"1,6",-19%,"0,64",-19%,84.3%,9.6%,1.8%,1.2%,0.7%,2.5%,23,,,,,,,,,,,19,+3%,E,+3%,,,,,,
1155,Foie gras excellence - Delpeyrat,3067163645438,,,,['France'],[],[],,,,,,,,,?,,544,,2276 kj(544 kcal),,56,,24,,22,,"0,9",,"7,5",,13,,"5,2",,,,,,,,,,,['Delpeyrat'],,,,,,,,,,,,,,,,,
1156,Foie gras de canard cru du Périgord éveiné,3700057809744,,,,['France'],[],[],,,,,,,,,?,,598,,2502 kj(598 kcal),,63,,25,,2,,"0,7",,"6,2",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,red kidney beans - ktc,5013635755059,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges', 'Haricots rouges']",,['France'],"['Red Kidney Beans ', '60%', 'Water', 'Salt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,['Ktc'],,,,,,,3,,,,,,,,,,
1158,Sal Yodada Fina 1 KG,8411476040063,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Alumettes fumée - Auchan - 2x 150g,3596710477876,,,['Fabriqué en France'],['France'],[],[],,,,,,,,,?,,189,,791 kj(189 kcal),,12,,"3,9",,"0,5",,"0,5",,20,,"2,1",,"0,84",,,,,,,,,2 x 150 g,,['Auchan'],,,"['FR 44.180.004 CE', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)', 'EMB 44180', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",,['Auchan'],,,,,,,,,,,,
1160,Calendrier de l’avent - Chupa Chups - 168g,8410031965551,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,,,?,,387,-24%,1619 kj(387 kcal),-25%,0,-100%,0,-100%,88,+57%,83,+61%,0,-100%,,,,,,,,,,,,168g,,['Chupa Chups'],,,,,,,,,,,,,,,,,
1161,Saumon fumé - Petit Navire,3760253432177,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,['France'],[],[],13 g,en quantité modérée,1.9 g,en quantité modérée,0.3 g,en faible quantité,3 g,en quantité élevée,?,,210,+14%,879 kj(210 kcal),+14%,13,+24%,"1,9",-8%,"0,5",+1%,"0,3",-10%,22,-0%,3,+6%,"1,2",+6%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,['Petit Navire'],,,,,,,,13,-1%,D,-1%,,,,,,
1162,RENNES - Thiriet - 210ml,3292590150099,,,,['France'],[],[],,,,,,,,,?,,211,,883 kj(211 kcal),,10,,"6,2",,25,,23,,"4,4",,"0,2",,"0,08",,,,,,,,,210 ml,,['Thiriet'],,,,,['Thiriet'],,,,,,,,,,,,
1163,Fagots De Guimauve Enrobés De Chocolat Noir Bio & équitable - Belledonne,3700531213227,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Bio'],['France'],"['Chocolat noir ', 'min', '57% cacao', ' 50% ', 'masse de cacao*', '1', 'sucre de canne blond""', '1', 'beurre de cacao* ', '1', ' vanille*', '1', ' ', 'sucre de canne roux* ', '1', 'sirop de maïs', 'eau', 'géatine de porc*', ' lait entier en poudre*', 'jus de citron concentré*', 'curcuma*', ""huile essentielle d'orange* 0,1%"", 'dextrose*', 'Traces possibles de fruits a coque', 'soja et arachide']",['Non végétalien'],16 g,en quantité modérée,11 g,en quantité élevée,48 g,en quantité élevée,0.12 g,en faible quantité,1767,-21%,421,-20%,1767 kj(421 kcal),-20%,16,-50%,11,-37%,63,+20%,48,+1%,"3,8",-35%,"0,12",-22%,"0,048",-22%,,,,,,,,,,['Belledonne'],,,,,,,4,25,+2%,E,+2%,,,,,,
1164,Sardines sans arêtes à l'huile d'olive vierge extra bio - Jacques Gonidec - 115g,3365620220021,C,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]","['Bio', 'Bio européen', 'FR-BIO-10']",['France'],"['Sardines 75%', 'huile d’olive vierge extra 25%', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",32 g,en quantité élevée,5 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,?,,360,+46%,1506 kj(360 kcal),+46%,32,+81%,5,+30%,0,-100%,0,-100%,19,-11%,1,+10%,"0,4",+10%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,115g,,['Jacques Gonidec'],,,,,['Biocoop Caluire'],,3,12,+113%,D,+113%,,,,,,
1165,Kefir di latte bio - Bionova - 250g,8033247770100,,,['Bio'],['France'],"['INGREDIENTI LATTE BIOLOGIC0', 'fermenti latici kefir ', 'genere: Lactobacillus Lactococcus', 'Leuconostoc Saccharomyces', 'Acetobacter Lb acidophilus LMG S-27762']",[],,,,,,,,,?,,58,,243 kj(58 kcal),,"3,5",,"1,87",,"3,5",,"1,87",,0,,0,,0,,,,,,,,,250g,,['Bionova'],,,,,,,,,,,,,,,,,
1166,4 lamb samosas,00954372,,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,"15,6",,"2,5",,"23,5",,2,,"7,9",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Grättimaa / Grittibänz Mit Hagelzucker - Coop,7611654079057,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"9,7",,"0,9",,67,,15,,"9,6",,"1,1",,"0,44",,,,,,,,,,,['Coop'],,,,,,,,,,,,,,,,,
1168,Panier noix de Saint-Jacques,3700009270851,,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,16,,10,,28,,"1,7",,8,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Morilles spéciales séchées - 30g,3580284215101,,,,['France'],[],[],,,,,,,,,?,,289,,1209 kj(289 kcal),,"4,1",,"0,5",,20,,"2,6",,31,,"0,1",,"0,04",,,,,,,,,30 g,,,,,,,,,,,,,,,,,,,
1170,Peanut butter chocolate candy party size ounce - M&M's,0040000550846,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Cacahuètes au chocolat']",['Arômes naturels'],"['France', 'États-Unis']","['MILK CHOCOLATE ', 'SUGAR COCOA BUTTER', ' CHOCOLATE', 'SKIM MILK', 'MILKFAT', 'LACTOSE', 'PEANUTS', 'SOY LECITHIN', 'SALT', 'ARTIFICIAL AND NATURAL FLAVORS', 'SUGAR PEANUT BUTTER ', 'PARTIALLY DEFATTED PEANUTS', 'PALM OIL', ' HYDROGENATED PALM KERNEL OIL', 'CORNSTARCH', 'DEXTROSE', 'LESS THAN 1% - CORN SYRUP', 'NATURAL FLAVOR', 'SALT', 'DEXTRIN', 'COLORING ', 'INCLUDES BLUE 1 LAKE RED40', 'YELLOW 6', 'YELLOW 5', ' BLUE 1', 'RED 40 LAKE', 'YELLOW 6 LAKE', 'YELLOW 5 LAKE', 'BLUE 2 LAKE', 'BLUE 2', 'CARNAUBA WAX', 'PROPYL GALLATE TO MAINTAIN RESHNESS', 'GUM ACACIA']",['Non végétalien'],28.6 g,en quantité élevée,17.9 g,en quantité élevée,50 g,en quantité élevée,0.544 g,en quantité modérée,150,-93%,535.71,+5%,150 kj(535 kcal),-93%,"28,57",+12%,"17,86",+64%,"57,14",-3%,50,-7%,"10,71",+21%,"0,544",+300%,"0,218",+300%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,,"[""M&M's""]",,,,,,"['E1400 - Dextrines', 'E110 - Jaune orangé S', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', ""E132 - Indigotine carmin d'indigo"", 'E903 - Cire de carnauba', 'E310 - Gallate de propyle', ""E414 - Gomme d'acacia""]",4,19,-25%,E,-25%,,,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1171,Oreo donut,3123456006260,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],[],[],,,,,,,0 g,en faible quantité,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,,,,,,,
1172,Turron de Jijona - El Romero,8413258020010,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons crémeux aux amandes']",,['France'],[],[],37 g,en quantité élevée,3 g,en quantité modérée,38 g,en quantité élevée,0 g,en faible quantité,?,,550,+1%,2301 kj(550 kcal),+1%,37,+4%,3,+3%,40,+2%,38,+12%,15,-2%,0,-100%,0,-100%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,['El Romero'],,,,,,,,16,+17%,D,+17%,,,,,,
1173,Kakis -,3564706606968,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kakis']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
