,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,traceability_code,additives,allergens,nova_score,markets,brand_owner,ingredients_origins,manufacturing,link,generic_name
1667,Pain panini - Cora,3021990085829,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,['Cora'],,,,,,,,,,
1668,Salsafran,8411982004382,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Crème de potiron,3260112335590,,,['France'],[],[],,,,,,,,,?,,28.98,,121 kj(28 kcal),,"0,46",,"0,29",,"5,09",,"0,8",,"0,89",,"0,24",,"0,096",,,,,,,,,,,,,,,,,"['EMB 59460', 'Petite-Synthe (Nord, France)']",,,,,,,,,
1670,Terrine de campagne,2846150008460,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,['Barquette en plastique'],,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",,,,,,,,,
1671,Tartinade de courgettes,3701380400004,,,['France'],[],[],,,,,,,,,?,,103,,431 kj(103 kcal),,0,,0,,"4,27",,0,,"4,88",,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Menthe enchantée,3770007564115,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1673,Éclairs chocolat,0209234014436,,,['France'],[],[],,,,,,,,,?,,261,,1092 kj(261 kcal),,11,,"5,6",,36,,23,,"4,6",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Fromage saint agur,0205982023096,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Saucisse aux pomme de terre,3550380044233,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,"8,7",,"3,3",,"8,2",,"0,5",,12,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Petit pain mou gris - 10x 45g,5410766032415,,,['France'],[],[],,,,,,,,,?,,323,,1351 kj(323 kcal),,"8,8",,"2,8",,"50,9",,"3,3",,"8,7",,"1,3",,"0,52",,,,,,,,,,,,,,10 x 45 g,,,,,,,,,,,,
1677,Finedor,3419280009172,,,['France'],[],[],,,,,,,,,?,,235,,983 kj(235 kcal),,"0,5",,"0,1",,"48,3",,"0,9",,"7,3",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Escalopes extra fine de poulet,0206231006990,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet']",['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,104,-21%,435 kj(104 kcal),-21%,"1,3",-52%,"0,4",-45%,0,-100%,0,-100%,23,+6%,"0,1",-77%,"0,04",-77%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1679,Rognons de boeuf sauce cognac et poivre,2692668029981,,,['France'],[],[],,,,,,,,,?,,74,,310 kj(74 kcal),,"1,7",,"0,3",,"2,7",,0,,11,,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Poelee mediterraneenne,2868075026176,,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,"0,29",,"0,04",,"3,34",,"3,05",,"1,12",,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
1681,Coppa sel sec - La Jasse - 100g,3700118300364,E,"['Viandes', 'Charcuteries', 'Coppa']",['France'],"['Viande de porc origine UE', 'sel', 'dextrose', 'arômes naturels', 'épices', 'antioxydant : E318', 'conservateur : E250-E252']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",20 g,en quantité modérée,8.3 g,en quantité élevée,0.4 g,en faible quantité,4.1 g,en quantité élevée,1264,+8%,?,,1264 kj(302 kcal),+2%,20,-2%,"8,3",+6%,"3,5",+470%,"0,4",+23%,"27,3",+3%,"4,1",-8%,"1,64",-8%,21,+4%,E,+4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,100 g,"['Barquette', 'Plastique']",['La Jasse'],,"['E318 - Isoascorbate de calcium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,4,,,['Union européenne'],,,
1682,Pilchards sardines - 385g,6497689794,,,['France'],[],[],,,,,,,,,?,,221,,925 kj(221 kcal),,17,,"4,3",,"0,6",,"0,6",,16,,1,,"0,4",,,,,,,,,,,,,,385 g,,,,,,,,,,,,
1683,Fromage - Saint Agur,0285520012270,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,33,,23,,"0,5",,"0,5",,16,,"2,2",,"0,88",,,,,,,,,,,,,['Point Vert'],,,['Saint Agur'],,,,,,,,,,
1684,Pain Diabemix,0285698012461,,,['France'],[],[],,,,,,,,,?,,248,,1038 kj(248 kcal),,"4,4",,"0,3",,36,,"1,5",,0,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Merguez veritables fabrication maison,2887815031492,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,,,,,,,,
1686,Tourte au riesling d'Alsace,2932325003146,,,['France'],[],[],,,,,,,,,?,,196,,820 kj(196 kcal),,"10,2",,"5,3",,"13,3",,"0,7",,"12,7",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Boeuf Bourguignon,2692508006332,E,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",['France'],[],[],2.8 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en faible quantité,0.7 g,en quantité modérée,?,,91,-5%,381 kj(91 kcal),-4%,"2,8",-3%,"0,9",-10%,"3,2",-45%,"1,8",+22%,13,+29%,"0,7",-13%,"0,28",-13%,-1,,A,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,,,,,,,,,,,,,
1688,Lentilles Cuisinées,3435640001426,,,['France'],[],[],,,,,,,,,?,,84,,351 kj(84 kcal),,"0,6",,"0,1",,"11,3",,"0,5",,"6,6",,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Cucumber,8934755035111,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Ricotta sèche de brebis,0201609011613,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Cacao cru Fleur de criollo - 40g,3770013017117,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,['Bio'],40 g,,,,,,,,,,,,
1692,Escalope de Dinde - Le Gaulois,0217638028140,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],0.5 g,en faible quantité,0.12 g,en faible quantité,0.03 g,en faible quantité,,,?,,109,-10%,456 kj(109 kcal),-10%,"0,5",-62%,"0,12",-70%,"0,1",-97%,"0,03",-96%,26,+14%,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,['Le Gaulois'],,,,,,,,,,
1693,Fonds d'artichaut,3061435002103,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes tiges', 'Artichauts', ""Coeurs d'artichauts""]",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,2 g,en faible quantité,0.8 g,en quantité modérée,?,,39,-22%,163 kj(39 kcal),-21%,"0,5",-71%,"0,1",-58%,6,+32%,2,+64%,"1,5",-14%,"0,8",-7%,"0,32",-7%,-2,,A,,,,,,,,,,,,,,,,,,,,,,
1694,Cuisse de canard,0203551024017,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,['Casino'],,,,,
1695,Cuisse de poulet,2227539013587,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Halal'],,,,,,,,,,,,,
1696,Truite fumée,0263896053660,E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",['France'],[],[],9.27 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,3.18 g,en quantité élevée,?,,753,+359%,3151 kj(753 kcal),+361%,"9,27",+18%,"1,7",+5%,0,-100%,0,-100%,"23,4",+4%,"3,18",+16%,"1,272",+16%,20,+69%,E,+69%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,,,,,,,,
1697,Brebis piment d'Espelette,2488751024205,,,['France'],[],[],,,,,,,,,?,,446,,1866 kj(446 kcal),,"38,2",,"26,4",,"2,2",,"0,5",,"23,3",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Pain rustique campeniere,3250391109760,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,"0,9",,"0,2",,"49,9",,"2,2",,"8,7",,"1,36",,"0,544",,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Mini beignets X12,0215467026177,,,['France'],[],[],,,,,,,,,?,,428,,1791 kj(428 kcal),,24,,"8,5",,45,,19,,"6,8",,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Melis Weißkohl Eingelegt Mit Sose,8699073292195,,,['France'],[],[],,,,,,,,,?,,7,,29 kj(7 kcal),,0,,0,,"2,27",,0,,"0,3",,"3,5",,"1,4",,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Pain Platine GM,0256519009311,,,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,12,,"0,2",,50,,"1,4",,"9,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Carton Mama Soupe Hot & Spicy - 20x 90g,8850987131271,,,['France'],[],[],,,,,,,,,?,,75,,314 kj(75 kcal),,"2,8",,"1,5",,11,,"0,7",,"1,5",,1,,"0,4",,,,,,,,,,,,,,20 x 90 g,,,,,,,,,,,,
1703,Crem'ergy,3664524000228,,,['France'],[],[],,,,,,,,,?,,413,,1728 kj(413 kcal),,"9,9",,"2,3",,52,,22,,26,,"0,84",,"0,336",,,,,,,,,,,,,,,,,,,,,,,,,,
1704,La sauce B.B.Q aux oignons de siscu et poivre phu quoq rouge,0634438424369,,,['France'],[],[],,,,,,,,,?,,103.2,,432 kj(103 kcal),,"0,1",,0,,"24,3",,"20,4",,"0,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Fromage de chèvre au lait pasteurisé - Soignon - 120g,3394230003199,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,23,,16,,1,,1,,20,,"1,5",,"0,6",,,,,,,,,,,,,,120 g,,['Soignon'],,,,,,,,,,
1706,Vesper'ale,3782450320033,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Steaks hachés - 250g,3760307270007,,"['Viandes', 'Steaks', 'Steaks hachés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1708,Muesli aux fruits - Alnatura,4104420493742,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,3,,"0,6",,60,,25,,"7,8",,,,,,,,,,,,,,,,,['Bio'],,,['Alnatura'],,,,,['Alnatura'],,,,,
1709,Taraffi con olio extravergine di oliva,8014941040058,,,['France'],[],[],,,,,,,,,?,,522,,2184 kj(522 kcal),,17,,3,,"7,8",,"1,74",,"1,1",,"2,97",,"1,188",,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Terrine de lapin aux oignons caramélisés,3760274960055,D,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de lapin']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.1%,15.8%,3.3%,2.4%,1.1%,0.3%,38,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,
1711,Igp Ardèche Vin Rouge Des Faucheurs,3760140517734,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],[],[],,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1712,Sel de mer a la fleur d'hibiscus - Eric Bur,3144550010076,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Eric Bur'],,,,,,,,,,
1713,Brownie décongelé,0205121021655,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Abricot sec,2600110028802,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",['France'],[],[],0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,,,?,,233,-11%,975 kj(233 kcal),-11%,"0,5",+3%,"0,02",-67%,"62,6",+8%,"53,4",+18%,"3,4",+10%,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,,
1715,Tomates cerises - 250g,8437018961948,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1716,7 légumes et fines herbes - Liebig,84273741,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Liebig'],,,,,,,,,,
1717,Noix de Cajou crue - 400g,3760179762860,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,400 g,,,,,,,,,,,,
1718,Cereales petits pois et courgette - Marks & Spencer,29074624,,,['France'],[],[],,,,,,,,,?,,119,,498 kj(119 kcal),,"3,6",,"0,5",,"15,6",,"3,8",,"4,1",,"0,18",,"0,072",,,,,,,,,,,,,,,,['Marks & Spencer'],,,,,,,,,,
1719,Mimolette jeune,0206322008667,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",['France'],[],[],24 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,?,,324,+1%,1356 kj(324 kcal),+1%,24,-0%,17,+4%,0,-100%,0,-100%,26,+1%,"2,6",+2%,"1,04",+2%,19,+3%,E,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1720,Escalope poulet fermier jaune des landes - Ronsard,2475465038185,C,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Escalopes de poulet', 'Viande de poulet sans peau', 'Poulets fermiers', 'Poulets fermiers jaunes']",['France'],['Poulet jaune'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Viande Française', 'Volaille Française', 'IGP', 'Qualité supérieure', 'Label Rouge']",,"['Barquette plastique', 'film plastique']",['Ronsard'],,,,,,,['France'],,,
1721,Miel de sarriette,3760084073105,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1722,Dejeunette,2615617002163,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,CREME GLACEE AU MOKA DOUX - Glace de la Ferme,8718531521179,,,['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,"16,8",,"9,7",,"22,1",,22,,"4,8",,"0,1",,"0,04",,,,,,,,,,,,,,,,['Glace de la Ferme'],,,,,,,,,,
1724,Coulis de tomates,3368980505463,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,
1725,Dattes bio de tunisie,3770000906622,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes de Tunisie']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,['Bio'],,,,,,,,,,,,,
1726,Pecorino romano,2850622022762,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages de brebis', 'Pecorino', 'Pecorino Romano']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,,,,,,,,,,,,,
1727,BEDDAR CHEDAR - JOHNSONVILLE - 395g,0077782024203,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Volailles', 'Poulets', 'Saucisses de volaille', 'Saucisses de poulet']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,395g,,['JOHNSONVILLE'],,,,,,,,,,
1728,Bloc de Foie Gras de Canard - 90g,3432770000350,,,['France'],[],[],,,,,,,,,?,,531,,2222 kj(531 kcal),,56,,25,,"1,5",,"1,3",,"5,2",,2,,"0,8",,,,,,,,,,,,,,90 g,,,,,,,,,,,,
1729,Poudre d'amande blanche,3662496001458,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['France'],[],[],50.4 g,en quantité élevée,4.6 g,en quantité modérée,4.3 g,en faible quantité,,,?,,621,-0%,2598 kj(621 kcal),-0%,"50,4",-5%,"4,6",+9%,"18,5",+113%,"4,3",+2%,"23,3",+0%,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,
1730,30 œuf frais sol,3760139470965,D,"[""Produits d'élevages"", 'Œufs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,
1731,Sirop d'érable,0817170000637,,,['France'],[],[],,,,,,,,,?,,360,,1506 kj(360 kcal),,0,,0,,90,,90,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Miel d'acacia - Finesse des Vergers,3590590015005,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,['Finesse des Vergers'],,,,,,,,,,
1733,Yaourt de Normandie - 2x 125g,3374273509520,,,['France'],[],[],,,,,,,,,?,,80.9,,338 kj(80 kcal),,3,,2,,"9,6",,"9,6",,"3,9",,"0,18",,"0,072",,,,,,,,,,,,,,2 x 125 g,,,,,,,,,,,,
1734,Cookie chunk Chocolat,0202443022964,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,24,,12,,55,,35,,"6,6",,"0,79",,"0,316",,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Yaourt de Normandie vanille - 2x 125g,3374273509124,,,['France'],[],[],,,,,,,,,?,,91.5,,383 kj(91 kcal),,"2,9",,"1,9",,"12,5",,"12,5",,"3,8",,,,,,,,,,,,,,,,,,2 x 125 g,,,,,,,,,,,,
1736,Ficelle picarde -,3424740041524,E,"['Crêpes et galettes', 'Ficelle picarde']",['France'],[],[],13.8 g,en quantité modérée,7.9 g,en quantité élevée,5 g,en quantité modérée,0.71 g,en quantité modérée,?,,232,+15%,971 kj(232 kcal),+16%,"13,8",+81%,"7,9",+108%,"19,2",+22%,5,+88%,"7,4",-10%,"0,71",-29%,"0,284",-29%,13,+80%,D,+80%,72.5%,18.3%,3.9%,1.4%,0.8%,3.0%,28,,,,,"['FR 59.502.030 CE', 'Rieux-en-Cambrésis (Nord, France)']",,,,,,,,,
1737,"Telemea de acasă din lapte de vacă și capră - 300g,",5941850871219,,['ro:Brânză telemea'],"['France', 'Allemagne', 'Roumanie', 'Royaume-Uni']","['Lapte de vacă 64% și capră 33% pasteurizat', 'culturi lactice selecționate', 'cheag', 'sare']",[],23 g,en quantité élevée,16 g,en quantité élevée,0.6 g,en faible quantité,3 g,en quantité élevée,1208,,291,,1208 kj(291 kcal),,23,,16,,3,,"0,6",,18,,3,,"1,2",,23,,E,,,,,,,,,,"300 g,",['Vacuum'],['Telemea de acasă'],['RO L70 EC'],,['Lait'],3,,,,['Romania'],,"Telemea de acasă din lapte de vacă și capră, 300g,"
1738,Légumes cuisinés façon Caponata,3263856752814,,,['France'],[],[],,,,,,,,,?,,136,,569 kj(136 kcal),,11,,"1,6",,"6,5",,"4,1",,2,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Envitas - Sondey,15877131,,,['France'],[],[],,,,,,,,,?,,437,,1828 kj(437 kcal),,15,,7,,63,,27,,9,,"1,2",,"0,48",,,,,,,,,,,,,,,,"['Sondey', 'Lidl']",,,,,,,,,,
1740,Betty Crocker Super Moist cake Dark chocolate,0016000438309,,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,"6,4",,"3,1",,"78,8",,"50,6",,"4,1",,"1,83",,"0,732",,,,,,,,,,,,,,,,['Betty Crocker'],,,,,,,,,,
1741,Pistache Salée - 200g,3266481727158,,,['France'],[],[],,,,,,,,,?,,604,,2527 kj(604 kcal),,47,,"5,6",,12,,"5,4",,29,,"1,7",,"0,68",,,,,,,,,,,,,,200 g,,,,,,,,,,,,
1742,Biopur Active Défenses Immunitaires - Léa Nature,3456300011944,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,,['Léa Nature'],,,,,,,,,,
1743,Légumes à la campagnarde sauce moutarde - Picard - 200g,3270164213043,,,['France'],[],[],,,,,,,,,?,,502,,2100 kj(502 kcal),,15,,"8,8",,20,,"1,5",,"4,6",,"1,2",,"0,48",,,,,,,,,,,,,,200 g,,['Picard'],,,,,['Picard'],,,,,
1744,Rhubarbe - 120 Gélules - Nat & Form,3535400003438,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Nat & Form'],,,,,,,,,,
1745,French donuts - St Michel,3178530417937,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],23 g,en quantité élevée,3.2 g,en quantité modérée,30 g,en quantité élevée,0.25 g,en faible quantité,?,,429,+5%,1795 kj(429 kcal),+5%,23,+1%,"3,2",-70%,55,+23%,30,+79%,"5,1",-14%,"0,25",-74%,"0,1",-74%,15,-23%,D,-23%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,"['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France']",,,['St Michel'],,,,,,,,,,
1746,Obela Hommus RST Pine Nut220gm,9346321000109,,,"['Australie', 'France']",[],[],,,,,,,,,?,,1090,,4561 kj(1090 kcal),,"18,3",,"2,2",,"12,7",,"0,5",,"7,6",,0,,0,,,,,,,,,,,,,,,,,,,,,"['Woolworths', 'Coles']",,,,,
1747,Chobani Flip Lemon meringue,93355490,,,"['Australie', 'France']",[],[],,,,,,,,,?,,136,,569 kj(136 kcal),,"3,9",,"2,5",,"17,3",,"13,6",,"7,5",,"0,45",,"0,18",,,,,,,,,,,,,"['Fabriqué en Australie', 'Sans conservateurs']",,,"['Chobani', 'Tang']",,,,,"['Woolworths', 'Coles']",,,,,
1748,Miel de châtaignier,3760055167024,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1749,The au citron,6091045151196,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Pom'Rhubarbe,3760150043421,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Miel de tilleul,3300160381566,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de tilleul']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
1752,Chinois creme patissiere et pepitye de chocolat - 500g,3266742120681,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,"6,7",,"1,5",,52,,26,,"5,2",,"0,67",,"0,268",,,,,,,,,,,,,,500 g,,,,,,,,,,,,
