,name,bar_code,eco_score,quantity,packaging,brand,categories,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,labels,origin_detail,ingredients_origins,producer_info,allergens,link,palm_ingredients,brand_owner
1904,Thins - Chocolat noir - McVitie's - 150g,5000396045611,D,150 g,,"[""McVitie's""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Sablés nappés de chocolat']",,,,"['France', 'Italie']","['Chocolat ', '40%', ' [sucre', 'pâte de cacao', 'huiles végétales ', 'palme', 'karité', 'beurre pâtissier ', 'lait', 'beurre de cacao', 'émulsifiants ', 'lécithines de soja', 'polyricinoléate de polyglycérol', 'arôme naturel]', 'farine de blé ', '26%', 'graisse végétale ', 'palme', 'farine de blé complète ', '9%', 'sucre', 'amidon modifié', 'sirop de glucose', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", 'sel', 'lait écrémé en poudre', ""correcteur d'acidité "", 'acide malique']","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E14XX - Amidons modifiés', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E296 - Acide malique']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,24.8 g,en quantité élevée,13.7 g,en quantité élevée,29 g,en quantité élevée,0.7 g,en quantité modérée,?,,513,+3%,2146 kj(513 kcal),+3%,"24,8",+4%,"13,7",+14%,"64,7",+3%,29,+7%,"6,4",-8%,"0,7",-7%,"0,28",-7%,22,+2%,E,+2%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,['en:Verified'],,,,"['Gluten', 'Lait', 'Soja']",,['Huile de palme'],
1905,Anneaux à la romaine - 240g,8422107001353,,240 g,,,['Anneaux à la romaine'],,,,['France'],[],,[],,10 g,en quantité modérée,1.1 g,en faible quantité,2 g,en faible quantité,2.1 g,en quantité élevée,?,,202,,845 kj(202 kcal),,10,,"1,1",,21,,2,,"6,4",,"2,1",,"0,84",,12,,D,,,,,,,,,,,,,,,,,
1906,Pizza del Gusto - mozzarella tomates - Mix - 380g,3700009269152,,380 g,"['Carton', 'Film en plastique', 'Boîte en carton']",['Mix'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",['Bretagne'],['FSC-C129128'],['Leclerc'],['France'],"['200 g de Pâte Napoli ', '52,6%', ' : pâte 50,5% ', 'farine de blé', 'eau', ""huile d'olive vierge extra"", 'sel', 'levure', 'huile de tournesol', '\r105 g de Garniture d’Ingrédients savoureux ', '27,7%', ' : mozzarella 17,4%', 'tomates cerise semi-déshydratées marinées 6,6% ', 'tomates', 'huile de tournesol', 'sel', 'plantes aromatiques', 'sauce au basilic2,7% ', 'eau', 'basilic 0,8%', 'fromage', 'huile de tournesol', 'huile d’olive vierge extra', 'sel', 'ail', 'jus de citron concentré', 'stabilisant ', ' gomme xanthane', 'roquette 0,8%', 'origan 0,2%', ' \r75 g de Sauce tomate cuisinée ', '19,7%', ' : purée de tomates', 'tomate pelée concassée au jus ', 'tomates concassées', 'jus de tomate', 'acidifiant : acide citrique', ""huile d'olive vierge extra"", 'sel', 'ail', 'sucre', 'origan 0,02%', 'poivre blanc', 'thym', 'laurier', 'basilic']","['E415 - Gomme xanthane', 'E330 - Acide citrique']",['Non végétalien'],4,7.1 g,en quantité modérée,2.6 g,en quantité modérée,2.9 g,en faible quantité,1.5 g,en quantité modérée,920,-4%,219,-4%,920 kj(219 kcal),-4%,"7,1",-15%,"2,6",-34%,28,+4%,"2,9",-1%,"9,3",-10%,"1,5",+20%,"0,6",+20%,2,-74%,B,-74%,,,,,,,,,"['en:FSC', 'FSC Mix', 'Nutriscore', 'Nutriscore B', 'Triman']",,,,"['Gluten', 'Lait', 'Soja']",,,
1907,Poulet & jardinière de légumes - William Saurin - 280g,3261055947093,C,280 g,['Barquette'],['William Saurin'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Poulets', 'Volailles cuites', 'Plats à la volaille', 'Poulets cuisinés']",,"['FR 12.202.001 CE', 'Rodez (Aveyron, France)']",['Carrefour'],['France'],"['Viande de poulet preparée en salaison précuite 21% ', 'viande de poulet*', 'eau', 'acidifiant : citrate de sodium', 'amidon de mais cireux', 'sel', 'pommes de terre précuites*', 'carottes*', 'eau', 'petit pois*', 'courgettes*', 'amidon de mais cireux', 'olghons*', 'crème fraîche* ', 'LAIT', 'thym*', 'sel', 'ciboulette*', ""arôme naturel d'ail"", ""poivre en poudre**Ingrédients issus de l'Agriculture Biologique"", 'Total pommes de terre et légumes à la mise en euvre 55%', ""Viande de poulet d'origine Union Européenne""]",['E331 - Citrates de sodium'],"['Non végétalien', 'Non végétarien']",4,2 g,en faible quantité,0.7 g,en faible quantité,1.3 g,en faible quantité,0.7 g,en quantité modérée,193,-76%,69,-63%,193 kj(69 kcal),-75%,2,-78%,"0,7",-68%,7,-22%,"1,3",+20%,5,-68%,"0,7",-35%,"0,28",-35%,-1,-128%,A,-128%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']",,['Union européenne'],,['Lait'],,,
1908,Poudre à lever - Auchan - 60g,3596710470259,,60 g,"['Sachet', 'Carton']",['Auchan'],"['Aides culinaires', 'Aides à la pâtisserie']",,"['EMB 33063', 'Bordeaux (Gironde, France)']",['Auchan'],['France'],"['Amidon de maïs*', 'carbonates de sodium', 'tartrates de potassium']",['E336 - Tartrates de potassium'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01', 'FR-BIO-10', 'Produit en braille', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,,,
1909,Starbucks latte macchiato - Nescafé,7613036942683,,,['Carton et capsules'],['Nescafé'],,,,,"['Belgique', 'France']",[],,[],,,,,,,,,,?,,34,,142 kj(34 kcal),,"1,7",,1,,"2,9",,"2,5",,"1,61",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,
1910,"Yaourt sucré, aux fruits aromatisé - Yoplait - 1040g",3329770063747,C,1040 g,['Pot'],"['Yoplait', 'Panier recette classique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache']",,"['FR 72.181.001 CE', 'Mans (Sarthe, France)', 'FR 38.544.004 CE', 'Vienne (Isère, France)']",,['France'],"['Yaourt ', 'LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments LACTIQUES ', 'LAIT', ' - Fruits : Ananas 10', '6% ou Abricot 10% ou Pêche 10% ou Poire 8% - Sucre 8', '9% - Eau - Amidon transformé de maïs - Arômes naturels - Epaississant : Carraghénanes', ""LAIT d'origine France""]","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,2.4 g,en faible quantité,1.6 g,en quantité modérée,13 g,en quantité élevée,0.12 g,en faible quantité,390,+1%,92,-3%,390 kj(92 kcal),-1%,"2,4",-30%,"1,6",-27%,"13,4",+20%,13,+25%,"3,2",-12%,"0,12",+4%,"0,048",+4%,3,+18%,C,+18%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"Yaourt sucré, aux fruits aromatisé",,,,,['Lait'],,,
1911,Le succulent haché Vegan - SOY - 210g,3259011248766,,210 g,['Barquette'],['SOY'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts de viande', 'Steaks végétaux']",,,,['France'],"['Protéines de soja*t', ' texturées réhydratées 59%', 'oignons* 17,6%', 'tofu* 8,8% ', 'eau', 'soja*', 'agents de coagulation : sulfate de calcium', 'nigari', 'concentré de tomates*', 'persil', 'vinaigre de cidre', 'huile de tournesol*', 'farine de riz complet*', 'ail', 'extrait de levure', ""huile d'olive"", 'paprika doux', 'herbes de Provence""', 'sel de mer', 'poivre*', "" *Ingrédients issus de l'agriculture biologique""]",,"['Végétalien', 'Végétarien']",3,5.3 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,0.85 g,en quantité modérée,?,,139,-32%,582 kj(139 kcal),-32%,"5,3",-41%,"0,9",-38%,"6,2",-63%,"2,8",+19%,14,+33%,"0,85",-19%,"0,34",-19%,-6,-4480%,A,-4480%,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Agriculture non UE', 'Végétalien', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'AB Agriculture Biologique']",,"['France', 'Sud-ouest de la France']",,['Soja'],,,
1912,Rillettes de thon - Connétable,3263670415315,C,,,['Connétable'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,,,['France'],"['Thon albacore 65%', 'eau', 'huile de tournesol', 'vin blanc', ' lait écrémé en poudre', 'oignon 0,4%', 'sel', 'laurier 0,2%', 'épaississant : gomme guar', 'ail 0,1%']",['E412 - Gomme de guar'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,1.5 g,en quantité modérée,0.7 g,en faible quantité,1 g,en quantité modérée,?,,188,-11%,787 kj(188 kcal),-12%,11,-30%,"1,5",-60%,"0,9",-57%,"0,7",-27%,21,+37%,1,-4%,"0,4",-4%,2,-68%,B,-68%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,"['Bio', 'Bio européen', 'FR-BIO-10', 'Pêche durable', 'Pêche durable MSC']",,,,,,,
1913,Blé cuisiné huile d'olive - Carrefour,3560071191436,,,,['Carrefour'],,,,['Carrefour'],['France'],[],,[],,,,,,,,,,?,,139,,582 kj(139 kcal),,"2,6",,"0,4",,22,,"0,5",,"4,7",,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,
1914,Barres de céréales chocolat noir casino - 125g,3222477164925,,125 g,,['Casino'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,"['EMB 45008A', 'Artenay (Loiret, France)']",['Casino'],['France'],[],,['Sans huile de palme'],,11 g,en quantité modérée,4.9 g,en quantité modérée,29 g,en quantité élevée,0.4 g,en quantité modérée,?,,409,-3%,1711 kj(409 kcal),-4%,11,-30%,"4,9",-18%,70,+16%,29,+7%,"5,5",-26%,"0,4",+2%,"0,16",+2%,16,+21%,D,+21%,,,,,,,,,"['Agriculture durable', 'en:palm-oil-free', 'en:UTZ Certified']",,,,,,,
1915,"Yaourt sucré, aux fruits aromatisé - Yoplait - 1040g",3329770063761,B,1040 g,"['Carton', 'Pot']","['Yoplait', 'Panier recette classique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",['France'],"['FR 38.544.004 CE', 'Vienne (Isère, France)']",,['France'],"['Yaourt ', 'LAIT écrémé à base de poudre de LAIT - LAIT écrémé - CREME - Poudre de LAIT écrémé - Ferments LACTIQUES ', 'LAIT', ' - Fruits : Ananas 10', '6% ou Mangue 10', '5% ou Noix de coco préparée 3% ', 'Lait de coco', 'râpé de coco', ' - Sucre 8', ""8% - Eau - Jus de carotte - Amidon transformé de maïs - LAIT entier concentré - Jus de citron - Arômes naturels - Epaississant : Carraghénanes - Concentré des minéraux du LAIT LAIT D'ORIGINE FRANCE""]","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,2.8 g,en faible quantité,1.9 g,en quantité modérée,12.9 g,en quantité élevée,0.13 g,en faible quantité,402,-1%,95,-5%,402 kj(95 kcal),-3%,"2,8",-11%,"1,9",-4%,"13,4",0%,"12,9",+4%,"3,3",-10%,"0,13",+14%,"0,052",+14%,2,-28%,B,-28%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"Yaourt sucré, aux fruits aromatisé",['Lait Français'],,,,['Lait'],,,
1916,Soba Peking Duck - Nissin - 180g,5997523313258,,180 g,['Boîte en plastique'],['Nissin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Plats préparés déshydratés', 'Nouilles instantanées']",['Hongrie'],,['Cora'],"['France', 'Allemagne', 'Suisse']","['Nouilles 74,7% ', 'farine de blé', 'huile de palme', 'sel', 'exhausteur de goût ', 'E621', 'agents de traitement de la farine ', 'E500', 'E451', 'antioxydant ', 'E306', ""correcteur d'acidité "", 'acide citrique', ""sauce d'assaisonnement 22,4% "", 'sucre', 'huile de colza', 'sauce soja ', 'eau', 'fèves de soja', 'blé', 'sel', 'dextrose', 'eau', 'pâte de soja ', 'fèves de soja', 'farine de blé', 'eau', 'sel', 'exhausteurs de goût ', 'E621', 'E635', 'protéine de maïs hydrolysée', 'arômes', 'sel', 'amidon modifié', 'vinaigre', 'graisse de poulet', 'colorant ', 'caramel ordinaire', 'épices', 'carotte', 'viande de canard 0,9%', 'oignon vert,']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols', 'E330 - Acide citrique', ""E635 - 5'-ribonucléotide disodique"", 'E14XX - Amidons modifiés', 'E150a - Caramel E150a']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,213,+25%,891 kj(213 kcal),+25%,"10,4",+212%,"4,7",+320%,"24,7",-6%,"4,2",+11%,"4,2",-15%,"1,8",-32%,"0,72",-32%,,,,,,,,,,,,,,,,,"['Gluten', 'Soja']",https://www.nissinfoods.fr/produits/soba/peking-duck/,['Huile de palme'],
1917,Noir  pâtissier 52% cacao bio - cémoi - 175g,3173281479708,D,175 g,,['cémoi'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],,['Leclerc'],['France'],"['Sucre de canne*', 'pâte de cacao*', 'beurre de cacao*', 'émulsifiant: lécithines de tournesol*', 'extrait de vanille*', 'Cacao : 52% minimum', 'Peut contenir des fruits à coque', 'des céréales contenant du gluten et du lait', '* Ingrédients biologiques']",['E322i - Lécithine'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,32 g,en quantité élevée,20 g,en quantité élevée,48 g,en quantité élevée,0.02 g,en faible quantité,?,,532,-4%,2226 kj(532 kcal),-4%,32,-19%,20,-13%,51,+32%,48,+51%,"6,1",-20%,"0,02",-57%,"0,008",-57%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,"['Bio', 'Bio européen', 'Fabriqué en France', 'AB Agriculture Biologique']",,,,,http://www.cemoi.fr,,
1918,Gel d'escargot - R&D - 50ml,8713551710466,,50ml,['Pot'],['R&D'],['Gel'],,['10 8251JR'],['Action'],['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
1919,Granola chocolat noir - GUSTONEO - 325g,3770005222413,B,325 g,['Zéro plastique'],['GUSTONEO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",['Lyon'],,['Biocoop'],['France'],"[""Flocon d'avoine"", 'sucre de coco 8%', 'chocolat noir 7% ', 'cacao 57% minimum', ' ', 'pâte de cacao', 'sucre de canne', 'beurre de cacao', 'poudre de vanille', 'cacao', 'huile de coco']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,13 g,en quantité modérée,6.8 g,en quantité élevée,11 g,en quantité modérée,0.04 g,en faible quantité,?,,13,-97%,54 kj(13 kcal),-97%,13,+49%,"6,8",+209%,49,-27%,11,-34%,11,+18%,"0,04",-89%,"0,016",-89%,0,-100%,B,-100%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,"['Bio', 'Végétarien', 'Bio européen', 'Commerce équitable', 'Végétalien', 'AB Agriculture Biologique', 'Commerce équitable Bio', 'en:FSC', 'Fabriqué en France', 'en:palm-oil-free', 'en:Faible empreinte carbone', 'en:Fiscalité 100% France', 'en:PME', 'en:Parité salariale F/H', 'en:Végane']",,['France'],,['Avoine'],https://gustoneo.com/,,
1920,Chips artisanales de beauce,3770006250057,,,,,,,,,['France'],[],,['Sans huile de palme'],,,,,,,,,,?,,440,,1841 kj(440 kcal),,28,,"2,6",,38,,"0,6",,"6,5",,1,,"0,4",,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs', 'Fabriqué en France', 'Sans arômes artificiels', 'en:palm-oil-free']",,,,,,,
1921,Infusion en gelée Aloé vera -  - 500g,3663787452188,D,500 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits']",,,,['France'],"['Aloe vera gel 48%', 'fructose', 'miel', 'acide ascorbique', 'acide citrique ', 'acidifiants', 'lactate de calcium ', 'antioxydant', 'citrate de sodium ', 'acidifiant', 'carraghenane ', 'épaississant', 'concentré de pomme', 'chlorophyle ', 'colorant', ' Fabriqué en Corée du Sud']","['E330 - Acide citrique', 'E327 - Lactate de calcium', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,0.02 g,en faible quantité,0.01 g,en faible quantité,41.9 g,en quantité élevée,0 g,en faible quantité,?,,238,-3%,996 kj(238 kcal),-3%,"0,02",-92%,"0,01",-82%,"59,56",-1%,"41,94",-27%,"0,5",+35%,0,-100%,0,-100%,11,-5%,D,-5%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1922,Confiture Myrtilles sauvages du Massif Central - Reflets de France,3560071197995,D,,['Bocal'],"['Reflets de France', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,['Carrefour'],['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,?,,232,+6%,971 kj(232 kcal),+6%,0,-100%,0,-100%,55,+3%,55,+8%,0,-100%,0,-100%,0,-100%,7,-24%,C,-24%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,
1923,Pesto alla genovese - Polli,8001310609824,C,,,['Polli'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,,,['France'],[],,[],,35 g,en quantité élevée,4.6 g,en quantité modérée,2.3 g,en faible quantité,2.62 g,en quantité élevée,?,,360,-20%,1506 kj(360 kcal),-19%,35,-21%,"4,6",-30%,"3,8",-36%,"2,3",+0%,"5,7",+20%,"2,62",+6%,"1,048",+6%,18,-8%,D,-8%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,"['Bio', 'Bio européen', 'IT-BIO-006', 'AB Agriculture Biologique']",,,,,,,
1924,Pâte à tartiner noisettes - Monoprix,3350033595101,,,,['Monoprix'],,,,['Monoprix'],['France'],['Sans gluten'],,[],,,,,,,,,,?,,538,,2251 kj(538 kcal),,31,,"5,7",,57,,55,,"5,7",,"0,13",,"0,052",,,,,,,,,,,,,,"['Sans gluten', 'Sans huile de palme']",,,,,,,
1925,Champignons de Paris pieds et morceaux,26095141,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,5",,"0,1",,"0,9",,"0,5",,"1,7",,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,
1926,Tendres carrés de blé à l'orientale - Céréal bio - 200g (2x100g),3175681249028,,200g (2x100g),,['Céréal bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Steaks végétaux']",,,,['France'],"['Seitan de blé* 38,8% ', 'eau ', 'gluten de blé*', 'farine de blé*', 'sel de mer', 'riz complet* précuit', 'courgettes* 13,8%', 'aubergines 11,5%', 'farine de blé*', 'huiles végétales* ', 'huile de tournesol oléique*', 'huile de tournesol*', ""flocons d'avoine complète*"", 'pois chiches* cuits 6%', 'oignons*', 'épices*', 'menthe*', 'sel de mer', "" *Ingrédients issus de l'agriculture biologique""]",,[],4,7 g,en quantité modérée,0.8 g,en faible quantité,3 g,en faible quantité,1.1 g,en quantité modérée,?,,203,-1%,849 kj(203 kcal),-0%,7,-22%,"0,8",-45%,18,+7%,3,+27%,14,+33%,"1,1",+5%,"0,44",+5%,-4,-3020%,A,-3020%,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,['Gluten'],,,
1927,CocaCola® - Coca-Cola,3760126830819,,,,['Coca-Cola'],,,,,['France'],[],,[],,,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,"10,6",,"10,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
1928,Le bio Orange Banane - Sans sucres ajoutés - Cidou - 1l,3760225493052,B,1 l,"['Brique', 'Carton']",['Cidou'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",['France'],['FSC-C081801'],['Auchan'],['France'],"['jus et purées de fruits à base de concentrés ', '72% ', ' : orange* ', '29%', 'raisin* ', '29%', 'banane* ', '14%', 'citron* - eau', "" Ingrédients issus de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité élevée,0.01 g,en faible quantité,?,,41,-2%,172 kj(41 kcal),-2%,"0,1",-48%,0,-100%,"9,6",-4%,"8,9",-6%,"0,3",-4%,"0,01",+4%,"0,004",+4%,8,-25%,D,-25%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,Nectar multifruits à base de jus concentrés bio,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'en:FSC', 'en:fsc-c081801', 'FSC Mix', 'Point Vert', 'Sans sucre ajouté', 'AB Agriculture Biologique', 'Triman']",,,,,,,
1929,Gressins à l'huile d'olive vierge extra - Franprix,3263850574795,B,,,['Franprix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,['Franprix'],['France'],[],,[],,10 g,en quantité modérée,1.5 g,en quantité modérée,2 g,en faible quantité,1.3 g,en quantité modérée,?,,396,-6%,1657 kj(396 kcal),-6%,10,-7%,"1,5",-34%,64,-4%,2,-20%,11,-4%,"1,3",-32%,"0,52",-32%,5,-61%,C,-61%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,,
1930,Filets de Saumon - océan sea - 500g,4056489032410,E,500g,['surgelées'],['océan sea'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Saumons', 'Filets de saumon']",,,,['France'],['Ocean Sea Filet de saumon avec peau sans arêtes C SURGELE 500g e Suggestion de présentation B 88'],,[],,14 g,en quantité modérée,1.7 g,en quantité modérée,0 g,en faible quantité,0.2 g,en faible quantité,?,,205,+15%,858 kj(205 kcal),+16%,14,+37%,"1,7",-2%,0,-100%,0,-100%,20,-1%,"0,2",-68%,"0,08",-68%,-2,-342%,A,-342%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,
1931,Fruit shoot au jus bio multifruits - Teisseire,3092718624873,,,,['Teisseire'],,,,,['France'],[],,[],,,,,,,,,,?,,26,,109 kj(26 kcal),,0,,0,,"5,8",,"5,8",,0,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs', 'Sans sucre ajouté', 'Sans arômes artificiels', 'AB Agriculture Biologique']",,,,,,,
1932,Pate a tartiner bio noisettes chocolat noir - Natur Attitud,3760159379194,D,,,['Natur Attitud'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,,['France'],"['Noisettes* 40%', 'chocolat noir* à 73% de cacao ', 'masse de cacao*', 'sucre de canne brut*', 'beurre de cacao', 'poudre de cacao*', 'poudre de vanille""', 'sucre de canne roux*', 'huile de colza*', "" *issu de l'Agriculture Biologique""]",,['Sans huile de palme'],3,52 g,en quantité élevée,10 g,en quantité élevée,27 g,en quantité élevée,0.01 g,en faible quantité,?,,630,+15%,2636 kj(630 kcal),+15%,52,+52%,10,+30%,31,-40%,27,-43%,8,+17%,"0,01",-90%,"0,004",-90%,21,+1%,E,+1%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,"['Bio', 'en:palm-oil-free']",,,,['Fruits à coque'],,,
