,name,bar_code,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,packaging,labels,ingredients_origins,manufacturing,markets,allergens,nova_score,generic_name,additives,origin_detail,link,palm_ingredients,brand_owner
1712,crema di carciofi al tartufo - LGM - 120g,8023237604218,,['France'],"['artichauts', ""huile d'olive extra vierge"", 'huile de tournesol', ""truffe d'été "", 'Tuber Aestvum Vit', '6%', ' sel', 'épices', 'arômes']",[],"295,2",1218.45,"28,92","6,83","1,9","295,2 kj(1218 kcal)","15,4","4,8","1,1","0,44",B,"['Epicerie', 'Sauces', 'Sauces aux champignons']",28.9 g,en quantité élevée,15.4 g,en quantité élevée,4.8 g,en faible quantité,1.1 g,en quantité modérée,-23%,+1018%,-34%,+255%,+331%,+14%,+173%,+6%,-21%,-21%,13,+60%,D,+60%,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,['LGM'],120 g,['Verre'],,,,,,,,,,,,
1713,White by licorne,3244851004207,,['France'],[],[],?,?,?,?,?,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Tortellini medi di carne,8021733200019,,['France'],[],[],?,246,8,33,10,1029 kj(246 kcal),"5,2","1,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Ravioli Bolognaise,3564706665828,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Banane bio,5050372220457,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Rose,3211200012572,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Assortiment de chocolat au praline,2010053360011,,['France'],[],[],?,516,32,53,5,2159 kj(516 kcal),12,50,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Chips,3168930163725,,['France'],[],[],?,532,28,53,"6,3",2226 kj(532 kcal),"3,4","1,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Pur jus d'orange sans pulpe,3256228438362,,['France'],[],[],?,41,"0,5","8,7","0,7",172 kj(41 kcal),"0,1","8,7",,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",0.5 g,en faible quantité,0.1 g,en faible quantité,8.7 g,en quantité élevée,,,,-5%,-5%,+184%,+289%,-10%,-5%,+11%,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
1721,Cigares orientaux,3760220283610,,['France'],[],[],?,431,16,"67,9","5,4",1803 kj(431 kcal),"6,5","37,5","0,131","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Speck e brie,8054395000024,,['France'],[],[],?,341,26,"1,7",25,1427 kj(341 kcal),15,"0,5",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Fraise,8425402023549,,['France'],[],[],?,543,"0,1",7,54,2272 kj(543 kcal),0,6,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Oeuf Weiss Coffret Noir,3595181925473,,['France'],[],[],?,549,"37,9","37,9","7,8",2297 kj(549 kcal),"22,6","36,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Nids de pâques praliné,3511243119611,,['France'],[],[],?,487,32,46,11,2038 kj(487 kcal),18,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Kecup,8711200398508,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Piadina integrale -,8000130480712,,['France'],[],[],?,300,"7,4","46,7","8,9",1255 kj(300 kcal),"0,9","1,5","1,76","0,704",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains plats', 'Piadina']",7.4 g,en quantité modérée,0.9 g,en faible quantité,1.5 g,en faible quantité,1.76 g,en quantité élevée,,-3%,-3%,+29%,-25%,-9%,-33%,-5%,+19%,+19%,5,-14%,C,-14%,,,,,,,,,,,,,,,,,,,,,,
1728,Morbier,0200284017712,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Saveur Paprika,4850006190825,,['France'],[],[],?,471,19,66,9,1971 kj(471 kcal),10,0,"0,118","0,047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Celeri finement rapé,2241893007617,,['France'],[],[],?,127,11,"4,3","1,1",531 kj(127 kcal),"0,9",2,"0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Coquille noix de st jacques,3366760042603,,['France'],[],[],?,170,11,11,"6,3",711 kj(170 kcal),"7,4",1,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Liegeois a la pistache,3701002405790,,['France'],[],[],?,201,15,14,"3,1",841 kj(201 kcal),"8,4",13,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Épices rouge,3760078110052,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Chocolat noir Peru,0194961000268,,['France'],[],[],?,58,"4,52","3,09","0,84",243 kj(58 kcal),3,"2,66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Miel,43473595,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Muesli choco noisette,41044082,,['France'],[],[],?,483,"22,8",58,8,2021 kj(483 kcal),"5,1","12,9","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Olive aux herbes de provence,5413588602040,,['France'],[],[],?,165,17,"0,5","1,2",690 kj(165 kcal),"2,3","0,3","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Recette au Jambon et légumes carottes & patate douce Ô p’tits legumes - Madrange - 140g,3180940089086,"['FR 87.065.001 CE', 'Feytiat (Haute-Vienne, France)']",['France'],"['Jambon de porc ', '52%', 'carottes ', '21%', 'eau', 'patate douce ', '6,2%', 'oignons ', '4,0%', 'fibres de chicorée', 'sel', 'arômes naturels', 'fibres de pois', 'amidon de pois', 'persil ', '0,4%', 'ail ', '0,3%', 'bouillon déshydraté ', 'jus concentré de blette', 'carotte', 'acérola', 'fibres de psyllium', 'extrait de piment Chipotle', 'sucre de canne', 'ferments', '\r Porc français élevé sans antibiotique dès la fin du sevrage ', '42ème jour', '\rCarottes', 'patate douce', 'oignons', 'persil origine UE', '\rAil origine France']","['Non végétalien', 'Non végétarien']",381,90,"1,2","4,6",14,381 kj(90 kcal),"0,4","1,9","1,5","0,6",C,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Spécialité charcutière']",1.2 g,en faible quantité,0.4 g,en faible quantité,1.9 g,en faible quantité,1.5 g,en quantité modérée,-25%,-32%,-30%,-75%,-78%,+588%,+219%,-34%,-20%,-20%,0,-100%,B,-100%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Madrange'],140 g,"['Frais', 'sous atmosphère protectrice', 'Barquette', 'Carton', 'Film', 'Plastique']","['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Nutriscore', 'Nutriscore B', ""Saveurs de l'Année"", ""Saveurs de l'Année 2021""]","['France', 'Union européenne']",['France'],,,4,SPECIALITE CHARCUTIERE A BASE DE JAMBON DE PORC ET DE LEGUMES,,,https://www.madrange.fr/nos-produits/recette-au-jambon-carottes-patate-douce/,,
1739,Chocolat noir Santo Domingo,0194961000251,,['France'],[],[],?,63,"4,6","4,37","0,65",264 kj(63 kcal),"2,96","2,95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Sauce Aïoli Bio,3077317970095,,['France'],[],[],?,675,"8,2","2,1","1,6",2824 kj(675 kcal),"2,1","0,6","1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Jalousie pommes,3004110106277,,['France'],[],[],?,256,12,32,"4,9",1071 kj(256 kcal),"5,8",10,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Cœur de saumon  Gravlaks à l'Aneth,3355200453512,,['France'],[],[],?,178,"9,6",1,22,745 kj(178 kcal),"1,5",1,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Lapin au chocolat,7616500668881,,['France'],[],[],?,560,34,58,"4,8",2343 kj(560 kcal),20,57,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Bofrost Mandel bienenstich,0853169008826,,['France'],[],[],?,308,17,33,5,1289 kj(308 kcal),"8,5",16,"0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Tendre croc’,3154230800064,,['France'],[],[],?,256.9,10,31,"9,2",1075 kj(256 kcal),5,"4,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,
1746,Lapin au chocolat noir,7616500672413,,['France'],[],[],?,560,36,51,"4,8",2343 kj(560 kcal),21,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Garcinia Cambogia Plus - 1 Mois,5060287431114,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Yogurt biologico magro alla vaniglia,8019010285569,,['France'],[],[],?,69,"0,1",14,"3,5",289 kj(69 kcal),"0,1",13,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Hasli,2990000033444,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Trottole Con Ripieno Di Mela,8015854123562,,['France'],[],[],?,362,"10,2","63,8","3,3",1515 kj(362 kcal),"5,2","38,4","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Rôti de Porc beurre ail,0212037076297,,['France'],[],[],?,205,"0,4","0,6",17,858 kj(205 kcal),"0,4","0,4","0,34","0,136",E,"['Viandes', 'Porc', 'Rôtis de porc']",0.4 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.34 g,en quantité modérée,,+42%,+44%,-92%,-81%,-27%,-36%,-24%,-80%,-80%,-2,-128%,A,-128%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,
1752,Oeufs Enchantés,3120470270561,,['France'],[],[],?,545,32,57,"6,1",2280 kj(545 kcal),20,56,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Chocolat jacques bockel,2010001390015,,['France'],[],[],?,554,"36,7","42,8","10,3",2318 kj(554 kcal),22,41,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Florentin 7 pieces,3367279999518,,['France'],[],[],?,568,37,51,"6,77",2377 kj(568 kcal),"21,3","50,3","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Minced Peppers and Garlic,4056489255147,,['France'],[],[],?,355,"36,1","0,7","0,8",1485 kj(355 kcal),"4,9","0,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Cabernet Sauvignon Sans Alcool,3663852007664,,['France'],[],[],?,20,0,5,0,84 kj(20 kcal),0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Mellase de sucre de canne,6624000216496,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,All Natural,7163039243329,,['France'],[],[],?,70,"1,8",9,"4,4",293 kj(70 kcal),1,7,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Huile melange,2477951957659,,['France'],[],[],?,828,92,0,0,3464 kj(828 kcal),"8,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Corn Flakes Glacés au sucre,3250392731632,,['France'],[],[],?,?,?,?,?,,,,"0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Salsa con tartufo,8003979003609,,['France'],[],[],?,444,45,"7,9","1,6",1858 kj(444 kcal),11,"4,5","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Crevettes panées,5414818017641,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Vimto,5010438018817,,['France'],[],[],?,50,0,"12,6",0,209 kj(50 kcal),0,"12,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,ScoubiFizz,3116740037637,,['France'],[],[],?,359,"2,3",79,"2,5",1502 kj(359 kcal),"1,3",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Ananas sechés - JusteBio,3700146213575,,['France'],[],[],?,317,"1,5",69,"3,2",1326 kj(317 kcal),0,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['JusteBio'],,,,,,,,,,,,,,
1766,Emmental bavarese - Selex,8003100888266,,['France'],[],[],?,388,"29,5","0,1","30,5",1623 kj(388 kcal),21,"0,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,,
1767,La noix de coco - Picard,3270160841004,,['France'],[],[],?,250,18,17,"2,2",1046 kj(250 kcal),17,16,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,['Picard'],,,,,,,,
1768,Tarte pomme rhubarbe,0257155035429,,['France'],[],[],?,265,13,32,"3,1",1109 kj(265 kcal),7,18,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Cakes Raisins - Bijou - 30emballages individuels,,['EM87187B'],['France'],"['Farine de blé 30%', 'œufs de poules élevées en plein air 16%', 'huile de colza', 'sucre', 'raisins secs 13%', 'sirop de glucose-fructose', 'stabilisant : glycérol', 'fibre végétale ', 'oligofructose', ""poudres à lever : carbonates d'ammonium - carbonates de sodium - citrates de sodium "", 'blé', 'sel', 'lait écrémé en poudre', ""arôme naturel d'orange"", 'dextrose', ' \rPeut contenir des traces de soja et de fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1688,403,18,53,6,1688 kj(403 kcal),"2,1",28,"0,58","0,232",,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']",18 g,en quantité modérée,2.1 g,en quantité modérée,28 g,en quantité élevée,0.58 g,en quantité modérée,+7%,+7%,+8%,+7%,-74%,+10%,-4%,+12%,+40%,+40%,13,-24%,D,-24%,,,,,,,,['Bijou'],30 emballages individuels,"['Boîte carton', 'Boîte en carton', 'Film en plastique']","['Point Vert', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Blés français filière responsable', 'Oeufs français de poules élevées en plein air']",['France'],"['Haute-Vienne', 'France']","['www.bijou.com', 'Saint-Yrieix-La-Perche', 'Limoges', 'Brive', 'Bordeaux']","['Œufs', 'Gluten', 'Lait']",4,Pâtisseries aux raisins secs,"['E422 - Glycérol', ""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E331 - Citrates de sodium']",,https://www.bijou.com/achat-de-biscuits/patisseries-traditionnelles-222/cakes-raisins-2263.html,,
1770,Pain spécial au levain,,,['France'],[],[],?,241,"4,9",38,"7,7",1008 kj(241 kcal),"0,8","2,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Riso Vital lactose free,8001860199103,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Dal tadka,0608171025077,,['France'],[],[],?,137,"8,2",11,"3,9",573 kj(137 kcal),"1,4","1,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,RoyalEssence,3700914603751,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Couronnes des rois,0202108013122,,['France'],[],[],?,274,18,10,18,1146 kj(274 kcal),1,1,"9,5","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,5 - Fruchtcocktail,4388860453638,,['France'],[],[],?,71,"0,1","16,5","0,3",297 kj(71 kcal),"0,1","14,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Baking camembert,4088600231242,,['France'],[],[],?,307,25,"1,1",20,1284 kj(307 kcal),18,"0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Sushi,8436591380146,,['France'],[],[],?,141.99,"4,17","8,66","8,22",594 kj(141 kcal),"1,77","1,58","0,48","0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Miscela arabica,8001687000941,,['France'],[],[],?,1,0,"0,3","0,2",4 kj(1 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,potato,4006034003594,,['France'],[],[],?,153,5,24,2,640 kj(153 kcal),"0,4","0,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Manao tahiti,3503555200309,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Tête de veau cuite roulée,2426127042774,,['France'],[],[],?,623,"5,8","0,6","23,4",2607 kj(623 kcal),"2,3","0,5","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Scrabble,3253345110065,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,6 Cônes fruits rouges - Picard - 426g (600mL),3270160730308,"['EMB 33539', 'Vayres (Gironde, France)']",['France'],"['Eau', 'gaufrette 16,2% [farine de blé ', 'gluten', 'sucre', 'graisse de coprah', 'émulsifiant : lécithines de soja', 'sel]', 'sucre', 'purée de cassis 7,9%', 'chemisage au cacao maigre 7,8% ', 'graisse de coprah', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithines de soja', 'sirop de glucose', 'sauce aux fruits rouges 7% ', 'sucre', 'sirop de glucose', 'purée de fraise 1,2%', 'purée de framboise 1,2%', 'purée de cassis 0,4%', 'eau', 'jus concentré de cassis', 'jus concentré de citron', 'jus concentré de sureau', 'gélifiant : pectines', 'arôme naturel de framboise', 'arôme naturel de fraise', 'lait écrémé réhydraté', 'purée de fraise 6,6%', 'purée de framboise 6%', 'crème liquide ', 'lait', ' 4,6%', 'lactosérum en poudre ', 'lait', 'jus concentré de sureau', 'jus concentré de betterave', ""émulsifiant : mono-et diglycérides d'acide gras d'origine végétale"", 'gélifiants ', 'farine de graines de caroube', 'gomme guar', 'pectines', 'gomme xanthane', 'arôme naturel de framboise 0,2%', 'jus de citron à base de concentré', 'arôme naturel de fraise 0,08%', 'protéines de pois hydrolysées', 'arôme naturel de cassis 0,01%']","['Sans huile de palme', 'Non végétalien']",962,229,"6,5",40,"2,1",962 kj(229 kcal),"5,5",27,"0,17","0,068",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés']",6.5 g,en quantité modérée,5.5 g,en quantité élevée,27 g,en quantité élevée,0.17 g,en faible quantité,-13%,-15%,-14%,-45%,-38%,+9%,+2%,-29%,+11%,+11%,11,-30%,D,-30%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Picard'],426g (600mL),"['Boite carton', 'surgelé']","['Nutriscore', 'Nutriscore D']","['Crème UE', 'Fruits rouges UE et hors UE']",,['Picard'],"['Gluten', 'Lait', 'Soja']",4,"Sorbet aux fruits rouges 37,3% crème glacée aux fruits rouges 31,7%, gaufrette 16,2% avec chemisage au cacao maigre 7,8% et sauce aux fruits rouges 7%","['E322i - Lécithine', 'E440 - Pectines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,https://www.picard.fr/produits/6-cones-fruits-rouges-000000000000073030.html,,
1784,Chocolat & eclats de noisettes - a Bicyclette - 400g,3523230056038,,['France'],"[""Jus d'avoine 66% "", 'eau', 'avoine complète 6,6%', 'sucre', 'eau', 'chocolat 3,4% ', 'poudre de cacao', 'pâte de cacao', 'sucre', 'extrait de noix de coco', ""purée d'amande"", 'farine de riz', 'cacao', 'noisette 0,6%', 'cacao maigre', ""fibre d'avoine"", ""fibre d'agrume"", 'amidon', 'arômes naturels', 'citrates de calcium', 'vitamine D', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,124,"3,8",20,"1,3",519 kj(124 kcal),"1,6",14,"0,1","0,04",,"['Desserts', 'Desserts au chocolat']",3.8 g,en quantité modérée,1.6 g,en quantité modérée,14 g,en quantité élevée,0.1 g,en faible quantité,,-37%,-36%,-60%,-72%,-2%,-20%,-71%,-43%,-43%,3,-64%,C,-64%,,,,,,,,['a Bicyclette'],400 g,,"['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']",,,,['Fruits à coque'],4,,,,,,
1785,Les legumes secs,3155580620043,,['France'],[],[],?,328,"0,8","44,9","0,13",1372 kj(328 kcal),"0,14","1,29","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Lait bébé croissance - Auchan,3596710481637,,['France'],[],[],?,?,?,?,?,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,
1787,Mini piccos salami,20265939,,['France'],[],[],?,232,"8,6","26,7","10,8",971 kj(232 kcal),"3,9","3,3","1,59","0,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Dragees,3322219103127,"['EMB 13211N', 'Marseille 11e  Arrondissement (Bouches-du-Rhône, France)']",['France'],[],[],?,512,24,60,"9,7",2142 kj(512 kcal),2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Bubble fresh parfum tutti frutti-menthol,7822210706243,,['France'],[],[],?,160,"0,3",65,"0,1",669 kj(160 kcal),"0,2","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Bonbon,0025675301948,,['France'],[],[],?,90,1,20,0,377 kj(90 kcal),"0,5",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,3600550981926,3600550981926,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Jambon en croute,2628759086724,,['France'],[],[],?,223,10,18,15,933 kj(223 kcal),"6,2","1,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Buger,3770017706123,,['France'],[],[],?,580,62,4,"1,3",2427 kj(580 kcal),5,"3,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Fraises guimauves,3760036352043,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Compotée oignons au miel d'abeilles noires,3760249866153,,['France'],[],[],?,126,"6,6",13,"1,8",527 kj(126 kcal),"0,5",10,"0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,8712561743792,8712561743792,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Bière blonde Dremmwel sans alcool,3760010135525,,['France'],[],[],?,42,"0,5",5,"0,4",176 kj(42 kcal),"0,1","0,7","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,huile d'onagre - Easy Parapharm Cie,3535400017480,,['France'],[],[],?,?,?,?,?,,,,,,,['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Easy Parapharm Cie'],,['120 capsules'],,,,,,,,,,,,
1799,Jus d ananas,8590014818507,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Pain d’epice au miel et aux noix,2341074003787,,['France'],[],[],?,345,"10,1","57,6","0,5",1443 kj(345 kcal),"3,1","5,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
