,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,labels,ingredients_origins,traceability_code,manufacturing,markets,additives,palm_ingredients,link,producer_info,brand_owner,origin_detail
1521,Mini-bâtonnets Glacés Au Lait Et Aux Fruits - Picard - 410g,3270160653348,B,410 g,['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés']",['France'],"['Crème glacée à la vanille ', '50 %', ' : eau', 'crème ', 'lait', ' 20 %', 'sucre', 'lactose ', 'lait', ' et protéines de lait', 'lait écrémé en poudre', ""émulsifiant : mono- et diglycéride d'acide gras d'origine végétale"", 'stabilisant ', 'farine de graine de caroube', 'gomme guar', 'extrait de vanille Bourbon 0,08 %', '\r Sorbet à la fraise ', '10 %', ' : eau', 'purée de fraise 30 %', 'sucre', 'concentrés de légumes ', 'carotte', 'citrouille', 'stabilisant : farine de graine de caroube', 'acidifiant : acide citrique', '\r Glace au citron vert ', '10 %', ' : eau', 'sucre', 'jus de citron vert 10 %', 'stabilisant : farine de graine de caroube', 'concentrés ', 'spiruline', 'carthame', 'extrait de carotte', 'extrait de citron vert', ""\r Sorbet à l'abricot "", '10 %', ' : eau', ""purée d'abricot 30 % "", ""purée d'abricot"", 'antioxydant : acide ascorbique', 'sucre', 'stabilisant : farine de graine de caroube', 'extrait de carotte', '\r Sorbet aux fruits rouges ', '10 %', ' : eau', 'sucre', 'purée de fraise 13,3 %', 'purée de groseille 8 %', 'purée de cassis 3,9 %', 'purée de mûre 2,5 %', 'purée de myrtille 1,8 %', 'purée de framboise 0,4 %', 'stabilisant : farine de graine de caroube', ""\r Sorbet à l'orange "", '10%', ' : eau', ""purée d'orange 30 %"", 'sucre', 'concentrés de fruits et légumes ', 'carthame', 'patate douce', 'pomme', 'acidifiant : acide citrique', 'stabilisant : farine de graine de caroube', ""extrait d'orange""]",['Non végétalien'],?,,121,-56%,4,-75%,20,-32%,"1,1",-62%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Lait'],4,4 g,en quantité modérée,2.8 g,en quantité modérée,20 g,en quantité élevée,0.1 g,en faible quantité,506 kj(121 kcal),-57%,"2,8",-75%,20,-22%,"0,1",-28%,"0,04",-28%,7,-57%,C,-57%,"['Carton', 'surgelé', 'Plastique']",['Fabriqué en Belgique'],,,['Belgique'],['Picard'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,https://www.picard.fr/produits/10-mini-batonnets-au-lait-et-aux-fruits-000000000000065334.html,,,
1522,6 Cônes Vanille-Café - Picard - 430g / 720ml,3270160736737,B,430 g / 720 ml,['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Cônes vanille café']",['France'],"['Lait écrémé réhydraté', 'gaufrette [farine de blé ', 'gluten', 'sucre', 'matière grasse végétale de coprah', 'émulsifiant : lécithine de soja]', 'crème fraiche liquide ', 'lait', ' 11,1%', 'chemisage et décor au cacao maigre ', 'matière grasse végétale de coprah', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'sucre', 'lactose ', 'lait', ' et protéine de lait', 'fibre de chicorée', 'morceaux de chocolat ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'lait écrémé concentré', 'arôme naturel de café ', 'contient colorant : caramel ordinaire', 'café en poudre 0,5 %', ""émulsifiant : mono- et diglycéride d'acide gras d'origine végétale"", 'extrait de vanille bourbon 0,2 %', 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'concentrés ', 'carotte', 'citrouille', 'carthame', 'citron', 'gousse de vanille épuisée broyée']","['Sans huile de palme', 'Non végétalien']",?,,273,+2%,"14,1",+19%,"30,4",-17%,4,+36%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"Crème glacée à la vanille 35,5% et crème glacée au café 35,5%, gaufrette 15% avec chemisage au cacao maigre 8%, décor au cacao maigre 3% et morceaux de chocolat 3%. - 6 Cônes Vanille-Café","['Gluten', 'Lait', 'Soja']",4,14.1 g,en quantité modérée,11.1 g,en quantité élevée,20 g,en quantité élevée,0.11 g,en faible quantité,1142 kj(273 kcal),+2%,"11,1",+25%,20,-25%,"0,11",-28%,"0,044",-28%,13,-17%,D,-17%,"['Carton', 'surgelé']","['Point Vert', 'Fabriqué en France']",,,['France'],['Picard'],"['E322i - Lécithine', 'E150a - Caramel E150a', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",,https://www.picard.fr/produits/6-cones-vanille-cafe-000000000000073673.html,,,
1523,Légumes à la mexicaine - Picard,3270160759965,,,['Picard'],,['France'],[],[],?,,96,,"3,9",,"8,5",,"4,5",,,,,,,,,,,,,,,,,,,,402 kj(96 kcal),,"0,6",,"2,9",,"0,67",,"0,268",,,,,,,['Sans additifs'],,,,['Picard'],,,,,,
1524,"Colin d'Alaska, sauce beurre citron et risotto aux petits légumes, surgelés - Picard - 300g",3270160819966,,300 g,"['Picard', 'Formule express']","['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes', 'Plats à base de colin']",['France'],"[""Colin d'Alaska "", 'poissons', ' qualité sans arrête* 25 %', 'eau', 'riz 10,5 %', 'lait demi-écrémé', 'crème liquide ', 'lait', 'carottes 5,8 %', 'poireau 2,9 %', ' oignon', 'fromage ', 'contient lait', 'vin blanc', 'petit pois 2,2 %', 'beurre ', 'lait', 'échalote', 'jus de citron', 'bouillon de légumes aromatisé ', 'eau', 'arômes naturels', 'oignon', 'extrait d’épice et d’aromates', 'sel', 'amidon transformé de maïs ou de manioc ou de riz', 'fumet de poisson aromatisé [eau', 'lactose ', 'lait', 'sel', 'extraits de poisson', 'arômes naturels', 'épices et aromates]', 'huile de tournesol', 'ciboulette', 'protéines de lait', 'épaississants ', 'gomme xanthane', 'gomme de guar', 'extrait de poivre', 'fonds de légumes [concentré de légumes ', 'carotte', 'oignon', 'poireau', 'eau', 'épice]', 'colorants : extrait de tagète et paprika']","['Non végétalien', 'Non végétarien']",485,,?,,"4,7",+12%,"11,5",+13%,"6,4",-3%,,,,,,,,"Colin d'Alaska 25 %, sauce beurre citron 15 % et risotto aux petits légumes 60 %","['Poisson', 'Lait']",4,4.7 g,en quantité modérée,3.1 g,en quantité modérée,1.5 g,en faible quantité,0.66 g,en quantité modérée,485 kj(116 kcal),+7%,"3,1",+82%,"1,5",0%,"0,66",-3%,"0,264",-3%,3,+1251%,C,+1251%,"['Surgelé', 'Barquette', 'Opercule', 'Carton']",,,"['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)']","['Frial - 6 Route de Caen - 14400 Saint-Martin-des-Entrées', 'Calvados', 'Basse-Normandie', 'France']",['Picard'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E161b - Lutéine']",,http://www.picard.fr,,,
1525,2 Bretzels au Gros Sel - Picard - 160g (2 * 80g),3270160820917,,160 g (2 * 80 g),['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Pains', 'Pains spéciaux', 'Pains Bretzels']",['France'],"['Farine de blé [farine de blé ', 'gluten', ' ', 'France', 'gluten de blé', 'levure désactivée', 'antioxydant : acide ascorbique]', 'eau', 'améliorants de panification [gluten de blé', 'sucre', 'farine de blé malté ', 'gluten', ""émulsifiants: mono -et diglycérides d'acides gras d'origine végétale"", 'stéaroyl-2-lactylate de sodium', ""esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras d'origine végétale"", 'épaississants: gomme de guar', 'farine de graine de caroube', 'fibres de pois', ""correcteur d'acidité : diphosphates"", ""extrait de malt [malt d'orge "", 'gluten', 'eau]', 'huile de colza', 'farine de blé ', 'gluten', 'antioxydant : acide ascorbique]', 'gros sel 3,2 %', 'huile de colza', 'levure', 'sel', ""correcteur d'acidité : hydroxyde de sodium"", 'lait écrémé en poudre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,,300,-6%,5,-27%,53,-1%,"9,3",+7%,,,,,,,,,"['Gluten', 'Lait']",4,5 g,en quantité modérée,0.8 g,en faible quantité,3.3 g,en faible quantité,2.61 g,en quantité élevée,1255 kj(300 kcal),-6%,"0,8",-17%,"3,3",-12%,"2,61",+44%,"1,044",+44%,13,+45%,D,+45%,"['Carton', 'boîte', 'surgelé']",,,,,['Picard'],"['E300 - Acide ascorbique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E524 - Hydroxyde de sodium']",,http://www.picard.fr/produits/2-pains-bretzels-000000000000082091.html,,,
1526,20 mini macarons - Picard - 125g,3270160828623,D,125 g,['Picard'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Macarons', 'Gâteaux et pâtisseries surgelés']",['France'],"['Sucre glace', 'amande 17,2%', 'blanc d’œuf liquide pasteurisé 8,9%', 'eau', 'sucre', 'caramel', 'beurre salé 4,8% [sucre', 'crème liquide ', 'lait', 'eau', 'beurre salé 0,4% ', 'lait', 'sirop de glucose-fructose de blé', 'beurre ', 'lait', 'épaississant carraghénanes', 'sel jus de citron]', 'chocolat noir de couverture 4,8% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'crème liquide [crème ', 'lait', 'stabilisant : carraghénanes', 'lait demi-écrémé', 'fourrage à la griotte aromatisé 2,7% ', 'purée de cerise griotte 1,2%', 'sucre', 'griotte semi-confite 0,3%', 'gélifiant : pectine de fruit ou de betterave', 'jus de citron', 'sirop de glucose-fructose de blé', 'arôme naturel', 'épaississant : gomme xanthane', ""correcteur d'acidité : acide citrique"", 'pâte de noisette 1,4%', 'chocolat au lait de couverture 1,4% ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'sel', 'arôme naturel de vanille', 'chocolat de couverture 1,3% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'extrait de vanille', 'sirop de glucose de blé', 'eau', 'noisette en poudre 0,6%', ""blanc d'oeuf en poudre 0,3%"", 'kirsch', 'colorants ', 'rouge de betterave', 'extrait de curcuma', 'complexe cuivre - chlorophylles', 'sirop de glucose', 'gélifiant : pectine amidée', 'amidon transformé de manioc', 'fécule de manioc', 'arôme naturel de menthe 0,018%']",['Non végétalien'],1763,+22%,?,,"18,3",+6%,"53,6",+39%,"8,3",+64%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,Macarons,"['Œufs', 'Lait', 'Fruits à coque', 'Soja']",4,18.3 g,en quantité modérée,4.9 g,en quantité modérée,42.3 g,en quantité élevée,0.132 g,en faible quantité,1763 kj(421 kcal),+25%,"4,9",-47%,"42,3",+67%,"0,132",-52%,"0,053",-52%,14,-11%,D,-11%,"['Carton', 'surgelé']",,,"['EMB 44129B', 'Pontchâteau (Loire-Atlantique, France)']",['France'],['Picard'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E440 - Pectines', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E162 - Rouge de betterave', 'E100 - Curcumine', 'E141i - Complexes cuivriques de chlorophylles', 'E440ii - Pectine amidée', 'E14XX - Amidons modifiés']",,,,,
1527,2 Cassolettes aux noix de Saint-Jacques - Picard - 2 * 120g (240g),3270160833320,,2 * 120 g (240 g),['Picard'],"['Surgelés', 'Entrées et snacks surgelés']",['France'],"['Noix de Saint-Jacques 28% ', 'Chlamus opercularis', 'Ecosse/Iles Féroé et/ou Zygochlamys patagonica', 'Argentine et/ou Argopecten purpuratus', 'Pérou et/ou Chlamys albidus', 'Russie', ' mollusque', '**', 'eau', 'crème fraîche liquide ', 'lait', ' 13,1%', 'Monbazillac 7,2% ', 'contient conservateur : sulfites', 'carotte 4,3%', 'carottes jaunes 4,3%', 'courgette 4,3%', 'beurre ', 'lait', 'échalote', 'oignon', 'amidon transformé de manioc', 'fumet de poisson ', 'poisson et extrait de poisson', 'sel', 'oignon', 'carotte', 'eau', 'huile de tournesol', ""épices et extraits d'épices"", 'plantes aromatiques', 'ciboulette', 'vinaigre de vin blanc ', 'contient conservateur : sulfites', 'ail', 'sel', 'poivre', ' **Origine des noix : voir lettre indiquée avant le numéro de lot']","['Non végétalien', 'Non végétarien']",?,,96,-57%,"6,4",-50%,"3,9",-75%,"5,6",-33%,,,,,,,,,"['Poisson', 'Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",4,6.4 g,en quantité modérée,4.2 g,en quantité modérée,2.1 g,en faible quantité,0.76 g,en quantité modérée,402 kj(96 kcal),-57%,"4,2",-34%,"2,1",-32%,"0,76",-28%,"0,304",-28%,5,-45%,C,-45%,"['Sachet', 'Plastique', 'Etui', 'Carton', 'Surgelé']",,,"['FR 17.218.004 CE', 'Marans (Charente-Maritime, France)']",['France'],['Picard'],['E14XX - Amidons modifiés'],,http://www.picard.fr/produits/2-cassolettes-aux-noix-de-saint-jacques-sauce-au-monbazillac-000000000000083332.html,,,
1528,9 tartines apéritives gourmandes - Picard - 160g,3270160837731,,160 g,['Picard'],,['France'],"['eau', 'chiffonnade de courgette 13,4% ', 'courgette 11,4%', 'huile de tournesol', 'vinaigre de Xérès', 'jus de citron à base de concentré', 'sel', 'baie rose', 'thym', 'crême ', 'créme de lait', 'stabilisant: carraghénanes', 'farine de blé [farine de blé ', 'gluten', 'gluten de blé]', 'jambon cuit supérieur 8% [jambon de porc ', 'origine : France*', 'sel', 'sírop de glucose de blé', 'dextrose de blé', 'antioxydant : érythorbate de sodium', 'conservateur: nitrite de sodium', 'arômes naturels', 'demi-tomate cerise mi-séchée marinée 7,8% ', 'tomate mi-séchée', 'huile de colza', 'ail', 'origan', 'sel', 'asperge verte 7,3%', 'ricotta 5,9% ', 'lactosérum ', 'lait', ""correcteurs d'acidité: acide citrique"", 'acide lactique', 'préparation à base de farine complète [farine complète de blé ', 'gluten', 'gluten de blě', 'sel', 'agent de traitement de la farine: acide ascorbique]', 'préparation à base de farine de seigle [farine de seigle ', 'gluten', 'farine de blé ', 'gluten', 'gluten vital de blé', 'sel', 'levain de seigle dévitalisé ', 'gluten', ""farine d'orge maltée toastée "", 'gluten', 'agent de traitement de la farine : acide ascorbique]', 'préparation à base de farine [faríne de seigle ', 'gluten', 'farine de blé ', 'gluten', 'levain de seigle dévitalisé ', 'gluten', 'gluten vital de blé', ""farine d'orge malté toasté "", 'gluten', 'son de blé ', 'gluten', 'remoulage de blé ', 'gluten', ']', ""moutarde à l'ancienne 1,5% "", 'eau', 'graine de moutarde', ""vinaigre d'alcool"", 'sel', 'noisette', 'préparation au basilic 0,9% ', 'basilic 0,4%', 'huile de tournesol', 'fromage râpé ', 'contient lait', 'eau', ""huile d'olive"", 'sel', 'ail', 'amidons transformés de mais', 'jus de citron concentré', 'amidon transformé de pomme de terre', 'beurre ', 'lait', 'levure de boulangerie', 'pignon de pin 0,6%', 'améliorant de panification [farine de blé malté toasté ', 'gluten', 'sucre caramêlisé en poudre ', 'sirop de glucose de blé ou maïs et sucre caramélisé', 'poudre de cacao dégraissé', 'farine de blé ', 'gluten', ']', 'Parmigiano Reggiano AOP* rapé 0,4% ', 'contient lait', 'sel', 'huile de tournesol', 'échalote', 'persil', 'œuf entier en poudre', 'fécule de manioc', 'poivre']","['Non végétalien', 'Non végétarien']",875,,209,,"9,9",,21,,"7,4",,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Moutarde', 'Fruits à coque', 'Blě']",4,,,,,,,,,875 kj(209 kcal),,"4,8",,"4,3",,"1,03",,"0,412",,,,,,"['Surgelé', 'Carton']",['AOP'],,"['EMB 44162F', 'Saint-Herblain (Loire-Atlantique, France)']",['France'],['Picard'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E270 - Acide lactique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés']",,https://www.picard.fr/9-tartines-aperitives-gourmandes-000000000000083773.html,,,
1529,Sorbet pamplemousse rose - Picard,3270160840618,C,,['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au pamplemousse']",['France'],"['pamplemousse rose 60%', 'sucré eau', 'sirop de sucre inveiti', 'gélifiant • farine de graines de caroube', 'épaississant gomme xanthane', 'protéine de pois hydrolysée sucre', 'purée de framboise', 'arôme naturel de pampemousse avec autres arômes naturels', ' produit élaboré dans un atelier qui utilise gluten', 'oeuf', 'soja', 'lait', 'fruits à coque', 'sésame']",[],?,,98,-20%,"0,5",+75%,24,-16%,"0,5",+10%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,4,0.5 g,en faible quantité,0.01 g,en faible quantité,23 g,en quantité élevée,0.03 g,en faible quantité,410 kj(98 kcal),-20%,"0,01",-89%,23,-5%,"0,03",-0%,"0,012",-0%,5,-5%,C,-5%,,,,,,['Picard'],"['E410 - Gomme de caroube', 'E415 - Gomme xanthane']",,,,,
1530,Les glaces à l'italienne - Noisette - Picard - 350ml / 200g e,3270160843992,B,350 ml / 200 g e,['Picard'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces aux noisettes']",['France'],"['Lait écrémé réhydraté', 'crème liquide ', 'lait', ' 11,2 %', ' sucre', 'sirop de glucose de maïs et blé', 'pâte de noisette grillée 6,3 %', 'éclat de noisette grillée 2,4 %', 'lactose ', 'lait', ' et protéines de lait', 'épaississants ', 'farine de graines de caroube', 'alginate de sodium', ""émulsifiant: mono- et diglycérides gras d'origine végétale""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,213,-6%,"10,6",-13%,"23,8",-8%,5,+21%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"Crème glacée noisette 97,5% et éclats de noisette grillée 24%. Les Glaces à l'Italienne - Noisette","['Gluten', 'Lait', 'Fruits à coque']",4,10.6 g,en quantité modérée,4.8 g,en quantité modérée,18.2 g,en quantité élevée,0.19 g,en faible quantité,891 kj(213 kcal),-9%,"4,8",+3%,"18,2",-12%,"0,19",+51%,"0,076",+51%,6,-33%,C,-33%,"['Plastique', 'surgelé', 'Bac']","['Point Vert', 'Fabriqué en Italie']","['France', 'Allemagne', 'Pologne']",,['Italie'],['Picard'],"['E410 - Gomme de caroube', 'E401 - Alginate de sodium']",,,,,
1531,Parmentier de canard - Picard - 700g,3270160860210,D,700 g,['Picard'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",['France'],"['Pomme de terre cuite 43,5 % ', 'pomme de terre', 'eau', 'sel', 'viande de canard confite 18,1 % [cuisse et manchon de canard ', 'origine : France', 'gras de canard', 'graisse de canard', 'sel', 'poivre]', 'eau', 'champignon de Paris', 'oignon', 'crème fraîche liquide ', 'lait', 'beurre ', 'lait', ""oignon préfrit à l'huile de tournesol"", 'graisse de canard 2,9 %', 'lait entier en poudre', 'emmental français râpé ', 'lait', 'chapelure [farine de blé ', 'gluten', 'levure', 'sel]', 'ail', 'amidon de tapioca', 'sel', 'concentré de tomate', 'persil', 'poivre', 'thym']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,,179,+27%,12,+56%,11,+14%,"7,1",-1%,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,,"['Gluten', 'Lait']",4,12 g,en quantité modérée,5.7 g,en quantité élevée,2.1 g,en faible quantité,0.82 g,en quantité modérée,749 kj(179 kcal),+27%,"5,7",+56%,"2,1",+30%,"0,82",+5%,"0,328",+5%,5,+69%,C,+69%,"['Barquette', 'Etui', 'Carton', 'Film', 'Plastique', 'Surgelé']",['Point Vert'],,,,['Picard'],,,,,,
1532,Poulet façon fajitas et riz aux épices - Picard - 300g,3270160860241,D,300g,['Picard'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats préparés surgelés', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']",['France'],"['riz cuit 34,5% ', 'eau', 'riz', 'sel', 'tomate pelée concassée ', 'tomate', 'jus de tomate', 'filet de poulet cuit traité en salaison ', 'viande de poulet 12%', 'eau', 'sel', 'dextrose de blé', 'amidon de pomme de terre', 'oignon', 'sauce salsa 4,4% ', 'eau', 'purée de tomate', ""purée d'oignon "", 'oignon', 'huile de tournesol', 'sel', 'vinaigre de malt', 'oignon', 'poivron rouge', 'poivron vert', 'dextrose de blé', ""purée d'ail"", 'amidon transformé de maïs', 'sel', 'cumin', 'chili en poudre ', 'chili', 'cumin', 'sel', 'origan', 'ail', 'purée de chili rouge ', 'chili', 'sel', 'oignon', 'gomme xanthane', 'extrait de paprika', ""extrait d'épice"", 'huile de tournesol', 'haricot rouge ', 'haricot rouge', 'eau', 'sel', 'poivron vert', 'poivron rouge', 'poivron jaune', 'cheddar rouge ', 'lait', 'sel', 'présure', 'ferments lactiques', 'rocou', 'huile de tournesol', 'eau', 'maïs', ""huile d'olive vierge extra"", 'sucre', 'sel', 'épices 0,2%', 'amidon transformé de manioc ou de maïs ou de riz', 'coriandre', 'ail', 'piment', 'Tabasco® ', 'vinaigre', 'piment', 'sel', 'extrait de poivre', 'origan']","['Non végétalien', 'Non végétarien']",457,-18%,?,,"2,9",-37%,"13,8",-27%,"6,3",-3%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,"Poulet façon fajitas 60%, riz cuisiné aux épices 40%",['Lait'],4,2.9 g,en faible quantité,0.8 g,en faible quantité,2.5 g,en faible quantité,0.759 g,en quantité modérée,457 kj(109 kcal),-28%,"0,8",-48%,"2,5",+69%,"0,759",-5%,"0,304",-5%,0,-100%,B,-100%,"['Carton', 'Surgelé']",,,"['FR 14.630.043 CE', 'Saint-Martin-des-Entrées (Calvados, France)']",['France'],['Picard'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika', 'E160b - Rocou']",,"http://www.picard.fr/produits/poulet-facon-fajitas-riz-epices/000000000000086024,default,pd.html",,,
1533,Ravioli mascarpone e basilico - Picard,3270160862856,,,['Picard'],,['France'],[],[],?,,142,,"7,5",,13,,5,,,,,,,,,,,,,,,,,,,,594 kj(142 kcal),,4,,4,,"0,5",,"0,2",,,,,,,,,,,['Picard'],,,,,,
1534,"Saumon, Polenta Crémeuse au Fromage, Compotée de Tomates - Picard - 350g e",3270160866199,,350 g e,['Picard'],"['Surgelés', 'Plats préparés', 'Plats préparés au poisson', 'Plats au saumon', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",['France'],"['Saumon qualité sans arêtes ', 'poissons', ' 25,7 %', 'lait demi-écrémé', 'tomate 17,8 %', 'eau', 'crème liquide ', 'lait', 'semoule de maïs précuite 5,8 %', 'oignon', 'Parmigiano Reggiano AOP ', 'contient : lait', ' 2,2 %', 'purée de tomate 1,7 %', 'basilic 0,9%', 'concentré de tomate 0,8 %', ""huile d'olive vierge extra 0,7 %"", 'sel', 'farine de riz', ""purée d'ail"", 'poivre']","['Non végétalien', 'Non végétarien']",?,,123,-17%,"6,7",-6%,7,-43%,"8,2",+17%,,,,,,,,,"['Poisson', 'Lait']",3,6.7 g,en quantité modérée,2.6 g,en quantité modérée,1.2 g,en faible quantité,0.5 g,en quantité modérée,515 kj(123 kcal),-16%,"2,6",+9%,"1,2",-33%,"0,5",-31%,"0,2",-31%,-1,-145%,A,-145%,"['Plastique', 'Carton', 'surgelé']","['Fabriqué en France', 'AOP']",,,['France'],['Picard'],,,https://www.picard.fr/produits/saumon-polenta-cremeuse-au-fromage-compotee-de-tomates-000000000000086619.html,,,
