,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,eco_score,categories,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,additives,nova_score,manufacturing,brand_owner,allergens,ingredients_origins,generic_name,link,palm_ingredients
1188,Triangle Comtois - Crous Languedoc Roussillon - 250g,00013819,"['Arômes naturels', 'Pur beurre']",['France'],"['PATE A PAIN [farine de BLE ', 'farine de BLE', 'GLUTEN de BLE', 'farine de BLE malité', 'levure désactivée', 'eau', 'dextrose', 'graines de tournesol 1,5%', 'sel', 'levure', 'poudre de BEURRE', 'perméat de LACTOSERUM', 'émulsifiant: E471e', 'GLUTEN de BLE', ' graines de millet 0,3%', 'graines de SESAME O,3%', 'colorant E160aiii', 'agent de traitement de la farine : E300]', 'décor GRAINES 3% [millet 45%', 'SESAME 35%', 'pavot 20%]', ' UR US Garhiture 56% Jambon 35,7% ', 'jambon de porc [origine France]', 'eau', 'sel', 'arômes naturels', 'dextrose', 'bouillon de porc déshydratė [eau', 'os et viande de porc', 'extrait de carotte et extrait de poireau]', 'sirop de glucose', 'chlorure de potassium', 'antioxydant ascorbate de sodium', ' conservateur nitrite de C sodium', 'salade batavia 21,4%', ' tomate 21', '4% COMTE 7,1% ', 'LAIT de vache', 'sel', 'FERMENTS LACTIQUES', 'présure', 'moutarde 7,1% ', 'eau', 'graines de moutarde', 'vinaigre d’alcool', 'sel', 'acidifiant : acide citrique', 'conservateur : DISULFITE de potassium', 'BEURRE léger 7,1% ', 'eau', 'BEURRE', 'amidon modifié E1422', 'amidon de pomme de terre', 'acidifiant : acide lactique', 'sel 0,4%', 'émulsifiants E471', 'épaississant E466', 'conservateur : sorbate de potassium colorant : bêta-carotène', 'arôme naturel']","[""Pourrait contenir de l'huile de palme""]",?,182,"5,5","22,6","9,6",761 kj(182 kcal),"2,6","2,5","1,3","0,52",250 g,,['Crous Languedoc Roussillon'],,['Sandwichs'],,5.5 g,en quantité modérée,2.6 g,en quantité modérée,2.5 g,en faible quantité,1.3 g,en quantité modérée,,-24%,-25%,-47%,-24%,-9%,-23%,-9%,-2%,-2%,3,-61%,C,-61%,,,,,,,,,"['E160aiii - Bêta-carotène issu de blakeslea trispora', 'E300 - Acide ascorbique', 'E1422 - Adipate de diamidon acétylé', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E160ai - Bêta-carotène']",4,,,"['Gluten', 'Graines de sésame']",,,,
1189,Pici - Coop - 500g,277613356250956500000225,,"['France', 'Suisse']",[],[],?,?,?,?,?,,,,,,500 g,['sachet plastique'],"['Coop', 'Fine Food']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Y Framboise,2959143155174,,['France'],[],[],?,115,"6,4","10,9","2,4",481 kj(115 kcal),"4,2","10,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Kaju dhoda burfi,8901414003910,,['France'],[],[],?,430.8,"13,2","67,5","10,5",1802 kj(430 kcal),"6,4","52,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Salade Grecque - Crous Languedoc Roussillon - 315g,00012249,,['France'],"['Salade Grecque Salade verte 38,1%', 'dès de BREBIS 22', '2% ', 'LAIT pasteurisé de brebis 96,32%', 'sel 2', '4%', 'ferments LACTIQUES 1,2%', 'enzyme coagulante', 'chlorure de calcium', 'concombre 15,9%', 'poivrons 9,5%', 'tomate cerise 9,5%', 'olives noires 4,8%']",['Non végétalien'],?,93.4,"7,1","1,8","5,1",391 kj(93 kcal),"4,8","1,2","0,6","0,24",315 g,['Boite plastique'],"['Crous Languedoc Roussillon', ""Crous Resto'""]",,"['Plats préparés', 'Salades', 'Salades composées']",,7.1 g,en quantité modérée,4.8 g,en quantité modérée,1.2 g,en faible quantité,0.6 g,en quantité modérée,,-39%,-38%,-21%,+256%,-82%,-47%,-8%,-32%,-32%,3,+97%,C,+97%,,,,,,,,['Crous Languedoc Roussillon'],,3,,,['Lait'],,,,
1193,Confit d'oignons - Favols - 650g,3469670402854,,['France'],[],[],1046,247,"0,2","53,2","1,1",1046 kj(247 kcal),"< 0,1","51,1","2,11","0,844",650 g,"['Bocal', 'Verre']",['Favols'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]",,0.2 g,en faible quantité,0.1 g,en faible quantité,51.1 g,en quantité élevée,2.11 g,en quantité élevée,+49%,+47%,+49%,-88%,-62%,+52%,+58%,+10%,+237%,+237%,15,+128%,D,+128%,,,,,,,,,,,,,,,,,
1194,Tarte au chocolat - Crous Languedoc Roussillon - 100g,00032810,,['France'],"['CREME fraiche', 'FARINE de BLE', 'chocolat 14% ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de SOJA', 'arôme', 'eau', 'sucre', 'ŒUF frais entier', 'BEURRE', 'margarine ', 'huiles et graisses végétales [palme', 'colza]', 'eau', 'sel', 'émulsifiant : E471', ""correcteur d'acidité : acide citrique"", 'colorant : béta-carotène', 'copeaux de chocolat noir 3,5% ', 'sucre', 'masse de cacao', 'beurre de cacao', 'arôme naturel de vanille', 'lécithine de SOJA', 'sucre glace ', 'fécule de pommes de terre', 'poudre de LAIT écrémé', 'émulsifiants : E491-E435', 'protéines de LAIT', 'agents de fermentation désactivés', 'dextrose', 'huile de colza', 'poudres à lever ', 'E450 - E500', 'amidon transformé de mais', 'épaississant : alginate de sodium', 'arôme', 'sel', 'fibre de BLE']","['Huile de palme', 'Non végétalien']",?,361,20,38,"5,5",1510 kj(361 kcal),12,24,"0,1","0,04",100 g,['Carton'],"['Crous Languedoc Roussillon', ""Crous Resto'""]",,"['Tartes', 'Tartes sucrées', 'Tartes au chocolat']",,20 g,en quantité modérée,12 g,en quantité élevée,24 g,en quantité élevée,0.1 g,en faible quantité,,-4%,-6%,-4%,+3%,-9%,-3%,+4%,-66%,-66%,18,-2%,D,-2%,,,,,,,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E160ai - Bêta-carotène', 'E491 - Monostéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E14XX - Amidons modifiés', 'E401 - Alginate de sodium']",4,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,,
1195,Miel de printemps,3770008907027,,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
1196,THERALICA,3760235010805,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Tomme des Pyrenées,2441812020400,,['France'],[],[],?,1436,28,15,22,6008 kj(1436 kcal),21,5,"1,7","0,68",,,,,,"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Tarte citron meringuée - Crous Languedoc Roussillon - 125g,00031288,,['France'],"['Eau', 'farine de BLE', 'sucre', 'OEUFS entiers', 'meringue en poudre 6,5% ', 'sucre', ""poudre de blanc d'OEUF"", 'amidon modifié', 'acidifiant : acide citrique', 'arôme naturel', 'préparation à base de matière grasse végétale ', 'huiles et graisses végétales de palme et colza', 'eau', 'émulsifiant : E471', 'sucre', 'acidifiant : E330', 'colorant : E160a', 'arômes', 'préparation pour CREME PATISSIERE ', 'sucre', 'amidon modifié de pommes de terre', 'dextrose de BLE', 'LACTOSERUM', 'matière grasse végétale ', 'matière grasse non hydrogénée de palme', 'sirop de glucose-fructose de BLE et de maïs', 'protéines de LAIT', 'poudre de LAIT entier', 'stabilisant : E451i', 'sel', 'arôme vanille', 'colorants : E160aii et extrait de carotte', 'BEURRE', 'jus de citron 1,1%', 'acidifiant : E330', ""blanc d'OEUF 0,6% "", 'acidifiant : E330', 'stabilisant : E1505', ' poudres à lever ', 'E450i', 'E500ii', 'amidon de BLE', 'arôme citron 0,1%', 'sel', 'gélifiant : gomme de xanthane', ' colorant : E160a']","['Huile de palme', 'Non végétalien']",?,279,10,42,"4,2",1167 kj(279 kcal),5,27,"0,2","0,08",125 g,['Carton'],['Crous Languedoc Roussillon'],C,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits']",,10 g,en quantité modérée,5 g,en quantité modérée,27 g,en quantité élevée,0.2 g,en faible quantité,,-19%,-20%,-34%,-46%,-8%,-12%,-15%,-8%,-8%,12,-35%,D,-35%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,"['E14XX - Amidons modifiés', 'E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160a - Carotènes mélangés', 'E451i - TPP', 'E160aii - Carotènes végétaux', 'E1505 - Citrate de triéthyle', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E415 - Gomme xanthane']",4,,,"['Œufs', 'Gluten', 'Lait']",,,,['Huile de palme']
1199,Céleri rémoulade - Crous Languedoc Roussillon - 150g,00013406,,['France'],"['CELERI 68%', 'sauce rémoulade 32% ', 'eau', 'huile de colza', 'MOUTARDE [eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel]', ' OEUF entier liquide pasteurisé', ""vinaigre d'alcool"", 'amidon transformé de pommes de terre', 'épaississants E415-E412', 'sel', 'arôme', 'conservateur : E202']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,130,12,"3,5",1,544 kj(130 kcal),"0,6",2,"1,1","0,44",150 g,['Boite plastique'],"['Crous Languedoc Roussillon', ""Crous Resto'""]",B,"['Plats préparés', 'Frais', 'Plats préparés frais', 'Légumes préparés', 'Entrées', 'Céleris Rémoulade', 'Entrées froides']",,12 g,en quantité modérée,0.6 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,,0%,0%,+3%,-39%,+7%,+15%,-17%,+9%,+9%,1,-71%,B,-71%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,['Crous Languedoc Roussillon'],"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,,,"['Céleri', 'Œufs', 'Moutarde']",,,,
1200,Crous Languedoc Roussillon - 460g,00022002,"['Pur beurre', ""À l'huile de tournesol""]",['France'],"['PATES FARFALLES cuites 41,8%', 'sauté de porc 26% ', 'origine France', 'carottes 16,7%', 'oignons 4,6%', 'BEURRE 3,7% ', 'CREME fraîche pasteurisée', 'FERMENTS LACTIQUES', ""MOUTARDE à l'ancienne 3,7% "", 'eau', 'graines de MOUTARDE', ""vinaigre d'alcool"", 'sel', 'vin blanc [contient SULFITES]', 'sucre', 'épices', 'acidifiant [acide citrique]', 'conservateur [DISULFITE de potassium]', 'huile de colza 1,7%', 'FARINE', 'persil', 'ail', '\rbouillon de légumes ', 'sel', 'légumes 27% [poireau', 'oignon', 'carotte', 'chou]', 'extrait de levure', 'fécule de pomme de terre', 'sucre', 'huile de tournesol', 'ail', 'laurier', 'thym', 'poivre', 'arômes', 'acidifiant : acide citrique', 'sel', 'poivre']",['Non végétalien'],?,149,"7,3","12,4","7,5",623 kj(149 kcal),3,"1,3","0,4","0,16",460 g,,"['Crous Languedoc Roussillon', ""Crous Resto'""]",,['Plats préparés'],,7.3 g,en quantité modérée,3 g,en quantité modérée,1.3 g,en faible quantité,0.4 g,en quantité modérée,,-7%,-7%,+2%,+32%,-7%,-38%,+7%,-58%,-58%,-2,-151%,A,-151%,,,,,,,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",4,,,"['Lait', 'Moutarde', 'Anhydride sulfureux et sulfites']",,,,
1201,Rillettes pur porc bio à la provençale - 190g,3770010529057,['Bio'],['France'],[],[],?,441,"42,6","0,9","13,5",1845 kj(441 kcal),"17,1","0,3","1,8","0,72",190 g,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']",,42.6 g,en quantité élevée,17.1 g,en quantité élevée,0.3 g,en faible quantité,1.8 g,en quantité élevée,,+12%,+12%,+16%,+21%,+78%,-12%,-15%,+41%,+41%,22,+13%,E,+13%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,
1202,Jambon à l'ancienne salé à la veine,2232410021452,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,673,"7,9","0,5",22,2816 kj(673 kcal),"2,9","0,5","1,9","0,76",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]","['EMB 29004O', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+343%,+341%,+28%,+20%,+1%,+3%,-1%,-3%,-3%,18,+84%,D,+84%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,
1203,Porc demi-sel,0238141042515,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,277,24,"0,6",15,1159 kj(277 kcal),"9,4","0,3","3,3","1,32",,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,La Coraillade - 100g,3770012474027,,['France'],[],[],?,?,?,?,?,,,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Céréales,5018357006793,,['France'],[],[],?,306,"2,1","68,1","5,9",1280 kj(306 kcal),"0,4","38,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Aiguillette de poulet,0217283051951,,['France'],[],[],?,?,?,?,?,,,,0,0,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
1207,Saucisse fraîche pur porc,2240887036213,['Sans colorants'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,AMANDE DECORTIQUEES BIO,0209211032477,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,,,,,,,,,,,,,,,,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,
1209,Épinards - Findus,33181578,,['France'],[],[],?,69,"3,1","5,6","3,5",289 kj(69 kcal),2,"1,7","0,44","0,176",,,['Findus'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Épinards']",,3.1 g,en quantité modérée,2 g,en quantité modérée,1.7 g,en faible quantité,0.44 g,en quantité modérée,,+86%,+93%,+184%,+384%,+190%,+181%,+19%,+18%,+18%,-5,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,,,,,,,,,,
1210,Jésuite - E.Leclerc,,,['France'],[],[],?,?,?,?,?,,,,,,,,['E.Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Cuori di carciofi,8002955310281,,['France'],[],[],?,90,"8,82","0,71","1,9",377 kj(90 kcal),"2,14","0,71","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Escalope de veau,0205265047696,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
1213,Côte de porc,0210583020733,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,164,"5,8","0,5",20,686 kj(164 kcal),"2,4","0,5","0,1","0,04",,,,,,"['FR 26.347.022 CE', ""Tain-l'Hermitage (Drôme, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,631184265,631184265,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Capsule Nespresso nordic,7630047687549,,['France'],[],[],?,?,?,?,?,,,,,,,,['Nespresso'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Porc filet tranche sans os,2870550031551,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Poulet U - La Nouvelle Agriculture,0253055021845,,['France'],[],[],?,440,"1,3",0,23,1841 kj(440 kcal),"0,4",0,"0,11","0,044",,,['La Nouvelle Agriculture'],,,"['FR 73.195.003 CE', 'Outrechaise (Savoie, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Le caramel mousse façon cheesecake - Pasquier - 870g,3187670021898,,['France'],[],[],?,412,26,41,"4,3",1724 kj(412 kcal),15,26,"0,35","0,14",870 g,,['Pasquier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Patte   Bléo,3770004225200,,['France'],[],[],?,365,2,68,15,1527 kj(365 kcal),"0,5",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,4 Faux Filets - Thiriet,3292590861872,,['France'],[],[],?,168,"8,7",0,22,703 kj(168 kcal),4,0,"0,22","0,088",,,['Thiriet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,,
1221,Jambon cuit supérieur,0206939022377,,['France'],[],[],?,175,"10,5","0,6",20,732 kj(175 kcal),4,"0,5","1,8","0,72",,,,,,"['FR 69.027.063 CE', 'Brignais (Rhône, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Filets de poulet jaune,0220051059691,,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Intermarché'],,,,,,,,,
1223,Cara,2959997164533,,['France'],[],[],?,153,"8,5","16,2","2,3",640 kj(153 kcal),"5,7","15,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Fromage Le Maillezais 25% MG,0205959024347,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Saucisse sèche perche,2684198054311,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,387,"29,8","0,8",29,1619 kj(387 kcal),"10,5","0,8","4,7","1,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,"Ritter Sport Mini, Chocolat, 84 Pièces",4000417048103,,['France'],[],[],?,554,34,52,"6,9",2318 kj(554 kcal),19,50,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Poitrine fumee,2231710025849,"['Bio', 'Agriculture UE/Non UE']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,"['FR 56.094.013 CE', 'Kervignac (Morbihan, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Salt and black pepper combo mix - Marks & Spencer,00630078,,['France'],[],[],?,465,"20,8","62,3","4,8",1946 kj(465 kcal),"1,8","1,4","2,7","1,08",,,['Marks & Spencer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Moutarde à l'estragon,3760179730593,,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,
1230,Baci di dama,8026424000442,,['France'],[],[],?,528,31,55,"4,4",2209 kj(528 kcal),16,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Gratin d'endives au jambon,3254567945985,,['France'],[],[],?,82,"3,9","5,3","5,7",343 kj(82 kcal),"1,5","3,8","0,78","0,312",,,,C,"['Plats préparés', 'Endives au jambon', ""Gratin d'endives"", ""Gratin d'endives au jambon""]","['EMB 22389B', ""Yffiniac (Côtes-d'Armor, France)"", 'FR 22.389.003 CE', ""Yffiniac (Côtes-d'Armor, France)""]",3.9 g,en quantité modérée,1.5 g,en quantité modérée,3.8 g,en faible quantité,0.78 g,en quantité modérée,,-22%,-22%,-34%,-53%,-6%,+48%,-7%,+3%,+3%,2,-27%,B,-27%,71.8%,15.1%,6.0%,3.7%,2.0%,1.4%,57,,,,,,,,,,
1232,Baguette au cereales,3760140691939,['Point Vert'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Honey& green ginger,9418458490310,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Vain,3273570002928,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Reblochon,0205984051820,,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
1236,Jus de fruit,3760048260459,,['France'],[],[],?,50,"0,06","11,7","0,4",209 kj(50 kcal),0,"11,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Candy party - 280g,8436561091201,,['France'],[],[],?,363,"0,9",84,"3,7",1519 kj(363 kcal),0,56,,,280 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,"Goûter de champignons, parmesan, noisettes",3701138112012,"['Nutriscore', 'Nutriscore C']",['France'],[],[],?,139,12,"4,7","2,9",582 kj(139 kcal),6,"0,8","0,47","0,188",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Steak haché,2610001019680,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Sirop de Monin: cola 0%,3052911089411,['Point Vert'],['France'],[],[],?,13.4,0,"10,2",0,56 kj(13 kcal),0,"0,81",0,0,,,['Monin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Vin,3273570014938,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Backoblaten,4337185143731,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,['stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Rosti,14554070,,['France'],[],[],?,170,8,21,"2,1",711 kj(170 kcal),1,"0,8","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Coeur de couenne,0209082024403,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,141,"6,2","0,5","20,7",590 kj(141 kcal),"2,2","0,5","1,92","0,768",,,,,,"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Faluche,0202647006562,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Café - Lavazza,8000070021716,,['France'],[],[],?,?,?,?,?,,,,,,,,['Lavazza'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Schweinefleischsülze - Eifeler Fleischwaren - 160g,4003473001709,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,160g,['Glas'],['Eifeler Fleischwaren'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Ricola,7610700908617,['Fabriqué en Suisse'],['France'],[],[],?,235,0,96,0,983 kj(235 kcal),0,0,0,0,,,['Ricola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Colorant alimentaire violet myrtille hydrosoluble - 10g,3265960306068,,['France'],[],[],?,0,?,?,?,0 kj(0 kcal),,,,,10 g,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Kräuter der Provence - Hartkorn - 13g,40526188,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,13 g,['Dose'],['Hartkorn'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Plantes aromatiques sèches moulues', 'Mélanges de plantes aromatiques', 'Herbes de Provence']",,,,,,,,,,,,,,,,,,,,,,,,43.6%,0.0%,30.6%,8.2%,17.6%,0.0%,93,,,,,,,,,,
1251,Chorizo fort,2688498021127,['Sans colorants'],['France'],[],[],?,476,43,"2,3",20,1992 kj(476 kcal),17,"1,8","3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
