,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,quantity,packaging,categories,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,link,markets,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,palm_ingredients,traceability_code,ingredients_origins,brand_owner,producer_info,origin_detail
1548,Foie gras de canard entier du Sud-Ouest - En Cuisine - 500g,3184830134405,"['En Cuisine', 'Carrefour']","['Fabriqué en France', 'Produits destinés aux professionnels']",['France'],"['Foie gras de canard du Sud-Ouest', 'Porto blanc', 'sel', 'Armagnac', 'poivre blanc', 'sucre', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",2241,544,2241 kj(544 kcal),56,24,"2,2","0,9","7,5","1,3","0,52",Foie gras de canard entier du sud-ouest,500 g,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,+1%,+3%,+1%,+3%,+3%,-8%,-32%,-0%,+8%,+8%,21,+1%,E,+1%,B,,['Carrefour'],3,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)', 'EMB 40281A', 'Saint-Pierre-du-Mont (Landes, France)']",,,Fabriqué en France par EMB 40281 A pour Interdis.,logo IGP Sud-Ouest
1549,Saumon sauce au Noilly Prat,3356067768825,,,['France'],[],[],?,158,661 kj(158 kcal),"7,7","3,6",14,"0,8","7,5","0,82","0,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Italienisches pfannengemüse,0281569017030,,,"['France', 'Allemagne']",[],[],?,68,285 kj(68 kcal),4,"0,5","5,2","4,6","1,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Tête de moine,7624070001007,,['Fabriqué en Suisse'],"['France', 'Suisse']",[],[],?,419,1753 kj(419 kcal),35,21,"0,4",0,25,"1,8","0,72",,,['Barquette'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru', 'Fromages de Suisse', 'Fromages à pâte pressée demi-cuite', 'Têtes de Moine']",,35 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+0%,+0%,+1%,-4%,-23%,-100%,-2%,-8%,-8%,17,-5%,D,-5%,D,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1552,Cèpes,3760130217309,,,['France'],[],[],?,293,1226 kj(293 kcal),"3,4","0,6","28,4","6,1","28,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Champignons de Paris Miniatures - U - 230g,3256220887151,['U'],['Sans'],['France'],"['Champignons de Paris ', 'France', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",81,19,81 kj(19 kcal),"0,5","0,1","0,7","0,5","2,2","0,63","0,252",,230 g,['boite métallique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons de Paris']",,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.63 g,en quantité modérée,0%,-21%,-16%,+24%,+21%,-43%,+28%,+2%,+45%,+45%,-6,,A,,A,,,3,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,
1554,Foie gras de canard - Domaine de Lanvaux - 250g,3295080506239,['Domaine de Lanvaux'],,['France'],"['Foie Gras de Canard entier', 'figues 8 %', 'Côteaux du Layon', 'sel', 'poivre', 'conservateur : nitrite de sodium', 'antionydant: ascorbate de sodium']","['Non végétalien', 'Non végétarien']",?,489,2046 kj(489 kcal),46,20,"9,9","7,3","7,2",1,"0,4",,250 g,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,46 g,en quantité élevée,20 g,en quantité élevée,7.3 g,en quantité modérée,1 g,en quantité modérée,,-5%,-4%,-13%,-11%,+325%,+441%,+4%,-17%,-17%,21,+2%,E,+2%,B,,,3,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,,,,,
1555,MDH Dal Makhani Masala - 100g,8902167001017,['MDH'],,['France'],[],[],?,261,1092 kj(261 kcal),"12,8",0,"29,4",0,14,"5,5","2,2",,100 g,['Karton'],['en:Gewürz'],,12.8 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,5.5 g,en quantité élevée,,,,,,,,,,,13,,D,,,,,,,,,,,,,,,,,,,,
1556,Erdnüsse Bio - Migros Bio,7613269405344,['Migros Bio'],['Bio'],"['France', 'Suisse']",[],[],?,595,2489 kj(595 kcal),49,9,"8,6","3,5",25,0,0,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",,49 g,en quantité élevée,9 g,en quantité élevée,3.5 g,en faible quantité,0 g,en faible quantité,,0%,+0%,+6%,+24%,-45%,-39%,+3%,-100%,-100%,5,-17%,C,-17%,D,,,,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,
1557,"Julienne 6x6mm-1/4"" Private reserve fries",8711571049481,,,['France'],[],[],?,614,2569 kj(614 kcal),"5,4","0,6",21,"0,5","2,4","0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,Thüringer Bierwurst - 125g,4006743909828,,,"['France', 'Allemagne']",[],[],?,310,1297 kj(310 kcal),29,11,"0,3","0,3",12,"1,9","0,76",,125 g,['Konserve'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Karls Himbeertraum - 420g,,,,"['France', 'Allemagne']",[],[],?,163,682 kj(163 kcal),0,0,37,37,0,0,0,,420 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Foie gras de canard entier mi cuit du sud ouest - carrefour - 200g,3560071095758,['Carrefour'],"['Fabriqué en France', 'IGP']",['France'],"['Foie gras de canard du sud ouest', 'poivre noir 0', '58%', 'sucre', 'muscade']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,524,2192 kj(524 kcal),50,21,12,"0,8","6,8","1,4","0,56",,200g,['sous vide'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,50 g,en quantité élevée,21 g,en quantité élevée,0.8 g,en faible quantité,1.4 g,en quantité modérée,,-1%,-1%,-8%,-9%,+404%,-39%,-10%,+17%,+17%,22,+6%,E,+6%,B,,['Carrefour'],3,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,"['FSC-C113713', 'FR 40.230.005 CE', ""Pontonx-sur-l'Adour (Landes, France)""]",,,,
1561,Grissini cereali con olio di oliva,8032628700026,,,['France'],[],[],?,387,1619 kj(387 kcal),"9,4","1,3",63,"1,5","10,4","1,8","0,72",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,9.4 g,en quantité modérée,1.3 g,en faible quantité,1.5 g,en faible quantité,1.8 g,en quantité élevée,,-8%,-8%,-13%,-42%,-6%,-40%,-9%,-5%,-5%,12,-6%,D,-6%,B,,,,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,,,
1562,pâte à tartiner artisanale - objet Fétiche - 200g,3770012286002,['objet Fétiche'],"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan', 'Fabriqué en France', 'Sans huile de palme']",['France'],"['Noisettes* ', '46%', 'sucre de canne*', 'chocolat noir 60% de cacao* ', 'masse de cacao*', 'sucre de canne*', 'beurre de cacao*', 'extrait de vanille', 'Sans gluten', ""*ingrédients issus de l'agriculture biologique""]","['Végétalien', 'Végétarien']",2347,561,2347 kj(561 kcal),37,7,"44,5","41,5",9,"0,08","0,032",,200g,['Verre'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",['France'],37 g,en quantité élevée,7 g,en quantité élevée,41.5 g,en quantité élevée,0.08 g,en faible quantité,+3%,+2%,+2%,+8%,-8%,-12%,-11%,+30%,-23%,-23%,16,-22%,D,-22%,D,,,3,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,['Fruits à coque'],,,,,,
1563,Queso para untar cremosino - Alpina - 380g,7702001011315,['Alpina'],,"['Colombie', 'France']",[],[],?,40,167 kj(40 kcal),4,"2,5",0,0,1,9,"3,6",,380 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Légume pour potage,3307070069447,,,['France'],[],[],?,37,155 kj(37 kcal),"0,4","0,1","5,5",3,"1,5","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Sauce chocolat - 500.0g,0612511047070,,['Fabriqué en France'],"['France', 'Italie']",[],[],?,106,444 kj(106 kcal),0,0,24,24,0,1,"0,4",,500.0 g,['Product'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,Bouchées à la reine,3018252187520,,,['France'],[],[],?,99,414 kj(99 kcal),"4,8","2,1","4,2","0,6","9,6","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,Mélange  Pour Moules Marinières,3547400001772,,,['France'],[],[],?,296,1238 kj(296 kcal),"2,9","0,6","40,5","16,9","14,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,Filet de poulet - La Nouvelle Agriculture,0213400033985,['La Nouvelle Agriculture'],,['France'],[],[],?,440,1841 kj(440 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,+236%,+239%,-55%,-46%,-100%,-100%,+1%,-85%,-85%,0,,B,,D,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1569,Lifefood crackers tomate herbs,8594071486082,['Lifefood'],"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,575,2406 kj(575 kcal),48,8,8,6,16,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,AKCAABAT KÖFTE,4031759402049,,['Halal'],['France'],[],[],?,921,3853 kj(921 kcal),"16,8","9,1","5,4","0,6",12,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Mozzarella biologica,8002063213511,,['Bio'],['France'],[],[],?,228,954 kj(228 kcal),17,12,"0,8","0,4","17,9","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Thé vert,6933668702174,,,['France'],[],[],?,328,1372 kj(328 kcal),"3,5","1,1","44,4","20,3","23,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Noir intense,3760242620783,,,['France'],[],[],?,573,2397 kj(573 kcal),42,31,33,31,"9,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Paprika - Denner,7610029119664,['Denner'],,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,['stück'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika']",,,,,,,,,,,,,,,,,,,,,,,,B,,['Denner'],,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,
1575,Couscous integrale - Altromercato - 500g,8016225093194,['Altromercato'],"['Commerce équitable', 'Fairtrade International']","['France', 'Italie']",[],[],?,346,1448 kj(346 kcal),"2,33","0,47","60,9","2,75","14,2","2,413","0,965",,500 g,['Plastica'],"['Plats préparés', 'Couscous']","[""Stella Foods srl via D'Antona"", '5 - Rivalta di Torino (TO) Italia']",2.33 g,en faible quantité,0.47 g,en faible quantité,2.75 g,en faible quantité,2.41 g,en quantité élevée,,+17%,+16%,-8%,-11%,+15%,+1%,+34%,+1113%,+1113%,9,,C,,B,http://www.altromercato.it,['Unes'],,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,,,,,['Territoires palestiniens'],,,
1576,Brassé des îles ricoco,3770003288114,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,85,356 kj(85 kcal),"0,3","0,2","17,8","0,2","1,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,Siu Loong Bun (Premier Pork) - Soup Dumplings - kung fu food - 300g,5060284559903,['kung fu food'],,['France'],"['FR', ' MINI CHIGNON JUTEUX Ingrédients Porc ', '28%', ""Bouillon D'os De Porc"", 'Farine De Blé', 'Protéine De Soja', 'Oignon De Printemps', 'Sucre', 'Huile De Colza', 'Gingembre', 'Gélatine', 'Amidon De PommeDe Terre Modifié', 'Sel', 'Sauce De Soja ', 'ContientSoja', 'Huile DeSésame', 'Vin De Cuisine ', 'Riz', 'Gluten', 'Extrait De Levure', 'Protéines Végétales Hydrolysées ', 'Contient Du Mais', 'Poudre De Poulet ', 'Maltodextrine', 'Poulet', 'Amidon De Pomme De Terre Et Lait En Poudre', 'Poivre Blanc', 'Épaississants E471', 'E451', 'E466', 'E412', 'E401', 'E415,Stabilisants: Caséinate De Sodium ', 'Contient Du Lait', 'Exhausteurs De Goût E627', 'E631', 'E621', 'Couleurs E150a', 'E150c,Agents De Conservation: E211', "" Conseild'allergène: Pourles allergènes"", 'voir les ingrédients en Gras']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,187,782 kj(187 kcal),"8,6","3,4","17,2",3,"9,7",1,"0,4",,300g,['Plastique'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Ravioli chinois']",,8.6 g,en quantité modérée,3.4 g,en quantité modérée,3 g,en faible quantité,1 g,en quantité modérée,,-1%,0%,+30%,+98%,-25%,+44%,+18%,-4%,-4%,4,+23%,C,+23%,,,['paris store'],4,,,,,,,,"['E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E415 - Gomme xanthane', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,['US 102 EC'],['Royaume-Uni'],,,
1578,The noir glace bio - Terre d'Oc,3700324422836,"[""Terre d'Oc""]",['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Cassolette Saumon sabayon citronné et champignons - Fleury michon - 120g e,3302748609024,['Fleury michon'],"['Edition limitée', 'Sans colorants', 'Sans arômes ajoutés', 'Sans matière grasse hydrogénée', 'Sans huile de palme', 'Sans conservateurs']",['France'],"['Saumon Atlantique 29%', 'champignons de Paris 16,6%', 'pholiote 12,9%', 'jus de carottes ', 'jus de carotte', 'jus de citron concentré', 'crème fraîche', 'eau', 'beurre', 'échalotes', ""jaune d'œufs 1,9% "", 'œufs', 'sel', 'pain de mie ', 'farine de blé', 'eau', 'levure', 'sel', 'huile de colza', ""farine d'orge malté"", 'antioxydant : acide ascorbique', 'huile de colza', 'oignon', 'sel', 'citron 0,4%', 'amidon transformé de riz', 'ail', 'persil', 'gingembre', 'poivre ', ' épaississant : gomme de xanthane']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",706,167,706 kj(167 kcal),14,"6,5","2,9","0,9","7,6","0,79","0,316",,120 g e,"['Cassolette', 'Plastique', 'Boîte en carton']","['Plats préparés', 'Plats préparés au poisson', 'Plats au saumon']","['Mouilleron-Saint-Germain', 'France']",14 g,en quantité modérée,6.5 g,en quantité élevée,0.9 g,en faible quantité,0.79 g,en quantité modérée,+23%,+12%,+15%,+97%,+172%,-76%,-50%,+8%,+8%,+8%,10,+352%,C,+352%,,,['Carrefour'],4,,,,,,,,"['E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']","['Œufs', 'Poisson', 'Gluten', 'Lait']",,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",['Saumon origine Écosse / Irlande / Norvège'],,,
1580,Stokes - sweet Chili Sauce - 259ml,5060092693899,,,"['France', 'Allemagne']",[],[],?,275,1151 kj(275 kcal),"0,2",0,67,63,"0,3","1,25","0,5",,259 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Mixed Berries Frozen,26032283,,,['France'],[],[],?,57,238 kj(57 kcal),0,0,11,"6,5","0,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,Non alcoholic malt drink pomegranate - Bavaria,8714800025706,['Bavaria'],,['France'],[],[],?,30,126 kj(30 kcal),0,0,"7,9","7,3","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Harengs remoulade,3270844460446,,,['France'],[],[],?,212,887 kj(212 kcal),"19,5","2,3","0,4","0,4","9,1","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 67.540.001 CE', 'Wintershouse (Bas-Rhin, France)']",,,,
1584,Pour jus artisanal de Raisin Rosé,3505931201030,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,64,268 kj(64 kcal),"0,5","0,1","16,1","15,5","0,5",0,0,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",,0.5 g,en faible quantité,0.1 g,en faible quantité,15.5 g,en quantité élevée,0 g,en faible quantité,,-4%,-5%,+159%,+240%,-1%,-2%,+65%,-100%,-100%,9,-7%,D,-7%,C,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1585,Bouillon saveur mouton,6111180000842,,,['France'],[],[],?,10,42 kj(10 kcal),10,"1,5",1,0,1,"5,575","2,23",,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons de mouton']",,,,,,,,,,,,-94%,+46%,-63%,-95%,-100%,-88%,-86%,-86%,,,,,,,,,,,,,,,,,,,,,,,
1586,Tarama aux oeufs de truite,3444940003115,,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas', 'Taramas aux oeufs de truite']",,,,,,,,,,,,,,,,,,,,,,,,B,,,,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,,,,,,,,
1587,Lind cacao fondente - Lindor,8003340065236,['Lindor'],,['France'],[],[],?,645,2699 kj(645 kcal),53,40,34,31,"4,7","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Bartolini Zuppa Tradizionale,8002448871381,,,"['France', 'Allemagne']",[],[],?,1412,5908 kj(1412 kcal),3,"0,4","3,3","3,3","7,3","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Pro Plex Protein Erdbeer Joghurt - 35g,4250031352029,['PRO PLEX'],,['France'],[],[],?,363,1519 kj(363 kcal),"3,99","2,5",11,"10,2","0,11",9,"3,6",Barre fraise yaourt,35 g,['Plastique'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,3.99 g,en quantité modérée,2.5 g,en quantité modérée,10.2 g,en quantité modérée,9 g,en quantité élevée,,-2%,-2%,-69%,-58%,-66%,-23%,-100%,+1737%,+1737%,18,+75%,D,+75%,,,,,,,,,,,,,,,,,,,
1590,Alain Ducasse,3700829003967,['Alain Ducasse'],,['France'],[],[],?,541,2264 kj(541 kcal),41,25,28,24,"8,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,"Aranciata (con arance siciliane) - blues - 1,5lt",8017596007001,['Blues'],['Arômes naturels'],"['France', 'Italie']","['acqua,succo di arancia,zucchero ', 'sciroppo di glucosio-fruttosio,anidride carbonica', 'aromi naturali,acido citrico,sorbato di potassio,acido ascorbico']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,48,201 kj(48 kcal),0,0,12,12,"0,1",0,0,,"1,5 lt",,"['Boissons', 'Boissons gazeuses', 'Sodas']",['Italia'],0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,,+78%,+73%,-100%,-100%,+77%,+82%,+82%,-100%,-100%,15,+63%,E,+63%,,,,4,,,,,,,,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
1592,SEL MARIN,3254778001319,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,"98,2","39,28",,,,"['Epicerie', 'Condiments', 'Sels']",,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,98.2 g,en quantité élevée,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,+61%,+61%,,,,,B,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,
1593,Rusticoro,8005360446439,,,['France'],[],[],?,33,138 kj(33 kcal),0,0,"5,6","4,1","1,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,"Secret glacé, saveur vanille - Grand Jury",3560070948086,['Grand Jury'],,['France'],[],[],?,271,1134 kj(271 kcal),13,"5,4",35,33,"3,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 32056', 'Blanquefort (Gers, France)']",,,,
1595,boudin blanc de volaille nature,3416510000701,,,['France'],[],[],?,248,1038 kj(248 kcal),"19,1","6,7","5,4","1,6","13,7","2,3","0,92",,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",,19.1 g,en quantité modérée,6.7 g,en quantité élevée,1.6 g,en faible quantité,2.3 g,en quantité élevée,,+2%,+2%,-5%,-14%,+26%,-19%,+33%,+54%,+54%,19,+19%,E,+19%,D,,,,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,,,,,,
1596,Beurre,3278310004927,,,['France'],[],[],?,744,3113 kj(744 kcal),82,54,"0,7","0,5","0,7","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.510.102 CE', 'Liévin (Pas-de-Calais, France)']",,,,
1597,Veggie straws,5051882198847,,['en:gluten-free'],['France'],[],[],?,519,2171 kj(519 kcal),"29,3","2,1","59,3","1,2","3,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Ketchup biologique - 480g,8056093300239,,['Bio'],['France'],"['Tomaten ', '70%', 'Zucker ', '17', '2%', 'Weinessig', 'Meersalz', 'Paprika', ' Zwiebel', 'Gewürze ', 'Ingwer', 'Nelken', 'Muskatnuss', 'Zimt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,101,423 kj(101 kcal),"0,4",0,24,21,"1,7","2,8","1,12",,480g,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,0.4 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,2.8 g,en quantité élevée,,-5%,-4%,+64%,-100%,+6%,+7%,+31%,+41%,+41%,13,+7%,D,+7%,B,,,3,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,
1599,foie gras entier de canard halal - ID Halal,3295080246579,['ID Halal'],['Halal'],['France'],[],[],?,509,2130 kj(509 kcal),52,22,"2,2",0,"8,3","1,6","0,64",,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,52 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,-4%,-4%,-4%,-5%,-8%,-100%,+10%,+33%,+33%,23,+11%,E,+11%,B,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,
1600,Paprika relish,5310146002666,,,['France'],[],[],?,139,582 kj(139 kcal),"11,9",2,"8,2","2,7","4,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Mélange montagnard,0667888191536,,,['France'],[],[],?,520,2176 kj(520 kcal),32,6,44,16,14,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Assortiment Thaï aux  crevettes - Carrefour - 264g,3560071176112,['Carrefour'],,['France'],[],[],?,281,1176 kj(281 kcal),10,"6,7",37,"9,7","7,7","0,69","0,276",,264 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,
1603,Knoblauch Creme-Dip - 250g,4004820800266,,,"['France', 'Allemagne']",[],[],?,428,1791 kj(428 kcal),"42,7","2,9","15,7","5,4","5,3","0,9","0,36",,250 g,['Becher'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Dome creme glacee - Carrefour Sélection,3560071188405,"['Carrefour Sélection', 'Carrefour']",,['France'],[],[],?,235,983 kj(235 kcal),10,"5,8",32,29,"3,1","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,
