,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,manufacturing,traceability_code,nova_score,labels,allergens,markets,additives,palm_ingredients,link,generic_name
1221,Barre repas noix de coco chocolat,3665069002760,['France'],[],[],?,430,1799 kj(430 kcal),"21,5","8,2","36,1","22,6","19,8",10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Sirop fraise,3661974000525,['France'],[],[],?,8,33 kj(8 kcal),"0,01",0,"0,5","0,5",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Tartinable,3770008919679,['France'],[],[],?,132,552 kj(132 kcal),"3,9","1,6","21,9","19,5",3,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Sorbet litchi,2004944001251,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Terrine de campagne,2208365015358,['France'],[],[],?,314,1314 kj(314 kcal),28,"10,2","2,83","1,88","12,3","1,76","0,704",,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,-3%,-1%,+24%,-12%,,,,,,,,,28 g,en quantité élevée,10.2 g,en quantité élevée,1.88 g,en faible quantité,1.76 g,en quantité élevée,-3%,-6%,+116%,+10%,+10%,20,+3%,E,+3%,,,,,,,,,,,,
1226,Pain complet Leclerc,0204852009840,['France'],[],[],?,221,925 kj(221 kcal),"1,6","0,4",40,2,"8,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Anchoiade,3183811009763,['France'],[],[],?,345,1443 kj(345 kcal),"31,4","4,3","5,3","0,5","10,5","4,04","1,616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Coppa,3332030000017,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Ribs,2660499053598,['France'],[],[],?,265,1109 kj(265 kcal),20,"9,1","5,1","4,1",16,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Gyoza poulet & légumes,3364699129563,['France'],[],[],?,147,615 kj(147 kcal),"2,8","0,3",22,"2,5","7,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Amaretti Morbidi,8033462070245,['France'],[],[],?,488,2042 kj(488 kcal),27,"7,7",45,28,2,"0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Poke Salmon Aburi,3701035403886,['France'],[],[],?,148,619 kj(148 kcal),"5,9","0,9","16,9","4,4",6,"1,17","0,468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Beignets chocolat noisettes,0203127025912,['France'],[],[],?,395,1653 kj(395 kcal),18,2,47,19,"6,5","0,71","0,284",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,calissons,3532610000080,['France'],[],[],?,439,1837 kj(439 kcal),17,"1,5","59,2","49,1","8,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Pain céréales,0201017007819,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Miel de romarin,3770016701143,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Coupelles de fruits,03341230,['France'],[],[],?,14,59 kj(14 kcal),"0,4",0,14,14,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Maras,8715676000439,['France'],[],[],?,176,736 kj(176 kcal),"4,8",3,"30,5","29,8",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Dessert brassé au bifidus soja,3375610001042,['France'],[],[],?,105,439 kj(105 kcal),"1,8","0,2",18,"14,6","3,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
