,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,packaging,labels,manufacturing,allergens,palm_ingredients,generic_name,link,brand_owner,origin_detail,producer_info
1769,Le Basmati du Penjab - Taureau Ailé - 1kg,3038359002649,C,1 kg,['Taureau Ailé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']","['Inde', 'Pakistan', 'Penjab']",,['Franprix'],"['France', 'Japon']",['Riz basmati long grain naturellement parfumé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.8 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,?,,351,+7%,1469 kj(351 kcal),+6%,"0,8",-23%,"0,4",+67%,77,+8%,"0,1",-59%,"8,7",+15%,"< 0,01",-72%,"0,004",-72%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,1,"['Sachet', 'Plastique', 'Sachet']",,,,,Riz basmati long grain,,,,
1770,Filets de sardines Citron & marinade aux herbes Provence - Delpierre - 275g,3038685200917,,275 g,['Delpierre'],"['Produits de la mer', 'Poissons', 'Barbecue', 'Plancha']",['Atlantique centre-Est'],,,['France'],"['Ingrédients Sardines salées avec décor 92,9% : Sardines salées 96', '1% ', 'sardines - Sardina pilchardus - pêchées en Atlantique Centre Est', 'eau', 'sel', 'conservateurs : E326', 'E261', 'E202', 'acidifiant : acide citrique', 'rondelle de citron 2,7%', 'zestes de citron 0', '4%', ""mélange d'herbes de Provence "", 'basilic', 'origan', 'romarin', 'thym', ' 0,4%', 'épices', '\r Ingrédients Marinade 7,1% : Huile de colza', 'Huile d’olive vierge', 'Arôme naturel de citron 1%', 'Herbes de Provence1%']","['Non végétalien', 'Non végétarien']",17 g,en quantité modérée,3.4 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,970,+27%,233,+22%,970 kj(233 kcal),+22%,17,+50%,"3,4",+44%,"4,4",+112%,0,-100%,17,-7%,"1,5",-2%,"0,6",-2%,11,+60%,D,+60%,,,,,,,,"['E326 - Lactate de potassium', 'E261 - Acétates de potassium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",4,"['Frais', 'Sous atmosphère protectrice']",,['France'],['Poisson'],,Filets de sardines salés et leur marinade aux herbes de provence,,,,
1771,4 Hachés au Bœuf - Tendrement Bon - 400g (4 * 100g),3039050149480,,400 g (4 * 100 g),"['Tendrement Bon', 'Socopa']","['Viandes', 'Bœuf', 'Viandes fraîches', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande fraîches', 'Préparations de viande hachée', 'Préparations de viande hachées fraîches', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée fraîches']",['France'],,,['France'],"['Viande bovine ', '75%', 'eau', 'fibres végétales ', '2,8%', 'acidifiants : E326', 'E262', 'amidon', 'sel', 'arôme', 'betterave rouge en poudre', 'antioxydant : E300']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",15 g,en quantité modérée,5.8 g,en quantité élevée,0.4 g,en faible quantité,0.68 g,en quantité modérée,?,,199,-4%,833 kj(199 kcal),-3%,15,+3%,"5,8",-1%,"1,9",-12%,"0,4",-39%,13,-14%,"0,68",-21%,"0,272",-21%,5,-45%,C,-45%,,,,,,,,"['E326 - Lactate de potassium', 'E262 - Acétates de sodium', 'E300 - Acide ascorbique']",4,"['Frais', 'Plastique']","['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'Viande-bovine-francaise']",['France'],,,"Préparation à 75% de viande bovine hachée avec fibres végétales, assaisonnée.",,,,
1772,Boulgour aux petits légumes - Vivien Paille,3039822721005,,,['Vivien Paille'],,,,,['France'],"['Eau', 'boulgour 30% ', 'blé dur précuit concassé', 'poivrons grillés 8,4%', 'poivron vert 5,6%', 'purée de tomate', 'quinoa rouge', 'courgette 2,2%', 'oignon', 'orge noir', 'huile de tournesol', 'tomate mi-séchée huile de colza', 'aubergine grillée 1 poudre de tomate', 'sel', 'olives noires 0,6%', 'plantes aromatiques', 'ail', 'arôme naturel', 'épice', 'acidifiant : acide citrique', 'Peut contenir des traces de fruits à coque', 'crustacés', 'œufs', 'poissons', 'soja', 'lait', 'céleri', 'moutarde', 'sésame', 'sulfites', ' Valeurs énergétiques']",[],,,,,,,,,?,,168,,703 kj(168 kcal),,"3,6",,"0,4",,26,,"1,6",,"5,3",,"0,8",,"0,32",,,,,,,,,,,,,['E330 - Acide citrique'],4,,,,['Gluten'],,,,,,
1773,Blédichef - Julienne de légumes et thon à la provençale - Bledina - 260g,3041090018831,,260 g,['Bledina'],"['Aliments pour bébé', 'Plats principaux pour bébé']",,,,"['France', 'Espagne']","['Légumes 46,1 % ', 'Purée de tomates 26,7%', 'Carottes 10,5%', 'Oignons', 'Aubergines 3,0%', 'Courgettes 2,0%', ' - Eau de cuisson - Pâtes cuites', 'semoule de blé dur ', 'gluten', ""blanc d'oeuf"", ' 12,0% - Pommes de terre - Thon 8,0% ', 'poisson', ' - Amidon transformé de mais - Crème ', 'lait', "" - Huile d'olive - Basilic - Huiles végétales [colza"", 'tournesol', 'vitamine E] - Sucre - Sel - Ail - Arômes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,72,+18%,301 kj(72 kcal),+17%,"2,4",+32%,"0,6",+42%,"8,7",+10%,"1,6",-17%,"3,3",+40%,"0,35",+110%,"0,14",+110%,,,,,,,,,,,,['E14XX - Amidons modifiés'],4,,['Point Vert'],,"['Œufs', 'Poisson', 'Gluten', 'Lait']",,,,,,
1774,"Blédine - Éveil, saveur biscuitée - Blédina - 500g",3041090019111,,500 g,"['Blédina', 'Danone', 'Blédine']","['Aliments pour bébé', 'Céréales pour bébé', 'Dès 6 mois']",['France'],,"['Monoprix', 'Intermarché', 'Magasins U']",['France'],"['Céréales 85,3% ', 'farine de blé ', 'gluten', 'farine de blé hydrolysée ', 'gluten', ' - Sucre - Lait entier en poudre 5,3 % ', 'lait', ' - Caramel - Arôme ', 'vanilline', ' - Arôme naturel - Antioxydant : acide ascorbique', 'Vitamine B1']",['Non végétalien'],,,,,,,,,?,,398,+12%,1665 kj(398 kcal),+26%,"2,8",+23%,"1,3",+78%,"80,3",+27%,20,+45%,"11,4",+54%,"0,1",+85%,"0,04",+85%,,,,,,,,,,,,['E300 - Acide ascorbique'],4,"['Carton', 'Sachet']","['Sans colorants', 'Sans conservateurs']","['France', 'Rhône-Alpes']","['Gluten', 'Lait']",,Préparation à base de céréales instantanées adaptée à bébé,,,,
1775,Blédina,3041090526558,,,['Blédina'],,,,['Magasins U'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,IDEES DE MAMAN BOLS Poireaux Riz Lieu 2x200g Dès 12 Mois - Bledina - 400g,3041090767920,,400 g,"['Bledina', 'Les idees de maman']",,,,['Magasins U'],['France'],"[""De l'eau de cuisson - de goûteux poireaux 22,5 % - du riz cuit 10,6 % - des carottes - du lieu 8,00 % "", 'POISSON', "" - des pommes de terre - des courgettes - des oignons - de l'amidon de maïs - du céleri "", 'CELERI', ' - de la crème ', 'LAIT', "" - un filet d'huiles végétales "", 'colza', 'tournesol', "" - une pointe d'ail - une touche de ciboulette - du sel - une pointe de muscade""]","['Non végétalien', 'Non végétarien']",,,,,,,,,227,,54,,227 kj(54 kcal),,"1,7",,"0,6",,"7,2",,"0,9",,2,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,"['Céleri', 'Poisson', 'Lait']",,Plat à base de légumes et de poisson adapté à bébé.,,,,
1777,Gallia Calisma 2  de 6 à 12 Mois - 800g,3041091206435,B,800g,['Gallia'],"['Aliments pour bébé', 'Laits pour bébé']",,['IE 1704 EC'],,['France'],"['Matières grasses végétales ', 'palme', 'colza', 'coprah', 'tournesol', 'Mortierella alpina', ' - lactose ', 'LAIT', ' - lactosérum déminéralisé ', 'LAIT', ' - LAIT écrémé - galacto-oligosaccharides ', 'GOS', ' ', 'LAIT', ' - concentré de lactosérum ', 'LAIT', ' - protéines sériques ', 'LAIT', ' - fructo-oligosaccharides ', 'FOS', ' - émulsifiant : lécithine de SOJA - huile de POISSON - taurine - chlorure de choline - L-tryptophane nucléotides - inositol - L-carnitine - vitamines : A', 'D3', 'E', 'C', 'B1', 'B2', 'niacine B6', 'acide folique', 'B12', 'biotine', 'acide pantothénique', 'K - minéraux : carbonate de calcium', 'citrates de potassium', 'de sodium', 'phosphate de calcium', 'hydroxyde de sodium', 'chlorures de magnésium et de potassium', 'sulfates de fer', 'de zinc de cuivre et de manganèse', 'iodure de potassium', 'sélénite de sodium']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,68,-71%,285 kj(68 kcal),-70%,"3,5",-65%,"1,4",-57%,"7,5",-72%,"7,4",-57%,"1,4",-71%,0,-100%,0,-100%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,['E322i - Lécithine'],4,,,,"['Poisson', 'Lait', 'Soja']",,,,,,
1778,Galliagest Premium 2ème âge - Gallia,3041096668023,B,,['Gallia'],"['Aliments pour bébé', 'Laits pour bébé', 'Laits 2ème âge']",,,,['France'],"['LAIT écrémé - matières grasses végétales ', 'palme', 'colza', 'coprah', 'tournesol', ' - maltodextrines - amidons - lactose ', 'LAIT', ' - lactosérum déminéralisé ', 'LAIT', ' lactosérum concentré ', 'LAIT', ' - émulsifiant: lécithine de SOJA inositol nucléotides - taurine bifidobactéries - ferments lactiques citrate de choline - vitamines: A', 'D', 'E', 'C', 'K', 'BI', 'B2', 'niacine', 'B6', 'acide folique', 'B12', 'biotine', 'acide pantothénique - minéraux : hydroxides de calcium et de sodium', 'citrate de potassium', 'chlorure de magnésium', 'sulfates de fer', 'de zinc', 'de cuivre et de manganèse', 'iodure de potassium', 'sélénite de sodium']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,477,+83%,1996 kj(477 kcal),+87%,"21,8",+83%,"8,9",+151%,"59,8",+89%,"33,4",+85%,0,-100%,0,-100%,0,-100%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,['E322i - Lécithine'],4,,,,"['Lait', 'Soja']",,,,,,
1779,"Galettes au BEURRE - Maison Delsin - 125g ℮, 20biscuits de 12.5g",3045470114113,C,"125 g ℮, 20 biscuits de 12.5 g",['Maison Delsin'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,"['EMB 40001F', ""Aire-sur-l'Adour (Landes, France)""]",,['France'],"['Farine de blé 65%', 'sucre', 'beurre concontré 14%', 'poudre de lait écrémé', 'sel', 'œufs entiers en poudre et liquide', ""poudres à lever : carbonates d'ammonium - carbonates de sodium - di phosphates"", 'caramel sucre', 'eau']",['Non végétalien'],15 g,en quantité modérée,9.8 g,en quantité élevée,6 g,en quantité modérée,1.4 g,en quantité modérée,?,,458,-3%,1916 kj(458 kcal),-4%,15,-28%,"9,8",-3%,72,+12%,6,-80%,"7,5",+15%,"1,4",+138%,"0,56",+138%,19,-4%,E,-4%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",3,"['Triman', 'Point vert', 'Pensez au tri!', 'Film plastique à jeter', 'Papier ondulé à recycler']",,"['SAS Biscuits Poult', '82001', 'Montauban', 'France']","['Œufs', 'Gluten', 'Lait']",,Biscuits au beurre,,,,
1780,Excellence - Choix noir aux éclats de noix de pécan caramélisée - Lindt - 100g,3046920010351,E,100 g,['Lindt'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,"['France', 'Espagne', 'Suisse']","['sucre', 'pâte de cacao', 'noix de pécan caramélisées ', 'noix de pécan', 'sucre', ' 14%', 'beurre de cacao', 'beurre laitier concentré', 'émulsifiant ', 'lécithine de soja', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",34 g,en quantité élevée,18 g,en quantité élevée,48 g,en quantité élevée,0.15 g,en faible quantité,2244,-2%,539,-3%,2244 kj(539 kcal),-3%,34,-14%,18,-22%,49,+27%,48,+51%,"5,3",-31%,"0,15",+221%,"0,06",+221%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['E322i - Lécithine'],4,['Tableta'],,,"['Lait', 'Fruits à coque', 'Soja']",,"Chocolat noir, extra-fin traditionnel, aux éclats de noix de pécan caramélisées",,,,
1781,Pâte d'arachide/Peanut butter - Dakatine - 850g,3051106618504,C,850 g,['Dakatine'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,,,['France'],"['Arachides grillées 97,5%', ""émulsifiant d'origine végétale : E471"", 'sel']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",52.7 g,en quantité élevée,17.8 g,en quantité élevée,4.3 g,en faible quantité,0.03 g,en faible quantité,?,,634,+6%,2653 kj(634 kcal),+6%,"52,7",+10%,"17,8",+114%,"6,1",-58%,"4,3",-32%,"30,2",+23%,"0,03",-94%,"0,012",-94%,2,-82%,B,-82%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,['Conserve'],,,['Arachides'],,,,,,
1782,Rooibos Tee - Volvic - 37cl,3057640502118,,37 cl,['Volvic'],"['Boissons', 'Boissons avec sucre ajouté']",['France'],,,['France'],"['Eau minérale naturelle Volvic ', '92%', 'sucre de canne* ', '3,8%', 'jus de citron à base de concentré*', 'Infusion de rooibos* ', '0,26%', 'arôme naturel', "" *D'agriculture biologique contrôlée""]",[],0.5 g,en faible quantité,0 g,en faible quantité,3.8 g,en quantité modérée,0.001 g,en faible quantité,?,,16,-81%,67 kj(16 kcal),-82%,"< 0,5",+33%,0,-100%,"3,8",-81%,"3,8",-79%,"< 0,5",-7%,"0,001",-97%,0,-97%,6,-50%,D,-50%,,,,,,,,,4,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans additifs']",,,,,,,,
1783,Amandes grillees - Sun,3068230013471,E,,['Sun'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes grillées', 'Amandes décortiquées']",,,,['France'],"['Amandes grillées', ' Peut contenir des arachides', 'du gluten', 'du sésame', 'du soja et des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",56 g,en quantité élevée,4.2 g,en quantité modérée,4.8 g,en faible quantité,0 g,en faible quantité,?,,650,+4%,2720 kj(650 kcal),+4%,56,+7%,"4,2",-5%,"4,8",-62%,"4,8",-15%,28,+28%,0,-100%,0,-100%,1,-77%,B,-77%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,1,,"['Peu ou pas de sel', 'Sans sel ajouté']","['Marseille', 'France']",,,,,,,
1784,Olives du marché - Cocktail d'olives pimentées - Crespo,3076820005232,,,['Crespo'],,,,['Magasins U'],['France'],"['Olives vertes et noires 96%', 'sel 4%', 'épices', 'aromates', 'acidifiants : acide lactique', 'acide citrique', ""huile d'olive"", 'conservateur E202']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,227,,950 kj(227 kcal),,"23,1",,"3,26",,"0,1",,0,,"1,2",,"2,5",,1,,,,,,,,,,,,,"['E270 - Acide lactique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,
1785,Skoll ice berry,3080216048901,,,['Skoll'],"['Boissons', 'Boissons sans sucre ajouté']",,,,['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,57,+30%,238 kj(57 kcal),+21%,0,-100%,0,-100%,20,+131%,0,-100%,0,-100%,0,-100%,0,-100%,8,+45%,D,+45%,,,,,,,,,,,,,['Gluten'],,,,,,
1786,Ananas origine Philippines en tranches au jus Sans sucres ajoutés - St Mamet - 225g,3080920982973,,225 g,['St Mamet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Fruits en conserve']",,,,['France'],"['Ananas en morceaux', ""jus d'ananas"", 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,8.9 g,en quantité modérée,0 g,en faible quantité,228,-15%,54.5,-21%,228 kj(54 kcal),-20%,0,-100%,0,-100%,12,-21%,"8,9",-35%,"0,5",+29%,0,-100%,0,-100%,-5,,A,,,,,,,,,['E330 - Acide citrique'],1,['CONSERVE'],"['Végétarien', 'Sans gluten', 'Végétalien', 'Sans huile de palme', 'Non-bio', 'Nutriscore', 'Nutriscore A']",,['Aucun'],,Ananas en morceaux au jus d'ananas,,,,
1787,Ananas papaye sans sucres ajoutées - St Mamet - 480g (4 * 120g),3080920983215,,480 g (4 * 120 g),['St Mamet'],"['Desserts fruitiers', 'Fruits au jus', 'Fruits préparés']",,,,['France'],"['Morceaux de fruits en proportion variable : papayes rouges et jaunes ', '27 à 40 %', 'ananas ', '25 à 35 %', ' ', "" jus d'ananas"", 'jus de fruit de la passion', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']",[],1 g,en faible quantité,0 g,en faible quantité,8 g,en quantité modérée,0.01 g,en faible quantité,?,,53,,222 kj(53 kcal),-41%,1,-27%,0,-100%,12,-34%,8,-53%,"0,5",-15%,"0,01",-52%,"0,004",-52%,-5,-1501%,A,-1501%,,,,,,,,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",1,"['Plastique', 'Carton']","['en:gluten-free', 'Sans sucre ajouté', 'Sans conservateurs']",['Philippines'],,,,,,,
1788,Compote Veloutée pomme/poire - St Mamet - 800g,3080920986636,A,800 g,"['St Mamet', 'St  Mamet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes poires']",,,['Leclerc'],['France'],"['Pomme 60 % minimum', 'poire 30 %', 'sucre liquide', 'poudre issue de pulpe de citrons', 'antioxydant : acide ascorbique', 'acidifiant : acide citrique']",[],0.1 g,en faible quantité,0 g,en faible quantité,14.5 g,en quantité élevée,0 g,en faible quantité,?,,65,+5%,272 kj(65 kcal),+4%,"0,1",-69%,0,-100%,"14,9",+9%,"14,5",+17%,"0,3",-15%,0,-100%,0,-100%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['E300 - Acide ascorbique', 'E330 - Acide citrique']",3,['Brique'],"['en:FSC', 'en:fsc-c014047', 'FSC Mix']",['Union européenne'],,,,,,,
1789,Haricots verts extra-fins (lot de 3) - Bonduelle,3083680836326,B,,['Bonduelle'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,,,['France'],[],[],0.1 g,en faible quantité,0.001 g,en faible quantité,0.5 g,en faible quantité,0.58 g,en quantité modérée,?,,20,-26%,84 kj(20 kcal),-24%,"0,1",-61%,"0,001",-98%,"1,5",-50%,"0,5",-47%,"1,6",+1%,"0,58",+12%,"0,232",+12%,-3,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,,,,,,,
1790,Caractère - Fol Épi - 250g,3090291119212,B,250g,"['Fol Épi', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],,['Magasins U'],['France'],"['lait ,sel,ferments', 'colorants : caramel ordinaire,rocou']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",29 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,,365,+11%,1527 kj(365 kcal),+11%,29,+9%,20,+12%,"0,5",-59%,"0,5",-33%,26,+27%,"1,3",0%,"0,52",0%,14,+2%,D,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['E150a - Caramel E150a', 'E160b - Rocou']",4,['Sachet'],,['Fromagerie Perrault'],['Lait'],,,,,,
1791,Sirop de Framboise avec arômes - RASPBERRY - 600ml,3092718586782,B,600 ml,['RASPBERRY'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de framboise', 'Boissons avec sucre ajouté', 'Sirops de raspberry']",,,,"['France', 'Suisse']","['Teneur en fruits 29% minimum', 'sucre', 'sirop de glucose - fructose', 'jus de fruit à base de concentré ', '35% framboise et 11% citron', 'eau', 'colorant : jus de sureau 3%', 'arôme']",[],,,,,,,,,1454,+13%,342,+23%,1454 kj(342 kcal),+23%,"0,005",-95%,"0,005",-73%,"85,5",+18%,"85,5",+21%,"0,005",-93%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,4,['Produkt'],,,,,,,,,
1792,Teisseire Virgin Piña Colada,3092718618117,B,,['Teisseire'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Boissons avec sucre ajouté']",,,,['France'],"['Contient des quanttés grasses', ""d'acides gras DE NOIX DE COCO GOÛT COLADA : Sucre"", ""jus d'ananas à base de concentré acide citrique"", 'arômes', ' Riche en Dilution conseillée : 1 volume de sirop pour 9 volumes : ACONSERVER IDÉALEMENT AU FRAIS APRÈS Pour reconstituer une boisson - utonsommer de préférence avant fin : voir sur le cité Pour toute information merci de nous écrire en et le no de lot indiqués www', 'teisseire', 'c_c€ TEISSEIRE - cs 38926 Crolles cedex - PENSEë']",[],,,,,,,,,?,,334,+34%,1397 kj(334 kcal),+31%,?,,,,82,+29%,79,+29%,?,,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['E570 - Acide stéarique'],4,,,,['Fruits à coque'],,,,,,
1793,Pavés  Maïs et Poivrons - Fleury Michon - 160g,3095758946011,,160 g,['Fleury Michon'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale""]",,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']",['Leclerc'],['France'],"['Protéines végétales réhydratées [bouillon ', 'eau', 'sel', 'oignon', 'poireau', 'céleri', 'carotte', 'protéines de soja I', 'P', '* 5%', 'farine de soja', 'amidon de tapioca]', 'maïs 20%,\xa0poivron rouge 20%', '\xa0huile de colza', ""poudre de blanc d'oeuf**"", 'flocon de pomme de terre', 'protéines de soja I', 'P', '* 2%', 'fécule de manioc', 'sel', 'ail', 'bouillon ', 'eau', 'plantes aromatiques', 'épices', 'épices']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",6 g,en quantité modérée,0.5 g,en faible quantité,6 g,en quantité modérée,1.5 g,en quantité modérée,626,+2%,?,,626 kj(150 kcal),-6%,6,-6%,"0,5",-50%,13,-17%,6,+147%,13,+110%,"1,5",+65%,"0,6",+65%,0,-100%,B,-100%,,,,,,,,,3,"['Barquette', 'Plastique', 'Frais']","['Végétarien', 'Union Végétarienne Européenne', 'Point Vert', 'Riche en protéines', 'Fabriqué en France', 'Nouveau', 'Nutriscore', 'Nutriscore A', 'en:Sans viande']",['France'],"['Céleri', 'Œufs', 'Soja']",,galette végétale,https://www.fleurymichon.fr/produit/paves-cote-vegetal-mais-et-poivrons,,,
1794,Jambon supérieur Fleury michon - 400g,3095759526014,E,400 g,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,['France'],"['Jambon de porc', 'bouillons ', 'eau', 'céleri', 'sauge', 'épices', 'laurier', 'oignon', 'huile de tournesol', 'sel', 'dextrose de maïs', 'épices', 'antioxydant : ascorbate de sodium', 'conservateur:nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",2.8 g,en faible quantité,1 g,en faible quantité,0.8 g,en faible quantité,1.4 g,en quantité modérée,491,-3%,116,-12%,491 kj(116 kcal),-10%,"2,8",-42%,1,-46%,"0,8",+20%,"0,8",+34%,22,+4%,"1,4",-25%,"0,56",-25%,2,-72%,B,-72%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,['Plastique'],"['Viande Française', 'Viande Porcine Française', 'Qualité supérieure']",,['Céleri'],,jambon,,,,
