,name,bar_code,generic_name,quantity,packaging,brand,categories,manufacturing,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,markets,eco_score,ingredients_origins,link,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,producer_info,origin_detail
1079,Florentins Chocolat Au Lait - Orange - LA MAISON D'ARMORINE,3561770008001,,,,"[""LA MAISON D'ARMORINE""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits secs', 'Florentins', 'Biscuits au chocolat au lait']",,,['France'],"['45% de chocolat au lait à 41 % de cacao minimum ', 'sucre', 'masse de cacao', 'poudre de lait entier', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arôme vanille naturelle', 'sucre', 'amandes effilées', 'crème fraîche fait', 'sirop de g!ucose', ""ppudre d'amande"", 'beurre ', 'lait', ' rhnrnlate_with 41 % cocoa ', 'sugar', 'cocoa mass', 'whole']",['E322i - Lécithine'],['Lait'],['Non végétalien'],4,30.7 g,en quantité élevée,13.8 g,en quantité élevée,45.5 g,en quantité élevée,0.22 g,en faible quantité,?,,534,+1%,2234 kj(534 kcal),+1%,"30,7",+1%,"13,8",+5%,"55,1",+2%,"45,55",+7%,"7,4",-3%,"0,22",+11%,"0,088",+11%,26,+11%,E,+11%,,,C,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,
1080,Dark Chocolate Bar With Caramel Cream,3561770010110,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,559,,2339 kj(559 kcal),,39,,"22,6",,"44,8",,"28,9",,"7,2",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,
1081,pomme gala sachet 2kg -,3562140292907,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes gala']",,,['France'],[],,,[],,0.24 g,en faible quantité,0.039 g,en faible quantité,14.3 g,en quantité élevée,0.1 g,en faible quantité,?,,71,+37%,297 kj(71 kcal),+37%,"0,24",-29%,"0,039",-58%,"19,06",+70%,"14,34",+69%,"0,36",+17%,"0,1",+36%,"0,04",+36%,-2,,A,,,,B,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,
1082,"Saumon ecossais - OLSEN - 0,150kg",3562250000119,,"0,150 kg","['Barquette', 'Plastique']",['OLSEN'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,"['FR 78.005.001 CE', 'Achères (Yvelines, France)']",['France'],"['Saumon Atlantique ', 'salmo salar', 'sel', ' Origine du saumon : Aquaculture Biologique Ecosse']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,9.2 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,2.6 g,en quantité élevée,?,,171,-10%,715 kj(171 kcal),-10%,"9,2",-17%,"2,5",+16%,~ 0,-100%,0,-100%,22,-0%,"2,6",-10%,"1,04",-10%,14,+4%,D,+4%,"['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Sans colorants']",,C,"['Royaume-Uni', 'Ecosse']",,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,
1083,Pain de seigle complet aux graines de tournesol - Olsen,3562250000300,,,,['Olsen'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle', 'Pains aux graines de tournesol']",,"['FR 62.587.002 CE', 'Montigny-en-Gohelle (Pas-de-Calais, France)']",['France'],[],,,[],,5.1 g,en quantité modérée,0.8 g,en faible quantité,3.5 g,en faible quantité,1.5 g,en quantité modérée,?,,218,-13%,912 kj(218 kcal),-12%,"5,1",+2%,"0,8",+28%,36,-8%,"3,5",+49%,7,-6%,"1,5",+13%,"0,6",+13%,4,+26%,C,+26%,['Sans conservateurs'],,B,,,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,
1084,Fiske Frikadeller - Olsen - 180g,3562250001802,,180 g,,['Olsen'],,,['MSC-C-50993'],['France'],"['Cabillaud 90% ', 'Gadus macro - cephalus', 'oignons', 'oeufs', 'amidon de pomme de terre', 'huile de colza', 'flocons de pomme de terre', 'sel', 'lactosérum en poudre ', 'lait', 'poivre', ""poudre d'oeufs"", 'protéines de lait', 'ail']",,"['Œufs', 'Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,174,,728 kj(174 kcal),,9,,"0,7",,"7,7",,"0,5",,15,,"1,4",,"0,56",,,,,,"['en:gluten-free', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,
1085,Fricadelles de Cabillaud et Crevettes - Olsen - 180g,3562250001826,,180 g,"['Frais', 'Plastique']",['Olsen'],"['Viandes', 'Plats préparés', 'Charcuteries', 'Plats préparés au poisson', 'Réfrigérés', 'Plats préparés réfrigérés', 'Fricadelles']",['Danemark'],['DE 4047 EG'],['France'],"['Cabillaud 69 % ', 'Gadus macro - cephalus', 'crevettes 13 % ', 'Pandalus SPP', 'flocons de pomme de terre', 'oignons', 'huile de colza', 'amidon de pomme de terre', ""poudre de blanc d'œufs"", 'lactosérum de lait', 'sel', 'piment', 'paprika', 'œuf poudre', 'protéines de lait', 'ail', 'coriandre', 'citronnelle', ""zeste d'agrume"", 'poivre', 'bouillon de crevettes']",,"['Crustacés', 'Œufs', 'Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,8.8 g,en quantité modérée,0.8 g,en faible quantité,1.4 g,en faible quantité,1.1 g,en quantité modérée,?,,195,-13%,816 kj(195 kcal),-12%,"8,8",-38%,"0,8",-82%,14,+61%,"1,4",+36%,15,+21%,"1,1",-47%,"0,44",-47%,1,-93%,B,-93%,"['en:gluten-free', 'Pêche durable', 'Pêche durable MSC']",,,,,,,,,,,,,,
1086,Ravioli au boeuf et legumes,3562420000024,,,,,"['Snacks', 'Snacks sucrés', 'Plats préparés', 'Biscuits et gâteaux', 'Produits à la viande', 'Plats à base de pâtes', 'Gâteaux', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Madeleines', 'Ravioli à la viande', 'Raviolis au bœuf']",,"['FR 13.085.002 CE', 'Roquefort-la-Bédoule (Bouches-du-Rhône, France)']",['France'],[],,,['Sans huile de palme'],,22 g,en quantité élevée,3.9 g,en quantité modérée,24 g,en quantité élevée,1 g,en quantité modérée,?,,427,+214%,1787 kj(427 kcal),+217%,22,+534%,"3,9",+222%,51,+174%,24,+852%,"5,1",-7%,1,+12%,"0,4",+12%,17,+683%,D,+683%,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,B,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,
1087,Ravioli au pesto alla genovese,3562420000079,,,,,"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",,,['France'],[],,,[],,5.6 g,en quantité modérée,2.2 g,en quantité modérée,6.1 g,en quantité modérée,1 g,en quantité modérée,?,,264,-41%,1105 kj(264 kcal),-41%,"5,6",-87%,"2,2",-66%,"43,8",+642%,"6,1",+166%,"9,7",+105%,1,-60%,"0,4",-60%,5,-74%,C,-74%,,,C,,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,
1088,Ravioli,3562420001007,,,,,,,"['FR 13.085.002 CE', 'Roquefort-la-Bédoule (Bouches-du-Rhône, France)']",['France'],[],,,[],,,,,,,,,,?,,276,,1155 kj(276 kcal),,32,,"10,44",,"54,1",,"6,3",,"7,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,
1089,Tagliatelles aux oeufs - maison bonini - 500g,3562420001076,,500g,,['maison bonini'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Nouilles aux oeufs', 'Tagliatelles aux œufs']",,"['FR 13.085.002 CE', 'Roquefort-la-Bédoule (Bouches-du-Rhône, France)']",['France'],[],,,[],,27 g,en quantité élevée,6.75 g,en quantité élevée,3.8 g,en faible quantité,0.6 g,en quantité modérée,?,,294,-3%,1230 kj(294 kcal),-2%,27,+938%,"6,75",+877%,"57,7",+2%,"3,8",+115%,"9,7",-13%,"0,6",+266%,"0,24",+266%,11,,D,,,,,,,,,,,,,,,,
1090,Pain d’épices caramel beurre salé - Les Produits De La Ruche,3562510612557,,,,['Les Produits De La Ruche'],"['Biscuits et gâteaux', ""Pains d'épices""]",,,['France'],[],,,[],,2 g,en faible quantité,1 g,en faible quantité,49 g,en quantité élevée,0.41 g,en quantité modérée,?,,332,-1%,1389 kj(332 kcal),-2%,2,-43%,1,-19%,73,+3%,49,+21%,"4,7",+8%,"0,41",-6%,"0,164",-6%,15,+6%,D,+6%,,,B,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,
1091,Petits financiers,3562510672001,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,408,,1707 kj(408 kcal),,22,,"9,8",,44,,33,,"7,5",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,
1092,6 galettes au blé noir - Les Delices Du Chef Saveurs Du Bio,3562562000746,,,,['Les Delices Du Chef Saveurs Du Bio'],,,,['France'],[],,,[],,,,,,,,,,?,,198,,828 kj(198 kcal),,"7,6",,"1,1",,23,,5,,"6,8",,"1,3",,"0,52",,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,
1093,8 blinis médium -,3562562555000,,,,,"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,,['France'],[],,,[],,9.8 g,en quantité modérée,1.2 g,en faible quantité,8.5 g,en quantité modérée,1.8 g,en quantité élevée,?,,264,+2%,1105 kj(264 kcal),+1%,"9,8",-8%,"1,2",-15%,36,+8%,"8,5",+94%,"6,1",-4%,"1,8",+32%,"0,72",+32%,12,+78%,D,+78%,,,B,,,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,
1094,4 blinis - Les délices du chef - 200g,3562562555031,blinis,200g,"['Plastique', 'Frais']",['Les délices du chef'],"['Snacks', 'Snacks salés', 'Apéritif', 'Blinis']",,,['France'],"['Farine de blé', 'eau', 'huile de tournesol', 'lactose', 'protéines de lait', 'lait écrémé en poudre', 'lactosérum en poudre', ""oeufs entiers et blancs d'oeufs déshydratés"", 'poudres à lever : carbonates de sodium et diphosphates', 'sel', 'antioxydant : acide ascorbique']","['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,B,,,71.0%,15.7%,8.4%,4.3%,0.6%,0.0%,87,,,
1095,Piperade bearnaise - Le Vieux Chêne,3563480000252,,,,['Le Vieux Chêne'],"['Plats préparés', 'Légumes préparés']",,,['France'],[],,,[],,0.5 g,en faible quantité,0.2 g,en faible quantité,5.2 g,en quantité modérée,0.82 g,en quantité modérée,?,,47,-48%,197 kj(47 kcal),-47%,"0,5",-89%,"0,2",-72%,"9,1",+32%,"5,2",+65%,"0,5",-76%,"0,82",+13%,"0,328",+13%,4,+918%,C,+918%,,,,,,,,,,,,,,,
1096,Terrine au Porc Noir de Bigorre - Le vieux chene,3563480002225,,,,['Le vieux chene'],,,,['France'],[],,,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,"32,9",,"12,6",,"0,3",,"0,3",,"14,6",,"1,46",,"0,584",,,,,,,,,,,,,,,,,,,,
1097,Pate de campagne pur porc bio - Le Vieux Chêne,3563480002867,,,,['Le Vieux Chêne'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",,,['France'],[],,,[],,24.3 g,en quantité élevée,9.2 g,en quantité élevée,0.5 g,en faible quantité,1.58 g,en quantité élevée,?,,287,-8%,1201 kj(287 kcal),-8%,"24,3",-10%,"9,2",-9%,"1,5",-38%,"0,5",-46%,"15,5",+9%,"1,58",-5%,"0,632",-5%,19,0%,E,0%,['Bio'],,D,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,
1098,Dijona Moutarde forte au vinaigre - La petite fabrique provencale - 1kg,3563490010104,,1 kg,,['La petite fabrique provencale'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,['France'],"['eau', ""graines de moutarde vinaigre d'alcool "", '20%', 'sel', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,[],3,11 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,?,,149,-6%,623 kj(149 kcal),-6%,11,-4%,"0,8",+5%,"1,8",-51%,"1,8",-20%,"7,2",+0%,"6,1",+3%,"2,44",+3%,11,+2%,D,+2%,,,B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,
1099,Moutarde Dijon Reine De Dijon - 444 G -KLP,3563490014348,,,,['Reine De Dijon'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,['France'],"['Mouarde forte de Dijon Inqrédients: Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'acidifiant: acide citrique', 'conser,tateur', ' disulfite de potassium']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",['Moutarde'],[],3,11.5 g,en quantité modérée,0.81 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,?,,170,+7%,711 kj(170 kcal),+7%,"11,5",0%,"0,81",+6%,"6,1",+67%,"1,8",-20%,"7,5",+4%,"6,1",+3%,"2,44",+3%,12,+11%,D,+11%,,,B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,
1100,Moutarde à l'ancienne bio - Reine de Dijon - 190g,3563490015314,,190 g,"['Bocal', 'Verre']",['Reine de Dijon'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', ""Moutardes à l'ancienne""]",['France'],,['France'],"['Eau', 'graines de moutarde*', ""vinaigre d'alcool*"", 'sel', "" *Produits issus de l'agriculture biologique""]",,['Moutarde'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,10 g,en quantité modérée,0.7 g,en faible quantité,1.5 g,en faible quantité,5.5 g,en quantité élevée,678,+3%,?,,678 kj(162 kcal),+0%,10,-12%,"0,7",-12%,"6,8",+48%,"1,5",-39%,"7,6",+5%,"5,5",+11%,"2,2",+11%,12,+21%,D,+21%,"['Bio', 'Bio européen', 'Sans conservateurs', 'FR-BIO-01', 'AB Agriculture Biologique']","[""Aire d'autoroute""]",A,,,55.3%,14.9%,23.7%,4.6%,1.5%,0.0%,73,,,
1101,Moutarde crème de cassis de Dijon - Reine de Dijon - 90g,3563490100041,Moutarde à la Crème de cassis de Dijon,90 g,"['Bocal', 'Verre']",['Reine de Dijon'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au cassis', 'Moutardes de Dijon']",['France'],,['France'],"['Eau', 'graines de moutarde', ""vinaigre d'alcool"", 'crème de cassis de Dijon ', '4,8 %', 'sel', 'vin blanc ', 'contient sulfites', 'arôme', 'concentrés de végétaux colorant ', 'carotte', 'patate douce', 'radis', 'sucre', 'épices', 'acidifiant ', 'acide citrique', 'conservateur ', 'disulfite de potassium']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],4,10.1 g,en quantité modérée,0.71 g,en faible quantité,4.9 g,en faible quantité,3.7 g,en quantité élevée,734,+14%,175,+10%,734 kj(175 kcal),+10%,"10,1",-12%,"0,71",-7%,"6,2",+70%,"4,9",+118%,"7,1",-1%,"3,7",-38%,"1,48",-38%,13,+20%,D,+20%,['Point Vert'],"[""Aire d'autoroute""]",B,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,
1102,Carré amande-figue,3563783110269,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,440,,1841 kj(440 kcal),,"22,8",,2,,"44,7",,"28,1",,"10,2",,"0,21",,"0,084",,,,,,['Bio'],,,,,,,,,,,,,,
1103,Amandes bio au sel de camargue,3563785210295,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,674,,2820 kj(674 kcal),,"60,4",,"5,5",,"8,8",,"3,7",,"20,7",,"0,7",,"0,28",,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,
1104,Terrine au Maroilles,3563800000825,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,259,,1084 kj(259 kcal),,"21,7",,"9,1",,"0,8",,"0,5",,"15,2",,"1,45",,"0,58",,,,,,,,,,,,,,,,,,,,
1105,Pot'je vleesch désossé 3 viandes,3563800003086,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,139,,582 kj(139 kcal),,"7,7",,"2,98",,"0,51",,"0,51",,"16,8",,"1,48",,"0,592",,,,,,,['Magasins U'],,,,,,,,,,,,,
1106,Potje Vleesh,3563800003093,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,152,,636 kj(152 kcal),,"8,5",,"3,4",,"0,5",,"0,5",,"18,5",,"1,35",,"0,54",,,,,,,['Magasins U'],,,,,,,,,,,,,
1107,Poulet au Maroilles - Les mijotes de l abbaye - 750g,3563800003598,Plat préparé en conserve,750 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve', 'Stérilisé']",['Les mijotes de l abbaye'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Produits artisanaux', 'Plats à la volaille', 'Plats préparés en conserve', 'Plats au poulet']","['Les Cuisinés des Sources - Rue du Champ des Oiseaux - ZI du Moulin Blanc - 59230 Saint-Amand-les-Eaux', 'Nord', 'Nord-Pas-de-Calais', 'France']","['FR 59.526.101 CE', 'Saint-Amand-les-Eaux (Nord, France)', 'EMB 59526', 'Saint-Amand-les-Eaux (Nord, France)', 'EMB 50526', 'Saint-Michel-des-Loups (Manche, France)']",['France'],"['Viande de poulet 69 %', 'bière de St Amand [eau', ""malt d'orge"", 'gluten', 'levure', 'baies de genévrier]', 'lait', 'maroilles 4 %', 'crème de cuisson [crème légère', 'amidon modifié', 'émulsifiant E471', 'stabilisant E440', 'E460', 'E410]', 'carotte', 'farine de blé', 'sel', 'fond de volaille [amidon de blé', 'fécule de pomme de terre', 'sel', 'protéine de lait', 'exhausteur de goût E621', 'E635', 'arôme', 'graisse et viande de poulet', 'plante aromatique', 'matière grasse en poudre ', 'matière grasse végétale', 'sirop de glucose', 'stabilisant E451', 'extrait de curcuma]', 'arôme poivre', 'estragon']","['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E440 - Pectines', 'E460 - Cellulose', 'E410 - Gomme de caroube', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E100 - Curcumine']","['Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,10.7 g,en quantité modérée,4.29 g,en quantité modérée,0.82 g,en faible quantité,0.74 g,en quantité modérée,?,,160,-52%,669 kj(160 kcal),-52%,"10,7",-4%,"4,29",+9%,"1,3",-97%,"0,82",-93%,"14,7",+81%,"0,74",-15%,"0,296",-15%,3,-74%,C,-74%,"['Point Vert', 'Saveurs en Or', 'Eco-Emballages']",['Auchan'],D,,,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,
1108,Purée de pommes de terre en flacons - Sharon Valley,3564040005267,,,,['Sharon Valley'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",,,['France'],['curcuma'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,352,+12%,1473 kj(352 kcal),+12%,"0,6",-62%,"0,4",-57%,76,+21%,"1,5",-43%,"8,3",+18%,"0,2",-70%,"0,08",-70%,,,,,,,B,,,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,,
1109,Babeluttes des Lys (étui Cafougnette) - Coeur des Lys - 250g,3564365085685,Caramels,250 g,['Carton'],"['Coeur des Lys', 'Nougat des Lys']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Caramels', 'Confiseries du Nord-Pas-de-Calais']",['Belgique'],,['France'],"['Sirop de glucose', 'sucres', 'lait concentré', 'beurre', 'biscuit spéculoos 3% ', 'farine de froment', 'sucre de candi blond', 'graisses végétales', 'sucre de canne', 'farine de soja', 'farine de lupin', 'poudre à lever', 'sel', 'cannelle', 'lécithine', 'arômes naturels']",['E322i - Lécithine'],"['Gluten', 'Lupin', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,
1110,Sorbet poire - Trofic - 1l,3564700004302,,1 l,,"['Trofic', 'Marque Repère', 'Eskiss']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la poire']",,,['France'],"['Sorbet à la poire 90% : eau ', ' purée de poire 26% ', ' sirop de glucose-fructose ', ' sucre ', ' sirop de glucose ', ' arôme naturel de poire avec autres arômes naturels ', ' gélifiants : pectines', 'gomme tara', 'gomme xanthane ', ' acidifiant : acide citrique ', ' protéines de pois hydrolysées ', 'pois', 'sucre', 'Préparation de morceaux de poire 10% : morceaux de poire 6,6% ', ' sucre ', ' sirop de glucose-fructose ', ' eau ', ' gélifiants : pectines', 'gomme xanthane ', ' arôme naturel ', "" correcteurs d'acidité : acide citrique"", 'E331', 'E333', 'Traces de gluten', ""d'oeufs"", ""d'arachides"", 'de soja', 'de lait et de fruits à coque', 'Les pourcentages sont exprimés sur le produit total']","['E440 - Pectines', 'E417 - Gomme tara', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E333 - Citrates de calcium']",,[],4,0.5 g,en faible quantité,0.5 g,en faible quantité,26.1 g,en quantité élevée,0 g,en faible quantité,510,,?,,510 kj(122 kcal),-3%,"0,5",+115%,"0,5",+842%,"29,5",-2%,"26,1",+2%,"0,5",+62%,0,-100%,0,-100%,5,+2%,C,+2%,,['Leclerc'],C,,,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,
1111,Abricots demi-fruits au sirop boîte 1/2 - Fruistar - 405g,3564700006900,,405 g,['Conserve'],"['Fruistar', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Abricots au sirop']",,,['France'],"['Demi-abricots', 'eau', 'sucre']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,16 g,en quantité élevée,0.1 g,en faible quantité,295,+7%,?,,295 kj(71 kcal),-1%,"0,5",+96%,"0,1",+122%,17,+16%,16,+16%,"0,5",+10%,"0,1",+137%,"0,04",+137%,-2,,A,,,['Leclerc'],A,,,29.9%,36.7%,16.9%,8.5%,8.0%,0.0%,96,,,
1112,Cocktail fruits sirop - Fruistar - 500g,3564700006993,,500 g,['Conserve'],"['Fruistar', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cocktail de fruits au sirop']",,,['France'],"['Fruits ', 'pêches en cubes', 'poires en cubes', ""segments d'ananas"", 'raisins,demi-bigarreaux', 'dont colorant : E127', ' ', ' eau ', ' sirop de glucose-fructose ', ' sucre ', ' acidifiant : acide citrique']","['E127 - Érythrosine', 'E330 - Acide citrique']",,[],4,0.4 g,en faible quantité,0.2 g,en faible quantité,12.5 g,en quantité modérée,0 g,en faible quantité,330,+19%,?,,330 kj(79 kcal),+18%,"0,4",+100%,"0,2",+470%,"17,5",+15%,"12,5",-7%,"0,6",+87%,0,-100%,0,-100%,1,,B,,,['Leclerc'],,,,,,,,,,,,,
1113,Cocktail fruits sirop bte 1/2 - Fruistar - 250g,3564700007006,,250 g,['Conserve'],"['Fruistar', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cocktail de fruits au sirop']",,,['France'],"['Fruits ', 'pêches en cubes', 'poires en cubes', ""segments d'ananas"", 'raisins,demi-bigarreaux ', 'dont colorant : E127', ' ', ' eau ', ' sirop de glucose-fructose ', ' sucre ', ' acidifiant : acide citrique']","['E127 - Érythrosine', 'E330 - Acide citrique']",,[],4,0.4 g,en faible quantité,0.2 g,en faible quantité,12.5 g,en quantité modérée,0 g,en faible quantité,330,+19%,?,,330 kj(79 kcal),+18%,"0,4",+100%,"0,2",+470%,"17,5",+15%,"12,5",-7%,"0,6",+87%,0,-100%,0,-100%,1,,B,,,['Leclerc'],,,,,,,,,,,,,
