,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,ingredients_origins,manufacturing,link,markets,additives,allergens,nova_score,palm_ingredients,origin_detail,producer_info,brand_owner
1845,Meatballs - The laughing cow - 280g,3073780836111,C,280 g,"['The laughing cow', 'Bel', 'Tesco']","['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages à la crème']",,,"['France', 'Portugal', 'en:Belgique']","['Lait écrémé réhydraté', 'fromages', 'protéines de lait', 'sels de fonte: E452', 'E451,E330', 'beurre', 'arôme naturel,']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",7 g,en quantité modérée,4.7 g,en quantité modérée,6 g,en quantité modérée,1.5 g,en quantité modérée,?,,147,-37%,615 kj(147 kcal),-37%,7,-67%,"4,7",-67%,6,+78%,6,+103%,1,-88%,"1,5",+28%,"0,6",+28%,12,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['card-carton'],,,,,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Lait'],4,,,,
1846,Kiri - 8 portions - 144g,3073780972697,C,144g,['Kiri'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages fondus']",['Fabriqué en France'],,"['France', 'Martinique', 'DOM TOM']",[],[],29.5 g,en quantité élevée,20 g,en quantité élevée,2 g,en faible quantité,1.5 g,en quantité modérée,?,,308,+21%,1289 kj(308 kcal),+22%,"29,5",+46%,20,+49%,2,-63%,2,-50%,"8,5",-27%,"1,5",-25%,"0,6",-25%,14,-10%,D,-10%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,Fromage blanc fondu,"['Carton', 'Aluminium']",,,,,,,,,,,
1847,Babybel 380g nr - 380g,3073781069730,,380 g,['Babybel'],,,,['France'],"['LAIT ', 'Origine : France', 'sel', 'ferments LACTIQUES', 'enzyme coagulante microbienne']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,1360,,328,,1360 kj(328 kcal),,"27,5",,"18,5",,"0,1",,"0,1",,20,,"1,8",,"0,72",,,,,,,,,,,,,Fromage au lait pasteurisé,,,,,,,['Lait'],,,,,
1848,La vache qui rit,3073781082494,,,['La Vache qui rit'],,,,"['France', 'Sénégal']",[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,17,,0,,11,,0,,"7,5",,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,
1849,Kiri à tartiner,3073781099058,D,,['Kiri'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner', 'Fromages fondus']",,,"['Belgique', 'France']",[],[],24 g,en quantité élevée,16 g,en quantité élevée,2 g,en faible quantité,1.3 g,en quantité modérée,?,,244,-4%,1021 kj(244 kcal),-4%,24,+19%,16,+19%,2,-63%,2,-50%,5,-57%,"1,3",-35%,"0,52",-35%,15,-3%,D,-3%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,,,,['Delhaize'],,,,,,,
1850,Pêches avec jus naturel - Saint mamet - 850g,3080920983611,B,850 g,"['Saint mamet', 'St Mamet']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']","['Végétarien', 'Sans gluten', 'Végétalien', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Non-bio', 'Nutriscore', 'Nutriscore A', 'Sans colorants ou conservateurs', 'Triman']",,"['Belgique', 'France']","['Oreillons de pêches Pavie ', ""avec leur jus d'origine naturelle 1%*"", 'eau', 'sucre', 'acidifiant : acide citrique', ' *Sur une base de 100% de pêches']","['Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,260,-6%,62.1,-9%,260 kj(62 kcal),-5%,0,-100%,0,-100%,14,-7%,12,-12%,"0,52",+28%,0,-100%,0,-100%,-4,,A,,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,Pêches demi fruits préservées avec leur jus d'origine naturelle,"['Conserve', 'Métal']",['France'],['France'],,"['Magasins U', 'Auchan']",['E330 - Acide citrique'],['Aucun'],3,,,,
1851,Aubergines cuisinées à la provençale - Cassegrain - 375g,3083680659055,,375 g,['Cassegrain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Plats préparés', ""Plats préparés d'origine végétale"", 'Légumes préparés', 'Plats préparés en conserve']","['Point Vert', 'Sans conservateurs', 'Triman']",,"['Belgique', 'France']","[""Dés d'aubergines préfrites 36% "", 'aubergines 31%', 'huile de tournesol', 'tomates pelées concassées au jus 23% ', 'tomates', 'jus de tomate', 'acidifiant : acide citrique', ""dés d'aubergines 15%"", ' oignons coupés 12%', 'purée de tomates mi-réduite 4,8%', 'double concentré de tomates 2,2%', 'sucre', ""huile d'olive vierge extra 1%"", 'basilic 0,9%', 'sel', 'ail', 'jus concentré de citron']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",6 g,en quantité modérée,0.7 g,en faible quantité,6 g,en quantité modérée,0.65 g,en quantité modérée,?,,90,-45%,377 kj(90 kcal),-43%,6,-6%,"0,7",-30%,"6,1",-61%,6,+147%,"1,2",-81%,"0,65",-28%,"0,26",-28%,-4,-1802%,A,-1802%,,,,,,,,Confit d'aubergines à l'huile d'olive vierge extra,"['Conserve', 'Métal', 'Boîte en métal']",,,,"['Magasins U', 'Intermarché Express']",['E330 - Acide citrique'],,3,,,,
1852,"Curry jaune de légumes, graines de moutarde et lait de coco - cassegrain - 375g",3083681030013,,375 g,['Cassegrain'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Plats préparés', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes préparés']",['Éco-Emballages'],,['France'],"['Mélanges de légumes 63% ', 'carottes', 'poivrons rouges grillés', 'aubergines préfrites ', 'aubergines', 'huile de tournesol', 'haricots plats', 'oignons', 'échalotes', 'eau', 'purée de potiron et de potimarron', 'purée de tomate', 'huile de tournesol', 'lait de coco en poudre 1', '1% ', 'maltodextrine de tapioca', 'lait', 'ail', 'sel', 'jus de citron concentré', 'sucre', 'arômes naturels', 'gingembre', ""mélange d'épices curry 0,4%"", ""mélange d'épices Garam Massala"", 'graines de moutarde brune 0', '3%', 'farine de blé', 'acidifiant : acide lactique', ""vinaigre d'alcool""]",['Non végétalien'],4 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,0.8 g,en quantité modérée,?,,70,-22%,293 kj(70 kcal),-21%,4,-13%,"0,9",+26%,"4,7",-32%,"2,8",-11%,"1,3",-37%,"0,8",+10%,"0,32",+10%,-7,-1881%,A,-1881%,,,,,,,,Légumes cuisinés en sauce curry,"['Conserve', 'Boite', 'Métal']",,,,"['Leclerc', 'Carrefour', 'les restos du coeur']",['E270 - Acide lactique'],"['Gluten', 'Lait', 'Moutarde']",4,,,,
1853,Miel - Miel L’Apiculteur - 500g,3088540212012,A,500 g,"['Miel L’Apiculteur', ""L'Apiculteur"", 'Yves Michaud']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', ""Miels d'acacia""]","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Point Vert', 'AB Agriculture Biologique']",,['France'],"[""Mélange de miels non originaires et originaires de l'UE""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0.025 g,en faible quantité,?,,302,+4%,1264 kj(302 kcal),+4%,0,-100%,0,-100%,75,-3%,75,+6%,"0,4",+15%,"0,025",+59%,"0,01",+59%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,Miel d'acacia,"['Verre', 'Bocal', 'métal']",['Monde'],['France'],http://www.mielapiculteur.fr/,,,,2,,,,
1854,Miel - L'Apiculteur - 1kg,3088540402246,B,1 kg,"[""L'Apiculteur"", 'Yves Michaud']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Miels crémeux']",,,['France'],['Miel de fleurs de France'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,Miel de fleurs de France,"['Pot', 'Carton', 'Plastique']",['France'],['France'],,,,,2,,,,
1855,Siros de fruits Tropical - Teisseire - 60cl,3092718605483,B,60 cl,['Teisseire'],"['Boissons', 'Sirops', 'Sirops aromatisés']","['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Triman']",,"['Belgique', 'France']","['Sucre', 'sirop de glucose-fructose', 'jus de fruits à base de concentrés 21% ', 'orange 14%', 'passion 4%', 'citron 2%', 'mangue 1%', 'eau', 'acidifiant : acide citrique', 'arôme naturel', 'extrait de paprika']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,34,-86%,142 kj(34 kcal),-87%,0,-100%,0,-100%,84,+32%,79,+29%,0,-100%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,['Delhaize'],"['E330 - Acide citrique', 'E160c - Extrait de paprika']",,4,,,,
1856,Zéro SUCRES Fraise - Teisseire - 60cl,3092718620158,,60 cl,['Teisseire'],"['Boissons', 'Boissons édulcorées']",,,"['Belgique', 'France']","['eau', 'jus de fraise à base de concentré 10%', 'agent de charge: polydextrose', 'acidifiant:acide citrique', 'colorants: anthocyanes', 'caramel ', 'E150al', 'arômes', 'épaississant: gomme xanthane', 'édulcorants: sucralosę', 'acésulfame K', 'conservateur rsorbate de potassium']",[],0 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0.03 g,en faible quantité,97,+149%,21,+40%,97 kj(21 kcal),+64%,0,-100%,0,-100%,"1,5",-44%,"0,9",-62%,0,-100%,"0,03",-14%,"0,012",-14%,5,+16%,C,+16%,,,,,,,,"Boisson concentrée à la fraise à diluer, avec édulcorants",['canette aluminium'],,,,['Delhaize'],"['E1200 - Polydextrose', 'E330 - Acide citrique', 'E163 - Anthocyanes', 'E415 - Gomme xanthane', 'E950 - Acésulfame K']",,4,,,,
1857,Rôti de Dinde - 100% filet* - Fleury Michon - 100g,3095758931109,E,100 g,['Fleury Michon'],"['Viandes', 'Frais', 'Volailles', 'Volailles cuites', 'Dindes', 'Rôtis de dinde']","['Point Vert', 'Sans conservateurs', 'Nutriscore', 'Nutriscore C', '100% filet', 'en:Eco-Emballages']","['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",['France'],"['Filet de dinde 89%', 'bouillons ', 'eau', 'os de poulet', 'plantes aromatiques', 'carotte', 'céleri', 'épices', 'oignon', 'poireau', 'sel', 'sel', 'concentrés de céleri et betterave', 'dextrose de maïs', 'plantes aromatiques 0', '2%,\xa0épices', 'ferments', 'antioxydant : ascorbate de sodium', 'colorant : caramel ordinaire']","['Non végétalien', 'Non végétarien']",1 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.8 g,en quantité élevée,445,-22%,?,,445 kj(106 kcal),-23%,1,-84%,"0,3",-86%,"0,5",-57%,"0,5",-43%,23,+20%,"1,8",+26%,"0,72",+26%,3,-38%,C,-38%,80.5%,9.2%,2.6%,2.6%,1.3%,3.8%,34,"Rôti de dinde cuit, traité en salaison, bruni","['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice', 'Barquette', 'Film en plastique']",,"['Fleury Michon Charcuterie - FMC (Filiale Fleury Michon Solution Repas) - ZI Pierre Brune - 85110 Chantonnay', 'Vendée', 'Pays de la Loire', 'France']",http://www.fleurymichon.fr/produit/roti-de-dinde-cuit-100-filet-viande-100-filet-2-tr,"['Casino', 'Franprix']","['E301 - Ascorbate de sodium', 'E150a - Caramel E150a']",['Céleri'],4,,,,
1858,Dragibus - Confiserie dragéifiée - Haribo - 120g e,3103220025918,E,120 g e,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['Point Vert'],,"['France', 'Allemagne', 'Suisse']","['Sirop de glucose', ' sucre ', ' amidon', ' dextrose', ' acidifiants: acide citrique', 'acide malique', "" correcteurs d'acidité: citrate monosodique"", 'malate acide de sodium', ' arôme', ' colorants: curcumine', 'bleu patenté V', 'charbon végétal', 'carotènes végétaux', 'anthocyanes', "" agent d'enrobage: cire de carnauba""]","[""Pourrait contenir de l'huile de palme""]",0.5 g,en faible quantité,0.1 g,en faible quantité,56 g,en quantité élevée,0.06 g,en faible quantité,1560,+1%,367,+3%,1560 kj(367 kcal),+4%,"0,5",-73%,"0,1",-91%,91,+9%,56,-3%,"0,5",-76%,"0,06",-50%,"0,024",-50%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,Confiserie dragéifiée,"['Sachet', 'Plastique']",,,,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331i - Citrate monosodique', 'E350ii - Malate acide de sodium', 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160aii - Carotènes végétaux', 'E163 - Anthocyanes', 'E903 - Cire de carnauba']",,4,,,,
1859,Happy Cola - Haribo - 40g,3103220030486,E,40 g,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bouteilles de cola gélifiées']",,,"['France', 'Suisse']","['Sirop de glucose', 'sucre', 'gélatine', 'dextrose', 'acidifiant: acide citrique', 'sirop de caramel', 'arôme', ""agents d'enrobage: cire d'abeille blanche et jaune"", 'cire de carnauba,']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,43 g,en quantité élevée,0.03 g,en faible quantité,?,,332,-3%,1389 kj(332 kcal),-4%,"0,5",+25%,"0,1",-40%,75,-7%,43,-25%,"6,6",+79%,"0,03",-74%,"0,012",-74%,13,-8%,D,-8%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['Sachet', 'Plastique']",,,,,,,4,,,,
1860,Mini croquants - Kühne,3104710009661,,,['Kühne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",['Sans conservateurs'],,['France'],"['cornichons', 'eau', ""vinaigre d'alcool"", 'sucre', 'sel', 'épices ', 'dont graines de moutarde', 'plantes aromatiques', 'arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.1 g,en faible quantité,0.01 g,en faible quantité,9.7 g,en quantité modérée,2.5 g,en quantité élevée,?,,49,+81%,205 kj(49 kcal),+92%,"0,1",-66%,"0,01",-85%,"11,4",+231%,"9,7",+272%,"0,6",-41%,"2,5",+45%,1,+45%,7,+223%,C,+223%,,,,,,,,,['Bocal'],,"['Couchey', 'France']",,['Géant Valence 2'],,,4,,,,
1861,Miel crémeux bio - Miel Besacier,3110770442010,B,,['Miel Besacier'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels crémeux']",['Bio'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1862,Papillotes revillon accord majeur - 420g,3110845261836,E,420 g,['Révillon'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Papillotes en chocolat']",,,['France'],[],[],34 g,en quantité élevée,15 g,en quantité élevée,48 g,en quantité élevée,0.1 g,en faible quantité,?,,544,+2%,2276 kj(544 kcal),+2%,34,+4%,15,-10%,51,-1%,48,-1%,"6,8",+12%,"0,1",+1%,"0,04",+1%,26,+4%,E,+4%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['Sachet', 'Plastique']",,,,,,,,,,,
1863,Chaussée aux moines - Fromage - 230g,3114270400075,B,230 g,['Chaussée aux Moines'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés']",,"['FR 53.084.001 CE', 'Craon (Mayenne, France)']",['France'],"['lait ', 'origine France', 'sel', 'ferments', 'conservateur : E235']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",25 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,305,-3%,1276 kj(305 kcal),-3%,25,-4%,18,+1%,0,-100%,0,-100%,20,+8%,"1,6",+11%,"0,64",+11%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['Plastique', 'Frais']",['France'],['France'],,['Magasins U'],['E235 - Natamycine'],['Lait'],3,,,,
1864,"Bière Blonde, 6,7% vol. - Affligem - 25cl",3119780257621,C,25 cl,['Affligem'],"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,['France'],"['Eau', ""Illalt d'orge"", 'sirop de glucose', 'houblon', 'extraits de houblon']",[],,,,,,,,,?,,56,+37%,234 kj(56 kcal),+35%,"0,5",+192%,0,-100%,"4,3",+24%,"0,5",+3%,"0,5",+23%,"0,01",-35%,"0,004",-35%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,['Magasins U'],,,4,,,,
1865,Light (4%MG) - fromage à pâte pressée non cuite - Entremont - 150g,3123930617630,C,150 g,['Entremont'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée non cuite', 'Fromages pasteurisés', 'Fromages en tranches']","['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse']","['FR 52.332.001 CE', 'Val-de-Meuse (Haute-Marne, France)']","['Belgique', 'France']","['Lait pasteurisé ', 'Origine :France', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",14 g,en quantité modérée,9 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,246,-28%,1029 kj(246 kcal),-28%,14,-48%,9,-51%,"0,5",-51%,"0,5",-27%,30,+30%,"1,1",-36%,"0,44",-36%,10,-36%,C,-36%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"Fromage à pâte pressée non cuite, allégé en matière grasse","['Barquette', 'Plastique']",,,,,,['Lait'],3,,,,
1866,Emmental français - Entremont - 150g - 14tranches,3123930617760,C,150g - 14 tranches,['Entremont'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages en tranches']",['Origine France'],"['FR 52.332.001 CE', 'Val-de-Meuse (Haute-Marne, France)']",['France'],"['Lait pasteurisé', 'sel', 'ferments lactiques', 'coagulant']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.5 g,en quantité modérée,1532,+10%,366,+8%,1532 kj(366 kcal),+8%,29,+8%,19,+4%,"0,5",-51%,"0,5",-27%,27,+17%,"0,5",-71%,"0,2",-71%,11,-30%,D,-30%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,Fromage à pâte pressée,"['Barquette', 'Plastique', 'Sous atmosphère protectrice', 'Barquette', 'Film en plastique']",['France'],,,['Carrefour'],,['Lait'],3,,,,
1867,Meule d’Or - Entremont - 200g,3123936130904,C,200 g,['Entremont'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",,,['France'],"['lait de vache pasteurisé ', 'Origine : France', 'sel', 'ferments lactiques', 'coagulant', ' Anti-agglo - mérant ', '2% maxi', ' : amidon de pomme de terre']",['Non végétalien'],28 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,?,,360,-4%,1506 kj(360 kcal),-3%,28,-3%,18,-7%,1,+3%,"0,5",+39%,26,-5%,"0,6",-40%,"0,24",-40%,11,-15%,D,-15%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,['Magasins U'],,['Lait'],3,,,,
1868,Cocktail sans alcool Citron Vert & kiwi - Mister Cocktail - 75cl,3138670344203,B,75 cl,['Mister Cocktail'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons sans alcool', 'Boissons avec sucre ajouté']",,,['France'],"['Eau', 'sirop de fructose', 'saccharose', 'jus de fruits à base de concentré ', 'citron', 'ananas', 'fruit de la passion', 'acidifiant : acide citrique', 'arômes', 'antioxygène : acide ascorbique', 'stabilisants : E466', 'E414', 'E445', 'conservateurs : E202', 'E211', 'émulsifiant : E444', 'colorants : E102', 'E131']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.1 g,en faible quantité,0.1 g,en faible quantité,12.5 g,en quantité élevée,0.1 g,en faible quantité,?,,50,+32%,209 kj(50 kcal),+25%,"< 0,1",-26%,"< 0,1",+272%,"12,5",+45%,"12,5",+70%,"< 0,1",-56%,"< 0,1",+381%,"0,04",+381%,16,+128%,E,+128%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,Cocktail sans alcool,"['Bouteille', 'Verre']",,,,['Magasins U'],"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E466 - Carboxyméthylcellulose', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E444 - Acétate isobutyrate de saccharose', 'E102 - Tartrazine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",,4,,,,
1869,Beurre demi-sel - Bridel - 250,3155250359402,E,250,['Bridel'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres allégés']",,,['France'],"['Beurre ', 'crème origine UE', ' ', 'lait', 'babeurre ', 'lait', 'sel ', '1,9%', 'amidon modifié', 'ferment lactiques ', 'lait', 'émulsifiant : E471', 'conservateur : sorbate de potassium', 'colorant : béta carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",61 g,en quantité élevée,40 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,?,,564,+28%,2360 kj(564 kcal),+31%,61,+31%,40,+33%,"3,7",+41%,0,-100%,0,-100%,"1,7",+85%,"0,68",+85%,24,+36%,E,+36%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,Beurre à teneur réduite en matière grasse (60%),,,,,,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",['Lait'],4,,,,
1870,Whisky Ecosse blended 70 cl Clan Campbell,3163937632007,C,70 cl,['Clan Campbell'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys']",,,['France'],['Whisky écossais'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,Whisky,['bouteille verre'],['Ecosse'],,,"['Carrefour', 'Magasins U']",,,3,,,,
