,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,packaging,brand,ingredients_origins,manufacturing,markets,additives,nova_score,generic_name,allergens,link,palm_ingredients
1069,Colorgel,8019447219380,['France'],[],[],?,30,126 kj(30 kcal),0,0,30,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,Organic Paprika,8413646301950,['France'],[],[],?,2.2999999523163,10 kj(2 kcal),"0,3",0,"1,2","0,2","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Switchel,4250422243691,['France'],[],[],?,180,753 kj(180 kcal),0,0,45,21,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Madeleines,3304210000186,['France'],[],[],?,443,1854 kj(443 kcal),"22,4","5,1","54,6","27,2","5,8","0,8","0,32",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,22.4 g,en quantité élevée,5.1 g,en quantité élevée,27.2 g,en quantité élevée,0.8 g,en quantité modérée,,+0%,+1%,-2%,-26%,+3%,-1%,+2%,-1%,-1%,19,+3%,E,+3%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,,
1073,Aloe,8809550702103,['France'],[],[],?,20,84 kj(20 kcal),0,0,5,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Reblochon de Savoie,2204678002719,['France'],[],[],?,338,1414 kj(338 kcal),12,9,"6,6",4,20,13,"5,2",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,12 g,en quantité modérée,9 g,en quantité élevée,4 g,en faible quantité,13 g,en quantité élevée,,+4%,+5%,-55%,-52%,+1693%,+1670%,0%,+870%,+870%,17,+19%,D,+19%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1075,Crème glacée caramel beurre salé,3214172814274,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Filets de poulet jaune,2447105080496,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1077,Soya Bean Drink,8888026451066,['France'],[],[],?,56,234 kj(56 kcal),"1,6","0,6",9,"7,8","1,5",14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Glace parfum violette et miel de montagne,3576372510579,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Ailerons et manchons de poulet,3397970502847,['France'],[],[],?,?,,?,,?,,?,,,,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Pousses d'épinards BIO,3760114462268,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Miel de lavande de Provence,14427123,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1082,Glace Kind crème,3760125220154,['France'],[],[],?,195,816 kj(195 kcal),"9,4","7,8",26,22,"1,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,L’alqueria,8414606984534,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bottle'],,,,,,,,,,
1084,Emmantal rapee,3428200387825,['France'],[],[],?,369,1544 kj(369 kcal),21,0,28,27,"0,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Aiguillettes de poulet - Le Gaulois - 267g,2245349024531,['France'],[],[],?,154,644 kj(154 kcal),"1,8","0,5",0,0,23,"0,13","0,052",267 g,C,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']","['Viande Française', 'Volaille Française', 'Sans OGM', 'Nutriscore', 'Nutriscore A']",1.8 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0.13 g,en faible quantité,,+22%,+23%,-3%,+5%,-100%,-100%,+1%,-70%,-70%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']","['Frais', 'Sous vide']",['Le Gaulois'],['France'],['France'],,,,,,,
1086,Merguez,0207578020663,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Raisins sec bio,0202132007548,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Pain aux céréales,53023643,['France'],[],[],?,274,1146 kj(274 kcal),"4,7","0,5","43,5","2,5","11,4","1,57","0,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Black Forest Still Pet - VB,4104760421498,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Febreze Rosenblüte,5413149359765,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,,
1091,5413149359833,5413149359833,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Febreze Frühlingserwachen,5413149359734,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,,
1093,5413149867833,5413149867833,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,Crème de foie supérieure,0209810009771,['France'],[],[],?,280,1172 kj(280 kcal),24,"9,2","3,8","1,4",12,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Gataeu,7640130035379,['France'],[],[],?,331,1385 kj(331 kcal),"0,5","0,2",76,67,"2,6","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Vigilante Octopus,8410234701062,['France'],[],[],?,197,824 kj(197 kcal),11,"1,8","2,5",0,22,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Aubepine bio,3700446495572,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Black Bean Paste,8801052723518,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Bouillon de vegetaux bio,3700644218942,['France'],[],[],?,?,,?,,?,,?,,,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Abricot aux Pralines - les vergers de Mélanie,3546940322934,['France'],[],[],?,241,1008 kj(241 kcal),"0,9","0,07","56,3","50,7","0,8",,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",,0.9 g,en faible quantité,0.07 g,en faible quantité,50.7 g,en quantité élevée,,,,+9%,+9%,+244%,+41%,+5%,-1%,+55%,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['pot en verre'],['les vergers de Mélanie'],,,,,,,,,
1101,Dark chocolate - 100g,4898118958247,['France'],[],[],?,539,2255 kj(539 kcal),"38,6","28,4","49,2","21,7","9,2",,,100 g,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,38.6 g,en quantité élevée,28.4 g,en quantité élevée,21.7 g,en quantité élevée,,,,-3%,-3%,-2%,+23%,+27%,-32%,+20%,,,,,,,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,
1102,Biscuits blé noir et spiruline -,3770012929053,['France'],[],[],?,519.5,2174 kj(519 kcal),"27,4","17,6",58,19,"8,7","0,46","0,184",,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,27.4 g,en quantité élevée,17.6 g,en quantité élevée,19 g,en quantité élevée,0.46 g,en quantité modérée,,+10%,+9%,+32%,+74%,-9%,-36%,+34%,-22%,-22%,20,+1%,E,+1%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,
1103,Dark chocolate - 100g,4898118958230,['France'],[],[],?,515,2155 kj(515 kcal),"32,3","19,2","56,9","46,3","7,6","0,835","0,334",100 g,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,32.3 g,en quantité élevée,19.2 g,en quantité élevée,46.3 g,en quantité élevée,0.835 g,en quantité modérée,,-7%,-7%,-18%,-17%,+47%,+46%,-1%,+1688%,+1688%,29,+37%,E,+37%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,
1104,Pain d'epices 50% de miel,3760276510074,['France'],[],[],?,306,1280 kj(306 kcal),"1,8","0,5","65,4","37,1","4,9","1,25","0,5",,B,"['Biscuits et gâteaux', ""Pains d'épices""]",,1.8 g,en faible quantité,0.5 g,en faible quantité,37.1 g,en quantité élevée,1.25 g,en quantité modérée,,-9%,-10%,-48%,-60%,-8%,-9%,+13%,+187%,+187%,16,+13%,D,+13%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,
1105,DmBio,906920,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C081801'],,['DmBio'],,,,,,,,,
1106,Barres repas menthe chocokzt - Feed,3665069002944,['France'],[],[],?,349,1460 kj(349 kcal),"14,6","5,6","31,7","8,5","20,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Etui en carton'],['Feed'],,,,,,,,,
1107,JELLY BEAN - Women's Best,9010128029389,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,,,,,,,,,,,,,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"[""Women's Best""]",,,,,,,,,
1108,Bergen Chocolate Chip Cookies,5902379741834,['France'],[],[],?,486,2033 kj(486 kcal),22,12,65,32,"6,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Wygodnie,5901534000229,['France'],[],[],?,351,1469 kj(351 kcal),"0,9","0,2",72,"4,9","8,7","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Encornets farcis,3547350004458,['France'],[],[],?,65,272 kj(65 kcal),3,"0,8",3,1,"7,6","1,59","0,636",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,0253096011874,0253096011874,['France'],['GESIERS DE POULET'],[],?,95,397 kj(95 kcal),"3,8","1,1",0,0,15,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],['Niort'],['U'],,,,,,
1112,Olives vertes denoyautees,3565307110007,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Meybon,8690515116581,['France'],[],[],?,392,1640 kj(392 kcal),0,0,97,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,pain du maghreb - Carrefour - 400,0202093013121,['France'],"['Energ Mur 100 Farine de blé ', 'origine France', 'eau', 'farine de blé dur semoule de blé dur', 'sucre', 'huile de colza', 'levure sel oluten de blé', 'farine de ble malté', 'agent de traitement de la farine : acide ascorbique', ' Matieres grasses dont acides Glucides Peut contenir des traces de : Lait', 'œuf', 'soja', 'fruit à coque sésame', 'sulfites', ' Poids net : 400 G Fabriqué par GERBE SAVOYARDE - 3 allée des morilles - 74960']",[],1201,?,1201 kj(287 kcal),"4,5","0,5",53,"4,3",8,"1,6","0,64",400,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains azymes']",,4.5 g,en quantité modérée,0.5 g,en faible quantité,4.3 g,en faible quantité,1.6 g,en quantité élevée,-24%,,-23%,+154%,+36%,-29%,+40%,-25%,+2472%,+2472%,6,,C,,,,,,,,,,['Papier'],['Carrefour'],['France'],['Annecy'],['Carrefour'],['E300 - Acide ascorbique'],,,['Lait'],,
1115,Le sablé pur beurre bio,7622201127251,['France'],[],[],?,1.1000000238419,5 kj(1 kcal),27,17,61,25,"5,9","1,4","0,56",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Miel eucalyptus,8412652101172,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Wasabi,4967825060526,['France'],[],[],?,288,1205 kj(288 kcal),"7,4","0,8","52,8","15,9","2,6","8,1","3,24",,,"['Epicerie', 'Sauces', 'Pâtes au wasabi']",,7.4 g,en quantité modérée,0.8 g,en faible quantité,15.9 g,en quantité élevée,8.1 g,en quantité élevée,,+21%,+19%,-13%,-59%,+53%,+137%,-1%,+67%,+67%,16,+32%,D,+32%,,,,,,,,,,,,,,,,,,,
1118,Leicester Bakery Mini Garlic & Coriander Naan Bread,5027255078825,['France'],[],[],?,26.4,110 kj(26 kcal),"6,5","0,6","50,7","1,9","8,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Jus de pommes de l’abbaye,3378678200020,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Saucisses de volaille,2344022002528,['France'],[],[],?,139,582 kj(139 kcal),"7,1",2,"0,3","0,3",18,"1,7","0,68",,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,7.1 g,en quantité modérée,2 g,en quantité modérée,0.3 g,en faible quantité,1.7 g,en quantité élevée,,-23%,-24%,-40%,-45%,-76%,-42%,+9%,-4%,-4%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,,,,,,,
1121,Miel des A.M 500 GR,1000132980002,['France'],[],[],?,345,1443 kj(345 kcal),5,"1,3",38,5,27,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Mini donut kekse,2009010016412,['France'],[],[],?,522,2184 kj(522 kcal),28,14,59,33,"7,1","0,2","0,08",,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,28 g,en quantité élevée,14 g,en quantité élevée,33 g,en quantité élevée,0.2 g,en faible quantité,,+28%,+28%,+23%,+32%,+32%,+96%,+20%,-79%,-79%,23,+18%,E,+18%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
1123,Poulet jaune,2228351021910,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",,,,,,,,,,,
1124,Green mix - Kusmi Tea,3585810078427,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Kusmi Tea'],,,,,,,,,
1125,Tisane framboise pêche,5022841700135,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Hamburgers Cachee,3353166832365,['France'],[],[],?,205,858 kj(205 kcal),15,"7,5",4,"2,5",13,"1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Gourmet sodabread taosts,5391512391867,['France'],[],[],?,225,941 kj(225 kcal),"6,12","0,66","36,19","16,37","4,48","0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Viennoise de boeuf - Frédéric Buchinger,2407555004848,['France'],[],[],?,225,941 kj(225 kcal),"16,8","7,4","1,1",1,"17,3","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Frédéric Buchinger'],,,,,,,,,
1129,Palets De Chèvre - Rians,3184670013397,['France'],[],[],?,246,1029 kj(246 kcal),19,13,"3,8","1,9",15,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rians'],,,,,,,,,
1130,Escalopes les milanaises,2424536023353,['France'],[],[],?,159,665 kj(159 kcal),5,"3,1",11,1,17,"1,4","0,56",,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes panées']",,5 g,en quantité modérée,3.1 g,en quantité modérée,1 g,en faible quantité,1.4 g,en quantité modérée,,+20%,+20%,+167%,+403%,+51%,-41%,-19%,+50%,+50%,5,+704%,C,+704%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,
1131,Rondele cola,4003084040326,['France'],[],[],?,336,1406 kj(336 kcal),0,0,77,56,"4,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,Chocolat blanc - Pistache,0637913791611,['France'],[],[],?,522,2184 kj(522 kcal),39,11,38,2,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Pâtes aux petits pois,3760077536808,['France'],[],[],?,340,1423 kj(340 kcal),"1,5","0,5",66,"1,6",14,0,0,,,,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'IT-BIO-006']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Miel,5602132651454,['France'],[],[],?,304,1272 kj(304 kcal),0,0,82,81,0,0,0,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,0 g,en faible quantité,0 g,en faible quantité,81 g,en quantité élevée,0 g,en faible quantité,,+5%,+4%,-100%,-100%,+7%,+17%,-100%,-100%,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
1135,Prosciutto di parma - Citterio,8008410624160,['France'],[],[],?,243,1017 kj(243 kcal),15,"5,3","0,5","0,5",27,"4,6","1,84",,,,"['Bio', 'Bio européen', 'IT-BIO-014']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Citterio'],,,,,,,,,
1136,Cake chocolat,3760253290838,['France'],[],[],?,335.2,1402 kj(335 kcal),"15,4","10,2","44,3",30,"4,4","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,Fourme d’Ambert,2286860001236,['France'],[],[],?,340,1423 kj(340 kcal),28,19,2,"0,5",20,"2,5",1,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', ""Fourme d'Ambert""]",,28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,2.5 g,en quantité élevée,,-1%,-0%,-1%,-4%,+103%,+44%,-1%,+13%,+13%,19,+6%,E,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1138,Sauce samouraï,3760198720827,['France'],[],[],?,0,0 kj(0 kcal),79,6,"0,7","0,1","1,2","2,1","0,84",,D,"['Epicerie', 'Sauces', 'Sauces samouraï']",,79 g,en quantité élevée,6 g,en quantité élevée,0.1 g,en faible quantité,2.1 g,en quantité élevée,,-100%,-100%,+27%,+26%,-78%,-93%,+7%,+0%,+0%,14,-27%,D,-27%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,
1139,Moricette au thon,1900000010353,['France'],[],[],?,278,1163 kj(278 kcal),13,"1,4",28,"3,2",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Museau de boeuf à la Lyonnaise,3304030000403,['France'],[],[],?,153,640 kj(153 kcal),"11,6","1,47","0,4","0,3","11,8","1,23","0,492",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Saucisse a croquer 4x75g,4014538027404,['France'],[],[],?,297,1243 kj(297 kcal),"25,4","9,7","1,1","1,1","16,3","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Araignees de porc marinees aux 5 baies,3437590000610,['France'],[],[],?,169,707 kj(169 kcal),"10,1","2,1","0,9","0,2","18,6","1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 40.122.001 CE', 'Haut-Mauco (Landes, France)']",,,,,,,,,,,
1143,Le bon Grivois,2671324037782,['France'],[],[],?,321,1343 kj(321 kcal),"26,5","16,8","0,7",0,"19,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,Red berry blend,5060138531031,['France'],[],[],?,367,1536 kj(367 kcal),3,"0,18",71,43,7,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,quinoa revolution,8718885745900,['France'],[],[],?,85.800003051758,359 kj(85 kcal),"1,7","0,2","13,8",3,"2,3",1,"0,4",,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Caramel au beurre salé - Carabreizh,3760029245956,['France'],[],[],?,409,1711 kj(409 kcal),11,"7,1",75,54,"3,2","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carabreizh'],,,,,,,,,
1147,Sirop saveur orchidée,3217690050391,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Instant noodle Artificial stew pork flavour,6921555591642,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,4 saucisses de strasbourg,8640112054670,['France'],[],[],?,254.30000305176,1064 kj(254 kcal),22,"8,2","0,7","0,7",14,"1,8","0,72",,D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Strasbourg']","['Bio', 'Bio européen']",22 g,en quantité élevée,8.2 g,en quantité élevée,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-7%,-7%,-9%,-11%,-51%,-38%,+11%,-7%,-7%,18,-6%,D,-6%,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,,,,,,,,,,
1150,Poulet traité en salaison rôti,0203075060812,['France'],[],[],?,165,690 kj(165 kcal),"8,1","2,2","2,2",0,23,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Eau minérale naturelle,0200030169566,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Caramels au beurre salé au Sel de Vendée,3760009687134,['France'],[],[],?,403,1686 kj(403 kcal),10,"7,3",76,50,"1,9","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Melange printanier,3570250025667,['France'],[],[],?,35,146 kj(35 kcal),"0,2","0,1","4,9","3,5",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Saucisson - Teyssier,3330180016537,['France'],[],[],?,426,1782 kj(426 kcal),"34,7",12,1,"0,8","27,4","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Teyssier'],,,,,,,,,
1155,Hazelnut Ice Cream Mochi,5027324000573,['France'],[],[],?,247,1033 kj(247 kcal),"9,7","4,4",37,27,"3,2","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Andouillettes au canard,2202063027880,['France'],[],[],?,216,904 kj(216 kcal),16,"6,2","0,6",0,17,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,
1157,Fromage de chevre affiné - Bonarea,00162320500120003661,['France'],[],[],?,427,1787 kj(427 kcal),38,25,25,0,"21,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bonarea'],,,,,,,,,
1158,Pommes de terre aux épices bio - Bredial,3760039500946,['France'],[],[],?,481,2013 kj(481 kcal),"4,4","0,5","17,8","16,2",0,"1,2","0,48",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bredial'],,,,,,,,,
