,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,packaging,traceability_code,allergens,nova_score,markets,generic_name,ingredients_origins,manufacturing,additives,brand_owner,link,palm_ingredients
1570,Argal jamon Serrano - 2x 190g,8410764015851,['France'],[],[],?,210,879 kj(210 kcal),10,4,"0,1","0,1",30,5,2,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",,-12%,-21%,-86%,-1%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['Argal'],10 g,en quantité modérée,4 g,en quantité modérée,0.1 g,en faible quantité,5 g,en quantité élevée,-12%,-14%,-78%,+7%,+7%,15,-9%,D,-9%,2 x 190 g,['en:gluten-free'],,,,,,,,,,,,
1571,Jambon fumé-grill,3275461005292,['France'],[],[],?,167,699 kj(167 kcal),"9,4","3,9","1,9","1,7","18,7","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Saucisson sec de l'ile de beaute,0239602028345,['France'],[],[],?,318,1331 kj(318 kcal),"20,8","8,95","0,23","0,1","32,6","4,95","1,98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FR 2B.042.001 CE'],,,,,,,,,,
1573,Crunch apéro,3770008206526,['France'],[],['Sans huile de palme'],?,421,1761 kj(421 kcal),"18,6","2,4","50,1","9,6","9,6","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Fabriqué en France', 'Sans conservateurs', 'en:palm-oil-free', 'AB Agriculture Biologique']",,,,,,,,,,,,
1574,Preparation pour crêpes à la chataignes,3760176991843,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
1575,Kari Madras,3760089421802,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Vinaigre de vin à la noisette,3760176993397,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1577,Regional Red - 340g,05341238,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,,,,,,,,,,,
1578,Chorizo - 100g,2661385008630,['France'],[],[],?,366,1531 kj(366 kcal),34,12,"0,8","0,8",15,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,['en:gluten-free'],,,,,,,,,,,,
1579,Original Marmelade,50354269,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Escalope Dinde,0201771018045,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Brochettes de poulet marinées thym citron,0208248043753,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,dejeunettes,3289664234502,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,Terrine de canard au figues,3700557600728,['France'],[],[],?,326,1364 kj(326 kcal),"27,4","9,9","3,8","3,4","12,6","1,6","0,64",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",,+7%,+4%,+121%,-11%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,27.4 g,en quantité élevée,9.9 g,en quantité élevée,3.4 g,en faible quantité,1.6 g,en quantité élevée,+7%,+4%,+448%,+5%,+5%,20,+12%,E,+12%,,,,,,,,,,,,,,
1584,Sardines Saucisson Maceron de Ré,3701250700029,['France'],[],[],?,330,1381 kj(330 kcal),"27,5","4,6","0,5","0,5","20,3","1,04","0,416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Sablés éclats de chocolat,0002000008314,['France'],[],[],?,486,2033 kj(486 kcal),20,13,"68,1","25,6","7,1","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Sardines à la pomme de terre de l'île de Ré - 115g,3251870006310,['France'],[],[],?,980,4100 kj(980 kcal),13,"3,3","3,5","0,7",26,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 g,,,,,,,,,,,,,
1587,LA MORENA HOMEMADE MEXICAN SALSA - 230g,0727452000623,"['France', 'Pays-Bas']",[],[],?,38,159 kj(38 kcal),2,0,"2,2",0,"1,1","1,4","0,56",,"['Epicerie', 'Condiments', 'Sauces', 'Sauces pimentées']",,-69%,-35%,-87%,-5%,,,,,,,,['La Morena'],2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,-68%,-100%,-100%,-69%,-69%,6,-52%,C,-52%,230 g,,,,,,,,,,,,,
1588,Cantucci siciliani con pistacchi,8056093850284,['France'],[],[],?,112,469 kj(112 kcal),"12,56","4,3","70,14","28,4","8,1","0,4","0,16",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Cantucci']",,-75%,-12%,+6%,-17%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,12.6 g,en quantité modérée,4.3 g,en quantité modérée,28.4 g,en quantité élevée,0.4 g,en quantité modérée,-75%,+8%,-12%,+25%,+25%,12,-23%,D,-23%,,,,,,,,,,,,,,
1589,Chouquettes sucrées,3000000000250,['France'],[],[],?,349,1460 kj(349 kcal),17,11,41,20,"7,9","0,082","0,033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,Huile d'olive,5214000425052,['France'],[],[],?,900,3766 kj(900 kcal),100,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Choux fleur,8422410324965,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Queues des crevettes ail et persil,3336374404371,['France'],[],[],?,165,690 kj(165 kcal),10,"6,7","1,6","0,4",17,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Saint-Nectaire Fermier,0248950022431,['France'],[],[],?,360,1506 kj(360 kcal),"29,8","19,8","1,2","0,5","21,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Halwa chamia,6194004001744,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Sel thym et citron,3770002775608,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Saucisse seche,2285342065209,['France'],[],[],?,376,1573 kj(376 kcal),29,11,2,2,28,"4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Bio moments,8410805001928,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1598,Sardines à l'huile d'olive et Pastis Bio de l'île de Ré,3251870006426,['France'],[],[],?,926,3874 kj(926 kcal),13,"3,3","0,5","0,5",26,"0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Xo excellent,4901777296503,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,Nectarine,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,La Belle-Îloise,01412846,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['La Belle-Îloise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Kouign amann,2040030009053,['France'],[],[],?,440,1841 kj(440 kcal),"26,1","16,4","50,3","33,6","3,13","0,9","0,36",B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",,-2%,+3%,-4%,-21%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,26.1 g,en quantité élevée,16.4 g,en quantité élevée,33.6 g,en quantité élevée,0.9 g,en quantité modérée,-2%,-1%,+24%,+12%,+12%,25,+8%,E,+8%,,,,,,,,,,,,,,
1603,Blanc de poulet,990530101003964755,['France'],[],[],?,102,427 kj(102 kcal),"2,4","0,7","0,5","0,5",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriscore'],,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",,,,,,,,,,
1604,Tarte aux fraises,0208862038050,['France'],[],[],?,237,992 kj(237 kcal),"9,4","5,2",34,20,"3,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Confiture de cerises griottes au miel franc-comtois -,3445731106336,['France'],[],[],?,256,1071 kj(256 kcal),"0,2",0,63,61,"0,8",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de cerises']",,+15%,-18%,+17%,+25%,73.9%,8.9%,10.5%,4.6%,1.7%,0.4%,50,,0.2 g,en faible quantité,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,+15%,-100%,+18%,-100%,-100%,12,+22%,D,+22%,,,,,,,,,,,,,,
1606,Cocoa White cinnamon bar,5902565210649,['France'],[],[],?,640,2678 kj(640 kcal),50,27,41,41,6,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Sans lactose']",,,,,,,,,,,,
1607,Yogurt - 200g,8032825270155,['France'],[],[],?,85,356 kj(85 kcal),"0,1","0,1","9,8","9,8",10,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
1608,China Green Dieter Brand,0892241000259,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,L'accropâte,3770004860029,['France'],[],[],?,358,1498 kj(358 kcal),2,"0,3",71,3,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,
1610,Hofer Gourmet Erdbeere 75% - 250g,4099200198194,"['France', 'Italie']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
1611,Crackers multigraines,61679535,['France'],[],[],?,427,1787 kj(427 kcal),13,3,62,16,12,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Fini vers de tetre fizz,8410525238307,['France'],[],[],?,2,8 kj(2 kcal),0,0,79,64,"4,5","0,1","0,04",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-99%,-100%,-5%,+112%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Fini'],0 g,en faible quantité,0 g,en faible quantité,64 g,en quantité élevée,0.1 g,en faible quantité,-99%,-100%,+10%,-17%,-17%,8,-44%,C,-44%,,['Halal'],,,,,,,,,,,,
1613,Peach and passionfruit berliner weisse - Fallen brewing stirliner weisse - 33cl,0793591416649,['France'],"['Malted Barley ', 'Gluten', ' Hops', 'Yeast ', 'Gluten', 'Water']",[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bieres aromatisées aux fruits']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Fallen brewing stirliner weisse'],,,,,,,,,,,,,,,,,,33 cl,,"['Canette', 'aluminium']",,['Gluten'],4,,,,,,,,
1614,QuantaSoup,3608770001035,['France'],[],[],?,267,1117 kj(267 kcal),6,3,"58,6","18,1","6,5","9,3","3,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Nabisco Ritz Bits Cracker Sandwiches Peanut Butter - Mondelez,0044000035440,"['France', 'États-Unis']","['Unbleached enriched flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate {vitamin b1}', 'riboflavin {vitamin b2}', 'folic acid', 'peanut butter ', 'roasted peanuts', 'hydrogenated vegetable oil {rapeseed and/or cottonseed and/or soybean oils}', 'salt', 'peanut oil', 'vegetable oil ', 'soybean and/or canola and/or palm and/or partially hydrogenated cottonseed oil', 'sugar', 'dextrose', 'leavening ', 'baking soda and/or calcium phosphate', 'salt', 'soy lecithin', 'malted barley flour', ' milk']",['Non végétalien'],?,500,2092 kj(500 kcal),"26,67","6,67",60,"13,33",10,"1,418","0,567",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,+5%,+28%,-6%,+54%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Mondelez'],26.7 g,en quantité élevée,6.67 g,en quantité élevée,13.3 g,en quantité élevée,1.42 g,en quantité modérée,+5%,-34%,-55%,+141%,+141%,17,-14%,D,-14%,,,,,"['Gluten', 'Lait', 'Soja']",4,,,,,"['E500ii - Carbonate acide de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",Mondelez Int. US (0074819091009),,
1616,Jalousie au pommes - Leclerc,1000110006380,['France'],[],[],?,268,1121 kj(268 kcal),10,"6,7",38,14,"5,1","0,83","0,332",,,,,,,,,,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Hildon Natural Water,5017160000059,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Chistora,8420962008159,['France'],[],[],?,506,2117 kj(506 kcal),47,16,"2,5","1,5",18,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Confiture artisanale de poires - 460g,3347640000272,['France'],[],[],?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",,,,,,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,,,,,,,,,,,460 g,,,,,,,,,,,,,
1620,Moutarde,3302940005068,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Mini madeleine,5602835003888,['France'],[],[],?,448,1874 kj(448 kcal),23,"7,9","53,9","20,2","5,4","0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Ossau Iraty AOP,2488753027815,['France'],[],[],?,408,1707 kj(408 kcal),"34,6","23,6","1,9","0,5","22,3",2,"0,8",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,-3%,-4%,+102%,-5%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,34.6 g,en quantité élevée,23.6 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-3%,-4%,+71%,+13%,+13%,18,+2%,D,+2%,,,,,,,,,,,,,,
1623,Chardonnay,3273593010054,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Mini Macarons Noix De Coco - 250g,3040280009017,['France'],[],[],?,368,1540 kj(368 kcal),"6,8","5,8","72,1","46,1","3,9","0,12","0,048",D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,-14%,-62%,+30%,-54%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,6.8 g,en quantité modérée,5.8 g,en quantité élevée,46.1 g,en quantité élevée,0.12 g,en faible quantité,-13%,+28%,-8%,-16%,-16%,19,+8%,E,+8%,250 g,,,"['EMB 45179', 'Lailly-en-Val (Loiret, France)']",,,,,,,,,,
1625,Golosini abricot - 200g,8001618990358,['France'],[],[],?,331,1385 kj(331 kcal),10,5,56,19,"6,9","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
1626,Jus d'orange,1900000009814,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Guimauves éclats de noix de coco,3418011282778,['France'],[],[],?,369,1544 kj(369 kcal),"11,1","5,9",84,"58,3","3,7","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,12 Beutel a 100g Sonnenblumenkerne Geröstet + Gesalzen Damel,8425408210219,['France'],[],[],?,642,2686 kj(642 kcal),"54,8","5,1","4,7","3,4","27,9","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Beurre et Hubert - St Hubert,3366321051754,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['St Hubert'],,,,,,,,,,,,,,,,,,,,"['Barquette', 'Plastique']",,,,,,,,,,,
1630,Pasteis de nata,0202180025587,['France'],[],[],?,?,,?,,?,,?,,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Endo rush,5060469984131,['France'],[],[],?,224,937 kj(224 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Rocks lemon,5023762000298,['France'],[],[],?,18,75 kj(18 kcal),0,0,"4,9","4,9","0,09","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Pavé maïs,0208018010176,['France'],[],[],?,253,1059 kj(253 kcal),"2,2","0,4",49,"1,2","9,4","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Lapépie Blonde,3760038460005,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,La Milanaise,0247534033726,['France'],[],[],?,153,640 kj(153 kcal),"3,1","1,3","15,5","0,3","15,6","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Ananas tranche déshydratée - Manola,3760091577412,['France'],[],[],?,300,1255 kj(300 kcal),4,0,69,57,2,0,0,,,,,,,,,,,,,,,['Manola'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Rillettes de volaille aux tomates et piment d'espelette,3770014461018,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille']",,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Happy start wafers,5908234810165,['France'],[],[],?,602,2519 kj(602 kcal),45,16,40,23,"8,1","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Cœurd d'artichauts - Charleval,3560070098569,['France'],[],[],?,34,142 kj(34 kcal),0,0,6,"1,6","1,8","0,7","0,28",,,,,,,,,,,,,,,['Charleval'],,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,,,,,,
1640,Lotte Aloe Juice Drink 240ML,8801056015442,['France'],[],[],?,35,146 kj(35 kcal),0,0,"8,8","8,8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Tarte à l'abricot,,['France'],[],[],?,229,958 kj(229 kcal),"7,5","4,5",37,23,"3,1","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Magret de canard,2209030005858,['France'],[],[],?,334,1397 kj(334 kcal),29,"9,8","1,3","0,3",17,"0,13","0,052",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,-2%,-1%,+4%,-5%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,29 g,en quantité élevée,9.8 g,en quantité élevée,0.3 g,en faible quantité,0.13 g,en faible quantité,-2%,-2%,-55%,-92%,-92%,13,-29%,D,-29%,,,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,,,,,,,
1643,Glace,4260170561084,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Jambon cuit - Carrefour,2411843035292,['France'],[],[],?,100,418 kj(100 kcal),11,"4,1","0,6","0,6",21,"1,8","0,72",,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,"['FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,['Carrefour'],,,,,,,
1645,Gratin dauphinois,3227298012035,['France'],[],[],?,82,343 kj(82 kcal),"2,1","1,7",13,0,"1,7","0,66","0,264",B,"['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Gratins dauphinois']",,-31%,-64%,+16%,-50%,54.5%,21.7%,7.8%,8.5%,4.4%,3.1%,89,,2.1 g,en faible quantité,1.7 g,en quantité modérée,0 g,en faible quantité,0.66 g,en quantité modérée,-30%,-53%,-100%,-7%,-7%,3,-36%,C,-36%,,,,,,,,,,,,,,
1646,Happy snapy - 30g,6191405320016,['France'],[],[],?,445,1862 kj(445 kcal),"17,9","2,9","64,4","30,3","6,6","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 g,,,,,,,,,,,,,
1647,Comté doux AOP 4 mois au lait cru,0267066028861,['France'],[],[],?,417,1745 kj(417 kcal),34,20,0,0,28,"0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,-2%,-100%,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,34 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,-0%,-12%,-100%,-5%,-5%,13,0%,D,0%,,,,,,,,,,,,,,
1648,Thé Glacé,3560186973545,['France'],[],[],?,26,109 kj(26 kcal),0,0,"6,4","6,3",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,
1649,La pizzeria - Buitoni,8000300374001,['France'],[],[],?,385,1611 kj(385 kcal),"11,5","5,1","52,9","2,4","14,7","2,1","0,84",,,,,,,,,,,,,,,['Buitoni'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Radler,20466022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Poulet Rôti entier - Leader Price,0217155038240,['France'],[],[],?,172,720 kj(172 kcal),"8,7","2,3",0,0,"22,5","1,7","0,68",D,"['Viandes', 'Volailles', 'Poulets']",,+14%,+49%,-100%,+10%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Leader Price'],8.7 g,en quantité modérée,2.3 g,en quantité modérée,0 g,en faible quantité,1.7 g,en quantité élevée,+14%,+53%,-100%,+98%,+98%,11,+680%,D,+680%,,"['Viande Française', 'Volaille-francaise']",,,,,['Leader Price'],,,,,,,
1652,Travers de porc,2418640034701,['France'],[],[],?,203,849 kj(203 kcal),15,"6,3",0,0,12,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,
1653,Bio fusilli pois chiche 2 kg,4260335838204,['France'],[],[],?,365,1527 kj(365 kcal),"6,1","1,6",51,"2,3",22,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-006']",,,,,,,,,,,,
1654,COMTÉ,2671327023294,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-0%,+1%,-100%,+0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.9 g,en quantité modérée,-0%,+1%,-100%,+7%,+7%,13,0%,D,0%,,,,"['FR 39.434.001 CE', 'Poligny (Jura, France)']",,,,,,,,,,
1655,Escalope de dinde extra fine - Carrefour,2418304012663,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
1656,Saucisse Catalane supérieure,2438154042771,['France'],[],[],?,236,987 kj(236 kcal),20,7,"0,5",0,14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.172.001 CE', 'Saint-Estève (Pyrénées-Orientales, France)', 'FR 65.172.001 CE', 'Estensan (Hautes-Pyrénées, France)']",,,,,,,,,,
