,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,allergens,generic_name,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,labels,additives,nova_score,packaging,traceability_code,ingredients_origins,manufacturing,markets,link,palm_ingredients,brand_owner
1721,Christ stollen - Lebkuchen Schmidt,4053598615084,['Lebkuchen Schmidt'],['France'],"['Ingrédients farine de blé', 'raisins sultanines', 'lait entier', 'graisse de palme', 'sucre', 'levure', ' graisse de palme totalement hydrogenée', 'écorce d’orange', 'graise butyrique', 'sirop de fructose', 'sirop de glucose-fructose dextrose', 'rhum', 'écorce de citron', 'amandes', 'émulsifiant: mono- et diglycérides d acides gras', ' amidon de blé', 'sel', 'arômes naturels', 'gluten de blé sirop de sucre inverti', 'acidifiant acide citrique']","['Huile de palme', 'Non végétalien']",?,379,1586 kj(379 kcal),"13,3","7,5","55,9","30,7","5,5","0,3","0,12","['Lait', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",4,,,,,,,['Huile de palme'],
1722,Trésor Chocolat au Lait - Kellogg's - 650g,4054013500671,"[""Kellogg's""]",['France'],[],[],?,?,,?,,?,,?,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales extrudées', 'Céréales fourrées']",,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,,,,,,,,,,,,,,650 g,,,,,,,,,,,
1723,tresor -  kelloggs - 650gr,4054017458855,['kelloggs'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650 gr,,,,,,,,,,,
1724,Baguette de Campagne - Auchan - 1,4054160331852,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,,,,,,1,,,,,,,,['Auchan'],,,
1725,"Bio4you Sanddorn-granatapfel, 75 GR Packung",4054411014503,,['France'],[],[],?,383,1602 kj(383 kcal),"0,2","0,1",94,67,"0,1","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,,,,,,,,,
1726,Waldbeeren - Wiedenbauer - 100g,4054411180802,['Wiedenbauer'],"['France', 'Allemagne']","['Sirop de glucose', 'sucre', 'acidifiant : acide citrique', 'concentrés de jus de fruits ', '0,56%', ' de mure', 'sorbier des oiseliers', 'prunelles', ""fruit de l'églantier"", 'framboise', 'sureau', 'groseille rouge', 'cassis', ""extrait d'échinacée "", '0,48%', 'arômes', 'vitamine C', ""colorant alimentaire : concentré d'aronia""]",[],1625,?,1625 kj(388 kcal),"< 0,1","< 0,1",94,65,"< 0,1","< 0,1","0,04",,"Bonbons aux myrtilles, fourrés",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",+5%,,-95%,+13%,-95%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,0.1 g,en faible quantité,0.1 g,en faible quantité,65 g,en quantité élevée,0.1 g,en faible quantité,+8%,-91%,+12%,-17%,-17%,14,-3%,D,-3%,100 g,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",4,"['Sachet', 'Plastique']",,,"['Bavière', 'Allemagne']",['Noz'],,,
1727,Salbei-kräuter - Wiedenbauer,4054411260207,['Wiedenbauer'],['France'],"['Glucose syrup?', 'sugar?', 'sage extracte ', '1 SI 696', 'herb extracti ', '0,12%', 'sage natural eucalyptus-mint flavourins menthol', ' out of ecological cultivation', 'DE-ÒKO-001']",[],?,382,1598 kj(382 kcal),"0,01","0,01",95,69,"0,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001']",,4,,,,,,,,
1728,Durlacher Hof Premium Strong - frankenthaler brauhaus gmbh - 500ml,4054500127893,"['frankenthaler brauhaus gmbh', 'frankenthaler brauhaus', 'Frankenthal']",['France'],"['eau', ""malt d'orge"", 'extrait de houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Gluten'],Bière,C,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,,500 ml,,,3,"['Canette', 'métal']",,,['Allemagne'],,,,
1729,Getränkesirup Cassis - 500ml,4054600096372,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,,,,['Flasche'],,,,,,,
1730,Getränke Sirup Holunder Blüten - 500ml,4054600096488,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 ml,,,,['Flasche'],,,,,,,
1731,Frutas,4055233730916,,['France'],[],[],?,3,13 kj(3 kcal),"0,5","0,1","0,8","0,8","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Hanfprotein,4056167800171,,['France'],[],[],?,400,1674 kj(400 kcal),11,1,23,4,49,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Emmental Français Râpé - Étoile D'Or - 1kg,4056232045704,"[""Étoile D'Or""]",['France'],"['lait de vache ', 'origine France', 'sel', 'ferments lactiques ', 'lait', 'enzyme coagulant']",['Non végétalien'],?,380,1590 kj(380 kcal),30,21,"0,5","0,5",27,"0,64","0,256",['Lait'],,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages râpés', 'Emmentals râpés']",,+2%,+4%,-45%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,+2%,+7%,+24%,-16%,-16%,11,-8%,D,-8%,1 kg,,,3,,"['FR 31.710.001 CE', 'FR 31.710.001 CE']",,,,,,
1734,Chili lime sweet potato,4056489000181,,['France'],[],[],?,529,2213 kj(529 kcal),"32,2","3,8","49,9",23,"5,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Saumon selection - Deluxe,4056489001515,['Deluxe'],['France'],[],[],?,165,690 kj(165 kcal),8,"2,2","0,1","0,1","22,8","2,5",1,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,-11%,-24%,-80%,+3%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,8 g,en quantité modérée,2.2 g,en quantité modérée,0.1 g,en faible quantité,2.5 g,en quantité élevée,-11%,+7%,-70%,-11%,-11%,14,+7%,D,+7%,,,,,,,['Scotland'],,['Lidl'],,,
1736,"Sonnenblumenkerne, Graines de tournesol",4056546011136,,['France'],[],[],?,512,2142 kj(512 kcal),"31,2","2,6","23,7",0,"27,8","0,18","0,072",,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,-10%,-32%,+78%,+26%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,31.2 g,en quantité élevée,2.6 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,-10%,-47%,-100%,-90%,-90%,3,-77%,C,-77%,,,,,,,,,,,,
1737,Tadim - 80g,4056546131018,,['France'],[],[],?,559,2339 kj(559 kcal),"40,3",15,"11,8","1,8","30,5","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,,,,,,,,,,
1738,Gerostet - 500g,4056546261012,,['France'],[],[],?,602,2519 kj(602 kcal),"48,8",9,8,"2,2","28,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,
1739,Snowdomes Choc,4056768000512,,['France'],[],[],?,408,1707 kj(408 kcal),"13,3","12,5","69,5",56,"1,5","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Final cardiff 2017,4057288349761,,['France'],[],[],?,32,134 kj(32 kcal),19,11,17,13,21,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Bio Räucherlachs - 100g,4057295211105,"['Bio', 'ArcticFish']","['France', 'Allemagne']","['Atlantischer Bio-Lachs', 'Speisesalz', 'Rauch', ' Salmo salarin Bio-Aquakultur gewonnen in Norwegen']","['Non végétalien', 'Non végétarien']",?,188,787 kj(188 kcal),12,"2,5",0,0,20,"3,12","1,248",,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,+2%,+14%,-100%,-10%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,12 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,3.12 g,en quantité élevée,+2%,+21%,-100%,+11%,+11%,14,+7%,D,+7%,100g,['Bio'],,3,,,,,,,,
1742,Saumon -  - 150g,4057295230151,,['France'],[],[],?,189,791 kj(189 kcal),10,"1,1","8,6",8,"16,1","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,
1743,Lachsforelle geräuchert,4057295260103,,['France'],[],[],?,156,653 kj(156 kcal),"8,6","1,3","0,1","0,1","19,7","1,98","0,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Makrelenfilets,4057295282129,,['France'],[],[],?,252,1054 kj(252 kcal),20,4,0,0,18,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:German Agricultural Society', ""Médaille d'or de la Société Allemande d'Agriculture"", ""Médaille d'or 2017 de la Société Allemande d'Agriculture""]",,,,['MSC-C-51773'],,,,,,
1745,Lachsforelle,4057295586104,,['France'],[],[],?,157,657 kj(157 kcal),"8,6","1,3","0,2","0,2",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Kokosnussöl - Mituso,4057824803009,['Mituso'],['France'],"['FR', ' HUILE DE NOIX DE TENEUR ÉNERGÉTIQUE MOYENNE 3700 kJ/']",[],?,900,3766 kj(900 kcal),100,"94,2",0,0,0,0,0,['Fruits à coque'],,,['Matières grasses'],,+12%,+13%,-100%,-100%,,,,,,,,100 g,en quantité élevée,94.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+12%,+313%,-100%,-100%,-100%,20,+77%,E,+77%,,['Bio'],,,,,,,,,,
1747,Pâte mini cheval - 300g,4057962064218,,['France'],[],[],?,358,1498 kj(358 kcal),"1,7","0,4",72,"3,6",12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,['Bio'],,,,,,,,,,
1748,Party Grill Burger Fromage et Paprika - Jaus - 330g,4058077765366,['Jaus'],['France'],"['farine de blé', 'eau', 'fromage Gouda 5% ', 'sur la surface', 'sel', 'levure', ""huile d'olive vierge extra"", 'dextrose', ""farine d'orge malté"", ""émulsifiants: esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras"", 'paprika en poudre 0,2%', ""correcteur d'acidité: acétates de sodium"", 'arôme naturel ', 'contient alcool']","[""Pourrait contenir de l'huile de palme""]",1157,?,1157 kj(277 kcal),"4,1","1,5",50,"3,5","8,9","1,4","0,56",['Gluten'],Pain spéciaux précuits au fromage,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",-4%,,-29%,+3%,-1%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,4.1 g,en quantité modérée,1.5 g,en quantité modérée,3.5 g,en faible quantité,1.4 g,en quantité modérée,-4%,+44%,-44%,+23%,+23%,4,+79%,C,+79%,330 g,,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E262 - Acétates de sodium']",4,"['Sachet', 'Plastique']",,,,['Noz'],,,
1749,Party grillburger - 330g,4058077765380,,['France'],[],[],?,261,1092 kj(261 kcal),"3,2","0,6",49,"2,7","8,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 g,['Fabriqué en Allemagne'],,,,,,,,,,
1750,Party GrillBurger avec tomates séchées,4058077765397,,['France'],[],[],?,255,1067 kj(255 kcal),"2,2","0,6",50,"3,2","8,5","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,
1751,8 Bistrot Burger Nature - Jaus - 660g,4058077767377,['Jaus'],['France'],[],[],1101,?,1101 kj(263 kcal),2,"0,4",50,"3,5",9,"1,5","0,6",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",-9%,,-66%,+3%,+1%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,2 g,en faible quantité,0.4 g,en faible quantité,3.5 g,en faible quantité,1.5 g,en quantité modérée,-9%,-62%,-44%,+32%,+32%,1,-55%,B,-55%,660 g,,,,"['Sachet', 'Plastique']",,,,,,,
1752,Crème lentille & curry,4058094310501,,['France'],[],"['Végétalien', 'Végétarien']",?,275,1151 kj(275 kcal),"19,2","1,6","17,5","6,8","6,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,
1753,Puree d amandes - La Vie Claire,4058153006574,['La Vie Claire'],['France'],"['Amandes mondées•', ' ils agricole issu de Biologique', "" contenir des traces de de sésame et d'autres fruits à coque"", ' Notre']",[],?,659,2757 kj(659 kcal),"57,4","4,7","5,7","5,7","26,1","0,01","0,004",['Graines de sésame'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",,+4%,+6%,-33%,+19%,,,,,,,,57.4 g,en quantité élevée,4.7 g,en quantité modérée,5.7 g,en quantité modérée,0.01 g,en faible quantité,+4%,+5%,+16%,-40%,-40%,8,+108%,C,+108%,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,1,,,,,['La Vie Claire'],,,
1754,Moutarde au vinaigre de cidre et citron - La Vie Claire,4058153018461,['La Vie Claire'],['France'],[],[],?,163,682 kj(163 kcal),"10,2","0,6","7,6","2,1","5,8","5,9","2,36",,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,-4%,-6%,+10%,-12%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,10.2 g,en quantité modérée,0.6 g,en faible quantité,2.1 g,en faible quantité,5.9 g,en quantité élevée,-4%,-27%,-46%,+25%,+25%,12,+3%,D,+3%,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,
1755,Vinaigre de cidre - La Vie Claire,4058153018645,['La Vie Claire'],['France'],"['À DE NOUVELLES ', 'écouvrez notre gamme de vinaigres La lie Claire : vinaigre de vin vieux préparé en foudre de chêne', 'balsamique au goût légèrement cara - mé\\lsé', 'ou aromatisé à la framboise', 'à la saveur subtile et fruitée', ' Autant de variétés que dtoccasions de les savourer !']",[],?,3,13 kj(3 kcal),"0,1","0,1","0,6","0,5","0,1","0,2","0,08",,,B,"['Vinaigres', 'Vinaigres de cidre']",,-80%,-5%,-60%,-32%,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,0.1 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,-78%,+291%,-33%,+1049%,+1049%,,,,,,['Bio'],,,,,,,['La Vie Claire'],,,
1756,Germe de blé en paillettes - La Vie Claire,4058153107608,['La Vie Claire'],['France'],[],[],?,393,1644 kj(393 kcal),12,"2,2",33,16,30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Mango Lassi - Dm Bio,4058172011108,"['Dm Bio', 'DmBio']",['France'],[],"['Végétalien', 'Végétarien']",?,66,276 kj(66 kcal),"1,5","1,3",12,"9,2","0,8","0,09","0,036",,,D,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",,-8%,-1%,+6%,-72%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,1.5 g,en quantité modérée,1.3 g,en quantité modérée,9.2 g,en quantité élevée,0.09 g,en faible quantité,-9%,+38%,-14%,-15%,-15%,18,+12%,E,+12%,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'DE-ÖKO-006', 'en:EG-Öko-Verordnung', 'Fabriqué en Allemagne']",,,,['FSC-C117897'],,,,,,
1758,Rhubarber limonade mit himbeere - Dm Bio,4058172013638,['Dm Bio'],['France'],[],"['Végétalien', 'Végétarien']",?,33,138 kj(33 kcal),"0,5","0,1","7,2",7,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,
1759,Sauce soja - Dm Bio,4058172016363,['Dm Bio'],['France'],[],[],?,62,259 kj(62 kcal),"0,1","0,1","5,3",1,"9,5","14,4","5,76",,,B,"['Epicerie', 'Condiments', 'Sauces', 'Sauces au soja']",,-44%,-19%,-70%,+48%,21.5%,31.6%,20.1%,15.9%,8.6%,2.3%,97,0.1 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,14.4 g,en quantité élevée,-43%,+327%,-92%,+20%,+20%,5,-55%,C,-55%,,['Bio'],,,,,,,,,,
1760,Anfangsmilch PRE,4058172108662,,['France'],[],[],?,68,285 kj(68 kcal),"3,5","1,3","7,4","7,4","1,6","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,
1761,Instant Couscous - Kattus - 500g,4058700707565,['Kattus'],"['France', 'Allemagne']",[],[],?,351,1469 kj(351 kcal),"1,5","0,3",70,"1,5","12,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500g,,,,['Paper'],,,,,,,
1762,Raifort à La Crème - Koch's,4059400004688,"[""Koch's""]",['France'],"['raifort ', '25%', 'crème légère ', '23%', 'huile de colza', 'eau', 'vinaigre dSalcool', 'lait écrémé en poudre', 'sucre', 'épaississants: farine de graines de guar', 'de caroube e Valeur éù xanthane', 'sel', 'acidifiant: acide citriquenconservateurt métabisulfite desodiumj épices', 'arome naturel']",['Non végétalien'],?,264,1105 kj(264 kcal),24,3,8,6,2,"0,7","0,28",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Raifort râpé']",,+53%,+94%,-33%,-14%,,,,,,,,24 g,en quantité élevée,3 g,en quantité modérée,6 g,en quantité modérée,0.7 g,en quantité modérée,+50%,+114%,+6%,-36%,-36%,8,+44%,C,+44%,,,['E412 - Gomme de guar'],4,['Verre'],,,,,,,
1763,Feldgemüse,4059699001481,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,
1764,Big choc peanut - Eismann - 320g,4059699002143,['Eismann'],['France'],[],[],?,333,1393 kj(333 kcal),20,11,32,27,5,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,,,,,,,,,,,
1765,Midnights Mint,4059699006202,,['France'],[],[],?,126,527 kj(126 kcal),"8,4","7,4","11,2","10,3",1,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Bâtonnets smoothie - Eismann,4059699027016,['Eismann'],['France'],"['purée de fraises ', '23%', 'purée de banane ', '20%', 'sucre', 'eau', 'jus de fraise à base de concentré ', '9%', 'jus de banane à partir de concentré ', '8%', 'sirop de glucose', 'jus de betterave concentré', 'jus de citron à base de conctntré', 'stabilisants ', 'farine de graines de caroube', 'méthylcellulose', 'carraghénanes', 'pectines', 'fmulsifiant ', ""mono- et diglycérides d'acides gras"", 'dextrose', 'colorants ', 'curcuminet rocou', ' arôme', ' Peut contenir des traces de soja', 'lait', 'fruits à coques']","[""Pourrait contenir de l'huile de palme""]",?,127,531 kj(127 kcal),"0,4","0,1","29,9","25,6","0,5","0,16","0,064",,,,"['Desserts', 'Surgelés', 'Desserts glacés']",,-37%,-95%,+6%,-79%,,,,,,,,0.4 g,en faible quantité,0.1 g,en faible quantité,25.6 g,en quantité élevée,0.16 g,en faible quantité,-37%,-98%,+8%,+33%,+33%,5,-56%,C,-56%,,,"['E410 - Gomme de caroube', 'E461 - Méthylcellulose', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,,,,,,,,
1767,cream melody - Eismann,4059699027368,['Eismann'],['France'],[],[],?,221,925 kj(221 kcal),"10,7","4,5",27,26,"3,8","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Beerenmischung,4059699053428,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Galettes de sarrasin lentilles,4059699053664,,['France'],[],[],?,155,649 kj(155 kcal),"7,2","2,2","15,3","1,4","5,4",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Boulgour et légumes grillés - Eismann,4059699053749,['Eismann'],['France'],[],[],?,108,452 kj(108 kcal),"3,1","0,4",15,"1,04","2,8","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Petits Pois et Jeunes Carottes - Eismann - 1000g e,4059699054807,['Eismann'],['France'],[],[],?,45,188 kj(45 kcal),"0,7","0,2","4,9","3,4",3,"0,03","0,012",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Petits pois et carottes surgelés']",,-17%,+68%,-29%,-14%,40.5%,21.3%,10.4%,11.0%,10.7%,6.2%,94,0.7 g,en faible quantité,0.2 g,en faible quantité,3.4 g,en faible quantité,0.03 g,en faible quantité,-14%,+140%,-7%,-55%,-55%,-6,,A,,1000 g e,,,,"['surgelé', 'Sachet', 'Plastique']",,,,,,,
1772,Poêlée de poisson façon nordique - Eismann - 800g,4059699055903,['Eismann'],['France'],[],[],?,94,393 kj(94 kcal),"3,9","1,9","8,8","1,7",5,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 g,"['Pêche durable', 'Pêche durable MSC']",,,,,,,,,,
1773,Filet de limande - Eismann - 600g,4059699060075,['Eismann'],"['France', 'Allemagne']",[],[],?,139,582 kj(139 kcal),"6,1","0,6","7,7","3,1",13,"0,75","0,3",,,,"['Produits de la mer', 'Poissons', 'Filets de poissons']",,-29%,-50%,+287%,-25%,,,,,,,,6.1 g,en quantité modérée,0.6 g,en faible quantité,3.1 g,en faible quantité,0.75 g,en quantité modérée,-28%,-76%,+568%,-56%,-56%,-1,-117%,A,-117%,600g,,,,,,,,,,,
1774,Mini Calzone - Eismann - 480g,4059699072641,['Eismann'],"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Calzone']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480g,,,,,,,,,,,
1775,Nudelpfanne italienischer Art - 1000g,4059699074324,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 g,,,,,,,,,,,
1776,Mini rostis au lard - 450g,4059699080172,,"['France', 'Allemagne']",[],[],?,211,883 kj(211 kcal),10,"1,3",24,"0,7","4,4","1,2","0,48",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Plats préparés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis', 'Röstis de pommes de terre surgelés']",,+28%,+37%,+25%,+41%,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,10 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en faible quantité,1.2 g,en quantité modérée,+30%,-2%,-11%,+22%,+22%,6,+76%,C,+76%,450g,,,,['Produkt'],,,,,,,
1777,Puree,4059699087003,,['France'],[],[],?,124,519 kj(124 kcal),5,"0,9","16,4","0,9","2,1","0,7","0,28",,,,"['Plats préparés', 'Purées']",,-24%,+121%,-40%,-48%,,,,,,,,5 g,en quantité modérée,0.9 g,en faible quantité,0.9 g,en faible quantité,0.7 g,en quantité modérée,-25%,-26%,-62%,+35%,+35%,3,+983%,C,+983%,,,,,,,,,,,,
1778,Pommes frites au four - Eismann - 1500g,4059699087362,['Eismann'],"['France', 'Allemagne']",[],[],?,161,674 kj(161 kcal),"0,6","0,6",23,"0,5","2,5","0,06","0,024",,,B,"['Chips et frites', 'Surgelés', 'Pommes de terre préfrites surgelées', 'Frites', 'Frites au four']",,+8%,-87%,-1%,+5%,21.9%,0.0%,23.0%,18.3%,27.1%,9.8%,97,0.6 g,en faible quantité,0.6 g,en faible quantité,0.5 g,en faible quantité,0.06 g,en faible quantité,+5%,+4%,+25%,-79%,-79%,1,,B,,1500g,,,,,,,,,,,
1779,Frites de patate douce - Eismann - 750g,4059699088963,['Eismann'],"['France', 'Allemagne']",[],[],?,162,678 kj(162 kcal),"5,7","0,6",24,14,2,"0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750g,,,,,,,,,,,
